id,body,year,date,article,box_title,candidates,civgraph_file,civgraph_match,status,recommended_title,recommended_url,recommended_archive_url,host,kind,basis,scope,check,verifying_source_count,cited_source_count,related_wikipedia
2023 Mid Ulster District Council election#1,NI council,2023,,2023 Mid Ulster District Council election,Carntogher - 5 seats,8,local-government/2023-05-18/carntogher.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,4,2023 Mid Ulster District Council election
2023 Mid Ulster District Council election#2,NI council,2023,,2023 Mid Ulster District Council election,Clogher Valley - 6 seats,8,local-government/2023-05-18/clogher-valley.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,4,2023 Mid Ulster District Council election
2023 Mid Ulster District Council election#3,NI council,2023,,2023 Mid Ulster District Council election,Cookstown - 7 seats,11,local-government/2023-05-18/cookstown.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,4,2023 Mid Ulster District Council election
2023 Mid Ulster District Council election#4,NI council,2023,,2023 Mid Ulster District Council election,Dungannon - 6 seats,12,local-government/2023-05-18/dungannon.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,4,2023 Mid Ulster District Council election
2023 Mid Ulster District Council election#5,NI council,2023,,2023 Mid Ulster District Council election,Magherafelt - 5 seats,8,local-government/2023-05-18/magherafelt.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,4,2023 Mid Ulster District Council election
2023 Mid Ulster District Council election#6,NI council,2023,,2023 Mid Ulster District Council election,Moyola - 5 seats,9,local-government/2023-05-18/moyola.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,4,2023 Mid Ulster District Council election
2023 Mid Ulster District Council election#7,NI council,2023,,2023 Mid Ulster District Council election,Torrent - 6 seats,10,local-government/2023-05-18/torrent.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,4,2023 Mid Ulster District Council election
2023 Mid and East Antrim District Council election#1,NI council,2023,,2023 Mid and East Antrim District Council election,Ballymena - 7 seats,9,local-government/2023-05-18/ballymena.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,2023 Mid and East Antrim District Council election
2023 Mid and East Antrim District Council election#2,NI council,2023,,2023 Mid and East Antrim District Council election,Bannside - 6 seats,9,local-government/2023-05-18/bannside.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,2023 Mid and East Antrim District Council election
2023 Mid and East Antrim District Council election#3,NI council,2023,,2023 Mid and East Antrim District Council election,Braid - 7 seats,9,local-government/2023-05-18/braid.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,2023 Mid and East Antrim District Council election
2023 Mid and East Antrim District Council election#4,NI council,2023,,2023 Mid and East Antrim District Council election,Carrick Castle - 5 seats,9,local-government/2023-05-18/carrick-castle.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,2023 Mid and East Antrim District Council election
2023 Mid and East Antrim District Council election#5,NI council,2023,,2023 Mid and East Antrim District Council election,Coast Road - 5 seats,9,local-government/2023-05-18/coast-road.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,2023 Mid and East Antrim District Council election
2023 Mid and East Antrim District Council election#6,NI council,2023,,2023 Mid and East Antrim District Council election,Knockagh - 5 seats,8,local-government/2023-05-18/knockagh.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,2023 Mid and East Antrim District Council election
2023 Mid and East Antrim District Council election#7,NI council,2023,,2023 Mid and East Antrim District Council election,Larne Lough - 5 seats,8,local-government/2023-05-18/larne-lough.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,2023 Mid and East Antrim District Council election
"2023 Newry, Mourne and Down District Council election#1",NI council,2023,,"2023 Newry, Mourne and Down District Council election",Crotlieve - 6 seats,15,local-government/2023-05-18/crotlieve.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,"2023 Newry, Mourne and Down District Council election"
"2023 Newry, Mourne and Down District Council election#2",NI council,2023,,"2023 Newry, Mourne and Down District Council election",Downpatrick - 5 seats,11,local-government/2023-05-18/downpatrick.json,exact,cited-by-wikipedia,Northern Ireland council election: List of all the candidates in the May 2023 poll,https://www.belfastlive.co.uk/news/northern-ireland/northern-ireland-council-election-list-26771240,,belfastlive.co.uk,other,inline-citation,this contest,"partly checked: names the candidates, vote figures not found",0,7,"2023 Newry, Mourne and Down District Council election"
