id,body,year,date,article,box_title,candidates,civgraph_file,civgraph_match,status,recommended_title,recommended_url,recommended_archive_url,host,kind,basis,scope,check,verifying_source_count,cited_source_count,related_wikipedia
1985 Donegal County Council election#5,RoI local,1985,,1985 Donegal County Council election,Milford: 4 seats,9,ireland-local/1985-06-20/milford.json,exact,verified,Irishelectionliterature,https://irishelectionliterature.wordpress.com/others-project/old-local-election-results/,,irishelectionliterature.wordpress.com,results-compilation,external-link,article,"contains the candidates and their votes, in a document linked from the cited page",1,6,1985 Donegal County Council election
1985 Dublin Corporation election#1,RoI local,1985,,1985 Dublin Corporation election,Artane: 4 seats,15,ireland-local/1985-06-20/artane.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#2,RoI local,1985,,1985 Dublin Corporation election,Ballyfermot: 4 seats,16,ireland-local/1985-06-20/ballyfermot.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#3,RoI local,1985,,1985 Dublin Corporation election,Cabra- 3 seats,13,ireland-local/1985-06-20/cabra.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#4,RoI local,1985,,1985 Dublin Corporation election,Clontarf: 5 seats,11,ireland-local/1985-06-20/clontarf.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#5,RoI local,1985,,1985 Dublin Corporation election,Crumlin- 4 seats,12,ireland-local/1985-06-20/crumlin.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#6,RoI local,1985,,1985 Dublin Corporation election,Donaghmede: 5 seats,15,ireland-local/1985-06-20/donaghmede.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#7,RoI local,1985,,1985 Dublin Corporation election,Drumcondra: 5 seats,18,ireland-local/1985-06-20/drumcondra.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#8,RoI local,1985,,1985 Dublin Corporation election,Finglas: 4 seats,17,ireland-local/1985-06-20/finglas.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#9,RoI local,1985,,1985 Dublin Corporation election,North Inner City: 5 seats,16,ireland-local/1985-06-20/north-inner-city.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#10,RoI local,1985,,1985 Dublin Corporation election,Pembroke: 4 seats,13,ireland-local/1985-06-20/pembroke.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#11,RoI local,1985,,1985 Dublin Corporation election,Rathmines: 4 seats,15,ireland-local/1985-06-20/rathmines.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin Corporation election#12,RoI local,1985,,1985 Dublin Corporation election,South Inner City: 5 seats,20,ireland-local/1985-06-20/south-inner-city.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,this contest,not checked: blocked or paywalled,0,5,1985 Dublin Corporation election
1985 Dublin County Council election in Dublin–Belgard#1,RoI local,1985,,1985 Dublin County Council election in Dublin–Belgard,Clondalkin: 3 seats,11,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Belgard
1985 Dublin County Council election in Dublin–Belgard#2,RoI local,1985,,1985 Dublin County Council election in Dublin–Belgard,Greenhills: 4 seats,11,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Belgard
1985 Dublin County Council election in Dublin–Belgard#3,RoI local,1985,,1985 Dublin County Council election in Dublin–Belgard,Lucan: 4 seats,11,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Belgard
1985 Dublin County Council election in Dublin–Belgard#4,RoI local,1985,,1985 Dublin County Council election in Dublin–Belgard,Rathfarnam: 4 seats,9,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Belgard
1985 Dublin County Council election in Dublin–Belgard#5,RoI local,1985,,1985 Dublin County Council election in Dublin–Belgard,Tallaght–Oldbawn: 3 seats,13,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Belgard
1985 Dublin County Council election in Dublin–Belgard#6,RoI local,1985,,1985 Dublin County Council election in Dublin–Belgard,Tallaght–Rathcoole: 3 seats,11,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Belgard
1985 Dublin County Council election in Dublin–Belgard#7,RoI local,1985,,1985 Dublin County Council election in Dublin–Belgard,Terenure: 5 seats,14,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Belgard
1985 Dublin County Council election in Dublin–Fingal#1,RoI local,1985,,1985 Dublin County Council election in Dublin–Fingal,Balbriggan: 5 seats,13,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Fingal
1985 Dublin County Council election in Dublin–Fingal#2,RoI local,1985,,1985 Dublin County Council election in Dublin–Fingal,Castleknock: 4 seats,11,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Fingal
1985 Dublin County Council election in Dublin–Fingal#3,RoI local,1985,,1985 Dublin County Council election in Dublin–Fingal,Howth: 4 seats,11,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Fingal
1985 Dublin County Council election in Dublin–Fingal#4,RoI local,1985,,1985 Dublin County Council election in Dublin–Fingal,Malahide: 4 seats,10,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Fingal
1985 Dublin County Council election in Dublin–Fingal#5,RoI local,1985,,1985 Dublin County Council election in Dublin–Fingal,Mulhuddart: 3 seats,8,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Fingal
1985 Dublin County Council election in Dublin–Fingal#6,RoI local,1985,,1985 Dublin County Council election in Dublin–Fingal,Swords: 4 seats,7,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dublin–Fingal
1985 Dublin County Council election in Dún Laoghaire–Rathdown#1,RoI local,1985,,1985 Dublin County Council election in Dún Laoghaire–Rathdown,Ballybrack: 5 seats,16,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dún Laoghaire–Rathdown
1985 Dublin County Council election in Dún Laoghaire–Rathdown#2,RoI local,1985,,1985 Dublin County Council election in Dún Laoghaire–Rathdown,Blackrock: 4 seats,10,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dún Laoghaire–Rathdown
1985 Dublin County Council election in Dún Laoghaire–Rathdown#3,RoI local,1985,,1985 Dublin County Council election in Dún Laoghaire–Rathdown,Clonskeagh: 3 seats,9,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dún Laoghaire–Rathdown
1985 Dublin County Council election in Dún Laoghaire–Rathdown#4,RoI local,1985,,1985 Dublin County Council election in Dún Laoghaire–Rathdown,Dundrum: 4 seats,11,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dún Laoghaire–Rathdown
1985 Dublin County Council election in Dún Laoghaire–Rathdown#5,RoI local,1985,,1985 Dublin County Council election in Dún Laoghaire–Rathdown,Dún Laoghaire: 5 seats,18,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dún Laoghaire–Rathdown
1985 Dublin County Council election in Dún Laoghaire–Rathdown#6,RoI local,1985,,1985 Dublin County Council election in Dún Laoghaire–Rathdown,Glencullen: 3 seats,10,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dún Laoghaire–Rathdown
1985 Dublin County Council election in Dún Laoghaire–Rathdown#7,RoI local,1985,,1985 Dublin County Council election in Dún Laoghaire–Rathdown,Stillorgan: 4 seats,10,,,cited-by-wikipedia,"Local Elections, 1985: Election Results and Transfer of Votes",https://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,inline-citation,article,not checked: blocked or paywalled,0,3,1985 Dublin County Council election in Dún Laoghaire–Rathdown
1985 Galway Corporation election#1,RoI local,1985,,1985 Galway Corporation election,North & East Ward: 7 seats,16,,,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,1,1985 Galway Corporation election
1985 Galway Corporation election#2,RoI local,1985,,1985 Galway Corporation election,South Ward: 3 seats,9,,,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,1,1985 Galway Corporation election
1985 Galway Corporation election#3,RoI local,1985,,1985 Galway Corporation election,West Ward- 5 seats,11,,,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,1,1985 Galway Corporation election
1985 Galway County Council election#1,RoI local,1985,,1985 Galway County Council election,Ballinasloe: 5 seats,10,ireland-local/1985-06-20/ballinasloe.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Galway County Council election
1985 Galway County Council election#2,RoI local,1985,,1985 Galway County Council election,Connemara: 5 seats,12,ireland-local/1985-06-20/connemara.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Galway County Council election
1985 Galway County Council election#3,RoI local,1985,,1985 Galway County Council election,Galway- 6 seats,9,ireland-local/1985-06-20/galway.json,exact,verified,Irishelectionliterature,https://irishelectionliterature.wordpress.com/others-project/old-local-election-results/,,irishelectionliterature.wordpress.com,results-compilation,external-link,article,"contains the candidates and their votes, in a document linked from the cited page",1,2,1985 Galway County Council election
1985 Galway County Council election#4,RoI local,1985,,1985 Galway County Council election,Loughrea: 7 seats,15,ireland-local/1985-06-20/loughrea.json,exact,verified,Irishelectionliterature,https://irishelectionliterature.wordpress.com/others-project/old-local-election-results/,,irishelectionliterature.wordpress.com,results-compilation,external-link,article,"contains the candidates and their votes, in a document linked from the cited page",1,2,1985 Galway County Council election
1985 Galway County Council election#5,RoI local,1985,,1985 Galway County Council election,Tuam: 7 seats,13,ireland-local/1985-06-20/tuam.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Galway County Council election
1985 Kerry County Council election#1,RoI local,1985,,1985 Kerry County Council election,Killarney: 6 seats,11,ireland-local/1985-06-20/killarney.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Kerry County Council election
1985 Kerry County Council election#2,RoI local,1985,,1985 Kerry County Council election,Killorglin: 6 seats,14,ireland-local/1985-06-20/killorglin.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Kerry County Council election
1985 Kerry County Council election#3,RoI local,1985,,1985 Kerry County Council election,Listowel- 6 seats,9,ireland-local/1985-06-20/listowel.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Kerry County Council election
1985 Kerry County Council election#4,RoI local,1985,,1985 Kerry County Council election,Mid-Kerry- 5 seats,9,ireland-local/1985-06-20/mid-kerry.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Kerry County Council election
1985 Kerry County Council election#5,RoI local,1985,,1985 Kerry County Council election,Tralee: 4 seats,8,ireland-local/1985-06-20/tralee.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Kerry County Council election
1985 Kildare County Council election#1,RoI local,1985,,1985 Kildare County Council election,Athy: 4 seats,10,ireland-local/1985-06-20/athy.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Kildare County Council election
1985 Kildare County Council election#2,RoI local,1985,,1985 Kildare County Council election,Celbridge: 5 seats,10,ireland-local/1985-06-20/celbridge.json,exact,verified,irishelectionliterature,https://irishelectionliterature.wordpress.com/others-project/old-local-election-results/,,irishelectionliterature.wordpress.com,results-compilation,external-link,article,"contains the candidates and their votes, in a document linked from the cited page",1,2,1985 Kildare County Council election
1985 Kildare County Council election#3,RoI local,1985,,1985 Kildare County Council election,Clane: 4 seats,9,ireland-local/1985-06-20/clane.json,exact,verified,irishelectionliterature,https://irishelectionliterature.wordpress.com/others-project/old-local-election-results/,,irishelectionliterature.wordpress.com,results-compilation,external-link,article,"contains the candidates and their votes, in a document linked from the cited page",1,2,1985 Kildare County Council election
1985 Kildare County Council election#4,RoI local,1985,,1985 Kildare County Council election,Kildare: 5 seats,11,ireland-local/1985-06-20/kildare.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Kildare County Council election
1985 Kildare County Council election#5,RoI local,1985,,1985 Kildare County Council election,Naas: 7 seats,17,ireland-local/1985-06-20/naas.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Kildare County Council election
1985 Kilkenny County Council election#1,RoI local,1985,,1985 Kilkenny County Council election,Ballyragget: 5 seats,10,ireland-local/1985-06-20/ballyragget.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Kilkenny County Council election
1985 Kilkenny County Council election#2,RoI local,1985,,1985 Kilkenny County Council election,Kilkenny: 4 seats,10,ireland-local/1985-06-20/kilkenny.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Kilkenny County Council election
1985 Kilkenny County Council election#3,RoI local,1985,,1985 Kilkenny County Council election,Piltown: 7 seats,13,ireland-local/1985-06-20/piltown.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Kilkenny County Council election
1985 Kilkenny County Council election#4,RoI local,1985,,1985 Kilkenny County Council election,Thomastown: 6 seats,13,ireland-local/1985-06-20/thomastown.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Kilkenny County Council election
1985 Kilkenny County Council election#5,RoI local,1985,,1985 Kilkenny County Council election,Tullaroan: 4 seats,8,ireland-local/1985-06-20/tullaroan.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Kilkenny County Council election
1985 Laois County Council election#1,RoI local,1985,,1985 Laois County Council election,Borris-in-Ossory: 7 seats,14,ireland-local/1985-06-20/borris-in-ossory.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Laois County Council election
1985 Laois County Council election#2,RoI local,1985,,1985 Laois County Council election,Emo- 4 seats,8,ireland-local/1985-06-20/emo.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Laois County Council election
1985 Laois County Council election#3,RoI local,1985,,1985 Laois County Council election,Luggacurren- 4 seats,10,ireland-local/1985-06-20/luggacurren.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Laois County Council election
1985 Laois County Council election#4,RoI local,1985,,1985 Laois County Council election,Portlaoise: 5 seats,11,ireland-local/1985-06-20/portlaoise.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Laois County Council election
1985 Laois County Council election#5,RoI local,1985,,1985 Laois County Council election,Tinnahinch- 5 seats,9,ireland-local/1985-06-20/tinnahinch.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Laois County Council election
1985 Leitrim County Council election#1,RoI local,1985,,1985 Leitrim County Council election,Ballinamore: 6 seats,9,ireland-local/1985-06-20/ballinamore.json,exact,verified,Leitrim County Council (Ballinamore) 1985 Local Election,https://irelandelection.com/electiondetail.php?elecid=170&constitid=181&electype=5,,irelandelection.com,results-compilation,section-citation,article,contains the candidates and their votes,1,5,1985 Leitrim County Council election
1985 Leitrim County Council election#2,RoI local,1985,,1985 Leitrim County Council election,Carrick-on-Shannon: 6 seats,9,ireland-local/1985-06-20/carrick-on-shannon.json,exact,cited-by-wikipedia,Council Results,https://irelandelection.com/council.php?elecid=170&tab=summary&detail=yes&electype=5&councilid=16&electype=5,,irelandelection.com,results-compilation,inline-citation,article,"not checked: the fetched page does not show this result (subscription viewer, index of documents, or another page)",0,6,1985 Leitrim County Council election
1985 Leitrim County Council election#3,RoI local,1985,,1985 Leitrim County Council election,Dromahaire: 5 seats,9,ireland-local/1985-06-20/dromahaire.json,exact,cited-by-wikipedia,Council Results,https://irelandelection.com/council.php?elecid=170&tab=summary&detail=yes&electype=5&councilid=16&electype=5,,irelandelection.com,results-compilation,inline-citation,article,"not checked: the fetched page does not show this result (subscription viewer, index of documents, or another page)",0,6,1985 Leitrim County Council election
1985 Leitrim County Council election#4,RoI local,1985,,1985 Leitrim County Council election,Manorhamilton: 5 seats,9,ireland-local/1985-06-20/manorhamilton.json,exact,cited-by-wikipedia,Council Results,https://irelandelection.com/council.php?elecid=170&tab=summary&detail=yes&electype=5&councilid=16&electype=5,,irelandelection.com,results-compilation,inline-citation,article,"not checked: the fetched page does not show this result (subscription viewer, index of documents, or another page)",0,6,1985 Leitrim County Council election
