GeographyCode,KS605NI0001,KS605NI0002,KS605NI0003,KS605NI0004,KS605NI0005,KS605NI0006,KS605NI0007,KS605NI0008,KS605NI0009,KS605NI0010,KS605NI0011,KS605NI0012,KS605NI0013,KS605NI0014,KS605NI0015,KS605NI0016,KS605NI0017,KS605NI0018,KS605NI0019,KS605NI0020,KS605NI0021,KS605NI0022,KS605NI0023,KS605NI0024,KS605NI0025,KS605NI0026,KS605NI0027,KS605NI0028,KS605NI0029,KS605NI0030,KS605NI0031,KS605NI0032,KS605NI0033,KS605NI0034,KS605NI0035,KS605NI0036,KS605NI0037
95BB22,1258,25,2,109,8,6,80,265,57,65,20,46,6,54,70,132,61,200,52,1.99,0.16,8.66,0.64,0.48,6.36,21.07,4.53,5.17,1.59,3.66,0.48,4.29,5.56,10.49,4.85,15.90,4.13
95BB23,1532,16,2,139,11,8,93,283,34,62,41,54,19,83,64,191,165,198,69,1.04,0.13,9.07,0.72,0.52,6.07,18.47,2.22,4.05,2.68,3.52,1.24,5.42,4.18,12.47,10.77,12.92,4.50
95CC01,994,21,2,89,4,5,42,194,54,70,8,15,8,35,28,66,97,208,48,2.11,0.20,8.95,0.40,0.50,4.23,19.52,5.43,7.04,0.80,1.51,0.80,3.52,2.82,6.64,9.76,20.93,4.83
95CC02,1287,112,2,125,1,18,133,171,68,55,20,18,10,59,40,88,125,184,58,8.70,0.16,9.71,0.08,1.40,10.33,13.29,5.28,4.27,1.55,1.40,0.78,4.58,3.11,6.84,9.71,14.30,4.51
95CC03,995,30,4,82,0,12,79,175,47,87,17,12,9,40,51,56,77,167,50,3.02,0.40,8.24,0,1.21,7.94,17.59,4.72,8.74,1.71,1.21,0.90,4.02,5.13,5.63,7.74,16.78,5.03
95CC04,1074,72,11,80,3,16,173,180,67,35,17,23,4,26,17,56,100,150,44,6.70,1.02,7.45,0.28,1.49,16.11,16.76,6.24,3.26,1.58,2.14,0.37,2.42,1.58,5.21,9.31,13.97,4.10
95CC05,1212,69,5,151,5,23,137,231,64,36,11,30,4,46,21,67,102,163,47,5.69,0.41,12.46,0.41,1.90,11.30,19.06,5.28,2.97,0.91,2.48,0.33,3.80,1.73,5.53,8.42,13.45,3.88
95CC06,1264,23,2,98,3,9,83,216,45,57,22,41,10,69,46,110,145,224,61,1.82,0.16,7.75,0.24,0.71,6.57,17.09,3.56,4.51,1.74,3.24,0.79,5.46,3.64,8.70,11.47,17.72,4.83
95CC07,1474,101,11,137,1,21,207,251,81,46,20,35,10,36,40,65,133,210,69,6.85,0.75,9.29,0.07,1.42,14.04,17.03,5.50,3.12,1.36,2.37,0.68,2.44,2.71,4.41,9.02,14.25,4.68
95CC08,944,19,2,86,2,7,99,169,46,60,8,25,11,42,25,53,106,140,44,2.01,0.21,9.11,0.21,0.74,10.49,17.90,4.87,6.36,0.85,2.65,1.17,4.45,2.65,5.61,11.23,14.83,4.66
95CC09,1722,104,7,245,4,16,166,308,62,63,26,34,7,73,60,115,143,233,56,6.04,0.41,14.23,0.23,0.93,9.64,17.89,3.60,3.66,1.51,1.97,0.41,4.24,3.48,6.68,8.30,13.53,3.25
95CC10,1243,74,3,142,5,10,92,242,51,33,18,23,5,58,45,89,132,176,45,5.95,0.24,11.42,0.40,0.80,7.40,19.47,4.10,2.65,1.45,1.85,0.40,4.67,3.62,7.16,10.62,14.16,3.62
95CC11,670,33,5,58,1,21,95,103,25,26,9,15,1,19,20,25,65,113,36,4.93,0.75,8.66,0.15,3.13,14.18,15.37,3.73,3.88,1.34,2.24,0.15,2.84,2.99,3.73,9.70,16.87,5.37
95CC12,1282,109,13,112,6,12,153,218,57,38,12,20,5,63,37,87,109,179,52,8.50,1.01,8.74,0.47,0.94,11.93,17.00,4.45,2.96,0.94,1.56,0.39,4.91,2.89,6.79,8.50,13.96,4.06
95CC13,1186,105,11,98,2,14,139,219,59,49,10,24,11,37,41,70,86,166,45,8.85,0.93,8.26,0.17,1.18,11.72,18.47,4.97,4.13,0.84,2.02,0.93,3.12,3.46,5.90,7.25,14.00,3.79
95CC14,1449,36,8,211,5,13,129,277,64,50,24,39,7,53,50,93,137,199,54,2.48,0.55,14.56,0.35,0.90,8.90,19.12,4.42,3.45,1.66,2.69,0.48,3.66,3.45,6.42,9.45,13.73,3.73
95CC15,1318,63,5,172,3,11,109,239,77,41,14,34,10,51,41,79,118,188,63,4.78,0.38,13.05,0.23,0.83,8.27,18.13,5.84,3.11,1.06,2.58,0.76,3.87,3.11,5.99,8.95,14.26,4.78
95CC16,1217,65,7,162,4,12,112,240,37,69,17,26,7,25,43,71,106,164,50,5.34,0.58,13.31,0.33,0.99,9.20,19.72,3.04,5.67,1.40,2.14,0.58,2.05,3.53,5.83,8.71,13.48,4.11
95CC17,1337,91,9,131,5,21,136,227,63,58,22,25,11,57,38,72,135,189,47,6.81,0.67,9.80,0.37,1.57,10.17,16.98,4.71,4.34,1.65,1.87,0.82,4.26,2.84,5.39,10.10,14.14,3.52
95CC18,1049,29,0,97,4,16,61,171,36,47,27,16,13,55,34,95,134,166,48,2.76,0,9.25,0.38,1.53,5.82,16.30,3.43,4.48,2.57,1.53,1.24,5.24,3.24,9.06,12.77,15.82,4.58
95CC19,1283,107,3,125,3,10,116,240,52,46,23,31,10,39,37,90,118,193,40,8.34,0.23,9.74,0.23,0.78,9.04,18.71,4.05,3.59,1.79,2.42,0.78,3.04,2.88,7.01,9.20,15.04,3.12
95CC20,1455,25,3,208,6,6,88,251,49,53,22,35,10,58,74,132,141,236,58,1.72,0.21,14.30,0.41,0.41,6.05,17.25,3.37,3.64,1.51,2.41,0.69,3.99,5.09,9.07,9.69,16.22,3.99
95CC21,1384,25,2,206,3,11,112,277,56,43,21,36,10,47,79,116,87,182,71,1.81,0.14,14.88,0.22,0.79,8.09,20.01,4.05,3.11,1.52,2.60,0.72,3.40,5.71,8.38,6.29,13.15,5.13
95CC22,747,27,1,99,1,8,52,134,23,36,6,16,4,32,32,56,52,137,31,3.61,0.13,13.25,0.13,1.07,6.96,17.94,3.08,4.82,0.80,2.14,0.54,4.28,4.28,7.50,6.96,18.34,4.15
95DD01,897,5,0,137,3,8,67,151,27,31,14,24,9,36,33,72,121,118,41,0.56,0,15.27,0.33,0.89,7.47,16.83,3.01,3.46,1.56,2.68,1.00,4.01,3.68,8.03,13.49,13.15,4.57
95DD02,1960,30,3,356,12,14,160,370,78,76,26,33,17,61,69,126,156,293,80,1.53,0.15,18.16,0.61,0.71,8.16,18.88,3.98,3.88,1.33,1.68,0.87,3.11,3.52,6.43,7.96,14.95,4.08
95DD03,1747,20,1,237,11,11,109,297,69,83,46,47,14,77,61,134,184,264,82,1.14,0.06,13.57,0.63,0.63,6.24,17.00,3.95,4.75,2.63,2.69,0.80,4.41,3.49,7.67,10.53,15.11,4.69
95DD04,704,9,3,119,2,10,42,162,37,53,8,9,5,15,38,32,34,89,37,1.28,0.43,16.90,0.28,1.42,5.97,23.01,5.26,7.53,1.14,1.28,0.71,2.13,5.40,4.55,4.83,12.64,5.26
95DD05,674,8,2,117,2,5,45,159,37,39,10,2,3,12,51,37,35,80,30,1.19,0.30,17.36,0.30,0.74,6.68,23.59,5.49,5.79,1.48,0.30,0.45,1.78,7.57,5.49,5.19,11.87,4.45
95DD06,1167,10,2,174,9,16,86,192,42,51,24,27,9,43,35,89,130,173,55,0.86,0.17,14.91,0.77,1.37,7.37,16.45,3.60,4.37,2.06,2.31,0.77,3.68,3.00,7.63,11.14,14.82,4.71
95DD07,1505,52,5,212,16,9,141,258,73,55,20,40,12,61,43,97,135,207,69,3.46,0.33,14.09,1.06,0.60,9.37,17.14,4.85,3.65,1.33,2.66,0.80,4.05,2.86,6.45,8.97,13.75,4.58
95DD08,943,25,2,195,7,20,50,161,40,81,9,9,8,22,58,61,43,104,48,2.65,0.21,20.68,0.74,2.12,5.30,17.07,4.24,8.59,0.95,0.95,0.85,2.33,6.15,6.47,4.56,11.03,5.09
95DD09,1276,104,9,162,7,13,118,214,46,47,25,13,15,64,30,87,121,151,50,8.15,0.71,12.70,0.55,1.02,9.25,16.77,3.61,3.68,1.96,1.02,1.18,5.02,2.35,6.82,9.48,11.83,3.92
95DD10,1277,17,1,232,2,17,97,253,45,55,18,22,11,36,38,84,117,171,61,1.33,0.08,18.17,0.16,1.33,7.60,19.81,3.52,4.31,1.41,1.72,0.86,2.82,2.98,6.58,9.16,13.39,4.78
95DD11,918,10,2,159,2,20,79,211,34,69,17,14,10,18,32,50,47,106,38,1.09,0.22,17.32,0.22,2.18,8.61,22.98,3.70,7.52,1.85,1.53,1.09,1.96,3.49,5.45,5.12,11.55,4.14
95DD12,1268,84,2,191,5,8,157,234,41,42,14,33,5,47,35,74,106,141,49,6.62,0.16,15.06,0.39,0.63,12.38,18.45,3.23,3.31,1.10,2.60,0.39,3.71,2.76,5.84,8.36,11.12,3.86
95DD13,727,7,0,140,3,15,49,134,20,49,10,16,6,23,27,53,46,94,35,0.96,0,19.26,0.41,2.06,6.74,18.43,2.75,6.74,1.38,2.20,0.83,3.16,3.71,7.29,6.33,12.93,4.81
95DD14,1649,15,2,281,11,9,107,302,34,54,36,52,24,64,51,125,182,233,67,0.91,0.12,17.04,0.67,0.55,6.49,18.31,2.06,3.27,2.18,3.15,1.46,3.88,3.09,7.58,11.04,14.13,4.06
95DD15,1694,98,4,200,12,29,232,271,62,72,34,31,11,67,33,114,162,212,50,5.79,0.24,11.81,0.71,1.71,13.70,16.00,3.66,4.25,2.01,1.83,0.65,3.96,1.95,6.73,9.56,12.51,2.95
95DD16,1548,100,8,186,10,10,179,288,90,45,23,27,9,67,40,91,136,180,59,6.46,0.52,12.02,0.65,0.65,11.56,18.60,5.81,2.91,1.49,1.74,0.58,4.33,2.58,5.88,8.79,11.63,3.81
95DD17,1720,96,3,187,5,15,223,298,50,52,27,43,11,67,60,106,142,276,59,5.58,0.17,10.87,0.29,0.87,12.97,17.33,2.91,3.02,1.57,2.50,0.64,3.90,3.49,6.16,8.26,16.05,3.43
95DD18,820,6,1,139,2,8,58,176,36,39,13,16,7,22,45,52,57,103,40,0.73,0.12,16.95,0.24,0.98,7.07,21.46,4.39,4.76,1.59,1.95,0.85,2.68,5.49,6.34,6.95,12.56,4.88
95DD19,1619,48,5,193,7,23,111,315,94,62,26,32,14,47,68,126,127,260,61,2.96,0.31,11.92,0.43,1.42,6.86,19.46,5.81,3.83,1.61,1.98,0.86,2.90,4.20,7.78,7.84,16.06,3.77
95DD20,666,15,3,112,2,9,42,154,31,34,3,12,3,11,43,32,40,90,30,2.25,0.45,16.82,0.30,1.35,6.31,23.12,4.65,5.11,0.45,1.80,0.45,1.65,6.46,4.80,6.01,13.51,4.50
95DD21,1050,18,1,173,6,19,66,222,30,73,16,27,6,26,50,78,62,132,45,1.71,0.10,16.48,0.57,1.81,6.29,21.14,2.86,6.95,1.52,2.57,0.57,2.48,4.76,7.43,5.90,12.57,4.29
95DD22,1466,55,7,182,9,14,212,253,55,57,23,31,9,51,34,100,110,213,51,3.75,0.48,12.41,0.61,0.95,14.46,17.26,3.75,3.89,1.57,2.11,0.61,3.48,2.32,6.82,7.50,14.53,3.48
95DD23,1311,126,13,163,7,12,141,233,58,41,18,28,7,51,38,72,116,144,43,9.61,0.99,12.43,0.53,0.92,10.76,17.77,4.42,3.13,1.37,2.14,0.53,3.89,2.90,5.49,8.85,10.98,3.28
95DD24,1314,20,2,179,10,9,108,251,51,62,22,28,8,55,38,101,128,193,49,1.52,0.15,13.62,0.76,0.68,8.22,19.10,3.88,4.72,1.67,2.13,0.61,4.19,2.89,7.69,9.74,14.69,3.73
95EE01,785,52,2,69,4,12,169,94,33,30,4,16,12,29,12,63,61,86,37,6.62,0.25,8.79,0.51,1.53,21.53,11.97,4.20,3.82,0.51,2.04,1.53,3.69,1.53,8.03,7.77,10.96,4.71
95EE02,936,66,2,91,1,5,90,154,41,53,7,23,13,32,35,64,86,130,43,7.05,0.21,9.72,0.11,0.53,9.62,16.45,4.38,5.66,0.75,2.46,1.39,3.42,3.74,6.84,9.19,13.89,4.59
95EE03,815,6,2,104,0,3,59,154,37,39,10,15,8,30,35,65,76,128,44,0.74,0.25,12.76,0,0.37,7.24,18.90,4.54,4.79,1.23,1.84,0.98,3.68,4.29,7.98,9.33,15.71,5.40
95EE04,904,37,4,128,7,10,115,156,32,61,3,20,15,35,28,54,56,113,30,4.09,0.44,14.16,0.77,1.11,12.72,17.26,3.54,6.75,0.33,2.21,1.66,3.87,3.10,5.97,6.19,12.50,3.32
95EE05,699,48,1,94,1,3,64,122,21,30,4,15,6,39,20,42,62,100,27,6.87,0.14,13.45,0.14,0.43,9.16,17.45,3.00,4.29,0.57,2.15,0.86,5.58,2.86,6.01,8.87,14.31,3.86
95EE06,974,22,1,130,11,8,211,135,44,31,10,18,12,23,16,56,82,129,35,2.26,0.10,13.35,1.13,0.82,21.66,13.86,4.52,3.18,1.03,1.85,1.23,2.36,1.64,5.75,8.42,13.24,3.59
95EE07,702,10,1,97,2,3,59,136,27,45,7,10,4,24,27,42,63,103,42,1.42,0.14,13.82,0.28,0.43,8.40,19.37,3.85,6.41,1.00,1.42,0.57,3.42,3.85,5.98,8.97,14.67,5.98
95EE08,720,7,1,80,2,6,43,135,19,31,6,20,8,47,34,45,72,112,52,0.97,0.14,11.11,0.28,0.83,5.97,18.75,2.64,4.31,0.83,2.78,1.11,6.53,4.72,6.25,10.00,15.56,7.22
95EE09,855,62,4,98,3,2,111,146,28,33,9,15,7,24,31,37,71,128,46,7.25,0.47,11.46,0.35,0.23,12.98,17.08,3.27,3.86,1.05,1.75,0.82,2.81,3.63,4.33,8.30,14.97,5.38
95EE10,803,35,0,135,0,9,138,134,31,27,9,15,5,29,19,42,52,105,18,4.36,0,16.81,0,1.12,17.19,16.69,3.86,3.36,1.12,1.87,0.62,3.61,2.37,5.23,6.48,13.08,2.24
95EE11,776,57,6,71,4,10,125,130,30,25,11,10,9,35,19,60,54,87,33,7.35,0.77,9.15,0.52,1.29,16.11,16.75,3.87,3.22,1.42,1.29,1.16,4.51,2.45,7.73,6.96,11.21,4.25
95EE12,1024,10,2,137,1,6,76,229,35,56,17,20,9,40,47,67,83,152,37,0.98,0.20,13.38,0.10,0.59,7.42,22.36,3.42,5.47,1.66,1.95,0.88,3.91,4.59,6.54,8.11,14.84,3.61
95EE13,539,4,3,74,3,0,40,119,17,22,10,21,7,20,15,31,51,69,33,0.74,0.56,13.73,0.56,0,7.42,22.08,3.15,4.08,1.86,3.90,1.30,3.71,2.78,5.75,9.46,12.80,6.12
95EE14,1167,31,3,136,3,7,83,232,39,57,17,29,16,51,45,78,105,177,58,2.66,0.26,11.65,0.26,0.60,7.11,19.88,3.34,4.88,1.46,2.49,1.37,4.37,3.86,6.68,9.00,15.17,4.97
95EE15,782,60,4,81,2,3,114,110,33,28,10,16,8,17,28,40,84,117,27,7.67,0.51,10.36,0.26,0.38,14.58,14.07,4.22,3.58,1.28,2.05,1.02,2.17,3.58,5.12,10.74,14.96,3.45
95EE16,945,73,1,120,1,7,110,181,37,33,12,23,8,27,31,54,81,120,26,7.72,0.11,12.70,0.11,0.74,11.64,19.15,3.92,3.49,1.27,2.43,0.85,2.86,3.28,5.71,8.57,12.70,2.75
95FF01,2430,36,3,204,8,14,160,471,73,102,68,85,16,162,107,283,240,281,117,1.48,0.12,8.40,0.33,0.58,6.58,19.38,3.00,4.20,2.80,3.50,0.66,6.67,4.40,11.65,9.88,11.56,4.81
95FF02,1309,95,2,124,2,10,238,185,55,38,14,24,8,64,22,91,125,154,58,7.26,0.15,9.47,0.15,0.76,18.18,14.13,4.20,2.90,1.07,1.83,0.61,4.89,1.68,6.95,9.55,11.76,4.43
95FF03,1458,12,5,160,6,13,114,317,67,78,30,37,5,53,61,143,116,172,69,0.82,0.34,10.97,0.41,0.89,7.82,21.74,4.60,5.35,2.06,2.54,0.34,3.64,4.18,9.81,7.96,11.80,4.73
95FF04,1290,111,8,105,5,2,151,215,50,56,21,27,11,61,49,75,118,181,44,8.60,0.62,8.14,0.39,0.16,11.71,16.67,3.88,4.34,1.63,2.09,0.85,4.73,3.80,5.81,9.15,14.03,3.41
95FF05,1139,12,1,107,1,5,108,199,53,57,18,39,11,51,59,96,86,181,55,1.05,0.09,9.39,0.09,0.44,9.48,17.47,4.65,5.00,1.58,3.42,0.97,4.48,5.18,8.43,7.55,15.89,4.83
95FF06,2058,36,2,198,14,12,175,343,102,81,38,69,21,91,93,218,177,290,98,1.75,0.10,9.62,0.68,0.58,8.50,16.67,4.96,3.94,1.85,3.35,1.02,4.42,4.52,10.59,8.60,14.09,4.76
95FF07,1086,6,2,120,3,6,112,239,46,76,19,15,5,32,54,87,75,145,44,0.55,0.18,11.05,0.28,0.55,10.31,22.01,4.24,7.00,1.75,1.38,0.46,2.95,4.97,8.01,6.91,13.35,4.05
95FF08,978,7,1,105,5,8,63,183,31,45,21,32,18,52,56,111,96,110,34,0.72,0.10,10.74,0.51,0.82,6.44,18.71,3.17,4.60,2.15,3.27,1.84,5.32,5.73,11.35,9.82,11.25,3.48
95FF09,1049,29,5,180,1,12,87,163,55,45,15,22,10,46,51,64,71,149,44,2.76,0.48,17.16,0.10,1.14,8.29,15.54,5.24,4.29,1.43,2.10,0.95,4.39,4.86,6.10,6.77,14.20,4.19
95FF10,1744,76,6,165,11,5,233,291,67,45,28,52,11,89,66,162,145,224,68,4.36,0.34,9.46,0.63,0.29,13.36,16.69,3.84,2.58,1.61,2.98,0.63,5.10,3.78,9.29,8.31,12.84,3.90
95FF11,1292,109,8,118,2,9,201,189,44,33,15,27,8,51,55,80,127,168,48,8.44,0.62,9.13,0.15,0.70,15.56,14.63,3.41,2.55,1.16,2.09,0.62,3.95,4.26,6.19,9.83,13.00,3.72
95FF12,1345,34,4,177,6,10,136,230,51,68,30,37,8,59,59,116,108,175,37,2.53,0.30,13.16,0.45,0.74,10.11,17.10,3.79,5.06,2.23,2.75,0.59,4.39,4.39,8.62,8.03,13.01,2.75
