GeographyCode,KS403NI0001,KS403NI0002,KS403NI0003,KS403NI0004,KS403NI0005,KS403NI0006,KS403NI0007,KS403NI0008,KS403NI0009,KS403NI0010,KS403NI0011,KS403NI0012,KS403NI0013,KS403NI0014,KS403NI0015,KS403NI0016,KS403NI0017,KS403NI0018
95BB10,1509,515,556,204,158,57,15,0,4,2.17,34.13,36.85,13.52,10.47,3.78,0.99,0,0.27
95BB11,1338,477,455,197,141,52,13,2,1,2.17,35.65,34.01,14.72,10.54,3.89,0.97,0.15,0.07
95BB12,1130,291,400,209,132,68,21,8,1,2.46,25.75,35.40,18.50,11.68,6.02,1.86,0.71,0.09
95BB13,1687,323,603,323,290,115,28,4,1,2.63,19.15,35.74,19.15,17.19,6.82,1.66,0.24,0.06
95BB14,1172,259,392,192,214,84,29,0,2,2.63,22.10,33.45,16.38,18.26,7.17,2.47,0,0.17
95BB15,1287,301,403,205,204,115,45,11,3,2.71,23.39,31.31,15.93,15.85,8.94,3.50,0.85,0.23
95BB16,1176,225,417,206,210,93,24,1,0,2.66,19.13,35.46,17.52,17.86,7.91,2.04,0.09,0
95BB17,1399,335,473,248,232,85,25,1,0,2.53,23.95,33.81,17.73,16.58,6.08,1.79,0.07,0
95BB18,1638,372,560,284,276,121,19,4,2,2.57,22.71,34.19,17.34,16.85,7.39,1.16,0.24,0.12
95BB19,1724,301,550,357,370,107,35,4,0,2.74,17.46,31.90,20.71,21.46,6.21,2.03,0.23,0
95BB20,1290,369,353,218,183,120,30,13,4,2.61,28.60,27.36,16.90,14.19,9.30,2.33,1.01,0.31
95BB21,1821,440,617,283,293,138,39,8,3,2.58,24.16,33.88,15.54,16.09,7.58,2.14,0.44,0.16
95BB22,1194,320,370,208,207,63,18,6,2,2.51,26.80,30.99,17.42,17.34,5.28,1.51,0.50,0.17
95BB23,1161,236,431,203,213,59,14,2,3,2.56,20.33,37.12,17.48,18.35,5.08,1.21,0.17,0.26
95CC01,904,234,256,180,133,64,28,5,4,2.63,25.88,28.32,19.91,14.71,7.08,3.10,0.55,0.44
95CC02,875,171,214,161,139,113,59,10,8,3.08,19.54,24.46,18.40,15.89,12.91,6.74,1.14,0.91
95CC03,1127,367,295,196,152,75,36,3,3,2.48,32.56,26.18,17.39,13.49,6.65,3.19,0.27,0.27
95CC04,790,177,188,132,126,89,64,10,4,3.02,22.41,23.80,16.71,15.95,11.27,8.10,1.27,0.51
95CC05,954,227,261,134,156,107,55,7,7,2.88,23.79,27.36,14.05,16.35,11.22,5.77,0.73,0.73
95CC06,1096,301,351,179,156,79,21,7,2,2.51,27.46,32.03,16.33,14.23,7.21,1.92,0.64,0.18
95CC07,1108,227,250,181,193,156,77,19,5,3.14,20.49,22.56,16.34,17.42,14.08,6.95,1.71,0.45
95CC08,990,286,292,158,141,80,30,2,1,2.54,28.89,29.49,15.96,14.24,8.08,3.03,0.20,0.10
95CC09,1190,235,378,191,232,115,24,11,4,2.79,19.75,31.76,16.05,19.50,9.66,2.02,0.92,0.34
95CC10,901,186,281,169,138,94,19,11,3,2.77,20.64,31.19,18.76,15.32,10.43,2.11,1.22,0.33
95CC11,786,290,232,115,89,35,19,5,1,2.27,36.90,29.52,14.63,11.32,4.45,2.42,0.64,0.13
95CC12,890,175,209,158,155,118,60,9,6,3.09,19.66,23.48,17.75,17.42,13.26,6.74,1.01,0.67
95CC13,817,168,214,124,155,88,46,17,5,3.03,20.56,26.19,15.18,18.97,10.77,5.63,2.08,0.61
95CC14,1132,249,355,199,212,92,22,3,0,2.67,22.00,31.36,17.58,18.73,8.13,1.94,0.27,0
95CC15,1007,213,274,189,171,100,46,8,6,2.87,21.15,27.21,18.77,16.98,9.93,4.57,0.79,0.60
95CC16,1076,302,306,187,137,96,40,7,1,2.60,28.07,28.44,17.38,12.73,8.92,3.72,0.65,0.09
95CC17,897,178,220,164,149,125,45,9,7,3.04,19.84,24.53,18.28,16.61,13.94,5.02,1.00,0.78
95CC18,937,284,277,163,122,64,20,3,4,2.46,30.31,29.56,17.40,13.02,6.83,2.13,0.32,0.43
95CC19,981,242,267,155,179,88,36,8,6,2.77,24.67,27.22,15.80,18.25,8.97,3.67,0.82,0.61
95CC20,1127,275,319,228,196,76,29,3,1,2.63,24.40,28.31,20.23,17.39,6.74,2.57,0.27,0.09
95CC21,1167,307,394,174,183,84,21,2,2,2.51,26.31,33.76,14.91,15.68,7.20,1.80,0.17,0.17
95CC22,842,370,247,118,54,33,16,3,1,2.05,43.94,29.33,14.01,6.41,3.92,1.90,0.36,0.12
95DD01,836,196,330,142,103,54,10,1,0,2.43,23.44,39.47,16.99,12.32,6.46,1.20,0.12,0
95DD02,1490,345,467,292,255,96,30,3,2,2.60,23.15,31.34,19.60,17.11,6.44,2.01,0.20,0.13
95DD03,1389,305,521,268,193,73,24,3,2,2.50,21.96,37.51,19.29,13.89,5.26,1.73,0.22,0.14
95DD04,859,303,274,132,94,40,11,3,2,2.24,35.27,31.90,15.37,10.94,4.66,1.28,0.35,0.23
95DD05,685,174,214,140,92,45,16,4,0,2.54,25.40,31.24,20.44,13.43,6.57,2.34,0.58,0
95DD06,944,187,368,141,183,48,12,4,1,2.57,19.81,38.98,14.94,19.39,5.08,1.27,0.42,0.11
95DD07,1412,397,485,243,195,70,19,1,2,2.38,28.12,34.35,17.21,13.81,4.96,1.35,0.07,0.14
95DD08,1041,485,270,154,79,39,13,1,0,2.00,46.59,25.94,14.79,7.59,3.75,1.25,0.10,0
95DD09,929,164,319,164,177,74,23,4,4,2.77,17.65,34.34,17.65,19.05,7.97,2.48,0.43,0.43
95DD10,1180,361,378,208,137,67,23,5,1,2.38,30.59,32.03,17.63,11.61,5.68,1.95,0.42,0.08
95DD11,955,301,272,160,131,62,15,6,8,2.47,31.52,28.48,16.75,13.72,6.49,1.57,0.63,0.84
95DD12,890,163,268,165,154,90,37,6,7,2.90,18.31,30.11,18.54,17.30,10.11,4.16,0.67,0.79
95DD13,741,272,207,106,88,44,16,2,6,2.35,36.71,27.94,14.30,11.88,5.94,2.16,0.27,0.81
95DD14,1233,259,405,219,233,94,22,0,1,2.65,21.01,32.85,17.76,18.90,7.62,1.78,0,0.08
95DD15,1174,239,311,217,187,146,64,6,4,2.94,20.36,26.49,18.48,15.93,12.44,5.45,0.51,0.34
95DD16,1019,197,280,204,182,106,40,8,2,2.89,19.33,27.48,20.02,17.86,10.40,3.93,0.79,0.20
95DD17,1148,192,326,201,235,126,47,10,11,3.01,16.72,28.40,17.51,20.47,10.98,4.09,0.87,0.96
95DD18,873,311,333,124,71,25,8,1,0,2.08,35.62,38.14,14.20,8.13,2.86,0.92,0.11,0
95DD19,1275,297,408,235,212,97,20,4,2,2.60,23.29,32.00,18.43,16.63,7.61,1.57,0.31,0.16
95DD20,826,330,263,122,59,33,15,3,1,2.11,39.95,31.84,14.77,7.14,4.00,1.82,0.36,0.12
95DD21,891,242,315,159,117,41,12,4,1,2.39,27.16,35.35,17.85,13.13,4.60,1.35,0.45,0.11
95DD22,1156,309,318,185,196,89,39,13,7,2.70,26.73,27.51,16.00,16.96,7.70,3.37,1.12,0.61
95DD23,881,154,277,162,179,82,21,4,2,2.83,17.48,31.44,18.39,20.32,9.31,2.38,0.45,0.23
95DD24,990,198,318,192,174,76,21,9,2,2.72,20.00,32.12,19.39,17.58,7.68,2.12,0.91,0.20
95EE01,592,93,149,111,103,75,46,13,2,3.20,15.71,25.17,18.75,17.40,12.67,7.77,2.20,0.34
95EE02,790,186,239,147,135,57,20,4,2,2.65,23.54,30.25,18.61,17.09,7.22,2.53,0.51,0.25
95EE03,808,231,255,130,122,57,12,1,0,2.45,28.59,31.56,16.09,15.10,7.05,1.49,0.12,0
95EE04,736,168,231,127,111,66,27,5,1,2.70,22.83,31.39,17.26,15.08,8.97,3.67,0.68,0.14
95EE05,577,135,197,91,98,35,20,0,1,2.59,23.40,34.14,15.77,16.98,6.07,3.47,0,0.17
95EE06,692,123,141,115,142,109,35,15,12,3.29,17.77,20.38,16.62,20.52,15.75,5.06,2.17,1.73
95EE07,740,207,243,131,105,39,11,1,3,2.43,27.97,32.84,17.70,14.19,5.27,1.49,0.14,0.41
95EE08,711,224,251,109,78,33,13,0,3,2.30,31.50,35.30,15.33,10.97,4.64,1.83,0,0.42
95EE09,605,95,165,109,120,80,29,4,3,3.07,15.70,27.27,18.02,19.83,13.22,4.79,0.66,0.50
95EE10,598,116,155,101,110,82,23,8,3,3.01,19.40,25.92,16.89,18.39,13.71,3.85,1.34,0.50
95EE11,551,82,164,103,98,64,35,4,1,3.04,14.88,29.76,18.69,17.79,11.62,6.35,0.73,0.18
95EE12,1059,310,349,189,150,44,14,3,0,2.36,29.27,32.96,17.85,14.16,4.15,1.32,0.28,0
95EE13,718,297,205,104,70,26,13,2,1,2.13,41.36,28.55,14.48,9.75,3.62,1.81,0.28,0.14
95EE14,1016,213,342,185,180,69,22,5,0,2.64,20.96,33.66,18.21,17.72,6.79,2.17,0.49,0
95EE15,606,129,171,108,106,54,28,9,1,2.85,21.29,28.22,17.82,17.49,8.91,4.62,1.49,0.17
95EE16,709,132,194,118,151,74,29,1,10,2.98,18.62,27.36,16.64,21.30,10.44,4.09,0.14,1.41
95FF01,1740,335,550,317,371,129,31,4,3,2.73,19.25,31.61,18.22,21.32,7.41,1.78,0.23,0.17
95FF02,923,190,224,149,161,129,54,10,6,3.05,20.59,24.27,16.14,17.44,13.98,5.85,1.08,0.65
95FF03,1169,268,390,215,199,69,24,4,0,2.57,22.93,33.36,18.39,17.02,5.90,2.05,0.34,0
95FF04,862,136,249,143,172,111,38,10,3,3.05,15.78,28.89,16.59,19.95,12.88,4.41,1.16,0.35
95FF05,1119,367,350,195,146,41,18,2,0,2.29,32.80,31.28,17.43,13.05,3.66,1.61,0.18,0
95FF06,1540,354,508,234,298,111,23,6,6,2.63,22.99,32.99,15.19,19.35,7.21,1.49,0.39,0.39
95FF07,1154,363,347,195,161,63,17,6,2,2.39,31.46,30.07,16.90,13.95,5.46,1.47,0.52,0.17
95FF08,993,351,276,144,139,62,20,1,0,2.34,35.35,27.79,14.50,14.00,6.24,2.01,0.10,0
95FF09,1000,300,285,165,144,72,24,5,5,2.52,30.00,28.50,16.50,14.40,7.20,2.40,0.50,0.50
95FF10,1216,228,364,225,227,110,53,8,1,2.86,18.75,29.93,18.50,18.67,9.05,4.36,0.66,0.08
95FF11,873,157,252,150,171,96,32,10,5,2.96,17.98,28.87,17.18,19.59,11.00,3.67,1.15,0.57
95FF12,1018,229,325,184,159,83,31,3,4,2.67,22.50,31.93,18.07,15.62,8.15,3.05,0.29,0.39
95FF13,977,218,282,175,167,98,27,4,6,2.77,22.31,28.86,17.91,17.09,10.03,2.76,0.41,0.61
95FF14,862,149,291,142,173,80,25,2,0,2.80,17.29,33.76,16.47,20.07,9.28,2.90,0.23,0
95FF15,1073,335,300,171,142,92,27,6,0,2.50,31.22,27.96,15.94,13.23,8.57,2.52,0.56,0
95FF16,927,255,281,168,143,61,14,5,0,2.50,27.51,30.31,18.12,15.43,6.58,1.51,0.54,0
95FF17,857,378,265,95,82,26,11,0,0,2.00,44.11,30.92,11.09,9.57,3.03,1.28,0,0
95GG01,2004,649,590,350,212,127,57,14,5,2.42,32.39,29.44,17.47,10.58,6.34,2.84,0.70,0.25
95GG02,2568,885,736,442,312,125,51,13,4,2.33,34.46,28.66,17.21,12.15,4.87,1.99,0.51,0.16
95GG03,2667,979,854,364,319,113,33,3,2,2.20,36.71,32.02,13.65,11.96,4.24,1.24,0.11,0.07
95GG04,2297,960,625,349,223,99,29,8,4,2.14,41.79,27.21,15.19,9.71,4.31,1.26,0.35,0.17
95GG05,2800,1078,905,420,288,78,21,7,3,2.10,38.50,32.32,15.00,10.29,2.79,0.75,0.25,0.11
95GG06,2381,723,789,429,288,106,36,3,7,2.34,30.37,33.14,18.02,12.10,4.45,1.51,0.13,0.29
95GG07,2269,742,615,444,278,121,49,15,5,2.41,32.70,27.10,19.57,12.25,5.33,2.16,0.66,0.22
95GG08,2151,735,667,361,245,97,34,8,4,2.28,34.17,31.01,16.78,11.39,4.51,1.58,0.37,0.19
95GG09,2604,802,881,425,336,114,30,13,3,2.33,30.80,33.83,16.32,12.90,4.38,1.15,0.50,0.12
95GG10,2017,883,625,284,149,53,17,4,2,1.98,43.78,30.99,14.08,7.39,2.63,0.84,0.20,0.10
95GG11,2686,1162,869,310,233,80,20,7,5,2.01,43.26,32.35,11.54,8.67,2.98,0.74,0.26,0.19
95GG12,3429,1140,871,545,438,262,111,46,16,2.54,33.25,25.40,15.89,12.77,7.64,3.24,1.34,0.47
95GG13,2116,819,590,336,225,100,36,8,2,2.22,38.71,27.88,15.88,10.63,4.73,1.70,0.38,0.09
95GG14,1817,440,565,296,306,142,53,12,3,2.65,24.22,31.10,16.29,16.84,7.82,2.92,0.66,0.17
95GG15,2544,889,822,353,331,124,21,4,0,2.24,34.94,32.31,13.88,13.01,4.87,0.83,0.16,0
95GG16,2230,776,597,370,263,152,51,13,8,2.41,34.80,26.77,16.59,11.79,6.82,2.29,0.58,0.36
95GG17,2137,636,607,385,324,117,47,13,8,2.49,29.76,28.40,18.02,15.16,5.47,2.20,0.61,0.37
95GG18,2143,746,627,371,236,94,51,14,4,2.32,34.81,29.26,17.31,11.01,4.39,2.38,0.65,0.19
95GG19,2239,1004,628,311,205,59,22,5,5,2.02,44.84,28.05,13.89,9.16,2.64,0.98,0.22,0.22
95GG20,2359,1008,701,366,177,80,19,4,4,2.03,42.73,29.72,15.52,7.50,3.39,0.81,0.17,0.17
95GG21,2262,854,639,368,234,114,41,8,4,2.25,37.75,28.25,16.27,10.34,5.04,1.81,0.35,0.18
95GG22,2208,783,574,362,269,151,53,11,5,2.40,35.46,26.00,16.39,12.18,6.84,2.40,0.50,0.23
95GG23,1821,490,623,291,261,100,48,6,2,2.47,26.91,34.21,15.98,14.33,5.49,2.64,0.33,0.11
95GG24,1945,714,598,266,240,81,36,9,1,2.24,36.71,30.75,13.68,12.34,4.16,1.85,0.46,0.05
95GG25,2194,668,616,374,294,155,67,11,9,2.52,30.45,28.08,17.05,13.40,7.06,3.05,0.50,0.41
95GG26,1654,563,548,284,165,66,22,6,0,2.22,34.04,33.13,17.17,9.98,3.99,1.33,0.36,0
95GG27,2467,686,709,437,331,202,78,13,11,2.60,27.81,28.74,17.71,13.42,8.19,3.16,0.53,0.45
95GG28,2325,636,751,461,328,109,32,5,3,2.42,27.35,32.30,19.83,14.11,4.69,1.38,0.22,0.13
95GG29,2430,1001,745,369,215,65,27,6,2,2.06,41.19,30.66,15.19,8.85,2.67,1.11,0.25,0.08
95GG30,2083,632,750,280,289,101,26,3,2,2.32,30.34,36.01,13.44,13.87,4.85,1.25,0.14,0.10
95GG31,2463,567,772,494,342,195,78,12,3,2.65,23.02,31.34,20.06,13.89,7.92,3.17,0.49,0.12
95GG32,2649,838,767,466,357,158,48,9,6,2.41,31.63,28.95,17.59,13.48,5.96,1.81,0.34,0.23
95GG33,2195,641,723,311,274,158,77,7,4,2.48,29.20,32.94,14.17,12.48,7.20,3.51,0.32,0.18
95GG34,1999,595,602,357,288,116,31,7,3,2.43,29.76,30.12,17.86,14.41,5.80,1.55,0.35,0.15
95GG35,2244,897,634,351,229,88,33,7,5,2.17,39.97,28.25,15.64,10.20,3.92,1.47,0.31,0.22
95GG36,2481,840,754,430,340,91,19,5,2,2.26,33.86,30.39,17.33,13.70,3.67,0.77,0.20,0.08
95GG37,2687,931,920,402,309,92,25,3,5,2.19,34.65,34.24,14.96,11.50,3.42,0.93,0.11,0.19
95GG38,2915,1099,893,420,333,135,31,2,2,2.19,37.70,30.63,14.41,11.42,4.63,1.06,0.07,0.07
95GG39,3616,1667,1025,498,246,123,43,10,4,1.98,46.10,28.35,13.77,6.80,3.40,1.19,0.28,0.11
95GG40,1861,856,503,273,153,58,11,3,4,1.99,46.00,27.03,14.67,8.22,3.12,0.59,0.16,0.21
95GG41,2173,605,747,316,339,135,24,6,1,2.43,27.84,34.38,14.54,15.60,6.21,1.10,0.28,0.05
95GG42,2606,741,799,403,385,197,64,11,6,2.53,28.43,30.66,15.46,14.77,7.56,2.46,0.42,0.23
95GG43,2316,889,800,320,227,57,21,1,1,2.07,38.39,34.54,13.82,9.80,2.46,0.91,0.04,0.04
95GG44,2705,1151,811,398,204,68,52,16,5,2.07,42.55,29.98,14.71,7.54,2.51,1.92,0.59,0.18
95GG45,2129,712,698,349,233,101,28,7,1,2.26,33.44,32.79,16.39,10.94,4.74,1.32,0.33,0.05
95GG46,1932,485,536,364,310,144,69,14,10,2.69,25.10,27.74,18.84,16.05,7.45,3.57,0.72,0.52
95GG47,2641,1159,647,372,251,131,59,13,9,2.18,43.88,24.50,14.09,9.50,4.96,2.23,0.49,0.34
95GG48,2051,478,567,458,286,157,74,18,13,2.73,23.31,27.65,22.33,13.94,7.65,3.61,0.88,0.63
95GG49,3351,1134,1009,518,376,176,70,26,42,2.40,33.84,30.11,15.46,11.22,5.25,2.09,0.78,1.25
95GG50,2653,1090,839,387,220,79,29,8,1,2.05,41.09,31.62,14.59,8.29,2.98,1.09,0.30,0.04
95GG51,2081,943,622,276,170,50,16,2,2,1.96,45.31,29.89,13.26,8.17,2.40,0.77,0.10,0.10
95HH01,890,292,310,144,95,40,6,3,0,2.23,32.81,34.83,16.18,10.67,4.49,0.67,0.34,0
95HH02,1063,172,336,219,246,71,14,3,2,2.79,16.18,31.61,20.60,23.14,6.68,1.32,0.28,0.19
95HH03,726,207,282,116,80,32,6,2,1,2.29,28.51,38.84,15.98,11.02,4.41,0.83,0.28,0.14
95HH04,1160,214,385,248,239,62,11,1,0,2.64,18.45,33.19,21.38,20.60,5.34,0.95,0.09,0
95HH05,908,254,297,184,114,45,9,4,1,2.39,27.97,32.71,20.26,12.56,4.96,0.99,0.44,0.11
95HH06,1682,302,476,308,413,145,33,5,0,2.85,17.95,28.30,18.31,24.55,8.62,1.96,0.30,0
95HH07,733,313,215,114,55,28,8,0,0,2.04,42.70,29.33,15.55,7.50,3.82,1.09,0,0
95HH08,1083,310,378,173,162,44,13,2,1,2.36,28.62,34.90,15.97,14.96,4.06,1.20,0.18,0.09
95HH09,1423,731,418,163,80,21,8,2,0,1.79,51.37,29.37,11.45,5.62,1.48,0.56,0.14,0
95HH10,945,188,330,182,159,66,13,6,1,2.63,19.89,34.92,19.26,16.83,6.98,1.38,0.63,0.11
95HH11,655,252,211,106,60,22,4,0,0,2.09,38.47,32.21,16.18,9.16,3.36,0.61,0,0
95HH12,626,130,248,136,63,32,14,2,1,2.48,20.77,39.62,21.73,10.06,5.11,2.24,0.32,0.16
95HH13,614,188,208,108,78,25,7,0,0,2.29,30.62,33.88,17.59,12.70,4.07,1.14,0,0
95HH14,764,319,250,111,52,24,7,0,1,2.00,41.75,32.72,14.53,6.81,3.14,0.92,0,0.13
95HH15,1083,334,346,155,172,57,13,5,1,2.39,30.84,31.95,14.31,15.88,5.26,1.20,0.46,0.09
95HH16,917,286,291,159,118,41,18,3,1,2.35,31.19,31.73,17.34,12.87,4.47,1.96,0.33,0.11
95HH17,928,182,312,182,167,60,19,5,1,2.67,19.61,33.62,19.61,18.00,6.47,2.05,0.54,0.11
95II01,1260,307,483,192,191,72,12,3,0,2.43,24.37,38.33,15.24,15.16,5.71,0.95,0.24,0
95II02,1911,641,546,266,277,133,42,5,1,2.41,33.54,28.57,13.92,14.50,6.96,2.20,0.26,0.05
95II03,1304,285,382,248,261,93,29,2,4,2.70,21.86,29.29,19.02,20.02,7.13,2.22,0.15,0.31
95II04,1672,401,548,296,310,91,20,3,3,2.54,23.98,32.78,17.70,18.54,5.44,1.20,0.18,0.18
95II05,1301,355,374,197,221,106,37,8,3,2.62,27.29,28.75,15.14,16.99,8.15,2.84,0.61,0.23
95II06,1285,284,424,227,213,102,26,6,3,2.64,22.10,33.00,17.67,16.58,7.94,2.02,0.47,0.23
95II07,991,436,264,133,109,27,15,3,4,2.10,44.00,26.64,13.42,11.00,2.72,1.51,0.30,0.40
95II08,1073,393,316,157,149,39,12,4,3,2.25,36.63,29.45,14.63,13.89,3.63,1.12,0.37,0.28
95II09,1417,435,446,227,225,71,9,3,1,2.36,30.70,31.47,16.02,15.88,5.01,0.64,0.21,0.07
95II10,1144,395,347,194,143,46,16,2,1,2.27,34.53,30.33,16.96,12.50,4.02,1.40,0.17,0.09
95II11,1055,259,400,173,152,58,12,1,0,2.42,24.55,37.91,16.40,14.41,5.50,1.14,0.09,0
95II12,1007,267,340,153,183,50,10,2,2,2.46,26.51,33.76,15.19,18.17,4.97,0.99,0.20,0.20
95II13,1253,445,442,186,114,46,13,6,1,2.16,35.51,35.28,14.84,9.10,3.67,1.04,0.48,0.08
95II14,1026,251,374,177,150,55,17,2,0,2.46,24.46,36.45,17.25,14.62,5.36,1.66,0.19,0
95II15,1319,316,453,229,205,87,20,3,6,2.55,23.96,34.34,17.36,15.54,6.60,1.52,0.23,0.45
95II16,890,257,289,165,119,46,10,2,2,2.39,28.88,32.47,18.54,13.37,5.17,1.12,0.22,0.22
95II17,1190,450,402,170,124,36,4,3,1,2.09,37.82,33.78,14.29,10.42,3.03,0.34,0.25,0.08
95II18,1090,453,339,154,99,35,8,2,0,2.04,41.56,31.10,14.13,9.08,3.21,0.73,0.18,0
95II19,1389,269,468,239,273,100,32,6,2,2.71,19.37,33.69,17.21,19.65,7.20,2.30,0.43,0.14
95II20,1211,392,417,189,136,59,16,1,1,2.27,32.37,34.43,15.61,11.23,4.87,1.32,0.08,0.08
95II21,1045,331,321,201,139,38,10,3,2,2.31,31.67,30.72,19.23,13.30,3.64,0.96,0.29,0.19
95II22,990,315,339,155,128,41,11,1,0,2.27,31.82,34.24,15.66,12.93,4.14,1.11,0.10,0
95II23,910,273,288,146,134,50,16,3,0,2.41,30.00,31.65,16.04,14.73,5.49,1.76,0.33,0
95JJ01,892,167,303,161,148,58,41,7,7,2.80,18.72,33.97,18.05,16.59,6.50,4.60,0.78,0.78
95JJ02,1074,369,382,148,105,55,11,3,1,2.20,34.36,35.57,13.78,9.78,5.12,1.02,0.28,0.09
95JJ03,1023,299,330,179,137,55,16,5,2,2.41,29.23,32.26,17.50,13.39,5.38,1.56,0.49,0.20
95JJ04,1279,340,446,207,191,78,15,2,0,2.43,26.58,34.87,16.18,14.93,6.10,1.17,0.16,0
95JJ05,892,397,283,104,64,27,12,3,2,1.99,44.51,31.73,11.66,7.17,3.03,1.35,0.34,0.22
95JJ06,1063,386,299,166,137,55,16,2,2,2.29,36.31,28.13,15.62,12.89,5.17,1.51,0.19,0.19
95JJ07,1092,316,356,209,137,56,13,5,0,2.38,28.94,32.60,19.14,12.55,5.13,1.19,0.46,0
95JJ08,1187,285,352,241,196,88,17,6,2,2.61,24.01,29.65,20.30,16.51,7.41,1.43,0.51,0.17
95JJ09,839,240,309,125,90,58,16,1,0,2.37,28.61,36.83,14.90,10.73,6.91,1.91,0.12,0
95JJ10,1027,284,275,168,134,106,43,8,9,2.72,27.65,26.78,16.36,13.05,10.32,4.19,0.78,0.88
95JJ11,1542,418,547,233,219,88,29,3,5,2.44,27.11,35.47,15.11,14.20,5.71,1.88,0.19,0.32
95JJ12,1002,237,321,154,152,83,44,9,2,2.70,23.65,32.04,15.37,15.17,8.28,4.39,0.90,0.20
95JJ13,1457,297,442,312,281,102,19,3,1,2.67,20.38,30.34,21.41,19.29,7.00,1.30,0.21,0.07
95JJ14,849,171,277,152,150,63,25,9,2,2.74,20.14,32.63,17.90,17.67,7.42,2.94,1.06,0.24
95JJ15,779,227,312,110,83,34,12,1,0,2.26,29.14,40.05,14.12,10.65,4.36,1.54,0.13,0
95JJ16,916,436,271,112,58,27,10,2,0,1.92,47.60,29.59,12.23,6.33,2.95,1.09,0.22,0
95JJ17,824,161,235,136,146,86,44,7,9,2.96,19.54,28.52,16.50,17.72,10.44,5.34,0.85,1.09
95JJ18,975,464,272,97,85,46,10,0,1,1.99,47.59,27.90,9.95,8.72,4.72,1.03,0,0.10
95JJ19,1128,300,365,179,143,107,22,8,4,2.57,26.60,32.36,15.87,12.68,9.49,1.95,0.71,0.35
