GeographyCode,KS107NI0001,KS107NI0002,KS107NI0003,KS107NI0004,KS107NI0005,KS107NI0006,KS107NI0007,KS107NI0008,KS107NI0009,KS107NI0010,KS107NI0011,KS107NI0012,KS107NI0013,KS107NI0014,KS107NI0015,KS107NI0016,KS107NI0017,KS107NI0018,KS107NI0019,KS107NI0020,KS107NI0021
95EE01,30,14,3,13,0,0,0,0,30,14,3,13,46.67,10.00,43.33,0,0,0,46.67,10.00,43.33
95EE02,38,11,5,22,2,0,1,1,36,11,4,21,28.95,13.16,57.89,0,50.00,50.00,30.56,11.11,58.33
95EE03,60,12,9,39,2,1,0,1,58,11,9,38,20.00,15.00,65.00,50.00,0,50.00,18.97,15.52,65.52
95EE04,44,14,14,16,1,0,1,0,43,14,13,16,31.82,31.82,36.36,0,100.00,0,32.56,30.23,37.21
95EE05,16,3,7,6,1,0,1,0,15,3,6,6,18.75,43.75,37.50,0,100.00,0,20.00,40.00,40.00
95EE06,41,13,15,13,4,0,2,2,37,13,13,11,31.71,36.59,31.71,0,50.00,50.00,35.14,35.14,29.73
95EE07,65,24,8,33,0,0,0,0,65,24,8,33,36.92,12.31,50.77,0,0,0,36.92,12.31,50.77
95EE08,43,10,13,20,3,0,2,1,40,10,11,19,23.26,30.23,46.51,0,66.67,33.33,25.00,27.50,47.50
95EE09,23,9,7,7,4,1,2,1,19,8,5,6,39.13,30.43,30.43,25.00,50.00,25.00,42.11,26.32,31.58
95EE10,21,9,5,7,3,3,0,0,18,6,5,7,42.86,23.81,33.33,100.00,0,0,33.33,27.78,38.89
95EE11,16,4,1,11,1,0,0,1,15,4,1,10,25.00,6.25,68.75,0,0,100.00,26.67,6.67,66.67
95EE12,128,43,19,66,3,1,1,1,125,42,18,65,33.59,14.84,51.56,33.33,33.33,33.33,33.60,14.40,52.00
95EE13,34,8,9,17,5,2,0,3,29,6,9,14,23.53,26.47,50.00,40.00,0,60.00,20.69,31.03,48.28
95EE14,66,16,16,34,1,0,0,1,65,16,16,33,24.24,24.24,51.52,0,0,100.00,24.62,24.62,50.77
95EE15,17,2,1,14,1,0,1,0,16,2,0,14,11.76,5.88,82.35,0,100.00,0,12.50,0,87.50
95EE16,26,4,6,16,4,0,0,4,22,4,6,12,15.38,23.08,61.54,0,0,100.00,18.18,27.27,54.55
95FF01,151,54,60,37,17,5,9,3,134,49,51,34,35.76,39.74,24.50,29.41,52.94,17.65,36.57,38.06,25.37
95FF02,33,8,10,15,6,0,2,4,27,8,8,11,24.24,30.30,45.45,0,33.33,66.67,29.63,29.63,40.74
95FF03,149,43,37,69,11,2,8,1,138,41,29,68,28.86,24.83,46.31,18.18,72.73,9.09,29.71,21.01,49.28
95FF04,24,4,10,10,1,0,1,0,23,4,9,10,16.67,41.67,41.67,0,100.00,0,17.39,39.13,43.48
95FF05,100,24,30,46,12,0,5,7,88,24,25,39,24.00,30.00,46.00,0,41.67,58.33,27.27,28.41,44.32
95FF06,106,40,37,29,9,1,6,2,97,39,31,27,37.74,34.91,27.36,11.11,66.67,22.22,40.21,31.96,27.84
95FF07,170,41,42,87,11,3,6,2,159,38,36,85,24.12,24.71,51.18,27.27,54.55,18.18,23.90,22.64,53.46
95FF08,62,17,22,23,7,0,5,2,55,17,17,21,27.42,35.48,37.10,0,71.43,28.57,30.91,30.91,38.18
95FF09,78,12,23,43,8,0,4,4,70,12,19,39,15.38,29.49,55.13,0,50.00,50.00,17.14,27.14,55.71
95FF10,63,20,24,19,8,1,4,3,55,19,20,16,31.75,38.10,30.16,12.50,50.00,37.50,34.55,36.36,29.09
95FF11,22,5,6,11,1,0,1,0,21,5,5,11,22.73,27.27,50.00,0,100.00,0,23.81,23.81,52.38
95FF12,66,21,19,26,6,0,4,2,60,21,15,24,31.82,28.79,39.39,0,66.67,33.33,35.00,25.00,40.00
95FF13,53,22,11,20,6,1,5,0,47,21,6,20,41.51,20.75,37.74,16.67,83.33,0,44.68,12.77,42.55
95FF14,16,5,4,7,3,1,1,1,13,4,3,6,31.25,25.00,43.75,33.33,33.33,33.33,30.77,23.08,46.15
95FF15,100,24,26,50,8,1,4,3,92,23,22,47,24.00,26.00,50.00,12.50,50.00,37.50,25.00,23.91,51.09
95FF16,60,14,13,33,10,0,3,7,50,14,10,26,23.33,21.67,55.00,0,30.00,70.00,28.00,20.00,52.00
95FF17,67,19,18,30,5,0,3,2,62,19,15,28,28.36,26.87,44.78,0,60.00,40.00,30.65,24.19,45.16
95GG01,199,62,50,87,12,0,9,3,187,62,41,84,31.16,25.13,43.72,0,75.00,25.00,33.16,21.93,44.92
95GG02,682,193,66,423,48,1,9,38,634,192,57,385,28.30,9.68,62.02,2.08,18.75,79.17,30.28,8.99,60.73
95GG03,143,47,40,56,14,5,9,0,129,42,31,56,32.87,27.97,39.16,35.71,64.29,0,32.56,24.03,43.41
95GG04,424,136,52,236,23,2,7,14,401,134,45,222,32.08,12.26,55.66,8.70,30.43,60.87,33.42,11.22,55.36
95GG05,209,79,56,74,21,3,13,5,188,76,43,69,37.80,26.79,35.41,14.29,61.90,23.81,40.43,22.87,36.70
95GG06,322,123,60,139,20,3,10,7,302,120,50,132,38.20,18.63,43.17,15.00,50.00,35.00,39.74,16.56,43.71
95GG07,447,161,59,227,30,3,9,18,417,158,50,209,36.02,13.20,50.78,10.00,30.00,60.00,37.89,11.99,50.12
95GG08,283,119,41,123,19,6,5,8,264,113,36,115,42.05,14.49,43.46,31.58,26.32,42.11,42.80,13.64,43.56
95GG09,203,82,47,74,13,1,6,6,190,81,41,68,40.39,23.15,36.45,7.69,46.15,46.15,42.63,21.58,35.79
95GG10,207,75,32,100,19,3,7,9,188,72,25,91,36.23,15.46,48.31,15.79,36.84,47.37,38.30,13.30,48.40
95GG11,238,82,54,102,21,3,7,11,217,79,47,91,34.45,22.69,42.86,14.29,33.33,52.38,36.41,21.66,41.94
95GG12,205,57,24,124,20,3,6,11,185,54,18,113,27.80,11.71,60.49,15.00,30.00,55.00,29.19,9.73,61.08
95GG13,198,72,47,79,7,0,5,2,191,72,42,77,36.36,23.74,39.90,0,71.43,28.57,37.70,21.99,40.31
95GG14,101,37,36,28,3,0,2,1,98,37,34,27,36.63,35.64,27.72,0,66.67,33.33,37.76,34.69,27.55
95GG15,110,33,41,36,6,1,4,1,104,32,37,35,30.00,37.27,32.73,16.67,66.67,16.67,30.77,35.58,33.65
95GG16,274,84,59,131,18,2,6,10,256,82,53,121,30.66,21.53,47.81,11.11,33.33,55.56,32.03,20.70,47.27
95GG17,375,115,44,216,24,2,7,15,351,113,37,201,30.67,11.73,57.60,8.33,29.17,62.50,32.19,10.54,57.26
95GG18,439,135,47,257,34,2,12,20,405,133,35,237,30.75,10.71,58.54,5.88,35.29,58.82,32.84,8.64,58.52
95GG19,394,119,37,238,21,4,3,14,373,115,34,224,30.20,9.39,60.41,19.05,14.29,66.67,30.83,9.12,60.05
95GG20,335,103,38,194,29,2,7,20,306,101,31,174,30.75,11.34,57.91,6.90,24.14,68.97,33.01,10.13,56.86
95GG21,440,118,33,289,24,1,0,23,416,117,33,266,26.82,7.50,65.68,4.17,0,95.83,28.13,7.93,63.94
95GG22,231,94,40,97,12,3,3,6,219,91,37,91,40.69,17.32,41.99,25.00,25.00,50.00,41.55,16.89,41.55
95GG23,90,36,30,24,7,1,4,2,83,35,26,22,40.00,33.33,26.67,14.29,57.14,28.57,42.17,31.33,26.51
95GG24,152,52,32,68,7,2,3,2,145,50,29,66,34.21,21.05,44.74,28.57,42.86,28.57,34.48,20.00,45.52
95GG25,319,124,49,146,23,5,4,14,296,119,45,132,38.87,15.36,45.77,21.74,17.39,60.87,40.20,15.20,44.59
95GG26,281,99,38,144,21,3,5,13,260,96,33,131,35.23,13.52,51.25,14.29,23.81,61.90,36.92,12.69,50.38
95GG27,438,173,58,207,34,7,7,20,404,166,51,187,39.50,13.24,47.26,20.59,20.59,58.82,41.09,12.62,46.29
95GG28,337,123,55,159,19,1,8,10,318,122,47,149,36.50,16.32,47.18,5.26,42.11,52.63,38.36,14.78,46.86
95GG29,316,118,52,146,30,1,11,18,286,117,41,128,37.34,16.46,46.20,3.33,36.67,60.00,40.91,14.34,44.76
95GG30,131,62,28,41,6,1,5,0,125,61,23,41,47.33,21.37,31.30,16.67,83.33,0,48.80,18.40,32.80
95GG31,436,145,68,223,33,5,11,17,403,140,57,206,33.26,15.60,51.15,15.15,33.33,51.52,34.74,14.14,51.12
95GG32,406,147,54,205,27,5,9,13,379,142,45,192,36.21,13.30,50.49,18.52,33.33,48.15,37.47,11.87,50.66
95GG33,73,22,28,23,12,0,9,3,61,22,19,20,30.14,38.36,31.51,0,75.00,25.00,36.07,31.15,32.79
95GG34,137,56,39,42,14,3,6,5,123,53,33,37,40.88,28.47,30.66,21.43,42.86,35.71,43.09,26.83,30.08
95GG35,422,124,45,253,31,6,7,18,391,118,38,235,29.38,10.66,59.95,19.35,22.58,58.06,30.18,9.72,60.10
95GG36,128,48,45,35,15,8,7,0,113,40,38,35,37.50,35.16,27.34,53.33,46.67,0,35.40,33.63,30.97
95GG37,119,32,36,51,12,0,10,2,107,32,26,49,26.89,30.25,42.86,0,83.33,16.67,29.91,24.30,45.79
95GG38,151,49,52,50,16,0,14,2,135,49,38,48,32.45,34.44,33.11,0,87.50,12.50,36.30,28.15,35.56
95GG39,347,92,43,212,30,1,12,17,317,91,31,195,26.51,12.39,61.10,3.33,40.00,56.67,28.71,9.78,61.51
95GG40,334,102,31,201,14,1,5,8,320,101,26,193,30.54,9.28,60.18,7.14,35.71,57.14,31.56,8.13,60.31
95GG41,65,25,22,18,11,2,7,2,54,23,15,16,38.46,33.85,27.69,18.18,63.64,18.18,42.59,27.78,29.63
95GG42,70,18,34,18,13,2,9,2,57,16,25,16,25.71,48.57,25.71,15.38,69.23,15.38,28.07,43.86,28.07
95GG43,208,79,54,75,13,2,7,4,195,77,47,71,37.98,25.96,36.06,15.38,53.85,30.77,39.49,24.10,36.41
95GG44,367,90,58,219,35,2,9,24,332,88,49,195,24.52,15.80,59.67,5.71,25.71,68.57,26.51,14.76,58.73
95GG45,205,78,49,78,27,4,12,11,178,74,37,67,38.05,23.90,38.05,14.81,44.44,40.74,41.57,20.79,37.64
95GG46,397,121,34,242,17,2,2,13,380,119,32,229,30.48,8.56,60.96,11.76,11.76,76.47,31.32,8.42,60.26
95GG47,403,108,48,247,26,4,7,15,377,104,41,232,26.80,11.91,61.29,15.38,26.92,57.69,27.59,10.88,61.54
95GG48,591,182,52,357,27,5,5,17,564,177,47,340,30.80,8.80,60.41,18.52,18.52,62.96,31.38,8.33,60.28
95GG49,98,34,24,40,10,4,3,3,88,30,21,37,34.69,24.49,40.82,40.00,30.00,30.00,34.09,23.86,42.05
95GG50,335,80,49,206,29,1,11,17,306,79,38,189,23.88,14.63,61.49,3.45,37.93,58.62,25.82,12.42,61.76
95GG51,304,93,29,182,23,3,5,15,281,90,24,167,30.59,9.54,59.87,13.04,21.74,65.22,32.03,8.54,59.43
95HH01,63,20,15,28,6,0,3,3,57,20,12,25,31.75,23.81,44.44,0,50.00,50.00,35.09,21.05,43.86
95HH02,80,34,30,16,12,3,7,2,68,31,23,14,42.50,37.50,20.00,25.00,58.33,16.67,45.59,33.82,20.59
95HH03,37,15,8,14,4,0,2,2,33,15,6,12,40.54,21.62,37.84,0,50.00,50.00,45.45,18.18,36.36
95HH04,75,29,29,17,9,1,6,2,66,28,23,15,38.67,38.67,22.67,11.11,66.67,22.22,42.42,34.85,22.73
95HH05,175,54,47,74,12,2,7,3,163,52,40,71,30.86,26.86,42.29,16.67,58.33,25.00,31.90,24.54,43.56
95HH06,136,54,42,40,8,0,8,0,128,54,34,40,39.71,30.88,29.41,0,100.00,0,42.19,26.56,31.25
95HH07,87,44,16,27,9,2,4,3,78,42,12,24,50.57,18.39,31.03,22.22,44.44,33.33,53.85,15.38,30.77
95HH08,65,15,28,22,5,0,3,2,60,15,25,20,23.08,43.08,33.85,0,60.00,40.00,25.00,41.67,33.33
95HH09,102,32,28,42,10,2,3,5,92,30,25,37,31.37,27.45,41.18,20.00,30.00,50.00,32.61,27.17,40.22
95HH10,72,22,34,16,9,0,7,2,63,22,27,14,30.56,47.22,22.22,0,77.78,22.22,34.92,42.86,22.22
95HH11,94,29,19,46,8,1,2,5,86,28,17,41,30.85,20.21,48.94,12.50,25.00,62.50,32.56,19.77,47.67
95HH12,74,26,15,33,7,0,3,4,67,26,12,29,35.14,20.27,44.59,0,42.86,57.14,38.81,17.91,43.28
95HH13,127,40,19,68,9,2,1,6,118,38,18,62,31.50,14.96,53.54,22.22,11.11,66.67,32.20,15.25,52.54
95HH14,84,19,17,48,10,0,4,6,74,19,13,42,22.62,20.24,57.14,0,40.00,60.00,25.68,17.57,56.76
95HH15,96,29,30,37,7,0,5,2,89,29,25,35,30.21,31.25,38.54,0,71.43,28.57,32.58,28.09,39.33
95HH16,59,19,18,22,4,0,2,2,55,19,16,20,32.20,30.51,37.29,0,50.00,50.00,34.55,29.09,36.36
95HH17,82,27,32,23,9,1,7,1,73,26,25,22,32.93,39.02,28.05,11.11,77.78,11.11,35.62,34.25,30.14
95II01,49,17,18,14,6,0,5,1,43,17,13,13,34.69,36.73,28.57,0,83.33,16.67,39.53,30.23,30.23
95II02,104,39,26,39,10,3,3,4,94,36,23,35,37.50,25.00,37.50,30.00,30.00,40.00,38.30,24.47,37.23
95II03,72,28,34,10,11,1,10,0,61,27,24,10,38.89,47.22,13.89,9.09,90.91,0,44.26,39.34,16.39
95II04,141,58,30,53,13,2,7,4,128,56,23,49,41.13,21.28,37.59,15.38,53.85,30.77,43.75,17.97,38.28
95II05,77,29,27,21,8,2,5,1,69,27,22,20,37.66,35.06,27.27,25.00,62.50,12.50,39.13,31.88,28.99
95II06,68,28,24,16,7,1,6,0,61,27,18,16,41.18,35.29,23.53,14.29,85.71,0,44.26,29.51,26.23
95II07,102,37,20,45,7,0,4,3,95,37,16,42,36.27,19.61,44.12,0,57.14,42.86,38.95,16.84,44.21
95II08,56,20,17,19,5,1,2,2,51,19,15,17,35.71,30.36,33.93,20.00,40.00,40.00,37.25,29.41,33.33
95II09,64,24,25,15,7,1,6,0,57,23,19,15,37.50,39.06,23.44,14.29,85.71,0,40.35,33.33,26.32
95II10,126,46,29,51,9,1,4,4,117,45,25,47,36.51,23.02,40.48,11.11,44.44,44.44,38.46,21.37,40.17
95II11,55,28,17,10,2,0,2,0,53,28,15,10,50.91,30.91,18.18,0,100.00,0,52.83,28.30,18.87
95II12,39,19,15,5,5,0,5,0,34,19,10,5,48.72,38.46,12.82,0,100.00,0,55.88,29.41,14.71
95II13,117,43,27,47,13,2,6,5,104,41,21,42,36.75,23.08,40.17,15.38,46.15,38.46,39.42,20.19,40.38
95II14,32,13,12,7,2,0,2,0,30,13,10,7,40.63,37.50,21.88,0,100.00,0,43.33,33.33,23.33
95II15,42,11,19,12,2,0,1,1,40,11,18,11,26.19,45.24,28.57,0,50.00,50.00,27.50,45.00,27.50
95II16,69,25,11,33,5,0,3,2,64,25,8,31,36.23,15.94,47.83,0,60.00,40.00,39.06,12.50,48.44
95II17,89,32,29,28,12,2,6,4,77,30,23,24,35.96,32.58,31.46,16.67,50.00,33.33,38.96,29.87,31.17
95II18,97,35,20,42,11,2,6,3,86,33,14,39,36.08,20.62,43.30,18.18,54.55,27.27,38.37,16.28,45.35
95II19,54,21,19,14,6,1,3,2,48,20,16,12,38.89,35.19,25.93,16.67,50.00,33.33,41.67,33.33,25.00
95II20,71,21,18,32,4,0,1,3,67,21,17,29,29.58,25.35,45.07,0,25.00,75.00,31.34,25.37,43.28
95II21,154,48,31,75,12,2,5,5,142,46,26,70,31.17,20.13,48.70,16.67,41.67,41.67,32.39,18.31,49.30
95II22,65,28,18,19,3,0,1,2,62,28,17,17,43.08,27.69,29.23,0,33.33,66.67,45.16,27.42,27.42
95II23,56,23,17,16,7,3,3,1,49,20,14,15,41.07,30.36,28.57,42.86,42.86,14.29,40.82,28.57,30.61
95JJ01,33,9,13,11,4,0,3,1,29,9,10,10,27.27,39.39,33.33,0,75.00,25.00,31.03,34.48,34.48
