GeographyCode,DC2419NI0001,DC2419NI0002,DC2419NI0003,DC2419NI0004,DC2419NI0005,DC2419NI0006,DC2419NI0007,DC2419NI0008,DC2419NI0009,DC2419NI0010,DC2419NI0011,DC2419NI0012,DC2419NI0013,DC2419NI0014,DC2419NI0015,DC2419NI0016,DC2419NI0017,DC2419NI0018,DC2419NI0019,DC2419NI0020,DC2419NI0021,DC2419NI0022,DC2419NI0023,DC2419NI0024,DC2419NI0025,DC2419NI0026,DC2419NI0027,DC2419NI0028,DC2419NI0029,DC2419NI0030,DC2419NI0031,DC2419NI0032,DC2419NI0033,DC2419NI0034,DC2419NI0035,DC2419NI0036,DC2419NI0037,DC2419NI0038,DC2419NI0039,DC2419NI0040,DC2419NI0041,DC2419NI0042,DC2419NI0043,DC2419NI0044,DC2419NI0045,DC2419NI0046,DC2419NI0047,DC2419NI0048,DC2419NI0049,DC2419NI0050,DC2419NI0051,DC2419NI0052,DC2419NI0053,DC2419NI0054,DC2419NI0055,DC2419NI0056,DC2419NI0057,DC2419NI0058,DC2419NI0059,DC2419NI0060,DC2419NI0061,DC2419NI0062,DC2419NI0063,DC2419NI0064,DC2419NI0065,DC2419NI0066,DC2419NI0067,DC2419NI0068,DC2419NI0069,DC2419NI0070
95HH06,1682,121,1446,13,102,1424,99,1229,10,86,402,27,359,2,14,1022,72,870,8,72,9,2,6,0,1,87,3,79,0,5,29,0,27,0,2,58,3,52,0,3,141,17,112,2,10,125,15,98,2,10,0,0,0,0,0,14,2,12,0,0,2,0,2,0,0,21,0,20,1,0
95HH07,733,57,609,8,59,362,33,311,5,13,157,16,136,0,5,205,17,175,5,8,2,0,0,0,2,256,14,218,2,22,226,12,191,2,21,30,2,27,0,1,86,9,56,1,20,77,9,48,1,19,0,0,0,0,0,8,0,7,0,1,1,0,1,0,0,27,1,24,0,2
95HH08,1083,150,851,13,69,815,108,650,11,46,353,43,290,4,16,462,65,360,7,30,5,0,5,0,0,97,7,80,1,9,96,7,79,1,9,1,0,1,0,0,149,35,101,0,13,136,34,92,0,10,0,0,0,0,0,13,1,9,0,3,0,0,0,0,0,17,0,15,1,1
95HH09,1423,202,1072,25,124,690,83,544,10,53,331,34,276,4,17,359,49,268,6,36,9,0,8,0,1,298,40,240,7,11,149,29,109,4,7,149,11,131,3,4,383,74,243,7,59,357,72,224,7,54,2,1,0,0,1,23,1,18,0,4,1,0,1,0,0,43,5,37,1,0
95HH10,945,98,777,9,61,833,88,688,8,49,363,38,303,4,18,470,50,385,4,31,0,0,0,0,0,33,1,29,0,3,33,1,29,0,3,0,0,0,0,0,67,7,51,1,8,60,7,45,1,7,0,0,0,0,0,4,0,4,0,0,3,0,2,0,1,12,2,9,0,1
95HH11,655,34,571,4,46,299,18,260,1,20,130,9,117,1,3,169,9,143,0,17,7,0,5,0,2,268,11,236,3,18,226,9,198,2,17,42,2,38,1,1,66,4,57,0,5,51,4,42,0,5,0,0,0,0,0,13,0,13,0,0,2,0,2,0,0,15,1,13,0,1
95HH12,626,40,534,3,49,483,34,420,2,27,212,15,186,1,10,271,19,234,1,17,8,0,8,0,0,71,2,59,0,10,68,2,56,0,10,3,0,3,0,0,53,4,37,1,11,45,4,29,1,11,1,0,1,0,0,7,0,7,0,0,0,0,0,0,0,11,0,10,0,1
95HH13,614,35,524,4,51,329,18,284,2,25,106,6,96,0,4,223,12,188,2,21,7,0,6,0,1,166,10,139,1,16,156,9,130,1,16,10,1,9,0,0,100,7,85,1,7,90,6,76,1,7,0,0,0,0,0,10,1,9,0,0,0,0,0,0,0,12,0,10,0,2
95HH14,764,76,640,4,44,396,35,334,3,24,188,19,163,1,5,208,16,171,2,19,6,1,4,0,1,232,24,199,1,8,228,24,195,1,8,4,0,4,0,0,103,15,78,0,10,95,13,73,0,9,0,0,0,0,0,8,2,5,0,1,0,0,0,0,0,27,1,25,0,1
95HH15,1083,113,895,16,59,753,69,643,9,32,287,20,257,4,6,466,49,386,5,26,7,2,4,0,1,165,22,134,4,5,108,15,85,3,5,57,7,49,1,0,139,18,97,3,21,125,14,89,2,20,1,0,1,0,0,12,4,6,1,1,1,0,1,0,0,19,2,17,0,0
95HH16,917,151,683,16,67,706,111,534,14,47,374,52,304,4,14,332,59,230,10,33,2,1,1,0,0,74,10,59,0,5,53,9,39,0,5,21,1,20,0,0,115,27,73,2,13,100,20,66,1,13,6,6,0,0,0,9,1,7,1,0,0,0,0,0,0,20,2,16,0,2
95HH17,928,58,814,9,47,799,41,714,9,35,360,14,328,4,14,439,27,386,5,21,10,1,9,0,0,30,4,23,0,3,30,4,23,0,3,0,0,0,0,0,75,12,55,0,8,66,12,46,0,8,0,0,0,0,0,8,0,8,0,0,1,0,1,0,0,14,0,13,0,1
95II01,1260,52,1116,15,77,1103,37,992,13,61,570,14,526,8,22,533,23,466,5,39,2,0,2,0,0,56,1,49,0,6,54,1,47,0,6,2,0,2,0,0,83,14,58,2,9,72,14,51,2,5,0,0,0,0,0,10,0,7,0,3,1,0,0,0,1,16,0,15,0,1
95II02,1911,525,1239,39,108,1289,444,767,23,55,527,113,384,5,25,762,331,383,18,30,6,3,3,0,0,444,29,375,7,33,352,15,304,6,27,92,14,71,1,6,130,46,58,7,19,112,41,48,6,17,0,0,0,0,0,16,5,8,1,2,2,0,2,0,0,42,3,36,2,1
95II03,1304,553,655,23,73,1159,488,595,18,58,402,118,262,5,17,757,370,333,13,41,11,3,7,0,1,11,6,5,0,0,10,6,4,0,0,1,0,1,0,0,115,56,40,5,14,101,49,35,5,12,2,2,0,0,0,10,5,4,0,1,2,0,1,0,1,8,0,8,0,0
95II04,1672,70,1480,16,106,1262,51,1125,11,75,411,3,391,5,12,851,48,734,6,63,13,2,11,0,0,226,3,209,2,12,223,3,207,1,12,3,0,2,1,0,139,14,105,3,17,127,13,95,3,16,1,0,1,0,0,11,1,9,0,1,0,0,0,0,0,32,0,30,0,2
95II05,1301,553,690,14,44,1059,480,541,11,27,461,157,292,5,7,598,323,249,6,20,15,6,8,0,1,95,16,76,0,3,60,10,48,0,2,35,6,28,0,1,112,48,49,3,12,97,43,40,3,11,1,1,0,0,0,13,4,8,0,1,1,0,1,0,0,20,3,16,0,1
95II06,1285,572,645,14,54,1107,488,568,12,39,420,119,289,3,9,687,369,279,9,30,16,9,7,0,0,11,5,5,0,1,8,3,4,0,1,3,2,1,0,0,145,69,61,2,13,136,64,57,2,13,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,6,1,4,0,1
95II07,991,85,829,12,65,447,43,369,8,27,190,11,167,3,9,257,32,202,5,18,11,3,7,0,1,403,20,356,2,25,330,18,289,1,22,73,2,67,1,3,90,14,67,1,8,69,11,53,1,4,1,0,1,0,0,20,3,13,0,4,0,0,0,0,0,40,5,30,1,4
95II08,1073,103,897,6,67,780,77,660,4,39,382,21,355,0,6,398,56,305,4,33,12,1,11,0,0,166,6,146,0,14,146,5,127,0,14,20,1,19,0,0,101,19,66,2,14,89,19,56,2,12,1,0,1,0,0,10,0,9,0,1,1,0,0,0,1,14,0,14,0,0
95II09,1417,111,1192,22,92,1095,62,963,9,61,442,14,409,1,18,653,48,554,8,43,6,1,4,1,0,95,3,83,2,7,10,0,8,0,2,85,3,75,2,5,203,45,127,8,23,165,28,111,6,20,18,11,5,2,0,12,2,7,0,3,8,4,4,0,0,18,0,15,2,1
95II10,1144,33,1002,10,99,647,17,580,5,45,247,5,230,3,9,400,12,350,2,36,18,0,12,0,6,377,9,331,4,33,363,4,323,3,33,14,5,8,1,0,69,6,48,1,14,62,6,43,1,12,1,0,1,0,0,4,0,2,0,2,2,0,2,0,0,33,1,31,0,1
95II11,1055,450,541,12,52,881,370,461,8,42,439,100,323,5,11,442,270,138,3,31,3,0,3,0,0,31,11,19,0,1,8,2,6,0,0,23,9,13,0,1,128,67,48,4,9,120,64,44,4,8,0,0,0,0,0,8,3,4,0,1,0,0,0,0,0,12,2,10,0,0
95II12,1007,77,872,8,50,924,69,804,7,44,472,26,428,4,14,452,43,376,3,30,4,1,3,0,0,11,1,10,0,0,9,0,9,0,0,2,1,1,0,0,57,6,44,1,6,54,6,41,1,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,11,0,0
95II13,1253,65,1071,23,94,674,30,590,13,41,319,7,293,6,13,355,23,297,7,28,11,1,7,0,3,380,8,333,4,35,330,8,287,3,32,50,0,46,1,3,152,26,107,5,14,139,24,98,4,13,1,0,1,0,0,11,2,7,1,1,1,0,1,0,0,36,0,34,1,1
95II14,1026,245,735,8,38,937,217,689,5,26,517,86,421,3,7,420,131,268,2,19,2,1,1,0,0,2,0,1,0,1,2,0,1,0,1,0,0,0,0,0,78,26,39,3,10,71,24,36,2,9,0,0,0,0,0,6,2,3,0,1,1,0,0,1,0,7,1,5,0,1
95II15,1319,559,677,16,67,1156,487,606,15,48,519,132,368,3,16,637,355,238,12,32,6,2,4,0,0,33,7,24,0,2,12,2,8,0,2,21,5,16,0,0,113,59,38,1,15,108,56,36,1,15,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,11,4,5,0,2
95II16,890,44,796,8,42,653,27,591,7,28,346,13,323,4,6,307,14,268,3,22,7,1,6,0,0,158,6,146,0,6,124,5,113,0,6,34,1,33,0,0,58,10,40,1,7,43,6,31,1,5,0,0,0,0,0,12,3,7,0,2,3,1,2,0,0,14,0,13,0,1
95II17,1190,58,1033,19,80,773,42,668,13,50,378,10,344,8,16,395,32,324,5,34,6,1,4,0,1,290,6,260,4,20,251,5,225,3,18,39,1,35,1,2,85,9,66,1,9,70,8,52,1,9,0,0,0,0,0,14,1,13,0,0,1,0,1,0,0,36,0,35,1,0
95II18,1090,80,934,16,60,595,39,523,9,24,266,11,246,2,7,329,28,277,7,17,8,1,7,0,0,361,15,318,4,24,331,15,288,4,24,30,0,30,0,0,91,21,56,3,11,78,20,46,3,9,1,1,0,0,0,12,0,10,0,2,0,0,0,0,0,35,4,30,0,1
95II19,1389,129,1189,13,58,1201,113,1033,11,44,618,28,563,7,20,583,85,470,4,24,4,1,2,0,1,73,3,68,0,2,71,3,66,0,2,2,0,2,0,0,74,10,51,2,11,64,10,43,1,10,3,0,3,0,0,4,0,3,0,1,3,0,2,1,0,37,2,35,0,0
95II20,1211,438,688,16,69,917,339,529,7,42,432,92,323,3,14,485,247,206,4,28,7,2,5,0,0,89,12,68,3,6,49,4,43,0,2,40,8,25,3,4,183,85,72,5,21,166,74,68,5,19,1,0,1,0,0,15,10,3,0,2,1,1,0,0,0,15,0,14,1,0
95II21,1045,33,932,5,75,544,15,498,2,29,237,3,227,1,6,307,12,271,1,23,15,4,11,0,0,374,11,327,2,34,372,11,326,2,33,2,0,1,0,1,75,3,63,0,9,68,3,57,0,8,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,37,0,33,1,3
95II22,990,63,866,4,57,769,43,687,4,35,401,10,382,3,6,368,33,305,1,29,13,1,11,0,1,124,7,106,0,11,124,7,106,0,11,0,0,0,0,0,64,12,44,0,8,56,12,36,0,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,20,0,18,0,2
95II23,910,379,473,11,47,723,324,359,6,34,360,130,215,1,14,363,194,144,5,20,5,1,4,0,0,72,4,63,2,3,69,3,61,2,3,3,1,2,0,0,91,46,33,3,9,78,38,28,3,9,0,0,0,0,0,12,8,4,0,0,1,0,1,0,0,19,4,14,0,1
95JJ01,892,195,663,4,30,752,176,550,3,23,437,100,328,3,6,315,76,222,0,17,3,0,3,0,0,45,3,41,0,1,44,3,40,0,1,1,0,1,0,0,70,13,50,1,6,56,8,42,0,6,2,2,0,0,0,11,3,8,0,0,1,0,0,1,0,22,3,19,0,0
95JJ02,1074,299,700,9,66,692,177,474,7,34,434,85,331,6,12,258,92,143,1,22,3,1,2,0,0,189,59,117,1,12,169,52,104,1,12,20,7,13,0,0,166,60,86,1,19,151,54,80,0,17,2,0,1,1,0,13,6,5,0,2,0,0,0,0,0,24,2,21,0,1
95JJ03,1023,137,804,13,69,385,53,309,3,20,143,23,115,1,4,242,30,194,2,16,13,3,9,0,1,516,59,410,7,40,506,58,401,7,40,10,1,9,0,0,78,20,49,3,6,72,18,45,3,6,0,0,0,0,0,5,2,3,0,0,1,0,1,0,0,31,2,27,0,2
95JJ04,1279,200,1028,13,38,919,131,754,7,27,523,64,442,3,14,396,67,312,4,13,9,1,8,0,0,116,19,93,1,3,114,19,91,1,3,2,0,2,0,0,193,43,140,3,7,167,35,123,3,6,2,0,1,0,1,20,8,12,0,0,4,0,4,0,0,42,6,33,2,1
95JJ05,892,231,611,4,46,368,86,270,0,12,212,47,161,0,4,156,39,109,0,8,12,2,7,1,2,172,30,134,1,7,96,18,71,1,6,76,12,63,0,1,305,107,172,2,24,277,96,157,2,22,10,8,2,0,0,15,3,10,0,2,3,0,3,0,0,35,6,28,0,1
95JJ06,1063,416,598,11,38,448,156,271,4,17,184,51,127,4,2,264,105,144,0,15,18,5,13,0,0,387,164,205,2,16,316,146,159,1,10,71,18,46,1,6,162,70,82,5,5,138,61,69,4,4,1,1,0,0,0,17,6,10,0,1,6,2,3,1,0,48,21,27,0,0
95JJ07,1092,222,823,8,39,459,83,361,3,12,162,31,127,2,2,297,52,234,1,10,9,1,8,0,0,408,92,301,2,13,374,85,276,1,12,34,7,25,1,1,174,38,121,2,13,155,34,107,2,12,1,1,0,0,0,16,2,13,0,1,2,1,1,0,0,42,8,32,1,1
95JJ08,1187,244,886,8,49,843,157,654,8,24,472,64,392,3,13,371,93,262,5,11,7,3,4,0,0,66,5,59,0,2,55,1,53,0,1,11,4,6,0,1,237,75,141,0,21,223,73,130,0,20,1,0,1,0,0,12,2,9,0,1,1,0,1,0,0,34,4,28,0,2
95JJ09,839,49,764,7,19,712,34,663,4,11,502,22,474,1,5,210,12,189,3,6,0,0,0,0,0,47,2,44,0,1,42,2,39,0,1,5,0,5,0,0,61,12,40,3,6,51,11,32,2,6,1,0,1,0,0,9,1,7,1,0,0,0,0,0,0,19,1,17,0,1
95JJ10,1027,430,575,7,15,678,319,350,4,5,405,168,233,3,1,273,151,117,1,4,2,1,1,0,0,161,46,110,1,4,140,41,95,1,3,21,5,15,0,1,135,41,87,2,5,114,32,75,2,5,3,2,1,0,0,16,6,10,0,0,2,1,1,0,0,51,23,27,0,1
95JJ11,1542,311,1151,19,61,1145,208,892,14,31,629,85,523,10,11,516,123,369,4,20,15,1,13,0,1,97,24,66,2,5,82,21,55,2,4,15,3,11,0,1,262,72,163,3,24,241,67,148,3,23,0,0,0,0,0,18,4,14,0,0,3,1,1,0,1,23,6,17,0,0
95JJ12,1002,637,339,6,20,642,395,234,2,11,324,180,136,1,7,318,215,98,1,4,1,1,0,0,0,147,103,42,1,1,134,98,35,0,1,13,5,7,1,0,187,129,48,2,8,166,115,43,1,7,1,1,0,0,0,19,13,4,1,1,1,0,1,0,0,25,9,15,1,0
95JJ13,1457,232,1148,19,58,1112,166,902,10,34,491,60,414,6,11,621,106,488,4,23,12,2,9,0,1,59,2,52,2,3,59,2,52,2,3,0,0,0,0,0,247,60,162,7,18,228,57,148,7,16,2,1,1,0,0,15,2,11,0,2,2,0,2,0,0,27,2,23,0,2
95JJ14,849,83,740,4,22,671,62,588,4,17,406,36,360,2,8,265,26,228,2,9,1,0,1,0,0,104,10,92,0,2,102,10,90,0,2,2,0,2,0,0,51,8,40,0,3,42,6,33,0,3,1,1,0,0,0,8,1,7,0,0,0,0,0,0,0,22,3,19,0,0
95JJ15,779,232,505,5,37,539,139,378,3,19,341,79,256,1,5,198,60,122,2,14,5,0,5,0,0,9,5,3,0,1,6,4,2,0,0,3,1,1,0,1,210,86,105,2,17,193,79,96,2,16,0,0,0,0,0,16,6,9,0,1,1,1,0,0,0,16,2,14,0,0
95JJ16,916,295,569,9,43,443,148,277,4,14,277,91,176,3,7,166,57,101,1,7,9,3,6,0,0,170,41,122,2,5,132,32,94,2,4,38,9,28,0,1,263,95,142,3,23,230,79,126,3,22,2,1,1,0,0,28,15,12,0,1,3,0,3,0,0,31,8,22,0,1
95JJ17,824,375,426,5,18,709,317,371,5,16,437,191,238,2,6,272,126,133,3,10,1,0,1,0,0,29,21,8,0,0,24,17,7,0,0,5,4,1,0,0,61,29,30,0,2,52,24,26,0,2,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,24,8,16,0,0
95JJ18,975,237,666,11,61,520,113,373,4,30,319,71,229,3,16,201,42,144,1,14,5,2,3,0,0,136,29,105,1,1,73,19,54,0,0,63,10,51,1,1,273,80,159,5,29,253,76,147,5,25,0,0,0,0,0,16,1,11,0,4,4,3,1,0,0,41,13,26,1,1
95JJ19,1128,394,680,9,45,712,257,438,3,14,454,136,309,1,8,258,121,129,2,6,6,2,4,0,0,47,9,37,1,0,10,2,8,0,0,37,7,29,1,0,333,118,179,5,31,318,114,168,5,31,0,0,0,0,0,15,4,11,0,0,0,0,0,0,0,30,8,22,0,0
95JJ20,1618,348,1213,12,45,1262,251,970,9,32,540,91,442,3,4,722,160,528,6,28,13,4,7,0,2,125,37,83,1,4,116,34,77,1,4,9,3,6,0,0,194,53,132,2,7,178,50,119,2,7,0,0,0,0,0,15,3,12,0,0,1,0,1,0,0,24,3,21,0,0
95JJ21,962,192,726,12,32,532,98,411,6,17,285,57,217,3,8,247,41,194,3,9,7,1,6,0,0,166,34,129,1,2,166,34,129,1,2,0,0,0,0,0,218,52,150,4,12,183,46,121,4,12,2,1,1,0,0,26,4,22,0,0,7,1,6,0,0,39,7,30,1,1
95JJ22,1088,270,762,21,35,883,212,633,12,26,500,112,377,3,8,383,100,256,9,18,8,4,4,0,0,39,9,29,0,1,9,2,6,0,1,30,7,23,0,0,147,44,86,9,8,134,39,79,8,8,0,0,0,0,0,10,3,6,1,0,3,2,1,0,0,11,1,10,0,0
95KK01,836,781,50,3,2,711,667,42,1,1,375,349,25,0,1,336,318,17,1,0,0,0,0,0,0,36,35,1,0,0,26,26,0,0,0,10,9,1,0,0,70,64,4,2,0,59,54,3,2,0,2,1,1,0,0,7,7,0,0,0,2,2,0,0,0,19,15,3,0,1
95KK02,722,244,455,15,8,575,193,365,11,6,325,105,213,5,2,250,88,152,6,4,0,0,0,0,0,60,22,37,1,0,51,13,37,1,0,9,9,0,0,0,69,22,43,2,2,54,18,34,0,2,0,0,0,0,0,14,4,8,2,0,1,0,1,0,0,18,7,10,1,0
95KK03,704,639,60,1,4,626,574,51,0,1,363,330,32,0,1,263,244,19,0,0,1,1,0,0,0,6,5,1,0,0,6,5,1,0,0,0,0,0,0,0,49,40,6,1,2,46,39,4,1,2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,22,19,2,0,1
95KK04,974,743,192,6,33,587,439,136,4,8,212,138,70,3,1,375,301,66,1,7,6,6,0,0,0,144,132,8,1,3,140,130,7,0,3,4,2,1,1,0,208,143,42,1,22,198,136,39,1,22,0,0,0,0,0,9,6,3,0,0,1,1,0,0,0,29,23,6,0,0
95KK05,803,679,116,1,7,670,569,96,1,4,350,291,55,1,3,320,278,41,0,1,3,2,1,0,0,29,25,2,0,2,29,25,2,0,2,0,0,0,0,0,87,74,12,0,1,75,64,10,0,1,0,0,0,0,0,12,10,2,0,0,0,0,0,0,0,14,9,5,0,0
95KK06,737,349,362,4,22,447,198,242,1,6,231,92,136,1,2,216,106,106,0,4,14,7,4,0,3,132,57,70,1,4,132,57,70,1,4,0,0,0,0,0,129,80,39,2,8,121,75,36,2,8,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,15,7,7,0,1
95KK07,682,277,398,2,5,587,231,349,2,5,364,132,229,1,2,223,99,120,1,3,1,0,1,0,0,19,12,7,0,0,8,2,6,0,0,11,10,1,0,0,57,27,30,0,0,50,22,28,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,18,7,11,0,0
95KK08,967,375,566,5,21,653,227,414,2,10,302,87,211,1,3,351,140,203,1,7,7,0,6,0,1,51,28,21,0,2,50,27,21,0,2,1,1,0,0,0,230,110,111,2,7,210,103,98,2,7,0,0,0,0,0,17,5,12,0,0,3,2,1,0,0,26,10,14,1,1
95KK09,947,363,545,5,34,513,154,343,3,13,283,83,191,2,7,230,71,152,1,6,4,1,3,0,0,133,53,78,1,1,90,37,52,0,1,43,16,26,1,0,273,145,107,1,20,247,127,99,1,20,3,3,0,0,0,17,11,6,0,0,6,4,2,0,0,24,10,14,0,0
95KK10,699,267,425,3,4,611,236,370,2,3,371,123,246,1,1,240,113,124,1,2,2,0,2,0,0,11,4,7,0,0,11,4,7,0,0,0,0,0,0,0,51,18,31,1,1,42,14,26,1,1,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,24,9,15,0,0
95KK11,982,276,665,4,37,571,158,398,3,12,296,72,215,3,6,275,86,183,0,6,10,3,7,0,0,178,21,147,1,9,169,18,141,1,9,9,3,6,0,0,203,92,96,0,15,192,86,92,0,14,1,0,1,0,0,9,5,3,0,1,1,1,0,0,0,20,2,17,0,1
95KK12,776,611,154,2,9,573,447,122,1,3,297,223,73,1,0,276,224,49,0,3,2,0,2,0,0,50,45,3,1,1,50,45,3,1,1,0,0,0,0,0,127,102,22,0,3,107,87,17,0,3,1,1,0,0,0,19,14,5,0,0,0,0,0,0,0,24,17,5,0,2
95KK13,642,92,536,4,10,515,63,441,4,7,321,41,276,1,3,194,22,165,3,4,2,1,1,0,0,40,7,32,0,1,39,7,31,0,1,1,0,1,0,0,60,16,42,0,2,50,15,34,0,1,1,0,1,0,0,7,1,5,0,1,2,0,2,0,0,25,5,20,0,0
95KK14,703,323,372,1,7,503,181,316,1,5,310,91,214,1,4,193,90,102,0,1,3,1,2,0,0,84,66,18,0,0,82,64,18,0,0,2,2,0,0,0,86,60,24,0,2,78,56,20,0,2,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,27,15,12,0,0
95KK15,921,585,319,5,12,738,466,265,3,4,403,227,170,2,4,335,239,95,1,0,6,3,3,0,0,21,17,3,0,1,20,16,3,0,1,1,1,0,0,0,134,90,35,2,7,121,83,29,2,7,1,1,0,0,0,11,5,6,0,0,1,1,0,0,0,22,9,13,0,0
95KK16,809,561,214,3,31,526,377,142,1,6,278,187,86,0,5,248,190,56,1,1,9,7,2,0,0,58,28,29,1,0,27,18,8,1,0,31,10,21,0,0,199,137,37,1,24,175,124,29,1,21,2,0,0,0,2,21,12,8,0,1,1,1,0,0,0,17,12,4,0,1
95LL01,1579,1294,232,10,43,1328,1099,193,6,30,560,444,100,3,13,768,655,93,3,17,11,11,0,0,0,56,47,7,0,2,45,36,7,0,2,11,11,0,0,0,160,120,25,4,11,139,103,22,4,10,0,0,0,0,0,20,16,3,0,1,1,1,0,0,0,24,17,7,0,0
95LL02,1367,338,921,21,87,678,107,544,7,20,345,53,280,4,8,333,54,264,3,12,7,5,2,0,0,180,53,112,3,12,32,9,20,0,3,148,44,92,3,9,476,168,243,11,54,459,166,230,11,52,0,0,0,0,0,16,2,13,0,1,1,0,0,0,1,26,5,20,0,1
95LL03,1092,99,917,10,66,510,48,445,3,14,257,28,225,1,3,253,20,220,2,11,10,1,8,0,1,300,15,258,5,22,258,15,220,4,19,42,0,38,1,3,230,32,169,2,27,219,32,158,2,27,0,0,0,0,0,7,0,7,0,0,4,0,4,0,0,42,3,37,0,2
95LL04,1090,883,189,4,14,694,548,138,2,6,327,234,90,2,1,367,314,48,0,5,12,10,2,0,0,103,95,5,1,2,103,95,5,1,2,0,0,0,0,0,248,205,37,1,5,236,196,36,1,3,4,2,0,0,2,7,6,1,0,0,1,1,0,0,0,33,25,7,0,1
95LL05,1454,277,1108,23,46,1249,221,974,21,33,556,85,456,7,8,693,136,518,14,25,10,2,7,0,1,29,11,18,0,0,28,10,18,0,0,1,1,0,0,0,140,40,88,2,10,125,37,77,2,9,2,1,1,0,0,13,2,10,0,1,0,0,0,0,0,26,3,21,0,2
95LL06,1408,164,1173,11,60,883,70,778,6,29,453,42,398,5,8,430,28,380,1,21,21,2,19,0,0,179,18,148,2,11,116,8,100,1,7,63,10,48,1,4,291,72,197,3,19,257,63,173,3,18,5,2,2,0,1,21,3,18,0,0,8,4,4,0,0,34,2,31,0,1
95LL07,1001,107,827,15,52,467,16,432,1,18,281,6,268,0,7,186,10,164,1,11,2,0,1,0,1,311,24,267,6,14,295,20,256,6,13,16,4,11,0,1,185,63,98,7,17,176,61,91,7,17,1,1,0,0,0,8,1,7,0,0,0,0,0,0,0,36,4,29,1,2
95LL08,1326,1049,197,8,72,462,368,82,3,9,192,149,38,2,3,270,219,44,1,6,9,6,2,1,0,450,365,57,3,25,362,308,31,3,20,88,57,26,0,5,353,266,50,1,36,342,257,48,1,36,1,1,0,0,0,7,6,1,0,0,3,2,1,0,0,52,44,6,0,2
95LL09,1395,1132,213,13,37,596,526,52,4,14,281,242,35,2,2,315,284,17,2,12,9,8,1,0,0,422,308,102,3,9,263,233,24,1,5,159,75,78,2,4,306,245,44,6,11,272,220,37,5,10,1,0,1,0,0,20,16,3,0,1,13,9,3,1,0,62,45,14,0,3
95LL10,1741,1513,209,2,17,1449,1284,158,1,6,581,504,76,1,0,868,780,82,0,6,16,14,2,0,0,19,18,1,0,0,18,17,1,0,0,1,1,0,0,0,236,184,41,1,10,207,165,32,1,9,2,2,0,0,0,27,17,9,0,1,0,0,0,0,0,21,13,7,0,1
95LL11,1424,130,1222,14,58,1139,110,984,10,35,449,39,396,5,9,690,71,588,5,26,10,2,8,0,0,112,2,100,0,10,74,1,65,0,8,38,1,35,0,2,134,14,106,2,12,123,14,96,2,11,0,0,0,0,0,9,0,8,0,1,2,0,2,0,0,29,2,24,2,1
95LL12,1492,1272,144,17,59,740,644,78,4,14,205,164,35,2,4,535,480,43,2,10,9,7,1,0,1,404,344,29,6,25,390,334,25,6,25,14,10,4,0,0,317,259,33,7,18,305,249,32,7,17,0,0,0,0,0,10,9,1,0,0,2,1,0,0,1,22,18,3,0,1
95LL13,1097,683,334,17,63,565,348,179,10,28,229,131,85,4,9,336,217,94,6,19,15,9,5,0,1,226,136,77,3,10,223,134,77,3,9,3,2,0,0,1,274,182,66,4,22,257,169,63,3,22,0,0,0,0,0,15,11,3,1,0,2,2,0,0,0,17,8,7,0,2
95LL14,970,923,37,1,9,612,590,18,1,3,298,286,9,1,2,314,304,9,0,1,5,5,0,0,0,202,186,11,0,5,196,181,11,0,4,6,5,0,0,1,118,109,8,0,1,113,104,8,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,33,33,0,0,0
95LL15,1330,100,1153,22,55,837,30,770,13,24,474,12,447,6,9,363,18,323,7,15,6,0,6,0,0,219,24,183,3,9,118,21,90,2,5,101,3,93,1,4,246,45,173,6,22,225,42,158,5,20,1,0,0,1,0,13,1,10,0,2,7,2,5,0,0,22,1,21,0,0
95LL16,2282,506,1615,30,131,1678,322,1272,21,63,605,89,497,10,9,1073,233,775,11,54,33,8,21,1,3,139,24,102,2,11,133,24,96,2,11,6,0,6,0,0,401,152,190,5,54,381,146,179,5,51,1,0,1,0,0,19,6,10,0,3,0,0,0,0,0,31,0,30,1,0
95LL17,1106,77,957,12,60,756,34,694,7,21,427,12,406,5,4,329,22,288,2,17,5,0,5,0,0,144,10,120,1,13,122,10,98,1,13,22,0,22,0,0,167,31,111,3,22,154,30,100,3,21,1,0,1,0,0,10,1,9,0,0,2,0,1,0,1,34,2,27,1,4
95LL18,1331,75,1184,14,58,1116,45,1026,11,34,600,20,559,9,12,516,25,467,2,22,5,0,5,0,0,15,2,8,1,4,8,1,3,1,3,7,1,5,0,1,161,27,114,2,18,135,26,91,2,16,2,0,2,0,0,20,1,17,0,2,4,0,4,0,0,34,1,31,0,2
