GeographyCode,DC2419NI0001,DC2419NI0002,DC2419NI0003,DC2419NI0004,DC2419NI0005,DC2419NI0006,DC2419NI0007,DC2419NI0008,DC2419NI0009,DC2419NI0010,DC2419NI0011,DC2419NI0012,DC2419NI0013,DC2419NI0014,DC2419NI0015,DC2419NI0016,DC2419NI0017,DC2419NI0018,DC2419NI0019,DC2419NI0020,DC2419NI0021,DC2419NI0022,DC2419NI0023,DC2419NI0024,DC2419NI0025,DC2419NI0026,DC2419NI0027,DC2419NI0028,DC2419NI0029,DC2419NI0030,DC2419NI0031,DC2419NI0032,DC2419NI0033,DC2419NI0034,DC2419NI0035,DC2419NI0036,DC2419NI0037,DC2419NI0038,DC2419NI0039,DC2419NI0040,DC2419NI0041,DC2419NI0042,DC2419NI0043,DC2419NI0044,DC2419NI0045,DC2419NI0046,DC2419NI0047,DC2419NI0048,DC2419NI0049,DC2419NI0050,DC2419NI0051,DC2419NI0052,DC2419NI0053,DC2419NI0054,DC2419NI0055,DC2419NI0056,DC2419NI0057,DC2419NI0058,DC2419NI0059,DC2419NI0060,DC2419NI0061,DC2419NI0062,DC2419NI0063,DC2419NI0064,DC2419NI0065,DC2419NI0066,DC2419NI0067,DC2419NI0068,DC2419NI0069,DC2419NI0070
95AA11,1993,777,1062,23,131,1531,569,869,15,78,478,156,304,4,14,1053,413,565,11,64,14,8,5,0,1,100,31,62,2,5,63,23,34,2,4,37,8,28,0,1,308,152,106,6,44,283,134,100,6,43,2,0,1,0,1,17,14,3,0,0,6,4,2,0,0,40,17,20,0,3
95AA12,971,62,873,8,28,837,50,756,7,24,420,21,387,1,11,417,29,369,6,13,1,0,1,0,0,33,3,30,0,0,22,3,19,0,0,11,0,11,0,0,64,6,54,1,3,56,6,46,1,3,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,36,3,32,0,1
95AA13,1239,808,387,5,39,845,573,249,5,18,342,206,128,1,7,503,367,121,4,11,5,2,3,0,0,116,48,64,0,4,57,27,29,0,1,59,21,35,0,3,244,169,59,0,16,222,155,53,0,14,0,0,0,0,0,16,11,3,0,2,6,3,3,0,0,29,16,12,0,1
95AA14,779,254,503,5,17,706,233,456,4,13,425,123,293,3,6,281,110,163,1,7,1,0,1,0,0,4,0,4,0,0,3,0,3,0,0,1,0,1,0,0,49,17,27,1,4,42,14,24,0,4,0,0,0,0,0,5,2,2,1,0,2,1,1,0,0,19,4,15,0,0
95AA15,1595,694,763,32,106,973,375,534,19,45,230,80,141,2,7,743,295,393,17,38,24,14,9,0,1,280,138,111,5,26,279,138,111,5,25,1,0,0,0,1,286,146,101,7,32,262,137,88,6,31,5,1,3,1,0,18,8,9,0,1,1,0,1,0,0,32,21,8,1,2
95AA16,832,158,610,6,58,447,71,359,3,14,183,32,148,1,2,264,39,211,2,12,6,1,5,0,0,207,31,153,1,22,204,31,151,1,21,3,0,2,0,1,148,53,71,2,22,139,51,66,2,20,2,0,2,0,0,6,2,2,0,2,1,0,1,0,0,24,2,22,0,0
95AA17,855,319,466,12,58,583,223,327,6,27,195,71,115,2,7,388,152,212,4,20,15,5,8,0,2,158,43,95,3,17,141,36,85,3,17,17,7,10,0,0,78,41,23,2,12,70,39,18,2,11,1,0,1,0,0,5,2,3,0,0,2,0,1,0,1,21,7,13,1,0
95AA18,1004,124,821,18,41,840,98,708,6,28,519,45,463,1,10,321,53,245,5,18,2,0,2,0,0,10,1,8,1,0,8,1,7,0,0,2,0,1,1,0,128,25,80,10,13,109,22,66,10,11,3,1,1,0,1,15,2,13,0,0,1,0,0,0,1,24,0,23,1,0
95AA19,832,736,86,2,8,603,536,62,1,4,339,291,44,1,3,264,245,18,0,1,1,1,0,0,0,110,101,7,1,1,99,91,6,1,1,11,10,1,0,0,92,76,15,0,1,71,56,14,0,1,4,3,1,0,0,14,14,0,0,0,3,3,0,0,0,26,22,2,0,2
95BB01,1307,148,1084,15,60,1145,125,962,11,47,488,61,407,3,17,657,64,555,8,30,3,1,2,0,0,70,12,52,2,4,68,11,51,2,4,2,1,1,0,0,64,5,49,2,8,59,5,44,2,8,0,0,0,0,0,4,0,4,0,0,1,0,1,0,0,25,5,19,0,1
95BB02,1126,95,951,12,68,588,51,503,4,30,330,30,288,3,9,258,21,215,1,21,12,0,11,0,1,345,19,298,4,24,267,15,229,3,20,78,4,69,1,4,127,20,92,4,11,99,15,73,3,8,1,1,0,0,0,17,4,10,0,3,10,0,9,1,0,54,5,47,0,2
95BB03,1776,102,1547,22,105,1260,71,1107,17,65,657,29,600,7,21,603,42,507,10,44,22,0,18,0,4,221,12,192,2,15,183,11,160,2,10,38,1,32,0,5,227,16,189,2,20,200,15,165,2,18,2,0,2,0,0,21,1,19,0,1,4,0,3,0,1,46,3,41,1,1
95BB04,1307,93,1134,11,69,1019,60,905,7,47,598,26,554,2,16,421,34,351,5,31,8,1,6,0,1,117,9,101,1,6,90,7,79,0,4,27,2,22,1,2,129,21,91,3,14,114,20,77,3,14,0,0,0,0,0,11,1,10,0,0,4,0,4,0,0,34,2,31,0,1
95BB05,1318,51,1186,16,65,1045,35,954,8,48,521,12,493,2,14,524,23,461,6,34,7,0,6,0,1,108,2,100,1,5,96,2,90,1,3,12,0,10,0,2,118,8,94,5,11,108,8,86,4,10,0,0,0,0,0,9,0,8,1,0,1,0,0,0,1,40,6,32,2,0
95BB06,1518,175,1204,32,107,675,84,538,16,37,338,43,276,5,14,337,41,262,11,23,23,2,21,0,0,420,35,362,7,16,288,22,244,6,16,132,13,118,1,0,352,47,248,8,49,324,44,227,8,45,1,0,1,0,0,25,3,18,0,4,2,0,2,0,0,48,7,35,1,5
95BB07,1315,55,1168,16,76,795,30,728,11,26,408,8,389,4,7,387,22,339,7,19,8,0,8,0,0,276,8,245,3,20,126,5,106,1,14,150,3,139,2,6,186,15,140,2,29,170,15,127,2,26,3,0,2,0,1,9,0,7,0,2,4,0,4,0,0,50,2,47,0,1
95BB08,1068,68,930,15,55,716,31,645,7,33,291,10,272,1,8,425,21,373,6,25,11,2,8,0,1,211,12,186,4,9,209,11,185,4,9,2,1,1,0,0,85,21,53,3,8,76,20,46,3,7,1,0,0,0,1,8,1,7,0,0,0,0,0,0,0,45,2,38,1,4
95BB09,1253,56,1097,5,95,1009,37,907,4,61,529,14,485,4,26,480,23,422,0,35,6,0,4,0,2,35,1,31,0,3,19,1,16,0,2,16,0,15,0,1,181,16,137,1,27,159,13,118,1,27,7,2,5,0,0,15,1,14,0,0,0,0,0,0,0,22,2,18,0,2
95BB10,1509,100,1290,19,100,1079,58,957,6,58,599,22,553,4,20,480,36,404,2,38,8,1,4,2,1,174,10,147,5,12,123,6,102,5,10,51,4,45,0,2,214,30,151,4,29,195,25,139,3,28,2,2,0,0,0,16,2,12,1,1,1,1,0,0,0,34,1,31,2,0
95BB11,1338,69,1186,14,69,919,48,821,9,41,453,20,421,4,8,466,28,400,5,33,11,0,10,0,1,280,13,244,3,20,250,11,218,3,18,30,2,26,0,2,94,6,82,2,4,80,4,71,2,3,1,1,0,0,0,12,1,10,0,1,1,0,1,0,0,34,2,29,0,3
95BB12,1130,116,920,18,76,703,58,600,13,32,367,25,327,3,12,336,33,273,10,20,12,2,9,0,1,264,30,203,3,28,250,28,192,3,27,14,2,11,0,1,127,25,87,2,13,114,25,75,2,12,3,0,3,0,0,9,0,8,0,1,1,0,1,0,0,24,1,21,0,2
95BB13,1687,119,1424,23,121,1240,86,1068,17,69,511,32,460,5,14,729,54,608,12,55,17,2,11,1,3,284,12,239,5,28,256,10,214,5,27,28,2,25,0,1,105,15,70,0,20,95,14,64,0,17,2,0,2,0,0,6,1,3,0,2,2,0,1,0,1,41,4,36,0,1
95BB14,1172,64,1015,17,76,1024,50,911,14,49,561,25,511,10,15,463,25,400,4,34,2,1,1,0,0,30,0,25,2,3,29,0,24,2,3,1,0,1,0,0,89,11,56,1,21,81,11,50,1,19,1,0,0,0,1,7,0,6,0,1,0,0,0,0,0,27,2,22,0,3
95BB15,1287,715,517,7,48,946,510,403,5,28,456,244,202,1,9,490,266,201,4,19,3,3,0,0,0,122,76,41,0,5,121,76,40,0,5,1,0,1,0,0,183,109,57,2,15,159,91,52,2,14,0,0,0,0,0,22,17,4,0,1,2,1,1,0,0,33,17,16,0,0
95BB16,1176,65,1051,8,52,1054,50,952,6,46,636,28,588,3,17,418,22,364,3,29,4,0,3,0,1,30,0,28,0,2,29,0,27,0,2,1,0,1,0,0,78,15,59,2,2,69,14,52,2,1,1,1,0,0,0,8,0,7,0,1,0,0,0,0,0,10,0,9,0,1
95BB17,1399,89,1184,8,118,1043,76,893,4,70,403,17,368,2,16,640,59,525,2,54,27,1,25,1,0,180,4,153,0,23,176,4,150,0,22,4,0,3,0,1,129,8,93,3,25,120,7,87,2,24,0,0,0,0,0,9,1,6,1,1,0,0,0,0,0,20,0,20,0,0
95BB18,1638,81,1441,15,101,1277,56,1129,11,81,528,11,484,5,28,749,45,645,6,53,7,1,5,0,1,144,5,134,1,4,120,5,112,0,3,24,0,22,1,1,182,19,147,2,14,167,16,136,2,13,0,0,0,0,0,11,3,7,0,1,4,0,4,0,0,28,0,26,1,1
95BB19,1724,136,1473,14,101,1514,106,1326,10,72,508,35,461,5,7,1006,71,865,5,65,13,2,7,0,4,50,4,43,1,2,49,3,43,1,2,1,1,0,0,0,134,24,85,3,22,114,22,72,2,18,0,0,0,0,0,20,2,13,1,4,0,0,0,0,0,13,0,12,0,1
95BB20,1290,990,250,5,45,858,651,180,2,25,418,301,108,0,9,440,350,72,2,16,6,6,0,0,0,190,162,20,2,6,162,145,12,1,4,28,17,8,1,2,189,135,43,1,10,166,116,39,1,10,0,0,0,0,0,20,18,2,0,0,3,1,2,0,0,47,36,7,0,4
95BB21,1821,203,1505,18,95,1447,166,1203,14,64,618,61,541,6,10,829,105,662,8,54,15,0,15,0,0,114,6,103,1,4,108,5,98,1,4,6,1,5,0,0,212,28,155,3,26,177,25,128,1,23,1,0,1,0,0,31,2,24,2,3,3,1,2,0,0,33,3,29,0,1
95BB22,1194,80,1006,4,104,648,36,558,1,53,167,7,152,1,7,481,29,406,0,46,7,0,7,0,0,421,34,346,2,39,410,32,338,2,38,11,2,8,0,1,96,10,74,1,11,91,10,69,1,11,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,22,0,21,0,1
95BB23,1161,104,978,15,64,1060,93,906,11,50,572,53,497,8,14,488,40,409,3,36,7,0,6,1,0,8,0,5,2,1,7,0,4,2,1,1,0,1,0,0,75,10,52,1,12,69,8,49,1,11,0,0,0,0,0,5,2,2,0,1,1,0,1,0,0,11,1,9,0,1
95CC01,904,819,68,4,13,578,525,41,3,9,263,239,18,2,4,315,286,23,1,5,2,2,0,0,0,96,93,3,0,0,96,93,3,0,0,0,0,0,0,0,211,183,23,1,4,198,170,23,1,4,0,0,0,0,0,8,8,0,0,0,5,5,0,0,0,17,16,1,0,0
95CC02,875,606,258,2,9,741,502,232,2,5,418,257,158,2,1,323,245,74,0,4,0,0,0,0,0,26,23,2,0,1,15,12,2,0,1,11,11,0,0,0,83,64,16,0,3,61,49,9,0,3,1,1,0,0,0,18,11,7,0,0,3,3,0,0,0,25,17,8,0,0
95CC03,1127,953,125,11,38,450,405,37,3,5,194,170,22,0,2,256,235,15,3,3,8,7,0,0,1,325,264,54,2,5,267,233,29,1,4,58,31,25,1,1,314,255,29,6,24,286,237,21,6,22,1,0,1,0,0,13,12,0,0,1,14,6,7,0,1,30,22,5,0,3
95CC04,790,534,243,2,11,646,447,193,2,4,378,230,145,2,1,268,217,48,0,3,0,0,0,0,0,44,25,18,0,1,44,25,18,0,1,0,0,0,0,0,74,49,19,0,6,59,38,16,0,5,1,0,0,0,1,14,11,3,0,0,0,0,0,0,0,26,13,13,0,0
95CC05,954,617,317,5,15,770,493,267,5,5,425,263,158,1,3,345,230,109,4,2,3,2,1,0,0,38,27,10,0,1,29,22,7,0,0,9,5,3,0,1,115,78,29,0,8,96,66,23,0,7,2,1,1,0,0,15,10,4,0,1,2,1,1,0,0,28,17,10,0,1
95CC06,1096,579,480,8,29,869,443,401,5,20,419,173,237,4,5,450,270,164,1,15,3,1,2,0,0,52,38,14,0,0,48,34,14,0,0,4,4,0,0,0,153,95,47,3,8,138,85,43,3,7,2,1,1,0,0,13,9,3,0,1,0,0,0,0,0,19,2,16,0,1
95CC07,1108,902,194,3,9,858,695,157,2,4,449,339,106,1,3,409,356,51,1,1,0,0,0,0,0,85,64,20,0,1,32,23,9,0,0,53,41,11,0,1,138,121,12,1,4,121,109,10,1,1,0,0,0,0,0,15,11,2,0,2,2,1,0,0,1,27,22,5,0,0
95CC08,990,903,65,4,18,568,524,37,2,5,262,245,15,0,2,306,279,22,2,3,5,5,0,0,0,185,175,8,0,2,141,133,6,0,2,44,42,2,0,0,201,170,18,2,11,178,148,17,2,11,2,1,1,0,0,17,17,0,0,0,4,4,0,0,0,31,29,2,0,0
95CC09,1190,100,1048,8,34,991,63,898,7,23,504,28,465,3,8,487,35,433,4,15,2,0,2,0,0,31,4,26,0,1,31,4,26,0,1,0,0,0,0,0,136,30,98,1,7,117,24,85,1,7,4,3,1,0,0,13,3,10,0,0,2,0,2,0,0,30,3,24,0,3
95CC10,901,165,708,7,21,760,138,608,4,10,448,71,371,1,5,312,67,237,3,5,1,0,0,0,1,24,1,22,1,0,23,0,22,1,0,1,1,0,0,0,93,23,58,2,10,83,21,51,2,9,1,0,1,0,0,8,1,6,0,1,1,1,0,0,0,23,3,20,0,0
95CC11,786,716,59,0,11,458,426,29,0,3,267,249,17,0,1,191,177,12,0,2,7,7,0,0,0,115,107,8,0,0,113,105,8,0,0,2,2,0,0,0,170,146,16,0,8,149,129,13,0,7,3,2,1,0,0,17,14,2,0,1,1,1,0,0,0,36,30,6,0,0
95CC12,890,395,477,5,13,771,340,421,4,6,463,177,282,2,2,308,163,139,2,4,1,1,0,0,0,34,13,19,0,2,34,13,19,0,2,0,0,0,0,0,52,28,20,0,4,43,24,15,0,4,0,0,0,0,0,7,3,4,0,0,2,1,1,0,0,32,13,17,1,1
95CC13,817,411,395,6,5,676,350,318,5,3,385,189,191,3,2,291,161,127,2,1,1,0,1,0,0,50,21,29,0,0,42,14,28,0,0,8,7,1,0,0,68,30,35,1,2,60,25,32,1,2,0,0,0,0,0,7,4,3,0,0,1,1,0,0,0,22,10,12,0,0
95CC14,1132,109,982,12,29,923,89,801,12,21,432,48,368,7,9,491,41,433,5,12,3,0,3,0,0,44,2,41,0,1,44,2,41,0,1,0,0,0,0,0,142,15,120,0,7,126,15,104,0,7,2,0,2,0,0,13,0,13,0,0,1,0,1,0,0,20,3,17,0,0
95CC15,1007,373,605,6,23,801,291,492,6,12,424,149,265,1,9,377,142,227,5,3,5,4,1,0,0,61,24,35,0,2,54,18,35,0,1,7,6,0,0,1,110,51,50,0,9,92,41,43,0,8,4,2,1,0,1,11,7,4,0,0,3,1,2,0,0,30,3,27,0,0
95CC16,1076,175,871,7,23,719,103,599,6,11,401,56,338,4,3,318,47,261,2,8,3,2,1,0,0,135,21,113,1,0,128,21,106,1,0,7,0,7,0,0,178,43,123,0,12,168,42,114,0,12,0,0,0,0,0,8,1,7,0,0,2,0,2,0,0,41,6,35,0,0
95CC17,897,598,280,7,12,756,499,248,4,5,381,214,162,3,2,375,285,86,1,3,1,1,0,0,0,7,6,1,0,0,6,5,1,0,0,1,1,0,0,0,109,80,19,3,7,100,74,16,3,7,0,0,0,0,0,7,5,2,0,0,2,1,1,0,0,24,12,12,0,0
95CC18,937,483,425,9,20,626,301,315,2,8,350,151,198,1,0,276,150,117,1,8,2,2,0,0,0,130,69,56,3,2,105,53,50,2,0,25,16,6,1,2,142,97,34,4,7,132,91,30,4,7,0,0,0,0,0,9,5,4,0,0,1,1,0,0,0,37,14,20,0,3
95CC19,981,334,620,3,24,759,246,498,3,12,415,96,315,0,4,344,150,183,3,8,1,1,0,0,0,87,25,59,0,3,74,22,49,0,3,13,3,10,0,0,103,50,45,0,8,92,45,39,0,8,0,0,0,0,0,7,4,3,0,0,4,1,3,0,0,31,12,18,0,1
95CC20,1127,61,1014,8,44,883,21,830,6,26,430,8,410,4,8,453,13,420,2,18,6,1,5,0,0,86,6,73,2,5,64,3,55,2,4,22,3,18,0,1,135,32,90,0,13,124,30,81,0,13,1,1,0,0,0,9,1,8,0,0,1,0,1,0,0,17,1,16,0,0
95CC21,1167,153,961,5,48,832,107,697,2,26,409,53,346,2,8,423,54,351,0,18,7,0,6,0,1,138,20,112,1,5,132,20,106,1,5,6,0,6,0,0,161,22,122,2,15,149,18,115,2,14,0,0,0,0,0,12,4,7,0,1,0,0,0,0,0,29,4,24,0,1
95CC22,842,179,626,11,26,432,86,337,2,7,263,57,202,2,2,169,29,135,0,5,0,0,0,0,0,236,35,191,3,7,196,33,154,3,6,40,2,37,0,1,141,49,75,5,12,120,46,58,4,12,1,0,1,0,0,17,2,14,1,0,3,1,2,0,0,33,9,23,1,0
95DD01,836,123,685,7,21,694,77,599,4,14,463,36,415,4,8,231,41,184,0,6,2,2,0,0,0,26,8,17,0,1,19,6,13,0,0,7,2,4,0,1,93,36,49,2,6,84,34,44,1,5,1,0,0,0,1,5,2,3,0,0,3,0,2,1,0,21,0,20,1,0
95DD02,1490,82,1357,12,39,1143,55,1055,10,23,504,32,459,6,7,639,23,596,4,16,10,0,10,0,0,134,6,120,1,7,110,6,96,1,7,24,0,24,0,0,170,18,143,1,8,158,18,132,1,7,0,0,0,0,0,11,0,10,0,1,1,0,1,0,0,33,3,29,0,1
95DD03,1389,207,1091,21,70,1086,137,892,16,41,527,49,460,9,9,559,88,432,7,32,6,2,4,0,0,21,0,21,0,0,20,0,20,0,0,1,0,1,0,0,250,64,153,4,29,225,60,134,4,27,5,2,2,0,1,17,2,14,0,1,3,0,3,0,0,26,4,21,1,0
95DD04,859,62,749,12,36,349,27,309,3,10,158,13,142,2,1,191,14,167,1,9,4,0,3,0,1,404,27,352,7,18,369,25,321,7,16,35,2,31,0,2,66,4,54,2,6,61,3,50,2,6,0,0,0,0,0,3,1,2,0,0,2,0,2,0,0,36,4,31,0,1
95DD05,685,35,612,11,27,340,13,316,6,5,140,7,130,2,1,200,6,186,4,4,7,1,5,0,1,266,19,230,4,13,265,19,229,4,13,1,0,1,0,0,54,1,44,1,8,48,1,38,1,8,1,0,1,0,0,3,0,3,0,0,2,0,2,0,0,18,1,17,0,0
95DD06,944,175,736,7,26,836,143,670,6,17,524,77,433,4,10,312,66,237,2,7,1,0,1,0,0,5,1,3,0,1,5,1,3,0,1,0,0,0,0,0,84,30,45,1,8,75,25,42,1,7,0,0,0,0,0,9,5,3,0,1,0,0,0,0,0,18,1,17,0,0
95DD07,1412,74,1279,8,51,990,40,914,4,32,565,14,532,4,15,425,26,382,0,17,9,0,9,0,0,153,5,144,2,2,113,5,104,2,2,40,0,40,0,0,208,29,160,2,17,191,28,146,2,15,1,0,1,0,0,11,0,11,0,0,5,1,2,0,2,52,0,52,0,0
95DD08,1041,382,594,9,56,420,147,259,3,11,268,94,166,1,7,152,53,93,2,4,7,2,5,0,0,202,63,131,2,6,127,47,77,0,3,75,16,54,2,3,374,160,173,4,37,334,150,144,4,36,0,0,0,0,0,32,9,23,0,0,8,1,6,0,1,38,10,26,0,2
95DD09,929,59,843,3,24,796,44,734,2,16,486,13,463,1,9,310,31,271,1,7,1,0,1,0,0,22,1,21,0,0,22,1,21,0,0,0,0,0,0,0,87,12,67,0,8,73,12,53,0,8,1,0,1,0,0,13,0,13,0,0,0,0,0,0,0,23,2,20,1,0
95DD10,1180,44,1084,15,37,774,26,722,7,19,434,15,410,3,6,340,11,312,4,13,5,0,5,0,0,233,7,212,4,10,176,5,159,3,9,57,2,53,1,1,137,11,116,3,7,128,11,108,3,6,0,0,0,0,0,8,0,7,0,1,1,0,1,0,0,31,0,29,1,1
95DD11,955,527,381,4,43,405,212,178,2,13,149,70,75,0,4,256,142,103,2,9,5,5,0,0,0,298,169,119,0,10,245,157,80,0,8,53,12,39,0,2,222,129,71,2,20,203,120,62,2,19,1,0,1,0,0,12,5,6,0,1,6,4,2,0,0,25,12,13,0,0
95DD12,890,116,739,6,29,777,106,646,6,19,481,50,422,5,4,296,56,224,1,15,0,0,0,0,0,22,2,17,0,3,20,2,15,0,3,2,0,2,0,0,56,6,46,0,4,47,6,37,0,4,1,0,1,0,0,7,0,7,0,0,1,0,1,0,0,35,2,30,0,3
95DD13,741,399,305,5,32,450,246,187,1,16,250,128,117,1,4,200,118,70,0,12,4,3,1,0,0,124,63,56,1,4,111,54,53,1,3,13,9,3,0,1,143,79,51,2,11,130,73,48,0,9,1,1,0,0,0,11,5,3,1,2,1,0,0,1,0,20,8,10,1,1
95DD14,1233,81,1103,12,37,1045,62,941,9,33,504,20,473,6,5,541,42,468,3,28,8,0,7,1,0,43,1,42,0,0,39,1,38,0,0,4,0,4,0,0,115,17,95,0,3,107,16,88,0,3,0,0,0,0,0,6,0,6,0,0,2,1,1,0,0,22,1,18,2,1
95DD15,1174,662,484,10,18,945,514,413,5,13,473,233,236,3,1,472,281,177,2,12,3,1,2,0,0,50,35,14,1,0,46,33,13,0,0,4,2,1,1,0,147,94,45,4,4,126,81,37,4,4,0,0,0,0,0,19,13,6,0,0,2,0,2,0,0,29,18,10,0,1
95DD16,1019,120,857,9,33,894,104,757,8,25,501,64,428,4,5,393,40,329,4,20,3,0,3,0,0,15,1,14,0,0,15,1,14,0,0,0,0,0,0,0,81,13,61,1,6,63,11,45,1,6,2,0,2,0,0,16,2,14,0,0,0,0,0,0,0,26,2,22,0,2
95DD17,1148,409,703,7,29,990,366,595,6,23,496,180,307,3,6,494,186,288,3,17,6,0,3,0,3,28,9,19,0,0,26,7,19,0,0,2,2,0,0,0,83,27,53,1,2,74,24,47,1,2,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,41,7,33,0,1
95DD18,873,70,749,13,41,532,25,481,5,21,322,5,308,3,6,210,20,173,2,15,8,0,8,0,0,92,5,83,2,2,89,5,81,2,1,3,0,2,0,1,213,40,151,5,17,205,40,144,5,16,0,0,0,0,0,5,0,5,0,0,3,0,2,0,1,28,0,26,1,1
95DD19,1275,68,1158,7,42,970,46,888,6,30,434,16,408,3,7,536,30,480,3,23,7,1,6,0,0,114,3,106,0,5,114,3,106,0,5,0,0,0,0,0,143,16,119,1,7,132,15,109,1,7,1,1,0,0,0,10,0,10,0,0,0,0,0,0,0,41,2,39,0,0
95DD20,826,61,719,6,40,369,23,332,2,12,211,8,197,0,6,158,15,135,2,6,5,0,5,0,0,307,25,265,3,14,288,22,250,2,14,19,3,15,1,0,117,12,94,1,10,108,11,86,1,10,0,0,0,0,0,9,1,8,0,0,0,0,0,0,0,28,1,23,0,4
95DD21,891,281,564,9,37,588,171,399,7,11,323,88,229,4,2,265,83,170,3,9,7,4,3,0,0,19,3,15,1,0,17,2,14,1,0,2,1,1,0,0,253,99,129,1,24,237,95,117,1,24,1,1,0,0,0,12,2,10,0,0,3,1,2,0,0,24,4,18,0,2
95DD22,1156,380,746,10,20,852,254,579,6,13,498,121,368,3,6,354,133,211,3,7,1,0,1,0,0,110,48,59,2,1,74,32,40,2,0,36,16,19,0,1,143,65,71,1,6,124,57,63,1,3,1,1,0,0,0,15,4,8,0,3,3,3,0,0,0,50,13,36,1,0
95DD23,881,110,740,8,23,740,91,630,7,12,492,57,424,4,7,248,34,206,3,5,3,2,1,0,0,8,0,8,0,0,7,0,7,0,0,1,0,1,0,0,97,12,74,1,10,86,7,69,1,9,2,1,1,0,0,9,4,4,0,1,0,0,0,0,0,33,5,27,0,1
