GeographyCode,DC2418NI0001,DC2418NI0002,DC2418NI0003,DC2418NI0004,DC2418NI0005,DC2418NI0006,DC2418NI0007,DC2418NI0008,DC2418NI0009,DC2418NI0010,DC2418NI0011,DC2418NI0012,DC2418NI0013,DC2418NI0014,DC2418NI0015,DC2418NI0016,DC2418NI0017,DC2418NI0018,DC2418NI0019,DC2418NI0020,DC2418NI0021,DC2418NI0022,DC2418NI0023,DC2418NI0024,DC2418NI0025,DC2418NI0026,DC2418NI0027,DC2418NI0028,DC2418NI0029,DC2418NI0030,DC2418NI0031,DC2418NI0032,DC2418NI0033,DC2418NI0034,DC2418NI0035,DC2418NI0036,DC2418NI0037,DC2418NI0038,DC2418NI0039,DC2418NI0040,DC2418NI0041,DC2418NI0042,DC2418NI0043,DC2418NI0044,DC2418NI0045,DC2418NI0046,DC2418NI0047,DC2418NI0048,DC2418NI0049,DC2418NI0050,DC2418NI0051,DC2418NI0052,DC2418NI0053,DC2418NI0054,DC2418NI0055,DC2418NI0056,DC2418NI0057,DC2418NI0058,DC2418NI0059,DC2418NI0060,DC2418NI0061,DC2418NI0062,DC2418NI0063,DC2418NI0064,DC2418NI0065,DC2418NI0066,DC2418NI0067,DC2418NI0068,DC2418NI0069,DC2418NI0070,DC2418NI0071,DC2418NI0072,DC2418NI0073,DC2418NI0074,DC2418NI0075,DC2418NI0076,DC2418NI0077,DC2418NI0078,DC2418NI0079,DC2418NI0080,DC2418NI0081,DC2418NI0082,DC2418NI0083,DC2418NI0084,DC2418NI0085,DC2418NI0086,DC2418NI0087,DC2418NI0088,DC2418NI0089,DC2418NI0090,DC2418NI0091,DC2418NI0092,DC2418NI0093,DC2418NI0094,DC2418NI0095,DC2418NI0096,DC2418NI0097,DC2418NI0098,DC2418NI0099,DC2418NI0100,DC2418NI0101,DC2418NI0102,DC2418NI0103,DC2418NI0104,DC2418NI0105,DC2418NI0106,DC2418NI0107,DC2418NI0108,DC2418NI0109,DC2418NI0110,DC2418NI0111,DC2418NI0112,DC2418NI0113,DC2418NI0114,DC2418NI0115,DC2418NI0116,DC2418NI0117,DC2418NI0118,DC2418NI0119,DC2418NI0120,DC2418NI0121,DC2418NI0122,DC2418NI0123,DC2418NI0124,DC2418NI0125,DC2418NI0126,DC2418NI0127,DC2418NI0128,DC2418NI0129,DC2418NI0130,DC2418NI0131,DC2418NI0132,DC2418NI0133,DC2418NI0134,DC2418NI0135,DC2418NI0136,DC2418NI0137,DC2418NI0138,DC2418NI0139,DC2418NI0140
95AA11,1993,678,888,476,273,43,96,20,281,126,1531,498,736,402,224,38,72,13,195,89,478,131,257,141,75,12,29,3,45,42,1053,367,479,261,149,26,43,10,150,47,14,8,5,3,0,0,2,0,1,0,100,26,52,23,20,2,7,1,12,9,63,21,26,11,13,1,1,1,10,5,37,5,26,12,7,1,6,0,2,4,308,130,79,38,24,3,14,6,70,23,283,114,73,36,22,3,12,6,68,22,2,0,1,1,0,0,0,0,1,0,17,12,3,0,1,0,2,0,1,1,6,4,2,1,1,0,0,0,0,0,40,16,16,10,5,0,1,0,3,5
95AA12,971,37,772,545,132,14,81,5,110,47,837,27,674,476,110,11,77,4,92,40,420,8,350,262,49,5,34,1,33,28,417,19,324,214,61,6,43,3,59,12,1,0,1,1,0,0,0,0,0,0,33,2,27,19,8,0,0,0,3,1,22,2,18,16,2,0,0,0,1,1,11,0,9,3,6,0,0,0,2,0,64,5,41,25,10,3,3,1,14,3,56,5,35,19,10,3,3,1,13,2,0,0,0,0,0,0,0,0,0,0,8,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,36,3,29,24,4,0,1,0,1,3
95AA13,1239,747,312,187,81,6,38,4,82,94,845,534,199,119,49,5,26,4,50,58,342,188,107,75,18,1,13,1,17,29,503,346,92,44,31,4,13,3,33,29,5,2,2,1,1,0,0,0,0,1,116,42,54,32,13,1,8,0,7,13,57,24,23,19,4,0,0,0,3,7,59,18,31,13,9,1,8,0,4,6,244,153,47,27,16,0,4,0,23,21,222,139,42,24,14,0,4,0,21,20,0,0,0,0,0,0,0,0,0,0,16,11,3,1,2,0,0,0,2,0,6,3,2,2,0,0,0,0,0,1,29,16,10,8,2,0,0,0,2,1
95AA14,779,234,443,308,64,9,62,5,53,44,706,217,406,281,61,7,57,4,46,33,425,113,259,187,35,4,33,3,21,29,281,104,147,94,26,3,24,1,25,4,1,0,0,0,0,0,0,0,1,0,4,0,4,3,0,0,1,0,0,0,3,0,3,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,49,14,20,14,2,1,3,1,6,8,42,12,18,12,2,1,3,0,5,7,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,19,3,13,10,1,1,1,0,0,3
95AA15,1595,618,616,335,171,25,85,29,248,84,973,329,439,249,120,15,55,17,143,45,230,70,123,75,34,5,9,2,24,11,743,259,316,174,86,10,46,15,119,34,24,13,7,4,2,0,1,0,2,2,280,121,89,40,29,7,13,5,49,16,279,121,89,40,29,7,13,5,48,16,1,0,0,0,0,0,0,0,1,0,286,137,74,40,17,2,15,6,50,19,262,129,64,33,15,1,15,5,45,19,5,0,2,1,0,1,0,1,2,0,18,8,7,5,2,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,32,18,7,2,3,1,1,1,4,2
95AA16,832,127,533,298,168,15,52,6,111,55,447,61,322,190,98,10,24,3,41,20,183,27,135,76,49,2,8,1,13,7,264,34,187,114,49,8,16,2,28,13,6,1,4,1,2,1,0,0,1,0,207,22,133,73,41,2,17,1,30,21,204,22,132,73,40,2,17,1,29,20,3,0,1,0,1,0,0,0,1,1,148,42,55,27,17,2,9,2,39,10,139,42,50,24,17,2,7,2,35,10,2,0,2,1,0,0,1,0,0,0,6,0,2,1,0,0,1,0,4,0,1,0,1,1,0,0,0,0,0,0,24,1,19,7,10,0,2,0,0,4
95AA17,855,264,371,171,139,18,43,11,132,77,583,188,258,127,88,16,27,5,81,51,195,56,98,50,33,8,7,1,20,20,388,132,160,77,55,8,20,4,61,31,15,3,4,2,2,0,0,0,5,3,158,33,81,30,40,0,11,3,28,13,141,26,74,26,38,0,10,3,26,12,17,7,7,4,2,0,1,0,2,1,78,34,18,7,6,2,3,2,17,7,70,34,13,6,4,2,1,2,16,5,1,0,1,0,0,0,1,0,0,0,5,0,3,0,2,0,1,0,0,2,2,0,1,1,0,0,0,0,1,0,21,6,10,5,3,0,2,1,1,3
95AA18,1004,100,696,443,159,23,71,17,131,60,840,80,605,387,140,19,59,6,100,49,519,38,406,271,90,11,34,1,45,29,321,42,199,116,50,8,25,5,55,20,2,0,2,1,0,1,0,0,0,0,10,1,7,5,2,0,0,1,1,0,8,1,6,5,1,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,128,19,59,31,15,3,10,9,30,11,109,16,48,23,14,2,9,9,26,10,3,1,0,0,0,0,0,0,2,0,15,2,11,8,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,24,0,23,19,2,0,2,1,0,0
95AA19,832,712,58,31,14,0,13,0,16,46,603,522,45,28,9,0,8,0,10,26,339,284,34,21,5,0,8,0,5,16,264,238,11,7,4,0,0,0,5,10,1,1,0,0,0,0,0,0,0,0,110,93,3,1,1,0,1,0,2,12,99,84,2,1,1,0,0,0,1,12,11,9,1,0,0,0,1,0,1,0,92,74,8,1,4,0,3,0,3,7,71,55,7,1,4,0,2,0,3,6,4,3,1,0,0,0,1,0,0,0,14,13,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,26,22,2,1,0,0,1,0,1,1
95BB01,1307,133,938,609,162,51,116,15,158,63,1145,111,835,531,151,48,105,11,140,48,488,58,351,236,55,16,44,3,48,28,657,53,484,295,96,32,61,8,92,20,3,1,2,1,0,0,1,0,0,0,70,12,41,36,3,1,1,2,4,11,68,11,40,35,3,1,1,2,4,11,2,1,1,1,0,0,0,0,0,0,64,4,41,28,6,1,6,2,13,4,59,4,37,27,6,0,4,2,12,4,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,25,5,19,13,2,1,3,0,1,0
95BB02,1126,78,782,435,206,56,85,12,160,94,588,41,422,237,113,26,46,4,79,42,330,24,247,143,65,14,25,3,27,29,258,17,175,94,48,12,21,1,52,13,12,0,6,3,2,0,1,0,6,0,345,17,243,127,64,22,30,4,46,35,267,13,180,98,42,15,25,3,41,30,78,4,63,29,22,7,5,1,5,5,127,16,75,44,21,5,5,4,22,10,99,11,58,36,13,5,4,3,18,9,1,1,0,0,0,0,0,0,0,0,17,4,9,5,4,0,0,0,3,1,10,0,8,3,4,0,1,1,1,0,54,4,36,24,6,3,3,0,7,7
95BB03,1776,77,1324,677,404,69,174,20,261,94,1260,53,941,494,267,57,123,15,192,59,657,22,506,264,137,34,71,6,85,38,603,31,435,230,130,23,52,9,107,21,22,0,15,5,6,1,3,0,5,2,221,9,172,79,73,5,15,2,24,14,183,8,142,64,62,2,14,2,19,12,38,1,30,15,11,3,1,0,5,2,227,12,163,82,49,6,26,2,35,15,200,12,143,72,40,6,25,2,31,12,2,0,2,0,2,0,0,0,0,0,21,0,15,8,6,0,1,0,3,3,4,0,3,2,1,0,0,0,1,0,46,3,33,17,9,0,7,1,5,4
95BB04,1307,78,939,514,219,86,120,9,188,93,1019,50,758,413,174,68,103,6,146,59,598,21,484,277,109,44,54,2,52,39,421,29,274,136,65,24,49,4,94,20,8,1,4,2,0,0,2,0,3,0,117,8,85,49,19,11,6,0,12,12,90,6,65,37,14,10,4,0,9,10,27,2,20,12,5,1,2,0,3,2,129,17,62,34,19,3,6,3,25,22,114,17,55,30,18,3,4,3,21,18,0,0,0,0,0,0,0,0,0,0,11,0,5,3,1,0,1,0,2,4,4,0,2,1,0,0,1,0,2,0,34,2,30,16,7,4,3,0,2,0
95BB05,1318,35,999,569,261,49,120,15,189,80,1045,25,797,465,199,37,96,7,149,67,521,9,412,251,105,18,38,2,61,37,524,16,385,214,94,19,58,5,88,30,7,0,5,3,2,0,0,0,2,0,108,2,91,47,36,3,5,1,11,3,96,2,82,42,33,3,4,1,8,3,12,0,9,5,3,0,1,0,3,0,118,2,79,41,14,8,16,5,23,9,108,2,72,37,12,8,15,4,22,8,0,0,0,0,0,0,0,0,0,0,9,0,7,4,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,40,6,27,13,10,1,3,2,4,1
95BB06,1518,137,992,598,222,67,105,29,241,119,675,63,441,275,100,25,41,15,98,58,338,35,237,154,53,13,17,4,27,35,337,28,204,121,47,12,24,11,71,23,23,2,12,7,3,1,1,0,8,1,420,30,312,192,70,20,30,6,38,34,288,19,209,130,50,12,17,5,31,24,132,11,103,62,20,8,13,1,7,10,352,35,199,111,45,16,27,7,90,21,324,32,184,104,41,14,25,7,83,18,1,0,1,0,0,0,1,0,0,0,25,3,12,6,4,1,1,0,7,3,2,0,2,1,0,1,0,0,0,0,48,7,28,13,4,5,6,1,7,5
95BB07,1315,42,975,605,197,68,105,14,196,88,795,18,618,404,119,39,56,9,104,46,408,6,339,216,72,23,28,2,34,27,387,12,279,188,47,16,28,7,70,19,8,0,5,4,0,0,1,0,2,1,276,7,207,110,47,19,31,3,36,23,126,4,92,50,20,10,12,1,18,11,150,3,115,60,27,9,19,2,18,12,186,15,107,62,23,10,12,2,52,10,170,15,95,56,22,8,9,2,48,10,3,0,2,0,0,0,2,0,1,0,9,0,6,5,1,0,0,0,3,0,4,0,4,1,0,2,1,0,0,0,50,2,38,25,8,0,5,0,2,8
95BB08,1068,48,801,513,159,52,77,12,150,57,716,18,557,368,104,33,52,6,106,29,291,6,244,157,52,14,21,0,27,14,425,12,313,211,52,19,31,6,79,15,11,2,5,5,0,0,0,0,3,1,211,9,163,95,43,11,14,3,20,16,209,8,162,94,43,11,14,3,20,16,2,1,1,1,0,0,0,0,0,0,85,18,44,29,6,4,5,3,15,5,76,18,38,23,6,4,5,3,13,4,1,0,0,0,0,0,0,0,1,0,8,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,45,1,32,16,6,4,6,0,6,6
95BB09,1253,45,914,573,196,47,98,4,221,69,1009,29,776,503,159,38,76,3,154,47,529,11,419,277,84,19,39,3,64,32,480,18,357,226,75,19,37,0,90,15,6,0,2,0,2,0,0,0,2,2,35,0,23,14,5,3,1,0,7,5,19,0,13,9,2,2,0,0,5,1,16,0,10,5,3,1,1,0,2,4,181,14,98,47,29,6,16,1,55,13,159,12,84,39,23,6,16,1,50,12,7,1,4,2,2,0,0,0,1,1,15,1,10,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,2,15,9,1,0,5,0,3,2
95BB10,1509,71,1046,518,323,114,91,18,279,95,1079,41,774,393,231,83,67,6,202,56,599,15,462,247,130,52,33,4,83,35,480,26,312,146,101,31,34,2,119,21,8,0,3,0,2,0,1,2,3,0,174,7,135,66,42,18,9,5,17,10,123,4,93,47,29,13,4,5,14,7,51,3,42,19,13,5,5,0,3,3,214,22,104,49,32,10,13,4,55,29,195,17,96,46,29,10,11,3,53,26,2,2,0,0,0,0,0,0,0,0,16,2,8,3,3,0,2,1,2,3,1,1,0,0,0,0,0,0,0,0,34,1,30,10,16,3,1,1,2,0
95BB11,1338,49,990,521,299,86,84,12,204,83,919,31,688,350,220,56,62,7,137,56,453,13,362,188,112,31,31,2,49,27,466,18,326,162,108,25,31,5,88,29,11,0,7,3,2,1,1,0,2,2,280,11,208,115,60,21,12,3,41,17,250,9,188,100,56,20,12,3,36,14,30,2,20,15,4,1,0,0,5,3,94,5,63,38,12,7,6,2,19,5,80,3,52,33,9,5,5,2,18,5,1,1,0,0,0,0,0,0,0,0,12,1,10,5,2,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,34,2,24,15,5,1,3,0,5,3
95BB12,1130,99,741,410,191,60,80,16,196,78,703,47,483,261,128,41,53,12,118,43,367,22,280,154,70,28,28,2,41,22,336,25,203,107,58,13,25,10,77,21,12,2,6,3,0,1,2,0,2,2,264,25,168,98,47,12,11,2,47,22,250,24,159,96,42,12,9,2,45,20,14,1,9,2,5,0,2,0,2,2,127,24,64,34,13,5,12,2,27,10,114,24,56,30,10,5,11,2,22,10,3,0,2,0,2,0,0,0,1,0,9,0,5,4,0,0,1,0,4,0,1,0,1,0,1,0,0,0,0,0,24,1,20,14,3,1,2,0,2,1
95BB13,1687,89,1188,657,282,98,151,21,292,97,1240,66,891,488,215,72,116,16,204,63,511,23,396,233,89,22,52,4,57,31,729,43,495,255,126,50,64,12,147,32,17,2,11,7,1,0,3,0,4,0,284,8,193,99,54,14,26,5,52,26,256,7,172,89,47,12,24,5,49,23,28,1,21,10,7,2,2,0,3,3,105,11,61,42,10,6,3,0,29,4,95,10,55,38,8,6,3,0,26,4,2,0,2,2,0,0,0,0,0,0,6,1,3,1,2,0,0,0,2,0,2,0,1,1,0,0,0,0,1,0,41,2,32,21,2,6,3,0,3,4
95BB14,1172,45,815,513,207,29,66,17,237,58,1024,37,735,466,185,27,57,14,187,51,561,18,423,273,103,14,33,10,80,30,463,19,312,193,82,13,24,4,107,21,2,1,1,0,1,0,0,0,0,0,30,0,23,14,5,0,4,2,4,1,29,0,22,14,5,0,3,2,4,1,1,0,1,0,0,0,1,0,0,0,89,5,38,20,12,2,4,1,42,3,81,5,34,19,11,2,2,1,38,3,1,0,0,0,0,0,0,0,1,0,7,0,4,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,27,2,18,13,4,0,1,0,4,3
95BB15,1287,648,398,210,122,20,46,6,147,88,946,466,305,164,90,16,35,4,107,64,456,222,156,92,43,4,17,1,43,34,490,244,149,72,47,12,18,3,64,30,3,3,0,0,0,0,0,0,0,0,122,66,32,15,12,2,3,0,12,12,121,66,31,14,12,2,3,0,12,12,1,0,1,1,0,0,0,0,0,0,183,97,47,23,14,2,8,2,27,10,159,81,43,20,13,2,8,2,24,9,0,0,0,0,0,0,0,0,0,0,22,15,3,2,1,0,0,0,3,1,2,1,1,1,0,0,0,0,0,0,33,16,14,8,6,0,0,0,1,2
95BB16,1176,40,879,558,208,33,80,6,187,64,1054,32,796,505,192,27,72,4,165,57,636,17,504,331,115,11,47,2,77,36,418,15,292,174,77,16,25,2,88,21,4,0,2,1,1,0,0,0,1,1,30,0,25,21,3,1,0,0,4,1,29,0,24,20,3,1,0,0,4,1,1,0,1,1,0,0,0,0,0,0,78,8,48,27,10,5,6,2,16,4,69,7,43,24,9,5,5,2,14,3,1,1,0,0,0,0,0,0,0,0,8,0,5,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,10,0,8,4,2,0,2,0,1,1
95BB17,1399,72,951,517,236,69,129,8,281,87,1043,61,721,404,167,55,95,4,192,65,403,13,291,164,65,22,40,2,64,33,640,48,430,240,102,33,55,2,128,32,27,1,17,10,6,1,0,1,8,0,180,4,125,61,34,9,21,0,38,13,176,4,124,61,34,8,21,0,35,13,4,0,1,0,0,1,0,0,3,0,129,6,73,38,22,3,10,3,40,7,120,5,68,35,21,2,10,2,38,7,0,0,0,0,0,0,0,0,0,0,9,1,5,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,20,0,15,4,7,1,3,0,3,2
95BB18,1638,54,1197,660,287,102,148,14,273,100,1277,39,936,518,216,82,120,10,220,72,528,8,399,221,92,37,49,4,78,39,749,31,537,297,124,45,71,6,142,33,7,1,4,2,1,0,1,0,1,1,144,3,113,62,34,8,9,1,15,12,120,3,95,55,29,6,5,0,13,9,24,0,18,7,5,2,4,1,2,3,182,11,121,66,31,11,13,2,34,14,167,10,112,61,29,10,12,2,31,12,0,0,0,0,0,0,0,0,0,0,11,1,5,3,1,1,0,0,3,2,4,0,4,2,1,0,1,0,0,0,28,0,23,12,5,1,5,1,3,1
95BB19,1724,106,1250,662,299,121,168,11,271,86,1514,80,1132,596,272,114,150,9,224,69,508,28,409,211,112,43,43,5,46,20,1006,52,723,385,160,71,107,4,178,49,13,2,5,4,1,0,0,0,5,1,50,2,39,26,7,2,4,0,3,6,49,1,39,26,7,2,4,0,3,6,1,1,0,0,0,0,0,0,0,0,134,22,62,32,17,4,9,2,38,10,114,20,51,27,15,2,7,1,34,8,0,0,0,0,0,0,0,0,0,0,20,2,11,5,2,2,2,1,4,2,0,0,0,0,0,0,0,0,0,0,13,0,12,4,2,1,5,0,1,0
95BB20,1290,937,182,74,69,22,17,4,101,66,858,616,133,56,54,13,10,1,65,43,418,280,83,36,30,10,7,0,28,27,440,336,50,20,24,3,3,1,37,16,6,6,0,0,0,0,0,0,0,0,190,156,11,4,4,2,1,2,10,11,162,141,5,1,3,1,0,1,8,7,28,15,6,3,1,1,1,1,2,4,189,123,32,12,7,7,6,1,22,11,166,107,28,11,7,5,5,1,21,9,0,0,0,0,0,0,0,0,0,0,20,16,2,1,0,1,0,0,0,2,3,0,2,0,0,1,1,0,1,0,47,36,6,2,4,0,0,0,4,1
95BB21,1821,165,1250,614,269,107,260,18,272,116,1447,138,1003,495,209,83,216,14,211,81,618,49,450,220,98,42,90,6,70,43,829,89,553,275,111,41,126,8,141,38,15,0,13,7,4,1,1,0,2,0,114,4,91,37,26,10,18,1,11,7,108,3,87,36,24,10,17,1,10,7,6,1,4,1,2,0,1,0,1,0,212,21,118,65,23,10,20,3,46,24,177,18,101,56,19,9,17,1,38,19,1,0,1,1,0,0,0,0,0,0,31,2,15,8,4,1,2,2,8,4,3,1,1,0,0,0,1,0,0,1,33,2,25,10,7,3,5,0,2,4
