GeographyCode,DC2417NI0001,DC2417NI0002,DC2417NI0003,DC2417NI0004,DC2417NI0005,DC2417NI0006,DC2417NI0007,DC2417NI0008,DC2417NI0009,DC2417NI0010,DC2417NI0011,DC2417NI0012,DC2417NI0013,DC2417NI0014,DC2417NI0015,DC2417NI0016,DC2417NI0017,DC2417NI0018,DC2417NI0019,DC2417NI0020,DC2417NI0021,DC2417NI0022,DC2417NI0023,DC2417NI0024,DC2417NI0025,DC2417NI0026,DC2417NI0027,DC2417NI0028,DC2417NI0029,DC2417NI0030,DC2417NI0031,DC2417NI0032,DC2417NI0033,DC2417NI0034,DC2417NI0035,DC2417NI0036,DC2417NI0037,DC2417NI0038,DC2417NI0039,DC2417NI0040,DC2417NI0041,DC2417NI0042,DC2417NI0043,DC2417NI0044,DC2417NI0045,DC2417NI0046,DC2417NI0047,DC2417NI0048,DC2417NI0049,DC2417NI0050,DC2417NI0051,DC2417NI0052,DC2417NI0053,DC2417NI0054,DC2417NI0055,DC2417NI0056,DC2417NI0057,DC2417NI0058,DC2417NI0059,DC2417NI0060,DC2417NI0061,DC2417NI0062,DC2417NI0063,DC2417NI0064,DC2417NI0065,DC2417NI0066,DC2417NI0067,DC2417NI0068,DC2417NI0069,DC2417NI0070,DC2417NI0071,DC2417NI0072,DC2417NI0073,DC2417NI0074,DC2417NI0075,DC2417NI0076,DC2417NI0077,DC2417NI0078,DC2417NI0079,DC2417NI0080,DC2417NI0081,DC2417NI0082,DC2417NI0083,DC2417NI0084,DC2417NI0085,DC2417NI0086,DC2417NI0087,DC2417NI0088,DC2417NI0089,DC2417NI0090,DC2417NI0091,DC2417NI0092,DC2417NI0093,DC2417NI0094,DC2417NI0095,DC2417NI0096,DC2417NI0097,DC2417NI0098,DC2417NI0099,DC2417NI0100,DC2417NI0101,DC2417NI0102,DC2417NI0103,DC2417NI0104,DC2417NI0105,DC2417NI0106,DC2417NI0107,DC2417NI0108,DC2417NI0109,DC2417NI0110,DC2417NI0111,DC2417NI0112,DC2417NI0113,DC2417NI0114,DC2417NI0115,DC2417NI0116,DC2417NI0117,DC2417NI0118,DC2417NI0119,DC2417NI0120,DC2417NI0121,DC2417NI0122,DC2417NI0123,DC2417NI0124,DC2417NI0125
95AA11,5129,2034,2590,59,446,3017,1108,1647,29,233,1250,562,568,10,110,623,247,292,16,68,239,117,83,4,35,4138,1567,2210,46,315,2734,988,1523,23,200,950,425,457,6,62,359,111,196,15,37,95,43,34,2,16,128,50,65,3,10,18,5,11,2,0,56,20,30,1,5,32,14,18,0,0,22,11,6,0,5,53,9,40,0,4,9,1,8,0,0,18,0,14,0,4,22,7,15,0,0,4,1,3,0,0,810,408,275,10,117,256,114,105,4,33,226,117,67,3,39,210,115,63,1,31,118,62,40,2,14
95AA12,2775,197,2395,23,160,2293,146,2006,16,125,229,25,188,6,10,162,20,118,0,24,91,6,83,1,1,2492,173,2164,18,137,2149,135,1886,16,112,163,16,137,1,9,105,16,74,0,15,75,6,67,1,1,37,3,34,0,0,10,1,9,0,0,11,2,9,0,0,13,0,13,0,0,3,0,3,0,0,34,3,24,0,7,8,2,2,0,4,7,0,7,0,0,14,1,10,0,3,5,0,5,0,0,212,18,173,5,16,126,8,109,0,9,48,7,35,5,1,30,3,21,0,6,8,0,8,0,0
95AA13,3268,2271,841,10,146,1713,1180,454,6,73,705,502,173,1,29,569,375,157,2,35,281,214,57,1,9,2453,1766,592,7,88,1502,1062,384,4,52,487,360,108,1,18,337,235,84,2,16,127,109,16,0,2,82,37,41,0,4,18,8,9,0,1,23,7,13,0,3,33,19,14,0,0,8,3,5,0,0,102,48,48,0,6,8,1,7,0,0,10,5,5,0,0,66,34,28,0,4,18,8,8,0,2,631,420,160,3,48,185,109,54,2,20,185,130,47,0,8,133,87,31,0,15,128,94,28,1,5
95AA14,2302,859,1343,13,87,1764,630,1045,11,78,284,95,183,2,4,143,77,63,0,3,111,57,52,0,2,2110,795,1233,12,70,1660,600,987,10,63,244,83,155,2,4,115,64,50,0,1,91,48,41,0,2,7,0,7,0,0,2,0,2,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,184,64,102,1,17,102,30,56,1,15,38,12,26,0,0,24,13,9,0,2,20,9,11,0,0
95AA15,4102,1726,1832,105,439,1796,678,948,20,150,1273,546,526,47,154,671,301,251,30,89,362,201,107,8,46,2673,1013,1359,68,233,1462,536,801,15,110,766,290,374,28,74,312,112,138,25,37,133,75,46,0,12,588,287,202,16,83,109,47,46,3,13,228,116,66,10,36,163,72,61,2,28,88,52,29,1,6,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,839,426,271,21,121,225,95,101,2,27,277,140,86,9,42,196,117,52,3,24,141,74,32,7,28
95AA16,1807,344,1276,14,173,671,106,529,5,31,580,129,373,5,73,397,76,280,3,38,159,33,94,1,31,1028,147,823,7,51,488,65,410,2,11,298,60,216,4,18,180,15,149,1,15,62,7,48,0,7,370,54,261,2,53,77,13,62,0,2,139,21,93,0,25,125,20,86,2,17,29,0,20,0,9,8,0,2,0,6,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,6,0,0,0,6,401,143,190,5,63,106,28,57,3,18,142,48,63,1,30,91,41,44,0,6,62,26,26,1,9
95AA17,2142,813,1067,27,235,892,298,526,14,54,661,282,286,3,90,404,148,176,9,71,185,85,79,1,20,1567,608,801,17,141,755,263,438,12,42,474,206,207,3,58,248,104,112,2,30,90,35,44,0,11,308,78,175,6,49,68,11,52,2,3,111,34,58,0,19,83,17,42,4,20,46,16,23,0,7,18,8,10,0,0,0,0,0,0,0,3,0,3,0,0,9,4,5,0,0,6,4,2,0,0,249,119,81,4,45,69,24,36,0,9,73,42,18,0,13,64,23,17,3,21,43,30,10,1,2
95AA18,2373,326,1843,35,169,1804,239,1429,15,121,317,38,242,9,28,144,32,99,6,7,108,17,73,5,13,2044,281,1623,18,122,1677,229,1335,13,100,241,31,189,3,18,79,16,61,2,0,47,5,38,0,4,28,4,18,0,6,0,0,0,0,0,0,0,0,0,0,15,4,8,0,3,13,0,10,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,298,41,200,16,41,127,10,94,2,21,76,7,53,6,10,47,12,28,3,4,48,12,25,5,6
95AA19,2645,2388,216,6,35,1441,1282,138,4,17,418,381,28,0,9,391,361,25,2,3,395,364,25,0,6,2041,1861,159,4,17,1282,1151,117,4,10,274,249,23,0,2,230,218,12,0,0,255,243,7,0,5,241,226,11,2,2,28,21,6,0,1,72,71,1,0,0,76,70,3,2,1,65,64,1,0,0,33,30,3,0,0,4,4,0,0,0,9,9,0,0,0,12,9,3,0,0,8,8,0,0,0,330,271,43,0,16,127,106,15,0,6,63,52,4,0,7,73,64,7,0,2,67,49,17,0,1
95BB01,3609,405,2894,25,285,2341,227,1950,20,144,755,82,603,4,66,366,50,258,1,57,147,46,83,0,18,3264,355,2649,21,239,2242,212,1878,19,133,655,66,529,2,58,266,40,186,0,40,101,37,56,0,8,140,25,94,2,19,21,4,17,0,0,40,7,30,2,1,57,9,37,0,11,22,5,10,0,7,3,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,202,23,150,2,27,78,11,55,1,11,57,7,43,0,7,43,1,35,1,6,24,4,17,0,3
95BB02,2334,223,1869,33,209,1060,101,885,6,68,591,46,467,11,67,466,55,340,13,58,217,21,177,3,16,1375,129,1120,18,108,856,78,729,5,44,289,22,232,0,35,161,20,103,12,26,69,9,56,1,3,474,26,389,3,56,78,8,61,1,8,157,10,134,1,12,188,7,154,1,26,51,1,40,0,10,116,6,103,1,6,9,0,7,0,2,22,0,20,0,2,28,2,26,0,0,57,4,50,1,2,369,62,257,11,39,117,15,88,0,14,123,14,81,10,18,89,26,57,0,6,40,7,31,1,1
95BB03,4217,232,3562,53,370,2326,128,2004,24,170,999,57,819,17,106,618,28,517,6,67,274,19,222,6,27,3153,177,2691,42,243,2039,106,1761,23,149,674,35,571,12,56,298,21,250,2,25,142,15,109,5,13,379,16,333,2,28,55,3,51,0,1,120,9,103,2,6,135,3,115,0,17,69,1,64,0,4,70,1,55,1,13,5,0,5,0,0,26,0,22,0,4,32,0,27,0,5,7,1,1,1,4,615,38,483,8,86,227,19,187,1,20,179,13,123,3,40,153,4,125,4,20,56,2,48,0,6
95BB04,3009,218,2508,24,259,2075,126,1796,17,136,463,36,370,4,53,355,34,276,1,44,116,22,66,2,26,2460,156,2099,19,186,1919,106,1678,15,120,301,23,245,1,32,183,16,148,1,18,57,11,28,2,16,159,11,134,0,14,16,4,11,0,1,59,3,52,0,4,65,3,55,0,7,19,1,16,0,2,45,2,37,1,5,4,0,4,0,0,11,1,7,1,2,26,1,22,0,3,4,0,4,0,0,345,49,238,4,54,136,16,103,2,15,92,9,66,2,15,81,14,51,0,16,36,10,18,0,8
95BB05,3401,111,2947,54,289,2233,61,1979,39,154,692,33,581,7,71,343,11,278,6,48,133,6,109,2,16,2773,84,2447,36,206,2010,54,1804,28,124,476,23,400,5,48,216,4,180,3,29,71,3,63,0,5,195,3,171,3,18,28,0,26,0,2,93,3,77,1,12,42,0,36,2,4,32,0,32,0,0,30,0,23,0,7,7,0,4,0,3,10,0,7,0,3,13,0,12,0,1,0,0,0,0,0,403,24,306,15,58,188,7,145,11,25,113,7,97,1,8,72,7,50,1,14,30,3,14,2,11
95BB06,2870,335,2173,61,301,765,94,597,10,64,947,90,755,22,80,787,101,577,17,92,371,50,244,12,65,1467,170,1134,36,127,574,70,454,9,41,477,32,392,17,36,290,56,200,3,31,126,12,88,7,19,498,38,403,11,46,71,7,56,0,8,175,16,146,4,9,187,11,151,7,18,65,4,50,0,11,178,18,157,1,2,17,5,12,0,0,35,2,33,0,0,90,9,78,1,2,36,2,34,0,0,727,109,479,13,126,103,12,75,1,15,260,40,184,1,35,220,25,148,6,41,144,32,72,5,35
95BB07,2896,115,2470,33,278,1390,39,1237,16,98,689,34,586,5,64,579,27,458,10,84,238,15,189,2,32,1886,63,1680,19,124,1163,22,1062,13,66,423,18,373,1,31,209,13,175,3,18,91,10,70,2,9,278,6,231,1,40,40,2,30,0,8,82,2,70,1,9,109,2,87,0,20,47,0,44,0,3,258,6,225,4,23,26,2,20,0,4,74,1,65,1,7,116,3,100,3,10,42,0,40,0,2,474,40,334,9,91,161,13,125,3,20,110,13,78,2,17,145,9,96,4,36,58,5,35,0,18
95BB08,2625,159,2203,35,228,1096,34,980,11,71,808,55,664,8,81,489,44,384,3,58,232,26,175,13,18,1885,86,1633,18,148,971,25,882,6,58,526,30,441,3,52,283,15,240,0,28,105,16,70,9,10,411,19,350,9,33,47,2,42,0,3,173,4,149,5,15,117,7,95,1,14,74,6,64,3,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,324,52,217,8,47,78,7,56,5,10,109,21,74,0,14,84,20,46,2,16,53,4,41,1,7
95BB09,2909,128,2482,15,284,1787,54,1580,9,144,588,33,481,1,73,431,35,348,5,43,103,6,73,0,24,2440,79,2150,12,199,1642,42,1465,7,128,436,21,368,1,46,291,13,261,4,13,71,3,56,0,12,41,1,29,0,11,8,0,8,0,0,13,0,12,0,1,20,1,9,0,10,0,0,0,0,0,21,0,19,0,2,2,0,2,0,0,7,0,7,0,0,10,0,8,0,2,2,0,2,0,0,407,48,284,3,72,135,12,105,2,16,132,12,94,0,26,110,21,70,1,18,30,3,15,0,12
95BB10,3278,246,2683,42,307,2078,132,1752,21,173,568,31,482,12,43,410,37,311,7,55,222,46,138,2,36,2500,147,2132,23,198,1906,114,1632,18,142,342,13,301,4,24,171,13,136,1,21,81,7,63,0,11,225,16,177,8,24,18,1,15,2,0,86,3,77,2,4,90,0,73,4,13,31,12,12,0,7,67,4,57,1,5,0,0,0,0,0,8,0,8,0,0,32,1,28,0,3,27,3,21,1,2,486,79,317,10,80,154,17,105,1,31,132,15,96,6,15,117,23,74,2,18,83,24,42,1,16
95BB11,2903,139,2484,39,241,1409,53,1255,16,85,847,44,720,18,65,479,37,375,1,66,168,5,134,4,25,2147,102,1861,30,154,1275,51,1135,15,74,558,27,474,15,42,218,21,176,0,21,96,3,76,0,17,450,18,369,3,60,55,0,49,0,6,173,6,152,1,14,179,10,133,1,35,43,2,35,1,5,54,4,47,0,3,0,0,0,0,0,28,3,24,0,1,14,1,11,0,2,12,0,12,0,0,252,15,207,6,24,79,2,71,1,5,88,8,70,2,8,68,5,55,0,8,17,0,11,3,3
95BB12,2776,233,2146,55,342,1468,105,1215,22,126,606,57,445,19,85,452,38,336,4,74,250,33,150,10,57,1765,122,1450,36,157,1243,87,1045,19,92,317,24,234,13,46,155,6,129,4,16,50,5,42,0,3,622,53,443,6,120,138,12,102,2,22,186,18,145,1,22,196,15,142,0,39,102,8,54,3,37,44,2,36,0,6,1,0,0,0,1,9,0,9,0,0,19,1,15,0,3,15,1,12,0,2,345,56,217,13,59,86,6,68,1,11,94,15,57,5,17,82,16,50,0,16,83,19,42,7,15
95BB13,4438,311,3595,53,479,2263,143,1917,18,185,1158,84,911,14,149,713,60,527,19,107,304,24,240,2,38,3395,246,2805,47,297,2089,130,1788,16,155,788,61,636,12,79,412,46,297,17,52,106,9,84,2,11,609,17,496,6,90,63,1,57,2,3,228,12,164,2,50,196,0,165,2,29,122,4,110,0,8,71,5,63,0,3,7,0,7,0,0,29,1,28,0,0,23,4,16,0,3,12,0,12,0,0,363,43,231,0,89,104,12,65,0,27,113,10,83,0,20,82,10,49,0,23,64,11,34,0,19
95BB14,3088,208,2579,30,271,2329,158,1967,25,179,383,15,318,0,50,245,16,205,1,23,131,19,89,4,19,2743,177,2351,26,189,2200,144,1882,23,151,300,6,266,0,28,179,12,156,1,10,64,15,47,2,0,80,0,72,2,6,2,0,2,0,0,17,0,15,0,2,32,0,30,0,2,29,0,25,2,2,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,262,31,155,2,74,127,14,83,2,28,66,9,37,0,20,31,4,18,0,9,38,4,17,0,17
95BB15,3489,2017,1252,23,197,1951,1063,774,14,100,770,455,253,4,58,540,352,164,0,24,228,147,61,5,15,2719,1575,1004,12,128,1743,945,706,9,83,523,317,173,3,30,302,215,85,0,2,151,98,40,0,13,261,159,92,1,9,31,15,15,0,1,81,46,29,1,5,120,82,36,0,2,29,16,12,0,1,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,283,154,10,60,175,103,51,5,16,166,92,51,0,23,118,55,43,0,20,48,33,9,5,1
95BB16,3133,173,2665,31,264,2446,115,2132,17,182,370,30,281,8,51,215,16,171,6,22,102,12,81,0,9,2852,139,2456,21,236,2331,108,2034,14,175,284,13,227,4,40,153,10,127,3,13,84,8,68,0,8,57,0,49,0,8,8,0,8,0,0,22,0,19,0,3,23,0,18,0,5,4,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,221,34,157,10,20,107,7,90,3,7,64,17,35,4,8,36,6,23,3,4,14,4,9,0,1
95BB17,3535,231,2795,26,483,1631,101,1350,14,166,1013,52,776,6,179,595,34,474,6,81,296,44,195,0,57,2724,202,2198,18,306,1471,94,1228,10,139,721,44,560,5,112,384,32,311,3,38,148,32,99,0,17,440,12,338,1,89,46,3,37,0,6,175,2,133,1,39,142,1,116,0,25,77,6,52,0,19,12,0,4,0,8,2,0,2,0,0,6,0,1,0,5,4,0,1,0,3,0,0,0,0,0,359,17,255,7,80,112,4,83,4,21,111,6,82,0,23,65,1,46,3,15,71,6,44,0,21
95BB18,4212,193,3492,27,500,2721,129,2281,19,292,842,38,693,7,104,502,21,395,1,85,147,5,123,0,19,3441,142,2881,21,397,2467,108,2082,19,258,613,21,510,2,80,280,9,217,0,54,81,4,72,0,5,245,10,215,0,20,35,0,29,0,6,71,3,63,0,5,114,7,100,0,7,25,0,23,0,2,42,1,39,1,1,2,0,1,0,1,22,0,21,1,0,12,1,11,0,0,6,0,6,0,0,484,40,357,5,82,217,21,169,0,27,136,14,99,4,19,96,4,67,1,24,35,1,22,0,12
95BB19,4725,406,3769,47,503,2929,231,2442,18,238,1106,99,844,7,156,483,53,357,9,64,207,23,126,13,45,4253,342,3467,39,405,2793,215,2346,14,218,943,80,751,4,108,378,35,286,8,49,139,12,84,13,30,109,3,91,2,13,5,0,4,1,0,42,2,36,0,4,41,1,36,1,3,21,0,15,0,6,3,1,1,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,360,60,210,6,84,131,16,92,3,20,118,16,56,3,43,64,17,35,0,12,47,11,27,0,9
95BB20,3368,2678,549,9,132,1529,1123,343,4,59,855,688,119,4,44,602,529,48,1,24,382,338,39,0,5,2481,1987,413,3,78,1301,968,288,3,42,591,485,83,0,23,375,341,23,0,11,214,193,19,0,2,331,291,26,3,11,36,33,3,0,0,86,78,3,3,2,107,91,10,0,6,102,89,10,0,3,59,44,10,1,4,8,2,5,0,1,7,6,1,0,0,32,26,2,1,3,12,10,2,0,0,497,356,100,2,39,184,120,47,1,16,171,119,32,1,19,88,71,13,0,4,54,46,8,0,0
95BB21,4699,586,3661,44,408,2693,378,2088,19,208,1189,115,948,15,111,597,62,463,10,62,220,31,162,0,27,3932,504,3084,37,307,2414,348,1879,18,169,933,93,754,11,75,434,40,341,8,45,151,23,110,0,18,203,8,177,3,15,20,1,19,0,0,96,2,82,3,9,66,3,57,0,6,21,2,19,0,0,20,4,13,0,3,2,0,2,0,0,13,4,6,0,3,0,0,0,0,0,5,0,5,0,0,544,70,387,4,83,257,29,188,1,39,147,16,106,1,24,97,19,65,2,11,43,6,28,0,9
95BB22,2993,154,2415,14,410,1045,40,892,8,105,1012,62,783,2,165,668,32,547,2,87,268,20,193,2,53,1785,69,1482,9,225,891,33,764,7,87,555,24,434,1,96,245,9,209,1,26,94,3,75,0,16,887,49,692,3,143,85,5,71,0,9,350,21,280,0,49,305,13,236,1,55,147,10,105,2,30,36,5,28,0,3,0,0,0,0,0,9,3,4,0,2,22,2,20,0,0,5,0,4,0,1,285,31,213,2,39,69,2,57,1,9,98,14,65,1,18,96,8,82,0,6,22,7,9,0,6
95BB23,2976,330,2354,41,251,2094,198,1718,23,155,542,98,381,10,53,273,26,204,3,40,67,8,51,5,3,2703,283,2190,38,192,2008,187,1662,21,138,448,70,333,10,35,204,18,165,2,19,43,8,30,5,0,24,0,16,2,6,2,0,1,1,0,6,0,3,0,3,10,0,8,1,1,6,0,4,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,244,47,143,1,53,84,11,55,1,17,88,28,45,0,15,54,8,26,0,20,18,0,17,0,1
95CC01,2376,2157,155,18,46,1034,932,71,7,24,573,531,28,1,13,469,430,32,1,6,300,264,24,9,3,1643,1493,104,15,31,837,761,51,6,19,352,326,19,0,7,266,245,17,0,4,188,161,17,9,1,172,163,7,0,2,23,22,1,0,0,70,68,2,0,0,59,56,3,0,0,20,17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,501,44,3,13,174,149,19,1,5,151,137,7,1,6,144,129,12,1,2,92,86,6,0,0
95CC02,2693,1889,760,3,41,1677,1092,563,3,19,438,361,66,0,11,268,200,61,0,7,310,236,70,0,4,2364,1623,707,3,31,1566,1010,539,3,14,359,298,55,0,6,189,136,46,0,7,250,179,67,0,4,37,33,3,0,1,1,0,1,0,0,8,5,2,0,1,12,12,0,0,0,16,16,0,0,0,38,36,2,0,0,8,7,1,0,0,8,8,0,0,0,12,11,1,0,0,10,10,0,0,0,254,197,48,0,9,102,75,22,0,5,63,50,9,0,4,55,41,14,0,0,34,31,3,0,0
