GeographyCode,DC2252NI0001,DC2252NI0002,DC2252NI0003,DC2252NI0004,DC2252NI0005,DC2252NI0006,DC2252NI0007,DC2252NI0008,DC2252NI0009,DC2252NI0010,DC2252NI0011,DC2252NI0012,DC2252NI0013,DC2252NI0014,DC2252NI0015,DC2252NI0016,DC2252NI0017,DC2252NI0018,DC2252NI0019,DC2252NI0020,DC2252NI0021,DC2252NI0022,DC2252NI0023,DC2252NI0024,DC2252NI0025,DC2252NI0026,DC2252NI0027,DC2252NI0028,DC2252NI0029,DC2252NI0030,DC2252NI0031,DC2252NI0032,DC2252NI0033,DC2252NI0034,DC2252NI0035,DC2252NI0036,DC2252NI0037,DC2252NI0038,DC2252NI0039,DC2252NI0040,DC2252NI0041,DC2252NI0042,DC2252NI0043,DC2252NI0044,DC2252NI0045
95AA16,1807,344,1276,14,173,413,62,308,1,42,1191,161,922,5,103,49,27,19,0,3,18,3,15,0,0,1,1,0,0,0,0,0,0,0,0,121,89,7,1,24,14,1,5,7,1
95AA17,2142,813,1067,27,235,426,144,197,7,78,1462,470,839,18,135,141,114,16,0,11,19,15,4,0,0,4,1,1,0,2,0,0,0,0,0,67,53,4,1,9,23,16,6,1,0
95AA18,2439,341,1891,37,170,299,35,240,4,20,1883,199,1543,16,125,120,69,41,2,8,80,16,56,1,7,11,3,6,0,2,0,0,0,0,0,24,17,4,1,2,22,2,1,13,6
95AA19,2687,2410,231,6,40,740,643,79,2,16,986,849,119,2,16,848,819,23,2,4,55,47,6,0,2,0,0,0,0,0,11,10,1,0,0,23,21,1,0,1,24,21,2,0,1
95BB01,3609,405,2894,25,285,516,63,397,3,53,2849,241,2390,18,200,147,85,46,3,13,46,6,35,0,5,16,4,9,1,2,1,0,1,0,0,16,5,2,0,9,18,1,14,0,3
95BB02,2347,224,1881,33,209,570,52,443,3,72,1594,111,1335,25,123,93,26,61,0,6,41,1,40,0,0,3,0,1,2,0,0,0,0,0,0,38,32,1,0,5,8,2,0,3,3
95BB03,4219,233,3563,53,370,796,39,676,12,69,3213,146,2746,37,284,127,27,87,1,12,42,3,37,1,1,10,0,8,0,2,1,0,0,1,0,19,14,3,0,2,11,4,6,1,0
95BB04,3048,227,2538,24,259,373,20,305,2,46,2469,153,2101,18,197,92,25,61,1,5,73,15,57,0,1,11,0,6,1,4,0,0,0,0,0,23,13,5,0,5,7,1,3,2,1
95BB05,3401,111,2947,54,289,543,14,464,5,60,2634,64,2314,43,213,135,21,103,0,11,64,5,55,2,2,7,1,5,1,0,1,0,0,0,1,6,4,2,0,0,11,2,4,3,2
95BB06,2870,335,2173,61,301,674,76,527,3,68,1953,175,1542,38,198,114,44,57,0,13,36,4,27,3,2,4,0,0,1,3,3,2,0,1,0,51,34,6,0,11,35,0,14,15,6
95BB07,2953,118,2521,33,281,522,14,435,5,68,2250,62,1982,21,185,72,20,48,0,4,33,1,28,0,4,9,2,7,0,0,3,0,1,1,1,39,18,6,0,15,25,1,14,6,4
95BB08,2625,159,2203,35,228,498,22,429,8,39,1986,81,1713,19,173,63,21,36,1,5,18,2,14,1,1,3,0,3,0,0,1,0,0,1,0,39,29,6,0,4,17,4,2,5,6
95BB09,2943,130,2513,15,285,376,18,315,1,42,2388,55,2101,12,220,56,20,33,0,3,55,2,49,0,4,12,4,5,0,3,4,0,0,1,3,32,24,1,0,7,20,7,9,1,3
95BB10,3327,250,2726,44,307,463,24,382,6,51,2552,141,2149,28,234,116,32,69,2,13,102,4,87,6,5,17,0,17,0,0,0,0,0,0,0,18,5,9,0,4,59,44,13,2,0
95BB11,2955,140,2533,40,242,579,31,477,4,67,2218,73,1950,27,168,86,29,53,2,2,37,3,33,0,1,8,0,4,2,2,1,0,1,0,0,8,2,5,0,1,18,2,10,5,1
95BB12,2776,233,2146,55,342,604,32,476,11,85,1968,142,1562,31,233,109,30,64,3,12,47,11,34,0,2,4,0,2,1,1,0,0,0,0,0,26,14,4,1,7,18,4,4,8,2
95BB13,4444,311,3601,53,479,645,34,498,2,111,3549,194,2982,41,332,124,41,69,2,12,55,18,33,0,4,15,2,10,2,1,2,1,1,0,0,42,20,3,1,18,12,1,5,5,1
95BB14,3116,208,2607,30,271,364,24,319,2,19,2491,127,2141,20,203,125,38,75,4,8,70,11,52,0,7,17,2,8,1,6,2,0,1,1,0,34,5,4,0,25,13,1,7,2,3
95BB15,3489,2017,1252,23,197,758,463,244,2,49,2115,1030,946,16,123,507,443,43,3,18,51,35,14,0,2,6,4,1,0,1,5,5,0,0,0,32,26,2,1,3,15,11,2,1,1
95BB16,3136,175,2666,31,264,440,27,367,10,36,2504,102,2173,17,212,90,26,56,1,7,69,6,57,1,5,16,2,11,0,3,0,0,0,0,0,13,12,0,0,1,4,0,2,2,0
95BB17,3556,232,2815,26,483,608,17,467,3,121,2733,157,2225,20,331,122,34,71,1,16,45,5,38,0,2,16,3,9,0,4,1,0,1,0,0,25,16,1,1,7,6,0,3,1,2
95BB18,4279,198,3550,28,503,668,32,549,3,84,3381,125,2853,22,381,130,26,83,3,18,56,6,43,0,7,10,0,8,0,2,6,2,4,0,0,20,5,5,0,10,8,2,5,0,1
95BB19,4788,410,3826,48,504,564,51,412,3,98,3947,272,3270,38,367,147,64,64,2,17,64,9,52,0,3,20,0,11,2,7,1,0,1,0,0,29,10,9,0,10,16,4,7,3,2
95BB20,3413,2701,570,9,133,836,698,108,1,29,1665,1183,393,5,84,777,733,34,1,9,85,60,22,0,3,9,1,4,0,4,0,0,0,0,0,26,18,5,0,3,15,8,4,2,1
95BB21,4719,588,3679,44,408,889,79,701,4,105,3476,332,2832,38,274,212,121,79,1,11,58,24,32,0,2,12,0,8,1,3,4,0,4,0,0,53,29,12,0,12,15,3,11,0,1
95BB22,3040,167,2449,14,410,656,39,501,0,116,2220,86,1853,11,270,101,25,66,0,10,15,4,11,0,0,7,0,5,1,1,1,0,1,0,0,31,13,5,0,13,9,0,7,2,0
95BB23,3025,332,2401,41,251,359,30,277,2,50,2360,181,1978,28,173,180,76,86,5,13,61,14,41,0,6,9,1,7,0,1,1,1,0,0,0,42,27,7,0,8,13,2,5,6,0
95CC01,2558,2244,250,18,46,625,488,128,1,8,707,581,94,13,19,1017,1002,10,2,3,35,30,2,2,1,3,1,0,0,2,4,3,0,0,1,152,132,11,0,9,15,7,5,0,3
95CC02,2725,1908,773,3,41,537,328,204,0,5,1058,532,505,3,18,1039,979,47,0,13,48,41,4,0,3,8,1,7,0,0,10,9,1,0,0,15,13,1,0,1,10,5,4,0,1
95CC03,2817,2417,233,27,140,671,605,54,2,10,760,570,133,6,51,971,950,12,1,8,40,33,2,3,2,4,2,0,1,1,2,2,0,0,0,333,237,23,9,64,36,18,9,5,4
95CC04,2440,1715,689,5,31,642,404,230,0,8,755,330,412,4,9,960,919,39,1,1,38,30,8,0,0,0,0,0,0,0,7,7,0,0,0,36,23,0,0,13,2,2,0,0,0
95CC05,2774,1814,878,18,64,600,349,231,2,18,1110,480,604,8,18,875,839,20,4,12,64,51,13,0,0,2,0,2,0,0,2,2,0,0,0,104,77,7,4,16,17,16,1,0,0
95CC06,2776,1542,1120,26,88,403,192,184,5,22,1443,528,856,15,44,737,688,41,1,7,72,55,14,0,3,1,1,0,0,0,1,1,0,0,0,103,71,20,3,9,16,6,5,2,3
95CC07,3475,2819,611,10,35,730,560,163,1,6,974,548,403,5,18,1639,1600,33,1,5,68,63,5,0,0,2,1,0,1,0,5,5,0,0,0,42,32,5,1,4,15,10,2,1,2
95CC08,2565,2331,182,8,44,583,532,46,1,4,732,613,97,3,19,1060,1039,16,0,5,59,56,3,0,0,2,1,0,0,1,4,3,0,0,1,100,77,10,1,12,25,10,10,3,2
95CC09,3354,297,2901,32,124,629,59,542,2,26,2438,84,2242,29,83,168,104,63,0,1,36,3,33,0,0,10,0,8,0,2,3,0,2,0,1,64,47,8,0,9,6,0,3,1,2
95CC10,2577,498,1976,17,86,466,79,362,4,21,1721,168,1498,12,43,258,201,54,1,2,75,26,47,0,2,5,1,4,0,0,1,1,0,0,0,45,22,5,0,18,6,0,6,0,0
95CC11,1795,1631,134,0,30,440,407,25,0,8,473,366,99,0,8,754,745,5,0,4,28,27,1,0,0,1,0,1,0,0,2,2,0,0,0,91,78,3,0,10,6,6,0,0,0
95CC12,2785,1325,1395,11,54,679,267,388,2,22,1258,274,956,7,21,786,752,30,0,4,33,15,15,1,2,1,0,1,0,0,1,1,0,0,0,20,11,4,0,5,7,5,1,1,0
95CC13,2474,1288,1130,15,41,516,242,268,1,5,1159,331,793,12,23,731,678,52,0,1,26,19,6,1,0,3,0,3,0,0,6,6,0,0,0,28,11,6,0,11,5,1,2,1,1
95CC14,3035,313,2538,34,150,504,42,429,2,31,2288,151,2004,28,105,158,83,66,2,7,40,13,25,1,1,6,1,4,1,0,3,1,2,0,0,31,20,7,0,4,5,2,1,0,2
95CC15,2903,1135,1667,17,84,642,241,385,3,13,1626,344,1218,11,53,519,471,43,1,4,40,25,14,1,0,3,1,1,0,1,1,1,0,0,0,65,48,5,1,11,7,4,1,0,2
95CC16,2820,425,2260,14,121,685,96,547,4,38,1830,137,1621,8,64,198,134,56,1,7,24,7,14,0,3,8,0,8,0,0,0,0,0,0,0,67,48,11,0,8,8,3,3,1,1
95CC17,2730,1860,808,20,42,479,287,183,3,6,1049,446,584,6,13,1080,1034,32,4,10,61,52,8,1,0,9,5,0,0,4,2,2,0,0,0,40,29,0,4,7,10,5,1,2,2
95CC18,2342,1206,1024,28,84,324,123,182,1,18,1197,385,761,14,37,569,513,42,2,12,62,39,23,0,0,5,0,4,0,1,3,2,0,0,1,166,138,12,2,14,16,6,0,9,1
95CC19,2720,950,1669,7,94,636,175,433,0,28,1537,287,1193,6,51,462,431,23,1,7,28,19,7,0,2,11,4,7,0,0,2,2,0,0,0,33,26,2,0,5,11,6,4,0,1
95CC20,3010,202,2649,19,140,493,41,421,6,25,2238,54,2092,9,83,92,23,66,1,2,40,6,32,0,2,11,0,6,0,5,2,0,2,0,0,122,78,23,0,21,12,0,7,3,2
95CC21,2925,380,2368,11,166,562,59,438,4,61,2096,180,1824,7,85,162,97,58,0,7,40,17,23,0,0,7,0,6,0,1,1,0,0,0,1,50,25,17,0,8,7,2,2,0,3
95CC22,1740,398,1231,16,95,397,67,314,3,13,984,107,820,5,52,160,109,46,3,2,26,16,9,0,1,2,0,1,0,1,0,0,0,0,0,143,98,27,2,16,28,1,14,3,10
95DD01,2099,334,1648,21,96,322,56,227,5,34,1555,156,1334,12,53,84,62,18,1,3,34,6,28,0,0,10,0,9,1,0,0,0,0,0,0,76,44,27,0,5,18,10,5,2,1
95DD02,3888,229,3465,27,167,774,46,678,5,45,2955,112,2707,20,116,95,55,39,0,1,27,3,23,0,1,6,2,4,0,0,0,0,0,0,0,15,8,7,0,0,16,3,7,2,4
95DD03,3503,590,2601,46,266,480,65,366,4,45,2593,299,2115,28,151,177,104,59,0,14,53,14,33,2,4,3,2,0,0,1,1,0,0,1,0,172,100,23,1,48,24,6,5,10,3
95DD04,1926,128,1635,22,141,613,37,519,4,53,1238,74,1071,13,80,44,13,28,1,2,11,3,7,1,0,2,0,2,0,0,0,0,0,0,0,14,1,6,2,5,4,0,2,1,1
95DD05,1739,100,1479,30,130,564,34,463,4,63,1135,59,995,20,61,20,4,10,3,3,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,5,2,0,0,3,12,1,8,3,0
95DD06,2588,536,1889,22,141,418,85,320,0,13,1890,297,1473,21,99,118,77,32,0,9,50,15,32,0,3,3,0,1,0,2,1,0,1,0,0,101,60,29,0,12,7,2,1,1,3
95DD07,3363,183,2974,12,194,659,24,585,5,45,2518,126,2260,4,128,105,24,72,0,9,36,5,29,1,1,12,0,12,0,0,2,0,2,0,0,17,4,3,1,9,14,0,11,1,2
95DD08,2126,823,1123,29,151,487,144,319,2,22,1081,310,686,12,73,139,106,23,4,6,28,18,9,0,1,4,0,3,0,1,2,1,1,0,0,343,228,71,2,42,42,16,11,9,6
95DD09,2590,169,2295,18,108,566,35,499,8,24,1893,89,1727,7,70,73,32,31,0,10,19,4,13,2,0,11,0,11,0,0,0,0,0,0,0,21,9,9,0,3,7,0,5,1,1
95DD10,2805,107,2494,37,167,712,14,643,11,44,1962,52,1781,22,107,49,8,34,0,7,21,2,14,1,4,5,1,3,0,1,3,0,3,0,0,47,30,12,1,4,6,0,4,2,0
95DD11,2363,1336,826,11,190,617,339,209,1,68,1262,582,574,8,98,213,186,23,1,3,30,21,8,0,1,2,0,2,0,0,5,5,0,0,0,224,198,7,0,19,10,5,3,1,1
95DD12,2610,407,2082,13,108,696,105,564,4,23,1656,138,1433,9,76,206,148,54,0,4,36,13,21,0,2,5,3,2,0,0,1,0,1,0,0,7,0,4,0,3,3,0,3,0,0
95DD13,1784,1001,654,15,114,417,206,176,7,28,952,467,414,4,67,196,180,10,0,6,27,24,2,0,1,2,1,1,0,0,1,0,0,1,0,171,113,48,0,10,18,10,3,3,2
95DD14,3277,239,2820,40,178,475,21,426,7,21,2590,146,2272,27,145,94,37,50,4,3,60,15,43,1,1,19,0,17,0,2,0,0,0,0,0,24,18,2,0,4,15,2,10,1,2
95DD15,3451,2087,1265,23,76,810,451,326,5,28,1870,915,903,13,39,677,644,24,1,8,63,53,10,0,0,5,2,1,1,1,0,0,0,0,0,16,16,0,0,0,10,6,1,3,0
95DD16,2981,372,2458,33,118,638,99,512,4,23,2103,152,1849,16,86,146,96,43,5,2,44,9,32,0,3,15,5,9,1,0,1,0,1,0,0,17,11,3,1,2,17,0,9,6,2
95DD17,3461,1380,1953,17,111,763,265,469,5,24,2086,582,1423,9,72,526,484,33,0,9,65,42,19,1,3,6,1,3,1,1,1,1,0,0,0,4,2,1,0,1,10,3,5,1,1
95DD18,1885,164,1572,28,121,516,39,443,6,28,1214,51,1076,11,76,40,12,25,0,3,12,1,10,1,0,7,1,3,2,1,0,0,0,0,0,73,50,7,5,11,23,10,8,3,2
95DD19,3364,177,2987,23,177,681,31,604,5,41,2510,87,2289,15,119,79,27,45,0,7,50,4,41,1,4,7,1,4,1,1,0,0,0,0,0,32,24,3,0,5,5,3,1,1,0
95DD20,1746,124,1486,12,124,478,26,409,6,37,1168,60,1022,6,80,57,20,35,0,2,10,3,7,0,0,1,1,0,0,0,0,0,0,0,0,27,14,9,0,4,5,0,4,0,1
95DD21,2139,744,1216,29,150,384,95,240,8,41,1321,349,879,16,77,167,145,20,0,2,38,19,17,1,1,6,3,2,0,1,1,1,0,0,0,200,120,53,0,27,22,12,5,4,1
95DD22,3136,1102,1957,14,63,900,270,619,1,10,1793,457,1282,10,44,358,325,29,0,4,46,24,18,0,4,13,6,6,1,0,0,0,0,0,0,18,17,0,0,1,8,3,3,2,0
95DD23,2509,306,2052,15,136,553,61,454,4,34,1801,160,1536,11,94,116,78,34,0,4,22,4,17,0,1,3,0,3,0,0,0,0,0,0,0,11,3,5,0,3,3,0,3,0,0
95DD24,2711,1802,769,9,131,493,308,145,1,39,1494,867,565,6,56,523,489,26,0,8,40,32,4,0,4,5,2,1,0,2,2,2,0,0,0,133,95,20,1,17,21,7,8,1,5
95EE01,1895,1732,141,0,22,534,478,48,0,8,701,608,82,0,11,630,618,10,0,2,22,21,1,0,0,1,1,0,0,0,0,0,0,0,0,6,5,0,0,1,1,1,0,0,0
95EE02,2095,126,1839,10,120,529,18,487,4,20,1474,66,1307,6,95,64,38,21,0,5,21,3,18,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,3,1,2,0,0
95EE03,1999,335,1531,11,122,533,70,408,3,52,1309,171,1067,6,65,74,46,25,1,2,24,7,17,0,0,3,0,2,0,1,1,0,1,0,0,49,38,9,0,2,6,3,2,1,0
95EE04,1993,769,1141,6,77,518,165,336,2,15,1212,369,781,4,58,227,211,14,0,2,23,19,4,0,0,2,0,2,0,0,1,1,0,0,0,3,2,1,0,0,7,2,3,0,2
95EE05,1509,157,1263,12,77,351,41,290,4,16,1075,82,933,7,53,48,26,19,1,2,15,2,13,0,0,0,0,0,0,0,0,0,0,0,0,18,6,6,0,6,2,0,2,0,0
95EE06,2278,1875,373,5,25,601,502,94,0,5,890,606,265,4,15,686,672,8,1,5,44,41,3,0,0,0,0,0,0,0,1,1,0,0,0,55,52,3,0,0,1,1,0,0,0
95EE07,1798,299,1371,18,110,555,87,422,3,43,1163,163,925,14,61,67,43,21,0,3,8,3,3,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,0,0,1,0
95EE08,1719,278,1323,21,97,385,58,308,1,18,1201,146,978,16,61,67,42,21,0,4,32,10,15,0,7,0,0,0,0,0,0,0,0,0,0,29,22,0,0,7,5,0,1,4,0
95EE09,1890,662,1131,10,87,553,181,346,3,23,1039,243,735,7,54,254,220,29,0,5,22,13,9,0,0,6,0,6,0,0,0,0,0,0,0,15,5,5,0,5,1,0,1,0,0
95EE10,1797,1069,677,11,40,462,237,221,1,3,821,356,436,9,20,407,384,12,1,10,17,14,2,0,1,0,0,0,0,0,0,0,0,0,0,74,68,4,0,2,16,10,2,0,4
95EE11,1677,589,1015,11,62,462,173,263,3,23,1001,237,725,7,32,196,168,23,0,5,11,8,3,0,0,2,1,1,0,0,0,0,0,0,0,4,2,0,0,2,1,0,0,1,0
95EE12,2507,327,2015,12,153,664,81,519,2,62,1725,168,1466,10,81,50,25,23,0,2,15,11,4,0,0,2,0,2,0,0,0,0,0,0,0,50,42,1,0,7,1,0,0,0,1
95EE13,1529,349,1088,15,77,462,129,296,6,31,953,169,741,6,37,74,38,33,0,3,13,3,7,0,3,4,0,3,0,1,3,1,2,0,0,15,9,6,0,0,5,0,0,3,2
95EE14,2684,394,2100,25,165,686,113,519,7,47,1844,217,1499,15,113,101,50,48,0,3,25,4,21,0,0,2,0,0,0,2,1,0,1,0,0,11,10,1,0,0,14,0,11,3,0
95EE15,1728,362,1257,12,97,482,77,365,1,39,1094,183,855,11,45,119,89,25,0,5,18,10,7,0,1,1,0,0,0,1,1,1,0,0,0,10,0,5,0,5,3,2,0,0,1
95EE16,2126,605,1422,12,87,606,168,403,4,31,1290,239,990,6,55,207,189,15,2,1,13,5,8,0,0,2,0,2,0,0,0,0,0,0,0,6,2,4,0,0,2,2,0,0,0
95FF01,4796,1473,2978,44,301,545,139,340,2,64,3452,746,2472,31,203,571,459,92,3,17,104,54,47,1,2,16,1,11,1,3,4,2,1,0,1,78,66,5,0,7,26,6,10,6,4
95FF02,2817,1593,1130,7,87,728,385,321,1,21,1414,581,777,3,53,594,564,25,0,5,32,27,5,0,0,3,1,0,2,0,0,0,0,0,0,39,32,0,0,7,7,3,2,1,1
95FF03,3006,1156,1645,20,185,559,215,285,4,55,2005,591,1299,8,107,326,285,29,2,10,38,19,16,0,3,7,3,0,4,0,2,2,0,0,0,56,40,9,0,7,13,1,7,2,3
95FF04,2629,988,1528,16,97,533,204,306,3,20,1646,426,1145,7,68,388,333,48,2,5,41,16,24,1,0,6,1,3,2,0,3,3,0,0,0,9,4,1,0,4,3,1,1,1,0
95FF05,2563,469,1894,29,171,550,99,405,4,42,1751,223,1386,23,119,152,86,59,0,7,38,5,32,0,1,5,0,4,0,1,1,1,0,0,0,53,50,3,0,0,13,5,5,2,1
95FF06,4116,587,3171,37,321,684,110,505,8,61,3095,294,2549,19,233,195,122,65,2,6,49,15,31,1,2,10,0,6,0,4,1,1,0,0,0,51,34,2,0,15,31,11,13,7,0
95FF07,2769,1345,1254,14,156,635,298,276,1,60,1670,663,912,10,85,373,317,46,1,9,31,22,7,1,1,7,6,1,0,0,2,1,1,0,0,33,30,2,0,1,18,8,9,1,0
95FF08,2364,649,1583,16,116,421,108,281,2,30,1672,351,1232,12,77,210,156,49,2,3,25,16,9,0,0,6,1,4,0,1,0,0,0,0,0,17,12,3,0,2,13,5,5,0,3
95FF09,2522,992,1376,22,132,547,200,315,5,27,1593,484,1006,7,96,308,262,39,2,5,29,19,8,1,1,1,0,1,0,0,1,1,0,0,0,28,19,6,0,3,15,7,1,7,0
95FF10,3473,482,2758,23,210,659,92,521,1,45,2531,225,2143,12,151,187,139,40,0,8,61,16,39,6,0,9,0,8,0,1,3,1,1,0,1,13,7,4,1,1,10,2,2,3,3
95FF11,2582,769,1682,26,105,624,194,412,2,16,1606,297,1216,20,73,300,252,37,1,10,21,11,5,2,3,7,1,6,0,0,3,3,0,0,0,9,6,0,0,3,12,5,6,1,0
95FF12,2724,1460,1142,22,100,459,270,170,2,17,1683,695,910,18,60,500,449,38,0,13,53,36,15,0,2,7,1,4,0,2,1,1,0,0,0,10,5,1,0,4,11,3,4,2,2
95FF13,2708,949,1643,17,99,472,159,298,0,15,1766,417,1276,13,60,378,334,28,3,13,52,22,28,0,2,2,1,1,0,0,2,0,2,0,0,21,10,4,0,7,15,6,6,1,2
95FF14,2432,351,1947,22,112,409,87,304,0,18,1842,184,1554,19,85,103,61,39,1,2,50,12,35,1,2,9,0,6,1,2,1,1,0,0,0,11,5,3,0,3,7,1,6,0,0
95FF15,2740,1056,1557,19,108,808,254,522,5,27,1474,424,973,11,66,336,292,32,2,10,31,14,17,0,0,4,1,3,0,0,0,0,0,0,0,80,70,8,0,2,7,1,2,1,3
95FF16,2374,544,1705,11,114,413,89,303,2,19,1714,290,1331,7,86,175,140,31,1,3,37,11,24,0,2,5,1,4,0,0,5,4,0,0,1,15,7,4,1,3,10,2,8,0,0
95FF17,1724,616,986,16,106,427,121,271,5,30,1079,330,676,9,64,153,122,23,2,6,22,14,8,0,0,1,0,1,0,0,1,1,0,0,0,31,22,4,0,5,10,6,3,0,1
95GG01,4907,4639,176,13,79,838,792,30,0,16,1517,1350,126,7,34,2397,2361,11,2,23,124,120,4,0,0,2,1,0,1,0,2,1,0,0,1,11,6,1,0,4,16,8,4,3,1
95GG02,5987,5558,306,15,108,1532,1457,50,3,22,2439,2147,228,7,57,1847,1814,15,1,17,111,99,8,1,3,10,6,1,1,2,5,4,1,0,0,26,21,0,0,5,17,10,3,2,2
95GG03,5939,1024,4048,113,754,670,79,459,9,123,4332,490,3258,69,515,454,295,120,7,32,165,28,122,1,14,39,5,25,3,6,7,0,4,0,3,99,63,9,4,23,173,64,51,20,38
95GG04,4908,2522,2020,69,297,1086,529,491,3,63,2539,913,1435,23,168,1004,943,37,4,20,67,44,23,0,0,13,2,7,0,4,2,2,0,0,0,119,76,14,2,27,78,13,13,37,15
95GG05,5928,3376,1607,169,776,774,336,300,18,120,2914,1341,1105,77,391,1360,1166,86,13,95,171,134,22,1,14,28,4,12,2,10,30,22,4,0,4,379,290,23,10,56,272,83,55,48,86
95GG06,5626,438,4687,77,424,950,73,749,11,117,4294,178,3808,36,272,219,128,67,11,13,50,16,34,0,0,15,2,7,4,2,1,0,0,0,1,64,36,13,1,14,33,5,9,14,5
95GG07,5485,4981,334,35,135,1039,934,47,10,48,1998,1696,239,11,52,2160,2110,23,4,23,98,93,4,0,1,25,22,2,1,0,14,14,0,0,0,46,31,6,3,6,105,81,13,6,5
95GG08,4910,3127,1436,53,294,760,432,256,7,65,2689,1390,1105,29,165,1162,1097,33,1,31,117,97,13,1,6,14,7,1,5,1,4,3,0,0,1,129,91,17,1,20,35,10,11,9,5
95GG09,6165,531,4971,61,602,810,70,641,4,95,4832,261,4092,37,442,258,116,113,7,22,104,17,84,0,3,22,2,15,2,3,5,2,0,3,0,73,49,3,1,20,61,14,23,7,17
95GG10,3998,600,2859,73,466,738,74,546,6,112,2585,186,2154,28,217,202,127,51,2,22,73,18,43,3,9,23,4,12,3,4,9,6,2,1,0,296,176,28,9,83,72,9,23,21,19
95GG11,5453,878,3802,92,681,976,107,729,10,130,3632,293,2864,40,435,324,204,84,9,27,104,30,61,5,8,20,5,9,1,5,1,1,0,0,0,322,223,31,9,59,74,15,24,18,17
95GG12,8945,5441,2080,349,1075,987,669,187,36,95,3971,1802,1578,93,498,2845,2501,172,39,133,196,134,36,3,23,45,15,6,14,10,25,19,3,1,2,413,225,57,12,119,463,76,41,151,195
