GeographyCode,DC6202NI0001,DC6202NI0002,DC6202NI0003,DC6202NI0004,DC6202NI0005,DC6202NI0006,DC6202NI0007,DC6202NI0008,DC6202NI0009,DC6202NI0010,DC6202NI0011,DC6202NI0012,DC6202NI0013,DC6202NI0014,DC6202NI0015
95DD13,1435,158,1277,812,103,709,553,48,505,10,1,9,60,6,54
95DD14,2600,515,2085,185,28,157,2293,469,1824,31,4,27,91,14,77
95DD15,2606,467,2139,1523,278,1245,1023,175,848,17,6,11,43,8,35
95DD16,2368,382,1986,293,43,250,1983,325,1658,23,3,20,69,11,58
95DD17,2658,474,2184,1033,197,836,1545,261,1284,15,2,13,65,14,51
95DD18,1635,220,1415,137,13,124,1392,196,1196,23,1,22,83,10,73
95DD19,2661,344,2317,148,24,124,2403,300,2103,20,6,14,90,14,76
95DD20,1442,139,1303,110,9,101,1248,123,1125,8,0,8,76,7,69
95DD21,1744,222,1522,590,76,514,1037,138,899,19,3,16,98,5,93
95DD22,2519,394,2125,860,133,727,1606,252,1354,14,4,10,39,5,34
95DD23,2027,335,1692,261,38,223,1674,282,1392,14,5,9,78,10,68
95DD24,2152,293,1859,1413,206,1207,659,79,580,8,1,7,72,7,65
95EE01,1421,196,1225,1288,176,1112,119,20,99,0,0,0,14,0,14
95EE02,1644,235,1409,105,13,92,1472,212,1260,10,1,9,57,9,48
95EE03,1605,212,1393,269,32,237,1252,170,1082,11,5,6,73,5,68
95EE04,1602,226,1376,619,76,543,935,141,794,6,2,4,42,7,35
95EE05,1243,174,1069,126,17,109,1061,153,908,12,0,12,44,4,40
95EE06,1700,245,1455,1386,198,1188,294,46,248,4,0,4,16,1,15
95EE07,1407,155,1252,239,25,214,1095,122,973,16,1,15,57,7,50
95EE08,1457,231,1226,227,23,204,1152,194,958,19,6,13,59,8,51
95EE09,1500,265,1235,518,67,451,913,181,732,10,4,6,59,13,46
95EE10,1388,159,1229,802,88,714,557,66,491,11,4,7,18,1,17
95EE11,1339,214,1125,443,55,388,847,151,696,9,0,9,40,8,32
95EE12,1968,206,1762,254,15,239,1617,183,1434,11,2,9,86,6,80
95EE13,1280,179,1101,292,34,258,928,140,788,15,1,14,45,4,41
95EE14,2083,288,1795,275,41,234,1702,236,1466,17,3,14,89,8,81
95EE15,1357,228,1129,274,43,231,1020,171,849,6,2,4,57,12,45
95EE16,1614,226,1388,439,42,397,1126,177,949,12,2,10,37,5,32
95FF01,3660,595,3065,1106,173,933,2352,390,1962,31,8,23,171,24,147
95FF02,2105,355,1750,1186,182,1004,860,163,697,5,1,4,54,9,45
95FF03,2304,287,2017,889,114,775,1299,161,1138,18,2,16,98,10,88
95FF04,2038,378,1660,725,130,595,1240,241,999,14,2,12,59,5,54
95FF05,2045,265,1780,380,34,346,1544,213,1331,25,2,23,96,16,80
95FF06,3093,516,2577,444,62,382,2448,428,2020,34,6,28,167,20,147
95FF07,2091,218,1873,993,90,903,1005,115,890,9,4,5,84,9,75
95FF08,1941,256,1685,543,60,483,1321,189,1132,12,1,11,65,6,59
95FF09,1935,230,1705,747,81,666,1094,137,957,19,3,16,75,9,66
95FF10,2625,413,2212,369,70,299,2118,330,1788,13,2,11,125,11,114
95FF11,2014,323,1691,587,91,496,1344,221,1123,21,3,18,62,8,54
95FF12,2184,325,1859,1162,172,990,946,147,799,19,0,19,57,6,51
95FF13,2087,366,1721,709,113,596,1303,236,1067,11,3,8,64,14,50
95FF14,1917,390,1527,259,35,224,1567,340,1227,20,4,16,71,11,60
95FF15,2144,265,1879,792,82,710,1272,174,1098,17,5,12,63,4,59
95FF16,1910,319,1591,420,51,369,1411,261,1150,11,1,10,68,6,62
95FF17,1434,135,1299,511,47,464,836,79,757,16,2,14,71,7,64
95GG01,4151,499,3652,3943,467,3476,153,20,133,9,0,9,46,12,34
95GG02,4454,379,4075,4127,335,3792,238,29,209,13,1,12,76,14,62
95GG03,4897,1077,3820,812,163,649,3523,791,2732,92,27,65,470,96,374
95GG04,3862,340,3522,1893,178,1715,1713,132,1581,55,8,47,201,22,179
95GG05,5043,1003,4040,2919,594,2325,1448,282,1166,128,23,105,548,104,444
95GG06,4503,483,4020,340,48,292,3856,398,3458,51,8,43,256,29,227
95GG07,4242,384,3858,3872,340,3532,265,31,234,27,3,24,78,10,68
95GG08,3870,481,3389,2451,313,2138,1203,125,1078,49,11,38,167,32,135
95GG09,5018,850,4168,435,65,370,4169,726,3443,43,5,38,371,54,317
95GG10,3388,454,2934,487,87,400,2479,307,2172,66,16,50,356,44,312
95GG11,4544,703,3841,732,112,620,3302,514,2788,71,15,56,439,62,377
95GG12,8071,1991,6080,4896,1137,3759,1961,559,1402,294,60,234,920,235,685
95GG13,3820,556,3264,1388,283,1105,2191,245,1946,54,8,46,187,20,167
95GG14,3890,825,3065,2137,481,1656,1591,322,1269,38,7,31,124,15,109
95GG15,4901,964,3937,659,118,541,3862,783,3079,41,10,31,339,53,286
95GG16,4343,716,3627,3244,542,2702,795,109,686,67,16,51,237,49,188
95GG17,4048,462,3586,2857,345,2512,1027,95,932,29,5,24,135,17,118
95GG18,3841,351,3490,3484,305,3179,251,31,220,28,3,25,78,12,66
95GG19,3619,184,3435,349,28,321,3085,144,2941,23,0,23,162,12,150
95GG20,3992,405,3587,918,129,789,2647,228,2419,88,11,77,339,37,302
95GG21,4134,339,3795,3622,281,3341,316,39,277,97,8,89,99,11,88
95GG22,4400,538,3862,4167,504,3663,152,19,133,29,8,21,52,7,45
95GG23,3766,694,3072,1763,353,1410,1750,299,1451,87,17,70,166,25,141
95GG24,3756,570,3186,1495,288,1207,2010,243,1767,40,9,31,211,30,181
95GG25,4483,545,3938,4277,515,3762,135,17,118,26,5,21,45,8,37
95GG26,2990,261,2729,526,56,470,2297,182,2115,31,7,24,136,16,120
95GG27,5057,487,4570,4707,454,4253,279,21,258,12,4,8,59,8,51
95GG28,4393,400,3993,418,39,379,3717,343,3374,40,4,36,218,14,204
95GG29,3992,487,3505,560,87,473,2870,326,2544,172,19,153,390,55,335
95GG30,3947,658,3289,329,70,259,3273,539,2734,52,6,46,293,43,250
95GG31,5115,603,4512,4376,512,3864,592,76,516,31,3,28,116,12,104
95GG32,4915,544,4371,2195,250,1945,2465,265,2200,36,6,30,219,23,196
95GG33,4534,1157,3377,2688,613,2075,1497,450,1047,109,30,79,240,64,176
95GG34,4057,669,3388,2449,423,2026,1408,212,1196,63,16,47,137,18,119
95GG35,3931,320,3611,3510,259,3251,308,40,268,34,5,29,79,16,63
95GG36,4625,791,3834,512,71,441,3703,652,3051,61,12,49,349,56,293
95GG37,5118,1028,4090,1985,386,1599,2565,518,2047,98,21,77,470,103,367
95GG38,5511,1154,4357,3208,718,2490,1827,341,1486,104,26,78,372,69,303
95GG39,6134,833,5301,2154,282,1872,2959,395,2564,392,64,328,629,92,537
95GG40,3020,176,2844,218,11,207,2621,149,2472,24,8,16,157,8,149
95GG41,4523,1167,3356,570,136,434,3581,966,2615,50,9,41,322,56,266
95GG42,7120,2189,4931,3277,928,2349,2919,989,1930,212,71,141,712,201,511
95GG43,4087,513,3574,384,47,337,3211,401,2810,73,22,51,419,43,376
95GG44,4484,443,4041,727,88,639,3154,295,2859,61,14,47,542,46,496
95GG45,3956,699,3257,1163,272,891,2457,376,2081,96,21,75,240,30,210
95GG46,4092,383,3709,3845,346,3499,180,26,154,11,1,10,56,10,46
95GG47,4629,589,4040,4067,485,3582,347,62,285,41,15,26,174,27,147
95GG48,4142,310,3832,3851,265,3586,208,32,176,12,2,10,71,11,60
95GG49,7475,1968,5507,3100,735,2365,3162,976,2186,393,69,324,820,188,632
95GG50,4477,535,3942,899,132,767,2925,319,2606,123,24,99,530,60,470
95GG51,3319,250,3069,175,19,156,2969,213,2756,22,2,20,153,16,137
95HH01,1711,283,1428,262,41,221,1300,205,1095,14,4,10,135,33,102
95HH02,2293,404,1889,146,26,120,1968,349,1619,17,5,12,162,24,138
95HH03,1404,259,1145,147,35,112,1183,213,970,7,1,6,67,10,57
95HH04,2531,371,2160,184,24,160,2160,326,1834,25,4,21,162,17,145
95HH05,1630,136,1494,102,7,95,1364,114,1250,8,0,8,156,15,141
95HH06,3611,562,3049,247,36,211,3054,482,2572,40,16,24,270,28,242
95HH07,1234,139,1095,89,6,83,1034,118,916,12,1,11,99,14,85
95HH08,2169,410,1759,334,64,270,1647,324,1323,18,1,17,170,21,149
95HH09,2301,300,2001,339,43,296,1702,216,1486,40,8,32,220,33,187
95HH10,1923,396,1527,207,33,174,1570,344,1226,17,2,15,129,17,112
95HH11,1143,87,1056,81,6,75,955,75,880,10,0,10,97,6,91
95HH12,1252,168,1084,73,11,62,1048,141,907,10,0,10,121,16,105
95HH13,1052,94,958,57,6,51,893,82,811,5,0,5,97,6,91
95HH14,1281,141,1140,128,18,110,1045,110,935,11,0,11,97,13,84
95HH15,2154,279,1875,207,26,181,1782,240,1542,31,3,28,134,10,124
95HH16,1767,333,1434,333,49,284,1249,250,999,31,7,24,154,27,127
95HH17,1953,315,1638,126,12,114,1693,281,1412,16,1,15,118,21,97
95II01,2595,514,2081,123,23,100,2273,461,1812,28,7,21,171,23,148
95II02,3977,691,3286,1222,255,967,2431,382,2049,81,13,68,243,41,202
95II03,2752,461,2291,1211,193,1018,1311,236,1075,45,6,39,185,26,159
95II04,3366,473,2893,153,18,135,2937,419,2518,34,10,24,242,26,216
95II05,2854,504,2350,1325,265,1060,1368,218,1150,38,5,33,123,16,107
95II06,2648,457,2191,1211,188,1023,1259,237,1022,37,11,26,141,21,120
95II07,1687,169,1518,149,19,130,1381,129,1252,19,5,14,138,16,122
95II08,1983,273,1710,204,22,182,1611,228,1383,17,6,11,151,17,134
95II09,2712,410,2302,213,37,176,2263,337,1926,37,9,28,199,27,172
95II10,2118,231,1887,60,7,53,1850,198,1652,17,2,15,191,24,167
95II11,2105,405,1700,926,152,774,1032,229,803,23,2,21,124,22,102
95II12,2036,427,1609,181,25,156,1710,376,1334,21,7,14,124,19,105
95II13,2198,265,1933,135,10,125,1857,239,1618,38,4,34,168,12,156
95II14,2123,430,1693,541,79,462,1467,332,1135,17,5,12,98,14,84
95II15,2669,481,2188,1175,208,967,1281,249,1032,36,9,27,177,15,162
95II16,1748,192,1556,92,7,85,1534,172,1362,16,0,16,106,13,93
95II17,2085,329,1756,101,12,89,1800,291,1509,36,9,27,148,17,131
95II18,1861,240,1621,138,24,114,1585,196,1389,31,7,24,107,13,94
95II19,3065,628,2437,327,89,238,2550,499,2051,30,7,23,158,33,125
95II20,2284,395,1889,857,149,708,1234,216,1018,32,5,27,161,25,136
95II21,1879,191,1688,61,8,53,1673,162,1511,9,3,6,136,18,118
95II22,1854,248,1606,114,18,96,1611,217,1394,6,0,6,123,13,110
95II23,1801,337,1464,794,155,639,869,153,716,21,5,16,117,24,93
95JJ01,1993,362,1631,467,68,399,1456,280,1176,8,2,6,62,12,50
95JJ02,1960,365,1595,569,96,473,1261,237,1024,15,4,11,115,28,87
95JJ03,1812,198,1614,246,29,217,1434,156,1278,20,5,15,112,8,104
95JJ04,2501,453,2048,413,65,348,1977,366,1611,28,8,20,83,14,69
95JJ05,1597,152,1445,445,33,412,1048,104,944,5,1,4,99,14,85
95JJ06,1914,191,1723,749,62,687,1064,116,948,16,6,10,85,7,78
95JJ07,2035,179,1856,454,37,417,1490,137,1353,15,0,15,76,5,71
95JJ08,2678,563,2115,628,148,480,1900,372,1528,24,8,16,126,35,91
95JJ09,1700,298,1402,98,16,82,1547,274,1273,12,0,12,43,8,35
95JJ10,2122,298,1824,981,147,834,1092,148,944,12,3,9,37,0,37
95JJ11,2959,568,2391,618,99,519,2166,439,1727,30,8,22,145,22,123
95JJ12,2090,235,1855,1369,142,1227,668,89,579,9,1,8,44,3,41
95JJ13,3024,534,2490,531,74,457,2325,431,1894,35,11,24,133,18,115
95JJ14,1837,324,1513,197,23,174,1580,290,1290,11,4,7,49,7,42
95JJ15,1604,297,1307,498,84,414,1020,187,833,17,9,8,69,17,52
95JJ16,1560,260,1300,501,78,423,945,164,781,20,6,14,94,12,82
95JJ17,1885,329,1556,896,150,746,929,170,759,13,2,11,47,7,40
95JJ18,1762,232,1530,475,67,408,1154,150,1004,12,1,11,121,14,107
95JJ19,2580,649,1931,996,255,741,1447,368,1079,31,9,22,106,17,89
95JJ20,3257,482,2775,694,91,603,2426,377,2049,28,3,25,109,11,98
95JJ21,2479,504,1975,606,126,480,1657,317,1340,42,11,31,174,50,124
95JJ22,2268,494,1774,557,104,453,1563,360,1203,40,11,29,108,19,89
95KK01,1968,215,1753,1866,198,1668,93,15,78,4,0,4,5,2,3
95KK02,1595,173,1422,577,41,536,963,122,841,24,8,16,31,2,29
95KK03,1754,213,1541,1601,193,1408,142,20,122,4,0,4,7,0,7
95KK04,2126,245,1881,1613,164,1449,408,73,335,17,2,15,88,6,82
95KK05,2020,273,1747,1709,215,1494,287,54,233,7,2,5,17,2,15
95KK06,1527,168,1359,781,75,706,691,90,601,10,0,10,45,3,42
95KK07,1583,232,1351,629,85,544,934,141,793,9,4,5,11,2,9
95KK08,1985,288,1697,753,100,653,1174,180,994,16,5,11,42,3,39
95KK09,1776,238,1538,717,76,641,972,153,819,8,3,5,79,6,73
95KK10,1654,253,1401,667,89,578,955,156,799,12,2,10,20,6,14
95KK11,1864,232,1632,574,77,497,1196,153,1043,9,1,8,85,1,84
95KK12,1781,277,1504,1409,202,1207,352,73,279,2,0,2,18,2,16
95KK13,1468,221,1247,249,30,219,1173,183,990,11,3,8,35,5,30
95KK14,1612,234,1378,711,87,624,883,143,740,2,0,2,16,4,12
95KK15,2189,314,1875,1439,207,1232,719,106,613,9,0,9,22,1,21
95KK16,1817,246,1571,1318,180,1138,420,56,364,6,2,4,73,8,65
95LL01,3689,505,3184,3085,381,2704,476,103,373,23,5,18,105,16,89
95LL02,2449,275,2174,626,59,567,1617,200,1417,38,7,31,168,9,159
95LL03,1884,177,1707,198,19,179,1569,149,1420,15,1,14,102,8,94
95LL04,2335,278,2057,1870,214,1656,418,59,359,7,0,7,40,5,35
95LL05,3182,561,2621,620,92,528,2379,435,1944,59,14,45,124,20,104
95LL06,2734,335,2399,330,40,290,2240,274,1966,22,3,19,142,18,124
95LL07,1727,132,1595,238,7,231,1359,116,1243,23,1,22,107,8,99
95LL08,2553,201,2352,2048,160,1888,348,30,318,18,1,17,139,10,129
95LL09,2557,188,2369,2113,163,1950,361,21,340,20,2,18,63,2,61
95LL10,4141,583,3558,3615,490,3125,462,89,373,10,1,9,54,3,51
95LL11,3048,474,2574,293,40,253,2576,412,2164,26,6,20,153,16,137
95LL12,2995,274,2721,2551,215,2336,281,42,239,31,2,29,132,15,117
95LL13,2096,208,1888,1284,121,1163,635,67,568,38,5,33,139,15,124
95LL14,2140,203,1937,2027,189,1838,84,9,75,11,2,9,18,3,15
95LL15,2531,425,2106,212,21,191,2169,390,1779,33,5,28,117,9,108
95LL16,4709,815,3894,1119,128,991,3207,642,2565,61,7,54,322,38,284
95LL17,2106,341,1765,170,24,146,1792,298,1494,21,3,18,123,16,107
95LL18,2716,491,2225,159,15,144,2406,457,1949,29,4,25,122,15,107
95LL19,3975,660,3315,915,110,805,2851,524,2327,42,9,33,167,17,150
95LL20,1897,176,1721,754,57,697,1072,113,959,16,2,14,55,4,51
95LL21,3060,348,2712,1553,171,1382,1368,171,1197,23,2,21,116,4,112
95LL22,2827,290,2537,2559,266,2293,182,17,165,11,1,10,75,6,69
95LL23,1733,180,1553,211,19,192,1410,148,1262,11,0,11,101,13,88
95LL24,2893,499,2394,996,159,837,1800,324,1476,12,0,12,85,16,69
95LL25,3551,665,2886,328,43,285,3040,595,2445,43,9,34,140,18,122
95LL26,2975,345,2630,2735,317,2418,171,23,148,21,4,17,48,1,47
95MM01,3797,518,3279,1470,194,1276,2177,292,1885,49,16,33,101,16,85
95MM02,2738,570,2168,2541,518,2023,156,44,112,18,2,16,23,6,17
95MM03,2617,420,2197,1773,315,1458,796,95,701,17,5,12,31,5,26
95MM04,1822,232,1590,1747,222,1525,48,6,42,3,1,2,24,3,21
95MM05,1955,209,1746,1852,195,1657,87,11,76,2,0,2,14,3,11
95MM06,2015,196,1819,1890,184,1706,103,11,92,12,1,11,10,0,10
95MM07,2105,290,1815,380,64,316,1647,210,1437,17,5,12,61,11,50
95MM08,2408,374,2034,1564,223,1341,801,147,654,7,2,5,36,2,34
95MM09,2663,382,2281,1904,254,1650,714,119,595,9,3,6,36,6,30
95MM10,2026,178,1848,1946,172,1774,63,4,59,1,0,1,16,2,14
95MM11,1736,154,1582,1684,147,1537,41,5,36,1,1,0,10,1,9
95MM12,4173,509,3664,3807,465,3342,310,35,275,15,1,14,41,8,33
95MM13,6220,905,5315,5780,839,4941,358,57,301,25,5,20,57,4,53
95MM14,2097,250,1847,962,130,832,1053,102,951,38,8,30,44,10,34
95MM15,3358,560,2798,1680,234,1446,1589,312,1277,17,3,14,72,11,61
95MM16,4209,617,3592,2726,375,2351,1281,214,1067,73,9,64,129,19,110
95MM17,3029,461,2568,2778,429,2349,207,23,184,11,3,8,33,6,27
95MM18,3850,542,3308,2529,327,2202,1227,196,1031,26,5,21,68,14,54
95MM19,2478,381,2097,872,135,737,1501,228,1273,38,7,31,67,11,56
95MM20,2754,349,2405,578,94,484,2075,238,1837,23,1,22,78,16,62
95MM21,2712,375,2337,1044,167,877,1600,195,1405,20,5,15,48,8,40
95MM22,2117,352,1765,1989,334,1655,91,14,77,12,1,11,25,3,22
95MM23,2143,282,1861,1872,233,1639,190,32,158,23,4,19,58,13,45
95MM24,1928,219,1709,1882,216,1666,35,2,33,4,0,4,7,1,6
95MM25,4405,516,3889,4220,489,3731,130,20,110,20,4,16,35,3,32
95MM26,2503,330,2173,2431,314,2117,43,6,37,7,3,4,22,7,15
95MM27,3455,626,2829,2806,471,2335,407,106,301,98,13,85,144,36,108
95MM28,1977,220,1757,1608,164,1444,302,41,261,13,1,12,54,14,40
95MM29,2654,309,2345,1898,232,1666,657,59,598,33,7,26,66,11,55
95MM30,1719,184,1535,1636,170,1466,60,6,54,10,3,7,13,5,8
95NN01,2505,328,2177,2148,262,1886,291,51,240,11,1,10,55,14,41
95NN02,1784,279,1505,1585,256,1329,163,16,147,8,1,7,28,6,22
95NN03,2310,310,2000,441,49,392,1742,249,1493,13,1,12,114,11,103
95NN04,2184,247,1937,1889,201,1688,220,36,184,16,4,12,59,6,53
95NN05,1959,246,1713,1015,128,887,849,109,740,15,0,15,80,9,71
95NN06,2653,397,2256,2289,345,1944,298,45,253,18,4,14,48,3,45
95NN07,2498,276,2222,2240,235,2005,194,23,171,18,5,13,46,13,33
95NN08,2612,427,2185,1408,197,1211,1078,208,870,27,7,20,99,15,84
95NN09,2404,451,1953,738,109,629,1556,319,1237,16,3,13,94,20,74
95NN10,2574,485,2089,1654,288,1366,809,171,638,17,5,12,94,21,73
95NN11,2951,430,2521,2399,348,2051,467,71,396,9,1,8,76,10,66
95NN12,2204,368,1836,1327,186,1141,791,164,627,14,6,8,72,12,60
95NN13,2390,450,1940,920,156,764,1330,279,1051,26,5,21,114,10,104
95NN14,2712,390,2322,1854,241,1613,663,122,541,22,5,17,173,22,151
95NN15,2381,304,2077,832,100,732,1400,184,1216,13,4,9,136,16,120
95NN16,2599,551,2048,647,96,551,1802,429,1373,17,3,14,133,23,110
95NN17,1782,216,1566,1296,144,1152,413,67,346,4,0,4,69,5,64
95NN18,2181,354,1827,1566,234,1332,524,100,424,14,4,10,77,16,61
95NN19,2723,531,2192,702,112,590,1846,386,1460,14,6,8,161,27,134
95NN20,2367,445,1922,1315,216,1099,951,205,746,18,3,15,83,21,62
95NN21,2181,404,1777,1524,262,1262,576,128,448,9,2,7,72,12,60
95NN22,2145,401,1744,1713,260,1453,352,116,236,13,5,8,67,20,47
95NN23,2647,489,2158,2137,364,1773,441,109,332,11,5,6,58,11,47
95OO01,1936,273,1663,1522,213,1309,390,60,330,8,0,8,16,0,16
95OO02,1731,319,1412,1028,186,842,673,126,547,11,1,10,19,6,13
95OO03,2028,293,1735,743,80,663,1244,207,1037,13,3,10,28,3,25
95OO04,1905,260,1645,1350,192,1158,525,68,457,5,0,5,25,0,25
95OO05,2100,175,1925,1685,134,1551,334,37,297,18,3,15,63,1,62
95OO06,2190,344,1846,1274,203,1071,856,134,722,25,3,22,35,4,31
95OO07,1950,348,1602,971,161,810,935,176,759,12,4,8,32,7,25
95OO08,2111,343,1768,1182,195,987,875,140,735,12,2,10,42,6,36
95OO09,1739,261,1478,1090,161,929,626,98,528,8,1,7,15,1,14
95OO10,2649,270,2379,2460,255,2205,166,14,152,7,1,6,16,0,16
95OO11,1889,190,1699,1742,169,1573,112,13,99,8,2,6,27,6,21
95OO12,2081,263,1818,1469,185,1284,578,77,501,5,0,5,29,1,28
95OO13,2137,301,1836,893,86,807,1125,193,932,20,3,17,99,19,80
95OO14,1961,307,1654,1364,198,1166,554,101,453,12,5,7,31,3,28
95OO15,1774,175,1599,1500,148,1352,228,26,202,10,0,10,36,1,35
95OO16,1695,249,1446,410,41,369,1230,205,1025,10,2,8,45,1,44
95OO17,2105,292,1813,414,71,343,1621,213,1408,38,6,32,32,2,30
95OO18,2291,408,1883,1241,205,1036,960,194,766,16,3,13,74,6,68
95OO19,2239,353,1886,1365,203,1162,816,139,677,15,3,12,43,8,35
95OO20,1708,249,1459,459,69,390,1179,167,1012,10,4,6,60,9,51
95OO21,1870,255,1615,1610,223,1387,201,28,173,13,1,12,46,3,43
95OO22,2378,338,2040,2259,318,1941,110,17,93,2,2,0,7,1,6
95PP01,1998,392,1606,412,79,333,1532,304,1228,17,5,12,37,4,33
