GeographyCode,DC4103NI0001,DC4103NI0002,DC4103NI0003,DC4103NI0004,DC4103NI0005,DC4103NI0006,DC4103NI0007,DC4103NI0008,DC4103NI0009,DC4103NI0010,DC4103NI0011,DC4103NI0012,DC4103NI0013,DC4103NI0014,DC4103NI0015,DC4103NI0016,DC4103NI0017,DC4103NI0018,DC4103NI0019,DC4103NI0020,DC4103NI0021,DC4103NI0022,DC4103NI0023,DC4103NI0024,DC4103NI0025,DC4103NI0026,DC4103NI0027,DC4103NI0028,DC4103NI0029,DC4103NI0030,DC4103NI0031,DC4103NI0032,DC4103NI0033,DC4103NI0034,DC4103NI0035,DC4103NI0036,DC4103NI0037,DC4103NI0038,DC4103NI0039,DC4103NI0040,DC4103NI0041,DC4103NI0042,DC4103NI0043,DC4103NI0044,DC4103NI0045,DC4103NI0046,DC4103NI0047,DC4103NI0048,DC4103NI0049,DC4103NI0050,DC4103NI0051,DC4103NI0052,DC4103NI0053,DC4103NI0054,DC4103NI0055,DC4103NI0056,DC4103NI0057,DC4103NI0058,DC4103NI0059,DC4103NI0060,DC4103NI0061,DC4103NI0062,DC4103NI0063,DC4103NI0064,DC4103NI0065,DC4103NI0066,DC4103NI0067,DC4103NI0068,DC4103NI0069,DC4103NI0070,DC4103NI0071,DC4103NI0072,DC4103NI0073,DC4103NI0074,DC4103NI0075,DC4103NI0076,DC4103NI0077,DC4103NI0078,DC4103NI0079,DC4103NI0080,DC4103NI0081,DC4103NI0082,DC4103NI0083,DC4103NI0084,DC4103NI0085,DC4103NI0086,DC4103NI0087,DC4103NI0088,DC4103NI0089,DC4103NI0090,DC4103NI0091,DC4103NI0092,DC4103NI0093,DC4103NI0094,DC4103NI0095,DC4103NI0096
95GG07,2269,1240,871,136,18,4,742,501,236,4,0,1,217,166,49,1,0,1,525,335,187,3,0,0,1250,598,532,103,15,2,77,35,41,1,0,0,133,50,68,15,0,0,267,75,151,35,5,1,155,38,81,28,7,1,448,304,130,14,0,0,170,96,61,10,3,0,277,141,103,29,3,1,135,61,55,16,3,0,6,3,3,0,0,0,10,5,5,0,0,0,126,72,40,13,0,1
95GG08,2151,668,1025,396,51,11,735,339,375,20,0,1,253,138,112,3,0,0,482,201,263,17,0,1,1256,279,586,339,45,7,132,21,78,32,0,1,248,33,121,88,5,1,350,35,155,142,18,0,135,17,42,52,19,5,283,134,139,10,0,0,108,39,51,15,3,0,160,50,64,37,6,3,56,13,24,15,4,0,5,2,1,1,1,0,13,8,2,3,0,0,86,27,37,18,1,3
95GG09,2604,535,1209,720,105,35,802,269,511,19,0,3,321,153,162,4,0,2,481,116,349,15,0,1,1634,224,638,648,96,28,229,32,132,62,3,0,385,25,158,186,12,4,503,33,146,283,30,11,192,9,56,71,44,12,203,83,97,20,2,1,122,42,49,26,5,0,168,42,60,53,9,4,57,15,20,16,3,3,2,0,1,1,0,0,11,5,5,1,0,0,98,22,34,35,6,1
95GG10,2017,1092,749,141,28,7,883,589,285,7,2,0,227,177,49,1,0,0,656,412,236,6,2,0,841,381,363,87,9,1,66,34,31,1,0,0,228,81,115,31,1,0,168,54,82,25,6,1,75,26,28,20,1,0,208,127,74,6,1,0,96,59,33,4,0,0,293,122,101,47,17,6,37,17,14,3,3,0,38,4,17,10,4,3,6,3,3,0,0,0,212,98,67,34,10,3
95GG11,2686,1070,1210,360,35,11,1162,642,498,18,2,2,315,237,78,0,0,0,847,405,420,18,2,2,1289,336,624,298,23,8,110,29,75,6,0,0,403,74,218,107,4,0,334,56,152,112,12,2,99,19,29,39,7,5,239,117,107,14,0,1,104,41,43,20,0,0,235,92,88,44,10,1,50,20,18,6,6,0,1,0,0,1,0,0,15,7,6,2,0,0,169,65,64,35,4,1
95GG12,3429,1798,1050,364,155,62,1140,769,323,27,13,8,142,98,44,0,0,0,998,671,279,27,13,8,897,429,356,82,23,7,28,10,15,3,0,0,296,133,125,33,3,2,203,74,88,29,8,4,52,11,23,9,9,0,206,144,56,4,1,1,112,57,49,4,2,0,1392,600,371,255,119,47,82,35,36,10,1,0,690,287,165,140,68,30,3,2,1,0,0,0,617,276,169,105,50,17
95GG13,2116,711,927,400,64,14,819,462,345,9,1,2,339,228,105,5,0,1,480,234,240,4,1,1,1191,225,529,365,60,12,131,28,86,17,0,0,232,28,117,75,8,4,347,24,120,182,19,2,157,9,57,59,27,5,199,88,103,6,2,0,125,48,46,26,4,1,106,24,53,26,3,0,36,8,13,13,2,0,0,0,0,0,0,0,13,7,4,2,0,0,57,9,36,11,1,0
95GG14,1817,231,787,649,121,29,440,143,283,13,1,0,227,87,138,2,0,0,213,56,145,11,1,0,1270,75,463,601,106,25,179,18,97,64,0,0,255,3,115,129,7,1,455,12,113,279,40,11,194,2,41,92,46,13,101,30,55,11,5,0,86,10,42,26,8,0,107,13,41,35,14,4,40,5,13,14,6,2,0,0,0,0,0,0,13,2,7,4,0,0,54,6,21,17,8,2
95GG15,2544,419,1167,816,111,31,889,285,588,15,0,1,455,197,256,2,0,0,434,88,332,13,0,1,1541,110,545,754,106,26,251,22,133,91,4,1,396,19,138,220,18,1,545,16,121,359,40,9,155,5,34,63,38,15,111,26,76,7,2,0,83,22,43,14,4,0,114,24,34,47,5,4,26,7,7,10,1,1,0,0,0,0,0,0,10,2,6,2,0,0,78,15,21,35,4,3
95GG16,2230,783,1014,368,52,13,776,435,328,12,1,0,248,167,79,2,0,0,528,268,249,10,1,0,1239,270,600,315,41,13,88,24,52,11,1,0,220,32,111,76,0,1,354,25,165,140,18,6,168,17,73,53,20,5,275,126,130,17,1,1,134,46,69,18,1,0,215,78,86,41,10,0,82,20,36,19,7,0,4,2,1,1,0,0,7,3,4,0,0,0,122,53,45,21,3,0
95GG17,2137,878,877,313,57,12,636,399,227,8,2,0,255,177,78,0,0,0,381,222,149,8,2,0,1333,418,588,265,50,12,114,36,70,8,0,0,192,29,99,60,4,0,354,45,178,107,20,4,150,13,56,51,22,8,377,226,130,20,1,0,146,69,55,19,3,0,168,61,62,40,5,0,73,24,30,16,3,0,0,0,0,0,0,0,12,7,3,2,0,0,83,30,29,22,2,0
95GG18,2143,1304,728,93,8,10,746,570,169,3,0,4,221,195,22,1,0,3,525,375,147,2,0,1,1111,592,444,65,6,4,58,33,23,1,0,1,124,46,63,15,0,0,208,74,108,22,3,1,86,28,49,8,1,0,444,301,136,5,1,1,191,110,65,14,1,1,286,142,115,25,2,2,97,50,35,9,2,1,1,1,0,0,0,0,11,6,5,0,0,0,177,85,75,16,0,1
95GG19,2239,1412,712,94,14,7,1004,791,207,4,1,1,424,359,65,0,0,0,580,432,142,4,1,1,1100,550,453,81,11,5,113,70,43,0,0,0,168,54,95,17,1,1,182,45,102,31,4,0,95,32,35,21,3,4,399,263,129,6,1,0,143,86,49,6,2,0,135,71,52,9,2,1,52,26,19,6,1,0,0,0,0,0,0,0,6,5,1,0,0,0,77,40,32,3,1,1
95GG20,2359,1321,890,134,10,4,1008,699,301,8,0,0,324,261,62,1,0,0,684,438,239,7,0,0,1045,470,469,97,7,2,79,39,39,1,0,0,238,74,130,34,0,0,211,60,109,38,3,1,78,21,43,10,3,1,335,216,109,9,1,0,104,60,39,5,0,0,306,152,120,29,3,2,84,40,39,3,2,0,6,4,1,1,0,0,15,12,3,0,0,0,201,96,77,25,1,2
95GG21,2262,1612,550,81,15,4,854,721,131,2,0,0,268,241,26,1,0,0,586,480,105,1,0,0,1117,707,346,50,10,4,44,25,18,1,0,0,138,79,52,6,1,0,140,66,58,14,2,0,119,58,46,11,2,2,443,341,87,11,3,1,233,138,85,7,2,1,291,184,73,29,5,0,118,75,32,10,1,0,8,5,1,2,0,0,11,8,1,0,2,0,154,96,39,17,2,0
95GG22,2208,837,1011,297,48,15,783,486,286,8,1,2,388,274,108,4,0,2,395,212,178,4,1,0,1218,290,633,244,40,11,133,40,88,5,0,0,174,31,110,31,2,0,327,35,160,116,11,5,197,26,80,63,23,5,233,105,116,10,2,0,154,53,79,19,2,1,207,61,92,45,7,2,88,16,41,24,5,2,2,0,1,1,0,0,26,16,7,3,0,0,91,29,43,17,2,0
95GG23,1821,289,838,558,107,29,490,195,286,8,0,1,243,134,109,0,0,0,247,61,177,8,0,1,1230,77,518,513,97,25,203,21,137,43,0,2,272,13,128,123,7,1,379,6,112,219,29,13,213,7,47,96,54,9,91,18,60,10,3,0,72,12,34,22,4,0,101,17,34,37,10,3,31,4,11,7,6,3,1,1,0,0,0,0,9,5,2,2,0,0,60,7,21,28,4,0
95GG24,1945,589,897,370,78,11,714,345,359,7,1,2,306,169,136,0,0,1,408,176,223,7,1,1,1111,204,500,334,65,8,147,27,99,20,1,0,251,44,131,73,3,0,325,24,117,155,27,2,152,17,40,59,30,6,152,74,70,8,0,0,84,18,43,19,4,0,120,40,38,29,12,1,41,14,9,13,4,1,2,1,0,0,1,0,14,10,4,0,0,0,63,15,25,16,7,0
95GG25,2194,921,942,269,50,12,668,441,221,6,0,0,290,227,62,1,0,0,378,214,159,5,0,0,1294,402,618,224,41,9,101,36,61,4,0,0,147,27,96,23,1,0,339,45,159,115,18,2,160,24,71,43,16,6,320,174,124,18,3,1,227,96,107,21,3,0,232,78,103,39,9,3,101,25,45,26,4,1,0,0,0,0,0,0,15,7,6,1,0,1,116,46,52,12,5,1
95GG26,1654,807,695,131,18,3,563,382,176,3,1,1,211,155,55,1,0,0,352,227,121,2,1,1,979,381,472,111,14,1,124,48,74,2,0,0,153,43,98,12,0,0,170,28,100,37,5,0,115,16,56,34,8,1,282,177,93,12,0,0,135,69,51,14,1,0,112,44,47,17,3,1,56,20,26,7,2,1,0,0,0,0,0,0,9,8,1,0,0,0,47,16,20,10,1,0
95GG27,2467,964,1080,363,49,11,686,420,262,4,0,0,172,114,57,1,0,0,514,306,205,3,0,0,1490,440,698,304,37,11,108,25,79,4,0,0,165,35,90,38,1,1,367,43,160,146,13,5,184,22,87,54,17,4,438,210,193,32,2,1,228,105,89,30,4,0,291,104,120,55,12,0,144,41,62,33,8,0,2,0,2,0,0,0,11,8,2,1,0,0,134,55,54,21,4,0
95GG28,2325,817,1041,393,63,11,636,382,247,6,1,0,232,160,72,0,0,0,404,222,175,6,1,0,1537,380,729,364,53,11,154,52,94,8,0,0,290,40,173,69,5,3,433,46,186,178,21,2,182,11,71,68,26,6,337,174,137,26,0,0,141,57,68,15,1,0,152,55,65,23,9,0,64,21,27,12,4,0,4,3,0,0,1,0,15,10,5,0,0,0,69,21,33,11,4,0
95GG29,2430,1079,1087,238,18,8,1001,573,420,7,1,0,298,236,60,2,0,0,703,337,360,5,1,0,1209,422,584,190,8,5,85,38,46,1,0,0,329,74,172,78,3,2,304,75,151,74,3,1,70,22,34,12,0,2,316,174,130,12,0,0,105,39,51,13,2,0,220,84,83,41,9,3,55,28,21,6,0,0,1,0,0,1,0,0,7,4,3,0,0,0,157,52,59,34,9,3
95GG30,2083,459,952,570,86,16,632,288,336,7,1,0,294,169,123,2,0,0,338,119,213,5,1,0,1346,151,572,530,79,14,246,33,167,44,1,1,316,20,136,143,15,2,415,19,112,261,19,4,149,6,38,56,42,7,131,41,76,12,2,0,89,32,43,14,0,0,105,20,44,33,6,2,37,3,16,14,4,0,2,2,0,0,0,0,9,5,4,0,0,0,57,10,24,19,2,2
95GG31,2463,786,1170,405,80,22,567,303,254,9,1,0,204,128,74,2,0,0,363,175,180,7,1,0,1689,422,823,356,70,18,215,38,164,13,0,0,232,38,138,52,3,1,404,35,179,164,23,3,237,25,90,79,31,12,437,217,186,24,8,2,164,69,66,24,5,0,207,61,93,40,9,4,114,27,53,27,5,2,2,2,0,0,0,0,7,4,2,1,0,0,84,28,38,12,4,2
95GG32,2649,989,1203,370,70,17,838,533,285,19,0,1,333,254,76,3,0,0,505,279,209,16,0,1,1609,392,828,322,51,16,146,37,103,6,0,0,299,42,159,90,4,4,448,56,240,122,25,5,178,14,76,63,20,5,409,203,184,20,1,1,129,40,66,21,1,1,202,64,90,29,19,0,95,32,41,13,9,0,1,0,1,0,0,0,10,7,1,2,0,0,96,25,47,14,10,0
95GG33,2195,291,887,762,195,60,641,183,428,25,3,2,259,83,167,8,0,1,382,100,261,17,3,1,1373,67,391,690,175,50,176,8,85,78,4,1,357,28,129,173,27,0,498,9,77,327,64,21,192,2,23,70,74,23,73,10,45,14,3,1,77,10,32,28,3,4,181,41,68,47,17,8,19,3,3,7,6,0,6,2,0,2,0,2,10,3,6,1,0,0,146,33,59,37,11,6
95GG34,1999,434,980,479,89,17,595,257,326,12,0,0,253,147,103,3,0,0,342,110,223,9,0,0,1252,153,592,416,78,13,135,29,86,19,1,0,266,22,141,98,4,1,425,33,174,181,30,7,187,8,57,84,33,5,137,33,90,11,3,0,102,28,44,23,7,0,152,24,62,51,11,4,42,7,22,8,2,3,0,0,0,0,0,0,9,3,5,1,0,0,101,14,35,42,9,1
95GG35,2244,1529,629,72,8,6,897,708,186,1,0,2,247,202,44,0,0,1,650,506,142,1,0,1,1074,656,363,47,5,3,61,37,23,1,0,0,117,58,57,2,0,0,145,53,70,21,1,0,103,43,48,8,3,1,425,322,96,6,0,1,223,143,69,9,1,1,273,165,80,24,3,1,112,53,44,15,0,0,3,2,0,1,0,0,25,18,6,1,0,0,133,92,30,7,3,1
95GG36,2481,487,1254,642,75,23,840,324,501,15,0,0,390,234,154,2,0,0,450,90,347,13,0,0,1488,128,692,578,69,21,180,29,124,26,0,1,383,32,182,153,15,1,513,19,191,273,25,5,198,4,70,84,27,13,128,27,88,12,0,1,86,17,37,30,2,0,153,35,61,49,6,2,45,8,23,12,1,1,0,0,0,0,0,0,12,5,2,4,1,0,96,22,36,33,4,1
95GG37,2687,573,1343,652,95,24,931,320,592,17,2,0,247,152,95,0,0,0,684,168,497,17,2,0,1405,175,648,511,55,16,126,20,87,19,0,0,493,52,240,186,13,2,453,38,169,222,20,4,129,7,42,54,17,9,119,44,67,8,0,0,85,14,43,22,5,1,351,78,103,124,38,8,38,13,12,10,3,0,4,2,1,0,0,1,3,2,0,1,0,0,306,61,90,113,35,7
95GG38,2915,581,1380,800,115,39,1099,393,671,32,3,0,381,230,149,2,0,0,718,163,522,30,3,0,1423,130,590,624,60,19,144,18,92,32,2,0,407,35,160,200,11,1,495,11,158,293,24,9,129,7,36,61,19,6,151,41,97,10,0,3,97,18,47,28,4,0,393,58,119,144,52,20,44,6,16,12,7,3,8,1,1,3,3,0,23,13,9,1,0,0,318,38,93,128,42,17
95GG39,3616,2155,1187,228,36,10,1667,1184,458,17,4,4,452,384,66,1,0,1,1215,800,392,16,4,3,1313,656,521,124,11,1,69,32,35,2,0,0,369,144,180,44,1,0,251,125,95,29,2,0,96,33,37,20,5,1,355,222,111,20,2,0,173,100,63,9,1,0,636,315,208,87,21,5,112,58,42,10,2,0,76,34,25,11,3,3,31,23,7,1,0,0,417,200,134,65,16,2
95GG40,1861,1186,592,73,8,2,856,666,188,2,0,0,304,263,41,0,0,0,552,403,147,2,0,0,865,451,347,60,6,1,72,39,32,1,0,0,134,55,66,13,0,0,150,40,77,28,5,0,71,25,30,15,1,0,334,237,94,3,0,0,104,55,48,0,0,1,140,69,57,11,2,1,60,30,22,6,2,0,0,0,0,0,0,0,17,10,6,1,0,0,63,29,29,4,0,1
95GG41,2173,235,827,902,162,47,605,164,414,24,1,2,323,109,207,6,0,1,282,55,207,18,1,1,1481,58,396,837,150,40,273,8,138,123,4,0,356,9,91,232,19,5,526,13,74,369,59,11,192,4,27,73,65,23,66,16,36,12,2,0,68,8,30,28,1,1,87,13,17,41,11,5,19,3,4,9,1,2,2,1,0,0,1,0,7,2,4,1,0,0,59,7,9,31,9,3
95GG42,2606,436,1112,823,170,65,741,232,476,26,4,3,257,107,149,1,0,0,484,125,327,25,4,3,1333,87,465,659,86,36,201,14,103,83,1,0,371,25,153,178,13,2,491,25,104,307,38,17,132,3,26,56,33,14,71,12,43,14,1,1,67,8,36,21,0,2,532,117,171,138,80,26,39,6,15,10,5,3,181,48,42,47,29,15,15,2,10,2,1,0,297,61,104,79,45,8
95GG43,2316,783,1139,351,36,7,889,452,423,13,1,0,305,227,77,1,0,0,584,225,346,12,1,0,1290,302,650,305,26,7,134,34,94,5,1,0,389,55,226,103,4,1,308,36,140,120,8,4,127,20,48,47,10,2,208,102,94,12,0,0,124,55,48,18,3,0,137,29,66,33,9,0,38,12,15,10,1,0,4,1,0,2,1,0,4,2,2,0,0,0,91,14,49,21,7,0
95GG44,2705,1506,973,203,19,4,1151,779,359,12,0,1,260,207,52,0,0,1,891,572,307,12,0,0,1249,575,511,150,12,1,87,40,43,3,1,0,309,104,140,63,2,0,262,90,129,41,2,0,76,20,30,20,5,1,369,239,116,12,2,0,146,82,53,11,0,0,305,152,103,41,7,2,82,44,29,7,1,1,8,3,1,2,1,1,8,6,2,0,0,0,207,99,71,32,5,0
95GG45,2129,567,920,530,90,22,712,295,395,19,3,0,306,143,157,5,1,0,406,152,238,14,2,0,1266,228,475,473,71,19,232,30,101,99,1,1,250,25,98,115,10,2,337,30,103,169,28,7,135,10,40,50,27,8,206,97,93,14,1,1,106,36,40,26,4,0,151,44,50,38,16,3,47,14,16,10,5,2,6,0,2,3,1,0,12,5,5,2,0,0,86,25,27,23,10,1
95GG46,1932,1040,705,145,34,8,485,346,137,1,1,0,155,119,36,0,0,0,330,227,101,1,1,0,1188,588,452,121,23,4,83,40,41,1,0,1,88,22,59,6,1,0,225,63,106,46,8,2,148,39,60,40,9,0,398,264,116,14,3,1,246,160,70,14,2,0,259,106,116,23,10,4,135,49,63,14,6,3,1,1,0,0,0,0,7,3,4,0,0,0,116,53,49,9,4,1
95GG47,2641,1561,879,174,21,6,1159,865,276,14,2,2,316,250,62,4,0,0,843,615,214,10,2,2,1156,532,482,126,14,2,61,25,33,3,0,0,185,62,96,26,1,0,244,61,121,56,5,1,103,24,52,21,6,0,406,280,120,5,1,0,157,80,60,15,1,1,326,164,121,34,5,2,117,50,50,14,2,1,5,2,1,2,0,0,14,11,3,0,0,0,190,101,67,18,3,1
95GG48,2051,1236,708,87,17,3,478,347,124,6,1,0,114,88,25,1,0,0,364,259,99,5,1,0,1285,727,480,64,12,2,34,24,7,3,0,0,96,42,44,9,1,0,205,65,118,18,4,0,121,37,61,17,5,1,592,410,171,9,2,0,237,149,79,8,0,1,288,162,104,17,4,1,154,80,58,11,4,1,0,0,0,0,0,0,5,3,2,0,0,0,129,79,44,6,0,0
95GG49,3351,1374,1266,493,142,76,1134,595,499,30,7,3,278,178,98,2,0,0,856,417,401,28,7,3,956,295,413,208,29,11,71,17,37,15,2,0,387,111,184,80,8,4,272,70,100,88,10,4,50,11,17,13,6,3,98,56,39,2,1,0,78,30,36,10,2,0,1261,484,354,255,106,62,42,14,15,10,3,0,483,202,100,96,49,36,12,6,4,1,0,1,724,262,235,148,54,25
95GG50,2653,1352,1054,219,24,4,1090,682,397,11,0,0,316,255,61,0,0,0,774,427,336,11,0,0,1238,524,551,148,12,3,73,31,41,1,0,0,320,94,165,57,4,0,280,82,145,50,3,0,96,25,43,22,4,2,336,224,102,8,1,1,133,68,55,10,0,0,325,146,106,60,12,1,60,22,28,8,1,1,3,1,0,2,0,0,11,11,0,0,0,0,251,112,78,50,11,0
95GG51,2081,1242,719,103,15,2,943,706,234,2,0,1,343,280,63,0,0,0,600,426,171,2,0,1,999,457,442,88,11,1,127,58,66,3,0,0,191,70,107,14,0,0,194,46,104,37,6,1,82,15,43,21,3,0,307,213,86,8,0,0,98,55,36,5,2,0,139,79,43,13,4,0,51,29,15,5,2,0,0,0,0,0,0,0,14,11,3,0,0,0,74,39,25,8,2,0
95HH01,890,172,436,232,41,9,292,115,168,7,2,0,129,59,66,3,1,0,163,56,102,4,1,0,569,54,258,213,35,9,93,10,61,21,1,0,142,6,69,62,2,3,171,1,60,93,14,3,63,2,18,23,17,3,63,25,30,7,1,0,37,10,20,7,0,0,29,3,10,12,4,0,10,1,3,3,3,0,0,0,0,0,0,0,2,0,1,1,0,0,17,2,6,8,1,0
95HH02,1063,71,430,434,102,26,172,40,128,4,0,0,71,33,37,1,0,0,101,7,91,3,0,0,849,30,286,412,96,25,81,4,56,20,0,1,187,6,78,95,8,0,367,3,76,233,47,8,111,0,12,45,38,16,80,15,54,10,1,0,23,2,10,9,2,0,42,1,16,18,6,1,17,1,4,9,2,1,0,0,0,0,0,0,2,0,2,0,0,0,23,0,10,9,4,0
95HH03,726,116,328,216,54,12,207,86,116,5,0,0,123,72,48,3,0,0,84,14,68,2,0,0,493,27,204,200,52,10,107,7,79,21,0,0,138,0,57,71,9,1,114,3,29,62,16,4,79,0,12,37,25,5,37,12,19,4,2,0,18,5,8,5,0,0,26,3,8,11,2,2,11,1,2,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,14,2,5,4,2,1
95HH04,1160,91,480,442,117,30,214,59,145,9,1,0,102,49,50,3,0,0,112,10,95,6,1,0,901,31,316,416,111,27,105,6,80,19,0,0,217,4,89,115,7,2,319,2,64,208,37,8,150,2,24,47,61,16,75,14,48,12,1,0,35,3,11,15,5,1,45,1,19,17,5,3,14,0,4,8,2,0,0,0,0,0,0,0,2,0,2,0,0,0,29,1,13,9,3,3
95HH05,908,333,412,143,15,5,254,150,97,5,2,0,88,62,25,1,0,0,166,88,72,4,2,0,614,171,298,130,10,5,49,12,30,7,0,0,108,22,50,35,1,0,169,21,85,56,4,3,59,11,25,18,4,1,175,81,88,5,1,0,54,24,20,9,0,1,40,12,17,8,3,0,10,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,13,5,2,0
95HH06,1682,153,625,709,152,43,302,81,197,23,0,1,97,50,47,0,0,0,205,31,150,23,0,1,1307,67,408,659,134,39,94,6,61,26,0,1,275,8,111,147,9,0,594,15,93,397,73,16,149,1,26,57,45,20,136,30,88,16,1,1,59,7,29,16,6,1,73,5,20,27,18,3,34,1,7,15,9,2,1,0,1,0,0,0,3,0,2,1,0,0,35,4,10,11,9,1
95HH07,733,276,329,109,15,4,313,186,122,5,0,0,104,77,27,0,0,0,209,109,95,5,0,0,385,80,196,92,13,4,42,11,29,2,0,0,79,8,47,18,4,2,82,11,34,35,2,0,48,4,16,21,6,1,87,32,47,6,1,1,47,14,23,10,0,0,35,10,11,12,2,0,14,4,4,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,5,7,6,2,0
95HH08,1083,137,457,370,84,35,310,86,213,8,0,3,103,36,64,2,0,1,207,50,149,6,0,2,711,43,224,336,80,28,109,6,56,41,5,1,175,6,53,100,14,2,229,4,46,140,33,6,95,2,17,37,23,16,67,19,37,7,3,1,36,6,15,11,2,2,62,8,20,26,4,4,18,4,6,7,1,0,5,1,2,1,1,0,6,1,3,2,0,0,33,2,9,16,2,4
95HH09,1423,561,650,190,16,6,731,396,319,14,1,1,292,195,93,3,1,0,439,201,226,11,0,1,615,138,301,160,12,4,82,17,52,13,0,0,202,28,94,73,6,1,135,27,61,43,2,2,45,8,13,20,3,1,102,44,52,6,0,0,49,14,29,5,1,0,77,27,30,16,3,1,17,7,7,2,0,1,0,0,0,0,0,0,3,1,2,0,0,0,57,19,21,14,3,0
95HH10,945,93,338,405,83,26,188,57,119,9,2,1,80,34,43,2,0,1,108,23,76,7,2,0,723,34,209,381,75,24,101,2,54,44,0,1,153,7,40,93,11,2,274,2,43,189,32,8,89,4,9,34,30,12,72,11,51,10,0,0,34,8,12,11,2,1,34,2,10,15,6,1,15,0,5,6,3,1,0,0,0,0,0,0,2,1,1,0,0,0,17,1,4,9,3,0
95HH11,655,255,320,67,11,2,252,143,102,7,0,0,113,68,43,2,0,0,139,75,59,5,0,0,364,101,198,55,9,1,41,3,35,3,0,0,78,16,47,15,0,0,76,14,44,17,1,0,37,5,13,12,6,1,94,47,43,3,1,0,38,16,16,5,1,0,39,11,20,5,2,1,17,4,9,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,21,7,10,4,0,0
95HH12,626,112,294,181,32,7,130,56,70,3,1,0,58,29,27,1,1,0,72,27,43,2,0,0,459,48,211,166,27,7,63,2,53,8,0,0,122,0,58,59,3,2,100,6,33,55,6,0,70,1,16,32,17,4,74,32,41,1,0,0,30,7,10,11,1,1,37,8,13,12,4,0,18,6,5,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,18,2,7,8,1,0
95HH13,614,243,293,66,10,2,188,111,74,3,0,0,48,40,8,0,0,0,140,71,66,3,0,0,393,119,205,61,6,2,31,6,22,3,0,0,78,14,43,20,1,0,91,12,57,19,2,1,33,4,16,9,3,1,127,70,51,6,0,0,33,13,16,4,0,0,33,13,14,2,4,0,12,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,9,1,2,0
95HH14,764,309,343,91,19,2,319,193,122,3,1,0,138,89,49,0,0,0,181,104,73,3,1,0,405,106,202,81,15,1,67,19,46,2,0,0,86,9,54,21,2,0,68,12,25,25,5,1,51,7,20,17,7,0,86,41,37,7,1,0,47,18,20,9,0,0,40,10,19,7,3,1,17,4,8,2,2,1,0,0,0,0,0,0,2,1,1,0,0,0,21,5,10,5,1,0
95HH15,1083,279,463,251,65,25,334,177,150,7,0,0,180,125,53,2,0,0,154,52,97,5,0,0,696,88,295,229,61,23,65,14,43,8,0,0,159,12,87,57,3,0,221,9,69,113,22,8,93,6,12,29,31,15,96,29,54,11,2,0,62,18,30,11,3,0,53,14,18,15,4,2,21,3,8,5,4,1,0,0,0,0,0,0,3,2,1,0,0,0,29,9,9,10,0,1
95HH16,917,159,421,251,70,16,286,106,172,7,1,0,146,64,79,3,0,0,140,42,93,4,1,0,583,47,235,223,64,14,97,7,65,24,1,0,137,11,47,65,13,1,186,11,56,91,21,7,71,1,12,26,27,5,60,13,40,6,0,1,32,4,15,11,2,0,48,6,14,21,5,2,25,2,5,13,3,2,0,0,0,0,0,0,2,1,1,0,0,0,21,3,8,8,2,0
95HH17,928,72,370,350,93,43,182,47,125,7,3,0,78,31,47,0,0,0,104,16,78,7,3,0,701,20,235,330,79,37,60,2,41,13,2,2,178,3,60,99,13,3,268,4,57,148,36,23,86,1,8,42,26,9,82,10,57,13,2,0,27,0,12,15,0,0,45,5,10,13,11,6,21,1,5,5,6,4,0,0,0,0,0,0,3,2,0,1,0,0,21,2,5,7,5,2
95II01,1260,104,522,459,136,39,307,67,227,10,3,0,145,39,102,4,0,0,162,28,125,6,3,0,895,29,279,428,124,35,159,8,97,45,8,1,237,5,60,147,21,4,267,3,52,162,39,11,126,1,15,41,53,16,49,7,30,8,1,3,57,5,25,25,2,0,58,8,16,21,9,4,24,1,6,10,5,2,0,0,0,0,0,0,4,0,1,2,1,0,30,7,9,9,3,2
95II02,1911,336,798,644,112,21,641,236,389,12,1,3,226,116,110,0,0,0,415,120,279,12,1,3,1186,90,381,597,101,17,109,20,68,21,0,0,273,17,105,143,8,0,497,8,83,348,54,4,118,0,23,50,34,11,104,33,60,11,0,0,85,12,42,24,5,2,84,10,28,35,10,1,22,2,8,8,4,0,0,0,0,0,0,0,8,4,4,0,0,0,54,4,16,27,6,1
95II03,1304,83,545,582,71,23,285,50,224,10,1,0,81,32,47,1,1,0,204,18,177,9,0,0,963,28,303,545,66,21,98,5,69,22,2,0,209,4,78,123,3,1,425,7,75,310,28,5,129,1,20,63,30,15,72,7,50,13,2,0,30,4,11,14,1,0,56,5,18,27,4,2,15,1,4,8,1,1,0,0,0,0,0,0,2,0,1,1,0,0,39,4,13,18,3,1
