GeographyCode,DC1102NI0001,DC1102NI0002,DC1102NI0003,DC1102NI0004,DC1102NI0005,DC1102NI0006,DC1102NI0007,DC1102NI0008,DC1102NI0009,DC1102NI0010,DC1102NI0011,DC1102NI0012,DC1102NI0013,DC1102NI0014,DC1102NI0015,DC1102NI0016,DC1102NI0017,DC1102NI0018,DC1102NI0019,DC1102NI0020,DC1102NI0021,DC1102NI0022,DC1102NI0023,DC1102NI0024,DC1102NI0025,DC1102NI0026,DC1102NI0027,DC1102NI0028,DC1102NI0029,DC1102NI0030,DC1102NI0031,DC1102NI0032,DC1102NI0033,DC1102NI0034,DC1102NI0035,DC1102NI0036,DC1102NI0037,DC1102NI0038,DC1102NI0039,DC1102NI0040,DC1102NI0041,DC1102NI0042,DC1102NI0043,DC1102NI0044,DC1102NI0045,DC1102NI0046,DC1102NI0047,DC1102NI0048
95LL14,12,0,0,0,0,0,0,0,5,4,1,1,0,0,1,0,7,0,0,0,0,0,0,0,2,3,1,0,0,0,1,0,5,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0
95LL15,42,2,0,2,0,0,0,0,12,10,5,3,6,0,2,0,24,1,0,2,0,0,0,0,4,5,4,2,4,0,2,0,18,1,0,0,0,0,0,0,8,5,1,1,2,0,0,0
95LL16,75,2,0,4,0,0,0,1,20,18,11,9,3,3,4,0,48,2,0,3,0,0,0,0,15,10,6,7,2,1,2,0,27,0,0,1,0,0,0,1,5,8,5,2,1,2,2,0
95LL17,24,0,0,0,0,1,1,2,6,4,2,7,0,0,1,0,15,0,0,0,0,0,1,1,1,4,2,5,0,0,1,0,9,0,0,0,0,1,0,1,5,0,0,2,0,0,0,0
95LL18,37,2,0,0,0,0,0,7,6,6,5,8,1,1,1,0,22,1,0,0,0,0,0,4,4,2,3,6,1,1,0,0,15,1,0,0,0,0,0,3,2,4,2,2,0,0,1,0
95LL19,71,2,0,0,0,0,1,5,15,17,19,8,1,2,1,0,34,2,0,0,0,0,0,2,9,10,6,3,0,1,1,0,37,0,0,0,0,0,1,3,6,7,13,5,1,1,0,0
95LL20,20,0,0,0,0,1,0,1,4,6,1,4,1,0,2,0,11,0,0,0,0,0,0,1,2,2,1,3,1,0,1,0,9,0,0,0,0,1,0,0,2,4,0,1,0,0,1,0
95LL21,35,2,0,0,0,0,1,3,11,7,8,1,2,0,0,0,16,2,0,0,0,0,1,1,4,2,4,1,1,0,0,0,19,0,0,0,0,0,0,2,7,5,4,0,1,0,0,0
95LL22,30,1,0,0,0,0,0,0,10,6,7,4,1,0,1,0,12,1,0,0,0,0,0,0,4,3,1,2,0,0,1,0,18,0,0,0,0,0,0,0,6,3,6,2,1,0,0,0
95LL23,13,0,1,0,0,0,0,0,4,2,1,0,0,2,3,0,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,1,0,0,2,3,0
95LL24,52,1,0,0,0,0,1,2,11,13,13,5,5,0,1,0,23,1,0,0,0,0,1,1,6,6,4,2,2,0,0,0,29,0,0,0,0,0,0,1,5,7,9,3,3,0,1,0
95LL25,75,3,1,1,1,0,0,6,21,12,18,8,2,0,2,0,31,2,0,1,0,0,0,1,9,3,8,5,1,0,1,0,44,1,1,0,1,0,0,5,12,9,10,3,1,0,1,0
95LL26,50,0,2,1,0,0,0,3,12,16,4,3,1,5,3,0,20,0,1,0,0,0,0,2,6,5,2,1,1,1,1,0,30,0,1,1,0,0,0,1,6,11,2,2,0,4,2,0
95MM01,53,2,0,3,1,0,0,7,8,10,9,5,3,3,2,0,28,1,0,2,1,0,0,3,5,3,6,1,3,2,1,0,25,1,0,1,0,0,0,4,3,7,3,4,0,1,1,0
95MM02,143,0,0,0,0,0,0,6,26,28,30,24,13,5,11,0,73,0,0,0,0,0,0,3,9,18,14,10,9,3,7,0,70,0,0,0,0,0,0,3,17,10,16,14,4,2,4,0
95MM03,63,0,0,2,0,2,0,1,19,14,11,5,5,1,2,1,35,0,0,2,0,1,0,0,11,6,7,3,2,1,2,0,28,0,0,0,0,1,0,1,8,8,4,2,3,0,0,1
95MM04,25,2,1,0,1,0,0,0,5,3,7,3,1,1,1,0,11,1,0,0,0,0,0,0,3,1,5,1,0,0,0,0,14,1,1,0,1,0,0,0,2,2,2,2,1,1,1,0
95MM05,20,0,1,0,0,0,0,1,3,3,3,3,2,0,4,0,8,0,0,0,0,0,0,0,0,2,3,0,1,0,2,0,12,0,1,0,0,0,0,1,3,1,0,3,1,0,2,0
95MM06,31,0,0,0,0,0,0,4,5,6,4,4,1,5,2,0,13,0,0,0,0,0,0,0,2,4,1,3,0,2,1,0,18,0,0,0,0,0,0,4,3,2,3,1,1,3,1,0
95MM07,23,0,0,0,0,0,0,2,3,8,4,2,3,1,0,0,13,0,0,0,0,0,0,1,3,2,3,2,1,1,0,0,10,0,0,0,0,0,0,1,0,6,1,0,2,0,0,0
95MM08,43,2,1,1,1,0,0,1,9,8,9,7,0,1,3,0,22,2,0,0,0,0,0,0,6,4,7,0,0,0,3,0,21,0,1,1,1,0,0,1,3,4,2,7,0,1,0,0
95MM09,40,1,0,1,0,0,0,2,13,7,6,2,4,2,2,0,24,0,0,0,0,0,0,1,11,4,2,0,4,2,0,0,16,1,0,1,0,0,0,1,2,3,4,2,0,0,2,0
95MM10,19,0,0,1,0,0,0,1,2,6,1,5,1,1,1,0,5,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,14,0,0,1,0,0,0,1,2,5,1,2,1,0,1,0
95MM11,19,2,0,1,0,0,0,0,2,3,3,3,3,1,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,0,0,0,12,1,0,0,0,0,0,0,0,3,3,2,1,1,1,0
95MM12,89,2,2,1,1,0,1,7,18,18,19,6,8,1,5,0,42,2,1,1,1,0,0,2,11,6,9,2,5,1,1,0,47,0,1,0,0,0,1,5,7,12,10,4,3,0,4,0
95MM13,155,3,0,3,1,0,2,12,27,38,28,20,12,4,5,0,77,3,0,2,1,0,0,4,11,19,15,9,6,4,3,0,78,0,0,1,0,0,2,8,16,19,13,11,6,0,2,0
95MM14,17,0,0,0,0,0,0,1,3,5,2,3,1,1,0,1,7,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,10,0,0,0,0,0,0,0,2,2,1,2,1,1,0,1
95MM15,104,1,0,0,1,0,0,10,18,22,19,14,8,4,7,0,51,1,0,0,0,0,0,8,8,10,10,7,4,2,1,0,53,0,0,0,1,0,0,2,10,12,9,7,4,2,6,0
95MM16,98,5,1,2,0,0,0,5,13,26,20,12,3,6,5,0,51,3,1,1,0,0,0,4,5,10,8,8,2,5,4,0,47,2,0,1,0,0,0,1,8,16,12,4,1,1,1,0
95MM17,87,0,0,0,0,0,0,9,14,20,16,16,2,2,8,0,34,0,0,0,0,0,0,3,5,9,8,5,1,1,2,0,53,0,0,0,0,0,0,6,9,11,8,11,1,1,6,0
95MM18,65,3,0,0,0,0,0,6,17,18,7,7,5,0,2,0,25,1,0,0,0,0,0,3,5,7,4,3,1,0,1,0,40,2,0,0,0,0,0,3,12,11,3,4,4,0,1,0
95MM19,44,1,1,0,0,2,1,1,6,7,7,6,7,1,4,0,22,1,0,0,0,2,1,1,1,5,3,3,2,1,2,0,22,0,1,0,0,0,0,0,5,2,4,3,5,0,2,0
95MM20,36,0,0,2,0,0,0,5,10,9,5,1,2,1,1,0,15,0,0,1,0,0,0,1,3,6,1,0,2,1,0,0,21,0,0,1,0,0,0,4,7,3,4,1,0,0,1,0
95MM21,66,1,0,2,0,1,0,7,14,12,14,3,8,2,2,0,33,0,0,1,0,1,0,5,7,4,4,2,6,1,2,0,33,1,0,1,0,0,0,2,7,8,10,1,2,1,0,0
95MM22,41,1,0,1,1,0,0,3,9,7,4,7,3,3,2,0,17,0,0,1,1,0,0,1,4,4,1,3,1,1,0,0,24,1,0,0,0,0,0,2,5,3,3,4,2,2,2,0
95MM23,25,0,1,0,0,0,0,1,3,6,5,5,2,1,1,0,9,0,1,0,0,0,0,1,1,1,1,2,0,1,1,0,16,0,0,0,0,0,0,0,2,5,4,3,2,0,0,0
95MM24,24,0,0,0,0,0,0,1,6,8,2,5,0,2,0,0,10,0,0,0,0,0,0,0,3,3,1,3,0,0,0,0,14,0,0,0,0,0,0,1,3,5,1,2,0,2,0,0
95MM25,86,1,1,1,0,0,0,6,22,15,17,10,7,1,5,0,38,1,0,0,0,0,0,2,9,9,4,7,3,0,3,0,48,0,1,1,0,0,0,4,13,6,13,3,4,1,2,0
95MM26,65,2,0,0,0,0,0,5,14,17,11,8,3,5,0,0,30,2,0,0,0,0,0,2,3,10,5,4,1,3,0,0,35,0,0,0,0,0,0,3,11,7,6,4,2,2,0,0
95MM27,29,2,0,0,0,0,0,2,5,3,7,2,4,2,1,1,13,1,0,0,0,0,0,1,2,1,3,1,2,1,0,1,16,1,0,0,0,0,0,1,3,2,4,1,2,1,1,0
95MM28,22,2,2,1,0,0,0,0,4,5,2,4,0,0,2,0,14,1,1,1,0,0,0,0,2,4,1,3,0,0,1,0,8,1,1,0,0,0,0,0,2,1,1,1,0,0,1,0
95MM29,13,1,0,0,0,0,0,1,6,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,10,1,0,0,0,0,0,1,5,1,1,1,0,0,0,0
95MM30,15,1,0,0,0,0,0,0,2,5,5,1,0,0,1,0,7,1,0,0,0,0,0,0,0,1,3,1,0,0,1,0,8,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0
95NN01,44,0,1,0,1,1,3,1,9,7,8,9,3,0,1,0,20,0,0,0,0,0,2,1,4,1,4,6,2,0,0,0,24,0,1,0,1,1,1,0,5,6,4,3,1,0,1,0
95NN02,40,0,0,0,0,0,0,5,5,10,8,5,3,3,1,0,18,0,0,0,0,0,0,2,3,5,3,0,3,2,0,0,22,0,0,0,0,0,0,3,2,5,5,5,0,1,1,0
95NN03,24,2,1,0,1,0,0,3,4,6,2,2,1,1,1,0,10,0,1,0,1,0,0,1,1,5,0,1,0,0,0,0,14,2,0,0,0,0,0,2,3,1,2,1,1,1,1,0
95NN04,9,2,0,0,1,0,0,0,1,2,2,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0
95NN05,24,1,1,0,0,0,1,0,3,6,6,2,2,0,2,0,12,0,0,0,0,0,0,0,3,1,4,1,1,0,2,0,12,1,1,0,0,0,1,0,0,5,2,1,1,0,0,0
95NN06,45,1,1,0,0,0,0,2,7,5,9,8,5,4,3,0,25,1,1,0,0,0,0,2,5,3,2,3,3,3,2,0,20,0,0,0,0,0,0,0,2,2,7,5,2,1,1,0
95NN07,27,0,0,0,1,0,0,2,4,6,5,7,2,0,0,0,15,0,0,0,0,0,0,2,2,2,1,6,2,0,0,0,12,0,0,0,1,0,0,0,2,4,4,1,0,0,0,0
95NN08,56,1,0,0,0,0,1,4,11,9,13,7,8,0,2,0,23,0,0,0,0,0,1,1,3,3,6,5,3,0,1,0,33,1,0,0,0,0,0,3,8,6,7,2,5,0,1,0
95NN09,54,0,0,0,1,1,0,3,8,10,14,5,5,2,3,2,24,0,0,0,0,1,0,1,5,3,5,3,3,2,1,0,30,0,0,0,1,0,0,2,3,7,9,2,2,0,2,2
95NN10,63,3,1,1,0,0,0,4,9,16,10,11,3,1,4,0,33,2,1,1,0,0,0,2,2,11,5,5,1,1,2,0,30,1,0,0,0,0,0,2,7,5,5,6,2,0,2,0
95NN11,48,0,0,0,0,0,0,2,14,9,10,6,2,1,2,2,19,0,0,0,0,0,0,1,4,3,4,2,1,1,1,2,29,0,0,0,0,0,0,1,10,6,6,4,1,0,1,0
95NN12,34,2,0,0,0,0,0,1,7,11,6,3,2,0,1,1,14,1,0,0,0,0,0,0,2,5,2,1,1,0,1,1,20,1,0,0,0,0,0,1,5,6,4,2,1,0,0,0
95NN13,59,0,1,0,0,0,0,4,11,21,15,4,2,0,0,1,18,0,0,0,0,0,0,2,4,4,5,1,1,0,0,1,41,0,1,0,0,0,0,2,7,17,10,3,1,0,0,0
95NN14,54,4,2,3,0,0,0,4,9,6,15,5,3,0,2,1,26,2,1,1,0,0,0,2,5,2,6,3,2,0,1,1,28,2,1,2,0,0,0,2,4,4,9,2,1,0,1,0
95NN15,22,1,0,2,1,0,0,0,5,1,6,3,0,1,2,0,11,0,0,2,0,0,0,0,5,0,2,1,0,0,1,0,11,1,0,0,1,0,0,0,0,1,4,2,0,1,1,0
95NN16,40,0,1,1,1,1,0,1,5,9,7,7,3,3,1,0,22,0,0,0,1,1,0,0,3,5,3,3,3,3,0,0,18,0,1,1,0,0,0,1,2,4,4,4,0,0,1,0
95NN17,38,0,0,0,0,0,1,1,4,12,10,2,3,2,3,0,18,0,0,0,0,0,0,1,1,5,6,0,2,1,2,0,20,0,0,0,0,0,1,0,3,7,4,2,1,1,1,0
95NN18,43,2,1,0,0,0,0,5,8,10,6,7,3,1,0,0,20,1,0,0,0,0,0,0,4,9,1,4,1,0,0,0,23,1,1,0,0,0,0,5,4,1,5,3,2,1,0,0
95NN19,64,3,2,2,2,0,1,4,8,17,10,8,4,0,3,0,24,0,1,0,1,0,0,2,4,5,5,1,3,0,2,0,40,3,1,2,1,0,1,2,4,12,5,7,1,0,1,0
95NN20,49,0,2,0,0,0,2,3,8,11,13,3,5,0,2,0,18,0,1,0,0,0,1,2,0,4,6,1,1,0,2,0,31,0,1,0,0,0,1,1,8,7,7,2,4,0,0,0
95NN21,69,2,2,0,0,0,1,4,19,13,11,8,3,3,3,0,34,0,1,0,0,0,1,2,8,9,5,3,1,2,2,0,35,2,1,0,0,0,0,2,11,4,6,5,2,1,1,0
95NN22,36,0,0,0,0,0,1,2,9,11,6,5,1,1,0,0,17,0,0,0,0,0,0,2,5,4,3,2,1,0,0,0,19,0,0,0,0,0,1,0,4,7,3,3,0,1,0,0
95NN23,54,2,2,0,2,0,1,1,15,9,10,6,3,2,1,0,28,2,1,0,1,0,1,0,7,6,6,2,0,1,1,0,26,0,1,0,1,0,0,1,8,3,4,4,3,1,0,0
95OO01,44,1,0,0,1,0,0,4,9,13,3,3,2,3,5,0,17,0,0,0,1,0,0,1,4,6,1,2,1,0,1,0,27,1,0,0,0,0,0,3,5,7,2,1,1,3,4,0
95OO02,60,0,0,0,0,0,0,1,14,14,12,5,7,4,3,0,32,0,0,0,0,0,0,1,6,7,5,4,4,3,2,0,28,0,0,0,0,0,0,0,8,7,7,1,3,1,1,0
95OO03,23,0,0,1,0,1,0,1,8,6,3,1,2,0,0,0,11,0,0,1,0,1,0,0,5,1,2,0,1,0,0,0,12,0,0,0,0,0,0,1,3,5,1,1,1,0,0,0
95OO04,43,2,2,0,0,0,0,1,9,11,4,7,4,2,1,0,19,1,1,0,0,0,0,0,2,7,1,5,2,0,0,0,24,1,1,0,0,0,0,1,7,4,3,2,2,2,1,0
95OO05,21,0,0,0,0,0,0,1,2,7,2,3,4,1,1,0,11,0,0,0,0,0,0,0,2,4,1,2,1,0,1,0,10,0,0,0,0,0,0,1,0,3,1,1,3,1,0,0
95OO06,45,1,0,0,0,0,0,6,7,16,8,6,1,0,0,0,17,1,0,0,0,0,0,2,2,6,2,3,1,0,0,0,28,0,0,0,0,0,0,4,5,10,6,3,0,0,0,0
95OO07,45,0,0,0,0,0,0,7,7,13,8,5,1,2,2,0,18,0,0,0,0,0,0,1,3,8,4,1,0,0,1,0,27,0,0,0,0,0,0,6,4,5,4,4,1,2,1,0
95OO08,56,1,0,1,0,0,2,4,13,15,7,7,2,2,2,0,22,1,0,1,0,0,2,1,2,7,1,3,2,1,1,0,34,0,0,0,0,0,0,3,11,8,6,4,0,1,1,0
95OO09,33,0,0,0,0,0,0,4,7,8,7,3,2,1,1,0,10,0,0,0,0,0,0,0,4,2,1,2,0,0,1,0,23,0,0,0,0,0,0,4,3,6,6,1,2,1,0,0
95OO10,46,0,0,0,0,0,1,4,12,7,11,4,5,1,1,0,21,0,0,0,0,0,1,1,5,3,3,3,4,1,0,0,25,0,0,0,0,0,0,3,7,4,8,1,1,0,1,0
95OO11,26,1,0,0,0,0,0,0,7,6,5,3,0,0,3,1,15,0,0,0,0,0,0,0,4,3,2,3,0,0,2,1,11,1,0,0,0,0,0,0,3,3,3,0,0,0,1,0
95OO12,47,0,0,0,0,0,0,1,9,11,10,10,2,2,2,0,18,0,0,0,0,0,0,1,4,4,4,4,0,1,0,0,29,0,0,0,0,0,0,0,5,7,6,6,2,1,2,0
95OO13,31,1,2,0,0,0,1,0,6,7,5,3,1,2,3,0,15,1,0,0,0,0,0,0,2,3,4,1,1,1,2,0,16,0,2,0,0,0,1,0,4,4,1,2,0,1,1,0
95OO14,35,0,0,1,0,0,0,1,7,10,8,5,1,0,2,0,10,0,0,1,0,0,0,0,1,4,3,0,0,0,1,0,25,0,0,0,0,0,0,1,6,6,5,5,1,0,1,0
95OO15,23,1,0,0,1,0,0,3,3,6,5,2,0,1,1,0,14,1,0,0,1,0,0,2,1,3,3,2,0,0,1,0,9,0,0,0,0,0,0,1,2,3,2,0,0,1,0,0
95OO16,30,1,1,0,0,0,1,5,6,7,4,5,0,0,0,0,14,0,1,0,0,0,1,4,5,1,2,0,0,0,0,0,16,1,0,0,0,0,0,1,1,6,2,5,0,0,0,0
95OO17,33,0,0,0,0,0,1,4,7,9,5,5,1,0,0,1,15,0,0,0,0,0,0,1,1,6,4,3,0,0,0,0,18,0,0,0,0,0,1,3,6,3,1,2,1,0,0,1
95OO18,63,0,0,1,0,0,0,3,14,17,13,13,2,0,0,0,36,0,0,1,0,0,0,2,8,9,7,8,1,0,0,0,27,0,0,0,0,0,0,1,6,8,6,5,1,0,0,0
95OO19,42,0,0,2,0,0,0,3,7,9,7,5,6,2,0,1,14,0,0,2,0,0,0,2,1,2,2,1,2,1,0,1,28,0,0,0,0,0,0,1,6,7,5,4,4,1,0,0
95OO20,30,1,0,0,0,0,0,3,5,8,7,3,3,0,0,0,21,0,0,0,0,0,0,3,5,5,5,1,2,0,0,0,9,1,0,0,0,0,0,0,0,3,2,2,1,0,0,0
95OO21,30,0,0,0,0,1,0,2,11,5,9,1,1,0,0,0,15,0,0,0,0,1,0,2,4,3,4,0,1,0,0,0,15,0,0,0,0,0,0,0,7,2,5,1,0,0,0,0
95OO22,51,1,0,1,0,0,0,2,12,9,13,7,2,0,4,0,23,0,0,1,0,0,0,1,3,3,6,6,1,0,2,0,28,1,0,0,0,0,0,1,9,6,7,1,1,0,2,0
95PP01,63,0,0,1,0,1,0,4,12,16,14,9,4,0,2,0,28,0,0,1,0,0,0,3,4,7,7,5,1,0,0,0,35,0,0,0,0,1,0,1,8,9,7,4,3,0,2,0
95PP02,77,1,1,0,0,0,0,6,14,17,12,9,12,0,5,0,25,1,0,0,0,0,0,3,3,8,2,3,2,0,3,0,52,0,1,0,0,0,0,3,11,9,10,6,10,0,2,0
95PP03,56,2,2,0,0,1,0,4,6,15,10,8,3,2,3,0,28,0,0,0,0,1,0,2,3,9,4,4,1,1,3,0,28,2,2,0,0,0,0,2,3,6,6,4,2,1,0,0
95PP04,73,1,0,1,0,0,1,4,19,25,11,6,3,0,2,0,32,1,0,1,0,0,1,1,10,9,3,3,1,0,2,0,41,0,0,0,0,0,0,3,9,16,8,3,2,0,0,0
95PP05,56,2,2,2,2,1,1,3,10,13,6,6,1,4,3,0,24,2,1,1,2,0,1,0,2,7,1,4,1,1,1,0,32,0,1,1,0,1,0,3,8,6,5,2,0,3,2,0
95PP06,85,1,0,0,1,0,1,9,21,18,19,8,5,2,0,0,50,1,0,0,1,0,1,5,11,10,11,4,4,2,0,0,35,0,0,0,0,0,0,4,10,8,8,4,1,0,0,0
95PP07,72,0,1,2,0,0,0,4,9,14,18,15,3,2,4,0,33,0,1,2,0,0,0,2,5,4,8,6,2,0,3,0,39,0,0,0,0,0,0,2,4,10,10,9,1,2,1,0
95PP08,53,0,0,0,0,0,0,3,10,12,12,7,5,1,3,0,24,0,0,0,0,0,0,0,4,4,8,2,5,0,1,0,29,0,0,0,0,0,0,3,6,8,4,5,0,1,2,0
95PP09,19,0,0,0,0,0,0,1,2,8,3,3,0,0,2,0,10,0,0,0,0,0,0,1,1,3,2,3,0,0,0,0,9,0,0,0,0,0,0,0,1,5,1,0,0,0,2,0
95PP10,57,1,0,0,1,0,0,6,13,10,12,5,2,2,5,0,26,0,0,0,1,0,0,3,7,4,5,1,1,1,3,0,31,1,0,0,0,0,0,3,6,6,7,4,1,1,2,0
95PP11,51,3,1,0,0,0,0,2,13,10,10,5,6,1,0,0,25,2,1,0,0,0,0,0,7,3,3,3,5,1,0,0,26,1,0,0,0,0,0,2,6,7,7,2,1,0,0,0
95PP12,47,0,1,1,0,0,2,1,13,12,6,6,1,1,3,0,25,0,1,1,0,0,2,1,5,7,4,4,0,0,0,0,22,0,0,0,0,0,0,0,8,5,2,2,1,1,3,0
95PP13,38,0,0,0,0,0,1,4,4,16,6,5,0,0,2,0,12,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,26,0,0,0,0,0,1,4,4,7,4,4,0,0,2,0
95PP14,55,0,1,1,0,0,1,1,9,15,15,4,3,3,2,0,27,0,0,1,0,0,1,1,5,5,7,2,3,2,0,0,28,0,1,0,0,0,0,0,4,10,8,2,0,1,2,0
95PP15,66,0,0,0,0,1,0,4,11,18,12,8,9,2,1,0,26,0,0,0,0,0,0,2,4,7,3,3,4,2,1,0,40,0,0,0,0,1,0,2,7,11,9,5,5,0,0,0
95PP16,54,0,0,0,0,0,1,3,7,22,11,7,2,1,0,0,24,0,0,0,0,0,1,0,4,7,6,5,1,0,0,0,30,0,0,0,0,0,0,3,3,15,5,2,1,1,0,0
95PP17,42,1,2,0,0,0,0,2,6,12,7,8,3,0,1,0,14,0,1,0,0,0,0,0,3,4,0,4,1,0,1,0,28,1,1,0,0,0,0,2,3,8,7,4,2,0,0,0
95PP18,64,0,0,2,1,0,3,4,11,16,11,8,6,0,2,0,22,0,0,1,0,0,2,0,3,5,4,3,2,0,2,0,42,0,0,1,1,0,1,4,8,11,7,5,4,0,0,0
95PP19,51,0,1,1,0,1,0,0,12,15,6,8,4,1,2,0,24,0,1,1,0,1,0,0,6,4,1,5,4,0,1,0,27,0,0,0,0,0,0,0,6,11,5,3,0,1,1,0
95PP20,47,0,0,2,0,1,0,4,7,9,8,8,4,0,4,0,21,0,0,0,0,0,0,4,4,2,4,4,2,0,1,0,26,0,0,2,0,1,0,0,3,7,4,4,2,0,3,0
95PP21,34,0,0,1,0,0,1,3,5,9,4,5,4,0,2,0,7,0,0,0,0,0,0,1,0,2,0,1,1,0,2,0,27,0,0,1,0,0,1,2,5,7,4,4,3,0,0,0
95PP22,48,0,0,0,0,0,4,5,9,12,4,11,2,0,1,0,20,0,0,0,0,0,1,2,1,6,3,6,1,0,0,0,28,0,0,0,0,0,3,3,8,6,1,5,1,0,1,0
95PP23,52,0,1,1,0,1,1,5,9,10,10,5,3,1,5,0,20,0,0,0,0,1,1,3,6,4,2,1,1,0,1,0,32,0,1,1,0,0,0,2,3,6,8,4,2,1,4,0
95QQ01,11,0,0,0,0,0,0,2,3,3,1,0,1,0,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2,2,1,0,1,0,1,0
95QQ02,27,2,0,0,0,0,0,0,4,9,5,3,3,0,1,0,13,1,0,0,0,0,0,0,2,4,3,2,0,0,1,0,14,1,0,0,0,0,0,0,2,5,2,1,3,0,0,0
95QQ03,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
95QQ04,12,2,1,0,1,0,0,1,5,2,0,0,0,0,0,0,8,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
95QQ05,50,0,0,0,0,0,0,5,14,10,6,9,5,1,0,0,24,0,0,0,0,0,0,1,7,5,5,5,1,0,0,0,26,0,0,0,0,0,0,4,7,5,1,4,4,1,0,0
95QQ06,24,0,0,0,0,0,0,1,6,8,4,4,0,0,1,0,8,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,16,0,0,0,0,0,0,1,4,6,3,1,0,0,1,0
95QQ07,23,1,0,0,0,0,0,0,5,4,2,6,3,1,1,0,13,1,0,0,0,0,0,0,3,1,1,4,1,1,1,0,10,0,0,0,0,0,0,0,2,3,1,2,2,0,0,0
95QQ08,12,1,0,2,1,0,0,0,2,1,1,2,2,0,0,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,8,1,0,2,0,0,0,0,2,1,0,0,2,0,0,0
95QQ09,13,0,0,0,0,0,0,0,2,4,3,2,2,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,9,0,0,0,0,0,0,0,2,2,2,1,2,0,0,0
95QQ10,27,0,0,0,0,0,0,2,8,6,4,4,2,0,1,0,10,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,17,0,0,0,0,0,0,2,7,3,1,1,2,0,1,0
95QQ11,23,0,0,0,0,0,0,1,8,3,4,7,0,0,0,0,8,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,15,0,0,0,0,0,0,1,5,1,3,5,0,0,0,0
95QQ12,22,0,0,0,0,0,0,3,6,3,3,4,2,0,1,0,13,0,0,0,0,0,0,1,5,3,1,2,0,0,1,0,9,0,0,0,0,0,0,2,1,0,2,2,2,0,0,0
95QQ13,32,0,0,1,0,2,0,1,5,10,2,7,2,0,2,0,16,0,0,0,0,0,0,1,2,6,1,4,2,0,0,0,16,0,0,1,0,2,0,0,3,4,1,3,0,0,2,0
95QQ14,59,0,0,0,0,1,1,1,15,17,9,11,2,2,0,0,29,0,0,0,0,0,1,0,5,9,3,7,2,2,0,0,30,0,0,0,0,1,0,1,10,8,6,4,0,0,0,0
95QQ15,12,0,0,0,0,0,0,0,2,2,4,1,2,1,0,0,5,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,7,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0
95RR01,59,0,1,1,1,0,0,2,18,12,8,10,3,1,2,0,24,0,0,0,1,0,0,1,6,7,2,3,1,1,2,0,35,0,1,1,0,0,0,1,12,5,6,7,2,0,0,0
95RR02,21,0,0,0,0,0,0,1,8,4,6,1,1,0,0,0,10,0,0,0,0,0,0,1,5,1,2,1,0,0,0,0,11,0,0,0,0,0,0,0,3,3,4,0,1,0,0,0
95RR03,11,2,0,0,0,0,0,1,0,3,2,1,2,0,0,0,6,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,5,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
95RR04,29,1,0,0,0,0,0,3,8,4,7,4,2,0,0,0,12,0,0,0,0,0,0,0,4,3,2,2,1,0,0,0,17,1,0,0,0,0,0,3,4,1,5,2,1,0,0,0
95RR05,37,1,1,0,1,0,0,3,5,13,6,3,2,0,2,0,17,1,1,0,0,0,0,1,2,7,3,0,2,0,0,0,20,0,0,0,1,0,0,2,3,6,3,3,0,0,2,0
95RR06,31,0,0,0,0,0,0,3,10,10,5,2,0,1,0,0,10,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,21,0,0,0,0,0,0,3,7,4,4,2,0,1,0,0
95RR07,40,2,0,0,0,0,0,2,11,12,5,6,1,0,0,1,17,2,0,0,0,0,0,1,5,4,1,3,0,0,0,1,23,0,0,0,0,0,0,1,6,8,4,3,1,0,0,0
95RR08,19,0,0,0,0,0,0,0,4,6,3,4,0,0,2,0,9,0,0,0,0,0,0,0,2,2,1,3,0,0,1,0,10,0,0,0,0,0,0,0,2,4,2,1,0,0,1,0
