GeographyCode,DC2122NI0001,DC2122NI0002,DC2122NI0003,DC2122NI0004,DC2122NI0005,DC2122NI0006,DC2122NI0007,DC2122NI0008,DC2122NI0009,DC2122NI0010,DC2122NI0011,DC2122NI0012,DC2122NI0013,DC2122NI0014,DC2122NI0015,DC2122NI0016,DC2122NI0017,DC2122NI0018,DC2122NI0019,DC2122NI0020,DC2122NI0021,DC2122NI0022,DC2122NI0023,DC2122NI0024,DC2122NI0025,DC2122NI0026,DC2122NI0027,DC2122NI0028,DC2122NI0029,DC2122NI0030,DC2122NI0031,DC2122NI0032,DC2122NI0033,DC2122NI0034,DC2122NI0035,DC2122NI0036,DC2122NI0037,DC2122NI0038,DC2122NI0039,DC2122NI0040,DC2122NI0041,DC2122NI0042,DC2122NI0043,DC2122NI0044,DC2122NI0045,DC2122NI0046,DC2122NI0047,DC2122NI0048,DC2122NI0049,DC2122NI0050,DC2122NI0051,DC2122NI0052,DC2122NI0053,DC2122NI0054,DC2122NI0055,DC2122NI0056,DC2122NI0057,DC2122NI0058,DC2122NI0059,DC2122NI0060,DC2122NI0061,DC2122NI0062,DC2122NI0063,DC2122NI0064,DC2122NI0065,DC2122NI0066,DC2122NI0067,DC2122NI0068,DC2122NI0069,DC2122NI0070,DC2122NI0071,DC2122NI0072,DC2122NI0073,DC2122NI0074,DC2122NI0075,DC2122NI0076,DC2122NI0077,DC2122NI0078,DC2122NI0079,DC2122NI0080,DC2122NI0081,DC2122NI0082,DC2122NI0083,DC2122NI0084,DC2122NI0085,DC2122NI0086,DC2122NI0087,DC2122NI0088,DC2122NI0089,DC2122NI0090,DC2122NI0091,DC2122NI0092,DC2122NI0093,DC2122NI0094,DC2122NI0095,DC2122NI0096,DC2122NI0097,DC2122NI0098,DC2122NI0099,DC2122NI0100,DC2122NI0101,DC2122NI0102,DC2122NI0103,DC2122NI0104,DC2122NI0105,DC2122NI0106,DC2122NI0107,DC2122NI0108,DC2122NI0109,DC2122NI0110,DC2122NI0111,DC2122NI0112,DC2122NI0113,DC2122NI0114,DC2122NI0115,DC2122NI0116,DC2122NI0117,DC2122NI0118,DC2122NI0119,DC2122NI0120,DC2122NI0121,DC2122NI0122,DC2122NI0123,DC2122NI0124,DC2122NI0125,DC2122NI0126,DC2122NI0127,DC2122NI0128,DC2122NI0129,DC2122NI0130,DC2122NI0131,DC2122NI0132,DC2122NI0133,DC2122NI0134,DC2122NI0135,DC2122NI0136,DC2122NI0137,DC2122NI0138,DC2122NI0139,DC2122NI0140,DC2122NI0141,DC2122NI0142,DC2122NI0143,DC2122NI0144,DC2122NI0145,DC2122NI0146,DC2122NI0147,DC2122NI0148,DC2122NI0149,DC2122NI0150
95AA11,3917,1540,2057,44,276,1894,719,993,22,160,2023,821,1064,22,116,2482,982,1318,30,152,1234,462,666,15,91,1248,520,652,15,61,2116,817,1169,25,105,1056,388,590,13,65,1060,429,579,12,40,366,165,149,5,47,178,74,76,2,26,188,91,73,3,21,1435,558,739,14,124,660,257,327,7,69,775,301,412,7,55,956,385,462,11,98,494,190,237,6,61,462,195,225,5,37,34,12,18,0,4,15,5,9,0,1,19,7,9,0,3,123,42,71,1,9,50,17,28,1,4,73,25,43,0,5,142,58,76,1,7,49,27,20,0,2,93,31,56,1,5,180,61,112,1,6,52,18,33,0,1,128,43,79,1,5
95AA12,2162,145,1917,19,81,1086,67,964,10,45,1076,78,953,9,36,1438,91,1293,12,42,716,38,647,7,24,722,53,646,5,18,1350,77,1227,12,34,674,33,614,7,20,676,44,613,5,14,88,14,66,0,8,42,5,33,0,4,46,9,33,0,4,724,54,624,7,39,370,29,317,3,21,354,25,307,4,18,509,37,429,5,38,292,22,248,2,20,217,15,181,3,18,15,1,13,1,0,9,0,8,1,0,6,1,5,0,0,27,5,22,0,0,14,1,13,0,0,13,4,9,0,0,50,3,45,1,1,25,1,23,0,1,25,2,22,1,0,123,8,115,0,0,30,5,25,0,0,93,3,90,0,0
95AA13,2490,1680,714,8,88,1198,800,344,4,50,1292,880,370,4,38,1399,963,387,8,41,695,466,202,4,23,704,497,185,4,18,1210,841,331,8,30,605,413,173,4,15,605,428,158,4,15,189,122,56,0,11,90,53,29,0,8,99,69,27,0,3,1091,717,327,0,47,503,334,142,0,27,588,383,185,0,20,728,503,189,0,36,391,273,97,0,21,337,230,92,0,15,26,19,3,0,4,14,9,3,0,2,12,10,0,0,2,92,63,27,0,2,40,27,12,0,1,52,36,15,0,1,119,72,42,0,5,37,17,17,0,3,82,55,25,0,2,126,60,66,0,0,21,8,13,0,0,105,52,53,0,0
95AA14,1805,636,1113,11,45,872,294,550,3,25,933,342,563,8,20,1146,377,734,8,27,569,184,367,2,16,577,193,367,6,11,1098,364,706,6,22,549,178,355,2,14,549,186,351,4,8,48,13,28,2,5,20,6,12,0,2,28,7,16,2,3,659,259,379,3,18,303,110,183,1,9,356,149,196,2,9,474,202,257,1,14,243,95,142,0,6,231,107,115,1,8,18,2,15,0,1,10,1,8,0,1,8,1,7,0,0,30,12,16,1,1,10,2,6,1,1,20,10,10,0,0,32,8,23,0,1,20,5,14,0,1,12,3,9,0,0,105,35,68,1,1,20,7,13,0,0,85,28,55,1,1
95AA15,3066,1319,1436,72,239,1455,613,667,41,134,1611,706,769,31,105,1792,711,918,52,111,896,338,466,28,64,896,373,452,24,47,1446,559,766,50,71,723,265,389,27,42,723,294,377,23,29,346,152,152,2,40,173,73,77,1,22,173,79,75,1,18,1274,608,518,20,128,559,275,201,13,70,715,333,317,7,58,850,406,328,14,102,418,199,153,9,57,432,207,175,5,45,35,22,10,1,2,18,15,1,1,1,17,7,9,0,1,126,59,62,3,2,36,20,13,2,1,90,39,49,1,1,175,73,81,1,20,68,29,27,1,11,107,44,54,0,9,88,48,37,1,2,19,12,7,0,0,69,36,30,1,2
95AA16,1463,281,1060,12,110,702,142,495,7,58,761,139,565,5,52,728,150,529,6,43,365,71,269,4,21,363,79,260,2,22,592,110,453,5,24,296,51,230,3,12,296,59,223,2,12,136,40,76,1,19,69,20,39,1,9,67,20,37,0,10,735,131,531,6,67,337,71,226,3,37,398,60,305,3,30,444,80,306,4,54,242,53,157,3,29,202,27,149,1,25,9,4,3,0,2,5,2,2,0,1,4,2,1,0,1,68,15,50,0,3,22,8,12,0,2,46,7,38,0,1,116,13,94,2,7,46,4,37,0,5,70,9,57,2,2,98,19,78,0,1,22,4,18,0,0,76,15,60,0,1
95AA17,1669,651,867,25,126,795,309,403,14,69,874,342,464,11,57,880,351,463,11,55,441,169,234,7,31,439,182,229,4,24,738,297,393,10,38,369,143,197,6,23,369,154,196,4,15,142,54,70,1,17,72,26,37,1,8,70,28,33,0,9,789,300,404,14,71,354,140,169,7,38,435,160,235,7,33,500,194,236,9,61,266,103,125,5,33,234,91,111,4,28,14,4,9,1,0,6,1,4,1,0,8,3,5,0,0,65,25,38,1,1,21,11,10,0,0,44,14,28,1,1,125,41,77,0,7,41,16,22,0,3,84,25,55,0,4,85,36,44,3,2,20,9,8,1,2,65,27,36,2,0
95AA18,1997,267,1613,30,87,952,117,768,17,50,1045,150,845,13,37,1314,175,1081,14,44,660,74,557,7,22,654,101,524,7,22,1202,152,1006,12,32,602,65,516,5,16,600,87,490,7,16,112,23,75,2,12,58,9,41,2,6,54,14,34,0,6,683,92,532,16,43,292,43,211,10,28,391,49,321,6,15,430,64,325,6,35,222,29,164,4,25,208,35,161,2,10,19,5,10,3,1,10,4,4,1,1,9,1,6,2,0,40,7,28,3,2,17,6,8,3,0,23,1,20,0,2,64,10,51,2,1,20,4,15,0,1,44,6,36,2,0,130,6,118,2,4,23,0,20,2,1,107,6,98,0,3
95AA19,1964,1775,164,6,19,958,864,80,1,13,1006,911,84,5,6,1034,927,95,1,11,518,465,47,0,6,516,462,48,1,5,994,894,88,1,11,498,447,45,0,6,496,447,43,1,5,40,33,7,0,0,20,18,2,0,0,20,15,5,0,0,930,848,69,5,8,440,399,33,1,7,490,449,36,4,1,702,652,41,3,6,370,342,23,0,5,332,310,18,3,1,22,21,0,0,1,10,9,0,0,1,12,12,0,0,0,51,45,6,0,0,15,12,3,0,0,36,33,3,0,0,45,32,11,1,1,19,12,5,1,1,26,20,6,0,0,110,98,11,1,0,26,24,2,0,0,84,74,9,1,0
95BB01,2837,353,2291,23,170,1383,171,1103,10,99,1454,182,1188,13,71,1806,187,1520,19,80,902,95,752,7,48,904,92,768,12,32,1658,162,1418,14,64,830,79,705,7,39,828,83,713,7,25,148,25,102,5,16,72,16,47,0,9,76,9,55,5,7,1031,166,771,4,90,481,76,351,3,51,550,90,420,1,39,716,119,517,2,78,379,61,271,1,46,337,58,246,1,32,19,8,10,0,1,11,5,6,0,0,8,3,4,0,1,63,4,54,0,5,26,3,20,0,3,37,1,34,0,2,96,7,85,1,3,38,2,35,1,0,58,5,50,0,3,137,28,105,1,3,27,5,19,1,2,110,23,86,0,1
95BB02,2007,198,1650,28,131,962,95,778,14,75,1045,103,872,14,56,980,88,821,20,51,490,34,418,10,28,490,54,403,10,23,844,71,721,16,36,421,25,367,8,21,423,46,354,8,15,136,17,100,4,15,69,9,51,2,7,67,8,49,2,8,1027,110,829,8,80,472,61,360,4,47,555,49,469,4,33,547,56,431,5,55,301,37,222,3,39,246,19,209,2,16,13,2,10,0,1,4,1,2,0,1,9,1,8,0,0,89,10,66,1,12,48,8,36,0,4,41,2,30,1,8,151,18,124,2,7,68,11,54,1,2,83,7,70,1,5,227,24,198,0,5,51,4,46,0,1,176,20,152,0,4
95BB03,3400,198,2928,40,234,1642,98,1389,19,136,1758,100,1539,21,98,2124,136,1841,21,126,1059,70,908,9,72,1065,66,933,12,54,1832,116,1610,19,87,918,62,799,7,50,914,54,811,12,37,292,20,231,2,39,141,8,109,2,22,151,12,122,0,17,1276,62,1087,19,108,583,28,481,10,64,693,34,606,9,44,732,38,606,10,78,398,20,317,7,54,334,18,289,3,24,41,7,29,2,3,23,6,16,0,1,18,1,13,2,2,91,4,80,3,4,35,0,33,1,1,56,4,47,2,3,172,6,148,2,16,73,1,64,1,7,99,5,84,1,9,240,7,224,2,7,54,1,51,1,1,186,6,173,1,6
95BB04,2578,185,2201,22,170,1251,87,1048,12,104,1327,98,1153,10,66,1626,111,1423,13,79,817,50,715,6,46,809,61,708,7,33,1500,94,1333,13,60,751,40,668,6,37,749,54,665,7,23,126,17,90,0,19,66,10,47,0,9,60,7,43,0,10,952,74,778,9,91,434,37,333,6,58,518,37,445,3,33,576,40,459,2,75,304,21,237,1,45,272,19,222,1,30,23,4,15,2,2,17,4,9,2,2,6,0,6,0,0,55,9,43,2,1,23,6,14,2,1,32,3,29,0,0,118,12,96,3,7,49,5,37,1,6,69,7,59,2,1,180,9,165,0,6,41,1,36,0,4,139,8,129,0,2
95BB05,2759,93,2455,45,166,1360,45,1208,19,88,1399,48,1247,26,78,1804,65,1624,28,87,901,31,810,12,48,903,34,814,16,39,1644,52,1504,23,65,823,25,749,9,40,821,27,755,14,25,160,13,120,5,22,78,6,61,3,8,82,7,59,2,14,955,28,831,17,79,459,14,398,7,40,496,14,433,10,39,617,18,525,12,62,344,11,296,6,31,273,7,229,6,31,29,1,27,0,1,12,0,11,0,1,17,1,16,0,0,63,5,53,1,4,21,2,19,0,0,42,3,34,1,4,95,1,82,2,10,40,1,32,1,6,55,0,50,1,4,151,3,144,2,2,42,0,40,0,2,109,3,104,2,0
95BB06,2484,290,1924,47,223,1185,133,896,21,135,1299,157,1028,26,88,1094,131,866,21,76,550,59,437,10,44,544,72,429,11,32,864,101,713,17,33,434,46,362,7,19,430,55,351,10,14,230,30,153,4,43,116,13,75,3,25,114,17,78,1,18,1390,159,1058,26,147,635,74,459,11,91,755,85,599,15,56,765,83,550,13,119,425,42,303,6,74,340,41,247,7,45,24,5,16,1,2,14,3,9,0,2,10,2,7,1,0,111,23,76,3,9,46,9,31,1,5,65,14,45,2,4,220,23,180,4,13,90,13,68,2,7,130,10,112,2,6,270,25,236,5,4,60,7,48,2,3,210,18,188,3,1
95BB07,2388,99,2097,28,164,1121,41,973,11,96,1267,58,1124,17,68,1336,48,1190,17,81,665,23,590,8,44,671,25,600,9,37,1110,34,1010,14,52,555,18,502,8,27,555,16,508,6,25,226,14,180,3,29,110,5,88,0,17,116,9,92,3,12,1052,51,907,11,83,456,18,383,3,52,596,33,524,8,31,587,26,492,4,65,321,9,268,1,43,266,17,224,3,22,19,5,11,0,3,10,4,3,0,3,9,1,8,0,0,89,6,80,1,2,31,1,29,1,0,58,5,51,0,2,151,8,130,3,10,51,4,41,0,6,100,4,89,3,4,206,6,194,3,3,43,0,42,1,0,163,6,152,2,3
95BB08,2102,128,1814,27,133,975,51,841,15,68,1127,77,973,12,65,1272,75,1109,12,76,634,36,550,7,41,638,39,559,5,35,1150,61,1020,11,58,575,30,509,6,30,575,31,511,5,28,122,14,89,1,18,59,6,41,1,11,63,8,48,0,7,830,53,705,15,57,341,15,291,8,27,489,38,414,7,30,499,37,410,6,46,240,10,205,4,21,259,27,205,2,25,11,1,9,1,0,5,1,3,1,0,6,0,6,0,0,54,2,47,1,4,25,1,21,1,2,29,1,26,0,2,124,10,102,5,7,42,3,33,2,4,82,7,69,3,3,142,3,137,2,0,29,0,29,0,0,113,3,108,2,0
95BB09,2473,113,2162,15,183,1209,47,1046,5,111,1264,66,1116,10,72,1562,62,1396,10,94,783,28,690,3,62,779,34,706,7,32,1412,51,1284,10,67,708,24,635,3,46,704,27,649,7,21,150,11,112,0,27,75,4,55,0,16,75,7,57,0,11,911,51,766,5,89,426,19,356,2,49,485,32,410,3,40,554,34,444,2,74,317,13,260,1,43,237,21,184,1,31,28,3,23,0,2,11,2,9,0,0,17,1,14,0,2,51,4,44,0,3,22,2,19,0,1,29,2,25,0,2,126,5,111,1,9,50,2,43,0,5,76,3,68,1,4,152,5,144,2,1,26,0,25,1,0,126,5,119,1,1
95BB10,2780,196,2357,40,187,1325,82,1118,18,107,1455,114,1239,22,80,1666,112,1444,27,83,838,50,731,12,45,828,62,713,15,38,1482,100,1298,21,63,741,47,650,10,34,741,53,648,11,29,184,12,146,6,20,97,3,81,2,11,87,9,65,4,9,1114,84,913,13,104,487,32,387,6,62,627,52,526,7,42,624,53,495,4,72,325,26,256,2,41,299,27,239,2,31,35,4,27,0,4,9,1,7,0,1,26,3,20,0,3,88,13,60,4,11,43,2,29,2,10,45,11,31,2,1,162,4,138,5,15,65,1,53,2,9,97,3,85,3,6,205,10,193,0,2,45,2,42,0,1,160,8,151,0,1
95BB11,2428,124,2136,32,136,1158,51,1007,16,84,1270,73,1129,16,52,1306,66,1163,17,60,653,28,582,9,34,653,38,581,8,26,1170,53,1055,16,46,584,22,527,9,26,586,31,528,7,20,136,13,108,1,14,69,6,55,0,8,67,7,53,1,6,1122,58,973,15,76,505,23,425,7,50,617,35,548,8,26,615,35,516,7,57,323,20,265,4,34,292,15,251,3,23,29,1,24,4,0,8,0,6,2,0,21,1,18,2,0,85,6,74,0,5,43,2,37,0,4,42,4,37,0,1,186,7,165,3,11,68,0,58,1,9,118,7,107,2,2,207,9,194,1,3,63,1,59,0,3,144,8,135,1,0
95BB12,2177,208,1754,34,181,1010,85,811,21,93,1167,123,943,13,88,1244,110,1041,19,74,618,48,519,10,41,626,62,522,9,33,1064,86,919,16,43,532,37,458,9,28,532,49,461,7,15,180,24,122,3,31,86,11,61,1,13,94,13,61,2,18,933,98,713,15,107,392,37,292,11,52,541,61,421,4,55,596,63,431,12,90,289,27,209,8,45,307,36,222,4,45,16,6,6,2,2,8,2,3,2,1,8,4,3,0,1,65,7,53,1,4,19,1,17,1,0,46,6,36,0,4,137,12,116,0,9,44,3,36,0,5,93,9,80,0,4,119,10,107,0,2,32,4,27,0,1,87,6,80,0,1
95BB13,3442,249,2895,41,257,1649,114,1373,19,143,1793,135,1522,22,114,2178,144,1881,23,130,1085,63,930,12,80,1093,81,951,11,50,1930,121,1696,21,92,964,51,841,12,60,966,70,855,9,32,248,23,185,2,38,121,12,89,0,20,127,11,96,2,18,1264,105,1014,18,127,564,51,443,7,63,700,54,571,11,64,838,68,659,7,104,441,40,343,4,54,397,28,316,3,50,23,1,20,1,1,12,0,11,1,0,11,1,9,0,1,86,11,60,5,10,21,1,17,0,3,65,10,43,5,7,160,14,135,2,9,53,6,42,1,4,107,8,93,1,5,157,11,140,3,3,37,4,30,1,2,120,7,110,2,1
95BB14,2505,147,2160,30,168,1237,65,1053,15,104,1268,82,1107,15,64,1624,106,1405,24,89,814,48,696,14,56,810,58,709,10,33,1476,87,1299,23,67,738,37,646,14,41,738,50,653,9,26,148,19,106,1,22,76,11,50,0,15,72,8,56,1,7,881,41,755,6,79,423,17,357,1,48,458,24,398,5,31,572,27,475,3,67,320,11,269,0,40,252,16,206,3,27,19,2,14,0,3,12,1,9,0,2,7,1,5,0,1,38,5,32,0,1,12,2,9,0,1,26,3,23,0,0,88,3,80,0,5,36,1,32,0,3,52,2,48,0,2,164,4,154,3,3,43,2,38,1,2,121,2,116,2,1
95BB15,2699,1561,1009,14,115,1328,767,487,6,68,1371,794,522,8,47,1574,861,646,6,61,786,426,321,2,37,788,435,325,4,24,1408,770,584,4,50,704,387,287,1,29,704,383,297,3,21,166,91,62,2,11,82,39,34,1,8,84,52,28,1,3,1125,700,363,8,54,542,341,166,4,31,583,359,197,4,23,751,505,200,3,43,404,271,106,2,25,347,234,94,1,18,32,12,15,2,3,15,5,7,1,2,17,7,8,1,1,74,33,37,2,2,27,15,10,1,1,47,18,27,1,1,108,55,47,1,5,53,28,23,0,2,55,27,24,1,3,160,95,64,0,1,43,22,20,0,1,117,73,44,0,0
95BB16,2568,144,2256,19,149,1300,68,1134,7,91,1268,76,1122,12,58,1706,93,1523,13,77,853,40,763,5,45,853,53,760,8,32,1610,85,1449,11,65,805,37,728,4,36,805,48,721,7,29,96,8,74,2,12,48,3,35,1,9,48,5,39,1,3,862,51,733,6,72,447,28,371,2,46,415,23,362,4,26,588,34,490,4,60,359,22,294,2,41,229,12,196,2,19,22,1,19,1,1,13,1,11,0,1,9,0,8,1,0,38,3,31,0,4,18,2,15,0,1,20,1,16,0,3,66,6,54,1,5,26,2,21,0,3,40,4,33,1,2,148,7,139,0,2,31,1,30,0,0,117,6,109,0,2
95BB17,2690,181,2234,24,251,1259,85,1037,8,129,1431,96,1197,16,122,1630,126,1373,14,117,813,61,682,6,64,817,65,691,8,53,1410,98,1213,12,87,705,46,605,5,49,705,52,608,7,38,220,28,160,2,30,108,15,77,1,15,112,13,83,1,15,1060,55,861,10,134,446,24,355,2,65,614,31,506,8,69,630,35,492,8,95,323,18,248,2,55,307,17,244,6,40,14,2,10,0,2,7,0,5,0,2,7,2,5,0,0,105,3,87,0,15,37,3,31,0,3,68,0,56,0,12,155,10,129,0,16,40,2,34,0,4,115,8,95,0,12,156,5,143,2,6,39,1,37,0,1,117,4,106,2,5
