GeographyCode,DC2122NI0001,DC2122NI0002,DC2122NI0003,DC2122NI0004,DC2122NI0005,DC2122NI0006,DC2122NI0007,DC2122NI0008,DC2122NI0009,DC2122NI0010,DC2122NI0011,DC2122NI0012,DC2122NI0013,DC2122NI0014,DC2122NI0015,DC2122NI0016,DC2122NI0017,DC2122NI0018,DC2122NI0019,DC2122NI0020,DC2122NI0021,DC2122NI0022,DC2122NI0023,DC2122NI0024,DC2122NI0025,DC2122NI0026,DC2122NI0027,DC2122NI0028,DC2122NI0029,DC2122NI0030,DC2122NI0031,DC2122NI0032,DC2122NI0033,DC2122NI0034,DC2122NI0035,DC2122NI0036,DC2122NI0037,DC2122NI0038,DC2122NI0039,DC2122NI0040,DC2122NI0041,DC2122NI0042,DC2122NI0043,DC2122NI0044,DC2122NI0045,DC2122NI0046,DC2122NI0047,DC2122NI0048,DC2122NI0049,DC2122NI0050,DC2122NI0051,DC2122NI0052,DC2122NI0053,DC2122NI0054,DC2122NI0055,DC2122NI0056,DC2122NI0057,DC2122NI0058,DC2122NI0059,DC2122NI0060,DC2122NI0061,DC2122NI0062,DC2122NI0063,DC2122NI0064,DC2122NI0065,DC2122NI0066,DC2122NI0067,DC2122NI0068,DC2122NI0069,DC2122NI0070,DC2122NI0071,DC2122NI0072,DC2122NI0073,DC2122NI0074,DC2122NI0075,DC2122NI0076,DC2122NI0077,DC2122NI0078,DC2122NI0079,DC2122NI0080,DC2122NI0081,DC2122NI0082,DC2122NI0083,DC2122NI0084,DC2122NI0085,DC2122NI0086,DC2122NI0087,DC2122NI0088,DC2122NI0089,DC2122NI0090,DC2122NI0091,DC2122NI0092,DC2122NI0093,DC2122NI0094,DC2122NI0095,DC2122NI0096,DC2122NI0097,DC2122NI0098,DC2122NI0099,DC2122NI0100,DC2122NI0101,DC2122NI0102,DC2122NI0103,DC2122NI0104,DC2122NI0105,DC2122NI0106,DC2122NI0107,DC2122NI0108,DC2122NI0109,DC2122NI0110,DC2122NI0111,DC2122NI0112,DC2122NI0113,DC2122NI0114,DC2122NI0115,DC2122NI0116,DC2122NI0117,DC2122NI0118,DC2122NI0119,DC2122NI0120,DC2122NI0121,DC2122NI0122,DC2122NI0123,DC2122NI0124,DC2122NI0125,DC2122NI0126,DC2122NI0127,DC2122NI0128,DC2122NI0129,DC2122NI0130,DC2122NI0131,DC2122NI0132,DC2122NI0133,DC2122NI0134,DC2122NI0135,DC2122NI0136,DC2122NI0137,DC2122NI0138,DC2122NI0139,DC2122NI0140,DC2122NI0141,DC2122NI0142,DC2122NI0143,DC2122NI0144,DC2122NI0145,DC2122NI0146,DC2122NI0147,DC2122NI0148,DC2122NI0149,DC2122NI0150
95LL21,3060,1553,1368,23,116,1454,748,627,13,66,1606,805,741,10,50,1580,833,685,8,54,789,411,343,4,31,791,422,342,4,23,1354,708,600,7,39,677,350,303,4,20,677,358,297,3,19,226,125,85,1,15,112,61,40,0,11,114,64,45,1,4,1480,720,683,15,62,665,337,284,9,35,815,383,399,6,27,910,491,362,8,49,478,254,191,5,28,432,237,171,3,21,40,25,10,2,3,22,14,4,1,3,18,11,6,1,0,118,60,53,1,4,42,23,17,1,1,76,37,36,0,3,159,62,90,2,5,66,26,37,1,2,93,36,53,1,3,253,82,168,2,1,57,20,35,1,1,196,62,133,1,0
95LL22,2827,2559,182,11,75,1414,1284,85,4,41,1413,1275,97,7,34,1444,1326,88,5,25,722,659,46,3,14,722,667,42,2,11,1172,1086,67,5,14,586,545,32,3,6,586,541,35,2,8,272,240,21,0,11,136,114,14,0,8,136,126,7,0,3,1383,1233,94,6,50,692,625,39,1,27,691,608,55,5,23,939,846,50,5,38,509,463,25,0,21,430,383,25,5,17,31,29,0,0,2,19,18,0,0,1,12,11,0,0,1,129,116,12,1,0,52,48,3,1,0,77,68,9,0,0,155,133,14,0,8,67,57,6,0,4,88,76,8,0,4,129,109,18,0,2,45,39,5,0,1,84,70,13,0,1
95LL23,1733,211,1410,11,101,856,99,695,6,56,877,112,715,5,45,870,122,698,8,42,433,59,350,3,21,437,63,348,5,21,718,88,599,8,23,358,42,302,3,11,360,46,297,5,12,152,34,99,0,19,75,17,48,0,10,77,17,51,0,9,863,89,712,3,59,423,40,345,3,35,440,49,367,0,24,503,60,395,3,45,303,35,235,3,30,200,25,160,0,15,11,2,9,0,0,7,1,6,0,0,4,1,3,0,0,55,3,50,0,2,25,0,25,0,0,30,3,25,0,2,124,12,104,0,8,48,3,41,0,4,76,9,63,0,4,170,12,154,0,4,40,1,38,0,1,130,11,116,0,3
95LL24,2867,984,1786,12,85,1439,506,882,5,46,1428,478,904,7,39,1716,516,1155,8,37,854,252,582,4,16,862,264,573,4,21,1560,467,1060,5,28,780,230,534,2,14,780,237,526,3,14,156,49,95,3,9,74,22,48,2,2,82,27,47,1,7,1151,468,631,4,48,585,254,300,1,30,566,214,331,3,18,843,369,433,4,37,482,217,239,1,25,361,152,194,3,12,21,7,12,0,2,13,4,7,0,2,8,3,5,0,0,67,16,47,0,4,28,7,18,0,3,39,9,29,0,1,66,14,47,0,5,29,8,21,0,0,37,6,26,0,5,154,62,92,0,0,33,18,15,0,0,121,44,77,0,0
95LL25,3551,328,3040,43,140,1731,143,1475,24,89,1820,185,1565,19,51,2326,207,2019,30,70,1161,89,1011,17,44,1165,118,1008,13,26,2056,152,1823,28,53,1027,67,911,16,33,1029,85,912,12,20,270,55,196,2,17,134,22,100,1,11,136,33,96,1,6,1225,121,1021,13,70,570,54,464,7,45,655,67,557,6,25,820,89,665,9,57,446,44,361,4,37,374,45,304,5,20,35,3,28,0,4,16,1,13,0,2,19,2,15,0,2,65,4,58,1,2,24,1,21,1,1,41,3,37,0,1,121,8,105,2,6,46,3,37,2,4,75,5,68,0,2,184,17,165,1,1,38,5,32,0,1,146,12,133,1,0
95LL26,2973,2733,171,21,48,1494,1342,104,12,36,1479,1391,67,9,12,1500,1397,75,8,20,752,691,44,3,14,748,706,31,5,6,1286,1208,58,7,13,642,596,34,3,9,644,612,24,4,4,214,189,17,1,7,110,95,10,0,5,104,94,7,1,2,1473,1336,96,13,28,742,651,60,9,22,731,685,36,4,6,1032,939,62,8,23,576,506,45,5,20,456,433,17,3,3,26,20,1,2,3,13,9,0,2,2,13,11,1,0,1,143,132,9,0,2,59,54,5,0,0,84,78,4,0,2,136,119,14,3,0,64,55,7,2,0,72,64,7,1,0,136,126,10,0,0,30,27,3,0,0,106,99,7,0,0
95MM01,3710,1418,2143,48,101,1804,662,1056,25,61,1906,756,1087,23,40,1967,711,1171,34,51,993,352,595,17,29,974,359,576,17,22,1736,590,1076,31,39,870,293,539,16,22,866,297,537,15,17,231,121,95,3,12,123,59,56,1,7,108,62,39,2,5,1743,707,972,14,50,811,310,461,8,32,932,397,511,6,18,1191,480,657,11,43,601,223,346,6,26,590,257,311,5,17,47,25,20,0,2,29,14,13,0,2,18,11,7,0,0,164,90,71,1,2,71,35,34,1,1,93,55,37,0,1,184,66,113,2,3,72,26,42,1,3,112,40,71,1,0,157,46,111,0,0,38,12,26,0,0,119,34,85,0,0
95MM02,2686,2519,130,18,19,1294,1203,69,9,13,1392,1316,61,9,6,1446,1360,65,12,9,723,679,33,6,5,723,681,32,6,4,1380,1305,57,10,8,690,651,30,5,4,690,654,27,5,4,66,55,8,2,1,33,28,3,1,1,33,27,5,1,0,1240,1159,65,6,10,571,524,36,3,8,669,635,29,3,2,892,833,48,2,9,459,423,28,1,7,433,410,20,1,2,41,38,0,2,1,17,15,0,1,1,24,23,0,1,0,67,61,5,1,0,32,29,2,1,0,35,32,3,0,0,72,69,3,0,0,23,21,2,0,0,49,48,1,0,0,168,158,9,1,0,40,36,4,0,0,128,122,5,1,0
95MM03,2617,1773,796,17,31,1320,884,405,10,21,1297,889,391,7,10,1524,996,497,15,16,762,482,258,9,13,762,514,239,6,3,1392,911,454,14,13,696,444,234,8,10,696,467,220,6,3,132,85,43,1,3,66,38,24,1,3,66,47,19,0,0,1093,777,299,2,15,558,402,147,1,8,535,375,152,1,7,809,588,206,2,13,454,328,118,1,7,355,260,88,1,6,29,24,5,0,0,15,13,2,0,0,14,11,3,0,0,76,53,23,0,0,35,27,8,0,0,41,26,15,0,0,39,20,19,0,0,19,10,9,0,0,20,10,10,0,0,140,92,46,0,2,35,24,10,0,1,105,68,36,0,1
95MM04,1822,1747,48,3,24,870,824,32,2,12,952,923,16,1,12,724,692,17,1,14,365,342,14,1,8,359,350,3,0,6,652,631,12,1,8,326,311,9,1,5,326,320,3,0,3,72,61,5,0,6,39,31,5,0,3,33,30,0,0,3,1098,1055,31,2,10,505,482,18,1,4,593,573,13,1,6,719,696,18,0,5,375,362,12,0,1,344,334,6,0,4,20,20,0,0,0,12,12,0,0,0,8,8,0,0,0,107,102,3,0,2,37,34,1,0,2,70,68,2,0,0,93,83,7,1,2,33,28,4,0,1,60,55,3,1,1,159,154,3,1,1,48,46,1,1,0,111,108,2,0,1
95MM05,1933,1835,82,2,14,911,856,42,2,11,1022,979,40,0,3,548,526,20,0,2,277,264,11,0,2,271,262,9,0,0,484,471,13,0,0,242,236,6,0,0,242,235,7,0,0,64,55,7,0,2,35,28,5,0,2,29,27,2,0,0,1385,1309,62,2,12,634,592,31,2,9,751,717,31,0,3,923,874,37,2,10,469,440,20,2,7,454,434,17,0,3,19,16,3,0,0,8,6,2,0,0,11,10,1,0,0,179,173,6,0,0,68,67,1,0,0,111,106,5,0,0,111,103,7,0,1,49,44,4,0,1,62,59,3,0,0,153,143,9,0,1,40,35,4,0,1,113,108,5,0,0
95MM06,1964,1852,90,12,10,898,842,40,8,8,1066,1010,50,4,2,740,701,32,4,3,370,348,18,2,2,370,353,14,2,1,676,645,25,3,3,338,321,13,2,2,338,324,12,1,1,64,56,7,1,0,32,27,5,0,0,32,29,2,1,0,1224,1151,58,8,7,528,494,22,6,6,696,657,36,2,1,814,765,40,6,3,416,389,18,6,3,398,376,22,0,0,34,28,2,1,3,15,11,1,0,3,19,17,1,1,0,141,134,6,1,0,33,32,1,0,0,108,102,5,1,0,111,104,6,0,1,42,40,2,0,0,69,64,4,0,1,124,120,4,0,0,22,22,0,0,0,102,98,4,0,0
95MM07,2082,368,1636,17,61,955,164,749,8,34,1127,204,887,9,27,920,191,697,5,27,461,91,350,3,17,459,100,347,2,10,818,161,636,5,16,409,77,319,3,10,409,84,317,2,6,102,30,61,0,11,52,14,31,0,7,50,16,30,0,4,1162,177,939,12,34,494,73,399,5,17,668,104,540,7,17,703,127,546,5,25,351,58,279,2,12,352,69,267,3,13,25,1,20,1,3,15,1,10,1,3,10,0,10,0,0,77,6,69,1,1,33,2,30,1,0,44,4,39,0,1,173,22,146,2,3,54,8,45,0,1,119,14,101,2,2,184,21,158,3,2,41,4,35,1,1,143,17,123,2,1
95MM08,2407,1564,800,7,36,1186,765,396,4,21,1221,799,404,3,15,1144,690,434,4,16,575,340,224,2,9,569,350,210,2,7,1046,631,402,3,10,523,309,206,2,6,523,322,196,1,4,98,59,32,1,6,52,31,18,0,3,46,28,14,1,3,1263,874,366,3,20,611,425,172,2,12,652,449,194,1,8,824,606,198,2,18,442,323,107,2,10,382,283,91,0,8,23,20,3,0,0,15,14,1,0,0,8,6,2,0,0,100,79,21,0,0,46,38,8,0,0,54,41,13,0,0,142,89,51,1,1,56,31,24,0,1,86,58,27,1,0,174,80,93,0,1,52,19,32,0,1,122,61,61,0,0
95MM09,2663,1904,714,9,36,1337,948,362,5,22,1326,956,352,4,14,1436,1001,418,6,11,719,489,219,4,7,717,512,199,2,4,1352,942,397,5,8,676,460,207,3,6,676,482,190,2,2,84,59,21,1,3,43,29,12,1,1,41,30,9,0,2,1227,903,296,3,25,618,459,143,1,15,609,444,153,2,10,860,651,185,0,24,497,375,108,0,14,363,276,77,0,10,31,22,9,0,0,12,10,2,0,0,19,12,7,0,0,89,66,23,0,0,29,19,10,0,0,60,47,13,0,0,83,44,36,2,1,30,18,10,1,1,53,26,26,1,0,164,120,43,1,0,50,37,13,0,0,114,83,30,1,0
95MM10,2026,1946,63,1,16,913,869,32,0,12,1113,1077,31,1,4,647,617,24,1,5,321,304,12,0,5,326,313,12,1,0,562,538,19,1,4,281,267,10,0,4,281,271,9,1,0,85,79,5,0,1,40,37,2,0,1,45,42,3,0,0,1379,1329,39,0,11,592,565,20,0,7,787,764,19,0,4,976,946,22,0,8,461,446,11,0,4,515,500,11,0,4,25,21,4,0,0,14,11,3,0,0,11,10,1,0,0,181,172,8,0,1,46,42,3,0,1,135,130,5,0,0,98,93,4,0,1,38,34,3,0,1,60,59,1,0,0,99,97,1,0,1,33,32,0,0,1,66,65,1,0,0
95MM11,1736,1684,41,1,10,793,760,27,0,6,943,924,14,1,4,522,507,11,0,4,260,249,8,0,3,262,258,3,0,1,472,464,7,0,1,236,230,5,0,1,236,234,2,0,0,50,43,4,0,3,24,19,3,0,2,26,24,1,0,1,1214,1177,30,1,6,533,511,19,0,3,681,666,11,1,3,810,791,16,0,3,412,399,11,0,2,398,392,5,0,1,16,14,1,1,0,7,6,1,0,0,9,8,0,1,0,153,148,3,0,2,43,40,2,0,1,110,108,1,0,1,104,95,8,0,1,34,31,3,0,0,70,64,5,0,1,131,129,2,0,0,37,35,2,0,0,94,94,0,0,0
95MM12,4173,3807,310,15,41,1915,1724,158,8,25,2258,2083,152,7,16,1668,1473,169,8,18,834,728,88,5,13,834,745,81,3,5,1498,1324,155,8,11,749,654,82,5,8,749,670,73,3,3,170,149,14,0,7,85,74,6,0,5,85,75,8,0,2,2505,2334,141,7,23,1081,996,70,3,12,1424,1338,71,4,11,1831,1714,94,4,19,880,818,49,2,11,951,896,45,2,8,50,42,5,1,2,26,20,4,1,1,24,22,1,0,1,248,237,9,1,1,67,66,1,0,0,181,171,8,1,1,227,214,12,1,0,71,65,6,0,0,156,149,6,1,0,149,127,21,0,1,37,27,10,0,0,112,100,11,0,1
95MM13,6220,5780,358,25,57,2893,2665,184,13,31,3327,3115,174,12,26,3099,2890,172,12,25,1548,1427,101,7,13,1551,1463,71,5,12,2836,2659,146,12,19,1418,1320,80,7,11,1418,1339,66,5,8,263,231,26,0,6,130,107,21,0,2,133,124,5,0,4,3121,2890,186,13,32,1345,1238,83,6,18,1776,1652,103,7,14,2205,2055,120,5,25,1047,972,55,4,16,1158,1083,65,1,9,74,70,4,0,0,38,36,2,0,0,36,34,2,0,0,348,328,14,3,3,100,93,6,1,0,248,235,8,2,3,271,244,20,3,4,97,83,11,1,2,174,161,9,2,2,223,193,28,2,0,63,54,9,0,0,160,139,19,2,0
95MM14,1972,899,993,38,42,948,425,470,25,28,1024,474,523,13,14,754,321,401,19,13,383,161,203,12,7,371,160,198,7,6,612,250,334,15,13,307,123,168,9,7,305,127,166,6,6,142,71,67,4,0,76,38,35,3,0,66,33,32,1,0,1218,578,592,19,29,565,264,267,13,21,653,314,325,6,8,776,393,351,9,23,391,182,184,8,17,385,211,167,1,6,29,14,12,2,1,20,10,8,1,1,9,4,4,1,0,86,42,42,1,1,42,19,22,0,1,44,23,20,1,0,147,57,83,5,2,68,31,33,3,1,79,26,50,2,1,180,72,104,2,2,44,22,20,1,1,136,50,84,1,1
95MM15,3286,1650,1548,17,71,1621,791,770,11,49,1665,859,778,6,22,1908,928,936,11,33,954,451,475,6,22,954,477,461,5,11,1756,849,873,10,24,878,412,443,6,17,878,437,430,4,7,152,79,63,1,9,76,39,32,0,5,76,40,31,1,4,1378,722,612,6,38,667,340,295,5,27,711,382,317,1,11,941,506,407,4,24,520,268,229,4,19,421,238,178,0,5,35,20,12,0,3,20,9,8,0,3,15,11,4,0,0,101,56,42,0,3,32,16,16,0,0,69,40,26,0,3,126,63,56,1,6,53,27,22,0,4,73,36,34,1,2,175,77,95,1,2,42,20,20,1,1,133,57,75,0,1
95MM16,4142,2683,1262,71,126,1977,1257,615,33,72,2165,1426,647,38,54,2351,1450,773,59,69,1171,714,390,30,37,1180,736,383,29,32,2010,1210,688,58,54,1004,593,353,29,29,1006,617,335,29,25,341,240,85,1,15,167,121,37,1,8,174,119,48,0,7,1791,1233,489,12,57,806,543,225,3,35,985,690,264,9,22,1241,862,336,7,36,603,408,171,3,21,638,454,165,4,15,43,33,6,1,3,22,17,2,0,3,21,16,4,1,0,158,119,28,3,8,60,44,10,0,6,98,75,18,3,2,200,134,56,1,9,82,50,27,0,5,118,84,29,1,4,149,85,63,0,1,39,24,15,0,0,110,61,48,0,1
95MM17,3029,2778,207,11,33,1501,1367,107,6,21,1528,1411,100,5,12,1454,1365,75,7,7,725,675,39,5,6,729,690,36,2,1,1340,1258,68,7,7,670,624,35,5,6,670,634,33,2,1,114,107,7,0,0,55,51,4,0,0,59,56,3,0,0,1575,1413,132,4,26,776,692,68,1,15,799,721,64,3,11,1130,1031,77,2,20,603,545,46,1,11,527,486,31,1,9,33,26,7,0,0,8,6,2,0,0,25,20,5,0,0,136,121,11,0,4,54,47,5,0,2,82,74,6,0,2,146,122,23,0,1,64,52,11,0,1,82,70,12,0,0,130,113,14,2,1,47,42,4,0,1,83,71,10,2,0
95MM18,3786,2487,1205,26,68,1848,1190,603,12,43,1938,1297,602,14,25,2130,1335,753,14,28,1065,663,376,8,18,1065,672,377,6,10,1938,1216,681,14,27,968,603,340,8,17,970,613,341,6,10,192,119,72,0,1,97,60,36,0,1,95,59,36,0,0,1656,1152,452,12,40,783,527,227,4,25,873,625,225,8,15,1232,865,333,4,30,642,433,186,2,21,590,432,147,2,9,42,25,13,0,4,22,14,7,0,1,20,11,6,0,3,123,95,22,2,4,40,29,9,0,2,83,66,13,2,2,130,94,30,4,2,41,30,8,2,1,89,64,22,2,1,129,73,54,2,0,38,21,17,0,0,91,52,37,2,0
95MM19,2478,872,1501,38,67,1201,419,728,15,39,1277,453,773,23,28,1345,485,819,19,22,664,231,411,9,13,681,254,408,10,9,1134,369,729,19,17,567,176,370,9,12,567,193,359,10,5,211,116,90,0,5,97,55,41,0,1,114,61,49,0,4,1133,387,682,19,45,537,188,317,6,26,596,199,365,13,19,784,284,455,11,34,416,144,250,3,19,368,140,205,8,15,28,6,20,1,1,13,4,7,1,1,15,2,13,0,0,73,33,38,0,2,24,11,12,0,1,49,22,26,0,1,126,42,75,3,6,48,20,24,1,3,78,22,51,2,3,122,22,94,4,2,36,9,24,1,2,86,13,70,3,0
95MM20,2746,572,2073,23,78,1284,251,973,11,49,1462,321,1100,12,29,1452,297,1100,19,36,722,138,549,10,25,730,159,551,9,11,1280,246,990,19,25,640,113,501,10,16,640,133,489,9,9,172,51,110,0,11,82,25,48,0,9,90,26,62,0,2,1294,275,973,4,42,562,113,424,1,24,732,162,549,3,18,758,170,556,1,31,405,79,305,0,21,353,91,251,1,10,31,7,20,1,3,14,3,8,1,2,17,4,12,0,1,90,22,66,0,2,31,8,23,0,0,59,14,43,0,2,184,41,136,2,5,62,15,46,0,1,122,26,90,2,4,231,35,195,0,1,50,8,42,0,0,181,27,153,0,1
95MM21,2687,1035,1584,20,48,1282,476,770,12,24,1405,559,814,8,24,1522,580,905,13,24,762,279,461,7,15,760,301,444,6,9,1408,544,829,13,22,705,261,423,7,14,703,283,406,6,8,114,36,76,0,2,57,18,38,0,1,57,18,38,0,1,1165,455,679,7,24,520,197,309,5,9,645,258,370,2,15,809,345,436,6,22,423,172,237,5,9,386,173,199,1,13,14,5,9,0,0,6,3,3,0,0,8,2,6,0,0,82,31,51,0,0,23,6,17,0,0,59,25,34,0,0,106,25,79,1,1,28,4,24,0,0,78,21,55,1,1,154,49,104,0,1,40,12,28,0,0,114,37,76,0,1
95MM22,2098,1975,86,12,25,1012,944,46,6,16,1086,1031,40,6,9,1070,1023,33,6,8,536,510,17,3,6,534,513,16,3,2,998,957,30,4,7,499,478,14,1,6,499,479,16,3,1,72,66,3,2,1,37,32,3,2,0,35,34,0,0,1,1028,952,53,6,17,476,434,29,3,10,552,518,24,3,7,677,625,33,3,16,349,316,23,1,9,328,309,10,2,7,34,31,2,1,0,18,17,0,1,0,16,14,2,0,0,61,55,4,1,1,24,19,3,1,1,37,36,1,0,0,66,63,3,0,0,30,28,2,0,0,36,35,1,0,0,190,178,11,1,0,55,54,1,0,0,135,124,10,1,0
95MM23,2098,1830,189,23,56,1104,972,86,12,34,994,858,103,11,22,712,626,57,17,12,350,306,29,10,5,362,320,28,7,7,570,509,40,16,5,283,252,21,9,1,287,257,19,7,4,142,117,17,1,7,67,54,8,1,4,75,63,9,0,3,1386,1204,132,6,44,754,666,57,2,29,632,538,75,4,15,1003,884,84,2,33,589,529,35,1,24,414,355,49,1,9,34,19,9,2,4,19,14,3,0,2,15,5,6,2,2,108,95,9,1,3,51,43,7,1,0,57,52,2,0,3,111,96,11,1,3,54,45,7,0,2,57,51,4,1,1,130,110,19,0,1,41,35,5,0,1,89,75,14,0,0
95MM24,1928,1882,35,4,7,889,862,20,2,5,1039,1020,15,2,2,729,714,14,0,1,363,352,11,0,0,366,362,3,0,1,668,657,11,0,0,333,325,8,0,0,335,332,3,0,0,61,57,3,0,1,30,27,3,0,0,31,30,0,0,1,1199,1168,21,4,6,526,510,9,2,5,673,658,12,2,1,809,789,12,2,6,419,404,8,2,5,390,385,4,0,1,32,31,1,0,0,13,13,0,0,0,19,18,1,0,0,112,111,1,0,0,25,25,0,0,0,87,86,1,0,0,111,105,4,2,0,36,35,1,0,0,75,70,3,2,0,135,132,3,0,0,33,33,0,0,0,102,99,3,0,0
95MM25,4400,4217,128,20,35,1998,1910,59,8,21,2402,2307,69,12,14,1681,1606,49,11,15,844,799,28,6,11,837,807,21,5,4,1476,1412,44,11,9,738,700,26,6,6,738,712,18,5,3,205,194,5,0,6,106,99,2,0,5,99,95,3,0,1,2719,2611,79,9,20,1154,1111,31,2,10,1565,1500,48,7,10,1951,1874,55,5,17,935,903,23,2,7,1016,971,32,3,10,32,30,2,0,0,14,12,2,0,0,18,18,0,0,0,321,315,6,0,0,71,71,0,0,0,250,244,6,0,0,256,238,12,4,2,82,76,4,0,2,174,162,8,4,0,159,154,4,0,1,52,49,2,0,1,107,105,2,0,0
95MM26,2501,2430,42,7,22,1194,1155,22,5,12,1307,1275,20,2,10,1150,1117,19,4,10,574,555,10,2,7,576,562,9,2,3,1072,1043,18,4,7,535,519,10,2,4,537,524,8,2,3,78,74,1,0,3,39,36,0,0,3,39,38,1,0,0,1351,1313,23,3,12,620,600,12,3,5,731,713,11,0,7,979,952,18,1,8,504,489,11,1,3,475,463,7,0,5,32,29,0,1,2,17,15,0,1,1,15,14,0,0,1,131,129,1,0,1,37,37,0,0,0,94,92,1,0,1,110,105,3,1,1,36,33,1,1,1,74,72,2,0,0,99,98,1,0,0,26,26,0,0,0,73,72,1,0,0
95MM27,2839,2418,256,67,98,1588,1346,133,45,64,1251,1072,123,22,34,787,673,66,31,17,394,338,30,17,9,393,335,36,14,8,634,552,48,25,9,316,275,24,13,4,318,277,24,12,5,153,121,18,6,8,78,63,6,4,5,75,58,12,2,3,2052,1745,190,36,81,1194,1008,103,28,55,858,737,87,8,26,1487,1239,153,30,65,888,736,82,24,46,599,503,71,6,19,40,28,5,3,4,25,19,2,1,3,15,9,3,2,1,181,158,15,1,7,114,100,9,1,4,67,58,6,0,3,186,167,13,2,4,120,109,8,2,1,66,58,5,0,3,158,153,4,0,1,47,44,2,0,1,111,109,2,0,0
95MM28,1895,1530,298,13,54,1035,833,163,7,32,860,697,135,6,22,564,439,109,5,11,283,216,60,3,4,281,223,49,2,7,470,375,86,5,4,236,185,47,3,1,234,190,39,2,3,94,64,23,0,7,47,31,13,0,3,47,33,10,0,4,1331,1091,189,8,43,752,617,103,4,28,579,474,86,4,15,900,742,116,6,36,542,442,73,3,24,358,300,43,3,12,21,14,5,1,1,14,9,3,1,1,7,5,2,0,0,137,119,18,0,0,73,62,11,0,0,64,57,7,0,0,154,120,30,0,4,78,63,13,0,2,76,57,17,0,2,119,96,20,1,2,45,41,3,0,1,74,55,17,1,1
95MM29,2653,1897,657,33,66,1320,935,330,18,37,1333,962,327,15,29,1013,720,254,20,19,505,351,134,10,10,508,369,120,10,9,806,571,206,18,11,405,278,111,10,6,401,293,95,8,5,207,149,48,2,8,100,73,23,0,4,107,76,25,2,4,1640,1177,403,13,47,815,584,196,8,27,825,593,207,5,20,1119,826,247,9,37,607,440,141,5,21,512,386,106,4,16,43,32,7,0,4,31,23,4,0,4,12,9,3,0,0,143,114,28,0,1,46,39,6,0,1,97,75,22,0,0,185,122,54,4,5,83,56,23,3,1,102,66,31,1,4,150,83,67,0,0,48,26,22,0,0,102,57,45,0,0
95MM30,1719,1636,60,10,13,833,785,33,6,9,886,851,27,4,4,555,518,23,7,7,278,258,10,4,6,277,260,13,3,1,488,459,19,6,4,245,228,9,4,4,243,231,10,2,0,67,59,4,1,3,33,30,1,0,2,34,29,3,1,1,1164,1118,37,3,6,555,527,23,2,3,609,591,14,1,3,773,744,23,3,3,402,384,15,2,1,371,360,8,1,2,18,16,1,0,1,9,7,1,0,1,9,9,0,0,0,134,129,4,0,1,69,65,3,0,1,65,64,1,0,0,95,89,5,0,1,44,42,2,0,0,51,47,3,0,1,144,140,4,0,0,31,29,2,0,0,113,111,2,0,0
95NN01,2461,2111,284,11,55,1245,1065,141,6,33,1216,1046,143,5,22,1264,1068,170,6,20,628,527,86,4,11,636,541,84,2,9,1122,955,149,5,13,560,473,76,4,7,562,482,73,1,6,142,113,21,1,7,68,54,10,0,4,74,59,11,1,3,1197,1043,114,5,35,617,538,55,2,22,580,505,59,3,13,820,740,56,2,22,464,418,29,2,15,356,322,27,0,7,35,29,5,0,1,18,15,2,0,1,17,14,3,0,0,94,81,5,1,7,46,40,3,0,3,48,41,2,1,4,113,87,22,0,4,50,37,11,0,2,63,50,11,0,2,135,106,26,2,1,39,28,10,0,1,96,78,16,2,0
95NN02,1784,1585,163,8,28,834,749,69,3,13,950,836,94,5,15,972,863,92,1,16,484,434,43,0,7,488,429,49,1,9,892,799,79,1,13,446,402,38,0,6,446,397,41,1,7,80,64,13,0,3,38,32,5,0,1,42,32,8,0,2,812,722,71,7,12,350,315,26,3,6,462,407,45,4,6,543,490,40,5,8,276,251,17,3,5,267,239,23,2,3,20,17,3,0,0,9,8,1,0,0,11,9,2,0,0,61,54,5,1,1,19,18,1,0,0,42,36,4,1,1,62,53,7,1,1,16,13,3,0,0,46,40,4,1,1,126,108,16,0,2,30,25,4,0,1,96,83,12,0,1
95NN03,2214,421,1669,13,111,1051,188,793,5,65,1163,233,876,8,46,1266,225,969,8,64,629,108,480,3,38,637,117,489,5,26,1124,181,885,8,50,562,85,443,3,31,562,96,442,5,19,142,44,84,0,14,67,23,37,0,7,75,21,47,0,7,948,196,700,5,47,422,80,313,2,27,526,116,387,3,20,580,132,407,4,37,311,63,222,2,24,269,69,185,2,13,21,4,16,0,1,9,1,7,0,1,12,3,9,0,0,64,13,49,0,2,25,5,20,0,0,39,8,29,0,2,119,24,91,1,3,51,8,41,0,2,68,16,50,1,1,164,23,137,0,4,26,3,23,0,0,138,20,114,0,4
95NN04,2116,1866,178,16,56,991,867,82,8,34,1125,999,96,8,22,860,756,70,4,30,431,380,32,2,17,429,376,38,2,13,674,597,54,4,19,336,294,30,2,10,338,303,24,2,9,186,159,16,0,11,95,86,2,0,7,91,73,14,0,4,1256,1110,108,12,26,560,487,50,6,17,696,623,58,6,9,851,745,77,6,23,425,367,39,4,15,426,378,38,2,8,21,18,2,0,1,16,13,2,0,1,5,5,0,0,0,112,99,10,3,0,47,43,3,1,0,65,56,7,2,0,132,121,7,2,2,45,41,3,0,1,87,80,4,2,1,140,127,12,1,0,27,23,3,1,0,113,104,9,0,0
