GeographyCode,DC2250NI0001,DC2250NI0002,DC2250NI0003,DC2250NI0004,DC2250NI0005,DC2250NI0006,DC2250NI0007,DC2250NI0008,DC2250NI0009,DC2250NI0010,DC2250NI0011,DC2250NI0012,DC2250NI0013,DC2250NI0014,DC2250NI0015,DC2250NI0016,DC2250NI0017,DC2250NI0018,DC2250NI0019,DC2250NI0020,DC2250NI0021,DC2250NI0022,DC2250NI0023,DC2250NI0024,DC2250NI0025,DC2250NI0026,DC2250NI0027,DC2250NI0028,DC2250NI0029,DC2250NI0030,DC2250NI0031,DC2250NI0032,DC2250NI0033,DC2250NI0034,DC2250NI0035,DC2250NI0036,DC2250NI0037,DC2250NI0038,DC2250NI0039,DC2250NI0040,DC2250NI0041,DC2250NI0042,DC2250NI0043,DC2250NI0044,DC2250NI0045
95DD01,2099,334,1648,21,96,322,56,227,5,34,1793,274,1444,14,61,1599,162,1371,13,53,118,68,46,1,3,18,18,0,0,0,5,5,0,0,0,53,21,27,0,5,28,10,14,3,1
95DD02,3888,229,3465,27,167,774,46,678,5,45,3125,183,2803,20,119,2988,117,2734,20,117,122,58,62,0,2,5,5,0,0,0,0,0,0,0,0,10,3,7,0,0,22,5,11,2,4
95DD03,3503,590,2601,46,266,480,65,366,4,45,3052,533,2263,34,222,2649,315,2148,30,156,231,118,92,3,18,40,39,0,0,1,21,21,0,0,0,111,40,23,1,47,28,8,5,11,4
95DD04,1926,128,1635,22,141,613,37,519,4,53,1320,94,1121,18,87,1251,77,1080,14,80,55,16,35,2,2,3,0,1,0,2,0,0,0,0,0,11,1,5,2,3,6,0,4,1,1
95DD05,1739,100,1479,30,130,564,34,463,4,63,1164,65,1009,23,67,1138,59,998,20,61,21,4,11,3,3,1,1,0,0,0,0,0,0,0,0,4,1,0,0,3,14,1,10,3,0
95DD06,2588,536,1889,22,141,418,85,320,0,13,2217,464,1600,21,132,1945,312,1506,21,106,171,92,65,0,14,46,46,0,0,0,0,0,0,0,0,55,14,29,0,12,11,2,3,1,5
95DD07,3363,183,2974,12,194,659,24,585,5,45,2727,164,2408,7,148,2566,131,2301,5,129,143,29,103,1,10,3,2,0,0,1,0,0,0,0,0,15,2,4,1,8,27,0,24,1,2
95DD08,2126,823,1123,29,151,487,144,319,2,22,1629,683,804,18,124,1114,329,698,12,75,170,126,33,4,7,157,146,1,0,10,0,0,0,0,0,188,82,72,2,32,46,17,13,9,7
95DD09,2590,169,2295,18,108,566,35,499,8,24,2039,138,1807,11,83,1923,93,1751,9,70,92,36,44,2,10,9,8,0,0,1,0,0,0,0,0,15,1,12,0,2,15,0,13,1,1
95DD10,2805,107,2494,37,167,712,14,643,11,44,2109,95,1861,25,128,1988,55,1798,23,112,73,10,51,1,11,17,15,1,0,1,2,2,0,0,0,29,13,11,1,4,13,1,10,2,0
95DD11,2363,1336,826,11,190,617,339,209,1,68,1768,1013,624,9,122,1294,603,584,8,99,248,212,31,1,4,170,163,0,0,7,10,8,0,0,2,46,27,9,0,10,15,10,3,1,1
95DD12,2610,407,2082,13,108,696,105,564,4,23,1947,315,1536,9,87,1697,154,1456,9,78,243,161,76,0,6,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,9,3,6,0,0
95DD13,1784,1001,654,15,114,417,206,176,7,28,1378,809,477,5,87,982,492,417,4,69,225,204,12,1,8,93,91,1,0,1,2,0,0,0,2,76,22,47,0,7,21,11,4,4,2
95DD14,3277,239,2820,40,178,475,21,426,7,21,2849,231,2429,33,156,2669,161,2332,28,148,154,52,93,5,4,2,2,0,0,0,0,0,0,0,0,24,16,4,0,4,32,2,25,1,4
95DD15,3451,2087,1265,23,76,810,451,326,5,28,2699,1687,948,15,49,1940,972,914,14,40,742,699,34,1,8,13,13,0,0,0,0,0,0,0,0,4,3,0,0,1,14,8,2,4,0
95DD16,2981,372,2458,33,118,638,99,512,4,23,2370,282,1969,23,96,2162,166,1890,17,89,191,105,76,5,5,9,9,0,0,0,0,0,0,0,0,8,2,3,1,2,33,5,19,7,2
95DD17,3461,1380,1953,17,111,763,265,469,5,24,2753,1154,1498,12,89,2157,625,1445,11,76,592,527,52,1,12,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,17,5,8,2,2
95DD18,1885,164,1572,28,121,516,39,443,6,28,1361,117,1131,20,93,1234,53,1089,14,78,53,13,35,1,4,44,44,0,0,0,1,0,0,0,1,29,7,7,5,10,29,10,11,5,3
95DD19,3364,177,2987,23,177,681,31,604,5,41,2728,147,2423,18,140,2567,92,2334,17,124,129,31,86,1,11,21,21,0,0,0,0,0,0,0,0,11,3,3,0,5,12,4,5,2,1
95DD20,1746,124,1486,12,124,478,26,409,6,37,1273,101,1080,6,86,1179,64,1029,6,80,67,23,42,0,2,5,5,0,0,0,0,0,0,0,0,22,9,9,0,4,6,1,4,0,1
95DD21,2139,744,1216,29,150,384,95,240,8,41,1772,657,988,18,109,1365,371,898,17,79,206,165,37,1,3,100,95,3,0,2,0,0,0,0,0,101,26,50,0,25,28,15,7,4,2
95DD22,3136,1102,1957,14,63,900,270,619,1,10,2275,854,1353,11,57,1852,487,1306,11,48,404,349,47,0,8,4,4,0,0,0,3,3,0,0,0,12,11,0,0,1,20,8,9,3,0
95DD23,2509,306,2052,15,136,553,61,454,4,34,1975,249,1612,11,103,1826,164,1556,11,95,138,82,51,0,5,0,0,0,0,0,0,0,0,0,0,11,3,5,0,3,6,0,6,0,0
95DD24,2711,1802,769,9,131,493,308,145,1,39,2237,1519,620,7,91,1539,901,570,6,62,565,523,30,0,12,82,77,1,0,4,3,2,0,0,1,48,16,19,1,12,28,11,9,1,7
95EE01,1895,1732,141,0,22,534,478,48,0,8,1382,1274,94,0,14,724,630,83,0,11,652,639,11,0,2,4,4,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,0,0,0
95EE02,2095,126,1839,10,120,529,18,487,4,20,1584,110,1368,6,100,1498,69,1328,6,95,85,41,39,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,5,0,0
95EE03,1999,335,1531,11,122,533,70,408,3,52,1484,269,1138,7,70,1336,178,1086,6,66,99,53,43,1,2,36,35,0,0,1,0,0,0,0,0,13,3,9,0,1,10,3,5,1,1
95EE04,1993,769,1141,6,77,518,165,336,2,15,1491,621,806,4,60,1237,388,787,4,58,251,231,18,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,10,3,5,0,2
95EE05,1509,157,1263,12,77,351,41,290,4,16,1171,118,984,8,61,1090,84,946,7,53,63,28,32,1,2,0,0,0,0,0,0,0,0,0,0,18,6,6,0,6,2,0,2,0,0
95EE06,2278,1875,373,5,25,601,502,94,0,5,1720,1413,282,5,20,934,647,268,4,15,731,714,11,1,5,45,42,3,0,0,6,6,0,0,0,4,4,0,0,0,2,2,0,0,0
95EE07,1798,299,1371,18,110,555,87,422,3,43,1250,215,952,14,69,1171,166,928,14,63,75,46,24,0,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
95EE08,1719,278,1323,21,97,385,58,308,1,18,1361,230,1029,16,86,1233,156,993,16,68,99,52,36,0,11,18,16,0,0,2,0,0,0,0,0,11,6,0,0,5,5,0,1,4,0
95EE09,1890,662,1131,10,87,553,181,346,3,23,1358,494,793,7,64,1067,256,750,7,54,276,233,38,0,5,5,5,0,0,0,0,0,0,0,0,10,0,5,0,5,7,0,7,0,0
95EE10,1797,1069,677,11,40,462,237,221,1,3,1344,844,456,10,34,842,374,438,9,21,428,402,14,1,11,60,60,0,0,0,0,0,0,0,0,14,8,4,0,2,16,10,2,0,4
95EE11,1677,589,1015,11,62,462,173,263,3,23,1225,424,755,7,39,1014,246,729,7,32,207,176,26,0,5,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,1,1,0
95EE12,2507,327,2015,12,153,664,81,519,2,62,1857,257,1500,10,90,1742,179,1472,10,81,65,36,27,0,2,38,38,0,0,0,0,0,0,0,0,12,4,1,0,7,3,0,2,0,1
95EE13,1529,349,1088,15,77,462,129,296,6,31,1075,223,799,6,47,970,172,751,6,41,90,42,42,0,6,8,8,0,0,0,0,0,0,0,0,7,1,6,0,0,12,1,5,3,3
95EE14,2684,394,2100,25,165,686,113,519,7,47,2009,285,1591,15,118,1871,221,1520,15,115,127,54,70,0,3,10,10,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,12,3,2
95EE15,1728,362,1257,12,97,482,77,365,1,39,1266,297,899,11,59,1115,195,862,11,47,140,102,32,0,6,1,0,0,0,1,0,0,0,0,0,10,0,5,0,5,4,3,0,0,1
95EE16,2126,605,1422,12,87,606,168,403,4,31,1531,440,1027,8,56,1305,244,1000,6,55,220,194,23,2,1,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,4,2,2,0,0
95FF01,4796,1473,2978,44,301,545,139,340,2,64,4333,1383,2677,37,236,3573,801,2531,33,208,680,515,141,4,20,50,49,0,0,1,9,9,0,0,0,21,9,5,0,7,44,8,22,7,7
95FF02,2817,1593,1130,7,87,728,385,321,1,21,2114,1232,812,5,65,1449,609,782,5,53,626,591,30,0,5,35,30,0,0,5,1,1,0,0,0,3,1,0,0,2,10,4,2,3,1
95FF03,3006,1156,1645,20,185,559,215,285,4,55,2476,959,1373,14,130,2052,613,1317,12,110,368,306,47,2,13,40,36,1,0,3,0,0,0,0,0,16,4,8,0,4,22,6,7,6,3
95FF04,2629,988,1528,16,97,533,204,306,3,20,2136,799,1247,13,77,1694,443,1173,10,68,433,352,73,3,5,1,0,0,0,1,4,4,0,0,0,4,0,1,0,3,12,5,4,3,0
95FF05,2563,469,1894,29,171,550,99,405,4,42,2043,374,1517,23,129,1796,230,1422,23,121,193,94,91,0,8,20,19,1,0,0,29,29,0,0,0,5,2,3,0,0,18,6,8,2,2
95FF06,4116,587,3171,37,321,684,110,505,8,61,3457,488,2684,23,262,3157,312,2586,20,239,248,141,96,3,8,21,14,0,0,7,19,16,1,0,2,12,5,1,0,6,41,11,19,7,4
95FF07,2769,1345,1254,14,156,635,298,276,1,60,2147,1061,976,13,97,1708,691,920,11,86,406,340,54,2,10,22,22,0,0,0,0,0,0,0,0,11,8,2,0,1,27,15,11,1,0
95FF08,2364,649,1583,16,116,421,108,281,2,30,1956,552,1306,14,84,1703,368,1245,12,78,235,172,58,2,3,11,11,0,0,0,1,0,1,0,0,6,1,2,0,3,18,6,9,0,3
95FF09,2522,992,1376,22,132,547,200,315,5,27,1989,804,1068,11,106,1623,503,1015,8,97,338,282,47,3,6,4,4,0,0,0,6,5,0,0,1,18,10,6,0,2,17,8,2,7,0
95FF10,3473,482,2758,23,210,659,92,521,1,45,2865,404,2274,25,162,2601,241,2190,18,152,251,156,80,6,9,1,1,0,0,0,2,1,0,1,0,10,5,4,0,1,22,3,11,3,5
95FF11,2582,769,1682,26,105,624,194,412,2,16,1968,582,1269,25,92,1634,309,1227,22,76,324,266,42,3,13,6,5,0,0,1,0,0,0,0,0,4,2,0,0,2,21,8,12,1,0
95FF12,2724,1460,1142,22,100,459,270,170,2,17,2309,1223,985,18,83,1744,732,930,18,64,555,486,54,0,15,1,1,0,0,0,2,2,0,0,0,7,2,1,0,4,19,5,8,2,4
95FF13,2708,949,1643,17,99,472,159,298,0,15,2285,812,1371,18,84,1826,443,1307,14,62,438,359,60,4,15,8,7,0,0,1,0,0,0,0,0,13,3,4,0,6,19,7,9,1,2
95FF14,2432,351,1947,22,112,409,87,304,0,18,2070,275,1676,23,96,1903,196,1597,21,89,156,74,76,2,4,0,0,0,0,0,4,4,0,0,0,7,1,3,0,3,17,2,12,1,2
95FF15,2740,1056,1557,19,108,808,254,522,5,27,1957,816,1050,13,78,1509,439,993,11,66,367,306,49,2,10,62,62,0,0,0,10,6,4,0,0,9,3,4,0,2,10,1,5,1,3
95FF16,2374,544,1705,11,114,413,89,303,2,19,1994,464,1424,9,97,1759,302,1362,7,88,220,155,58,1,6,3,1,0,0,2,3,3,0,0,0,9,3,4,1,1,20,7,12,0,1
95FF17,1724,616,986,16,106,427,121,271,5,30,1309,503,720,11,75,1102,344,685,9,64,176,137,31,2,6,20,18,1,0,1,4,3,0,0,1,7,1,3,0,3,12,7,4,0,1
95GG01,4907,4639,176,13,79,838,792,30,0,16,4180,3961,146,10,63,1644,1472,130,8,34,2524,2483,15,2,24,4,4,0,0,0,0,0,0,0,0,8,2,1,0,5,19,10,4,4,1
95GG02,5987,5558,306,15,108,1532,1457,50,3,22,4551,4192,261,11,87,2561,2253,237,9,62,1964,1918,24,2,20,15,15,0,0,0,0,0,0,0,0,11,6,0,0,5,32,20,5,3,4
95GG03,5939,1024,4048,113,754,670,79,459,9,123,5278,909,3667,87,615,4543,523,3407,74,539,633,323,248,9,53,51,44,0,3,4,3,0,3,0,0,48,19,9,1,19,216,69,77,23,47
95GG04,4908,2522,2020,69,297,1086,529,491,3,63,3821,2025,1542,29,225,2623,959,1466,23,175,1077,989,61,4,23,71,57,0,2,12,4,3,1,0,0,46,17,14,0,15,91,16,19,37,19
95GG05,5928,3376,1607,169,776,774,336,300,18,120,5062,3098,1275,105,584,3116,1482,1139,80,415,1564,1325,112,14,113,235,218,4,2,11,10,6,0,2,2,137,67,20,7,43,327,108,70,49,100
95GG06,5626,438,4687,77,424,950,73,749,11,117,4700,376,3966,56,302,4362,196,3850,42,274,273,144,102,13,14,44,29,7,1,7,4,3,1,0,0,17,4,6,0,7,48,7,15,18,8
95GG07,5485,4981,334,35,135,1039,934,47,10,48,4442,4061,279,19,83,2122,1812,245,12,53,2273,2218,27,4,24,27,22,1,1,3,2,2,0,0,0,18,7,6,2,3,143,117,14,7,5
95GG08,4910,3127,1436,53,294,760,432,256,7,65,4234,2784,1182,38,230,2821,1495,1119,35,172,1284,1198,46,2,38,90,71,12,1,6,13,6,2,0,5,26,14,3,0,9,53,20,12,14,7
95GG09,6165,531,4971,61,602,810,70,641,4,95,5406,466,4397,50,493,4959,280,4192,39,448,368,135,198,10,25,50,42,0,0,8,0,0,0,0,0,29,9,7,1,12,82,16,34,12,20
