GeographyCode,KS604NI0001,KS604NI0002,KS604NI0003,KS604NI0004,KS604NI0005,KS604NI0006,KS604NI0007,KS604NI0008,KS604NI0009,KS604NI0010,KS604NI0011,KS604NI0012,KS604NI0013,KS604NI0014,KS604NI0015,KS604NI0016,KS604NI0017,KS604NI0018,KS604NI0019,KS604NI0020,KS604NI0021,KS604NI0022,KS604NI0023,KS604NI0024,KS604NI0025,KS604NI0026,KS604NI0027
95KK,15996,1337,3267,9480,1912,8660,376,893,5769,1622,7336,961,2374,3711,290,8.36,20.42,59.26,11.95,4.34,10.31,66.62,18.73,13.10,32.36,50.59,3.95
95LL,41320,3127,8242,26639,3312,21615,934,1829,16132,2720,19705,2193,6413,10507,592,7.57,19.95,64.47,8.02,4.32,8.46,74.63,12.58,11.13,32.55,53.32,3.00
95MM,40612,3646,9727,24465,2774,20649,1195,2944,14318,2192,19963,2451,6783,10147,582,8.98,23.95,60.24,6.83,5.79,14.26,69.34,10.62,12.28,33.98,50.83,2.92
95NN,30910,2632,6296,18669,3313,15918,809,1440,10983,2686,14992,1823,4856,7686,627,8.52,20.37,60.40,10.72,5.08,9.05,69.00,16.87,12.16,32.39,51.27,4.18
95OO,25646,1881,5119,15632,3014,13955,513,1405,9543,2494,11691,1368,3714,6089,520,7.33,19.96,60.95,11.75,3.68,10.07,68.38,17.87,11.70,31.77,52.08,4.45
95PP,27574,2057,5492,16461,3564,14749,694,1567,9547,2941,12825,1363,3925,6914,623,7.46,19.92,59.70,12.93,4.71,10.62,64.73,19.94,10.63,30.60,53.91,4.86
95QQ,14861,1090,2983,9296,1492,7695,272,636,5563,1224,7166,818,2347,3733,268,7.33,20.07,62.55,10.04,3.53,8.27,72.29,15.91,11.42,32.75,52.09,3.74
95RR,13217,1015,2671,8289,1242,7010,268,732,4938,1072,6207,747,1939,3351,170,7.68,20.21,62.71,9.40,3.82,10.44,70.44,15.29,12.03,31.24,53.99,2.74
95SS,54962,4341,11625,33368,5628,28211,1338,2512,19806,4555,26751,3003,9113,13562,1073,7.90,21.15,60.71,10.24,4.74,8.90,70.21,16.15,11.23,34.07,50.70,4.01
95TT,19983,1454,3612,12652,2265,11010,375,893,7791,1951,8973,1079,2719,4861,314,7.28,18.08,63.31,11.33,3.41,8.11,70.76,17.72,12.02,30.30,54.17,3.50
95UU,7021,564,1453,4088,916,3793,153,373,2498,769,3228,411,1080,1590,147,8.03,20.70,58.23,13.05,4.03,9.83,65.86,20.27,12.73,33.46,49.26,4.55
95VV,41463,3603,8618,24647,4595,22034,1094,2328,14742,3870,19429,2509,6290,9905,725,8.69,20.78,59.44,11.08,4.97,10.57,66.91,17.56,12.91,32.37,50.98,3.73
95WW,39969,3329,8303,25204,3133,20151,1047,1686,14883,2535,19818,2282,6617,10321,598,8.33,20.77,63.06,7.84,5.20,8.37,73.86,12.58,11.51,33.39,52.08,3.02
95XX,36916,3055,7712,22509,3640,18887,941,1748,13323,2875,18029,2114,5964,9186,765,8.28,20.89,60.97,9.86,4.98,9.26,70.54,15.22,11.73,33.08,50.95,4.24
95YY,21676,1673,4028,13231,2744,11603,486,1150,7624,2343,10073,1187,2878,5607,401,7.72,18.58,61.04,12.66,4.19,9.91,65.71,20.19,11.78,28.57,55.66,3.98
95ZZ,15000,1201,3169,8919,1711,8153,345,1003,5360,1445,6847,856,2166,3559,266,8.01,21.13,59.46,11.41,4.23,12.30,65.74,17.72,12.50,31.63,51.98,3.88
