GeographyCode,KS701NI0001,KS701NI0002,KS701NI0003,KS701NI0004,KS701NI0005,KS701NI0006,KS701NI0007,KS701NI0008,KS701NI0009,KS701NI0010,KS701NI0011,KS701NI0012,KS701NI0013,KS701NI0014,KS701NI0015,KS701NI0016,KS701NI0017,KS701NI0018,KS701NI0019,KS701NI0020,KS701NI0021,KS701NI0022,KS701NI0023,KS701NI0024,KS701NI0025,KS701NI0026,KS701NI0027,KS701NI0028,KS701NI0029
UKN02,170458,14073,4920,9695,980,101687,7834,16268,2106,1554,10148,1193,158149,11560,11373,3041,8.26,2.89,5.69,0.57,59.66,4.60,9.54,1.24,0.91,5.95,0.70,7.31,26.74
UKN03,188656,19587,2225,5478,816,114881,10083,19064,1818,1202,11885,1617,176942,6175,11190,1516,10.38,1.18,2.90,0.43,60.89,5.34,10.11,0.96,0.64,6.30,0.86,3.49,13.55
UKN04,105798,12223,739,2924,263,61271,5546,11292,1862,528,8282,868,96881,2616,8736,1032,11.55,0.70,2.76,0.25,57.91,5.24,10.67,1.76,0.50,7.83,0.82,2.70,11.81
UKN05,167012,22427,697,2775,277,101947,8071,17550,1154,686,9626,1802,158303,2863,8575,606,13.43,0.42,1.66,0.17,61.04,4.83,10.51,0.69,0.41,5.76,1.08,1.81,7.07
95AA,24015,2526,195,732,110,14123,1348,2408,502,253,1605,213,22185,733,1603,191,10.52,0.81,3.05,0.46,58.81,5.61,10.03,2.09,1.05,6.68,0.89,3.30,11.92
95BB,33684,3303,156,1429,225,21324,1517,3275,176,132,1868,279,32013,1258,1658,327,9.81,0.46,4.24,0.67,63.31,4.50,9.72,0.52,0.39,5.55,0.83,3.93,19.72
95CC,24916,3188,230,375,57,15773,1009,2511,153,68,1271,281,23842,521,1054,83,12.79,0.92,1.51,0.23,63.30,4.05,10.08,0.61,0.27,5.10,1.13,2.19,7.87
95DD,28243,3094,340,359,82,17369,1683,2804,272,155,1843,242,26570,589,1658,110,10.95,1.20,1.27,0.29,61.50,5.96,9.93,0.96,0.55,6.53,0.86,2.22,6.63
95EE,12701,1561,152,196,39,8045,620,1328,42,27,568,123,12200,288,500,60,12.29,1.20,1.54,0.31,63.34,4.88,10.46,0.33,0.21,4.47,0.97,2.36,12.00
95FF,21304,2408,100,606,41,13612,835,2207,98,52,1119,226,20554,597,746,109,11.30,0.47,2.84,0.19,63.89,3.92,10.36,0.46,0.24,5.25,1.06,2.90,14.61
95GG,106735,7916,1062,14394,577,46418,4796,8416,3055,2282,17249,570,84290,9287,22318,6156,7.42,0.99,13.49,0.54,43.49,4.49,7.88,2.86,2.14,16.16,0.53,11.02,27.58
95HH,16972,1186,1200,390,193,10023,883,1691,204,113,950,139,15700,1274,1270,316,6.99,7.07,2.30,1.14,59.06,5.20,9.96,1.20,0.67,5.60,0.82,8.11,24.88
95II,30133,2271,69,2914,200,18185,1237,2831,242,395,1625,164,28340,2420,1766,557,7.54,0.23,9.67,0.66,60.35,4.11,9.40,0.80,1.31,5.39,0.54,8.54,31.54
95JJ,22977,2705,342,446,88,13455,1048,2365,214,185,1939,190,21087,560,1832,227,11.77,1.49,1.94,0.38,58.56,4.56,10.29,0.93,0.81,8.44,0.83,2.66,12.39
95KK,14862,2107,24,135,16,9101,695,1613,35,63,907,166,14128,128,732,31,14.18,0.16,0.91,0.11,61.24,4.68,10.85,0.24,0.42,6.10,1.12,0.91,4.23
95LL,38577,3445,1120,988,217,22719,2567,3959,560,420,2336,246,35422,1629,3146,479,8.93,2.90,2.56,0.56,58.89,6.65,10.26,1.45,1.09,6.06,0.64,4.60,15.23
95MM,37235,3451,144,1682,90,20255,2270,3944,1325,186,3693,195,32718,1199,4466,624,9.27,0.39,4.52,0.24,54.40,6.10,10.59,3.56,0.50,9.92,0.52,3.66,13.97
95NN,28813,3422,71,958,75,17448,1387,2974,111,127,1979,261,27251,864,1335,156,11.88,0.25,3.32,0.26,60.56,4.81,10.32,0.39,0.44,6.87,0.91,3.17,11.69
95OO,23930,3565,59,460,32,14314,1336,2307,260,81,1238,278,22461,382,1468,137,14.90,0.25,1.92,0.13,59.82,5.58,9.64,1.09,0.34,5.17,1.16,1.70,9.33
95PP,25899,3792,53,322,45,15965,1078,2570,228,128,1467,251,24592,311,1244,64,14.64,0.20,1.24,0.17,61.64,4.16,9.92,0.88,0.49,5.66,0.97,1.26,5.14
95QQ,14020,1389,243,406,66,8286,746,1437,99,63,1135,150,12947,505,1044,144,9.91,1.73,2.90,0.47,59.10,5.32,10.25,0.71,0.45,8.10,1.07,3.90,13.79
95RR,12377,1452,51,261,17,7496,660,1556,92,46,617,129,11683,258,647,45,11.73,0.41,2.11,0.14,60.56,5.33,12.57,0.74,0.37,4.99,1.04,2.21,6.96
95SS,51494,4802,1402,2567,196,30359,2280,4929,869,455,3241,394,47555,3106,3504,859,9.33,2.72,4.99,0.38,58.96,4.43,9.57,1.69,0.88,6.29,0.77,6.53,24.51
95TT,18682,2311,37,355,19,11639,998,2038,43,24,978,240,17964,347,715,45,12.37,0.20,1.90,0.10,62.30,5.34,10.91,0.23,0.13,5.23,1.28,1.93,6.29
95UU,6583,1049,27,107,16,3790,285,700,30,20,483,76,6184,107,386,25,15.93,0.41,1.63,0.24,57.57,4.33,10.63,0.46,0.30,7.34,1.15,1.73,6.48
95VV,38462,4503,260,837,79,22759,2096,4350,338,223,2608,409,36040,898,2392,197,11.71,0.68,2.18,0.21,59.17,5.45,11.31,0.88,0.58,6.78,1.06,2.49,8.24
95WW,36973,2684,455,3078,192,22410,1932,3459,377,275,1920,191,34363,2696,2571,835,7.26,1.23,8.32,0.52,60.61,5.23,9.36,1.02,0.74,5.19,0.52,7.85,32.48
95XX,34886,3130,1794,746,199,20710,1502,3358,414,316,2412,305,32191,2064,2262,474,8.97,5.14,2.14,0.57,59.36,4.31,9.63,1.19,0.91,6.91,0.87,6.41,20.95
95YY,20261,2961,34,291,29,12396,859,2161,97,99,1157,177,19276,276,970,49,14.61,0.17,1.44,0.14,61.18,4.24,10.67,0.48,0.49,5.71,0.87,1.43,5.05
95ZZ,13925,2005,23,232,13,8230,663,1399,159,64,982,155,13009,204,905,51,14.40,0.17,1.67,0.09,59.10,4.76,10.05,1.14,0.46,7.05,1.11,1.57,5.64
