GeographyCode,KS611NI0001,KS611NI0002,KS611NI0003,KS611NI0004,KS611NI0005,KS611NI0006,KS611NI0007,KS611NI0008,KS611NI0009,KS611NI0010,KS611NI0011,KS611NI0012,KS611NI0013,KS611NI0014,KS611NI0015,KS611NI0016,KS611NI0017,KS611NI0018,KS611NI0019,KS611NI0020,KS611NI0021,KS611NI0022,KS611NI0023
UKN05,294211,3431,13653,49026,30290,38260,20183,44102,44386,16677,6873,27330,1.17,4.64,16.66,10.30,13.00,6.86,14.99,15.09,5.67,2.34,9.29
95AA,38597,633,2102,7973,5234,3711,2902,5725,5314,1312,630,3061,1.64,5.45,20.66,13.56,9.61,7.52,14.83,13.77,3.40,1.63,7.93
95BB,57290,892,3221,11546,8985,6382,4143,8872,6536,1554,995,4164,1.56,5.62,20.15,15.68,11.14,7.23,15.49,11.41,2.71,1.74,7.27
95CC,42544,565,2012,7694,5105,5369,2944,6104,6015,1969,955,3812,1.33,4.73,18.08,12.00,12.62,6.92,14.35,14.14,4.63,2.24,8.96
95DD,46337,731,2517,8640,5418,4860,3709,8458,6181,1539,800,3484,1.58,5.43,18.65,11.69,10.49,8.00,18.25,13.34,3.32,1.73,7.52
95EE,22558,282,879,3513,2514,3032,1632,3868,3339,1022,533,1944,1.25,3.90,15.57,11.14,13.44,7.23,17.15,14.80,4.53,2.36,8.62
95FF,34555,546,2048,6877,4606,4184,2418,5100,4426,1029,620,2701,1.58,5.93,19.90,13.33,12.11,7.00,14.76,12.81,2.98,1.79,7.82
95GG,208609,2421,16687,35922,25684,9559,12574,31215,28189,14521,5127,26710,1.16,8.00,17.22,12.31,4.58,6.03,14.96,13.51,6.96,2.46,12.80
95HH,28657,489,1746,5873,4542,1897,2322,4549,3399,825,606,2409,1.71,6.09,20.49,15.85,6.62,8.10,15.87,11.86,2.88,2.11,8.41
95II,48551,952,4726,11327,7837,3163,3140,6852,4479,1206,687,4182,1.96,9.73,23.33,16.14,6.51,6.47,14.11,9.23,2.48,1.42,8.61
95JJ,43277,505,2594,7873,5022,4443,2922,6654,5254,1902,965,5143,1.17,5.99,18.19,11.60,10.27,6.75,15.38,12.14,4.39,2.23,11.88
95KK,26645,318,988,4107,2435,3587,1904,4143,4396,1568,576,2623,1.19,3.71,15.41,9.14,13.46,7.15,15.55,16.50,5.88,2.16,9.84
95LL,67061,1013,3314,11530,8187,5456,5287,11917,10206,2741,1568,5842,1.51,4.94,17.19,12.21,8.14,7.88,17.77,15.22,4.09,2.34,8.71
95MM,78409,948,3633,13120,8717,5475,5177,12300,10978,6200,2853,9008,1.21,4.63,16.73,11.12,6.98,6.60,15.69,14.00,7.91,3.64,11.49
95NN,50138,720,2845,10267,6328,6521,3205,6787,5674,2137,1080,4574,1.44,5.67,20.48,12.62,13.01,6.39,13.54,11.32,4.26,2.15,9.12
95OO,41315,520,1948,6601,3889,5104,2847,6686,6613,2430,840,3837,1.26,4.71,15.98,9.41,12.35,6.89,16.18,16.01,5.88,2.03,9.29
95PP,44465,481,1979,7152,4840,5984,3220,7529,6190,2363,991,3736,1.08,4.45,16.08,10.88,13.46,7.24,16.93,13.92,5.31,2.23,8.40
95QQ,23565,343,1190,4247,3284,2305,2248,3896,3175,769,401,1707,1.46,5.05,18.02,13.94,9.78,9.54,16.53,13.47,3.26,1.70,7.24
95RR,24610,231,917,3666,2854,2955,1686,3597,3870,1709,787,2338,0.94,3.73,14.90,11.60,12.01,6.85,14.62,15.73,6.94,3.20,9.50
95SS,86371,1606,6405,17978,12527,7167,5695,12746,9476,3335,1532,7904,1.86,7.42,20.81,14.50,8.30,6.59,14.76,10.97,3.86,1.77,9.15
95TT,31959,391,1573,5461,3183,4396,2233,4273,5220,1413,609,3207,1.22,4.92,17.09,9.96,13.76,6.99,13.37,16.33,4.42,1.91,10.03
95UU,12375,112,575,2172,1198,1949,804,1838,1678,675,352,1022,0.91,4.65,17.55,9.68,15.75,6.50,14.85,13.56,5.45,2.84,8.26
95VV,70560,789,3369,11530,7132,8804,4752,10261,10832,4408,2056,6627,1.12,4.77,16.34,10.11,12.48,6.73,14.54,15.35,6.25,2.91,9.39
95WW,61791,1071,4107,12385,9763,4092,4555,9545,7138,1781,957,6397,1.73,6.65,20.04,15.80,6.62,7.37,15.45,11.55,2.88,1.55,10.35
95XX,57848,1303,4936,14560,9710,4487,3639,8122,4411,1367,950,4363,2.25,8.53,25.17,16.79,7.76,6.29,14.04,7.63,2.36,1.64,7.54
95YY,36723,367,1784,6481,3706,5016,2283,5106,5120,2526,846,3488,1.00,4.86,17.65,10.09,13.66,6.22,13.90,13.94,6.88,2.30,9.50
95ZZ,28610,223,923,4004,2713,3439,1849,4489,5078,2300,1008,2584,0.78,3.23,14.00,9.48,12.02,6.46,15.69,17.75,8.04,3.52,9.03
