GeographyCode,KS702NI0001,KS702NI0002,KS702NI0003,KS702NI0004,KS702NI0005,KS702NI0006,KS702NI0007,KS702NI0008,KS702NI0009,KS702NI0010,KS702NI0011,KS702NI0012,KS702NI0013,KS702NI0014,KS702NI0015,KS702NI0016,KS702NI0017,KS702NI0018,KS702NI0019,KS702NI0020,KS702NI0021,KS702NI0022,KS702NI0023,KS702NI0024,KS702NI0025,KS702NI0026,KS702NI0027,KS702NI0028,KS702NI0029
95EE,19267,2339,262,2332,40,8404,2975,1430,94,37,1203,151,18310,2399,956,195,12.14,1.36,12.10,0.21,43.62,15.44,7.42,0.49,0.19,6.24,0.78,13.10,20.40
95FF,31365,3487,148,3424,47,14093,4682,2354,243,61,2578,248,30026,3342,1330,229,11.12,0.47,10.92,0.15,44.93,14.93,7.51,0.77,0.19,8.22,0.79,11.13,17.22
95GG,168500,17484,1567,26773,673,49242,17497,9350,4607,2721,37851,735,124970,17399,41481,10757,10.38,0.93,15.89,0.40,29.22,10.38,5.55,2.73,1.61,22.46,0.44,13.92,25.93
95HH,24891,1857,2006,1278,210,10457,3892,1810,297,130,2790,164,22709,2731,2176,552,7.46,8.06,5.13,0.84,42.01,15.64,7.27,1.19,0.52,11.21,0.66,12.03,25.37
95II,43257,3423,116,6406,218,18957,6451,3056,338,463,3637,192,40358,5619,2869,897,7.91,0.27,14.81,0.50,43.82,14.91,7.06,0.78,1.07,8.41,0.44,13.92,31.27
95JJ,36276,4674,588,4006,98,14407,5221,2673,385,258,3743,223,31928,3726,3557,762,12.88,1.62,11.04,0.27,39.71,14.39,7.37,1.06,0.71,10.32,0.61,11.67,21.42
95KK,23118,3245,46,3261,19,9587,3141,1780,141,79,1628,191,21820,3131,1244,174,14.04,0.20,14.11,0.08,41.47,13.59,7.70,0.61,0.34,7.04,0.83,14.35,13.99
95LL,57913,5894,1676,4952,234,23616,9396,4267,831,501,6231,315,52417,5628,5475,995,10.18,2.89,8.55,0.40,40.78,16.22,7.37,1.43,0.87,10.76,0.54,10.74,18.17
95MM,63286,7457,293,8836,103,21259,9693,4315,1911,258,8905,256,52468,6896,10240,2141,11.78,0.46,13.96,0.16,33.59,15.32,6.82,3.02,0.41,14.07,0.40,13.14,20.91
95NN,43792,5188,107,5938,87,18190,6481,3237,255,158,3840,311,41038,5554,2511,480,11.85,0.24,13.56,0.20,41.54,14.80,7.39,0.58,0.36,8.77,0.71,13.53,19.12
95OO,36820,5383,87,4874,38,14992,5670,2549,471,93,2341,322,34339,4522,2430,439,14.62,0.24,13.24,0.10,40.72,15.40,6.92,1.28,0.25,6.36,0.87,13.17,18.07
95PP,38782,5454,67,5547,59,16509,5068,2756,395,146,2491,290,36571,5284,2115,322,14.06,0.17,14.30,0.15,42.57,13.07,7.11,1.02,0.38,6.42,0.75,14.45,15.22
95QQ,20134,2002,549,1937,77,8582,3049,1519,156,77,2021,165,18442,2146,1659,339,9.94,2.73,9.62,0.38,42.62,15.14,7.54,0.77,0.38,10.04,0.82,11.64,20.43
95RR,19744,2419,71,2258,19,7900,3291,1712,205,80,1637,152,18217,2109,1471,210,12.25,0.36,11.44,0.10,40.01,16.67,8.67,1.04,0.41,8.29,0.77,11.58,14.28
95SS,77495,7801,2019,8899,206,31551,11197,5338,1188,518,8313,465,69756,9009,7253,1902,10.07,2.61,11.48,0.27,40.71,14.45,6.89,1.53,0.67,10.73,0.60,12.92,26.22
95TT,29109,3628,48,3309,21,12222,4779,2279,129,42,2389,263,27795,3190,1307,166,12.46,0.16,11.37,0.07,41.99,16.42,7.83,0.44,0.14,8.21,0.90,11.48,12.70
95UU,10046,1545,45,1187,16,3932,1311,754,64,28,1080,84,9320,1124,706,105,15.38,0.45,11.82,0.16,39.14,13.05,7.51,0.64,0.28,10.75,0.84,12.06,14.87
95VV,61306,7615,339,7671,84,23720,10312,4755,659,267,5406,478,56895,7318,4372,687,12.42,0.55,12.51,0.14,38.69,16.82,7.76,1.07,0.44,8.82,0.78,12.86,15.71
95WW,55101,5116,848,7040,230,23382,8116,3807,524,325,5466,247,49245,6377,4507,1344,9.28,1.54,12.78,0.42,42.43,14.73,6.91,0.95,0.59,9.92,0.45,12.95,29.82
95XX,49199,4433,2422,3059,230,21422,7709,3647,515,375,5047,340,45175,4616,3524,854,9.01,4.92,6.22,0.47,43.54,15.67,7.41,1.05,0.76,10.26,0.69,10.22,24.23
95YY,31920,4561,49,4128,33,12890,5043,2398,242,117,2244,215,30116,3929,1778,242,14.29,0.15,12.93,0.10,40.38,15.80,7.51,0.76,0.37,7.03,0.67,13.05,13.61
95ZZ,22767,3250,39,3427,13,8603,3181,1538,329,85,2126,176,20786,3132,1967,334,14.28,0.17,15.05,0.06,37.79,13.97,6.76,1.45,0.37,9.34,0.77,15.07,16.98
