GeographyCode,KS610NI0001,KS610NI0002,KS610NI0003,KS610NI0004,KS610NI0005,KS610NI0006,KS610NI0007,KS610NI0008,KS610NI0009,KS610NI0010,KS610NI0011,KS610NI0012,KS610NI0013,KS610NI0014,KS610NI0015,KS610NI0016,KS610NI0017,KS610NI0018,KS610NI0019
95LL,19705,1186,3725,1340,3870,585,3190,2641,1142,2026,6.02,18.90,6.80,19.64,2.97,16.19,13.40,5.80,10.28
95MM,19963,1148,4112,1370,3599,600,3104,3571,348,2111,5.75,20.60,6.86,18.03,3.01,15.55,17.89,1.74,10.57
95NN,14992,1012,3181,1046,3183,519,2939,1567,213,1332,6.75,21.22,6.98,21.23,3.46,19.60,10.45,1.42,8.88
95OO,11691,653,2546,728,1990,475,1995,1230,705,1369,5.59,21.78,6.23,17.02,4.06,17.06,10.52,6.03,11.71
95PP,12825,796,2538,751,2233,577,2463,1842,352,1273,6.21,19.79,5.86,17.41,4.50,19.20,14.36,2.74,9.93
95QQ,7166,491,1165,515,1654,245,1297,872,181,746,6.85,16.26,7.19,23.08,3.42,18.10,12.17,2.53,10.41
95RR,6207,336,1178,411,1410,200,1102,735,94,741,5.41,18.98,6.62,22.72,3.22,17.75,11.84,1.51,11.94
95SS,26751,1803,5577,2206,6091,594,4223,3661,320,2276,6.74,20.85,8.25,22.77,2.22,15.79,13.69,1.20,8.51
95TT,8973,467,2164,593,1742,347,1556,1009,223,872,5.20,24.12,6.61,19.41,3.87,17.34,11.24,2.49,9.72
95UU,3228,225,696,221,552,143,689,304,53,345,6.97,21.56,6.85,17.10,4.43,21.34,9.42,1.64,10.69
95VV,19429,1180,4200,1244,3546,732,3245,2727,545,2010,6.07,21.62,6.40,18.25,3.77,16.70,14.04,2.81,10.35
95WW,19818,1324,3535,1646,4928,407,2933,3011,253,1781,6.68,17.84,8.31,24.87,2.05,14.80,15.19,1.28,8.99
95XX,18029,1351,3761,1689,4148,340,2904,2375,170,1291,7.49,20.86,9.37,23.01,1.89,16.11,13.17,0.94,7.16
95YY,10073,620,2415,637,1937,419,1820,1104,115,1006,6.16,23.97,6.32,19.23,4.16,18.07,10.96,1.14,9.99
95ZZ,6847,387,1218,439,1391,255,1252,1032,169,704,5.65,17.79,6.41,20.32,3.72,18.29,15.07,2.47,10.28
