GeographyCode,KS207NI0001,KS207NI0002,KS207NI0003,KS207NI0004,KS207NI0005,KS207NI0006,KS207NI0007,KS207NI0008,KS207NI0009,KS207NI0010,KS207NI0011,KS207NI0012,KS207NI0013,KS207NI0014,KS207NI0015,KS207NI0016,KS207NI0017,KS207NI0018,KS207NI0019,KS207NI0020,KS207NI0021,KS207NI0022,KS207NI0023,KS207NI0024,KS207NI0025,KS207NI0026,KS207NI0027
WELB,282102,276095,2100,527,697,59,152,164,176,153,163,158,305,1353,97.87,0.74,0.19,0.25,0.02,0.05,0.06,0.06,0.05,0.06,0.06,0.11,0.48
UKN01,269804,256904,3665,228,1650,159,526,939,746,84,145,271,215,4272,95.22,1.36,0.08,0.61,0.06,0.19,0.35,0.28,0.03,0.05,0.10,0.08,1.58
UKN02,374966,367324,2081,368,539,109,173,532,505,99,161,381,89,2605,97.96,0.55,0.10,0.14,0.03,0.05,0.14,0.13,0.03,0.04,0.10,0.02,0.69
UKN03,420580,408237,4440,1660,399,940,757,280,348,331,202,249,174,2563,97.07,1.06,0.39,0.09,0.22,0.18,0.07,0.08,0.08,0.05,0.06,0.04,0.61
UKN04,277050,272011,1984,132,627,48,53,233,141,62,113,135,79,1432,98.18,0.72,0.05,0.23,0.02,0.02,0.08,0.05,0.02,0.04,0.05,0.03,0.52
UKN05,393311,376695,5561,3862,949,1037,748,230,155,697,570,138,451,2218,95.78,1.41,0.98,0.24,0.26,0.19,0.06,0.04,0.18,0.14,0.04,0.11,0.56
95AA,51042,49238,582,279,83,49,189,30,59,14,18,87,79,335,96.47,1.14,0.55,0.16,0.10,0.37,0.06,0.12,0.03,0.04,0.17,0.15,0.66
95BB,75313,74323,173,147,3,16,33,50,63,46,51,16,16,376,98.69,0.23,0.20,0.00,0.02,0.04,0.07,0.08,0.06,0.07,0.02,0.02,0.50
95CC,56792,54716,536,675,113,28,39,33,13,172,76,29,44,318,96.34,0.94,1.19,0.20,0.05,0.07,0.06,0.02,0.30,0.13,0.05,0.08,0.56
95DD,61601,59509,918,48,18,18,331,45,48,31,17,15,5,598,96.60,1.49,0.08,0.03,0.03,0.54,0.07,0.08,0.05,0.03,0.02,0.01,0.97
95EE,29937,29495,241,6,15,11,7,7,2,17,28,4,4,100,98.52,0.81,0.02,0.05,0.04,0.02,0.02,0.01,0.06,0.09,0.01,0.01,0.33
95FF,46112,45397,317,88,27,7,10,18,19,15,6,9,6,193,98.45,0.69,0.19,0.06,0.02,0.02,0.04,0.04,0.03,0.01,0.02,0.01,0.42
95GG,269804,256904,3665,228,1650,159,526,939,746,84,145,271,215,4272,95.22,1.36,0.08,0.61,0.06,0.19,0.35,0.28,0.03,0.05,0.10,0.08,1.58
95HH,37739,37226,153,20,6,14,21,36,9,4,10,26,4,210,98.64,0.41,0.05,0.02,0.04,0.06,0.10,0.02,0.01,0.03,0.07,0.01,0.56
95II,64756,63223,369,39,49,13,35,134,219,4,31,69,11,560,97.63,0.57,0.06,0.08,0.02,0.05,0.21,0.34,0.01,0.05,0.11,0.02,0.86
95JJ,56990,55434,838,19,67,9,28,96,34,12,20,12,5,416,97.27,1.47,0.03,0.12,0.02,0.05,0.17,0.06,0.02,0.04,0.02,0.01,0.73
95KK,35320,34089,238,129,43,241,262,29,3,47,59,8,33,139,96.51,0.67,0.37,0.12,0.68,0.74,0.08,0.01,0.13,0.17,0.02,0.09,0.39
95LL,88565,83203,2091,968,115,799,144,79,135,149,88,49,46,699,93.95,2.36,1.09,0.13,0.90,0.16,0.09,0.15,0.17,0.10,0.06,0.05,0.79
95MM,103341,101409,520,63,342,20,14,87,63,9,29,93,12,680,98.13,0.50,0.06,0.33,0.02,0.01,0.08,0.06,0.01,0.03,0.09,0.01,0.66
95NN,66882,65748,325,120,142,13,37,38,22,65,17,62,19,274,98.30,0.49,0.18,0.21,0.02,0.06,0.06,0.03,0.10,0.03,0.09,0.03,0.41
95OO,55075,49935,1331,1705,187,649,130,26,20,157,196,24,75,640,90.67,2.42,3.10,0.34,1.18,0.24,0.05,0.04,0.29,0.36,0.04,0.14,1.16
95PP,59282,57652,601,322,92,15,25,28,33,87,47,41,33,306,97.25,1.01,0.54,0.16,0.03,0.04,0.05,0.06,0.15,0.08,0.07,0.06,0.52
95QQ,31065,30819,34,10,11,38,13,20,2,11,5,11,3,88,99.21,0.11,0.03,0.04,0.12,0.04,0.06,0.01,0.04,0.02,0.04,0.01,0.28
95RR,32150,31787,146,24,25,4,2,14,31,12,15,4,1,85,98.87,0.45,0.07,0.08,0.01,0.01,0.04,0.10,0.04,0.05,0.01,0.00,0.26
95SS,114825,112324,678,247,363,42,38,83,119,44,60,128,40,659,97.82,0.59,0.22,0.32,0.04,0.03,0.07,0.10,0.04,0.05,0.11,0.03,0.57
95TT,42883,41691,439,205,174,13,85,9,15,57,42,1,9,143,97.22,1.02,0.48,0.41,0.03,0.20,0.02,0.03,0.13,0.10,0.00,0.02,0.33
95UU,16423,16205,47,12,60,2,1,16,0,1,7,12,0,60,98.67,0.29,0.07,0.37,0.01,0.01,0.10,0,0.01,0.04,0.07,0,0.37
95VV,94839,91046,1775,716,220,73,97,83,33,143,92,25,55,481,96.00,1.87,0.75,0.23,0.08,0.10,0.09,0.03,0.15,0.10,0.03,0.06,0.51
95WW,81578,79775,583,30,93,15,40,198,76,15,40,75,8,630,97.79,0.71,0.04,0.11,0.02,0.05,0.24,0.09,0.02,0.05,0.09,0.01,0.77
95XX,76068,74776,298,32,28,25,39,81,82,32,20,83,26,546,98.30,0.39,0.04,0.04,0.03,0.05,0.11,0.11,0.04,0.03,0.11,0.03,0.72
95YY,49120,47566,641,110,120,18,110,22,38,34,58,10,202,191,96.84,1.30,0.22,0.24,0.04,0.22,0.04,0.08,0.07,0.12,0.02,0.41,0.39
95ZZ,38209,37681,192,8,118,2,1,13,11,11,14,10,57,91,98.62,0.50,0.02,0.31,0.01,0.00,0.03,0.03,0.03,0.04,0.03,0.15,0.24
