GeographyCode,KS302NI0001,KS302NI0002,KS302NI0003,KS302NI0004,KS302NI0005,KS302NI0006,KS302NI0007,KS302NI0008,KS302NI0009,KS302NI0010,KS302NI0011,KS302NI0012,KS302NI0013,KS302NI0014,KS302NI0015,KS302NI0016,KS302NI0017,KS302NI0018,KS302NI0019,KS302NI0020,KS302NI0021,KS302NI0022,KS302NI0023,KS302NI0024,KS302NI0025
95JJ,59067,3246,936,850,6103,1157,2906,5623,4743,981,3935,2962,40576,5.50,1.58,1.44,10.33,1.96,4.92,9.52,8.03,1.66,6.66,5.01,68.69
95KK,37013,1627,540,586,4267,750,2361,3828,3114,706,2168,1798,25757,4.40,1.46,1.58,11.53,2.03,6.38,10.34,8.41,1.91,5.86,4.86,69.59
95LL,93023,4453,1461,1459,10857,1837,5469,9758,8013,1746,5809,4747,64210,4.79,1.57,1.57,11.67,1.97,5.88,10.49,8.61,1.88,6.24,5.10,69.03
95MM,107877,4906,1866,1856,13447,2723,8273,11497,10728,2369,6974,6100,72448,4.55,1.73,1.72,12.47,2.52,7.67,10.66,9.94,2.20,6.46,5.65,67.16
95NN,69731,3531,1173,1295,7809,1991,3828,6651,6037,1306,4557,3717,47512,5.06,1.68,1.86,11.20,2.86,5.49,9.54,8.66,1.87,6.54,5.33,68.14
95OO,57852,2442,927,952,5991,1098,3126,5213,4278,991,3274,2728,41788,4.22,1.60,1.65,10.36,1.90,5.40,9.01,7.39,1.71,5.66,4.72,72.23
95PP,61805,3212,1111,1112,6488,1515,3071,5732,4763,1109,3821,2994,43174,5.20,1.80,1.80,10.50,2.45,4.97,9.27,7.71,1.79,6.18,4.84,69.86
95QQ,32180,1887,588,465,3611,656,1575,3387,2951,550,2394,1772,21548,5.86,1.83,1.44,11.22,2.04,4.89,10.53,9.17,1.71,7.44,5.51,66.96
95RR,33536,1599,492,581,3729,726,1983,3378,2756,642,2227,1738,23124,4.77,1.47,1.73,11.12,2.16,5.91,10.07,8.22,1.91,6.64,5.18,68.95
95SS,120165,5844,1737,1897,12562,2745,6304,11462,10182,2153,7534,6316,83597,4.86,1.45,1.58,10.45,2.28,5.25,9.54,8.47,1.79,6.27,5.26,69.57
95TT,45038,1898,630,650,4250,886,2062,3791,3462,679,2455,2172,32425,4.21,1.40,1.44,9.44,1.97,4.58,8.42,7.69,1.51,5.45,4.82,71.99
95UU,17050,936,309,300,1979,351,844,1775,1424,302,1178,858,11649,5.49,1.81,1.76,11.61,2.06,4.95,10.41,8.35,1.77,6.91,5.03,68.32
95VV,99480,4139,1658,1669,10521,2169,5278,8944,7746,1724,5474,4925,70967,4.16,1.67,1.68,10.58,2.18,5.31,8.99,7.79,1.73,5.50,4.95,71.34
95WW,85139,4683,1441,1300,9483,1653,4417,8436,7717,1490,6015,4545,58287,5.50,1.69,1.53,11.14,1.94,5.19,9.91,9.06,1.75,7.06,5.34,68.46
95XX,78937,5034,1387,1217,8634,1521,3656,7596,6271,1566,5443,4077,54020,6.38,1.76,1.54,10.94,1.93,4.63,9.62,7.94,1.98,6.90,5.16,68.43
95YY,51356,2439,830,871,5913,1209,3323,5007,3917,1063,3135,2608,35591,4.75,1.62,1.70,11.51,2.35,6.47,9.75,7.63,2.07,6.10,5.08,69.30
95ZZ,39843,1980,770,764,5299,952,2853,4545,3690,820,2616,2133,26371,4.97,1.93,1.92,13.30,2.39,7.16,11.41,9.26,2.06,6.57,5.35,66.19
