GeographyCode,KS607NI0001,KS607NI0002,KS607NI0003,KS607NI0004,KS607NI0005,KS607NI0006,KS607NI0007,KS607NI0008,KS607NI0009,KS607NI0010,KS607NI0011,KS607NI0012,KS607NI0013,KS607NI0014,KS607NI0015,KS607NI0016,KS607NI0017,KS607NI0018,KS607NI0019,KS607NI0020,KS607NI0021,KS607NI0022,KS607NI0023,KS607NI0024,KS607NI0025,KS607NI0026,KS607NI0027,KS607NI0028,KS607NI0029,KS607NI0030,KS607NI0031,KS607NI0032,KS607NI0033,KS607NI0034,KS607NI0035,KS607NI0036,KS607NI0037
WELB,55915,526,55,2372,81,126,1107,10361,641,3852,913,2173,576,2098,1895,3687,8803,13712,2937,0.94,0.10,4.24,0.14,0.23,1.98,18.53,1.15,6.89,1.63,3.89,1.03,3.75,3.39,6.59,15.74,24.52,5.25
UKN01,59657,26,10,1451,131,166,575,10518,905,4461,1517,2706,740,3482,2537,5148,7835,13853,3596,0.04,0.02,2.43,0.22,0.28,0.96,17.63,1.52,7.48,2.54,4.54,1.24,5.84,4.25,8.63,13.13,23.22,6.03
UKN02,89574,225,27,3104,229,189,1272,16248,1655,4733,1771,4438,1075,4469,3165,8737,11906,21204,5127,0.25,0.03,3.47,0.26,0.21,1.42,18.14,1.85,5.28,1.98,4.95,1.20,4.99,3.53,9.75,13.29,23.67,5.72
UKN03,96467,872,54,5420,195,321,1872,17315,1765,5893,1262,3291,908,4111,3262,8278,12524,23970,5154,0.90,0.06,5.62,0.20,0.33,1.94,17.95,1.83,6.11,1.31,3.41,0.94,4.26,3.38,8.58,12.98,24.85,5.34
UKN04,54650,450,27,2161,63,133,1020,10477,634,4111,751,1833,653,2048,1965,3810,8651,12951,2912,0.82,0.05,3.95,0.12,0.24,1.87,19.17,1.16,7.52,1.37,3.35,1.19,3.75,3.60,6.97,15.83,23.70,5.33
UKN05,82785,1143,105,5738,116,235,2126,14935,1203,5163,926,2631,654,3632,2160,4836,13219,19752,4211,1.38,0.13,6.93,0.14,0.28,2.57,18.04,1.45,6.24,1.12,3.18,0.79,4.39,2.61,5.84,15.97,23.86,5.09
95AA,12273,96,1,633,21,55,232,2139,378,770,182,382,98,457,407,976,1466,3446,534,0.78,0.01,5.16,0.17,0.45,1.89,17.43,3.08,6.27,1.48,3.11,0.80,3.72,3.32,7.95,11.94,28.08,4.35
95BB,17523,145,7,557,27,33,307,3036,267,1012,276,846,195,783,713,1998,1984,4260,1077,0.83,0.04,3.18,0.15,0.19,1.75,17.33,1.52,5.78,1.58,4.83,1.11,4.47,4.07,11.40,11.32,24.31,6.15
95CC,12458,259,8,731,19,41,238,2116,194,698,107,334,100,529,348,868,1887,3333,648,2.08,0.06,5.87,0.15,0.33,1.91,16.99,1.56,5.60,0.86,2.68,0.80,4.25,2.79,6.97,15.15,26.75,5.20
95DD,14132,191,5,952,37,103,301,2795,250,821,112,379,137,517,452,1082,1911,3384,703,1.35,0.04,6.74,0.26,0.73,2.13,19.78,1.77,5.81,0.79,2.68,0.97,3.66,3.20,7.66,13.52,23.95,4.97
95EE,6255,78,3,325,10,16,158,1176,91,386,36,190,89,255,170,447,863,1615,347,1.25,0.05,5.20,0.16,0.26,2.53,18.80,1.45,6.17,0.58,3.04,1.42,4.08,2.72,7.15,13.80,25.82,5.55
95FF,10676,118,12,558,17,22,280,2029,148,569,114,345,91,528,352,911,1530,2515,537,1.11,0.11,5.23,0.16,0.21,2.62,19.01,1.39,5.33,1.07,3.23,0.85,4.95,3.30,8.53,14.33,23.56,5.03
95GG,59657,26,10,1451,131,166,575,10518,905,4461,1517,2706,740,3482,2537,5148,7835,13853,3596,0.04,0.02,2.43,0.22,0.28,0.96,17.63,1.52,7.48,2.54,4.54,1.24,5.84,4.25,8.63,13.13,23.22,6.03
95HH,8915,15,5,347,21,20,173,1572,243,559,157,508,125,398,295,788,1196,1979,514,0.17,0.06,3.89,0.24,0.22,1.94,17.63,2.73,6.27,1.76,5.70,1.40,4.46,3.31,8.84,13.42,22.20,5.77
95II,16061,32,2,446,50,27,177,2396,209,763,396,816,204,890,489,1789,2277,4176,922,0.20,0.01,2.78,0.31,0.17,1.10,14.92,1.30,4.75,2.47,5.08,1.27,5.54,3.04,11.14,14.18,26.00,5.74
95JJ,12150,117,10,488,16,26,174,2499,141,1126,113,344,148,485,372,822,2076,2533,660,0.96,0.08,4.02,0.13,0.21,1.43,20.57,1.16,9.27,0.93,2.83,1.22,3.99,3.06,6.77,17.09,20.85,5.43
95KK,7336,120,6,616,4,11,202,1544,107,465,70,198,33,326,176,395,1086,1597,380,1.64,0.08,8.40,0.05,0.15,2.75,21.05,1.46,6.34,0.95,2.70,0.45,4.44,2.40,5.38,14.80,21.77,5.18
95LL,19705,145,9,1813,41,42,311,3868,293,1205,256,510,181,822,645,1335,2624,4649,956,0.74,0.05,9.20,0.21,0.21,1.58,19.63,1.49,6.12,1.30,2.59,0.92,4.17,3.27,6.77,13.32,23.59,4.85
95MM,19963,63,7,697,24,52,274,3970,197,1433,430,709,246,685,929,1289,3104,4829,1025,0.32,0.04,3.49,0.12,0.26,1.37,19.89,0.99,7.18,2.15,3.55,1.23,3.43,4.65,6.46,15.55,24.19,5.13
95NN,14992,122,5,457,19,43,285,2260,153,1036,216,536,151,717,418,1407,2168,4091,908,0.81,0.03,3.05,0.13,0.29,1.90,15.07,1.02,6.91,1.44,3.58,1.01,4.78,2.79,9.39,14.46,27.29,6.06
95OO,11691,211,18,1396,18,13,271,1946,166,659,125,276,66,566,309,643,1887,2603,518,1.80,0.15,11.94,0.15,0.11,2.32,16.65,1.42,5.64,1.07,2.36,0.56,4.84,2.64,5.50,16.14,22.26,4.43
95PP,12825,179,28,752,9,17,257,2331,162,942,246,653,97,469,296,621,1945,3118,703,1.40,0.22,5.86,0.07,0.13,2.00,18.18,1.26,7.35,1.92,5.09,0.76,3.66,2.31,4.84,15.17,24.31,5.48
95QQ,7166,55,15,450,33,23,156,1188,276,480,106,293,55,287,275,569,841,1625,439,0.77,0.21,6.28,0.46,0.32,2.18,16.58,3.85,6.70,1.48,4.09,0.77,4.01,3.84,7.94,11.74,22.68,6.13
95RR,6207,53,4,232,3,22,191,992,83,463,54,246,61,238,216,562,956,1517,314,0.85,0.06,3.74,0.05,0.35,3.08,15.98,1.34,7.46,0.87,3.96,0.98,3.83,3.48,9.05,15.40,24.44,5.06
95SS,26751,109,10,1130,56,65,433,5146,387,1360,394,1138,238,1307,852,2499,3550,6565,1512,0.41,0.04,4.22,0.21,0.24,1.62,19.24,1.45,5.08,1.47,4.25,0.89,4.89,3.18,9.34,13.27,24.54,5.65
95TT,8973,82,25,543,10,39,376,1456,157,546,79,261,110,327,202,628,1484,2251,397,0.91,0.28,6.05,0.11,0.43,4.19,16.23,1.75,6.08,0.88,2.91,1.23,3.64,2.25,7.00,16.54,25.09,4.42
95UU,3228,52,0,105,3,6,73,457,57,278,25,79,45,121,89,178,591,896,173,1.61,0,3.25,0.09,0.19,2.26,14.16,1.77,8.61,0.77,2.45,1.39,3.75,2.76,5.51,18.31,27.76,5.36
95VV,19429,148,7,1323,18,90,547,3857,283,1264,209,609,140,973,564,978,3193,4163,1063,0.76,0.04,6.81,0.09,0.46,2.82,19.85,1.46,6.51,1.08,3.13,0.72,5.01,2.90,5.03,16.43,21.43,5.47
95WW,19818,49,10,692,62,46,279,4084,572,1045,428,1105,236,884,734,1662,2562,4220,1148,0.25,0.05,3.49,0.31,0.23,1.41,20.61,2.89,5.27,2.16,5.58,1.19,4.46,3.70,8.39,12.93,21.29,5.79
95XX,18029,20,0,489,40,31,210,3050,244,1006,396,871,272,990,795,1999,2321,4264,1031,0.11,0,2.71,0.22,0.17,1.16,16.92,1.35,5.58,2.20,4.83,1.51,5.49,4.41,11.09,12.87,23.65,5.72
95YY,10073,144,13,377,38,24,235,1685,134,589,90,300,108,442,265,703,1737,2687,502,1.43,0.13,3.74,0.38,0.24,2.33,16.73,1.33,5.85,0.89,2.98,1.07,4.39,2.63,6.98,17.24,26.68,4.98
95ZZ,6847,87,3,314,7,11,150,1383,65,425,93,265,64,264,189,512,1061,1561,393,1.27,0.04,4.59,0.10,0.16,2.19,20.20,0.95,6.21,1.36,3.87,0.93,3.86,2.76,7.48,15.50,22.80,5.74
