GeographyCode,KS601NI0001,KS601NI0002,KS601NI0003,KS601NI0004,KS601NI0005,KS601NI0006,KS601NI0007,KS601NI0008,KS601NI0009,KS601NI0010,KS601NI0011,KS601NI0012,KS601NI0013,KS601NI0014,KS601NI0015,KS601NI0016,KS601NI0017,KS601NI0018,KS601NI0019,KS601NI0020,KS601NI0021,KS601NI0022,KS601NI0023,KS601NI0024,KS601NI0025,KS601NI0026,KS601NI0027,KS601NI0028,KS601NI0029,KS601NI0030,KS601NI0031
WELB,212817,26295,66180,20447,13533,6827,25650,14805,11330,19433,8317,32508,3710,2040,2686,6485,12.36,31.10,9.61,6.36,3.21,12.05,6.96,5.32,9.13,3.91,15.28,27.41,15.07,19.85,47.92
UKN01,208609,26300,71906,10938,11832,11690,24126,15424,9704,19833,6856,32972,3557,1771,2534,5127,12.61,34.47,5.24,5.67,5.60,11.57,7.39,4.65,9.51,3.29,15.81,30.06,14.97,21.42,43.33
UKN02,283218,39580,112707,21448,10922,10310,41199,15387,10380,15225,6060,46375,3211,2116,1520,4732,13.98,39.80,7.57,3.86,3.64,14.55,5.43,3.67,5.38,2.14,16.37,29.40,19.37,13.92,43.33
UKN03,317543,42661,119613,30780,13772,9732,44138,16209,12461,20220,7957,48221,4190,2429,1873,6094,13.43,37.67,9.69,4.34,3.06,13.90,5.10,3.92,6.37,2.51,15.19,30.42,17.64,13.60,44.25
UKN04,209839,26334,63549,18967,13685,7574,27182,14923,11193,18605,7827,31317,3842,2030,2651,6498,12.55,30.28,9.04,6.52,3.61,12.95,7.11,5.33,8.87,3.73,14.92,28.07,14.83,19.37,47.48
UKN05,294211,37263,100030,34533,14985,8656,33371,19215,14660,21597,9901,46628,4070,2481,2379,6873,12.67,34.00,11.74,5.09,2.94,11.34,6.53,4.98,7.34,3.37,15.85,27.16,16.56,15.88,45.87
95AA,38597,5251,15751,3523,1505,1331,4778,1766,1492,2317,883,5592,439,255,184,630,13.60,40.81,9.13,3.90,3.45,12.38,4.58,3.87,6.00,2.29,14.49,29.17,16.94,12.23,41.86
95BB,57290,8009,20637,5800,2327,1598,9681,2629,2153,3219,1237,8705,721,461,304,995,13.98,36.02,10.12,4.06,2.79,16.90,4.59,3.76,5.62,2.16,15.19,30.98,19.81,13.06,42.76
95CC,42544,5596,15115,4880,2102,1218,5267,2653,1770,2716,1227,6799,620,355,334,955,13.15,35.53,11.47,4.94,2.86,12.38,6.24,4.16,6.38,2.88,15.98,29.50,16.89,15.89,45.43
95DD,46337,6354,17908,4622,1847,1289,6641,2243,1811,2482,1140,7317,582,331,239,800,13.71,38.65,9.97,3.99,2.78,14.33,4.84,3.91,5.36,2.46,15.79,31.51,17.92,12.94,43.31
95EE,22558,2760,7604,2685,1201,490,2901,1493,1169,1572,683,3328,350,193,189,533,12.24,33.71,11.90,5.32,2.17,12.86,6.62,5.18,6.97,3.03,14.75,29.14,16.07,15.74,44.38
95FF,34555,4560,13303,3964,1401,959,4276,1793,1370,2144,785,5457,434,233,156,620,13.20,38.50,11.47,4.05,2.78,12.37,5.19,3.96,6.20,2.27,15.79,30.98,16.63,11.13,44.25
95GG,208609,26300,71906,10938,11832,11690,24126,15424,9704,19833,6856,32972,3557,1771,2534,5127,12.61,34.47,5.24,5.67,5.60,11.57,7.39,4.65,9.51,3.29,15.81,30.06,14.97,21.42,43.33
95HH,28657,3985,11474,1865,1275,997,4333,1453,1030,1672,573,4481,384,266,172,606,13.91,40.04,6.51,4.45,3.48,15.12,5.07,3.59,5.83,2.00,15.64,30.12,20.86,13.49,47.53
95II,48551,6752,20493,3421,1585,1731,7204,2519,1480,2365,1001,8312,472,322,205,687,13.91,42.21,7.05,3.26,3.57,14.84,5.19,3.05,4.87,2.06,17.12,29.78,20.32,12.93,43.34
95JJ,43277,5729,13662,4168,2075,2161,6530,3063,1976,2609,1304,7618,595,357,298,965,13.24,31.57,9.63,4.79,4.99,15.09,7.08,4.57,6.03,3.01,17.60,28.67,17.20,14.36,46.51
95KK,26645,3434,8759,3145,1253,827,2971,1845,1346,2159,906,3707,333,193,213,576,12.89,32.87,11.80,4.70,3.10,11.15,6.92,5.05,8.10,3.40,13.91,26.58,15.40,17.00,45.97
95LL,67061,8792,25813,4941,3254,2209,8379,3706,2811,5202,1954,9276,992,509,491,1568,13.11,38.49,7.37,4.85,3.29,12.49,5.53,4.19,7.76,2.91,13.83,30.49,15.64,15.09,48.19
95MM,78409,10008,23083,5174,5904,3278,9323,5947,4430,8369,2893,11117,1659,803,1341,2853,12.76,29.44,6.60,7.53,4.18,11.89,7.58,5.65,10.67,3.69,14.18,28.10,13.60,22.71,48.32
95NN,50138,6561,17157,5799,2451,1680,6632,2999,1975,3460,1424,8372,721,428,366,1080,13.09,34.22,11.57,4.89,3.35,13.23,5.98,3.94,6.90,2.84,16.70,29.42,17.46,14.93,44.06
95OO,41315,5249,14703,4676,2017,1236,4343,2680,2019,2980,1412,6061,584,284,387,840,12.70,35.59,11.32,4.88,2.99,10.51,6.49,4.89,7.21,3.42,14.67,28.95,14.08,19.19,41.65
95PP,44465,5742,15390,5476,2093,1151,5558,2663,2140,2714,1538,7888,505,392,315,991,12.91,34.61,12.32,4.71,2.59,12.50,5.99,4.81,6.10,3.46,17.74,24.13,18.73,15.05,47.35
95QQ,23565,3134,9044,2131,987,666,3751,1073,849,1396,534,3502,301,212,133,401,13.30,38.38,9.04,4.19,2.83,15.92,4.55,3.60,5.92,2.27,14.86,30.50,21.48,13.48,40.63
95RR,24610,2891,7431,2432,1698,615,2948,1766,1326,2133,1370,3269,493,258,277,787,11.75,30.20,9.88,6.90,2.50,11.98,7.18,5.39,8.67,5.57,13.28,29.03,15.19,16.31,46.35
95SS,86371,12103,33223,7183,3528,3024,11199,5008,3719,5201,2183,13685,1073,617,549,1532,14.01,38.47,8.32,4.08,3.50,12.97,5.80,4.31,6.02,2.53,15.84,30.41,17.49,15.56,43.42
95TT,31959,3834,11435,3941,1397,898,3419,2364,1586,2060,1025,4832,411,239,178,609,12.00,35.78,12.33,4.37,2.81,10.70,7.40,4.96,6.45,3.21,15.12,29.42,17.11,12.74,43.59
95UU,12375,1532,3586,1676,777,266,1900,773,576,894,395,2109,219,134,126,352,12.38,28.98,13.54,6.28,2.15,15.35,6.25,4.65,7.22,3.19,17.04,28.19,17.25,16.22,45.30
95VV,70560,9168,22535,7882,4315,2307,7572,4462,4081,5779,2459,10983,1090,716,619,2056,12.99,31.94,11.17,6.12,3.27,10.73,6.32,5.78,8.19,3.48,15.57,25.26,16.59,14.35,47.65
95WW,61791,8663,25106,3963,2346,2781,8515,3698,2155,3366,1198,9422,679,442,355,957,14.02,40.63,6.41,3.80,4.50,13.78,5.98,3.49,5.45,1.94,15.25,28.94,18.84,15.13,40.79
95XX,57848,8077,22411,5016,2188,1777,9948,2709,1996,2621,1105,10475,603,469,239,950,13.96,38.74,8.67,3.78,3.07,17.20,4.68,3.45,4.53,1.91,18.11,27.56,21.44,10.92,43.42
95YY,36723,4240,12093,4533,1808,1019,4241,2548,1718,3189,1334,6358,527,302,333,846,11.55,32.93,12.34,4.92,2.77,11.55,6.94,4.68,8.68,3.63,17.31,29.15,16.70,18.42,46.79
95ZZ,28610,3414,8183,2832,2030,764,3580,1881,1716,3028,1182,3876,526,285,420,1008,11.93,28.60,9.90,7.10,2.67,12.51,6.57,6.00,10.58,4.13,13.55,25.91,14.04,20.69,49.66
