GeographyCode,KS612NI0001,KS612NI0002,KS612NI0003,KS612NI0004,KS612NI0005,KS612NI0006,KS612NI0007,KS612NI0008,KS612NI0009,KS612NI0010,KS612NI0011,KS612NI0012,KS612NI0013,KS612NI0014,KS612NI0015,KS612NI0016,KS612NI0017,KS612NI0018,KS612NI0019,KS612NI0020,KS612NI0021,KS612NI0022,KS612NI0023
95GG,101270,1402,10317,15592,8443,7086,8697,12407,14863,6304,3445,12714,1.38,10.19,15.40,8.34,7.00,8.59,12.25,14.68,6.22,3.40,12.55
95HH,13905,329,1170,2610,1397,1348,1672,1558,1930,335,374,1182,2.37,8.41,18.77,10.05,9.69,12.02,11.20,13.88,2.41,2.69,8.50
95II,23437,595,3027,4763,2451,2320,2279,2472,2488,539,450,2053,2.54,12.92,20.32,10.46,9.90,9.72,10.55,10.62,2.30,1.92,8.76
95JJ,21081,332,1674,3245,1562,3239,1929,2299,3123,732,625,2321,1.57,7.94,15.39,7.41,15.36,9.15,10.91,14.81,3.47,2.96,11.01
95KK,13323,214,610,1493,522,2862,1352,1341,2782,586,364,1197,1.61,4.58,11.21,3.92,21.48,10.15,10.07,20.88,4.40,2.73,8.98
95LL,33125,639,2110,4675,2230,4137,3624,4796,5900,1110,1042,2862,1.93,6.37,14.11,6.73,12.49,10.94,14.48,17.81,3.35,3.15,8.64
95MM,38178,626,2307,5664,2835,4256,3532,4523,5582,2809,1824,4220,1.64,6.04,14.84,7.43,11.15,9.25,11.85,14.62,7.36,4.78,11.05
95NN,24879,446,1801,4174,1789,5065,2179,2121,3426,962,755,2161,1.79,7.24,16.78,7.19,20.36,8.76,8.53,13.77,3.87,3.03,8.69
95OO,20944,346,1173,2451,818,4002,1991,2549,4336,956,529,1793,1.65,5.60,11.70,3.91,19.11,9.51,12.17,20.70,4.56,2.53,8.56
95PP,22508,298,1217,2712,1343,4631,2201,2660,3964,922,693,1867,1.32,5.41,12.05,5.97,20.57,9.78,11.82,17.61,4.10,3.08,8.29
95QQ,11615,220,756,1779,914,1641,1634,1303,1997,297,269,805,1.89,6.51,15.32,7.87,14.13,14.07,11.22,17.19,2.56,2.32,6.93
95RR,12558,156,586,1451,911,2420,1183,1177,2293,751,540,1090,1.24,4.67,11.55,7.25,19.27,9.42,9.37,18.26,5.98,4.30,8.68
95SS,42177,1061,4082,7795,3788,5333,4034,4323,5533,1317,986,3925,2.52,9.68,18.48,8.98,12.64,9.56,10.25,13.12,3.12,2.34,9.31
95TT,16138,264,968,1912,717,3641,1605,1390,3282,529,385,1445,1.64,6.00,11.85,4.44,22.56,9.95,8.61,20.34,3.28,2.39,8.95
95UU,6264,73,369,820,294,1527,577,651,999,271,217,466,1.17,5.89,13.09,4.69,24.38,9.21,10.39,15.95,4.33,3.46,7.44
95VV,35288,514,2000,4466,1640,7119,3180,3348,6713,1736,1449,3123,1.46,5.67,12.66,4.65,20.17,9.01,9.49,19.02,4.92,4.11,8.85
95WW,29823,660,2661,5386,2770,3019,3324,3327,4182,730,607,3157,2.21,8.92,18.06,9.29,10.12,11.15,11.16,14.02,2.45,2.04,10.59
95XX,28081,862,3257,6616,3471,3028,2501,2657,2401,538,569,2181,3.07,11.60,23.56,12.36,10.78,8.91,9.46,8.55,1.92,2.03,7.77
95YY,18479,222,1070,2360,909,4055,1608,1696,3293,1051,571,1644,1.20,5.79,12.77,4.92,21.94,8.70,9.18,17.82,5.69,3.09,8.90
95ZZ,14305,146,574,1599,726,2808,1210,1577,2827,981,678,1179,1.02,4.01,11.18,5.08,19.63,8.46,11.02,19.76,6.86,4.74,8.24
