GeographyCode,QS602NI0001,QS602NI0002,QS602NI0003,QS602NI0004,QS602NI0005,QS602NI0006,QS602NI0007,QS602NI0008,QS602NI0009,QS602NI0010,QS602NI0011,QS602NI0012,QS602NI0013,QS602NI0014,QS602NI0015,QS602NI0016
N00000040,106,65,17,36,1,0,3,4,3,1,41,21,0,4,13,3
N00000041,141,114,8,90,0,7,1,7,1,0,27,13,0,9,3,2
N00000042,121,99,12,68,0,4,2,8,4,1,22,17,0,1,3,1
N00000043,343,291,30,209,2,9,7,22,9,3,52,23,2,7,15,5
N00000044,95,64,12,38,0,0,1,8,3,2,31,16,0,10,3,2
N00000045,159,137,12,74,0,12,4,32,3,0,22,15,2,0,5,0
N00000046,112,92,9,43,0,9,3,25,3,0,20,13,0,1,5,1
N00000047,118,95,7,57,0,8,1,21,1,0,23,19,0,1,3,0
N00000048,112,79,14,46,0,0,5,9,5,0,33,17,0,5,9,2
N00000049,116,76,15,50,0,0,1,5,5,0,40,14,0,2,16,8
N00000050,116,83,6,61,0,7,0,5,3,1,33,21,0,2,9,1
N00000051,115,64,21,32,1,2,1,1,5,1,51,19,1,6,22,3
N00000052,109,72,15,40,0,0,3,4,9,1,37,21,0,3,10,3
N00000053,105,72,13,49,0,0,0,2,8,0,33,13,0,8,10,2
N00000054,109,76,20,46,1,1,0,3,4,1,33,12,1,8,10,2
N00000055,99,65,10,45,0,4,0,2,4,0,34,17,0,1,12,4
N00000056,102,69,9,54,0,0,0,1,4,1,33,21,1,6,5,0
N00000057,113,73,17,46,1,1,1,0,7,0,40,10,0,9,15,6
N00000058,114,82,11,64,0,0,2,2,3,0,32,10,1,5,13,3
N00000059,103,65,12,43,0,3,0,1,6,0,38,15,1,6,8,8
N00000060,162,108,25,62,1,0,6,2,11,1,54,24,2,7,15,6
N00000061,107,71,13,44,0,5,2,6,0,1,36,29,0,1,6,0
N00000062,111,78,6,67,0,1,1,3,0,0,33,29,0,1,3,0
N00000063,146,97,17,63,1,3,1,4,7,1,49,21,1,7,15,5
N00000064,123,66,8,40,0,1,2,4,10,1,57,21,0,6,27,3
N00000065,133,97,8,76,1,4,1,4,3,0,36,31,0,2,2,1
N00000066,94,67,12,45,0,2,2,5,0,1,27,24,0,1,2,0
N00000067,126,71,16,40,0,3,0,4,6,2,55,23,0,11,14,7
N00000068,110,86,11,60,0,1,4,9,0,1,24,20,0,1,2,1
N00000069,137,68,19,31,0,0,0,2,15,1,69,19,0,17,18,15
N00000070,81,56,13,35,0,0,1,5,2,0,25,23,0,0,1,1
N00000071,112,76,10,58,1,2,3,0,2,0,36,24,1,2,7,2
N00000072,601,520,42,402,1,22,7,32,13,1,81,40,2,11,22,6
N00000073,213,147,17,110,0,6,2,4,6,2,66,40,0,4,15,7
N00000074,381,337,21,267,0,8,6,27,7,1,44,25,0,3,10,6
N00000075,96,70,8,48,0,4,1,6,2,1,26,18,1,4,3,0
N00000076,95,85,5,68,0,1,4,6,1,0,10,8,0,1,1,0
N00000077,85,69,6,51,0,2,1,8,1,0,16,12,0,0,4,0
N00000078,155,140,6,113,0,5,1,13,1,1,15,11,0,0,1,3
N00000079,173,153,10,84,1,17,5,33,3,0,20,16,0,1,2,1
N00000080,136,114,9,82,1,8,2,11,1,0,22,19,0,1,2,0
N00000081,119,89,7,65,0,4,3,10,0,0,30,22,0,4,3,1
N00000082,116,95,8,50,0,13,4,18,2,0,21,19,0,1,1,0
N00000083,192,170,7,109,1,19,1,30,3,0,22,16,0,0,3,3
N00000084,138,108,7,64,0,6,3,27,1,0,30,27,0,0,2,1
N00000085,158,100,13,74,0,3,1,3,6,0,58,30,0,6,20,2
N00000086,131,94,12,60,0,4,2,9,5,2,37,15,1,8,10,3
N00000087,279,242,22,166,0,11,7,27,5,4,37,30,0,1,5,1
N00000088,97,51,9,30,0,1,1,3,7,0,46,35,1,0,9,1
N00000089,148,131,18,89,0,3,1,15,5,0,17,11,0,3,2,1
N00000090,126,103,10,82,0,2,3,5,1,0,23,14,0,2,6,1
N00000091,167,132,15,83,2,7,2,18,4,1,35,19,0,6,7,3
N00000092,142,116,5,79,1,10,3,15,3,0,26,19,0,2,4,1
N00000093,113,88,10,47,0,9,0,18,4,0,25,23,0,0,1,1
N00000094,138,111,4,71,0,13,3,16,3,1,27,24,1,1,0,1
N00000095,135,112,12,62,1,12,1,23,1,0,23,14,1,3,2,3
N00000096,142,120,15,71,0,12,2,18,1,1,22,17,0,1,2,2
N00000097,288,256,22,196,0,9,7,15,7,0,32,19,0,3,9,1
N00000098,429,381,31,313,0,7,6,17,6,1,48,25,1,5,10,7
N00000099,90,57,15,32,1,1,1,2,5,0,33,18,0,2,13,0
N00000100,146,101,10,76,1,1,3,4,6,0,45,19,1,5,14,6
N00000101,120,80,14,50,0,1,2,2,9,2,40,10,1,9,15,5
N00000102,121,89,6,66,0,0,4,5,7,1,32,18,1,4,8,1
N00000103,198,148,23,108,0,2,0,5,8,2,50,17,1,8,19,5
N00000104,129,106,16,71,0,5,3,2,8,1,23,8,0,3,9,3
N00000105,131,88,15,65,0,0,2,3,2,1,43,23,0,2,11,7
N00000106,95,58,12,31,0,1,1,2,10,1,37,12,0,6,16,3
N00000107,111,69,8,42,0,1,0,4,12,2,42,19,1,6,12,4
N00000108,82,64,10,47,0,3,0,2,2,0,18,14,0,2,1,1
N00000109,211,166,29,116,1,1,0,8,9,2,45,25,0,4,13,3
N00000110,114,82,12,58,0,2,0,5,5,0,32,18,0,1,9,4
N00000111,122,100,7,67,0,7,1,13,5,0,22,18,0,0,3,1
N00000112,140,114,19,80,0,2,1,7,5,0,26,13,0,2,8,3
N00000113,115,89,14,60,0,1,2,5,7,0,26,14,0,4,7,1
N00000114,118,89,16,63,0,1,1,6,2,0,29,21,0,5,3,0
N00000115,115,74,10,54,0,0,0,3,6,1,41,18,2,7,9,5
N00000116,117,82,20,48,0,1,2,1,10,0,35,23,0,4,6,2
N00000117,81,35,7,21,0,0,0,0,7,0,46,14,0,5,24,3
N00000118,118,97,16,62,0,9,1,8,0,1,21,13,0,1,3,4
N00000119,101,71,7,42,2,9,2,6,2,1,30,26,0,0,3,1
N00000120,99,73,8,44,1,9,0,10,1,0,26,21,0,1,3,1
N00000121,112,75,5,51,0,4,4,8,3,0,37,29,0,2,4,2
N00000122,182,148,13,82,1,24,6,20,2,0,34,29,0,1,2,2
N00000123,119,84,8,56,1,9,4,6,0,0,35,31,0,0,3,1
N00000124,120,89,5,64,1,6,2,10,0,1,31,26,0,2,1,2
N00000125,130,107,17,52,0,12,1,21,4,0,23,15,0,2,1,5
N00000126,111,89,6,55,0,6,2,17,3,0,22,10,0,5,4,3
N00000127,113,87,14,49,0,5,1,16,2,0,26,11,0,1,8,6
N00000128,255,213,20,121,0,23,5,40,4,0,42,22,2,5,8,5
N00000129,131,62,18,24,0,2,3,10,5,0,69,19,0,13,24,13
N00000130,144,138,8,108,0,6,5,10,1,0,6,3,0,2,1,0
N00000131,128,104,10,67,0,8,3,15,1,0,24,21,0,3,0,0
N00000132,99,81,4,36,0,10,5,25,1,0,18,14,0,2,1,1
N00000133,109,74,8,52,1,6,2,4,1,0,35,21,0,4,7,3
N00000134,163,134,12,92,1,6,2,18,1,2,29,21,0,2,4,2
N00000135,103,69,8,45,0,0,3,7,6,0,34,22,1,4,7,0
N00000136,178,152,21,102,0,11,2,14,2,0,26,24,0,1,1,0
N00000137,102,88,9,62,0,3,3,9,2,0,14,13,0,0,1,0
N00000138,150,133,9,93,1,12,2,12,2,2,17,17,0,0,0,0
N00000139,112,76,12,45,0,5,3,5,6,0,36,25,0,5,5,1
N00000140,129,92,16,42,0,8,9,5,12,0,37,23,0,2,9,3
N00000141,153,97,21,59,0,1,0,7,9,0,56,25,0,7,18,6
N00000142,77,46,5,34,0,2,2,1,2,0,31,19,0,4,7,1
N00000143,104,59,17,32,0,2,0,3,5,0,45,23,0,1,15,6
N00000144,97,63,13,32,0,2,2,3,10,1,34,18,1,2,7,6
N00000145,45,22,3,16,0,1,0,1,1,0,23,15,0,0,5,3
N00000146,83,60,7,26,0,13,2,9,3,0,23,15,0,2,5,1
N00000147,89,59,9,39,0,0,5,1,5,0,30,8,2,3,15,2
N00000148,258,191,28,122,0,8,2,10,18,3,67,35,0,6,20,6
N00000149,146,106,13,72,0,2,3,10,6,0,40,34,0,0,6,0
N00000150,126,82,10,54,0,7,1,7,3,0,44,35,0,1,5,3
N00000151,107,71,15,47,0,2,1,1,5,0,36,25,0,1,7,3
N00000152,114,66,10,45,0,1,2,4,4,0,48,30,1,3,9,5
N00000153,83,43,5,28,0,1,1,3,5,0,40,21,0,2,15,2
N00000154,94,61,6,42,1,2,3,5,2,0,33,17,1,1,8,6
N00000155,113,86,10,39,1,13,3,18,2,0,27,18,0,2,3,4
N00000156,99,71,6,50,1,4,2,8,0,0,28,25,0,1,2,0
N00000157,118,92,7,43,0,17,5,17,2,1,26,20,0,1,4,1
N00000158,258,163,22,97,1,12,2,19,10,0,95,66,2,6,14,7
N00000159,94,58,8,37,0,1,0,8,4,0,36,26,0,1,8,1
N00000160,105,73,12,51,0,3,2,3,2,0,32,26,0,1,5,0
N00000161,112,86,13,57,0,6,4,5,1,0,26,25,0,1,0,0
N00000162,99,77,13,43,0,2,6,6,6,1,22,16,0,1,5,0
N00000163,132,80,11,49,0,2,1,7,8,2,52,31,0,5,15,1
N00000164,82,70,6,33,1,11,8,11,0,0,12,10,0,0,1,1
N00000165,110,80,4,50,0,17,1,4,4,0,30,24,1,1,3,1
N00000166,104,64,12,42,0,0,1,5,4,0,40,36,1,0,3,0
N00000167,122,90,12,60,1,4,4,7,2,0,32,30,0,1,1,0
N00000168,121,84,15,53,0,7,5,3,1,0,37,35,0,0,2,0
N00000169,241,182,16,96,1,24,10,33,2,0,59,48,0,2,6,3
N00000170,123,99,13,60,0,3,5,12,6,0,24,15,0,3,5,1
N00000171,133,107,9,56,1,13,3,21,4,0,26,17,0,2,6,1
N00000172,277,213,19,113,1,21,8,44,7,0,64,53,0,2,5,4
N00000173,125,88,9,41,1,9,3,25,0,0,37,30,0,2,3,2
N00000174,141,99,18,62,0,3,2,10,4,0,42,15,0,7,15,5
N00000175,128,102,12,65,0,10,1,11,2,1,26,20,0,1,4,1
N00000176,182,122,27,75,0,1,1,8,8,2,60,33,1,9,15,2
N00000177,143,91,12,59,0,2,3,7,7,1,52,25,4,5,13,5
N00000178,270,173,47,100,0,4,0,9,12,1,97,57,1,4,25,10
N00000179,391,253,28,176,0,8,5,13,21,2,138,68,1,11,45,13
N00000180,112,69,18,44,0,0,0,1,6,0,43,21,0,10,7,5
N00000181,147,105,15,66,0,4,1,7,12,0,42,22,0,2,11,7
N00000182,76,50,7,36,0,1,0,5,1,0,26,20,0,1,4,1
N00000183,140,106,11,69,0,9,3,6,8,0,34,20,0,6,7,1
N00000184,148,108,14,77,0,3,2,6,5,1,40,24,1,3,8,4
N00000185,76,45,6,31,0,0,0,4,4,0,31,23,0,3,4,1
N00000186,114,80,17,46,0,4,2,6,5,0,34,13,3,6,11,1
N00000187,103,64,21,33,0,2,0,4,3,1,39,22,0,3,12,2
N00000188,113,73,12,50,0,1,1,5,4,0,40,26,1,5,6,2
N00000189,113,88,12,46,0,14,2,10,3,1,25,20,0,3,1,1
N00000190,111,80,13,52,0,1,1,12,1,0,31,28,0,2,1,0
N00000191,107,78,11,60,0,1,1,4,1,0,29,25,0,0,2,2
N00000192,112,82,9,57,0,2,2,8,3,1,30,21,1,1,6,1
N00000193,95,65,7,45,0,0,1,5,5,2,30,11,0,5,11,3
N00000194,100,70,15,38,0,2,3,8,4,0,30,24,0,0,5,1
N00000195,80,48,6,32,0,2,0,3,5,0,32,21,1,0,9,1
N00000196,91,40,10,20,0,0,2,5,2,1,51,29,0,7,12,3
N00000197,111,91,10,74,0,0,0,5,2,0,20,17,0,1,1,1
N00000198,105,80,10,53,1,7,1,6,2,0,25,20,0,0,5,0
N00000199,124,100,9,80,0,4,1,4,2,0,24,19,0,0,4,1
N00000200,118,96,16,62,0,4,0,12,2,0,22,14,0,1,7,0
N00000201,121,87,12,46,0,4,6,15,4,0,34,29,0,0,4,1
N00000202,120,85,12,59,0,5,3,5,0,1,35,32,1,1,0,1
N00000203,105,83,14,46,0,6,2,13,2,0,22,18,0,0,3,1
N00000204,136,100,15,72,0,1,1,10,1,0,36,29,0,3,3,1
N00000205,104,83,10,59,0,3,2,6,3,0,21,19,0,0,2,0
N00000206,190,140,14,106,0,5,0,9,5,1,50,43,0,2,4,1
N00000207,109,89,13,61,0,2,2,8,3,0,20,17,0,1,2,0
N00000208,107,77,4,61,0,3,2,4,1,2,30,28,0,0,2,0
N00000209,115,100,11,70,0,4,3,12,0,0,15,14,0,0,1,0
N00000210,183,112,21,70,1,3,2,11,4,0,71,43,0,4,19,5
N00000211,200,124,15,78,1,5,3,13,9,0,76,59,1,3,13,0
N00000212,74,58,8,39,0,1,1,5,4,0,16,12,0,0,3,1
N00000213,125,89,12,51,1,5,2,8,8,2,36,28,0,0,7,1
N00000214,129,99,12,58,1,6,8,10,4,0,30,19,0,4,4,3
N00000215,133,108,9,57,0,14,3,21,3,1,25,22,0,1,0,2
N00000216,142,111,13,55,0,14,4,20,5,0,31,18,0,2,5,6
N00000217,151,104,5,59,2,15,4,18,0,1,47,40,0,3,4,0
N00000218,118,84,15,44,1,8,1,15,0,0,34,28,0,3,3,0
N00000219,110,65,12,34,0,2,1,7,9,0,45,17,0,4,16,8
N00000220,121,72,18,38,0,1,2,2,11,0,49,13,1,9,20,6
N00000221,106,62,18,36,0,1,0,3,3,1,44,21,0,5,11,7
N00000222,102,68,5,43,0,4,3,10,3,0,34,29,0,0,3,2
N00000223,103,76,13,55,0,1,0,5,0,2,27,22,0,0,3,2
N00000224,101,72,7,40,0,2,5,10,7,1,29,22,0,3,3,1
N00000225,53,25,3,18,0,2,0,2,0,0,28,25,0,2,1,0
N00000226,85,58,10,36,1,1,3,5,2,0,27,23,0,3,1,0
N00000227,98,51,13,30,0,0,1,5,2,0,47,30,0,3,12,2
N00000228,102,67,10,42,0,5,4,4,1,1,35,32,0,1,2,0
N00000229,123,96,11,74,0,2,1,6,2,0,27,24,0,0,3,0
N00000230,109,66,18,39,0,0,1,3,5,0,43,28,0,7,8,0
N00000231,114,64,19,27,1,1,2,2,12,0,50,19,3,7,19,2
N00000232,126,84,21,46,0,0,3,5,7,2,42,24,1,2,10,5
N00000233,108,68,8,51,1,1,0,5,1,1,40,21,2,4,11,2
N00000234,112,66,9,48,1,1,0,1,6,0,46,26,0,4,15,1
N00000235,114,70,16,43,1,2,1,4,2,1,44,33,0,6,4,1
N00000236,99,69,4,48,0,4,4,3,6,0,30,17,1,4,3,5
N00000237,131,104,10,65,0,11,5,12,1,0,27,24,0,1,2,0
N00000238,102,73,14,45,1,5,2,5,1,0,29,29,0,0,0,0
N00000239,108,63,18,38,0,0,3,2,2,0,45,16,1,10,15,3
N00000240,130,93,24,50,0,1,3,5,10,0,37,7,3,9,12,6
N00000241,129,108,4,78,2,10,1,11,2,0,21,18,0,2,1,0
N00000242,115,101,9,68,2,10,4,6,2,0,14,13,0,0,1,0
N00000243,91,63,11,38,0,1,2,5,4,2,28,22,0,2,4,0
N00000244,107,63,18,32,1,1,1,0,10,0,44,21,0,4,16,3
N00000245,114,78,13,53,1,2,1,6,2,0,36,31,0,0,5,0
N00000246,117,72,13,47,0,1,0,6,4,1,45,30,0,5,8,2
N00000247,108,75,11,45,0,8,1,9,1,0,33,27,1,0,3,2
N00000248,115,83,8,54,0,2,2,15,1,1,32,29,0,0,3,0
N00000249,126,111,9,86,2,1,4,8,1,0,15,7,1,4,3,0
N00000250,148,122,8,94,1,7,3,5,4,0,26,17,2,3,4,0
N00000251,152,136,11,104,0,10,3,6,1,1,16,10,0,1,4,1
N00000252,116,88,4,52,0,8,5,18,1,0,28,21,0,1,4,2
N00000253,158,128,9,72,2,19,1,24,0,1,30,27,0,1,1,1
N00000254,100,75,7,39,0,7,3,17,2,0,25,18,1,2,3,1
N00000255,107,83,6,39,0,8,3,26,1,0,24,21,0,1,0,2
N00000256,260,211,26,127,1,21,7,28,1,0,49,44,1,0,3,1
N00000257,153,124,24,71,1,2,5,13,5,3,29,17,0,3,7,2
N00000258,117,88,8,53,1,6,5,15,0,0,29,23,0,1,3,2
N00000259,151,112,5,57,1,8,5,31,5,0,39,30,0,1,7,1
N00000260,186,125,10,73,2,5,6,20,8,1,61,39,0,4,14,4
N00000261,162,130,9,52,0,18,4,43,4,0,32,24,0,2,4,2
N00000262,126,96,9,50,0,11,4,20,2,0,30,19,0,0,9,2
N00000263,99,65,6,36,0,3,5,9,6,0,34,21,0,4,7,2
N00000264,188,121,18,68,0,9,4,17,5,0,67,27,3,12,23,2
N00000265,124,86,15,45,1,1,2,9,13,0,38,22,0,4,8,4
N00000266,112,83,7,57,0,4,1,11,3,0,29,15,0,3,9,2
N00000267,135,109,9,76,2,8,5,7,1,1,26,22,0,2,2,0
N00000268,133,99,11,61,3,9,3,10,2,0,34,33,0,0,0,1
N00000269,113,90,9,49,0,14,3,14,1,0,23,15,0,1,6,1
N00000270,109,82,6,41,1,17,5,12,0,0,27,22,0,3,1,1
N00000271,121,97,8,60,2,13,2,12,0,0,24,19,0,2,3,0
N00000272,112,85,11,50,0,7,4,11,2,0,27,22,0,1,3,1
N00000273,141,113,7,76,1,16,4,9,0,0,28,24,1,2,1,0
N00000274,156,127,14,74,0,16,8,15,0,0,29,25,0,2,0,2
N00000275,112,79,11,54,0,1,0,12,1,0,33,28,0,2,3,0
N00000276,116,100,12,75,0,0,2,11,0,0,16,11,1,2,1,1
N00000277,113,105,9,79,0,5,3,9,0,0,8,4,0,1,3,0
N00000278,112,96,15,60,0,3,4,11,2,1,16,13,0,1,1,1
N00000279,80,71,3,62,0,2,0,2,1,1,9,5,0,2,2,0
N00000280,145,103,24,58,0,1,5,5,9,1,42,11,3,7,12,9
N00000281,99,82,9,40,1,13,4,15,0,0,17,13,0,0,4,0
N00000282,113,84,11,42,0,5,4,20,1,1,29,20,0,2,5,2
N00000283,128,93,15,59,0,5,4,9,1,0,35,31,0,0,3,1
N00000284,145,100,20,60,1,4,2,7,5,1,45,21,0,5,14,5
N00000285,119,83,19,48,1,0,2,3,10,0,36,10,2,10,14,0
N00000286,112,67,7,40,0,4,1,10,5,0,45,27,0,4,12,2
N00000287,115,69,14,33,0,0,4,8,9,1,46,23,0,5,16,2
N00000288,128,95,8,67,0,1,5,11,2,1,33,23,1,1,6,2
N00000289,179,130,11,98,0,3,3,12,1,2,49,29,2,3,15,0
N00000290,110,56,13,33,0,2,1,3,3,1,54,29,0,9,12,4
N00000291,188,143,16,98,0,12,2,12,2,1,45,30,0,1,11,3
N00000292,236,186,14,113,0,12,5,35,6,1,50,31,0,7,10,2
N00000293,157,140,7,110,0,4,1,16,2,0,17,12,0,0,1,4
N00000294,123,101,2,48,2,14,4,29,1,1,22,21,0,1,0,0
N00000295,121,93,14,57,0,4,4,13,1,0,28,20,1,1,3,3
N00000296,109,81,11,56,0,2,1,8,3,0,28,18,1,4,4,1
N00000297,111,89,9,67,0,3,1,8,1,0,22,18,0,1,3,0
N00000298,116,105,14,77,0,3,2,5,3,1,11,6,1,1,2,1
N00000299,123,92,13,68,0,3,1,4,3,0,31,25,0,2,0,4
N00000300,106,76,12,54,0,1,0,3,5,1,30,24,0,1,4,1
N00000301,120,108,7,87,0,5,0,8,1,0,12,8,0,0,3,1
N00000302,115,95,13,67,0,3,3,8,1,0,20,17,0,2,1,0
N00000303,101,89,11,58,0,6,4,9,1,0,12,11,0,0,1,0
N00000304,116,109,6,82,0,5,1,11,3,1,7,6,0,1,0,0
N00000305,116,107,10,82,0,5,3,6,1,0,9,8,0,0,1,0
N00000306,125,115,9,95,0,2,1,7,1,0,10,6,1,1,2,0
N00000307,115,99,17,69,0,5,2,6,0,0,16,11,0,1,2,2
N00000308,105,83,13,56,0,4,2,6,2,0,22,17,0,0,4,1
N00000309,111,98,9,76,0,3,1,8,1,0,13,10,0,1,2,0
N00000310,134,82,6,37,0,9,2,27,1,0,52,32,0,2,15,3
N00000311,133,83,9,43,0,1,5,15,9,1,50,29,0,3,10,8
N00000312,158,117,13,51,2,8,7,27,8,1,41,27,0,3,6,5
N00000313,176,145,13,78,0,12,4,28,8,2,31,19,0,5,2,5
N00000314,123,74,17,41,0,0,0,11,4,1,49,28,0,5,12,4
N00000315,117,78,10,42,0,4,0,8,12,2,39,20,1,1,10,7
N00000316,111,78,13,46,0,4,0,11,2,2,33,22,0,3,8,0
N00000317,183,92,18,45,0,2,6,9,12,0,91,49,1,5,29,7
N00000318,115,78,7,46,0,5,2,14,4,0,37,29,0,1,7,0
N00000319,280,200,32,109,3,5,6,41,3,1,80,52,1,8,15,4
N00000320,110,72,9,34,1,10,3,13,2,0,38,27,1,3,3,4
N00000321,200,131,20,81,3,6,3,14,4,0,69,36,0,8,21,4
N00000322,140,81,13,47,0,2,0,9,10,0,59,36,0,2,16,5
N00000323,150,121,9,64,0,8,4,33,3,0,29,24,0,1,3,1
N00000324,133,91,13,48,2,5,2,19,2,0,42,33,0,0,5,4
N00000325,177,126,18,81,0,4,4,16,3,0,51,40,0,3,6,2
N00000326,340,261,24,160,0,13,14,33,16,1,79,48,1,10,14,6
N00000327,127,96,20,60,0,5,3,3,5,0,31,9,0,6,13,3
N00000328,121,83,21,49,1,0,1,1,10,0,38,17,0,5,9,7
N00000329,130,88,20,54,0,2,0,6,6,0,42,18,1,8,9,6
N00000330,196,176,13,125,1,12,6,15,4,0,20,13,1,2,2,2
N00000331,217,148,19,94,1,6,6,12,10,0,69,31,1,9,22,6
N00000332,119,78,16,48,1,0,0,2,11,0,41,12,0,7,15,7
N00000333,114,71,17,34,1,1,0,2,15,1,43,11,4,8,14,6
N00000334,110,77,13,47,0,1,0,2,14,0,33,13,1,6,10,3
N00000335,124,86,16,58,1,2,3,4,1,1,38,29,1,3,4,1
N00000336,115,82,15,49,1,3,3,8,2,1,33,31,0,0,2,0
N00000337,103,71,11,47,2,5,0,5,1,0,32,29,0,0,2,1
N00000338,104,79,11,50,0,7,3,8,0,0,25,20,2,1,1,1
N00000339,103,75,10,47,1,2,0,13,2,0,28,24,0,2,1,1
N00000340,127,97,16,56,0,13,5,6,1,0,30,27,0,1,2,0
N00000341,114,88,11,62,1,5,0,8,1,0,26,23,0,0,0,3
N00000342,128,111,16,84,0,2,0,6,3,0,17,13,0,1,1,2
N00000343,118,100,13,68,1,0,2,14,2,0,18,15,0,1,2,0
N00000344,121,81,15,44,0,3,0,5,13,1,40,17,0,5,10,8
N00000345,140,84,27,34,1,2,1,8,11,0,56,22,2,8,17,7
N00000346,201,166,25,101,2,3,6,15,13,1,35,19,1,5,6,4
N00000347,110,68,14,39,1,4,1,2,7,0,42,15,0,2,17,8
N00000348,114,89,19,44,0,4,2,10,10,0,25,14,0,4,4,3
N00000349,132,89,7,51,0,13,3,8,6,1,43,26,2,2,12,1
N00000350,157,128,7,75,2,13,5,14,11,1,29,17,0,0,10,2
N00000351,125,91,10,44,1,6,6,20,4,0,34,24,1,2,5,2
N00000352,126,101,9,44,0,17,3,25,3,0,25,11,0,2,10,2
N00000353,117,89,9,43,2,8,6,19,2,0,28,22,0,0,5,1
N00000354,115,94,8,50,0,14,3,18,1,0,21,11,0,4,6,0
N00000355,133,106,11,47,1,12,3,24,7,1,27,20,0,3,2,2
N00000356,138,82,18,42,0,0,0,6,15,1,56,10,0,15,23,8
N00000357,411,273,64,134,0,8,12,20,30,5,138,48,3,26,45,16
N00000358,125,73,19,40,0,2,0,4,7,1,52,10,2,11,18,11
N00000359,326,195,36,114,1,5,4,11,23,1,131,58,0,5,54,14
N00000360,112,86,12,41,0,8,3,17,5,0,26,16,1,1,6,2
N00000361,125,89,16,45,0,8,2,10,8,0,36,22,0,3,7,4
N00000362,106,89,10,39,2,8,7,19,4,0,17,14,0,1,2,0
N00000363,132,98,8,56,1,10,3,16,4,0,34,22,0,1,8,3
N00000364,126,107,13,46,0,11,8,25,3,1,19,16,0,0,2,1
N00000365,76,54,6,31,0,2,2,11,2,0,22,10,0,2,7,3
N00000366,168,122,15,76,2,11,3,9,6,0,46,29,2,5,5,5
N00000367,121,76,13,46,0,2,2,6,6,1,45,21,1,6,11,6
N00000368,146,111,12,56,0,12,5,21,5,0,35,21,0,1,9,4
N00000369,117,101,9,63,0,3,4,20,2,0,16,12,0,1,3,0
N00000370,144,113,12,67,0,7,3,18,6,0,31,22,0,4,1,4
N00000371,125,92,10,50,0,8,1,22,1,0,33,21,0,5,5,2
