GeographyCode,QS104NI0001,QS104NI0002,QS104NI0003,QS104NI0004,QS104NI0005,QS104NI0006,QS104NI0007,QS104NI0008,QS104NI0009,QS104NI0010,QS104NI0011,QS104NI0012,QS104NI0013,QS104NI0014,QS104NI0015,QS104NI0016,QS104NI0017,QS104NI0018,QS104NI0019,QS104NI0020
N00004058,1248,131,113,84,73,55,77,149,135,95,88,64,62,45,27,20,20,4,5,1
N00004059,1463,174,122,85,82,76,197,227,159,108,96,51,24,24,15,9,5,4,4,1
N00004060,1223,142,101,74,79,80,120,185,156,94,66,56,29,20,6,8,4,1,2,0
N00004061,640,72,53,57,66,37,30,59,79,72,47,29,16,8,5,5,1,2,1,1
N00004062,493,31,32,39,39,45,22,21,28,33,52,51,45,26,8,7,6,3,4,1
N00004063,832,60,51,43,62,55,51,59,43,71,71,77,54,48,42,19,13,9,4,0
N00004064,612,47,46,41,46,44,33,56,50,46,44,45,48,34,19,4,1,7,0,1
N00004065,260,22,7,15,9,17,16,13,16,10,13,16,11,17,13,10,15,24,10,6
N00004066,245,10,11,9,14,15,8,15,22,11,11,19,25,18,28,14,6,4,4,1
N00004067,259,20,24,20,19,17,26,17,17,17,23,11,7,5,11,8,10,6,1,0
N00004068,289,18,19,20,21,26,16,17,23,20,22,17,14,13,15,15,7,3,3,0
N00004069,251,19,17,17,16,23,18,20,19,14,15,17,12,9,15,10,5,3,2,0
N00004070,213,8,7,9,9,13,12,7,10,13,13,32,13,20,18,12,9,6,1,1
N00004071,282,31,20,17,25,17,23,22,24,19,15,9,13,14,13,6,11,2,1,0
N00004072,341,37,33,30,23,21,25,21,25,26,16,21,7,26,17,2,11,0,0,0
N00004073,1068,120,89,73,90,73,86,122,111,92,73,50,44,20,10,8,5,2,0,0
N00004074,335,25,28,30,18,8,28,37,40,23,18,18,16,10,11,8,10,3,3,1
N00004075,427,18,13,28,43,38,24,19,15,27,45,47,32,36,18,12,7,2,3,0
N00004076,319,17,27,14,32,31,14,20,17,23,38,32,13,6,6,8,6,9,5,1
N00004077,359,34,21,25,19,24,25,33,22,19,29,22,24,20,21,10,10,0,1,0
N00004078,309,15,20,25,24,20,19,13,12,35,31,16,11,18,19,10,10,2,4,5
N00004079,282,15,7,19,18,16,14,21,9,16,25,20,29,21,21,13,16,2,0,0
N00004080,306,19,26,27,27,13,23,18,20,20,20,19,14,20,20,8,7,2,3,0
N00004081,299,24,20,16,20,12,32,25,10,23,23,27,14,9,21,14,5,2,2,0
N00004082,376,35,26,25,26,25,29,36,29,17,30,26,14,17,14,11,11,2,3,0
N00004083,308,19,15,27,24,29,22,14,22,23,22,10,17,22,20,7,5,7,1,2
N00004084,317,10,19,23,10,13,11,6,20,26,25,18,19,26,13,26,20,16,14,2
N00004085,919,60,30,47,47,81,51,70,55,47,60,60,48,50,51,47,28,34,30,23
N00004086,231,16,5,11,13,22,20,16,17,15,32,14,11,7,10,8,2,8,2,2
N00004087,783,59,47,52,97,133,51,65,68,62,40,27,27,22,18,7,2,4,2,0
N00004088,407,17,13,26,15,25,20,23,21,21,23,33,36,16,22,14,20,31,17,14
N00004089,303,16,20,22,29,10,7,7,20,25,24,23,22,19,10,17,12,13,4,3
N00004090,990,21,23,25,387,205,41,46,32,28,47,32,28,14,16,16,10,14,3,2
N00004091,944,10,14,29,247,318,67,23,21,20,25,38,25,24,20,17,17,18,9,2
N00004092,277,19,11,16,18,7,15,19,27,18,21,17,15,12,15,13,12,11,6,5
N00004093,373,21,13,11,9,14,36,25,27,25,27,22,30,23,12,22,24,15,12,5
N00004094,563,35,44,37,38,31,34,51,43,44,43,24,24,28,18,31,18,12,6,2
N00004095,355,20,21,18,24,20,23,14,18,21,21,23,13,18,18,13,20,14,18,18
N00004096,246,12,14,20,20,17,12,14,19,21,19,17,14,12,9,11,2,8,4,1
N00004097,539,60,45,50,48,43,52,34,39,33,27,14,17,18,21,11,7,15,5,0
N00004098,278,15,18,16,18,23,19,15,23,21,23,19,15,21,4,9,8,2,8,1
N00004099,544,46,26,14,25,41,78,75,33,25,23,34,33,17,30,13,10,9,9,3
N00004100,319,25,19,14,28,22,18,27,20,18,15,29,23,11,16,10,7,8,5,4
N00004101,207,7,5,4,7,9,10,8,17,4,8,20,10,24,17,20,11,16,7,3
N00004102,347,48,31,18,14,19,37,24,24,18,16,26,14,22,12,10,7,1,5,1
N00004103,182,4,4,5,4,18,15,8,14,6,14,9,14,12,14,16,13,1,9,2
N00004104,191,6,10,7,17,8,10,9,12,10,19,15,11,5,7,14,14,7,8,2
N00004105,193,0,1,2,6,5,8,10,12,12,21,33,22,17,16,10,12,2,4,0
N00004106,217,5,9,5,9,17,17,15,17,15,19,19,18,18,4,13,5,5,5,2
N00004107,207,8,2,8,13,5,7,10,16,17,10,17,16,10,19,12,16,15,5,1
N00004108,268,20,12,19,15,17,28,19,9,22,16,12,17,13,11,10,12,12,2,2
N00004109,259,15,11,14,14,7,12,20,15,14,14,16,13,18,12,21,14,20,7,2
N00004110,313,19,17,20,19,14,16,29,30,23,19,18,21,27,14,11,10,4,2,0
N00004111,341,7,10,14,25,19,17,12,13,16,22,32,46,41,41,15,7,2,2,0
N00004112,413,21,23,21,32,32,6,21,16,24,39,61,48,39,12,9,5,3,1,0
N00004113,663,45,49,43,43,41,31,35,46,62,51,72,41,42,32,12,1,6,8,3
N00004114,305,29,17,29,14,15,22,23,27,35,21,16,14,14,16,8,4,0,1,0
N00004115,404,31,31,38,43,20,32,25,46,33,34,28,16,14,8,4,1,0,0,0
N00004116,706,49,62,73,73,45,19,24,56,78,94,70,32,13,9,5,3,1,0,0
N00004117,515,18,37,72,59,32,21,13,37,54,68,46,29,14,5,5,4,0,1,0
N00004118,300,12,18,16,26,16,10,18,21,21,30,27,15,26,20,10,8,3,2,1
N00004119,326,28,27,15,19,16,16,23,28,29,25,18,17,29,14,10,7,3,2,0
N00004120,259,18,11,13,11,14,17,29,21,16,18,19,10,4,8,5,7,14,12,12
N00004121,370,14,20,39,37,30,21,21,22,28,35,37,24,13,10,11,4,3,1,0
N00004122,379,25,29,21,31,26,14,18,45,28,41,41,17,21,9,5,3,3,2,0
N00004123,351,13,12,7,20,23,7,11,17,22,20,30,37,30,30,18,18,18,13,5
N00004124,308,14,26,21,17,11,13,18,18,23,24,27,21,23,13,16,9,5,7,2
N00004125,354,18,18,19,18,21,4,18,17,33,29,31,17,28,26,21,6,10,12,8
N00004126,292,11,21,24,28,10,10,15,14,23,29,23,14,15,11,10,14,9,8,3
N00004127,324,21,32,14,17,13,11,10,21,26,24,33,18,21,19,12,9,9,7,7
N00004128,425,21,27,34,26,13,13,19,20,34,28,29,26,28,19,14,14,17,25,18
N00004129,308,16,13,18,28,11,6,7,20,25,25,22,22,29,23,9,7,15,8,4
N00004130,290,18,17,23,14,6,14,17,12,30,22,19,17,23,22,17,3,8,4,4
N00004131,289,13,18,19,8,6,8,9,16,18,18,25,29,21,32,14,15,16,4,0
N00004132,328,21,21,21,19,11,14,20,15,18,21,21,23,27,38,11,14,6,4,3
N00004133,312,25,16,14,24,16,20,14,13,27,22,21,28,25,17,8,9,9,4,0
N00004134,317,9,18,12,19,26,7,9,10,13,29,21,25,53,28,21,6,3,5,3
N00004135,345,19,23,19,22,22,21,21,24,15,26,30,24,25,13,18,9,12,2,0
N00004136,402,14,14,20,35,25,14,11,12,19,30,42,43,43,40,19,11,6,3,1
N00004137,376,11,12,29,27,24,9,9,10,12,42,31,35,54,40,14,9,6,2,0
N00004138,352,41,20,19,22,18,25,37,37,33,26,20,13,17,13,5,4,0,2,0
N00004139,686,39,46,37,39,36,37,39,38,51,50,49,64,63,47,20,10,14,6,1
N00004140,410,35,20,25,27,20,24,26,26,38,44,38,31,25,13,6,6,4,2,0
N00004141,296,8,18,20,15,23,11,4,18,27,26,29,21,23,12,15,11,7,5,3
N00004142,356,19,14,15,28,13,12,11,21,32,25,27,18,20,19,19,19,16,18,10
N00004143,327,12,18,21,32,16,12,16,18,24,24,22,26,36,32,6,7,3,2,0
N00004144,590,46,43,39,42,40,37,43,54,42,50,40,25,26,18,12,12,14,5,2
N00004145,305,21,17,22,16,14,14,18,21,34,23,16,19,22,18,14,10,3,3,0
N00004146,360,24,31,27,30,25,21,21,24,39,30,26,27,22,5,4,4,0,0,0
N00004147,352,23,27,30,33,19,23,26,30,34,39,22,16,12,11,3,3,1,0,0
N00004148,215,2,3,6,8,9,11,4,8,17,13,12,15,17,21,11,19,22,12,5
N00004149,276,8,7,10,14,16,11,7,12,12,15,18,23,25,40,15,18,13,9,3
N00004150,499,27,21,26,26,31,29,23,29,33,35,21,31,46,31,26,16,26,15,7
N00004151,273,10,10,5,16,13,21,10,19,11,13,16,19,29,30,18,12,14,7,0
N00004152,237,12,10,7,16,6,18,12,15,20,10,16,6,18,13,12,18,20,5,3
N00004153,352,10,16,15,21,23,19,17,12,19,26,41,27,30,35,15,15,7,2,2
N00004154,253,2,8,14,15,24,10,12,4,11,24,27,29,21,20,12,10,7,2,1
N00004155,290,18,10,13,23,22,31,24,12,19,24,20,11,20,10,12,13,6,1,1
N00004156,232,23,16,14,10,15,26,5,18,16,23,12,4,18,9,9,8,2,4,0
N00004157,473,30,26,23,39,37,30,28,24,21,35,29,41,36,28,22,11,12,1,0
N00004158,418,26,15,26,30,15,17,36,34,27,18,45,26,30,34,21,10,6,2,0
N00004159,130,7,11,9,6,12,6,3,5,6,9,8,6,6,11,6,9,7,2,1
N00004160,202,15,13,11,13,13,18,15,14,11,12,13,14,12,11,5,4,7,1,0
N00004161,299,41,30,31,20,10,34,20,23,20,12,11,11,13,8,5,6,2,2,0
N00004162,202,13,14,19,9,11,15,16,14,11,10,18,13,8,12,2,6,6,2,3
N00004163,388,24,31,29,27,18,16,13,35,40,28,35,35,22,12,12,4,3,3,1
N00004164,407,37,22,30,34,26,23,32,44,48,44,28,13,11,10,3,0,1,1,0
N00004165,424,65,33,32,25,21,39,49,51,37,26,16,10,7,7,4,2,0,0,0
N00004166,252,9,12,13,11,20,16,20,18,23,19,18,17,20,18,3,9,5,0,1
N00004167,379,31,23,29,13,30,50,34,25,27,23,17,7,12,19,11,12,10,4,2
N00004168,204,24,8,5,5,26,12,11,10,7,7,9,19,15,11,11,6,11,2,5
N00004169,313,18,9,12,23,10,18,13,20,21,28,28,30,40,13,11,8,9,0,2
N00004170,292,10,12,17,22,11,20,22,17,19,29,29,21,13,14,13,14,1,7,1
N00004171,309,10,11,7,12,14,13,7,7,10,14,18,36,44,40,25,13,14,11,3
N00004172,247,5,5,11,12,14,8,8,8,13,20,18,25,14,20,18,17,15,10,6
N00004173,259,19,5,9,14,13,18,28,14,14,19,9,22,26,17,12,8,4,4,4
N00004174,273,11,19,20,16,11,7,7,16,19,27,12,14,25,23,17,12,8,4,5
N00004175,280,18,12,16,14,26,12,13,17,21,25,24,21,17,17,5,11,7,4,0
N00004176,406,21,19,12,14,6,9,6,20,20,18,15,27,31,34,26,42,41,34,11
N00004177,156,7,11,5,6,1,2,5,8,7,12,10,14,6,14,7,12,11,12,6
N00004178,310,20,30,18,20,14,14,17,22,37,17,18,17,23,11,7,5,6,12,2
N00004179,344,17,11,17,25,17,10,16,18,20,32,28,17,20,22,19,21,20,6,8
N00004180,273,13,17,8,12,9,12,16,17,15,22,19,21,21,24,25,15,4,2,1
N00004181,267,9,18,14,19,19,10,15,9,17,21,21,30,21,8,13,7,10,4,2
N00004182,341,12,13,25,25,20,18,11,12,26,31,25,23,29,27,15,10,5,7,7
N00004183,98,0,0,0,0,1,1,2,3,2,9,9,10,4,9,21,12,6,6,3
N00004184,260,18,16,13,9,5,12,11,19,20,13,15,16,14,18,15,18,24,4,0
N00004185,702,22,21,41,31,28,33,27,37,42,45,48,49,61,74,50,24,36,17,16
N00004186,305,15,15,14,11,11,18,24,13,21,12,25,18,19,30,9,27,13,6,4
N00004187,382,10,13,21,10,8,7,15,16,19,18,19,22,32,25,35,37,28,34,13
N00004188,289,18,22,10,13,23,23,17,24,20,24,18,22,14,13,8,6,7,6,1
N00004189,212,6,7,8,8,6,7,8,6,12,11,9,17,23,22,16,26,10,7,3
N00004190,486,28,20,18,12,24,19,14,22,18,25,31,28,36,31,35,31,33,33,28
N00004191,598,46,26,31,31,29,23,29,55,34,45,60,37,40,39,17,16,19,15,6
N00004192,295,13,13,13,18,19,21,24,15,17,15,33,24,15,10,13,11,13,8,0
N00004193,290,26,16,17,17,4,15,17,22,25,18,14,18,24,10,8,17,13,9,0
N00004194,265,12,15,4,17,11,7,17,6,16,22,15,11,18,31,16,12,10,14,11
N00004195,276,26,21,17,20,22,20,16,25,25,12,11,14,18,14,7,2,2,3,1
N00004196,1009,86,98,105,55,45,41,58,98,125,95,54,41,41,37,15,3,4,4,4
N00004197,245,30,32,18,8,21,21,14,22,18,18,8,12,6,6,7,3,1,0,0
N00004198,247,17,26,23,17,20,31,24,7,15,17,14,4,6,12,3,3,6,1,1
N00004199,798,61,64,70,70,47,47,71,68,75,78,46,31,20,27,5,15,2,1,0
N00004200,395,25,48,47,30,6,14,21,36,43,33,30,17,16,11,10,2,4,2,0
N00004201,327,23,18,24,34,22,31,26,21,35,39,16,6,8,8,9,5,1,1,0
N00004202,342,33,23,16,16,17,35,35,35,26,25,23,20,13,8,8,2,5,1,1
N00004203,373,34,21,26,16,15,33,31,31,26,20,16,21,15,12,11,11,10,17,7
N00004204,314,22,17,17,24,27,18,29,17,19,29,25,16,21,19,8,2,2,1,1
N00004205,285,20,15,23,24,27,19,14,24,24,20,18,12,16,15,4,6,3,1,0
N00004206,283,27,27,27,22,14,18,25,20,21,20,12,8,5,9,9,11,3,4,1
N00004207,331,20,19,30,24,9,11,18,25,22,30,19,35,26,17,8,10,3,3,2
N00004208,484,70,35,32,22,29,69,52,37,39,21,22,23,18,13,1,1,0,0,0
N00004209,648,40,48,44,42,28,35,44,73,59,44,45,53,29,28,12,11,12,1,0
N00004210,312,25,15,13,17,12,31,24,19,17,21,15,23,26,17,13,11,7,5,1
N00004211,674,68,33,31,21,54,119,95,60,44,24,28,35,25,19,11,4,1,1,1
N00004212,1948,192,160,131,105,120,193,244,227,161,121,83,75,51,48,16,3,11,5,2
N00004213,321,17,27,20,20,26,27,22,24,19,15,13,18,17,21,9,13,5,4,4
N00004214,280,28,14,13,20,32,30,18,14,15,30,17,15,9,10,3,6,2,1,3
N00004215,324,26,30,28,28,14,30,35,28,28,27,10,6,13,9,4,6,0,1,1
N00004216,420,37,20,20,22,30,49,45,30,32,22,24,22,19,14,11,6,10,5,2
N00004217,247,12,12,18,17,17,20,19,15,20,20,12,14,9,9,9,14,7,3,0
N00004218,274,28,19,16,17,19,25,19,27,25,16,10,14,16,11,4,8,0,0,0
N00004219,318,9,16,21,27,21,4,2,13,27,31,31,30,21,27,19,10,5,2,2
N00004220,298,8,12,17,26,9,5,12,11,25,24,14,13,39,27,24,14,12,5,1
N00004221,325,9,11,17,33,15,7,5,8,18,35,29,33,30,27,26,10,6,4,2
N00004222,335,11,18,15,19,20,3,6,19,29,31,37,31,17,22,20,17,8,8,4
N00004223,261,15,15,21,12,10,10,10,17,23,15,18,21,19,23,11,7,11,2,1
N00004224,302,19,16,12,24,9,9,7,16,19,25,18,25,26,29,13,18,12,3,2
N00004225,270,7,8,13,19,17,6,10,8,12,23,18,32,27,17,19,17,10,4,3
N00004226,431,13,21,28,30,30,31,34,28,23,29,27,28,34,25,20,18,10,2,0
N00004227,265,9,9,18,10,6,11,14,14,18,18,25,19,23,32,19,9,3,4,4
N00004228,732,54,49,46,26,17,32,28,59,58,51,57,34,65,50,36,28,16,20,6
N00004229,326,26,21,10,17,12,13,18,28,23,16,20,25,31,21,17,12,7,6,3
N00004230,286,12,13,16,16,3,9,7,14,13,28,19,24,29,33,19,15,9,5,2
N00004231,306,15,17,23,12,7,5,12,9,21,22,19,17,41,32,20,11,15,8,0
N00004232,246,4,5,10,9,8,8,5,14,8,19,12,19,31,24,25,29,6,7,3
N00004233,347,15,18,13,9,9,12,20,15,17,15,27,16,35,28,26,27,11,14,20
N00004234,262,7,11,12,11,12,8,7,9,13,13,21,20,24,32,20,14,18,7,3
N00004235,294,12,21,16,9,12,11,4,15,18,21,24,29,36,27,18,11,6,1,3
N00004236,309,11,24,30,25,12,11,13,11,17,29,22,18,29,25,8,14,5,4,1
N00004237,278,19,19,15,11,13,13,13,11,20,17,26,16,15,21,22,11,10,4,2
N00004238,346,13,24,19,21,23,26,10,15,37,19,28,27,25,16,10,14,10,6,3
N00004239,272,10,11,18,13,13,13,7,9,16,14,19,23,32,30,24,13,4,3,0
N00004240,340,20,16,16,20,11,19,10,16,15,19,33,23,21,18,20,10,19,15,19
N00004241,274,13,10,17,17,18,8,11,19,19,21,23,24,15,25,14,8,7,2,3
N00004242,364,15,12,15,22,16,12,6,13,18,27,25,23,37,30,33,17,11,12,20
N00004243,279,21,20,20,16,19,26,19,21,10,17,15,14,13,11,18,9,6,3,1
N00004244,194,4,14,9,17,8,8,13,14,10,13,15,11,11,14,9,4,10,5,5
N00004245,334,17,14,5,11,19,34,28,27,27,20,27,21,26,21,9,11,8,8,1
N00004246,322,14,14,26,28,13,23,12,13,31,30,16,15,24,26,14,10,7,4,2
N00004247,315,17,18,7,13,22,16,24,18,15,18,29,22,37,31,10,10,4,3,1
N00004248,236,13,16,7,11,21,20,10,16,14,20,17,10,10,11,15,8,7,5,5
N00004249,258,13,5,7,10,10,20,8,16,18,17,22,19,18,21,12,21,10,9,2
N00004250,244,14,18,18,12,13,25,27,21,13,14,15,12,17,11,9,2,1,2,0
N00004251,267,18,14,11,12,24,33,33,17,19,20,15,15,9,14,8,3,1,1,0
N00004252,302,14,7,11,17,22,13,9,15,12,20,24,35,45,20,16,9,8,3,2
N00004253,293,12,10,15,12,19,9,14,13,15,25,18,22,28,37,17,11,5,7,4
N00004254,284,6,19,14,18,14,10,11,12,23,20,36,17,29,22,12,11,8,1,1
N00004255,219,5,12,7,2,11,8,6,16,6,18,12,20,23,27,14,19,7,5,1
N00004256,860,40,37,24,32,27,23,38,42,67,63,59,62,89,115,53,43,23,18,5
N00004257,226,8,4,2,4,4,6,5,10,8,11,10,11,21,31,26,28,18,14,5
N00004258,308,14,13,16,9,16,18,19,13,15,22,20,25,21,26,24,15,15,4,3
N00004259,199,3,6,3,8,7,9,8,9,5,17,20,24,18,19,14,13,9,4,3
N00004260,314,14,10,13,11,13,16,13,13,24,14,19,28,32,41,25,12,11,3,2
N00004261,233,13,8,8,10,17,16,18,14,23,9,16,17,24,11,11,10,6,2,0
N00004262,281,19,9,10,20,37,39,20,22,24,21,19,9,13,7,4,6,0,1,1
N00004263,226,11,7,8,6,15,24,18,28,17,23,13,18,16,8,7,0,3,3,1
N00004264,533,27,16,20,31,34,72,46,34,56,53,29,26,28,21,16,10,7,4,3
N00004265,222,12,10,9,13,26,17,25,18,14,11,12,13,15,10,4,7,1,4,1
N00004266,324,17,17,20,24,15,10,10,24,29,23,24,20,18,32,18,8,7,7,1
N00004267,562,35,28,21,26,37,41,32,47,49,48,47,31,33,36,13,16,14,5,3
N00004268,324,20,16,24,24,17,16,13,27,21,33,31,20,16,24,5,3,3,8,3
N00004269,317,21,17,15,20,31,25,24,25,27,21,26,17,14,10,7,7,6,4,0
N00004270,461,14,17,14,31,91,63,30,34,30,29,22,18,21,16,9,7,7,6,2
N00004271,291,18,12,18,20,19,19,17,9,26,25,18,21,16,12,12,6,14,5,4
N00004272,252,13,7,11,18,16,36,33,19,23,14,18,14,11,4,2,7,3,3,0
N00004273,397,6,11,9,13,23,13,23,10,18,21,30,40,20,26,17,27,34,30,26
N00004274,296,28,11,22,16,20,30,27,23,27,16,17,19,15,14,7,3,1,0,0
N00004275,277,15,11,17,15,14,21,35,20,34,16,15,18,6,20,8,4,2,4,2
N00004276,458,25,32,34,38,20,17,12,25,34,54,31,22,35,27,16,21,9,5,1
N00004277,309,15,26,19,9,12,16,7,17,29,9,23,26,25,20,22,20,9,4,1
N00004278,271,10,16,16,14,16,17,11,14,15,31,19,22,17,17,6,10,8,6,6
N00004279,325,16,22,21,16,13,10,10,23,23,15,28,32,35,24,17,11,4,5,0
N00004280,318,22,25,19,16,10,12,18,22,32,29,22,14,26,21,9,9,6,4,2
N00004281,424,16,30,37,24,13,12,9,22,42,37,39,31,20,33,22,18,13,4,2
N00004282,229,6,7,10,7,9,7,14,11,16,21,16,17,25,16,11,12,14,6,4
N00004283,340,24,20,24,20,20,14,16,18,36,26,35,22,13,19,11,12,7,3,0
N00004284,364,14,16,19,23,19,13,16,18,16,31,23,41,33,27,27,16,7,5,0
N00004285,358,11,20,24,27,20,11,5,16,20,31,32,28,22,23,16,19,16,12,5
N00004286,317,17,28,17,17,13,6,7,21,24,32,35,24,15,25,14,12,4,5,1
N00004287,615,45,32,42,56,41,42,32,34,39,45,52,35,23,30,16,18,17,11,5
N00004288,220,14,14,15,12,13,18,20,16,12,17,15,15,6,7,4,10,3,5,4
N00004289,220,18,15,8,10,18,15,19,9,10,20,18,15,15,9,5,5,7,3,1
N00004290,583,27,21,22,25,33,28,33,23,48,36,43,40,28,31,24,42,36,27,16
N00004291,343,17,14,21,15,20,16,21,28,30,40,36,26,13,17,8,7,11,3,0
N00004292,204,15,22,15,10,17,12,16,13,18,8,14,14,10,6,4,3,6,1,0
N00004293,236,13,12,8,5,11,24,27,12,9,16,14,14,11,16,12,15,8,8,1
N00004294,1013,151,73,54,64,204,182,120,87,44,14,9,4,3,2,1,0,0,0,1
N00004295,271,10,11,8,8,8,7,3,8,14,5,25,25,22,29,28,26,19,10,5
N00004296,348,19,15,21,17,9,9,14,17,27,20,10,9,19,29,26,28,16,25,18
N00004297,329,18,10,14,19,11,19,22,23,29,33,24,29,21,15,12,15,5,10,0
N00004298,391,29,26,32,20,21,12,12,16,33,38,23,30,39,27,17,9,5,1,1
N00004299,540,26,29,22,25,38,20,17,39,31,34,50,43,46,39,19,20,15,13,14
N00004300,175,0,0,2,6,3,5,0,2,3,7,9,15,19,16,24,34,15,9,6
N00004301,362,19,21,25,26,6,10,8,15,35,25,21,28,26,27,29,23,11,2,5
N00004302,430,14,9,27,42,12,7,7,16,24,44,34,35,30,49,37,20,12,8,3
N00004303,270,17,11,18,16,16,12,10,19,21,30,24,20,26,14,11,4,1,0,0
N00004304,308,12,12,14,19,15,11,8,17,20,20,30,28,41,31,12,10,6,2,0
N00004305,253,17,13,6,13,12,10,17,16,22,17,11,22,19,23,15,11,7,2,0
N00004306,390,28,14,11,9,31,43,40,35,31,27,29,28,19,9,7,10,6,10,3
N00004307,254,16,12,12,15,22,19,25,23,28,13,14,11,4,10,12,11,2,5,0
N00004308,262,14,8,19,17,14,21,18,10,13,27,17,16,22,14,19,10,2,0,1
N00004309,235,7,7,6,8,12,6,10,11,11,14,10,20,24,28,16,15,22,6,2
N00004310,243,20,8,11,9,12,14,16,14,18,13,17,11,19,14,19,13,8,5,2
N00004311,215,14,11,6,11,21,20,32,16,16,12,7,11,6,8,7,10,3,3,1
N00004312,304,10,11,20,21,19,28,11,22,30,36,17,21,13,13,10,7,9,6,0
N00004313,323,22,17,7,13,19,23,29,29,18,27,22,23,8,8,8,11,14,11,14
N00004314,616,45,27,16,15,37,83,88,60,31,33,32,28,34,28,17,19,7,10,6
N00004315,240,14,12,19,23,16,20,15,17,21,19,8,7,11,10,10,7,9,1,1
N00004316,285,31,21,9,15,14,24,34,31,15,12,18,23,11,8,7,8,1,2,1
N00004317,269,26,13,7,10,16,33,34,27,26,15,6,8,3,11,7,13,8,4,2
N00004318,256,18,14,12,19,12,17,27,22,16,22,19,9,9,13,6,10,9,2,0
N00004319,285,25,15,9,19,17,20,30,22,30,24,14,13,15,18,8,4,1,1,0
N00004320,362,28,8,10,10,37,37,31,18,19,21,26,21,33,22,13,10,10,4,4
N00004321,650,22,25,42,36,39,27,24,23,38,44,53,62,76,66,20,16,15,18,4
N00004322,324,22,15,12,14,25,18,25,23,14,20,21,27,21,31,12,10,10,4,0
N00004323,362,22,27,22,20,16,18,26,23,40,28,22,16,35,23,12,3,5,1,3
N00004324,247,10,15,8,9,6,17,10,16,12,11,13,16,14,26,15,20,18,6,5
N00004325,271,12,10,21,9,19,15,10,9,21,23,16,19,13,27,15,16,8,6,2
N00004326,287,8,12,17,12,6,14,18,18,15,26,15,19,22,26,23,13,12,10,1
N00004327,274,10,7,16,16,13,9,13,8,24,20,23,16,22,28,17,11,14,7,0
N00004328,290,21,11,13,21,8,18,13,22,23,12,17,17,26,33,13,13,3,3,3
N00004329,274,21,18,11,22,15,23,16,19,22,22,20,13,14,13,13,4,3,2,3
N00004330,290,15,15,16,30,15,11,11,24,27,28,21,17,16,14,11,12,3,3,1
N00004331,299,29,16,15,15,7,30,26,19,28,18,12,14,28,14,8,5,5,8,2
N00004332,331,20,21,14,9,17,22,23,29,19,16,24,11,14,21,14,15,15,11,16
N00004333,257,12,9,12,21,22,23,22,6,12,10,21,18,21,11,12,7,12,4,2
N00004334,231,17,12,13,12,10,13,17,16,18,15,21,18,10,11,14,2,8,3,1
N00004335,220,15,7,8,12,18,14,14,11,10,16,24,18,4,7,9,12,13,4,4
N00004336,318,26,22,36,25,28,27,19,19,20,29,21,11,6,4,11,5,1,7,1
N00004337,249,13,18,17,20,10,9,19,21,22,19,5,10,12,10,11,15,7,7,4
N00004338,369,22,22,29,36,14,24,16,16,35,19,23,27,30,16,19,10,7,2,2
N00004339,539,41,55,43,42,21,26,30,56,45,31,36,22,21,20,18,18,5,5,4
N00004340,440,32,37,42,32,21,15,30,31,38,37,27,14,27,19,15,10,8,4,1
N00004341,433,30,28,39,30,32,28,30,25,34,30,36,22,25,18,9,8,5,2,2
N00004342,727,53,52,59,60,44,48,45,53,52,49,33,38,34,25,26,25,18,8,5
N00004343,269,18,19,13,17,18,24,20,17,17,22,27,20,12,11,9,2,3,0,0
N00004344,273,5,4,13,10,23,18,7,5,6,28,30,22,21,18,19,10,16,7,11
N00004345,438,17,21,15,34,20,28,30,17,19,29,31,30,26,15,23,18,22,27,16
N00004346,378,32,31,28,30,22,30,19,34,27,25,28,17,27,15,4,6,2,1,0
N00004347,459,32,29,49,34,26,33,21,28,37,31,34,25,17,21,14,12,12,4,0
N00004348,214,6,12,7,14,12,18,11,9,16,17,12,13,10,13,6,16,10,8,4
N00004349,252,12,16,7,18,19,28,17,13,15,14,21,21,17,10,6,6,6,4,2
N00004350,1152,100,102,75,67,60,58,64,111,84,82,76,74,60,60,32,22,16,5,4
N00004351,539,62,41,44,39,35,33,42,44,31,34,28,22,28,28,13,6,8,1,0
N00004352,607,57,50,48,54,31,33,53,53,44,35,35,28,27,18,17,9,9,3,3
N00004353,492,44,33,38,37,28,28,33,36,51,30,26,22,33,16,9,11,9,5,3
N00004354,387,38,26,32,29,19,24,21,24,36,24,20,24,26,13,15,7,6,2,1
N00004355,353,17,16,10,12,28,26,19,23,15,17,18,32,34,33,27,12,5,7,2
N00004356,286,12,11,12,17,20,23,12,15,25,22,29,19,18,11,18,12,5,5,0
N00004357,1457,121,120,114,99,91,99,110,113,124,102,91,80,56,45,32,21,25,11,3
N00004358,298,14,19,12,24,14,27,18,9,20,18,28,21,31,24,5,1,8,4,1
N00004359,1095,124,107,80,66,74,115,114,94,85,56,43,48,28,16,22,7,2,6,8
N00004360,494,21,25,26,22,29,30,12,24,18,38,51,30,29,22,34,47,22,10,4
N00004361,505,19,17,19,26,35,40,30,31,27,33,36,41,37,25,33,27,15,8,6
N00004362,676,29,43,36,30,30,53,32,45,52,45,53,46,48,39,23,30,17,14,11
N00004363,472,31,28,41,38,43,23,27,28,32,42,38,26,28,7,11,14,9,5,1
N00004364,418,28,30,30,35,33,24,25,26,27,41,16,30,22,15,15,11,5,5,0
