GeographyCode,QS404NI0001,QS404NI0002,QS404NI0003,QS404NI0004,QS404NI0005,QS404NI0006,QS404NI0007
N00001464,28,27,0,1,0,0,0
N00001465,54,48,0,0,0,5,1
N00001466,28,26,0,1,0,1,0
N00001467,41,39,0,0,0,1,1
N00001468,14,13,0,0,0,1,0
N00001469,21,16,0,1,0,3,1
N00001470,6,6,0,0,0,0,0
N00001471,7,6,0,0,0,1,0
N00001472,53,45,0,0,1,7,0
N00001473,21,12,0,0,1,6,2
N00001474,39,35,1,1,0,2,0
N00001475,30,28,0,0,0,1,1
N00001476,24,20,1,0,0,1,2
N00001477,34,32,0,0,0,0,2
N00001478,27,26,0,0,0,0,1
N00001479,30,27,0,1,0,1,1
N00001480,83,14,0,20,37,9,3
N00001481,28,7,0,19,1,0,1
N00001482,27,26,0,0,1,0,0
N00001483,23,18,0,2,0,1,2
N00001484,15,7,0,5,1,0,2
N00001485,21,19,0,1,0,1,0
N00001486,27,24,0,2,0,0,1
N00001487,43,40,0,1,0,2,0
N00001488,18,17,0,0,0,1,0
N00001489,41,39,0,1,0,0,1
N00001490,25,16,0,1,0,8,0
N00001491,82,14,0,5,59,1,3
N00001492,14,9,0,5,0,0,0
N00001493,16,16,0,0,0,0,0
N00001494,19,16,0,1,1,1,0
N00001495,24,17,0,4,0,0,3
N00001496,27,13,0,0,4,7,3
N00001497,15,14,0,0,0,1,0
N00001498,32,8,0,12,5,3,4
N00001499,22,6,0,8,3,3,2
N00001500,18,7,0,5,5,0,1
N00001501,43,17,0,17,2,3,4
N00001502,33,18,0,12,0,1,2
N00001503,28,11,0,12,0,1,4
N00001504,16,5,0,9,0,1,1
N00001505,23,10,0,5,1,4,3
N00001506,23,16,0,0,0,6,1
N00001507,30,6,0,18,0,0,6
N00001508,9,6,0,0,1,1,1
N00001509,65,11,0,10,35,4,5
N00001510,23,18,0,2,1,2,0
N00001511,64,10,0,8,33,5,8
N00001512,20,7,0,2,9,2,0
N00001513,15,7,0,3,2,3,0
N00001514,29,24,0,3,0,2,0
N00001515,62,61,0,0,0,0,1
N00001516,82,80,0,1,0,0,1
N00001517,70,70,0,0,0,0,0
N00001518,43,41,0,0,2,0,0
N00001519,38,20,0,15,2,1,0
N00001520,21,5,0,16,0,0,0
N00001521,26,5,0,17,1,0,3
N00001522,33,27,0,4,0,0,2
N00001523,27,5,0,14,6,1,1
N00001524,27,3,0,20,0,0,4
N00001525,33,24,0,6,0,0,3
N00001526,33,14,0,17,0,1,1
N00001527,33,23,0,5,0,1,4
N00001528,23,19,0,1,0,2,1
N00001529,34,25,0,6,1,0,2
N00001530,61,60,0,0,0,1,0
N00001531,19,11,0,7,0,0,1
N00001532,20,18,0,2,0,0,0
N00001533,67,53,0,11,1,1,1
N00001534,33,20,0,12,0,0,1
N00001535,22,7,0,10,4,0,1
N00001536,24,17,1,4,0,0,2
N00001537,36,14,0,19,1,0,2
N00001538,37,36,1,0,0,0,0
N00001539,19,12,1,5,0,0,1
N00001540,24,11,0,10,2,1,0
N00001541,37,12,0,6,17,0,2
N00001542,39,23,0,15,0,0,1
N00001543,40,19,0,14,0,3,4
N00001544,35,25,0,9,0,0,1
N00001545,23,15,0,5,2,0,1
N00001546,14,10,0,1,0,1,2
N00001547,17,13,0,3,1,0,0
N00001548,29,9,0,0,13,6,1
N00001549,18,7,0,1,8,1,1
N00001550,24,12,0,5,5,2,0
N00001551,20,14,0,2,2,0,2
N00001552,43,25,0,2,11,3,2
N00001553,53,1,0,6,38,6,2
N00001554,33,22,0,2,5,3,1
N00001555,20,6,0,12,0,0,2
N00001556,17,13,0,2,0,1,1
N00001557,29,7,0,16,2,1,3
N00001558,8,7,0,0,1,0,0
N00001559,38,18,0,2,13,3,2
N00001560,10,9,0,0,1,0,0
N00001561,12,10,0,1,1,0,0
N00001562,14,6,0,1,6,1,0
N00001563,64,4,0,1,55,0,4
N00001564,29,16,1,2,5,4,1
N00001565,37,22,1,10,0,1,3
N00001566,29,18,0,8,1,1,1
N00001567,28,16,0,11,0,1,0
N00001568,15,11,0,2,0,1,1
N00001569,27,19,0,4,0,4,0
N00001570,41,10,1,14,13,1,2
N00001571,22,7,0,12,2,0,1
N00001572,16,6,0,8,0,1,1
N00001573,15,9,0,4,1,0,1
N00001574,21,8,0,11,0,0,2
N00001575,16,11,0,5,0,0,0
N00001576,19,11,0,8,0,0,0
N00001577,17,10,0,5,0,0,2
N00001578,20,9,0,8,0,1,2
N00001579,18,13,0,0,0,4,1
N00001580,24,18,0,0,0,5,1
N00001581,29,28,0,0,0,1,0
N00001582,20,14,0,0,1,5,0
N00001583,11,8,0,0,0,3,0
N00001584,28,13,1,12,0,1,1
N00001585,5,5,0,0,0,0,0
N00001586,42,24,0,0,11,5,2
N00001587,14,12,0,0,0,0,2
N00001588,10,4,0,0,4,1,1
N00001589,29,21,0,0,3,5,0
N00001590,17,13,0,0,0,2,2
N00001591,1,0,0,0,0,0,1
N00001592,40,12,0,7,20,0,1
N00001593,4,4,0,0,0,0,0
N00001594,9,6,0,1,1,1,0
N00001595,5,2,0,1,0,2,0
N00001596,8,6,0,1,0,1,0
N00001597,7,5,0,0,0,2,0
N00001598,16,7,0,5,0,2,2
N00001599,7,4,0,0,0,3,0
N00001600,15,11,0,2,0,2,0
N00001601,18,16,0,0,0,2,0
N00001602,22,18,0,1,0,2,1
N00001603,32,4,0,1,24,0,3
N00001604,22,11,0,7,0,2,2
N00001605,29,19,0,7,1,0,2
N00001606,15,12,0,1,1,1,0
N00001607,24,11,0,3,6,4,0
N00001608,19,11,0,5,0,2,1
N00001609,10,8,0,0,0,2,0
N00001610,6,3,0,0,3,0,0
N00001611,25,1,0,20,0,0,4
N00001612,33,6,0,23,3,0,1
N00001613,55,17,0,21,8,1,8
N00001614,21,9,0,5,0,3,4
N00001615,44,28,0,5,7,4,0
N00001616,28,13,0,1,10,3,1
N00001617,18,13,0,1,0,3,1
N00001618,20,8,0,8,1,3,0
N00001619,72,14,0,13,30,8,7
N00001620,20,9,0,2,7,1,1
N00001621,24,13,0,1,7,1,2
N00001622,14,6,0,1,6,0,1
N00001623,22,15,0,1,0,4,2
N00001624,31,19,0,2,0,10,0
N00001625,32,26,0,0,0,4,2
N00001626,26,19,0,2,0,5,0
N00001627,30,12,0,0,9,6,3
N00001628,40,15,0,6,11,7,1
N00001629,74,29,0,8,30,3,4
N00001630,22,10,0,2,4,5,1
N00001631,25,8,0,5,8,1,3
N00001632,48,1,0,31,1,2,13
N00001633,24,12,0,1,3,7,1
N00001634,28,14,0,3,6,5,0
N00001635,54,27,0,15,8,0,4
N00001636,28,3,0,5,16,1,3
N00001637,23,3,0,14,3,0,3
N00001638,26,9,0,5,11,1,0
N00001639,19,1,0,3,13,0,2
N00001640,35,8,0,9,9,2,7
N00001641,40,19,0,17,0,3,1
N00001642,56,53,0,0,0,2,1
N00001643,81,59,2,8,1,8,3
N00001644,28,26,0,0,0,1,1
N00001645,43,10,0,29,0,2,2
N00001646,37,26,0,5,0,5,1
N00001647,50,47,0,0,0,0,3
N00001648,42,41,0,0,0,0,1
N00001649,20,18,0,0,0,1,1
N00001650,25,25,0,0,0,0,0
N00001651,14,12,0,0,1,0,1
N00001652,21,19,0,0,1,0,1
N00001653,8,6,0,1,0,1,0
N00001654,15,15,0,0,0,0,0
N00001655,24,22,0,0,0,2,0
N00001656,63,43,0,1,17,1,1
N00001657,48,47,0,0,0,0,1
N00001658,59,35,0,1,21,0,2
N00001659,55,53,0,0,0,0,2
N00001660,43,41,0,0,1,1,0
N00001661,12,12,0,0,0,0,0
N00001662,33,30,1,0,0,0,2
N00001663,38,34,0,0,0,1,3
N00001664,18,17,0,0,0,1,0
N00001665,26,23,1,0,0,1,1
N00001666,27,27,0,0,0,0,0
N00001667,21,19,0,0,0,1,1
N00001668,54,22,0,2,26,1,3
N00001669,33,33,0,0,0,0,0
N00001670,30,11,0,15,1,2,1
N00001671,29,9,0,15,0,1,4
N00001672,18,12,0,5,0,1,0
N00001673,37,20,0,10,0,2,5
N00001674,22,18,0,3,0,0,1
N00001675,27,23,0,2,0,1,1
N00001676,11,9,0,1,0,1,0
N00001677,9,7,0,0,0,2,0
N00001678,32,30,0,0,0,1,1
N00001679,4,4,0,0,0,0,0
N00001680,9,8,0,0,0,0,1
N00001681,37,25,1,8,0,1,2
N00001682,27,25,0,0,0,2,0
N00001683,42,18,0,1,18,1,4
N00001684,22,22,0,0,0,0,0
N00001685,22,20,0,0,0,2,0
N00001686,12,10,1,0,0,1,0
N00001687,29,28,0,0,0,1,0
N00001688,60,25,0,6,25,3,1
N00001689,31,12,0,9,1,3,6
N00001690,41,37,0,3,0,1,0
N00001691,24,12,0,11,0,0,1
N00001692,41,24,0,9,0,3,5
N00001693,46,36,0,0,0,5,5
N00001694,32,31,1,0,0,0,0
N00001695,29,26,0,0,0,2,1
N00001696,44,39,0,0,0,5,0
N00001697,36,32,0,3,0,1,0
N00001698,34,21,0,10,0,0,3
N00001699,23,21,0,1,0,1,0
N00001700,28,18,0,9,0,1,0
N00001701,35,23,0,9,0,2,1
N00001702,48,37,0,2,0,4,5
N00001703,175,89,0,19,36,24,7
N00001704,162,64,0,16,57,15,10
N00001705,21,14,0,1,0,3,3
N00001706,34,34,0,0,0,0,0
N00001707,30,29,0,0,0,1,0
N00001708,38,37,0,0,0,0,1
N00001709,42,27,0,13,0,1,1
N00001710,58,57,0,0,0,0,1
N00001711,37,35,0,0,0,1,1
N00001712,38,28,0,6,0,2,2
N00001713,66,27,0,13,22,3,1
N00001714,68,21,0,34,6,3,4
N00001715,20,13,0,6,0,1,0
N00001716,42,40,0,1,0,0,1
N00001717,23,21,0,0,0,2,0
N00001718,47,41,1,0,0,2,3
N00001719,12,10,0,2,0,0,0
N00001720,39,30,1,3,0,2,3
N00001721,21,15,0,2,0,3,1
N00001722,28,9,0,5,8,4,2
N00001723,27,19,0,5,0,2,1
N00001724,9,7,0,1,0,1,0
N00001725,21,10,0,8,1,1,1
N00001726,39,18,0,17,0,1,3
N00001727,56,21,0,28,0,0,7
N00001728,24,14,0,10,0,0,0
N00001729,39,31,0,4,0,1,3
N00001730,39,31,0,7,0,0,1
N00001731,56,27,0,24,0,1,4
N00001732,28,25,0,0,2,1,0
N00001733,36,25,0,7,0,2,2
N00001734,40,35,0,4,1,0,0
N00001735,45,38,0,2,0,3,2
N00001736,115,24,0,37,40,4,10
N00001737,40,34,0,5,0,1,0
N00001738,56,54,0,0,0,1,1
N00001739,43,41,0,0,0,2,0
N00001740,108,76,0,20,0,2,10
N00001741,43,38,0,3,0,2,0
N00001742,21,16,0,1,0,1,3
N00001743,37,17,0,2,16,2,0
N00001744,15,14,1,0,0,0,0
N00001745,10,10,0,0,0,0,0
N00001746,37,34,1,0,0,1,1
N00001747,71,58,1,9,0,0,3
N00001748,38,34,0,0,0,0,4
N00001749,37,36,0,0,0,1,0
N00001750,28,26,0,0,0,1,1
N00001751,33,33,0,0,0,0,0
N00001752,65,62,0,1,0,1,1
N00001753,28,15,0,12,0,1,0
N00001754,27,26,0,0,0,1,0
N00001755,36,35,0,0,0,0,1
N00001756,49,47,0,0,1,0,1
N00001757,25,23,0,0,0,0,2
N00001758,65,63,0,0,0,1,1
N00001759,50,48,0,0,0,0,2
N00001760,55,48,1,0,2,1,3
N00001761,13,13,0,0,0,0,0
N00001762,40,28,0,9,0,0,3
N00001763,108,89,0,8,7,1,3
N00001764,43,17,0,21,0,1,4
N00001765,125,56,0,60,2,1,6
N00001766,52,40,0,4,7,0,1
N00001767,17,16,0,0,0,0,1
N00001768,14,14,0,0,0,0,0
N00001769,16,16,0,0,0,0,0
N00001770,6,5,0,0,0,1,0
N00001771,5,5,0,0,0,0,0
N00001772,46,44,0,0,0,1,1
N00001773,37,36,0,0,0,0,1
N00001774,24,19,1,0,0,2,2
N00001775,13,13,0,0,0,0,0
N00001776,18,16,0,0,0,2,0
N00001777,41,41,0,0,0,0,0
N00001778,14,14,0,0,0,0,0
N00001779,25,15,0,8,0,0,2
N00001780,28,25,0,0,0,1,2
N00001781,17,16,0,0,0,0,1
N00001782,11,9,0,0,0,0,2
N00001783,31,29,0,1,0,0,1
N00001784,23,16,0,5,0,1,1
N00001785,37,31,0,5,0,0,1
N00001786,52,48,0,1,1,1,1
N00001787,34,15,0,16,0,0,3
N00001788,27,17,0,9,0,0,1
N00001789,6,6,0,0,0,0,0
N00001790,49,47,0,0,0,1,1
N00001791,55,54,0,0,0,0,1
N00001792,15,15,0,0,0,0,0
N00001793,30,29,0,0,0,0,1
N00001794,140,75,1,26,27,5,6
N00001795,20,16,0,0,0,2,2
N00001796,28,21,1,0,0,4,2
N00001797,55,53,0,0,1,0,1
N00001798,14,11,0,1,0,2,0
N00001799,52,50,0,0,0,0,2
N00001800,29,29,0,0,0,0,0
N00001801,16,16,0,0,0,0,0
N00001802,8,8,0,0,0,0,0
N00001803,44,41,0,0,0,2,1
N00001804,48,46,0,0,0,2,0
N00001805,68,64,2,0,0,2,0
N00001806,26,14,0,7,0,2,3
N00001807,23,17,0,5,1,0,0
N00001808,27,22,1,4,0,0,0
N00001809,41,25,0,11,0,0,5
N00001810,49,17,0,23,1,3,5
N00001811,29,15,1,11,0,2,0
N00001812,52,19,0,24,4,1,4
N00001813,59,5,0,9,40,0,5
N00001814,99,60,0,35,0,1,3
N00001815,33,32,0,0,0,1,0
N00001816,84,47,0,11,18,5,3
N00001817,35,33,0,0,0,1,1
N00001818,35,34,0,0,0,1,0
N00001819,40,38,0,1,0,1,0
N00001820,75,40,1,1,28,2,3
N00001821,75,35,0,2,32,6,0
N00001822,45,40,0,0,0,3,2
N00001823,51,47,0,0,0,2,2
N00001824,12,10,0,0,0,1,1
N00001825,31,29,0,0,0,1,1
N00001826,11,10,0,0,0,0,1
N00001827,38,35,0,1,0,2,0
N00001828,27,15,0,0,4,7,1
N00001829,32,25,0,0,3,4,0
N00001830,22,5,0,17,0,0,0
N00001831,13,13,0,0,0,0,0
N00001832,37,18,1,16,0,1,1
N00001833,42,22,0,12,0,4,4
N00001834,41,33,0,3,0,1,4
N00001835,44,24,0,15,0,0,5
N00001836,39,18,0,16,0,0,5
N00001837,45,22,0,20,0,0,3
N00001838,42,14,0,26,0,0,2
N00001839,66,56,0,1,7,1,1
N00001840,17,17,0,0,0,0,0
N00001841,32,31,0,1,0,0,0
N00001842,39,36,1,0,0,2,0
N00001843,25,23,0,1,0,0,1
N00001844,30,27,0,0,0,2,1
N00001845,49,46,0,0,0,3,0
N00001846,52,50,0,0,1,0,1
N00001847,56,55,0,0,0,0,1
N00001848,35,34,0,0,0,0,1
N00001849,44,41,1,1,0,0,1
N00001850,67,62,0,0,0,2,3
N00001851,43,43,0,0,0,0,0
N00001852,54,53,0,0,0,0,1
N00001853,55,51,0,0,0,4,0
N00001854,41,10,0,25,0,1,5
N00001855,48,44,0,3,0,1,0
N00001856,33,20,0,10,0,1,2
N00001857,24,16,0,4,2,1,1
N00001858,39,23,0,13,1,0,2
N00001859,34,17,0,13,0,0,4
N00001860,39,23,0,11,0,1,4
N00001861,27,17,0,7,0,0,3
N00001862,44,38,0,3,0,1,2
N00001863,68,33,1,3,28,1,2
N00001864,55,54,0,0,0,1,0
N00001865,120,118,1,0,0,0,1
N00001866,42,41,0,0,0,1,0
N00001867,34,34,0,0,0,0,0
N00001868,43,41,0,0,0,0,2
N00001869,40,40,0,0,0,0,0
N00001870,37,37,0,0,0,0,0
N00001871,13,13,0,0,0,0,0
N00001872,38,18,3,0,13,2,2
N00001873,16,14,0,0,1,0,1
N00001874,23,23,0,0,0,0,0
N00001875,67,64,0,0,0,1,2
N00001876,38,37,0,0,0,1,0
N00001877,68,66,0,1,0,0,1
N00001878,49,45,2,0,1,1,0
N00001879,45,44,0,0,0,0,1
N00001880,30,27,0,3,0,0,0
N00001881,137,82,0,16,29,7,3
N00001882,55,53,0,1,1,0,0
N00001883,25,15,0,7,0,0,3
N00001884,63,61,0,0,0,0,2
N00001885,46,16,0,23,3,0,4
N00001886,46,12,0,21,5,2,6
N00001887,28,14,0,9,0,4,1
N00001888,65,43,0,5,15,1,1
N00001889,23,9,1,6,2,2,3
N00001890,77,70,0,3,0,1,3
N00001891,45,42,0,1,0,0,2
N00001892,61,59,0,0,0,1,1
N00001893,32,27,0,5,0,0,0
N00001894,79,40,0,9,27,2,1
N00001895,65,31,0,29,1,1,3
N00001896,104,49,0,42,0,3,10
N00001897,35,19,0,13,0,1,2
N00001898,35,30,0,3,0,1,1
N00001899,37,10,0,23,0,0,4
N00001900,42,39,0,1,0,1,1
N00001901,41,39,0,0,0,0,2
N00001902,36,35,0,0,0,0,1
N00001903,22,21,0,0,0,0,1
N00001904,25,14,0,8,0,1,2
N00001905,39,30,0,3,0,1,5
N00001906,52,50,0,0,0,1,1
N00001907,47,43,1,1,0,1,1
N00001908,45,26,0,14,0,0,5
N00001909,25,21,0,1,0,2,1
N00001910,16,16,0,0,0,0,0
N00001911,28,17,0,8,0,1,2
N00001912,62,46,0,4,7,3,2
N00001913,38,37,0,0,0,1,0
N00001914,30,29,0,0,1,0,0
N00001915,67,62,2,0,0,2,1
N00001916,42,33,0,0,4,4,1
N00001917,33,30,0,1,0,0,2
N00001918,36,34,0,0,1,1,0
N00001919,21,9,0,10,0,0,2
N00001920,43,42,0,0,0,0,1
N00001921,35,24,2,6,0,0,3
N00001922,38,22,0,12,0,0,4
N00001923,24,9,0,11,0,0,4
N00001924,13,6,0,4,0,0,3
N00001925,30,18,0,9,0,2,1
N00001926,38,21,0,12,0,1,4
N00001927,24,13,1,8,0,1,1
N00001928,49,38,1,8,0,0,2
N00001929,53,53,0,0,0,0,0
N00001930,29,21,0,6,0,0,2
N00001931,41,35,0,5,0,0,1
N00001932,47,43,0,1,0,2,1
N00001933,37,37,0,0,0,0,0
N00001934,43,31,0,7,0,0,5
N00001935,34,34,0,0,0,0,0
N00001936,41,37,1,0,0,0,3
N00001937,51,47,0,0,0,2,2
N00001938,37,23,0,12,1,0,1
N00001939,47,28,0,10,0,6,3
N00001940,27,26,0,0,0,0,1
N00001941,48,47,0,0,0,0,1
N00001942,42,36,0,1,0,2,3
N00001943,42,37,0,0,0,1,4
N00001944,38,25,0,10,0,2,1
N00001945,43,42,0,0,0,1,0
N00001946,40,26,0,5,0,5,4
N00001947,43,38,1,0,0,2,2
N00001948,11,4,0,7,0,0,0
N00001949,82,76,0,0,0,5,1
N00001950,26,10,0,13,0,0,3
N00001951,35,31,0,0,0,3,1
N00001952,47,44,0,0,0,2,1
N00001953,35,18,0,14,0,1,2
N00001954,38,37,0,1,0,0,0
N00001955,41,37,0,0,0,2,2
N00001956,5,1,0,4,0,0,0
N00001957,18,8,1,8,0,0,1
N00001958,21,9,0,11,0,0,1
N00001959,12,2,0,7,0,0,3
N00001960,15,3,0,10,0,0,2
N00001961,24,22,1,0,0,1,0
N00001962,17,10,1,1,0,5,0
N00001963,10,3,0,5,0,0,2
N00001964,11,5,0,5,1,0,0
N00001965,44,40,0,0,0,4,0
N00001966,47,42,1,0,0,3,1
N00001967,38,33,0,1,0,3,1
N00001968,43,17,0,20,0,2,4
N00001969,70,61,0,0,0,6,3
N00001970,37,20,0,12,0,3,2
N00001971,41,33,0,2,0,3,3
N00001972,56,49,0,0,0,4,3
N00001973,69,21,1,17,19,6,5
N00001974,23,15,1,1,1,3,2
N00001975,36,20,0,7,1,5,3
N00001976,99,32,0,14,41,7,5
N00001977,28,19,0,0,0,9,0
N00001978,50,35,0,6,1,3,5
N00001979,44,20,0,16,0,4,4
N00001980,17,8,0,6,0,1,2
N00001981,28,9,0,11,3,2,3
N00001982,45,25,4,8,0,4,4
N00001983,28,12,0,9,0,2,5
N00001984,34,21,0,8,0,2,3
N00001985,27,8,0,12,0,1,6
N00001986,40,18,0,7,7,3,5
N00001987,18,8,0,8,0,0,2
N00001988,32,20,0,8,0,1,3
N00001989,22,20,0,0,0,1,1
N00001990,35,10,0,21,0,0,4
N00001991,15,3,1,11,0,0,0
N00001992,19,6,0,10,0,2,1
N00001993,41,3,0,25,8,0,5
N00001994,42,32,0,7,1,0,2
N00001995,53,41,0,3,0,3,6
N00001996,44,29,0,12,0,2,1
N00001997,51,43,0,1,0,2,5
N00001998,29,21,3,0,0,4,1
N00001999,50,44,0,0,0,3,3
N00002000,49,48,0,0,0,1,0
N00002001,40,35,0,1,0,0,4
N00002002,47,41,0,4,0,1,1
N00002003,34,32,0,1,0,0,1
N00002004,44,38,0,4,0,0,2
N00002005,52,47,0,2,0,3,0
N00002006,59,44,0,8,0,4,3
N00002007,60,58,0,0,0,0,2
N00002008,121,66,1,20,16,11,7
N00002009,42,24,0,7,0,7,4
N00002010,37,33,0,0,0,2,2
N00002011,43,32,0,0,0,2,9
N00002012,45,37,0,3,0,2,3
N00002013,41,23,0,14,0,3,1
N00002014,77,68,1,5,0,3,0
N00002015,45,31,1,10,0,2,1
N00002016,33,15,0,14,1,0,3
N00002017,48,47,0,0,0,1,0
N00002018,135,119,2,0,0,11,3
N00002019,47,42,0,0,0,3,2
N00002020,50,43,0,0,0,4,3
N00002021,37,32,0,1,0,1,3
N00002022,38,32,0,3,0,2,1
N00002023,39,33,0,1,0,4,1
N00002024,26,20,0,0,0,3,3
N00002025,48,19,0,17,9,2,1
N00002026,31,9,0,19,0,0,3
N00002027,35,25,0,3,0,3,4
N00002028,47,39,0,0,0,5,3
N00002029,31,29,1,0,0,0,1
N00002030,27,15,0,11,0,1,0
N00002031,24,18,0,0,0,4,2
N00002032,47,40,2,0,0,4,1
N00002033,33,28,0,0,0,2,3
N00002034,35,33,0,0,0,2,0
N00002035,25,22,1,0,0,2,0
N00002036,56,46,0,6,0,2,2
N00002037,36,30,0,1,0,4,1
N00002038,41,36,0,2,0,1,2
N00002039,38,18,0,17,1,0,2
N00002040,31,26,0,2,0,1,2
N00002041,35,29,0,0,0,4,2
N00002042,66,62,0,1,0,2,1
N00002043,30,23,0,0,0,6,1
N00002044,88,79,1,0,0,5,3
N00002045,40,34,0,0,0,5,1
N00002046,42,40,1,0,0,1,0
N00002047,48,31,0,7,0,9,1
N00002048,55,13,1,11,23,5,2
N00002049,47,40,0,0,0,3,4
N00002050,35,12,0,19,0,3,1
N00002051,72,45,2,9,2,8,6
N00002052,19,18,0,0,0,1,0
N00002053,37,26,0,9,0,0,2
N00002054,58,49,1,2,0,2,4
N00002055,51,41,0,7,1,1,1
N00002056,44,39,0,0,0,2,3
N00002057,44,37,0,1,0,2,4
N00002058,40,38,0,0,0,1,1
N00002059,39,21,0,12,0,1,5
N00002060,118,69,0,7,17,20,5
N00002061,100,54,0,5,22,13,6
N00002062,44,37,0,4,0,1,2
N00002063,52,49,1,0,0,1,1
N00002064,86,79,0,0,0,5,2
N00002065,43,38,0,0,0,4,1
N00002066,43,35,0,0,0,5,3
N00002067,95,50,0,4,36,3,2
N00002068,47,42,1,1,0,1,2
N00002069,28,22,0,3,0,2,1
N00002070,58,51,0,1,0,4,2
N00002071,58,55,0,0,0,1,2
N00002072,20,17,0,1,0,2,0
N00002073,43,26,0,14,0,0,3
N00002074,74,63,0,5,0,4,2
N00002075,26,22,1,1,0,0,2
N00002076,29,20,0,6,1,1,1
N00002077,39,33,0,1,0,3,2
N00002078,37,14,0,15,0,6,2
N00002079,92,65,0,13,0,10,4
N00002080,33,15,0,17,0,0,1
N00002081,42,12,0,13,0,4,13
N00002082,79,65,0,0,0,11,3
N00002083,56,54,0,0,0,1,1
N00002084,50,46,2,0,0,2,0
N00002085,38,34,0,0,0,4,0
N00002086,56,54,0,0,0,1,1
N00002087,47,14,0,4,22,4,3
N00002088,45,39,0,0,0,4,2
N00002089,47,47,0,0,0,0,0
N00002090,30,29,0,0,0,0,1
N00002091,83,79,0,0,0,3,1
N00002092,45,35,0,2,3,4,1
N00002093,46,42,0,1,0,1,2
N00002094,62,41,0,12,2,5,2
N00002095,44,41,0,2,0,0,1
N00002096,51,43,0,1,0,2,5
N00002097,38,33,0,0,0,3,2
N00002098,39,35,0,0,0,1,3
N00002099,38,36,0,0,0,0,2
N00002100,33,33,0,0,0,0,0
N00002101,30,26,0,0,0,3,1
N00002102,34,32,0,0,0,1,1
N00002103,41,32,0,6,0,2,1
N00002104,30,21,0,2,0,5,2
N00002105,34,23,0,8,0,1,2
N00002106,12,11,0,0,0,1,0
N00002107,21,16,0,1,0,0,4
N00002108,14,8,0,4,0,1,1
N00002109,43,40,0,0,0,1,2
N00002110,32,23,2,3,0,0,4
N00002111,36,33,0,0,0,1,2
N00002112,36,33,0,1,0,1,1
N00002113,39,31,0,0,0,5,3
N00002114,44,34,0,4,0,4,2
N00002115,37,24,0,9,0,2,2
N00002116,30,16,0,11,0,2,1
N00002117,28,27,0,0,0,1,0
N00002118,17,14,2,0,0,1,0
N00002119,17,6,0,6,0,2,3
N00002120,43,39,0,3,0,0,1
N00002121,41,37,0,0,0,1,3
N00002122,47,44,0,0,0,1,2
N00002123,42,40,0,0,0,1,1
N00002124,37,32,0,0,3,1,1
N00002125,103,81,0,3,0,10,9
N00002126,48,36,1,4,0,6,1
N00002127,69,56,0,3,0,8,2
N00002128,87,77,0,1,0,8,1
N00002129,124,59,0,13,32,13,7
N00002130,46,30,1,3,0,11,1
N00002131,41,38,0,0,0,1,2
N00002132,26,21,0,1,0,1,3
N00002133,42,40,0,0,0,0,2
N00002134,40,31,1,3,0,2,3
N00002135,41,37,0,0,0,2,2
N00002136,28,9,0,10,0,5,4
N00002137,26,23,0,2,0,1,0
N00002138,48,32,1,9,0,4,2
N00002139,23,18,1,0,0,3,1
N00002140,40,37,0,0,0,1,2
N00002141,45,27,0,17,0,0,1
N00002142,28,16,1,8,0,2,1
N00002143,36,29,0,4,0,1,2
N00002144,29,25,0,1,0,1,2
N00002145,36,28,1,0,0,4,3
N00002146,50,41,0,1,0,4,4
N00002147,23,13,0,7,0,1,2
N00002148,42,34,0,0,1,0,7
N00002149,38,32,0,1,0,1,4
N00002150,43,38,0,0,0,4,1
N00002151,37,30,0,3,0,2,2
N00002152,40,31,0,5,0,2,2
N00002153,40,32,0,1,0,3,4
N00002154,37,35,0,2,0,0,0
N00002155,36,32,0,0,0,1,3
N00002156,41,22,1,7,0,2,9
N00002157,25,14,0,9,0,1,1
N00002158,32,29,0,0,0,3,0
N00002159,32,28,0,0,0,3,1
N00002160,31,26,1,0,0,1,3
N00002161,35,29,0,0,0,1,5
N00002162,34,25,0,3,0,2,4
N00002163,22,19,0,2,0,0,1
N00002164,37,23,0,8,0,6,0
N00002165,13,11,1,0,0,1,0
N00002166,35,32,0,0,0,3,0
N00002167,61,35,0,1,20,3,2
N00002168,27,23,0,0,0,2,2
N00002169,44,33,0,2,5,1,3
N00002170,40,29,0,8,0,0,3
N00002171,32,30,0,0,0,0,2
N00002172,28,22,0,0,0,3,3
N00002173,38,36,0,0,0,0,2
N00002174,44,40,0,1,0,2,1
N00002175,51,47,0,0,0,2,2
N00002176,27,23,1,0,0,3,0
N00002177,39,36,0,0,0,1,2
N00002178,36,28,0,3,0,3,2
N00002179,31,24,0,0,0,5,2
N00002180,23,17,0,0,2,4,0
N00002181,25,19,0,0,0,4,2
N00002182,51,46,0,0,0,4,1
N00002183,32,11,1,2,0,16,2
N00002184,41,6,0,1,26,6,2
N00002185,53,18,0,0,6,28,1
N00002186,26,16,0,0,2,7,1
N00002187,26,23,0,1,0,2,0
N00002188,44,10,0,10,20,2,2
N00002189,38,21,0,11,0,2,4
N00002190,21,13,0,4,1,0,3
N00002191,33,13,0,16,0,1,3
N00002192,42,37,0,0,0,5,0
N00002193,35,20,0,10,0,3,2
N00002194,33,17,0,10,0,0,6
N00002195,29,22,0,4,0,1,2
N00002196,44,32,0,0,0,9,3
