GeographyCode,QS404NI0001,QS404NI0002,QS404NI0003,QS404NI0004,QS404NI0005,QS404NI0006,QS404NI0007
N00000286,34,24,0,5,1,2,2
N00000287,42,15,0,13,9,2,3
N00000288,30,23,0,4,0,3,0
N00000289,41,36,0,1,0,0,4
N00000290,41,24,0,13,2,2,0
N00000291,46,40,1,1,0,3,1
N00000292,62,59,0,0,0,2,1
N00000293,15,15,0,0,0,0,0
N00000294,49,42,1,2,0,1,3
N00000295,47,45,0,0,0,2,0
N00000296,22,22,0,0,0,0,0
N00000297,30,28,0,0,0,2,0
N00000298,9,7,0,1,0,1,0
N00000299,48,43,0,0,0,3,2
N00000300,48,24,0,20,0,1,3
N00000301,11,9,0,0,0,2,0
N00000302,25,24,0,0,0,1,0
N00000303,16,16,0,0,0,0,0
N00000304,3,3,0,0,0,0,0
N00000305,9,8,0,1,0,0,0
N00000306,6,6,0,0,0,0,0
N00000307,21,19,0,0,0,2,0
N00000308,18,16,0,0,0,2,0
N00000309,22,20,0,0,0,1,1
N00000310,45,40,0,4,0,0,1
N00000311,53,38,0,7,2,5,1
N00000312,45,36,0,2,1,5,1
N00000313,33,25,1,0,0,4,3
N00000314,36,20,2,5,0,5,4
N00000315,36,18,0,7,1,5,5
N00000316,39,28,0,3,0,7,1
N00000317,69,29,0,16,5,4,15
N00000318,41,33,0,4,0,2,2
N00000319,74,61,0,6,0,6,1
N00000320,44,41,0,3,0,0,0
N00000321,39,30,0,7,0,2,0
N00000322,45,29,0,9,0,4,3
N00000323,41,36,0,0,0,3,2
N00000324,49,40,0,1,0,4,4
N00000325,57,50,0,3,1,3,0
N00000326,79,61,0,3,0,11,4
N00000327,10,5,0,5,0,0,0
N00000328,21,15,0,6,0,0,0
N00000329,24,21,0,2,0,1,0
N00000330,27,23,0,1,0,2,1
N00000331,42,12,0,25,1,0,4
N00000332,16,11,0,4,0,1,0
N00000333,22,9,0,10,0,0,3
N00000334,19,11,0,6,0,1,1
N00000335,41,39,0,0,0,0,2
N00000336,42,42,0,0,0,0,0
N00000337,44,42,0,0,0,1,1
N00000338,50,49,0,0,0,1,0
N00000339,43,43,0,0,0,0,0
N00000340,38,37,1,0,0,0,0
N00000341,35,34,0,0,0,0,1
N00000342,13,12,1,0,0,0,0
N00000343,20,18,2,0,0,0,0
N00000344,26,18,0,7,0,0,1
N00000345,48,35,0,7,0,4,2
N00000346,24,20,0,0,0,3,1
N00000347,35,20,0,12,0,1,2
N00000348,28,26,0,0,0,1,1
N00000349,39,32,0,2,0,4,1
N00000350,33,28,0,4,0,1,0
N00000351,36,29,0,1,0,4,2
N00000352,33,28,0,0,0,3,2
N00000353,51,42,0,1,0,1,7
N00000354,37,33,0,0,0,2,2
N00000355,45,42,0,1,0,1,1
N00000356,21,7,1,9,0,2,2
N00000357,92,53,0,23,3,11,2
N00000358,26,12,0,7,0,5,2
N00000359,122,45,1,22,34,16,4
N00000360,36,32,0,0,0,2,2
N00000361,45,36,0,6,0,0,3
N00000362,36,27,0,2,0,1,6
N00000363,39,35,0,1,0,0,3
N00000364,43,38,0,1,0,1,3
N00000365,20,16,0,1,0,2,1
N00000366,44,30,0,10,0,2,2
N00000367,44,37,0,3,1,1,2
N00000368,49,47,0,0,0,0,2
N00000369,42,38,0,0,0,3,1
N00000370,54,45,0,1,0,4,4
N00000371,40,36,0,1,0,1,2
N00000372,12,11,0,0,0,1,0
N00000373,42,38,0,0,0,3,1
N00000374,26,24,0,0,0,2,0
N00000375,60,57,0,0,0,3,0
N00000376,42,39,1,0,0,1,1
N00000377,54,49,0,0,0,1,4
N00000378,22,7,0,10,1,2,2
N00000379,22,21,0,0,0,0,1
N00000380,42,39,0,1,1,1,0
N00000381,50,23,0,3,13,6,5
N00000382,39,36,0,0,0,0,3
N00000383,33,30,0,3,0,0,0
N00000384,31,26,0,1,0,3,1
N00000385,35,34,0,0,0,1,0
N00000386,30,19,1,5,0,3,2
N00000387,31,26,0,2,0,1,2
N00000388,123,86,0,12,8,11,6
N00000389,52,30,0,18,0,1,3
N00000390,89,82,0,0,0,2,5
N00000391,49,42,0,0,0,4,3
N00000392,89,71,0,6,0,8,4
N00000393,50,44,0,1,0,1,4
N00000394,49,45,0,0,0,3,1
N00000395,40,35,0,0,0,3,2
N00000396,44,39,0,0,0,2,3
N00000397,45,40,0,0,0,3,2
N00000398,56,47,0,5,0,1,3
N00000399,32,21,0,6,0,2,3
N00000400,33,17,1,8,0,3,4
N00000401,32,24,0,4,0,3,1
N00000402,39,28,0,3,0,5,3
N00000403,52,41,1,3,0,3,4
N00000404,44,33,0,2,0,4,5
N00000405,32,15,0,9,0,4,4
N00000406,31,27,0,2,0,0,2
N00000407,74,67,0,4,0,1,2
N00000408,42,37,0,0,0,0,5
N00000409,40,36,0,2,0,1,1
N00000410,48,45,0,0,0,2,1
N00000411,22,18,0,2,1,0,1
N00000412,33,28,0,0,0,3,2
N00000413,29,27,0,1,0,1,0
N00000414,32,26,0,2,0,2,2
N00000415,37,27,0,7,0,0,3
N00000416,41,38,0,0,0,2,1
N00000417,22,20,0,0,0,1,1
N00000418,69,57,0,5,0,3,4
N00000419,48,41,0,0,0,3,4
N00000420,56,48,0,2,0,4,2
N00000421,30,27,0,0,0,2,1
N00000422,53,38,0,8,0,5,2
N00000423,42,38,0,0,0,2,2
N00000424,34,29,0,2,0,1,2
N00000425,38,34,0,1,0,1,2
N00000426,34,24,1,6,0,2,1
N00000427,35,26,2,3,0,3,1
N00000428,35,25,0,5,0,2,3
N00000429,48,37,0,0,0,5,6
N00000430,33,31,0,0,0,1,1
N00000431,40,31,0,6,0,2,1
N00000432,46,33,0,7,0,2,4
N00000433,48,23,1,8,5,5,6
N00000434,53,32,0,11,0,2,8
N00000435,42,23,1,8,0,3,7
N00000436,44,43,0,0,0,0,1
N00000437,37,34,0,0,0,2,1
N00000438,43,37,0,0,0,1,5
N00000439,44,39,0,0,0,1,4
N00000440,31,23,0,2,0,3,3
N00000441,32,30,0,0,0,1,1
N00000442,30,28,0,0,0,2,0
N00000443,39,36,0,0,1,0,2
N00000444,72,50,0,11,6,2,3
N00000445,44,43,0,0,0,0,1
N00000446,39,33,0,2,0,2,2
N00000447,50,38,0,8,0,1,3
N00000448,44,17,0,19,1,1,6
N00000449,51,45,0,1,0,3,2
N00000450,49,40,0,1,0,4,4
N00000451,37,27,0,3,0,2,5
N00000452,47,39,0,1,0,3,4
N00000453,49,32,0,13,1,1,2
N00000454,35,30,0,0,0,3,2
N00000455,28,19,0,6,0,0,3
N00000456,25,23,0,0,0,1,1
N00000457,13,13,0,0,0,0,0
N00000458,40,38,0,0,0,2,0
N00000459,40,26,0,2,11,0,1
N00000460,32,26,1,4,0,0,1
N00000461,34,34,0,0,0,0,0
N00000462,28,13,0,11,1,0,3
N00000463,75,57,0,8,1,7,2
N00000464,38,30,1,5,0,1,1
N00000465,25,18,0,4,0,2,1
N00000466,48,43,0,0,0,2,3
N00000467,43,29,0,12,0,0,2
N00000468,37,34,0,0,0,0,3
N00000469,30,27,0,2,0,1,0
N00000470,26,21,0,1,0,3,1
N00000471,32,22,0,7,0,1,2
N00000472,38,19,0,10,0,4,5
N00000473,36,21,0,10,0,2,3
N00000474,66,47,0,9,1,3,6
N00000475,32,8,0,11,10,1,2
N00000476,45,31,0,10,0,1,3
N00000477,89,80,0,0,0,4,5
N00000478,45,34,0,6,0,5,0
N00000479,62,58,0,1,0,0,3
N00000480,61,58,0,0,0,3,0
N00000481,63,58,0,0,0,3,2
N00000482,54,9,0,18,18,3,6
N00000483,41,41,0,0,0,0,0
N00000484,34,25,0,6,0,3,0
N00000485,35,22,0,4,0,2,7
N00000486,11,8,0,1,0,2,0
N00000487,27,26,0,0,0,1,0
N00000488,20,16,0,0,0,1,3
N00000489,21,21,0,0,0,0,0
N00000490,29,22,0,0,1,2,4
N00000491,22,17,0,1,0,4,0
N00000492,43,30,0,8,0,3,2
N00000493,66,65,0,0,0,1,0
N00000494,106,94,0,0,0,4,8
N00000495,55,51,0,0,0,1,3
N00000496,34,26,0,0,0,7,1
N00000497,64,51,0,5,0,3,5
N00000498,48,42,0,0,0,4,2
N00000499,42,30,0,6,0,3,3
N00000500,105,36,0,34,27,2,6
N00000501,38,14,0,18,2,0,4
N00000502,15,6,0,8,0,0,1
N00000503,17,7,0,8,0,2,0
N00000504,15,6,0,6,0,1,2
N00000505,18,10,0,6,0,0,2
N00000506,12,10,0,0,0,1,1
N00000507,32,12,0,19,0,0,1
N00000508,41,33,2,4,1,1,0
N00000509,12,2,0,9,0,1,0
N00000510,6,0,0,5,0,1,0
N00000511,52,49,0,0,0,1,2
N00000512,69,65,0,0,0,0,4
N00000513,45,40,1,1,0,1,2
N00000514,50,43,0,0,0,1,6
N00000515,37,35,0,0,0,2,0
N00000516,34,33,0,0,0,1,0
N00000517,36,34,0,0,0,2,0
N00000518,40,32,0,0,0,5,3
N00000519,43,40,0,0,0,1,2
N00000520,106,66,0,26,2,5,7
N00000521,66,46,2,9,0,5,4
N00000522,62,44,0,10,3,1,4
N00000523,38,32,1,0,0,3,2
N00000524,42,36,0,1,0,2,3
N00000525,86,31,0,11,25,12,7
N00000526,26,22,0,1,0,2,1
N00000527,12,9,0,1,0,2,0
N00000528,23,6,0,7,1,8,1
N00000529,46,30,0,10,0,1,5
N00000530,52,46,0,1,0,1,4
N00000531,38,21,0,1,8,3,5
N00000532,24,15,0,5,0,1,3
N00000533,112,27,0,23,44,12,6
N00000534,50,42,0,2,0,2,4
N00000535,45,43,0,0,0,2,0
N00000536,40,36,0,2,0,2,0
N00000537,41,38,0,0,0,1,2
N00000538,48,34,0,1,0,7,6
N00000539,50,40,0,3,0,5,2
N00000540,52,43,0,4,0,4,1
N00000541,43,38,0,1,0,2,2
N00000542,68,24,0,17,22,1,4
N00000543,30,28,0,2,0,0,0
N00000544,43,26,1,10,0,2,4
N00000545,39,12,0,21,0,1,5
N00000546,39,32,0,5,0,2,0
N00000547,34,14,0,4,12,0,4
N00000548,27,21,0,5,0,1,0
N00000549,49,7,0,15,19,3,5
N00000550,43,18,0,4,16,4,1
N00000551,14,8,1,3,0,1,1
N00000552,24,17,0,4,0,2,1
N00000553,18,14,0,3,0,1,0
N00000554,7,3,0,3,0,0,1
N00000555,10,5,0,4,0,1,0
N00000556,10,6,0,2,1,0,1
N00000557,41,39,0,0,0,1,1
N00000558,48,41,0,1,0,2,4
N00000559,40,34,0,0,0,3,3
N00000560,37,33,0,0,0,2,2
N00000561,51,42,0,0,0,2,7
N00000562,35,26,0,3,0,2,4
N00000563,93,72,0,9,1,8,3
N00000564,53,35,0,11,0,3,4
N00000565,38,27,0,9,0,2,0
N00000566,34,27,0,0,3,1,3
N00000567,54,45,0,0,1,4,4
N00000568,17,12,0,2,0,2,1
N00000569,66,53,2,9,0,1,1
N00000570,27,25,0,0,0,1,1
N00000571,40,35,2,0,0,2,1
N00000572,38,34,0,3,0,0,1
N00000573,44,39,0,0,0,4,1
N00000574,35,28,0,1,1,2,3
N00000575,44,42,0,0,0,2,0
N00000576,18,11,0,3,0,0,4
N00000577,37,30,1,0,1,3,2
N00000578,54,49,0,0,0,1,4
N00000579,25,23,0,2,0,0,0
N00000580,50,39,0,3,0,5,3
N00000581,30,27,0,0,0,1,2
N00000582,38,34,0,0,0,4,0
N00000583,38,33,0,2,0,2,1
N00000584,42,39,0,0,0,2,1
N00000585,48,42,0,0,0,1,5
N00000586,35,31,0,0,0,3,1
N00000587,31,27,0,0,0,2,2
N00000588,21,17,0,0,0,2,2
N00000589,47,40,0,0,0,4,3
N00000590,39,32,0,2,0,2,3
N00000591,51,46,0,0,0,0,5
N00000592,36,25,0,6,1,4,0
N00000593,40,37,0,1,0,0,2
N00000594,34,28,0,3,0,0,3
N00000595,45,37,0,0,0,5,3
N00000596,46,44,0,0,0,0,2
N00000597,25,8,0,10,0,3,4
N00000598,27,16,0,1,0,9,1
N00000599,26,4,0,15,0,6,1
N00000600,44,38,0,0,0,3,3
N00000601,41,36,0,0,0,1,4
N00000602,60,55,0,0,0,3,2
N00000603,40,29,0,7,0,1,3
N00000604,25,14,0,8,0,1,2
N00000605,44,35,0,6,0,1,2
N00000606,7,5,0,1,0,1,0
N00000607,26,10,0,12,0,3,1
N00000608,49,42,0,0,0,0,7
N00000609,38,32,0,4,0,0,2
N00000610,25,20,0,1,0,0,4
N00000611,44,33,1,2,0,3,5
N00000612,62,33,0,18,0,6,5
N00000613,27,15,0,11,0,1,0
N00000614,35,19,0,10,0,2,4
N00000615,23,11,0,6,4,0,2
N00000616,49,36,0,8,1,1,3
N00000617,33,21,0,11,0,0,1
N00000618,64,40,0,6,0,11,7
N00000619,57,56,0,1,0,0,0
N00000620,39,36,0,0,0,2,1
N00000621,49,43,0,0,0,4,2
N00000622,44,35,0,0,0,5,4
N00000623,48,36,0,3,0,5,4
N00000624,46,40,0,0,0,4,2
N00000625,19,10,0,3,0,3,3
N00000626,45,37,0,1,0,3,4
N00000627,42,34,0,2,0,3,3
N00000628,43,39,0,0,0,0,4
N00000629,47,20,0,4,20,2,1
N00000630,39,15,0,17,2,2,3
N00000631,31,28,0,0,0,1,2
N00000632,50,40,0,0,0,5,5
N00000633,43,39,0,1,0,1,2
N00000634,47,39,0,0,0,3,5
N00000635,45,37,0,0,0,5,3
N00000636,51,41,1,0,0,4,5
N00000637,82,40,0,18,15,8,1
N00000638,22,22,0,0,0,0,0
N00000639,43,40,0,1,0,1,1
N00000640,25,16,0,3,3,3,0
N00000641,45,41,0,1,0,1,2
N00000642,15,11,0,0,0,3,1
N00000643,44,33,0,4,0,4,3
N00000644,30,20,0,8,0,0,2
N00000645,34,28,1,2,0,1,2
N00000646,28,23,0,3,0,1,1
N00000647,63,39,0,14,0,5,5
N00000648,26,22,0,1,0,2,1
N00000649,32,28,0,0,0,3,1
N00000650,50,42,0,6,0,1,1
N00000651,15,4,0,9,0,0,2
N00000652,36,34,0,1,0,1,0
N00000653,33,30,1,0,0,1,1
N00000654,30,16,0,9,0,3,2
N00000655,39,34,0,0,0,5,0
N00000656,43,25,0,14,0,0,4
N00000657,78,56,1,6,0,12,3
N00000658,40,35,0,1,0,3,1
N00000659,39,28,0,1,0,6,4
N00000660,46,25,0,12,0,3,6
N00000661,40,33,0,0,0,2,5
N00000662,44,40,0,1,0,2,1
N00000663,41,31,0,2,0,5,3
N00000664,40,29,0,2,0,3,6
N00000665,41,36,0,1,0,3,1
N00000666,36,28,0,2,0,3,3
N00000667,19,18,0,0,0,0,1
N00000668,43,21,0,18,0,2,2
N00000669,34,27,0,2,0,2,3
N00000670,45,34,0,5,0,3,3
N00000671,73,42,0,15,0,9,7
N00000672,56,44,0,6,0,3,3
N00000673,60,40,1,11,0,4,4
N00000674,58,53,0,0,0,3,2
N00000675,44,41,0,0,0,2,1
N00000676,86,69,1,3,0,4,9
N00000677,29,19,0,4,0,3,3
N00000678,40,35,0,1,0,3,1
N00000679,34,30,0,1,0,2,1
N00000680,39,21,0,14,0,1,3
N00000681,47,38,0,6,0,0,3
N00000682,34,30,0,1,0,0,3
N00000683,44,33,0,4,0,4,3
N00000684,41,34,0,1,0,5,1
N00000685,21,11,0,3,0,3,4
N00000686,40,36,0,0,0,3,1
N00000687,37,24,0,11,0,2,0
N00000688,42,34,0,1,0,5,2
N00000689,37,33,0,0,0,3,1
N00000690,28,14,0,4,0,7,3
N00000691,8,2,0,6,0,0,0
N00000692,28,10,0,14,0,1,3
N00000693,39,26,0,7,0,1,5
N00000694,61,23,0,12,10,8,8
N00000695,31,27,1,0,0,1,2
N00000696,44,9,0,1,25,4,5
N00000697,57,54,0,1,0,2,0
N00000698,66,51,1,5,0,5,4
N00000699,82,25,0,14,32,9,2
N00000700,30,17,0,6,0,5,2
N00000701,35,15,0,15,0,2,3
N00000702,62,53,0,0,0,5,4
N00000703,42,32,0,6,0,1,3
N00000704,66,54,0,7,0,2,3
N00000705,48,42,0,1,0,5,0
N00000706,42,24,1,13,0,1,3
N00000707,32,22,0,6,0,2,2
N00000708,42,32,0,4,0,2,4
N00000709,46,35,1,2,0,1,7
N00000710,31,28,0,1,0,0,2
N00000711,31,21,0,6,0,3,1
N00000712,38,32,0,4,0,0,2
N00000713,35,31,0,0,0,2,2
N00000714,32,23,0,3,0,3,3
N00000715,44,40,0,0,0,4,0
N00000716,81,74,0,0,1,4,2
N00000717,51,46,0,0,0,2,3
N00000718,120,103,0,0,0,11,6
N00000719,15,14,0,0,0,1,0
N00000720,16,15,0,0,0,0,1
N00000721,38,35,0,0,0,2,1
N00000722,38,25,0,6,0,3,4
N00000723,34,31,0,0,0,2,1
N00000724,41,38,0,0,0,0,3
N00000725,43,34,0,4,0,3,2
N00000726,34,29,0,0,0,4,1
N00000727,35,15,0,12,4,1,3
N00000728,15,13,0,0,0,1,1
N00000729,21,18,0,0,1,0,2
N00000730,25,22,0,1,0,2,0
