GeographyCode,QS203NI0001,QS203NI0002,QS203NI0003,QS203NI0004,QS203NI0005,QS203NI0006,QS203NI0007,QS203NI0008,QS203NI0009,QS203NI0010,QS203NI0011,QS203NI0012,QS203NI0013
N00000171,146,144,0,0,2,0,0,0,0,0,0,0,0
N00000172,307,302,2,0,1,0,0,0,0,0,0,1,1
N00000173,144,144,0,0,0,0,0,0,0,0,0,0,0
N00000174,163,162,1,0,0,0,0,0,0,0,0,0,0
N00000175,140,140,0,0,0,0,0,0,0,0,0,0,0
N00000176,205,201,2,0,0,1,0,0,0,0,0,0,1
N00000177,167,162,1,0,0,1,1,2,0,0,0,0,0
N00000178,355,353,1,0,0,0,1,0,0,0,0,0,0
N00000179,492,487,0,0,0,0,5,0,0,0,0,0,0
N00000180,131,131,0,0,0,0,0,0,0,0,0,0,0
N00000181,168,162,1,0,1,1,0,2,0,0,0,0,1
N00000182,105,104,0,0,0,0,1,0,0,0,0,0,0
N00000183,146,141,0,0,0,2,1,1,0,0,0,1,0
N00000184,184,183,0,0,0,0,0,1,0,0,0,0,0
N00000185,121,121,0,0,0,0,0,0,0,0,0,0,0
N00000186,137,134,0,0,0,0,1,1,0,0,0,1,0
N00000187,126,126,0,0,0,0,0,0,0,0,0,0,0
N00000188,128,127,0,0,0,0,0,0,0,0,0,0,1
N00000189,125,125,0,0,0,0,0,0,0,0,0,0,0
N00000190,119,119,0,0,0,0,0,0,0,0,0,0,0
N00000191,124,124,0,0,0,0,0,0,0,0,0,0,0
N00000192,120,119,0,0,0,0,0,0,0,0,0,1,0
N00000193,111,111,0,0,0,0,0,0,0,0,0,0,0
N00000194,119,119,0,0,0,0,0,0,0,0,0,0,0
N00000195,123,123,0,0,0,0,0,0,0,0,0,0,0
N00000196,116,113,0,0,1,0,0,1,0,0,0,0,1
N00000197,115,115,0,0,0,0,0,0,0,0,0,0,0
N00000198,110,109,1,0,0,0,0,0,0,0,0,0,0
N00000199,130,130,0,0,0,0,0,0,0,0,0,0,0
N00000200,124,121,1,0,0,0,0,1,0,0,0,1,0
N00000201,143,143,0,0,0,0,0,0,0,0,0,0,0
N00000202,132,132,0,0,0,0,0,0,0,0,0,0,0
N00000203,134,132,1,0,0,0,0,1,0,0,0,0,0
N00000204,152,150,1,0,0,0,1,0,0,0,0,0,0
N00000205,118,118,0,0,0,0,0,0,0,0,0,0,0
N00000206,212,212,0,0,0,0,0,0,0,0,0,0,0
N00000207,119,119,0,0,0,0,0,0,0,0,0,0,0
N00000208,121,119,0,0,1,0,0,0,0,0,0,1,0
N00000209,122,121,0,0,0,0,0,0,0,0,0,1,0
N00000210,219,215,0,1,0,0,0,2,0,0,0,0,1
N00000211,269,261,0,0,1,0,0,5,0,0,1,1,0
N00000212,85,83,0,0,0,0,0,1,0,0,0,0,1
N00000213,150,148,0,0,1,0,0,1,0,0,0,0,0
N00000214,151,147,0,0,0,0,0,2,0,1,0,0,1
N00000215,151,151,0,0,0,0,0,0,0,0,0,0,0
N00000216,161,160,0,0,0,0,0,0,0,0,0,1,0
N00000217,175,175,0,0,0,0,0,0,0,0,0,0,0
N00000218,148,146,0,1,1,0,0,0,0,0,0,0,0
N00000219,123,120,0,0,0,0,1,0,0,1,0,0,1
N00000220,125,123,0,1,0,0,0,0,0,0,0,1,0
N00000221,115,115,0,0,0,0,0,0,0,0,0,0,0
N00000222,130,129,0,0,0,0,0,1,0,0,0,0,0
N00000223,128,128,0,0,0,0,0,0,0,0,0,0,0
N00000224,118,117,0,0,1,0,0,0,0,0,0,0,0
N00000225,90,90,0,0,0,0,0,0,0,0,0,0,0
N00000226,111,111,0,0,0,0,0,0,0,0,0,0,0
N00000227,121,121,0,0,0,0,0,0,0,0,0,0,0
N00000228,127,127,0,0,0,0,0,0,0,0,0,0,0
N00000229,150,147,0,0,0,0,0,2,0,0,0,1,0
N00000230,116,114,1,0,0,0,1,0,0,0,0,0,0
N00000231,122,121,1,0,0,0,0,0,0,0,0,0,0
N00000232,136,133,1,0,0,0,2,0,0,0,0,0,0
N00000233,128,126,0,0,0,0,1,0,0,0,0,0,1
N00000234,124,122,1,0,0,0,1,0,0,0,0,0,0
N00000235,128,127,0,0,0,0,0,0,0,0,0,0,1
N00000236,108,107,0,0,0,0,0,1,0,0,0,0,0
N00000237,147,147,0,0,0,0,0,0,0,0,0,0,0
N00000238,121,121,0,0,0,0,0,0,0,0,0,0,0
N00000239,118,117,1,0,0,0,0,0,0,0,0,0,0
N00000240,132,132,0,0,0,0,0,0,0,0,0,0,0
N00000241,138,136,0,0,1,0,1,0,0,0,0,0,0
N00000242,120,120,0,0,0,0,0,0,0,0,0,0,0
N00000243,110,110,0,0,0,0,0,0,0,0,0,0,0
N00000244,118,116,1,0,0,0,0,1,0,0,0,0,0
N00000245,126,123,0,0,0,0,2,0,0,1,0,0,0
N00000246,127,126,1,0,0,0,0,0,0,0,0,0,0
N00000247,122,120,0,0,1,0,1,0,0,0,0,0,0
N00000248,124,124,0,0,0,0,0,0,0,0,0,0,0
N00000249,131,130,1,0,0,0,0,0,0,0,0,0,0
N00000250,166,166,0,0,0,0,0,0,0,0,0,0,0
N00000251,155,155,0,0,0,0,0,0,0,0,0,0,0
N00000252,132,131,0,0,0,0,0,0,0,0,0,0,1
N00000253,175,175,0,0,0,0,0,0,0,0,0,0,0
N00000254,117,116,1,0,0,0,0,0,0,0,0,0,0
N00000255,127,127,0,0,0,0,0,0,0,0,0,0,0
N00000256,308,307,0,0,0,0,0,1,0,0,0,0,0
N00000257,173,173,0,0,0,0,0,0,0,0,0,0,0
N00000258,140,140,0,0,0,0,0,0,0,0,0,0,0
N00000259,161,159,0,0,0,0,0,0,0,1,0,0,1
N00000260,210,209,0,0,0,0,0,0,0,0,1,0,0
N00000261,179,178,0,0,0,0,0,1,0,0,0,0,0
N00000262,156,154,0,1,0,0,0,0,0,0,0,1,0
N00000263,110,110,0,0,0,0,0,0,0,0,0,0,0
N00000264,196,196,0,0,0,0,0,0,0,0,0,0,0
N00000265,149,149,0,0,0,0,0,0,0,0,0,0,0
N00000266,126,124,0,0,1,0,0,1,0,0,0,0,0
N00000267,152,152,0,0,0,0,0,0,0,0,0,0,0
N00000268,142,142,0,0,0,0,0,0,0,0,0,0,0
N00000269,135,135,0,0,0,0,0,0,0,0,0,0,0
N00000270,133,133,0,0,0,0,0,0,0,0,0,0,0
N00000271,142,142,0,0,0,0,0,0,0,0,0,0,0
N00000272,133,133,0,0,0,0,0,0,0,0,0,0,0
N00000273,163,163,0,0,0,0,0,0,0,0,0,0,0
N00000274,176,175,0,0,0,0,0,0,0,0,0,1,0
N00000275,126,126,0,0,0,0,0,0,0,0,0,0,0
N00000276,126,126,0,0,0,0,0,0,0,0,0,0,0
N00000277,117,116,0,0,0,0,0,0,0,0,0,1,0
N00000278,121,121,0,0,0,0,0,0,0,0,0,0,0
N00000279,83,83,0,0,0,0,0,0,0,0,0,0,0
N00000280,154,154,0,0,0,0,0,0,0,0,0,0,0
N00000281,117,116,1,0,0,0,0,0,0,0,0,0,0
N00000282,132,131,0,0,0,0,0,0,0,0,0,0,1
N00000283,142,141,0,1,0,0,0,0,0,0,0,0,0
N00000284,157,155,2,0,0,0,0,0,0,0,0,0,0
N00000285,124,124,0,0,0,0,0,0,0,0,0,0,0
N00000286,126,126,0,0,0,0,0,0,0,0,0,0,0
N00000287,137,136,1,0,0,0,0,0,0,0,0,0,0
N00000288,138,137,1,0,0,0,0,0,0,0,0,0,0
N00000289,197,196,1,0,0,0,0,0,0,0,0,0,0
N00000290,128,127,0,0,0,0,0,1,0,0,0,0,0
N00000291,204,203,0,0,0,0,0,0,0,0,0,0,1
N00000292,262,262,0,0,0,0,0,0,0,0,0,0,0
N00000293,162,161,0,0,0,0,0,0,0,1,0,0,0
N00000294,140,139,0,0,1,0,0,0,0,0,0,0,0
N00000295,144,144,0,0,0,0,0,0,0,0,0,0,0
N00000296,114,114,0,0,0,0,0,0,0,0,0,0,0
N00000297,128,127,0,0,0,0,0,1,0,0,0,0,0
N00000298,119,117,1,0,1,0,0,0,0,0,0,0,0
N00000299,147,146,0,0,0,0,1,0,0,0,0,0,0
N00000300,133,132,0,0,0,0,0,1,0,0,0,0,0
N00000301,124,123,1,0,0,0,0,0,0,0,0,0,0
N00000302,127,125,1,0,0,0,0,0,0,1,0,0,0
N00000303,110,110,0,0,0,0,0,0,0,0,0,0,0
N00000304,117,115,2,0,0,0,0,0,0,0,0,0,0
N00000305,121,121,0,0,0,0,0,0,0,0,0,0,0
N00000306,128,127,1,0,0,0,0,0,0,0,0,0,0
N00000307,122,121,1,0,0,0,0,0,0,0,0,0,0
N00000308,110,110,0,0,0,0,0,0,0,0,0,0,0
N00000309,124,122,0,0,0,0,2,0,0,0,0,0,0
N00000310,149,148,1,0,0,0,0,0,0,0,0,0,0
N00000311,160,159,0,1,0,0,0,0,0,0,0,0,0
N00000312,175,173,1,0,0,0,0,0,0,0,0,1,0
N00000313,193,192,1,0,0,0,0,0,0,0,0,0,0
N00000314,137,137,0,0,0,0,0,0,0,0,0,0,0
N00000315,133,131,0,0,0,0,0,0,0,0,0,1,1
N00000316,130,130,0,0,0,0,0,0,0,0,0,0,0
N00000317,213,213,0,0,0,0,0,0,0,0,0,0,0
N00000318,129,129,0,0,0,0,0,0,0,0,0,0,0
N00000319,310,310,0,0,0,0,0,0,0,0,0,0,0
N00000320,128,128,0,0,0,0,0,0,0,0,0,0,0
N00000321,211,211,0,0,0,0,0,0,0,0,0,0,0
N00000322,154,153,0,0,0,0,0,0,0,0,0,0,1
N00000323,163,163,0,0,0,0,0,0,0,0,0,0,0
N00000324,151,150,0,0,0,0,0,0,0,0,0,1,0
N00000325,198,198,0,0,0,0,0,0,0,0,0,0,0
N00000326,377,376,1,0,0,0,0,0,0,0,0,0,0
N00000327,130,129,1,0,0,0,0,0,0,0,0,0,0
N00000328,126,123,2,0,0,0,0,0,1,0,0,0,0
N00000329,137,137,0,0,0,0,0,0,0,0,0,0,0
N00000330,203,200,2,0,0,0,0,0,0,0,0,0,1
N00000331,233,233,0,0,0,0,0,0,0,0,0,0,0
N00000332,124,123,0,0,0,0,0,0,0,0,0,1,0
N00000333,125,125,0,0,0,0,0,0,0,0,0,0,0
N00000334,116,116,0,0,0,0,0,0,0,0,0,0,0
N00000335,136,130,2,0,1,0,0,1,0,0,2,0,0
N00000336,131,130,0,0,0,0,0,0,0,0,0,1,0
N00000337,120,119,1,0,0,0,0,0,0,0,0,0,0
N00000338,129,128,0,0,0,0,1,0,0,0,0,0,0
N00000339,122,120,0,0,0,0,0,2,0,0,0,0,0
N00000340,138,137,0,0,0,0,1,0,0,0,0,0,0
N00000341,130,129,0,0,0,0,1,0,0,0,0,0,0
N00000342,133,133,0,0,0,0,0,0,0,0,0,0,0
N00000343,122,122,0,0,0,0,0,0,0,0,0,0,0
N00000344,128,123,1,0,3,0,0,0,0,0,0,0,1
N00000345,163,162,0,0,0,0,0,0,0,0,0,0,1
N00000346,209,208,1,0,0,0,0,0,0,0,0,0,0
N00000347,130,128,2,0,0,0,0,0,0,0,0,0,0
N00000348,125,125,0,0,0,0,0,0,0,0,0,0,0
N00000349,149,146,1,0,1,1,0,0,0,0,0,0,0
N00000350,169,168,0,0,0,0,0,0,0,0,0,1,0
N00000351,137,137,0,0,0,0,0,0,0,0,0,0,0
N00000352,142,141,0,0,0,1,0,0,0,0,0,0,0
N00000353,140,138,1,0,0,0,0,0,0,0,0,1,0
N00000354,133,131,0,0,0,0,0,0,0,0,0,1,1
N00000355,154,153,0,0,0,0,0,1,0,0,0,0,0
N00000356,146,140,0,5,1,0,0,0,0,0,0,0,0
N00000357,452,436,7,8,1,0,0,0,0,0,0,0,0
N00000358,140,135,0,5,0,0,0,0,0,0,0,0,0
N00000359,389,380,4,0,3,1,0,0,0,0,0,1,0
N00000360,130,130,0,0,0,0,0,0,0,0,0,0,0
N00000361,148,146,0,0,0,0,0,0,0,0,0,0,2
N00000362,126,125,1,0,0,0,0,0,0,0,0,0,0
N00000363,150,150,0,0,0,0,0,0,0,0,0,0,0
N00000364,150,150,0,0,0,0,0,0,0,0,0,0,0
N00000365,86,85,0,1,0,0,0,0,0,0,0,0,0
N00000366,187,184,0,0,2,0,0,0,0,0,0,0,1
N00000367,143,142,0,0,1,0,0,0,0,0,0,0,0
N00000368,170,169,0,0,1,0,0,0,0,0,0,0,0
N00000369,141,140,0,0,1,0,0,0,0,0,0,0,0
N00000370,172,172,0,0,0,0,0,0,0,0,0,0,0
N00000371,141,141,0,0,0,0,0,0,0,0,0,0,0
N00000372,135,132,1,0,1,1,0,0,0,0,0,0,0
N00000373,178,175,1,1,1,0,0,0,0,0,0,0,0
N00000374,132,130,0,1,0,0,0,0,0,1,0,0,0
N00000375,134,134,0,0,0,0,0,0,0,0,0,0,0
N00000376,116,116,0,0,0,0,0,0,0,0,0,0,0
N00000377,119,118,0,0,0,0,0,0,0,0,0,1,0
N00000378,118,118,0,0,0,0,0,0,0,0,0,0,0
N00000379,164,163,1,0,0,0,0,0,0,0,0,0,0
N00000380,168,167,0,0,0,0,0,0,0,0,0,0,1
N00000381,333,333,0,0,0,0,0,0,0,0,0,0,0
N00000382,183,183,0,0,0,0,0,0,0,0,0,0,0
N00000383,144,144,0,0,0,0,0,0,0,0,0,0,0
N00000384,145,144,0,0,1,0,0,0,0,0,0,0,0
N00000385,135,135,0,0,0,0,0,0,0,0,0,0,0
N00000386,125,124,0,0,0,0,1,0,0,0,0,0,0
N00000387,106,104,0,0,2,0,0,0,0,0,0,0,0
N00000388,603,597,0,1,2,0,1,1,0,0,1,0,0
N00000389,156,155,0,0,1,0,0,0,0,0,0,0,0
N00000390,321,321,0,0,0,0,0,0,0,0,0,0,0
N00000391,173,172,0,1,0,0,0,0,0,0,0,0,0
N00000392,518,516,1,0,0,0,0,0,1,0,0,0,0
N00000393,178,178,0,0,0,0,0,0,0,0,0,0,0
N00000394,141,140,0,0,0,0,0,0,1,0,0,0,0
N00000395,142,142,0,0,0,0,0,0,0,0,0,0,0
N00000396,134,133,0,0,0,0,0,0,0,0,1,0,0
N00000397,189,188,0,0,1,0,0,0,0,0,0,0,0
N00000398,165,164,0,0,0,0,0,0,0,0,0,1,0
N00000399,130,129,0,0,0,0,0,0,0,0,0,1,0
N00000400,112,111,0,0,0,0,0,0,0,0,0,0,1
N00000401,117,117,0,0,0,0,0,0,0,0,0,0,0
N00000402,123,123,0,0,0,0,0,0,0,0,0,0,0
N00000403,208,206,0,1,0,0,0,0,0,0,0,1,0
N00000404,121,121,0,0,0,0,0,0,0,0,0,0,0
N00000405,105,105,0,0,0,0,0,0,0,0,0,0,0
N00000406,121,121,0,0,0,0,0,0,0,0,0,0,0
N00000407,344,340,0,1,0,0,0,2,0,0,0,0,1
N00000408,146,145,0,0,1,0,0,0,0,0,0,0,0
N00000409,143,143,0,0,0,0,0,0,0,0,0,0,0
N00000410,136,136,0,0,0,0,0,0,0,0,0,0,0
N00000411,128,126,0,1,0,0,0,0,0,0,0,0,1
N00000412,138,138,0,0,0,0,0,0,0,0,0,0,0
N00000413,131,130,1,0,0,0,0,0,0,0,0,0,0
N00000414,125,125,0,0,0,0,0,0,0,0,0,0,0
N00000415,162,161,0,0,0,0,0,0,0,0,0,0,1
N00000416,133,133,0,0,0,0,0,0,0,0,0,0,0
N00000417,187,184,0,1,0,0,0,1,0,0,0,1,0
N00000418,313,312,0,1,0,0,0,0,0,0,0,0,0
N00000419,139,139,0,0,0,0,0,0,0,0,0,0,0
N00000420,138,137,0,0,1,0,0,0,0,0,0,0,0
N00000421,185,185,0,0,0,0,0,0,0,0,0,0,0
N00000422,170,170,0,0,0,0,0,0,0,0,0,0,0
N00000423,152,152,0,0,0,0,0,0,0,0,0,0,0
N00000424,180,177,0,0,0,0,0,1,1,0,0,1,0
N00000425,121,121,0,0,0,0,0,0,0,0,0,0,0
N00000426,123,121,0,0,1,0,0,0,0,0,0,1,0
N00000427,133,132,0,0,0,0,0,0,0,0,0,1,0
N00000428,146,146,0,0,0,0,0,0,0,0,0,0,0
N00000429,152,151,1,0,0,0,0,0,0,0,0,0,0
N00000430,154,154,0,0,0,0,0,0,0,0,0,0,0
N00000431,137,137,0,0,0,0,0,0,0,0,0,0,0
N00000432,118,118,0,0,0,0,0,0,0,0,0,0,0
N00000433,141,139,0,0,0,0,0,1,0,1,0,0,0
N00000434,179,179,0,0,0,0,0,0,0,0,0,0,0
N00000435,173,171,0,0,0,0,0,0,0,0,0,1,1
N00000436,174,174,0,0,0,0,0,0,0,0,0,0,0
N00000437,195,195,0,0,0,0,0,0,0,0,0,0,0
N00000438,153,153,0,0,0,0,0,0,0,0,0,0,0
N00000439,134,134,0,0,0,0,0,0,0,0,0,0,0
N00000440,127,127,0,0,0,0,0,0,0,0,0,0,0
N00000441,121,120,0,0,1,0,0,0,0,0,0,0,0
N00000442,167,166,0,1,0,0,0,0,0,0,0,0,0
N00000443,164,162,1,0,1,0,0,0,0,0,0,0,0
N00000444,257,252,2,0,1,0,0,1,0,1,0,0,0
