GeographyCode,QS220NI0001,QS220NI0002,QS220NI0003,QS220NI0004,QS220NI0005
N00000183,146,8,116,4,18
N00000184,184,14,157,0,13
N00000185,121,3,116,0,2
N00000186,137,7,119,3,8
N00000187,126,10,106,2,8
N00000188,128,5,109,1,13
N00000189,125,3,114,2,6
N00000190,119,0,117,0,2
N00000191,124,4,115,3,2
N00000192,120,9,101,3,7
N00000193,111,5,91,4,11
N00000194,119,9,105,0,5
N00000195,123,8,109,3,3
N00000196,116,7,102,3,4
N00000197,115,9,100,1,5
N00000198,110,4,98,0,8
N00000199,130,10,113,1,6
N00000200,124,7,111,0,6
N00000201,143,0,134,1,8
N00000202,132,5,122,0,5
N00000203,134,14,109,0,11
N00000204,152,2,133,1,16
N00000205,118,9,100,1,8
N00000206,212,12,182,1,17
N00000207,119,7,101,0,11
N00000208,121,3,111,1,6
N00000209,122,4,105,0,13
N00000210,219,17,181,5,16
N00000211,269,22,230,5,12
N00000212,85,8,66,1,10
N00000213,150,8,122,3,17
N00000214,151,8,130,0,13
N00000215,151,7,134,3,7
N00000216,161,11,137,1,12
N00000217,175,10,159,0,6
N00000218,148,9,131,1,7
N00000219,123,6,104,1,12
N00000220,125,4,110,1,10
N00000221,115,3,105,1,6
N00000222,130,3,122,3,2
N00000223,128,9,116,0,3
N00000224,118,12,97,1,8
N00000225,90,6,80,1,3
N00000226,111,9,94,1,7
N00000227,121,5,103,3,10
N00000228,127,4,121,0,2
N00000229,150,8,134,2,6
N00000230,116,14,93,2,7
N00000231,122,10,94,2,16
N00000232,136,19,105,4,8
N00000233,128,13,105,2,8
N00000234,124,25,87,1,11
N00000235,128,13,106,2,7
N00000236,108,8,93,1,6
N00000237,147,11,123,3,10
N00000238,121,3,114,1,3
N00000239,118,3,97,2,16
N00000240,132,10,106,3,13
N00000241,138,13,115,2,8
N00000242,120,8,104,0,8
N00000243,110,11,92,2,5
N00000244,118,10,102,1,5
N00000245,126,12,105,5,4
N00000246,127,12,106,2,7
N00000247,122,7,106,1,8
N00000248,124,7,112,1,4
N00000249,131,8,109,3,11
N00000250,166,10,139,1,16
N00000251,155,8,131,0,16
N00000252,132,5,115,0,12
N00000253,175,11,155,0,9
N00000254,117,1,107,3,6
N00000255,127,12,104,4,7
N00000256,308,23,258,7,20
N00000257,173,6,151,1,15
N00000258,140,6,125,2,7
N00000259,161,82,70,2,7
N00000260,210,68,132,2,8
N00000261,179,98,73,1,7
N00000262,156,92,57,1,6
N00000263,110,66,40,1,3
N00000264,196,130,56,0,10
N00000265,149,102,43,0,4
N00000266,126,77,46,0,3
N00000267,152,7,137,1,7
N00000268,142,8,128,2,4
N00000269,135,6,124,0,5
N00000270,133,7,115,1,10
N00000271,142,10,125,2,5
N00000272,133,6,122,0,5
N00000273,163,9,141,2,11
N00000274,176,12,159,0,5
N00000275,126,12,108,1,5
N00000276,126,8,108,1,9
N00000277,117,8,99,0,10
N00000278,121,7,109,0,5
N00000279,83,5,68,1,9
N00000280,154,11,120,0,23
N00000281,117,4,105,2,6
N00000282,132,10,112,3,7
N00000283,142,12,113,0,17
N00000284,157,6,136,0,15
N00000285,124,6,106,0,12
N00000286,126,3,116,1,6
N00000287,137,7,118,2,10
N00000288,138,4,116,2,16
N00000289,197,8,175,4,10
N00000290,128,3,119,1,5
N00000291,204,10,180,0,14
N00000292,262,16,230,0,16
N00000293,162,16,140,1,5
N00000294,140,4,129,1,6
N00000295,144,10,118,3,13
N00000296,114,9,98,0,7
N00000297,128,14,110,0,4
N00000298,119,6,94,1,18
N00000299,147,14,125,2,6
N00000300,133,12,117,1,3
N00000301,124,9,105,2,8
N00000302,127,9,108,0,10
N00000303,110,9,96,1,4
N00000304,117,11,94,0,12
N00000305,121,7,110,0,4
N00000306,128,9,112,0,7
N00000307,122,4,112,0,6
N00000308,110,12,90,2,6
N00000309,124,11,102,5,6
N00000310,149,96,47,0,6
N00000311,160,127,26,1,6
N00000312,175,112,55,0,8
N00000313,193,159,30,0,4
N00000314,137,122,10,0,5
N00000315,133,100,26,2,5
N00000316,130,114,10,1,5
N00000317,213,160,46,1,6
N00000318,129,4,118,1,6
N00000319,310,7,284,3,16
N00000320,128,6,118,1,3
N00000321,211,9,194,1,7
N00000322,154,6,139,5,4
N00000323,163,60,93,2,8
N00000324,151,47,96,1,7
N00000325,198,45,141,1,11
N00000326,377,19,322,3,33
N00000327,130,9,108,0,13
N00000328,126,6,106,2,12
N00000329,137,10,113,0,14
N00000330,203,11,172,1,19
N00000331,233,16,198,1,18
N00000332,124,11,101,0,12
N00000333,125,6,112,0,7
N00000334,116,11,96,0,9
N00000335,136,16,107,1,12
N00000336,131,8,112,0,11
N00000337,120,9,107,0,4
N00000338,129,18,104,2,5
N00000339,122,14,99,2,7
N00000340,138,13,120,2,3
N00000341,130,10,111,4,5
N00000342,133,10,113,2,8
N00000343,122,6,105,2,9
N00000344,128,109,15,2,2
N00000345,163,149,13,0,1
N00000346,209,193,14,0,2
N00000347,130,118,8,0,4
N00000348,125,117,7,1,0
N00000349,149,133,11,1,4
N00000350,169,145,23,0,1
N00000351,137,90,41,0,6
N00000352,142,129,12,0,1
N00000353,140,84,54,1,1
N00000354,133,57,75,1,0
N00000355,154,101,53,0,0
N00000356,146,136,6,0,4
N00000357,452,413,22,4,13
N00000358,140,131,3,0,6
N00000359,389,273,94,7,15
N00000360,130,112,17,0,1
N00000361,148,78,63,1,6
N00000362,126,82,43,0,1
N00000363,150,131,18,0,1
N00000364,150,66,83,1,0
N00000365,86,65,19,0,2
N00000366,187,146,38,2,1
N00000367,143,130,10,0,3
N00000368,170,130,36,0,4
N00000369,141,58,77,2,4
N00000370,172,76,94,1,1
N00000371,141,77,62,0,2
N00000372,135,82,44,2,7
N00000373,178,100,68,3,7
N00000374,132,76,51,1,4
N00000375,134,70,61,1,2
N00000376,116,53,61,1,1
N00000377,119,47,70,0,2
N00000378,118,74,43,0,1
N00000379,164,77,82,0,5
N00000380,168,152,16,0,0
N00000381,333,296,32,0,5
N00000382,183,165,16,1,1
N00000383,144,74,67,1,2
N00000384,145,132,13,0,0
N00000385,135,83,50,1,1
N00000386,125,112,8,2,3
N00000387,106,94,9,0,3
N00000388,603,552,40,2,9
N00000389,156,145,8,0,3
N00000390,321,41,274,0,6
N00000391,173,16,144,2,11
N00000392,518,32,468,4,14
N00000393,178,11,162,2,3
N00000394,141,17,118,1,5
N00000395,142,39,98,2,3
N00000396,134,28,104,0,2
N00000397,189,70,110,3,6
N00000398,165,8,155,1,1
N00000399,130,3,123,0,4
N00000400,112,104,7,0,1
N00000401,117,109,4,0,4
N00000402,123,111,10,0,2
N00000403,208,188,18,0,2
N00000404,121,114,7,0,0
N00000405,105,90,13,0,2
N00000406,121,19,101,1,0
N00000407,344,241,96,1,6
N00000408,146,95,48,2,1
N00000409,143,11,126,1,5
N00000410,136,29,106,0,1
N00000411,128,120,8,0,0
N00000412,138,76,61,0,1
N00000413,131,111,20,0,0
N00000414,125,42,78,3,2
N00000415,162,18,141,1,2
N00000416,133,44,87,2,0
N00000417,187,16,163,3,5
N00000418,313,29,277,2,5
N00000419,139,32,100,2,5
N00000420,138,16,117,3,2
N00000421,185,6,171,2,6
N00000422,170,10,154,0,6
N00000423,152,31,114,3,4
N00000424,180,144,32,0,4
N00000425,121,47,71,1,2
N00000426,123,11,110,1,1
N00000427,133,74,50,1,8
N00000428,146,34,110,0,2
N00000429,152,32,118,0,2
N00000430,154,10,143,1,0
N00000431,137,35,100,0,2
N00000432,118,7,109,1,1
N00000433,141,43,97,0,1
N00000434,179,19,154,2,4
N00000435,173,46,118,2,7
N00000436,174,15,150,1,8
N00000437,195,146,46,2,1
N00000438,153,97,54,1,1
N00000439,134,59,72,2,1
N00000440,127,94,32,0,1
N00000441,121,97,20,2,2
N00000442,167,105,56,0,6
N00000443,164,66,92,2,4
N00000444,257,124,122,3,8
N00000445,141,72,67,0,2
N00000446,130,75,52,1,2
N00000447,117,46,70,0,1
N00000448,128,100,22,3,3
N00000449,146,19,125,0,2
N00000450,178,98,77,0,3
N00000451,189,127,59,1,2
N00000452,157,36,114,1,6
N00000453,149,30,115,0,4
N00000454,162,24,130,1,7
N00000455,111,7,100,0,4
N00000456,118,3,110,0,5
N00000457,126,2,120,0,4
N00000458,129,6,119,1,3
N00000459,247,15,222,3,7
N00000460,138,20,111,0,7
N00000461,157,4,147,0,6
N00000462,101,4,85,4,8
N00000463,343,66,250,1,26
N00000464,156,13,139,0,4
N00000465,129,17,110,0,2
N00000466,138,13,120,1,4
N00000467,131,13,113,1,4
N00000468,116,16,93,1,6
N00000469,154,15,136,1,2
N00000470,122,42,71,3,6
N00000471,126,7,111,1,7
N00000472,133,59,65,3,6
N00000473,108,12,94,2,0
N00000474,118,41,75,1,1
N00000475,116,14,97,1,4
N00000476,119,4,113,0,2
N00000477,283,33,239,1,10
N00000478,129,42,85,1,1
N00000479,117,11,100,3,3
N00000480,132,6,123,0,3
N00000481,175,31,138,2,4
N00000482,121,5,110,1,5
N00000483,115,3,108,2,2
N00000484,139,3,128,1,7
N00000485,108,2,101,1,4
N00000486,116,7,107,0,2
N00000487,113,4,106,3,0
N00000488,134,5,126,0,3
N00000489,107,4,98,1,4
N00000490,194,15,174,1,4
N00000491,166,17,148,0,1
N00000492,177,17,151,2,7
N00000493,140,21,116,1,2
N00000494,347,64,263,4,16
N00000495,136,16,114,1,5
N00000496,310,45,242,6,17
N00000497,328,35,260,7,26
N00000498,128,26,96,2,4
N00000499,129,11,112,1,5
N00000500,249,15,228,1,5
N00000501,151,12,129,3,7
N00000502,89,7,74,1,7
N00000503,133,11,112,3,7
N00000504,108,6,94,3,5
N00000505,94,7,81,0,6
N00000506,113,3,105,1,4
N00000507,114,6,105,1,2
N00000508,129,3,123,1,2
N00000509,127,7,110,5,5
N00000510,108,9,88,3,8
N00000511,157,45,104,3,5
N00000512,174,39,132,0,3
N00000513,131,16,109,2,4
N00000514,141,29,110,0,2
N00000515,124,23,95,1,5
N00000516,92,8,80,0,4
N00000517,125,15,106,1,3
N00000518,119,11,103,0,5
N00000519,118,8,107,0,3
N00000520,269,9,247,1,12
N00000521,183,11,159,5,8
N00000522,181,7,169,0,5
N00000523,154,4,145,1,4
N00000524,177,14,157,0,6
N00000525,211,10,192,1,8
N00000526,117,52,56,1,8
N00000527,133,29,90,2,12
N00000528,111,32,71,1,7
N00000529,135,41,84,2,8
N00000530,130,50,75,0,5
N00000531,151,89,52,0,10
N00000532,105,56,46,0,3
N00000533,159,33,120,3,3
N00000534,169,7,157,2,3
N00000535,183,10,166,0,7
N00000536,148,16,126,0,6
N00000537,142,1,139,0,2
N00000538,148,10,135,1,2
N00000539,139,15,120,0,4
N00000540,123,1,119,3,0
N00000541,158,1,152,1,4
N00000542,130,3,123,3,1
N00000543,138,6,124,2,6
N00000544,128,7,112,1,8
N00000545,126,4,114,1,7
N00000546,120,7,110,0,3
N00000547,143,4,128,3,8
N00000548,114,11,102,1,0
N00000549,115,47,64,0,4
N00000550,180,81,87,2,10
N00000551,100,62,34,0,4
N00000552,101,59,39,0,3
N00000553,131,80,42,2,7
N00000554,103,67,32,0,4
N00000555,110,72,30,0,8
N00000556,115,59,53,0,3
N00000557,167,48,114,1,4
N00000558,148,5,137,0,6
N00000559,124,8,109,1,6
N00000560,146,4,139,1,2
N00000561,162,46,114,0,2
N00000562,143,5,126,3,9
N00000563,356,189,146,3,18
N00000564,138,84,46,2,6
N00000565,124,42,78,0,4
N00000566,123,84,35,0,4
N00000567,200,11,180,1,8
N00000568,130,1,120,2,7
N00000569,167,6,157,2,2
N00000570,129,5,117,2,5
N00000571,120,2,115,1,2
N00000572,200,18,172,1,9
N00000573,138,25,111,0,2
N00000574,149,13,131,3,2
N00000575,160,14,139,2,5
N00000576,131,124,6,1,0
N00000577,154,112,41,1,0
N00000578,243,209,26,3,5
N00000579,149,125,21,1,2
N00000580,177,12,163,0,2
N00000581,160,66,88,2,4
N00000582,142,2,135,1,4
N00000583,118,15,98,2,3
N00000584,157,20,128,3,6
N00000585,155,8,140,0,7
N00000586,154,29,120,0,5
N00000587,154,40,106,2,6
N00000588,139,6,130,1,2
N00000589,182,139,39,0,4
N00000590,137,2,129,3,3
N00000591,155,58,92,2,3
N00000592,188,23,158,0,7
N00000593,171,130,39,0,2
N00000594,130,8,118,1,3
N00000595,185,49,128,1,7
N00000596,120,10,104,2,4
N00000597,121,9,105,2,5
N00000598,152,28,109,2,13
N00000599,114,6,101,1,6
N00000600,122,7,105,5,5
N00000601,133,7,120,1,5
N00000602,111,3,105,0,3
N00000603,151,11,137,0,3
N00000604,132,4,124,1,3
N00000605,196,8,181,0,7
N00000606,124,10,108,1,5
N00000607,129,5,117,1,6
N00000608,138,12,123,0,3
N00000609,136,9,123,1,3
N00000610,147,8,132,2,5
N00000611,122,1,113,1,7
N00000612,246,17,217,0,12
N00000613,112,12,93,1,6
N00000614,119,7,105,1,6
N00000615,87,5,75,2,5
N00000616,129,8,113,2,6
N00000617,133,12,116,0,5
N00000618,271,76,176,2,17
N00000619,141,47,91,2,1
N00000620,139,44,90,2,3
N00000621,176,64,103,3,6
N00000622,164,50,104,0,10
N00000623,125,51,72,0,2
N00000624,160,8,149,2,1
N00000625,118,70,46,1,1
N00000626,156,61,89,2,4
N00000627,159,47,108,2,2
N00000628,141,27,111,1,2
N00000629,171,66,100,1,4
N00000630,126,50,71,1,4
N00000631,137,8,127,1,1
N00000632,156,22,125,3,6
N00000633,126,12,107,2,5
N00000634,166,6,155,1,4
N00000635,153,43,105,0,5
N00000636,143,19,121,1,2
N00000637,305,165,127,0,13
N00000638,136,69,61,0,6
N00000639,143,112,29,0,2
N00000640,132,101,22,0,9
N00000641,129,96,30,1,2
N00000642,145,82,57,1,5
N00000643,148,134,13,0,1
N00000644,184,169,13,0,2
N00000645,136,119,15,0,2
N00000646,124,106,17,0,1
N00000647,300,13,279,0,8
N00000648,129,16,108,0,5
N00000649,132,7,119,1,5
N00000650,229,12,207,2,8
N00000651,122,17,93,1,11
N00000652,200,31,159,3,7
N00000653,116,17,92,1,6
N00000654,114,17,95,0,2
N00000655,141,23,110,1,7
N00000656,115,14,97,0,4
N00000657,318,100,207,1,10
N00000658,123,73,48,0,2
N00000659,142,39,96,2,5
N00000660,153,45,108,0,0
N00000661,141,13,127,0,1
N00000662,140,9,124,1,6
N00000663,148,14,128,1,5
N00000664,148,9,132,1,6
N00000665,145,131,14,0,0
N00000666,132,43,87,0,2
N00000667,137,122,13,1,1
N00000668,127,121,4,1,1
N00000669,151,138,13,0,0
N00000670,126,16,104,1,5
N00000671,130,14,113,1,2
N00000672,131,46,82,2,1
N00000673,353,48,287,5,13
N00000674,130,21,104,1,4
N00000675,144,11,127,2,4
N00000676,294,42,238,3,11
N00000677,143,28,107,2,6
N00000678,161,63,93,2,3
N00000679,167,27,135,2,3
N00000680,139,103,34,0,2
N00000681,138,17,114,0,7
N00000682,143,86,57,0,0
N00000683,132,27,103,1,1
N00000684,202,141,54,4,3
N00000685,121,84,36,0,1
N00000686,148,49,95,2,2
N00000687,135,16,115,2,2
N00000688,132,69,59,0,4
N00000689,136,24,106,1,5
N00000690,119,21,95,0,3
N00000691,129,8,118,0,3
N00000692,129,8,118,1,2
N00000693,125,20,100,1,4
N00000694,356,56,284,4,12
N00000695,201,25,164,0,12
N00000696,114,37,74,1,2
N00000697,149,24,118,2,5
N00000698,187,28,151,2,6
N00000699,148,19,120,4,5
N00000700,120,59,53,3,5
N00000701,94,6,83,1,4
N00000702,311,44,255,1,11
N00000703,131,7,118,1,5
N00000704,238,29,197,3,9
N00000705,242,50,185,1,6
N00000706,154,41,108,0,5
N00000707,132,11,117,2,2
N00000708,155,45,103,0,7
N00000709,165,17,140,1,7
N00000710,117,13,102,1,1
N00000711,195,20,167,3,5
N00000712,134,25,105,0,4
N00000713,135,66,65,1,3
N00000714,128,49,75,3,1
N00000715,254,93,155,1,5
N00000716,328,66,252,2,8
N00000717,199,59,125,1,14
N00000718,719,247,434,7,31
N00000719,86,19,58,1,8
N00000720,154,46,102,1,5
N00000721,154,88,63,0,3
N00000722,162,18,137,2,5
N00000723,145,134,7,0,4
N00000724,160,89,64,0,7
N00000725,165,82,78,0,5
N00000726,137,86,48,0,3
N00000727,124,48,72,2,2
N00000728,187,83,91,3,10
N00000729,121,37,79,0,5
N00000730,121,30,90,0,1
N00000731,123,60,62,0,1
N00000732,239,110,116,2,11
N00000733,112,42,66,0,4
N00000734,142,58,78,0,6
N00000735,143,46,90,3,4
N00000736,137,84,51,0,2
N00000737,124,17,106,1,0
N00000738,138,86,50,0,2
N00000739,143,39,100,1,3
N00000740,177,43,123,3,8
N00000741,140,23,114,2,1
N00000742,120,25,90,1,4
N00000743,116,10,100,1,5
N00000744,123,20,96,2,5
N00000745,184,34,138,4,8
N00000746,263,54,193,4,12
N00000747,173,43,122,0,8
N00000748,173,37,129,1,6
N00000749,140,14,113,0,13
N00000750,146,23,109,2,12
N00000751,198,32,151,1,14
N00000752,163,21,131,3,8
N00000753,138,25,107,3,3
N00000754,162,23,132,2,5
N00000755,125,15,105,0,5
N00000756,153,19,127,2,5
N00000757,142,17,123,0,2
N00000758,185,99,78,1,7
N00000759,102,45,53,1,3
N00000760,132,43,84,0,5
N00000761,178,75,91,2,10
N00000762,133,55,74,1,3
N00000763,166,68,88,0,10
N00000764,93,46,44,1,2
N00000765,165,80,74,1,10
N00000766,387,118,258,1,10
N00000767,108,20,80,1,7
N00000768,120,15,98,1,6
N00000769,137,44,89,0,4
N00000770,117,33,80,1,3
N00000771,124,37,82,2,3
N00000772,157,37,115,2,3
N00000773,154,49,92,3,10
N00000774,430,195,219,4,12
N00000775,123,9,112,0,2
N00000776,136,101,29,0,6
N00000777,323,31,282,1,9
N00000778,142,39,99,2,2
N00000779,204,38,151,1,14
N00000780,181,19,154,2,6
N00000781,204,27,162,2,13
N00000782,162,7,150,0,5
N00000783,195,80,111,0,4
N00000784,145,31,110,0,4
N00000785,118,17,97,1,3
N00000786,129,11,116,0,2
N00000787,144,37,98,3,6
N00000788,142,73,64,3,2
N00000789,403,241,145,9,8
N00000790,193,98,92,1,2
N00000791,146,75,65,1,5
N00000792,130,24,99,2,5
N00000793,146,86,60,0,0
N00000794,154,58,86,1,9
N00000795,170,41,125,0,4
N00000796,141,86,48,0,7
N00000797,144,50,86,3,5
N00000798,175,77,96,2,0
N00000799,193,12,176,0,5
N00000800,145,31,109,2,3
N00000801,176,18,151,2,5
N00000802,114,18,90,1,5
N00000803,140,23,109,2,6
N00000804,153,11,140,1,1
N00000805,134,21,107,1,5
N00000806,143,55,84,2,2
N00000807,187,64,116,0,7
N00000808,119,27,88,3,1
N00000809,204,90,105,2,7
N00000810,151,68,80,2,1
N00000811,148,44,101,1,2
N00000812,121,43,73,1,4
N00000813,191,36,147,0,8
N00000814,118,20,91,1,6
N00000815,159,27,125,1,6
N00000816,232,51,170,4,7
N00000817,104,26,74,1,3
N00000818,123,29,93,1,0
N00000819,132,46,78,3,5
N00000820,179,51,117,0,11
N00000821,129,47,74,1,7
N00000822,127,49,67,1,10
N00000823,146,49,90,1,6
N00000824,144,57,79,4,4
N00000825,136,129,7,0,0
N00000826,115,108,6,0,1
N00000827,121,116,4,1,0
N00000828,104,99,5,0,0
N00000829,131,126,5,0,0
N00000830,132,124,7,1,0
N00000831,134,127,6,0,1
N00000832,122,114,6,0,2
N00000833,120,117,2,0,1
N00000834,136,132,3,0,1
N00000835,112,107,4,0,1
N00000836,126,122,4,0,0
N00000837,122,116,4,1,1
N00000838,119,112,6,0,1
N00000839,156,145,7,2,2
N00000840,118,112,5,0,1
N00000841,123,110,13,0,0
N00000842,209,190,15,1,3
N00000843,107,102,3,0,2
N00000844,98,92,5,0,1
N00000845,98,97,1,0,0
N00000846,114,109,4,0,1
N00000847,367,324,29,1,13
N00000848,112,110,2,0,0
N00000849,144,132,10,1,1
N00000850,121,110,7,1,3
N00000851,115,108,5,0,2
N00000852,543,516,17,0,10
N00000853,108,101,5,2,0
N00000854,309,293,11,0,5
N00000855,104,25,73,1,5
N00000856,90,24,62,2,2
N00000857,157,23,129,1,4
N00000858,131,28,77,5,21
N00000859,138,26,94,4,14
N00000860,151,27,109,0,15
N00000861,124,25,93,2,4
N00000862,388,76,277,8,27
N00000863,128,7,114,1,6
N00000864,125,18,95,3,9
N00000865,126,24,94,2,6
N00000866,164,27,110,4,23
N00000867,159,37,100,4,18
N00000868,130,21,94,2,13
N00000869,106,14,83,2,7
N00000870,157,11,121,1,24
N00000871,155,10,135,1,9
N00000872,134,10,111,1,12
N00000873,132,125,5,1,1
N00000874,268,155,83,16,14
N00000875,124,103,16,0,5
N00000876,119,59,59,0,1
N00000877,158,22,128,0,8
N00000878,119,30,84,0,5
N00000879,398,344,46,2,6
N00000880,123,89,32,0,2
N00000881,148,15,123,2,8
N00000882,139,11,116,0,12
N00000883,133,13,113,0,7
N00000884,113,8,98,1,6
N00000885,323,53,236,5,29
N00000886,128,82,35,2,9
N00000887,133,99,25,5,4
N00000888,143,106,27,5,5
N00000889,110,81,22,2,5
N00000890,150,90,46,1,13
N00000891,181,104,51,5,21
N00000892,137,83,42,0,12
N00000893,135,75,39,5,16
N00000894,141,81,45,3,12
N00000895,121,57,53,3,8
N00000896,139,83,43,0,13
N00000897,137,84,31,2,20
N00000898,138,74,48,1,15
N00000899,158,90,51,2,15
N00000900,109,35,61,0,13
N00000901,140,86,31,3,20
N00000902,143,92,38,0,13
N00000903,94,13,51,8,22
N00000904,219,109,74,7,29
N00000905,144,66,57,9,12
N00000906,105,2,99,1,3
N00000907,129,8,110,2,9
N00000908,146,5,130,1,10
N00000909,81,1,76,0,4
N00000910,129,11,106,2,10
N00000911,109,6,97,1,5
N00000912,95,7,82,0,6
N00000913,127,5,115,2,5
N00000914,123,11,106,1,5
N00000915,116,10,102,0,4
N00000916,122,7,104,5,6
N00000917,116,17,91,0,8
N00000918,121,16,99,0,6
N00000919,108,13,86,2,7
N00000920,79,2,71,1,5
N00000921,209,10,187,1,11
N00000922,127,30,89,1,7
N00000923,114,9,98,2,5
N00000924,106,7,94,0,5
N00000925,119,5,104,4,6
N00000926,121,109,8,1,3
N00000927,202,173,28,0,1
