GeographyCode,QS604NI0001,QS604NI0002,QS604NI0003,QS604NI0004,QS604NI0005,QS604NI0006,QS604NI0007,QS604NI0008,QS604NI0009,QS604NI0010,QS604NI0011,QS604NI0012,QS604NI0013,QS604NI0014,QS604NI0015,QS604NI0016,QS604NI0017,QS604NI0018,QS604NI0019,QS604NI0020,QS604NI0021,QS604NI0022,QS604NI0023,QS604NI0024,QS604NI0025,QS604NI0026,QS604NI0027,QS604NI0028
N00003702,369,2,3,26,6,1,0,3,0,10,6,0,7,37,67,8,17,13,10,4,30,4,14,48,63,15,0,1
N00003703,299,1,0,29,7,1,1,5,2,7,6,1,5,40,47,14,10,2,9,2,18,9,17,38,48,9,0,0
N00003704,206,2,0,15,2,1,1,3,3,3,2,0,5,38,41,11,14,4,6,1,9,4,4,19,27,6,0,0
N00003705,189,1,0,18,3,0,2,8,1,3,1,0,1,21,48,9,6,4,8,0,6,2,5,27,20,12,1,0
N00003706,202,6,2,25,3,2,1,7,2,5,5,0,3,31,32,7,6,2,4,2,9,4,16,22,22,6,3,0
N00003707,247,8,0,17,3,0,0,3,4,2,5,0,3,48,47,12,15,9,4,1,10,10,7,18,27,10,0,1
N00003708,202,8,0,9,0,0,0,7,2,0,0,0,8,36,32,8,9,0,6,3,5,7,12,24,23,12,0,0
N00003709,153,2,0,15,2,0,0,6,1,2,4,0,3,19,30,8,10,2,0,0,7,4,12,18,19,4,0,0
N00003710,173,0,3,13,3,0,0,3,2,2,3,1,4,25,27,15,9,1,6,1,7,8,8,25,16,4,0,0
N00003711,229,10,0,18,2,1,3,3,0,4,5,1,0,36,47,6,9,6,5,4,12,1,13,23,32,5,1,0
N00003712,155,0,0,18,2,0,5,2,1,5,3,1,3,16,32,8,7,4,4,1,7,4,4,13,27,5,1,0
N00003713,153,2,0,15,2,1,0,4,1,1,6,1,2,14,38,5,13,3,5,3,3,3,6,19,14,7,0,0
N00003714,116,1,0,10,2,2,2,0,0,1,3,0,2,16,21,3,7,4,1,0,4,6,4,8,27,2,0,0
N00003715,101,0,1,16,1,0,7,2,4,0,2,0,1,9,18,4,4,0,1,1,2,6,3,15,16,4,0,0
N00003716,133,0,2,20,1,1,6,3,2,0,7,1,1,18,15,12,12,6,0,0,3,3,5,12,13,10,0,0
N00003717,118,1,0,16,3,1,2,4,2,2,2,0,1,7,21,6,11,3,4,3,8,8,3,12,11,2,1,0
N00003718,611,2,0,45,5,1,12,6,3,10,8,3,2,50,123,32,27,14,21,1,35,15,32,101,77,30,1,0
N00003719,219,4,0,25,6,2,4,1,1,4,7,0,4,26,44,9,12,2,8,2,10,6,7,21,33,6,0,0
N00003720,207,1,0,19,2,2,2,1,1,7,4,0,2,24,42,11,13,4,10,2,10,11,7,21,22,8,0,0
N00003721,222,7,0,14,3,0,0,1,4,1,5,0,1,32,38,13,11,7,6,4,10,3,13,22,29,12,0,0
N00003722,186,14,0,15,1,0,2,2,2,4,4,0,2,21,32,8,7,3,4,1,8,3,9,25,23,11,0,0
N00003723,160,4,0,13,4,0,2,1,2,4,0,1,2,33,31,11,6,4,1,1,7,1,10,15,15,5,0,0
N00003724,157,12,2,9,0,1,0,0,2,3,3,0,2,19,28,7,4,4,4,0,6,4,12,25,15,4,0,0
N00003725,86,4,0,10,4,0,0,2,0,1,3,0,2,8,17,7,4,1,2,0,4,0,2,13,7,5,0,0
N00003726,177,14,0,9,3,1,0,1,0,0,4,1,3,32,34,9,4,2,5,0,6,6,6,16,21,9,0,0
N00003727,95,4,0,8,2,1,0,1,0,3,1,0,0,10,23,5,2,0,2,1,2,1,3,15,15,4,0,0
N00003728,129,5,0,11,1,1,0,1,0,2,6,0,1,29,20,1,6,1,4,0,5,3,5,20,14,4,0,0
N00003729,165,2,0,11,4,0,0,1,1,2,3,1,0,23,40,14,4,5,0,0,1,6,10,23,20,5,0,0
N00003730,187,3,0,15,2,0,1,3,3,2,4,0,1,33,34,10,8,1,2,1,9,8,7,25,22,8,0,0
N00003731,161,6,1,12,3,0,0,5,0,1,3,0,3,19,33,5,8,2,6,3,9,2,5,23,18,6,0,0
N00003732,201,3,0,21,6,0,0,7,3,2,3,2,2,28,44,2,12,3,3,0,10,5,6,20,26,14,0,0
N00003733,101,2,0,9,2,0,0,3,1,2,1,0,3,15,16,2,5,1,5,1,3,4,4,10,13,8,0,0
N00003734,150,0,0,28,6,3,1,7,2,5,4,0,2,11,46,7,5,1,2,0,5,11,6,6,14,6,0,0
N00003735,96,0,0,12,3,2,1,4,0,1,1,1,1,9,22,2,10,1,1,0,2,7,3,9,10,6,0,0
N00003736,132,1,0,26,10,0,0,9,3,2,2,0,0,5,45,4,4,1,3,0,3,7,4,13,14,2,0,0
N00003737,164,0,0,24,6,2,0,10,1,2,3,1,4,17,31,4,12,3,2,1,6,10,9,9,27,4,0,0
N00003738,110,0,0,19,2,0,1,10,1,3,2,0,3,7,18,6,13,4,1,0,2,7,4,4,14,8,0,0
N00003739,194,1,0,34,4,0,1,19,6,4,0,1,2,12,35,14,14,6,2,1,5,10,11,12,25,9,0,0
N00003740,105,0,0,11,1,0,1,5,0,1,3,0,0,11,22,6,6,1,1,1,9,7,4,10,12,4,0,0
N00003741,96,0,0,21,10,0,0,6,0,2,3,0,5,2,19,8,9,2,1,0,2,3,1,7,12,4,0,0
N00003742,121,3,0,10,1,0,0,4,0,5,0,0,4,14,31,3,11,1,1,1,8,7,5,10,7,5,0,0
N00003743,263,5,1,25,4,2,0,9,4,4,2,0,1,30,67,14,8,4,5,2,16,5,17,26,28,9,0,0
N00003744,173,1,1,13,1,1,2,1,1,3,4,0,1,25,38,8,14,2,3,0,8,6,8,20,18,7,0,0
N00003745,203,6,0,14,1,1,1,3,2,2,4,1,4,31,39,8,6,3,4,6,15,5,8,36,15,2,0,0
N00003746,154,0,0,21,8,0,2,3,2,4,2,0,1,11,29,6,6,6,5,0,10,7,3,22,19,7,0,1
N00003747,136,2,0,11,2,0,0,3,0,5,1,1,1,13,37,6,2,5,1,0,6,5,11,16,16,3,0,0
N00003748,183,3,0,13,2,1,3,1,1,1,4,0,2,26,30,10,18,1,6,1,16,7,14,14,18,4,0,0
N00003749,247,1,0,16,6,0,0,8,1,0,1,0,1,19,45,10,16,4,5,5,19,2,15,36,45,7,1,0
N00003750,247,4,1,27,2,1,2,6,5,6,5,1,3,15,54,4,13,8,7,0,14,8,18,34,23,13,0,0
N00003751,268,1,1,26,3,1,0,11,4,2,5,0,4,9,48,9,16,15,9,3,17,8,15,45,33,9,0,0
N00003752,200,0,0,23,10,2,0,4,0,2,5,0,5,17,41,14,5,4,1,1,11,3,21,15,28,11,0,0
N00003753,203,2,0,26,5,1,0,9,3,5,3,0,1,22,50,4,12,4,3,1,7,7,9,23,25,7,0,0
N00003754,158,3,1,22,4,0,0,14,2,2,0,0,4,12,27,12,8,3,2,1,7,4,10,14,21,7,0,0
N00003755,218,2,0,24,4,0,0,14,3,1,2,0,3,23,48,8,17,2,6,2,12,3,7,18,29,14,0,0
N00003756,79,0,0,13,2,1,1,4,2,3,0,0,0,4,26,4,3,1,0,0,4,4,1,7,8,4,0,0
N00003757,148,4,0,12,2,0,0,8,0,1,1,0,4,14,29,9,13,1,2,0,7,5,5,16,23,4,0,0
N00003758,261,2,0,25,3,0,1,14,0,3,4,0,5,29,61,6,16,7,8,4,6,10,16,25,28,13,0,0
N00003759,126,0,0,13,3,0,0,7,1,1,1,0,0,13,32,5,9,3,4,0,4,8,5,7,18,5,0,0
N00003760,104,1,0,20,4,0,0,6,1,2,7,0,3,4,24,5,4,0,1,1,3,4,5,11,15,3,0,0
N00003761,175,2,0,14,2,0,1,3,1,3,4,1,1,30,31,12,8,5,3,0,10,5,10,13,22,8,0,0
N00003762,252,21,1,18,4,0,1,3,1,4,5,1,0,26,43,12,10,8,8,1,8,5,17,25,37,11,0,0
N00003763,227,16,0,19,5,0,0,2,3,5,4,0,3,24,46,7,11,6,3,2,7,10,9,22,35,7,0,0
N00003764,281,16,1,19,0,1,3,6,4,2,3,0,5,45,54,10,7,6,3,4,17,3,14,38,32,7,0,0
N00003765,186,17,0,18,6,1,0,3,4,2,2,1,2,15,41,10,6,3,5,2,11,7,7,15,19,7,0,0
N00003766,238,13,2,15,2,1,1,5,2,1,3,2,3,22,54,6,6,3,6,3,11,2,13,21,33,22,0,1
N00003767,227,14,0,16,5,0,0,1,3,1,6,1,1,37,38,8,4,4,8,2,14,9,19,21,22,9,0,0
N00003768,312,3,0,32,2,0,1,11,5,2,11,2,9,21,67,10,19,9,9,3,30,7,5,35,33,17,0,1
N00003769,155,1,1,17,3,0,0,4,2,4,4,1,5,11,28,8,9,9,3,2,7,5,7,13,21,7,0,0
N00003770,197,2,0,38,16,0,3,8,1,6,4,0,8,11,49,6,13,5,4,0,6,7,4,12,23,9,0,0
N00003771,211,5,0,17,7,0,0,7,1,0,2,0,6,15,40,15,9,4,5,1,9,10,12,22,31,10,0,0
N00003772,52,0,1,7,2,0,0,1,0,0,4,0,1,4,9,2,2,0,3,0,2,3,7,5,3,3,0,0
N00003773,135,0,1,14,5,0,1,4,1,1,2,0,7,11,24,3,8,4,2,1,3,12,5,11,21,7,1,0
N00003774,168,1,1,19,2,1,0,9,3,4,0,1,3,16,35,5,6,3,4,1,7,8,12,24,19,3,0,0
N00003775,266,1,0,23,3,0,1,12,0,3,4,0,5,20,41,8,11,5,12,6,15,11,11,56,32,9,0,0
N00003776,137,0,0,19,3,0,1,8,1,6,0,0,0,7,40,9,6,3,2,1,6,3,6,16,15,4,0,0
N00003777,97,0,0,10,1,0,0,7,1,0,1,1,2,8,26,6,7,2,3,0,2,3,6,7,12,2,0,0
N00003778,143,3,0,15,4,0,0,7,1,1,2,0,7,11,25,2,12,3,2,0,13,7,9,11,20,3,0,0
N00003779,101,1,0,17,2,0,1,9,3,1,1,0,2,13,18,5,12,0,1,0,3,2,2,7,12,6,0,0
N00003780,179,1,0,9,1,0,0,4,0,0,4,1,1,13,53,8,6,2,1,0,10,8,15,15,29,7,0,0
N00003781,183,0,0,20,2,0,1,12,2,1,2,1,1,18,33,7,10,1,5,0,5,8,14,23,24,13,0,0
N00003782,282,0,0,39,3,0,1,24,5,3,3,0,2,19,47,14,15,4,4,0,15,7,16,39,44,17,0,0
N00003783,130,0,0,25,6,0,0,9,2,2,6,1,1,14,23,2,6,3,0,2,8,7,7,10,13,8,0,0
N00003784,211,7,0,18,5,0,1,3,2,2,5,3,1,25,48,9,9,2,8,1,6,8,9,25,24,8,0,0
N00003785,261,9,0,21,8,1,1,3,0,5,3,0,4,31,51,16,11,4,4,3,16,7,13,32,30,9,0,0
N00003786,242,0,2,31,8,2,1,7,2,5,6,3,3,13,45,14,21,3,11,1,9,7,15,20,33,10,1,0
N00003787,184,7,0,10,3,1,0,0,2,3,1,0,0,20,39,11,9,3,6,2,9,2,8,21,28,9,0,0
N00003788,139,1,0,22,14,1,0,1,2,2,2,1,4,18,35,5,10,3,4,2,3,3,2,5,16,5,0,0
N00003789,190,7,0,28,10,0,1,1,3,10,3,0,2,25,33,12,11,2,6,3,9,6,8,17,14,7,0,0
N00003790,130,1,0,9,3,1,0,2,1,1,1,1,6,23,26,10,9,1,1,0,9,2,5,10,10,7,0,0
N00003791,306,4,0,34,5,3,1,5,3,3,14,2,3,44,51,19,14,5,8,2,14,8,9,34,42,13,0,0
N00003792,123,3,0,12,5,0,0,0,1,3,3,1,0,10,28,6,9,3,1,1,4,2,8,7,18,10,0,0
N00003793,319,8,1,39,4,5,2,4,6,7,11,0,3,41,54,14,17,2,9,2,13,3,14,37,47,15,0,0
N00003794,135,1,0,12,1,0,0,2,4,1,4,0,0,14,41,9,4,2,3,2,7,1,9,9,18,3,0,0
N00003795,230,2,0,24,1,0,0,3,6,3,11,2,7,35,42,9,14,5,3,3,10,7,7,29,24,7,0,0
N00003796,282,6,1,19,2,1,1,3,4,2,6,0,3,46,45,12,7,10,8,3,24,12,14,33,35,4,0,0
N00003797,193,8,1,16,2,0,2,2,6,1,3,2,1,23,41,5,12,4,2,1,8,9,8,12,30,10,0,0
N00003798,181,2,2,17,4,2,0,5,4,1,1,0,5,22,37,5,9,0,3,1,6,8,13,23,19,9,0,0
N00003799,166,9,1,40,10,0,0,1,8,18,3,0,2,26,25,11,6,0,3,2,6,0,3,15,10,7,0,0
N00003800,220,15,2,45,7,3,0,1,11,17,6,0,0,33,27,7,8,1,4,3,4,8,6,24,23,9,1,0
N00003801,191,12,1,42,23,0,0,1,9,7,2,0,3,23,34,6,19,0,5,2,7,3,5,12,9,8,0,0
N00003802,131,7,0,17,3,0,0,1,3,7,3,0,1,20,24,3,4,3,1,1,5,7,2,15,18,3,0,0
N00003803,190,12,2,42,11,0,0,3,3,22,3,0,1,24,32,9,10,1,3,1,4,7,5,14,16,7,0,0
N00003804,206,17,1,36,8,0,2,1,8,10,7,0,0,33,30,8,4,6,3,0,8,6,11,18,15,10,0,0
N00003805,122,6,0,29,6,0,0,0,6,17,0,0,2,18,24,0,5,1,4,0,6,7,0,7,8,5,0,0
N00003806,144,6,1,38,12,1,1,1,7,13,3,0,0,17,17,4,18,1,1,0,5,2,1,7,19,7,0,0
N00003807,90,3,0,18,7,1,0,3,2,4,1,0,1,14,14,6,8,0,2,0,4,3,0,4,9,4,0,0
N00003808,153,14,0,40,14,1,1,0,6,16,2,0,0,16,22,1,13,2,2,0,3,5,6,10,9,10,0,0
N00003809,151,14,1,22,3,1,0,1,7,6,4,0,1,22,15,9,5,1,4,0,7,4,6,12,17,11,0,0
N00003810,70,3,0,16,4,0,0,2,2,7,1,0,0,11,12,4,3,0,0,0,3,3,1,6,7,1,0,0
N00003811,164,7,0,26,5,1,0,2,5,10,3,0,0,28,30,10,11,2,0,0,3,5,10,15,13,4,0,0
N00003812,126,10,0,15,6,0,0,0,2,6,1,0,1,16,18,9,7,1,2,1,6,2,1,19,11,7,0,0
N00003813,146,8,0,37,11,1,0,1,4,18,2,0,3,23,15,6,11,1,2,1,3,4,2,14,13,3,0,0
N00003814,149,4,0,26,8,1,0,3,3,9,2,1,1,29,23,6,8,1,2,1,5,0,6,12,20,4,0,0
N00003815,236,3,0,45,9,1,1,1,4,24,5,2,2,38,38,9,12,2,9,2,11,11,6,10,31,5,0,0
N00003816,125,1,1,28,4,1,1,4,2,8,8,0,0,23,23,6,11,0,1,1,1,2,3,11,8,5,0,0
N00003817,222,19,0,15,2,1,0,3,4,3,2,0,1,51,32,7,6,2,5,1,12,6,9,26,18,10,2,0
N00003818,204,9,2,29,2,0,0,2,8,13,4,0,2,41,38,9,11,2,3,0,7,2,6,13,20,9,1,0
N00003819,175,20,3,12,3,0,0,1,2,3,3,0,0,29,20,10,14,1,0,2,6,6,9,17,19,7,0,0
N00003820,262,15,2,37,5,2,0,3,14,5,8,0,4,71,34,6,5,5,2,1,7,4,14,22,29,4,0,0
N00003821,192,13,0,16,3,0,0,3,3,7,0,1,1,56,27,6,5,2,6,4,9,3,6,15,17,4,1,0
N00003822,251,23,4,33,13,3,0,2,7,4,4,0,2,56,29,11,14,3,2,1,10,6,8,23,20,6,0,0
N00003823,290,18,1,12,5,1,0,2,0,2,2,5,1,39,50,9,12,4,10,2,24,12,13,31,32,15,0,0
N00003824,345,21,2,21,2,1,5,2,6,2,3,2,3,59,76,13,16,4,8,2,14,9,8,26,42,18,1,0
N00003825,414,13,1,41,2,2,2,9,3,15,8,1,4,79,89,27,18,11,10,0,11,7,15,29,40,18,0,0
N00003826,319,16,1,26,4,1,1,6,6,2,6,1,4,38,80,7,12,1,5,2,24,5,15,32,39,11,0,0
N00003827,483,40,4,39,3,1,3,4,6,10,12,1,3,83,75,18,15,9,14,8,12,6,26,50,57,21,2,0
N00003828,225,23,1,25,4,0,7,4,3,7,0,0,2,35,27,11,9,5,4,2,9,1,12,15,37,7,0,0
N00003829,215,29,3,18,3,1,0,4,2,2,6,0,1,29,35,18,10,2,3,1,5,5,9,20,23,4,0,0
N00003830,223,17,1,20,4,1,0,1,5,4,5,0,4,32,36,7,8,3,7,2,9,4,9,26,26,12,0,0
N00003831,118,4,1,9,2,0,0,1,2,3,1,0,4,12,20,9,2,2,3,0,4,5,2,16,14,11,0,0
N00003832,228,13,0,38,8,0,5,8,4,7,6,0,4,34,37,14,9,2,2,0,5,8,4,30,19,8,1,0
N00003833,155,5,4,18,1,1,1,3,7,4,1,1,2,24,22,6,6,3,1,1,5,4,5,19,20,9,0,0
N00003834,137,1,0,15,2,0,0,3,3,5,2,0,3,21,19,9,8,3,3,1,3,4,3,6,26,12,0,0
N00003835,196,3,1,14,2,2,0,1,1,1,7,1,0,21,26,10,13,6,5,2,11,4,12,28,32,6,1,0
N00003836,162,1,0,11,3,1,0,4,0,2,1,0,3,20,27,11,7,2,7,4,10,3,7,19,22,8,0,0
N00003837,145,1,0,18,2,4,3,4,1,2,2,1,1,19,24,4,1,3,0,0,8,5,7,21,22,10,0,0
N00003838,179,3,0,10,1,0,1,1,4,1,2,0,2,26,21,6,14,4,6,2,15,7,6,14,28,14,0,1
N00003839,175,2,0,13,3,0,0,1,3,3,3,0,0,20,28,8,7,2,4,3,15,3,6,27,21,16,0,0
N00003840,195,6,0,11,3,0,0,2,3,2,1,2,3,25,33,9,9,1,5,0,19,3,17,23,22,7,0,0
N00003841,108,3,0,9,1,0,5,1,0,0,2,2,2,14,13,6,15,1,3,0,2,4,5,14,10,4,1,0
N00003842,174,0,2,16,4,0,2,2,2,0,6,0,1,10,38,10,8,5,13,1,13,3,8,20,18,8,0,0
N00003843,123,0,0,17,4,1,1,3,1,4,3,1,1,21,14,1,5,3,3,0,14,10,4,13,10,5,1,0
N00003844,238,1,1,16,2,1,2,3,1,3,4,1,2,28,38,8,10,7,15,3,23,3,15,21,34,10,2,0
N00003845,142,1,0,13,4,0,3,1,0,4,1,1,0,17,34,5,12,1,3,0,7,5,8,12,17,6,0,0
N00003846,218,3,0,23,2,0,4,2,2,1,12,1,2,22,46,13,17,2,4,1,8,5,10,17,29,14,1,0
N00003847,91,2,0,8,0,0,0,2,2,2,2,1,2,8,18,6,1,3,1,1,6,4,2,7,18,3,0,0
N00003848,124,1,0,13,3,0,2,2,2,2,2,1,2,17,25,4,13,1,0,0,6,12,2,9,15,3,0,0
N00003849,216,8,1,16,2,1,0,1,1,4,7,3,2,29,42,15,9,0,7,0,11,8,13,22,17,12,1,0
N00003850,156,4,0,13,1,0,0,5,1,4,2,0,2,29,40,8,5,0,2,1,10,2,4,16,16,4,0,0
N00003851,164,5,1,9,1,1,0,2,3,2,0,0,1,33,33,7,9,1,7,1,6,4,5,19,18,5,0,0
N00003852,107,1,2,9,1,0,0,3,1,0,4,0,0,15,17,4,7,0,1,1,8,2,6,13,14,6,1,0
N00003853,196,5,2,17,3,0,1,4,1,1,7,0,2,26,37,8,12,3,3,2,8,9,15,23,18,6,0,0
N00003854,191,5,2,15,2,0,1,2,5,3,2,0,3,23,19,7,8,8,8,1,9,6,10,27,29,11,0,0
N00003855,194,7,0,20,1,0,0,7,3,5,4,1,1,24,28,6,11,1,3,0,6,6,9,31,30,10,0,0
N00003856,187,2,0,13,3,0,0,5,2,1,2,0,0,36,27,9,4,2,4,3,12,6,6,24,33,6,0,0
N00003857,252,10,2,18,2,1,1,6,4,3,1,0,2,46,49,6,20,1,6,0,16,5,11,22,32,6,0,0
N00003858,203,13,4,10,1,1,1,2,3,1,1,1,4,49,29,9,7,3,5,0,13,4,9,10,21,11,0,1
N00003859,177,1,3,18,1,2,0,1,5,5,4,0,3,31,28,3,5,3,7,2,8,2,9,18,25,11,0,0
N00003860,430,16,5,19,1,2,2,1,3,3,7,0,7,72,75,17,19,7,9,1,28,11,18,42,67,17,0,0
N00003861,244,18,1,16,2,0,0,2,2,7,3,0,4,53,43,10,11,1,2,0,10,2,12,23,26,11,1,0
N00003862,210,28,1,21,5,1,1,2,8,1,3,1,5,26,42,5,7,3,5,1,7,6,10,16,20,6,0,0
N00003863,82,0,0,12,7,0,0,2,2,0,1,0,1,3,16,2,6,4,1,1,7,11,4,2,9,3,0,0
N00003864,182,3,1,32,7,1,0,3,4,9,8,0,3,16,38,7,12,3,5,4,6,5,8,15,19,5,0,0
N00003865,97,1,0,21,7,0,0,5,1,4,4,0,1,3,19,3,7,0,2,3,2,6,4,12,11,2,0,0
N00003866,142,0,0,24,5,1,0,8,5,4,1,0,1,9,47,8,8,2,1,1,3,5,4,9,16,4,0,0
N00003867,268,0,0,41,14,1,1,9,7,5,4,0,2,23,55,8,22,2,4,1,9,12,16,29,35,9,0,0
N00003868,144,0,0,23,10,0,0,6,2,1,4,0,5,17,31,4,7,5,6,0,5,6,8,10,11,6,0,0
N00003869,517,3,0,60,12,3,3,21,10,6,5,0,9,46,121,17,29,14,10,5,21,26,25,43,61,26,0,1
N00003870,122,1,1,20,12,0,0,5,0,1,2,1,1,6,29,2,12,2,1,0,4,11,2,11,13,5,0,0
N00003871,378,0,1,40,9,0,1,13,0,9,8,1,2,38,62,13,17,10,29,5,28,9,17,47,49,10,0,0
N00003872,110,0,2,15,2,0,0,10,1,1,1,0,5,8,25,5,5,2,2,1,4,1,5,8,17,5,0,0
N00003873,401,4,1,47,10,1,4,15,7,3,7,2,6,39,99,12,26,7,12,3,13,15,21,28,49,17,0,0
N00003874,260,20,0,26,6,0,1,8,3,6,2,2,3,20,58,12,7,6,8,2,10,3,12,25,36,9,1,0
N00003875,151,5,1,7,0,0,0,1,1,3,2,2,2,16,29,5,5,1,4,0,8,6,9,15,28,8,0,0
N00003876,256,25,0,29,2,0,3,8,3,6,7,1,0,30,42,15,4,2,8,0,10,5,10,26,36,13,0,0
N00003877,163,6,0,19,2,0,3,2,5,3,4,0,2,14,41,12,9,2,4,1,2,3,6,16,23,3,0,0
N00003878,242,42,0,25,13,0,1,4,1,3,3,0,1,30,49,6,4,0,7,1,6,6,11,13,34,7,0,0
N00003879,226,20,0,19,5,0,1,5,2,2,4,1,0,30,35,18,6,4,5,3,9,6,11,23,24,12,0,0
N00003880,203,5,1,15,2,0,1,4,2,3,3,1,2,26,32,12,11,5,8,1,15,3,10,9,34,13,0,0
N00003881,250,0,0,19,0,1,1,4,2,7,4,2,3,8,47,7,14,8,12,2,13,3,19,42,41,9,0,1
N00003882,150,1,0,29,4,1,0,11,3,7,3,0,1,14,27,6,6,1,5,0,6,6,11,17,16,4,0,0
N00003883,389,4,0,32,6,1,1,13,2,5,4,1,3,27,82,4,13,6,10,6,14,14,31,76,55,11,0,0
N00003884,316,2,0,33,6,0,2,16,3,4,2,0,8,23,72,12,20,10,10,3,11,14,18,35,32,13,0,0
N00003885,137,3,1,5,0,0,1,1,3,0,0,1,4,13,32,10,8,1,3,1,4,8,11,9,19,4,0,0
N00003886,121,1,0,10,0,1,0,3,1,1,4,0,2,10,28,8,8,1,2,1,4,12,4,9,15,6,0,0
N00003887,212,0,1,14,1,0,0,1,0,7,5,1,0,15,44,10,11,8,15,1,15,4,12,22,31,8,0,0
N00003888,133,0,0,10,2,0,0,1,1,4,2,1,0,7,20,4,6,2,4,0,3,6,16,18,31,4,1,0
N00003889,172,2,0,15,0,0,0,2,1,7,5,2,0,6,23,7,6,10,9,2,9,7,12,24,29,9,0,0
N00003890,97,0,1,13,2,0,0,1,0,6,4,2,1,4,11,15,5,2,2,2,1,7,6,4,15,6,0,0
N00003891,150,0,0,16,0,1,0,2,4,8,1,0,1,8,35,10,6,2,4,2,2,9,9,13,29,4,0,0
N00003892,104,0,0,11,0,0,0,1,0,10,0,2,1,7,20,9,5,6,4,3,3,5,7,7,12,2,0,0
N00003893,112,0,1,17,0,1,0,2,0,11,3,0,1,6,12,6,5,2,3,1,8,5,7,3,29,6,0,0
N00003894,118,0,0,12,0,1,0,1,3,4,3,1,0,3,27,10,6,5,2,0,4,6,10,4,24,3,1,0
N00003895,124,1,0,10,0,0,0,2,2,6,0,1,1,7,26,9,6,3,9,6,4,3,3,6,26,3,0,0
N00003896,248,1,1,30,4,1,0,8,4,7,6,1,2,14,56,17,11,7,7,5,7,12,11,18,33,15,0,0
N00003897,92,0,0,7,4,0,0,1,0,2,0,0,0,4,25,11,10,0,4,0,3,4,4,9,10,1,0,0
N00003898,213,1,1,16,4,0,0,1,2,8,1,1,0,17,30,13,8,10,10,2,9,8,17,36,22,12,0,0
N00003899,182,1,1,13,3,0,0,0,0,8,2,1,4,10,36,15,7,5,7,2,6,3,21,23,19,8,0,0
N00003900,105,1,2,7,1,0,0,0,2,4,0,0,0,8,27,5,12,2,1,0,1,11,8,4,12,4,0,0
N00003901,99,0,0,5,0,0,0,0,2,3,0,2,1,8,21,4,11,2,7,1,4,3,6,7,14,3,0,0
N00003902,142,1,2,15,3,1,0,2,3,3,3,0,1,7,27,6,6,3,10,0,4,6,13,11,21,9,0,0
N00003903,367,0,2,37,1,1,0,7,6,15,7,4,3,19,67,22,12,9,20,5,16,14,39,41,43,14,0,0
N00003904,266,1,0,24,6,1,0,2,4,8,3,2,1,20,47,18,9,9,16,5,15,9,31,21,23,15,0,0
N00003905,113,1,0,15,2,0,0,3,3,6,1,0,1,7,27,6,4,2,2,3,1,6,7,8,17,6,0,0
N00003906,100,0,0,18,2,1,0,3,6,5,1,1,1,8,23,11,3,0,5,1,3,4,5,3,11,3,0,0
N00003907,174,2,2,22,1,0,0,6,3,8,4,2,2,11,37,7,9,6,8,2,9,9,14,9,13,10,0,0
N00003908,64,0,0,2,0,0,0,0,1,1,0,1,0,9,17,3,6,2,0,1,4,1,5,4,6,3,0,0
N00003909,162,0,0,12,2,0,0,1,0,8,1,0,1,9,45,12,7,5,5,2,3,15,10,13,15,8,0,0
N00003910,111,0,0,14,3,0,0,1,1,7,2,1,0,13,26,6,4,0,4,2,1,8,6,6,14,6,0,0
N00003911,711,2,1,80,12,2,1,6,12,30,17,6,4,51,130,33,23,20,35,10,34,32,65,67,86,32,0,0
N00003912,238,1,1,20,4,0,0,5,1,7,3,2,1,12,44,18,12,6,10,3,15,8,21,30,24,10,0,0
N00003913,107,1,0,15,1,0,0,6,0,6,2,0,3,4,20,11,7,0,2,1,3,8,8,4,13,7,0,0
N00003914,179,0,1,16,2,1,0,0,4,8,1,2,1,15,30,16,6,9,10,1,6,7,15,21,17,6,0,0
N00003915,108,0,0,7,1,1,2,2,0,0,1,0,1,6,28,5,7,2,9,0,3,8,6,6,12,8,0,0
N00003916,199,0,0,17,0,0,0,2,0,11,4,0,1,14,36,16,7,6,9,0,7,10,20,18,28,10,0,0
N00003917,106,0,1,13,0,2,1,1,1,7,1,1,0,7,20,16,1,3,8,0,3,4,8,6,7,8,0,0
N00003918,115,0,0,9,0,0,1,2,2,2,2,0,3,6,38,8,7,0,6,1,6,7,4,3,13,4,0,0
N00003919,138,0,0,10,1,0,0,2,0,4,3,1,0,12,34,9,7,4,8,2,3,5,9,9,13,12,0,0
N00003920,159,0,0,24,3,0,2,3,1,11,4,0,1,7,30,11,7,2,5,1,7,8,12,13,23,8,0,0
N00003921,169,0,0,20,2,2,0,1,3,8,4,1,0,19,35,8,5,2,11,6,8,6,12,10,17,9,0,0
N00003922,155,0,0,19,0,0,0,4,2,9,4,2,3,9,28,9,8,9,10,0,7,6,8,10,22,5,0,0
N00003923,171,0,0,16,2,1,2,1,0,4,6,1,1,15,33,8,11,6,10,1,4,7,16,15,19,7,0,1
N00003924,145,1,0,21,4,1,3,4,1,7,1,1,2,9,25,13,6,5,2,0,7,5,14,7,23,4,0,0
N00003925,164,0,1,15,1,1,0,1,5,5,2,0,1,7,37,8,7,15,4,2,2,6,12,16,25,6,0,0
N00003926,173,0,0,17,0,0,1,3,2,7,4,1,0,8,25,7,14,3,12,1,12,5,15,25,18,10,0,0
