GeographyCode,QS221NI0001,QS221NI0002,QS221NI0003,QS221NI0004,QS221NI0005,QS221NI0006,QS221NI0007,QS221NI0008,QS221NI0009,QS221NI0010,QS221NI0011,QS221NI0012,QS221NI0013,QS221NI0014,QS221NI0015,QS221NI0016,QS221NI0017
N00000057,118,43,12,27,0,4,52,8,39,0,5,23,1,7,11,3,1
N00000058,121,46,6,38,0,2,59,11,46,1,1,16,2,9,4,1,0
N00000059,110,42,8,30,1,3,51,8,35,0,8,17,2,5,7,3,0
N00000060,180,65,10,48,0,7,97,26,67,1,3,18,2,2,12,2,0
N00000061,129,45,11,31,1,2,67,13,51,2,1,17,0,6,8,2,1
N00000062,130,19,4,15,0,0,82,13,64,1,4,29,2,7,19,1,0
N00000063,155,47,10,34,0,3,75,12,52,1,10,33,8,13,9,3,0
N00000064,133,60,28,26,0,6,54,32,17,0,5,19,5,1,10,3,0
N00000065,146,19,7,11,1,0,100,27,71,1,1,27,3,7,13,4,0
N00000066,110,19,5,13,0,1,73,31,40,2,0,18,2,4,9,3,0
N00000067,134,36,17,16,0,3,72,39,28,0,5,26,8,7,7,4,0
N00000068,124,15,3,12,0,0,87,23,60,1,3,22,3,6,9,3,1
N00000069,145,50,26,22,1,1,68,39,27,0,2,27,5,6,12,4,0
N00000070,104,25,11,13,0,1,63,26,37,0,0,16,0,5,11,0,0
N00000071,136,62,21,38,0,3,60,32,23,0,5,14,3,2,6,3,0
N00000072,634,121,40,70,3,8,354,109,221,2,22,159,19,36,87,15,2
N00000073,249,122,49,67,0,6,89,26,49,3,11,38,7,5,20,6,0
N00000074,386,79,31,45,1,2,216,94,115,1,6,91,13,18,50,10,0
N00000075,111,25,11,13,0,1,67,34,31,0,2,19,0,5,12,2,0
N00000076,114,13,4,9,0,0,71,31,38,0,2,30,2,3,16,9,0
N00000077,98,15,9,6,0,0,66,36,30,0,0,17,4,2,9,2,0
N00000078,161,25,9,12,2,2,100,41,50,1,8,36,5,4,22,5,0
N00000079,192,39,3,35,0,1,119,6,112,1,0,34,2,9,19,4,0
N00000080,146,22,2,19,0,1,98,2,95,0,1,26,3,15,7,1,0
N00000081,140,46,1,45,0,0,76,1,73,1,1,18,0,6,8,4,0
N00000082,132,32,7,24,1,0,90,4,86,0,0,10,0,5,5,0,0
N00000083,208,22,3,18,0,1,150,2,142,1,5,36,3,14,15,4,0
N00000084,153,19,0,19,0,0,113,2,109,0,2,21,2,14,3,2,0
N00000085,180,73,43,27,0,3,84,55,25,0,4,23,5,2,13,3,0
N00000086,142,30,22,8,0,0,96,85,9,0,2,16,6,0,9,1,0
N00000087,303,48,32,14,0,2,208,144,61,2,1,47,11,5,26,5,0
N00000088,136,81,11,66,0,4,47,8,39,0,0,8,1,1,5,1,0
N00000089,164,29,23,5,0,1,106,93,13,0,0,29,9,2,15,3,0
N00000090,138,29,21,7,0,1,89,79,10,0,0,20,3,3,11,2,1
N00000091,176,36,25,9,0,2,115,84,30,0,1,25,6,2,14,3,0
N00000092,168,25,1,23,0,1,120,10,108,1,1,23,2,11,9,0,1
N00000093,140,35,9,26,0,0,90,44,44,0,2,15,0,2,12,1,0
N00000094,161,18,10,8,0,0,122,47,73,1,1,21,2,2,11,6,0
N00000095,152,30,10,19,0,1,104,73,31,0,0,18,1,5,12,0,0
N00000096,158,22,2,20,0,0,115,14,97,2,2,21,1,9,10,1,0
N00000097,296,43,21,19,0,3,170,64,99,1,6,83,12,22,37,11,1
N00000098,446,81,28,48,2,3,274,99,155,10,10,91,17,24,39,10,1
N00000099,107,28,16,12,0,0,54,31,21,0,2,25,5,7,11,2,0
N00000100,164,71,41,26,0,4,62,43,14,0,5,31,5,4,16,5,1
N00000101,122,44,22,15,0,7,50,26,16,2,6,28,7,6,10,5,0
N00000102,125,36,18,16,0,2,63,25,36,2,0,26,6,6,9,4,1
N00000103,205,51,28,21,0,2,105,37,58,2,8,49,8,10,23,8,0
N00000104,130,41,19,18,1,3,62,40,18,2,2,27,5,4,11,7,0
N00000105,148,61,9,50,0,2,65,11,52,0,2,22,2,8,10,2,0
N00000106,103,55,6,42,1,6,42,3,37,1,1,6,4,0,2,0,0
N00000107,120,41,7,27,1,6,59,6,51,0,2,20,3,8,6,3,0
N00000108,110,37,11,23,0,3,66,10,56,0,0,7,0,2,5,0,0
N00000109,229,77,16,59,0,2,117,23,86,0,8,35,2,11,13,9,0
N00000110,122,47,11,32,0,4,61,10,42,1,8,14,1,5,5,3,0
N00000111,136,32,9,21,2,0,76,30,41,2,3,28,7,5,11,5,0
N00000112,143,31,7,21,1,2,72,25,44,0,3,40,4,14,17,5,0
N00000113,122,31,10,19,0,2,62,25,33,1,3,29,3,6,18,2,0
N00000114,121,20,8,10,1,1,70,35,34,0,1,31,2,8,16,5,0
N00000115,128,38,16,19,0,3,66,33,28,1,4,24,5,8,8,2,1
N00000116,119,39,11,23,0,5,63,24,33,1,5,17,1,7,7,2,0
N00000117,86,46,15,31,0,0,30,7,21,0,2,10,2,2,4,2,0
N00000118,143,47,7,35,4,1,73,5,64,3,1,23,2,10,8,3,0
N00000119,125,29,0,27,0,2,80,2,76,1,1,16,3,5,6,2,0
N00000120,127,29,1,26,0,2,80,9,71,0,0,18,0,6,10,2,0
N00000121,124,31,6,21,1,3,71,3,66,0,2,22,1,12,9,0,0
N00000122,199,53,8,38,3,4,106,10,93,1,2,40,7,9,21,2,1
N00000123,143,33,4,29,0,0,92,10,81,0,1,18,0,9,9,0,0
N00000124,143,35,6,28,0,1,82,9,73,0,0,26,2,10,13,1,0
N00000125,148,29,23,4,0,2,106,91,15,0,0,13,3,1,7,2,0
N00000126,134,20,17,3,0,0,108,107,1,0,0,6,1,1,4,0,0
N00000127,130,29,21,7,1,0,95,81,12,1,1,6,0,2,3,1,0
N00000128,282,40,36,4,0,0,219,215,4,0,0,23,1,2,18,2,0
N00000129,138,39,35,4,0,0,91,89,1,0,1,8,2,1,5,0,0
N00000130,152,11,1,10,0,0,114,2,106,1,5,27,3,12,6,6,0
N00000131,136,22,0,19,1,2,96,3,91,1,1,18,0,10,6,2,0
N00000132,121,24,4,20,0,0,85,26,54,1,4,12,1,4,5,1,1
N00000133,139,48,11,36,1,0,73,20,53,0,0,18,1,5,12,0,0
N00000134,177,51,5,43,1,2,98,3,90,0,5,28,0,12,11,5,0
N00000135,119,31,3,27,0,1,72,9,59,0,4,16,0,8,7,1,0
N00000136,188,31,2,28,0,1,128,6,121,0,1,29,3,12,11,3,0
N00000137,120,30,1,23,0,6,79,2,74,0,3,11,2,4,4,1,0
N00000138,155,22,2,19,0,1,112,1,107,1,3,21,0,13,5,3,0
N00000139,133,39,5,33,0,1,82,4,71,2,5,12,0,6,5,1,0
N00000140,158,53,7,40,0,6,83,6,75,0,2,22,1,8,10,3,0
N00000141,220,97,5,89,1,2,103,5,94,1,3,20,2,10,7,1,0
N00000142,96,27,3,23,0,1,53,2,48,0,3,16,2,7,7,0,0
N00000143,123,69,4,61,1,3,40,4,36,0,0,14,2,7,3,1,1
N00000144,110,41,4,32,0,5,52,1,46,0,5,17,0,10,5,2,0
N00000145,75,48,3,42,0,3,24,2,20,1,1,3,0,2,1,0,0
N00000146,105,23,3,20,0,0,68,4,63,0,1,14,1,7,5,0,1
N00000147,106,41,5,33,0,3,49,3,42,1,3,16,0,8,3,4,1
N00000148,279,77,1,69,1,6,173,3,160,0,10,29,1,18,8,1,1
N00000149,187,58,0,57,0,1,104,1,99,1,3,25,0,18,6,1,0
N00000150,149,38,1,35,0,2,95,0,93,1,1,16,0,11,4,1,0
N00000151,131,42,0,41,0,1,74,2,69,0,3,15,4,9,1,1,0
N00000152,131,48,0,44,1,3,71,1,69,0,1,12,0,8,4,0,0
N00000153,111,37,2,32,1,2,63,2,59,0,2,11,1,6,2,2,0
N00000154,108,34,6,27,0,1,59,1,57,0,1,15,1,8,5,1,0
N00000155,128,27,1,21,1,4,77,4,67,1,5,24,2,8,11,2,1
N00000156,127,27,2,24,0,1,84,1,83,0,0,16,2,7,2,5,0
N00000157,139,28,1,25,2,0,91,15,69,1,6,20,1,7,10,1,1
N00000158,286,61,2,56,1,2,183,5,163,1,14,42,1,23,14,2,2
N00000159,116,45,1,43,0,1,58,4,48,1,5,13,0,7,4,2,0
N00000160,124,38,4,30,1,3,72,5,65,1,1,14,0,8,3,3,0
N00000161,128,11,0,11,0,0,100,4,93,1,2,17,0,10,3,4,0
N00000162,115,37,1,35,1,0,69,7,55,2,5,9,0,6,3,0,0
N00000163,155,61,9,43,1,8,72,5,61,0,6,22,3,11,5,2,1
N00000164,118,22,0,21,0,1,84,1,81,0,2,12,0,9,3,0,0
N00000165,135,37,4,33,0,0,80,1,78,0,1,18,1,7,10,0,0
N00000166,122,30,1,29,0,0,75,5,69,0,1,17,1,12,3,1,0
N00000167,149,33,1,30,0,2,97,1,95,0,1,19,0,6,5,8,0
N00000168,145,35,5,27,0,3,90,1,87,0,2,20,1,10,5,4,0
N00000169,279,62,2,54,0,6,178,3,172,2,1,39,0,24,11,3,1
N00000170,139,22,0,21,0,1,95,0,90,2,3,22,0,19,1,2,0
N00000171,146,23,2,18,1,2,106,1,102,0,3,17,1,6,6,3,1
N00000172,307,67,3,58,2,4,189,2,179,2,6,51,2,31,15,2,1
N00000173,144,33,1,32,0,0,97,0,96,0,1,14,0,12,1,1,0
N00000174,163,47,1,44,1,1,95,2,88,0,5,21,0,15,4,2,0
N00000175,140,28,1,25,1,1,90,0,88,0,2,22,0,15,7,0,0
N00000176,205,57,7,45,1,4,120,5,109,1,5,28,4,13,8,3,0
N00000177,167,69,13,52,2,2,71,6,59,1,5,27,3,9,13,2,0
N00000178,355,165,23,130,6,6,145,17,116,2,10,45,2,22,17,4,0
N00000179,492,257,22,219,5,11,178,12,144,4,18,57,7,25,20,5,0
N00000180,131,46,4,39,1,2,71,3,64,0,4,14,0,10,3,0,1
N00000181,168,86,4,70,4,8,58,5,51,0,2,24,2,9,10,2,1
N00000182,105,29,0,28,1,0,60,0,59,0,1,16,0,8,5,3,0
N00000183,146,65,4,53,1,7,61,2,51,2,6,20,1,11,7,0,1
N00000184,184,99,5,91,0,3,62,4,51,0,7,23,1,13,5,4,0
N00000185,121,63,1,62,0,0,53,0,51,0,2,5,0,2,3,0,0
N00000186,137,41,0,38,1,2,77,2,70,1,4,19,1,13,5,0,0
N00000187,126,46,4,39,2,1,65,3,58,0,4,15,0,10,4,1,0
N00000188,128,27,2,23,0,2,83,2,75,0,6,18,0,14,4,0,0
N00000189,125,19,0,17,1,1,94,0,89,0,5,12,0,8,3,1,0
N00000190,119,15,0,15,0,0,95,0,93,0,2,9,0,9,0,0,0
N00000191,124,27,3,23,0,1,89,0,87,2,0,8,1,5,1,1,0
N00000192,120,25,1,22,1,1,78,3,71,0,4,17,2,8,5,2,0
N00000193,111,33,1,29,2,1,56,1,50,1,4,22,2,15,4,1,0
N00000194,119,40,1,39,0,0,64,2,58,0,4,15,1,8,5,1,0
N00000195,123,55,3,49,2,1,58,0,56,0,2,10,2,4,3,1,0
N00000196,116,46,1,44,0,1,58,3,52,0,3,12,0,5,5,1,1
N00000197,115,13,1,10,1,1,89,3,83,0,3,13,2,5,5,1,0
N00000198,110,25,1,23,0,1,71,2,65,0,4,14,1,10,3,0,0
N00000199,130,20,4,16,0,0,92,0,86,1,5,18,1,7,7,3,0
N00000200,124,22,0,21,0,1,92,1,87,0,4,10,0,4,3,3,0
N00000201,143,52,0,47,0,5,80,0,79,1,0,11,0,11,0,0,0
N00000202,132,27,1,25,0,1,92,2,88,0,2,13,1,8,3,1,0
N00000203,134,26,4,21,0,1,86,4,79,0,3,22,2,9,6,5,0
N00000204,152,36,0,33,0,3,91,0,85,1,5,25,4,16,4,1,0
N00000205,118,27,2,22,1,2,74,6,65,0,3,17,0,15,1,1,0
N00000206,212,99,6,85,1,7,96,3,86,0,7,17,1,10,4,2,0
N00000207,119,38,1,32,0,5,64,3,59,0,2,17,0,12,5,0,0
N00000208,121,19,0,18,0,1,93,1,89,1,2,9,0,7,2,0,0
N00000209,122,16,0,14,0,2,91,3,83,0,5,15,0,11,2,0,2
N00000210,219,120,11,100,3,6,80,3,69,0,8,19,2,12,3,2,0
N00000211,269,118,10,103,0,5,127,5,114,2,6,24,3,11,9,1,0
N00000212,85,46,4,37,1,4,26,0,25,0,1,13,2,6,4,1,0
N00000213,150,69,2,57,1,9,66,3,58,1,4,15,2,4,7,1,1
N00000214,151,48,2,41,0,5,84,2,77,0,5,19,2,9,5,3,0
N00000215,151,27,1,23,0,3,96,2,91,1,2,28,1,17,6,4,0
N00000216,161,30,2,25,0,3,105,2,97,0,6,26,2,15,5,4,0
N00000217,175,28,2,23,0,3,124,4,119,0,1,23,0,8,13,2,0
N00000218,148,29,2,26,0,1,97,1,94,0,2,22,2,10,6,4,0
N00000219,123,52,4,42,0,6,64,2,58,1,3,7,1,6,0,0,0
N00000220,125,50,1,46,0,3,57,0,54,0,3,18,0,14,3,1,0
N00000221,115,35,0,32,1,2,71,2,67,0,2,9,0,8,0,1,0
N00000222,130,37,1,35,1,0,78,0,76,2,0,15,0,10,5,0,0
N00000223,128,32,3,28,0,1,82,3,78,0,1,14,2,7,4,1,0
N00000224,118,46,7,35,0,4,52,1,49,1,1,20,0,13,6,1,0
N00000225,90,50,2,47,0,1,34,1,31,0,2,6,0,1,4,1,0
N00000226,111,28,1,26,0,1,68,5,60,0,3,15,0,10,4,1,0
N00000227,121,72,2,64,2,4,39,2,35,1,1,10,3,5,2,0,0
N00000228,127,27,0,26,0,1,89,2,87,0,0,11,0,8,3,0,0
N00000229,150,48,3,42,0,3,84,3,77,2,2,18,0,11,5,2,0
N00000230,116,25,4,20,0,1,76,4,66,1,5,15,1,8,3,3,0
N00000231,122,33,3,27,1,2,71,4,56,0,11,18,2,11,2,3,0
N00000232,136,44,6,33,2,3,67,5,57,2,3,25,2,14,9,0,0
N00000233,128,53,9,40,1,3,53,1,48,1,3,22,1,16,3,1,1
N00000234,124,45,6,35,0,4,55,8,42,1,4,24,4,7,10,3,0
N00000235,128,24,0,22,1,1,77,8,67,0,2,27,2,14,8,3,0
N00000236,108,28,0,25,0,3,60,0,56,1,3,20,2,7,6,5,0
N00000237,147,22,3,16,1,2,93,3,87,1,2,32,0,20,9,3,0
N00000238,121,17,0,17,0,0,97,3,90,1,3,7,0,4,3,0,0
N00000239,118,36,1,31,1,3,71,0,59,0,12,11,0,6,3,2,0
N00000240,132,29,3,23,1,2,80,1,69,1,9,23,1,14,7,0,1
N00000241,138,15,2,11,1,1,100,7,90,1,2,23,0,14,7,2,0
N00000242,120,8,1,7,0,0,95,3,87,0,5,17,0,8,7,2,0
N00000243,110,25,3,21,1,0,65,5,55,1,4,20,1,12,6,1,0
N00000244,118,34,3,30,0,1,72,6,62,1,3,12,0,7,5,0,0
N00000245,126,23,3,19,1,0,84,5,76,2,1,19,1,10,7,1,0
N00000246,127,41,4,36,1,0,69,3,62,0,4,17,1,8,8,0,0
N00000247,122,19,1,17,0,1,90,3,81,1,5,13,0,7,5,1,0
N00000248,124,17,2,14,1,0,92,1,90,0,1,15,1,7,5,2,0
N00000249,131,16,1,14,0,1,86,2,78,1,5,29,3,15,9,1,1
N00000250,166,35,2,29,0,4,110,4,99,0,7,21,2,13,4,1,1
N00000251,155,25,1,22,0,2,104,1,96,0,7,26,2,14,9,1,0
N00000252,132,32,0,29,0,3,76,0,73,0,3,24,0,15,7,2,0
N00000253,175,30,5,23,0,2,129,2,124,0,3,16,0,10,4,2,0
N00000254,117,21,0,20,0,1,77,0,74,1,2,19,0,10,9,0,0
N00000255,127,14,0,13,0,1,91,8,80,1,2,22,2,10,9,1,0
N00000256,308,73,6,63,1,3,175,6,159,3,7,60,4,33,16,7,0
N00000257,173,61,1,57,0,3,92,4,82,0,6,20,0,13,5,2,0
N00000258,140,28,0,25,1,2,93,5,85,1,2,19,0,12,5,2,0
N00000259,161,25,12,12,0,1,106,64,39,0,3,30,5,4,18,3,0
N00000260,210,50,12,36,1,1,128,46,79,0,3,32,5,9,15,3,0
N00000261,179,23,14,8,1,0,117,71,45,0,1,39,4,9,22,4,0
N00000262,156,36,23,13,0,0,88,56,28,1,3,32,1,10,20,1,0
N00000263,110,39,23,13,0,3,55,38,17,0,0,16,1,1,10,3,1
N00000264,196,42,29,13,0,0,118,78,35,0,5,36,11,3,18,4,0
N00000265,149,54,38,15,0,1,70,53,17,0,0,25,8,1,13,3,0
N00000266,126,32,22,9,0,1,69,45,22,0,2,25,0,1,20,4,0
N00000267,152,19,0,19,0,0,107,1,104,1,1,26,0,14,8,4,0
N00000268,142,26,0,24,0,2,94,2,91,0,1,22,1,10,7,3,1
N00000269,135,31,2,28,0,1,91,2,88,0,1,13,1,7,3,2,0
N00000270,133,22,2,18,0,2,100,3,91,1,5,11,0,7,2,1,1
N00000271,142,28,4,22,1,1,93,0,91,0,2,21,1,8,8,4,0
N00000272,133,43,3,39,0,1,74,1,71,0,2,16,2,9,4,1,0
N00000273,163,26,2,23,0,1,110,2,103,0,5,27,3,14,7,3,0
N00000274,176,30,2,27,0,1,117,2,112,0,3,29,2,10,8,9,0
N00000275,126,40,2,35,0,3,68,4,61,1,2,18,1,7,10,0,0
N00000276,126,31,1,25,1,4,75,3,69,0,3,20,1,11,5,3,0
N00000277,117,20,1,19,0,0,72,2,66,0,4,25,0,16,5,4,0
N00000278,121,32,1,30,0,1,71,2,68,0,1,18,1,9,7,1,0
N00000279,83,23,1,20,0,2,48,1,41,1,5,12,1,4,4,3,0
N00000280,154,42,2,37,0,3,88,3,69,0,16,24,1,15,6,2,0
N00000281,117,17,1,15,0,1,84,2,80,1,1,16,1,11,3,1,0
N00000282,132,22,0,21,0,1,81,2,74,2,3,29,1,12,8,8,0
N00000283,142,33,3,29,0,1,87,4,74,0,9,22,0,12,9,1,0
N00000284,157,47,2,43,0,2,92,4,78,0,10,18,0,13,3,2,0
N00000285,124,28,2,24,0,2,65,1,57,0,7,31,2,25,3,1,0
N00000286,126,47,1,43,0,3,73,1,68,1,3,6,0,5,1,0,0
N00000287,137,52,3,44,2,3,62,0,58,0,4,23,2,16,4,1,0
N00000288,138,29,2,24,0,3,84,1,75,0,8,25,0,20,1,2,2
N00000289,197,41,0,39,1,1,133,2,123,1,7,23,2,15,6,0,0
N00000290,128,47,1,44,0,2,74,1,70,1,2,7,0,5,2,0,0
N00000291,204,46,4,36,0,6,130,1,124,0,5,28,3,15,8,2,0
N00000292,262,41,2,38,0,1,160,2,150,0,8,61,1,31,23,6,0
N00000293,162,16,0,16,0,0,107,3,100,1,3,39,1,19,12,7,0
N00000294,140,23,1,22,0,0,100,1,94,1,4,17,1,7,5,4,0
N00000295,144,30,1,26,2,1,84,3,74,0,7,30,1,12,12,5,0
N00000296,114,25,1,22,0,2,76,7,65,0,4,13,2,7,4,0,0
N00000297,128,25,3,21,0,1,86,4,80,0,2,17,2,4,9,2,0
N00000298,119,17,1,15,0,1,85,4,72,1,8,17,1,11,2,2,1
N00000299,147,47,4,42,1,0,83,7,71,1,4,17,0,9,8,0,0
N00000300,133,47,2,44,1,0,69,4,64,0,1,17,1,2,7,7,0
N00000301,124,20,1,17,1,1,78,6,69,0,3,26,1,15,8,2,0
N00000302,127,13,1,12,0,0,91,2,83,0,6,23,1,12,6,4,0
N00000303,110,13,0,12,0,1,84,5,75,1,3,13,0,7,3,3,0
N00000304,117,15,2,13,0,0,79,5,66,0,8,23,1,13,7,2,0
N00000305,121,4,0,4,0,0,94,2,90,0,2,23,1,15,5,2,0
N00000306,128,23,3,20,0,0,78,1,72,0,5,27,2,14,8,3,0
N00000307,122,17,0,16,0,1,77,2,73,0,2,28,0,16,10,2,0
N00000308,110,21,1,19,0,1,61,2,56,1,2,28,1,12,12,3,0
N00000309,124,14,3,10,1,0,82,1,76,2,3,28,7,11,7,2,1
N00000310,149,33,20,10,0,3,97,67,29,0,1,19,2,2,14,1,0
N00000311,160,69,55,13,1,0,78,66,8,0,4,13,2,0,9,1,1
N00000312,175,35,15,17,0,3,112,83,26,0,3,28,2,7,18,1,0
N00000313,193,33,24,8,0,1,136,122,12,0,2,24,4,1,17,2,0
N00000314,137,35,30,4,0,1,90,86,3,0,1,12,2,1,6,3,0
N00000315,133,45,36,9,0,0,62,58,1,1,2,26,5,0,21,0,0
N00000316,130,25,20,5,0,0,90,85,3,0,2,15,5,1,9,0,0
N00000317,213,94,75,17,1,1,89,74,12,0,3,30,6,2,21,1,0
N00000318,129,28,1,25,0,2,92,3,86,1,2,9,0,8,0,1,0
N00000319,310,71,0,66,1,4,200,3,189,1,7,39,2,27,8,2,0
N00000320,128,33,2,30,1,0,86,2,82,0,2,9,1,4,3,1,0
N00000321,211,61,2,58,0,1,129,6,120,0,3,21,0,18,3,0,0
N00000322,154,38,1,34,1,2,102,3,93,4,2,14,0,9,2,3,0
N00000323,163,30,11,17,1,1,104,37,65,1,1,29,4,11,10,4,0
N00000324,151,29,5,24,0,0,100,34,63,1,2,22,1,11,8,2,0
N00000325,198,49,11,35,0,3,116,22,90,0,4,33,3,13,14,3,0
N00000326,377,101,8,91,0,2,196,5,179,0,12,80,2,51,19,7,1
N00000327,130,33,1,31,0,1,74,5,62,0,7,23,1,18,2,2,0
N00000328,126,48,2,40,1,5,59,1,53,1,4,19,0,14,4,1,0
N00000329,137,26,2,23,0,1,92,3,81,0,8,19,0,12,4,3,0
N00000330,203,36,1,32,0,3,126,4,113,1,8,41,1,25,10,5,0
N00000331,233,61,6,51,1,3,140,5,127,0,8,32,2,23,6,1,0
N00000332,124,49,4,43,0,2,63,4,50,0,9,12,1,9,1,1,0
N00000333,125,40,2,36,0,2,69,1,65,0,3,16,1,11,3,1,0
N00000334,116,27,4,22,0,1,66,2,59,0,5,23,1,15,6,1,0
N00000335,136,33,3,27,0,3,74,5,63,1,5,29,3,14,11,1,0
N00000336,131,22,0,21,0,1,91,7,82,0,2,18,1,12,2,3,0
N00000337,120,29,5,23,0,1,69,4,62,0,3,22,0,15,5,2,0
N00000338,129,35,4,29,1,1,73,10,62,0,1,21,1,10,9,1,0
N00000339,122,31,1,25,2,3,71,10,59,0,2,20,0,10,10,0,0
N00000340,138,21,5,16,0,0,94,5,87,1,1,23,0,12,8,3,0
N00000341,130,23,1,19,1,2,86,7,77,1,1,21,0,13,6,1,1
N00000342,133,24,3,18,0,3,86,4,80,1,1,23,0,12,6,5,0
N00000343,122,18,1,17,0,0,89,3,80,0,6,15,3,5,2,3,2
N00000344,128,36,33,3,0,0,84,74,8,1,1,8,1,0,6,0,1
N00000345,163,36,33,2,0,1,116,113,3,0,0,11,1,0,9,1,0
N00000346,209,30,27,2,0,1,167,160,6,0,1,12,5,1,6,0,0
N00000347,130,60,56,3,0,1,64,58,3,0,3,6,2,1,2,1,0
N00000348,125,22,20,2,0,0,91,89,2,0,0,12,5,1,6,0,0
N00000349,149,50,44,4,0,2,91,84,5,1,1,8,3,1,3,1,0
N00000350,169,26,24,2,0,0,130,111,18,0,1,13,4,0,9,0,0
N00000351,137,28,20,6,0,2,102,69,31,0,2,7,3,1,3,0,0
