GeographyCode,DC3401NI0001,DC3401NI0002,DC3401NI0003,DC3401NI0004,DC3401NI0005,DC3401NI0006,DC3401NI0007,DC3401NI0008,DC3401NI0009,DC3401NI0010,DC3401NI0011,DC3401NI0012,DC3401NI0013,DC3401NI0014,DC3401NI0015,DC3401NI0016,DC3401NI0017,DC3401NI0018,DC3401NI0019,DC3401NI0020,DC3401NI0021,DC3401NI0022,DC3401NI0023,DC3401NI0024,DC3401NI0025,DC3401NI0026,DC3401NI0027,DC3401NI0028,DC3401NI0029,DC3401NI0030,DC3401NI0031,DC3401NI0032,DC3401NI0033,DC3401NI0034,DC3401NI0035,DC3401NI0036,DC3401NI0037,DC3401NI0038,DC3401NI0039,DC3401NI0040,DC3401NI0041,DC3401NI0042,DC3401NI0043,DC3401NI0044,DC3401NI0045,DC3401NI0046,DC3401NI0047,DC3401NI0048,DC3401NI0049,DC3401NI0050,DC3401NI0051,DC3401NI0052
95AA15S2,1472,741,425,306,29,15,11,3,15,9,3,3,11,4,6,1,120,48,55,17,27,13,10,4,92,24,52,16,109,55,43,11,111,54,43,14,27,10,12,5,82,41,27,14,83,46,25,12,1079,559,276,244
95AA16W1,1807,1028,378,401,98,66,19,13,30,15,10,5,35,10,19,6,274,140,85,49,32,14,16,2,132,44,58,30,241,126,69,46,191,100,56,35,35,12,15,8,135,78,40,17,114,62,30,22,1161,672,197,292
95AA17W1,2142,1567,326,249,102,78,13,11,36,21,10,5,33,19,10,4,229,145,53,31,50,26,19,5,143,68,62,13,242,162,51,29,209,132,57,20,34,17,13,4,155,101,36,18,115,76,26,13,1479,1120,176,183
95AA18W1,2373,2044,31,298,170,150,0,20,39,35,0,4,18,16,0,2,205,176,5,24,35,28,2,5,65,47,3,15,186,155,5,26,198,167,3,28,24,22,0,2,150,133,4,13,112,94,3,15,1678,1443,17,218
95AA19W1,2645,2041,274,330,102,81,10,11,34,24,5,5,28,18,6,4,206,147,31,28,46,26,15,5,85,50,27,8,174,129,25,20,173,125,23,25,14,8,4,2,139,109,20,10,126,92,18,16,1986,1563,175,248
95BB01S1,1574,1430,46,98,82,72,5,5,24,19,5,0,16,15,0,1,126,111,11,4,29,27,0,2,36,32,2,2,107,91,11,5,101,91,8,2,18,17,0,1,85,75,7,3,65,57,7,1,1168,1072,18,78
95BB01S2,2035,1834,97,104,119,108,5,6,33,30,1,2,26,23,2,1,187,156,17,14,39,34,2,3,102,87,8,7,177,154,12,11,159,137,11,11,25,19,3,3,138,125,4,9,114,105,2,7,1430,1296,64,70
95BB02W1,2334,1375,590,369,180,109,46,25,66,29,27,10,41,21,14,6,389,171,154,64,42,21,13,8,200,71,89,40,379,175,140,64,294,126,123,45,64,26,21,17,247,127,91,29,145,89,39,17,1355,874,261,220
95BB03S1,2026,1388,302,336,130,92,26,12,42,30,10,2,34,22,7,5,284,178,66,40,44,21,10,13,143,71,45,27,260,160,60,40,236,138,56,42,38,24,10,4,159,101,34,24,111,76,23,12,1259,906,142,211
95BB03S2,2191,1765,147,279,133,113,7,13,42,33,4,5,27,18,3,6,295,222,34,39,40,26,3,11,124,75,19,30,276,215,27,34,243,184,20,39,42,22,11,9,168,132,16,20,134,104,12,18,1394,1131,84,179
95BB04S1,1399,988,188,223,102,65,26,11,32,12,11,9,18,8,6,4,208,100,74,34,25,12,6,7,75,35,19,21,197,115,51,31,123,68,36,19,19,6,8,5,134,72,42,20,87,64,15,8,861,656,66,139
95BB04S2,1610,1472,16,122,153,145,0,8,37,34,1,2,23,20,0,3,165,153,1,11,28,23,2,3,50,43,0,7,160,151,1,8,110,100,3,7,20,18,1,1,135,129,2,4,88,84,0,4,1071,976,8,87
95BB05S1,1490,1250,69,171,89,76,3,10,26,18,3,5,17,12,1,4,149,115,15,19,26,19,4,3,75,59,6,10,134,110,9,15,112,88,9,15,20,15,3,2,111,93,6,12,80,63,6,11,1021,864,37,120
95BB05S2,1911,1523,156,232,107,83,10,14,26,21,3,2,23,15,6,2,223,159,32,32,27,12,8,7,92,58,12,22,227,162,29,36,191,124,32,35,25,12,6,7,141,110,14,17,114,87,7,20,1270,1044,80,146
95BB06W1,2870,1467,676,727,221,95,87,39,93,31,43,19,46,15,18,13,526,204,233,89,75,24,22,29,244,81,96,67,466,179,194,93,362,148,131,83,83,28,37,18,287,124,118,45,174,82,62,30,1669,931,275,463
95BB07S1,1601,783,425,393,124,42,57,25,40,12,21,7,18,9,7,2,251,99,113,39,27,9,8,10,91,22,48,21,251,106,98,47,175,73,69,33,34,8,20,6,138,51,66,21,75,38,25,12,983,521,202,260
95BB07S2,1295,1103,111,81,96,86,5,5,17,14,2,1,12,10,1,1,143,122,12,9,20,12,5,3,62,49,11,2,136,116,12,8,121,94,17,10,10,10,0,0,89,83,2,4,61,51,5,5,878,749,72,57
95BB08S1,1331,719,402,210,107,46,46,15,31,13,16,2,12,2,8,2,246,79,135,32,21,7,11,3,94,27,53,14,225,87,117,21,181,82,70,29,33,10,15,8,125,52,55,18,78,34,27,17,762,471,165,126
95BB08S2,1294,1166,14,114,62,60,0,2,18,17,1,0,10,9,0,1,111,102,2,7,13,11,0,2,52,45,1,6,112,100,3,9,86,78,1,7,13,11,0,2,73,71,0,2,62,57,1,4,934,836,7,91
95BB09S1,1291,1106,24,161,72,60,5,7,26,23,0,3,13,10,2,1,120,101,7,12,13,10,1,2,40,28,4,8,123,109,4,10,92,79,2,11,9,8,0,1,94,82,3,9,62,54,3,5,907,781,6,120
95BB09S2,1618,1334,38,246,110,94,3,13,20,17,0,3,9,8,1,0,106,87,3,16,15,10,1,4,46,30,3,13,129,106,4,19,107,80,8,19,12,9,0,3,110,98,2,10,76,62,2,12,1155,957,21,177
95BB10S1,1663,1064,238,361,124,77,31,16,74,41,24,9,24,15,7,2,237,123,71,43,31,14,10,7,93,40,30,23,220,117,61,42,163,78,44,41,45,22,18,5,133,81,31,21,100,62,17,21,1026,702,88,236
95BB10S2,1615,1436,54,125,110,95,7,8,22,17,4,1,8,8,0,0,144,121,12,11,23,15,6,2,54,43,2,9,144,121,10,13,102,87,7,8,18,12,1,5,99,88,4,7,86,72,5,9,1126,1021,24,81
95BB11S1,1408,891,420,97,66,37,22,7,32,11,14,7,11,2,9,0,201,100,82,19,30,11,16,3,102,41,51,10,181,91,70,20,187,104,70,13,36,11,23,2,113,54,51,8,87,50,26,11,871,596,222,53
95BB11S2,1495,1256,84,155,127,102,12,13,38,24,10,4,25,16,6,3,249,186,37,26,39,29,7,3,73,47,13,13,228,169,37,22,155,118,14,23,26,19,4,3,147,113,20,14,99,78,10,11,886,770,19,97
95BB12S1,1440,680,483,277,83,51,20,12,19,5,7,7,25,8,12,5,179,83,73,23,46,16,21,9,116,36,45,35,191,94,68,29,169,74,69,26,44,10,21,13,102,54,36,12,91,37,37,17,906,437,291,178
95BB12S2,1336,1085,183,68,83,75,5,3,18,13,3,2,10,10,0,0,105,81,15,9,18,13,4,1,36,22,12,2,103,77,18,8,96,69,18,9,11,7,2,2,86,75,9,2,61,51,6,4,950,777,128,45
95BB13S1,1392,927,391,74,69,45,18,6,15,10,5,0,14,9,5,0,129,61,58,10,20,9,10,1,78,35,35,8,131,68,54,9,104,54,40,10,13,6,6,1,97,56,33,8,67,40,25,2,998,699,248,51
95BB13S2,1466,1045,265,156,92,61,22,9,18,11,4,3,19,10,5,4,188,125,47,16,32,19,8,5,101,63,29,9,187,123,46,18,154,97,43,14,22,14,5,3,155,119,28,8,77,56,13,8,927,672,145,110
95BB13S3,1580,1423,24,133,70,67,0,3,20,20,0,0,16,16,0,0,111,101,1,9,17,15,1,1,57,46,3,8,127,116,1,10,130,116,3,11,20,17,1,2,87,79,1,7,67,64,1,2,1154,1032,18,104
95BB14S1,1510,1387,16,107,92,86,0,6,27,24,0,3,17,16,0,1,150,142,1,7,22,18,2,2,38,33,1,4,130,123,1,6,106,97,1,8,12,11,0,1,107,101,1,5,68,64,1,3,1054,962,10,82
95BB14S2,1578,1356,67,155,95,87,3,5,22,17,2,3,12,8,2,2,134,114,7,13,17,13,1,3,39,27,4,8,117,99,8,10,97,83,7,7,14,12,1,1,96,82,7,7,60,50,2,8,1149,985,48,116
95BB15S1,2005,1689,86,230,99,86,4,9,24,15,3,6,16,12,2,2,239,187,25,27,31,16,6,9,84,60,7,17,219,176,17,26,169,138,14,17,22,19,2,1,114,92,9,13,95,71,9,15,1406,1208,43,155
95BB15S2,1484,1030,177,277,62,46,9,7,24,15,5,4,20,9,5,6,158,103,28,27,24,11,6,7,72,26,21,25,140,91,25,24,140,83,32,25,20,10,4,6,92,67,12,13,52,34,11,7,1032,736,97,199
95BB16S1,1533,1411,9,113,104,93,2,9,23,22,0,1,17,12,0,5,150,134,0,16,20,17,0,3,49,39,0,10,159,144,1,14,112,101,0,11,14,10,0,4,115,96,2,17,74,69,1,4,1062,993,4,65
95BB16S2,1600,1441,51,108,106,96,5,5,25,23,2,0,20,15,5,0,143,115,17,11,26,18,7,1,45,35,9,1,120,99,13,8,107,93,8,6,17,14,3,0,97,82,9,6,73,59,8,6,1164,1063,20,81
95BB17S1,1793,1431,181,181,94,81,6,7,22,20,1,1,21,14,4,3,175,141,19,15,43,24,13,6,110,77,19,14,184,150,18,16,161,119,22,20,20,14,1,5,92,79,7,6,76,65,6,5,1227,983,115,129
95BB17S2,1742,1293,271,178,114,95,10,9,25,16,6,3,22,14,6,2,194,133,37,24,32,24,4,4,83,43,29,11,170,111,37,22,152,100,42,10,29,17,7,5,115,83,26,6,97,69,18,10,1204,903,170,131
95BB18S1,1688,1154,269,265,101,63,26,12,39,20,11,8,27,12,14,1,291,177,76,38,44,22,12,10,121,53,35,33,255,152,70,33,198,124,49,25,44,17,16,11,141,88,34,19,107,76,15,16,1032,725,136,171
95BB18S2,2524,2287,18,219,136,123,3,10,25,22,1,2,23,20,0,3,224,203,2,19,24,20,0,4,71,55,0,16,204,184,3,17,179,162,2,15,31,28,0,3,147,128,3,16,107,90,2,15,1855,1696,9,150
95BB19S1,1557,1311,86,160,102,88,7,7,21,17,2,2,15,12,3,0,155,126,15,14,23,14,2,7,84,65,8,11,151,129,11,11,138,119,5,14,19,14,4,1,120,98,11,11,71,65,4,2,1061,891,52,118
95BB19S2,1777,1657,10,110,86,81,1,4,15,13,0,2,20,16,2,2,120,106,1,13,32,28,2,2,63,56,2,5,118,105,0,13,134,128,1,5,20,17,1,2,96,91,2,3,74,69,2,3,1316,1227,4,85
95BB19S3,1391,1285,16,90,71,68,0,3,16,16,0,0,14,12,1,1,96,90,1,5,26,21,2,3,53,49,1,3,111,101,1,9,105,95,2,8,11,8,1,2,68,62,0,6,55,51,0,4,1027,951,11,65
95BB20S1,1844,1501,105,238,86,69,8,9,26,21,1,4,18,13,3,2,227,172,20,35,33,22,5,6,90,50,15,25,191,143,18,30,151,109,17,25,31,24,3,4,116,88,12,16,98,74,11,13,1267,1063,48,156
95BB20S2,1524,980,285,259,88,55,15,18,25,13,6,6,21,13,5,3,275,157,67,51,34,18,8,8,112,52,35,25,245,132,68,45,190,114,36,40,36,16,11,9,114,70,24,20,71,43,14,14,926,628,150,148
95BB21S1,2379,1923,167,289,138,114,16,8,39,31,6,2,40,27,10,3,337,257,46,34,56,38,12,6,141,88,20,33,300,222,44,34,206,167,18,21,46,28,9,9,186,148,21,17,122,98,10,14,1544,1276,71,197
95BB21S2,2320,2009,56,255,121,100,5,16,36,32,1,3,34,22,4,8,302,238,17,47,50,36,6,8,109,75,2,32,285,221,14,50,203,165,6,32,37,27,0,10,175,143,2,30,141,126,4,11,1554,1377,24,153
95BB22S1,1525,1032,336,157,60,45,12,3,24,15,6,3,18,8,8,2,133,89,35,9,38,19,11,8,94,45,38,11,147,104,35,8,138,88,33,17,26,13,9,4,86,59,17,10,79,50,21,8,1082,750,218,114
95BB22S2,1468,753,587,128,74,38,29,7,29,11,17,1,23,9,11,3,190,75,97,18,36,15,16,5,113,35,65,13,159,65,79,15,154,61,81,12,34,11,21,2,100,44,47,9,80,36,37,7,978,542,353,83
95BB23S1,1540,1400,22,118,113,107,1,5,24,23,0,1,12,9,1,2,166,158,1,7,20,16,1,3,52,44,3,5,163,154,1,8,113,100,4,9,15,15,0,0,121,116,1,4,92,84,1,7,1036,932,13,91
95BB23S2,1436,1303,7,126,81,80,0,1,13,13,0,0,16,14,1,1,118,112,2,4,22,22,0,0,53,45,0,8,131,122,0,9,108,99,1,8,11,11,0,0,89,83,0,6,78,75,2,1,1036,933,4,99
95CC01W1,2376,1643,172,561,66,49,10,7,38,26,6,6,40,25,6,9,241,171,33,37,58,32,6,20,132,54,31,47,218,163,25,30,187,124,27,36,39,25,7,7,126,88,16,22,106,78,10,18,1702,1197,85,420
95CC02W1,2693,2364,75,254,101,89,3,9,32,30,1,1,32,27,3,2,233,204,7,22,43,37,2,4,105,79,8,18,209,181,6,22,151,132,10,9,23,19,2,2,155,134,6,15,94,77,4,13,2039,1805,45,189
95CC03W1,2791,1246,654,891,101,52,36,13,50,24,20,6,50,26,12,12,351,162,124,65,73,33,27,13,231,61,114,56,260,112,101,47,245,108,87,50,45,17,18,10,170,80,54,36,148,67,50,31,1913,866,365,682
95CC04W1,2384,2051,96,237,94,84,4,6,38,32,4,2,21,17,2,2,214,175,13,26,34,25,5,4,88,60,9,19,199,164,12,23,145,114,10,21,30,20,4,6,119,101,8,10,82,69,6,7,1784,1554,57,173
95CC05W1,2749,2306,80,363,136,115,7,14,39,30,1,8,26,21,1,4,290,246,16,28,39,35,2,2,88,71,7,10,254,208,13,33,181,151,8,22,38,30,3,5,175,149,14,12,128,96,10,22,1982,1656,43,283
95CC06S1,1458,1216,8,234,58,50,0,8,16,15,0,1,16,14,0,2,138,120,1,17,18,15,0,3,57,41,0,16,113,101,2,10,90,80,0,10,26,22,0,4,74,66,0,8,53,44,1,8,1089,901,6,182
95CC06S2,1292,1000,100,192,72,62,7,3,15,11,2,2,16,13,2,1,126,99,16,11,24,16,5,3,68,44,16,8,120,92,13,15,97,77,14,6,18,9,6,3,71,57,7,7,58,49,1,8,895,690,53,152
95CC07W1,3475,2837,221,417,102,80,11,11,42,29,9,4,45,32,7,6,277,206,30,41,65,32,21,12,117,76,19,22,235,179,27,29,226,171,26,29,26,16,5,5,145,115,16,14,146,115,9,22,2673,2232,128,313
95CC08W1,2511,1577,360,574,109,75,23,11,47,34,9,4,34,18,6,10,308,183,74,51,45,19,7,19,149,67,50,32,262,156,59,47,217,120,46,51,50,26,11,13,180,124,32,24,137,77,35,25,1724,1107,203,414
95CC09S1,1485,1372,0,113,83,79,0,4,11,8,0,3,10,8,0,2,126,110,0,16,18,14,0,4,36,28,0,8,104,96,0,8,87,80,0,7,13,11,0,2,66,58,0,8,52,49,0,3,1128,1045,0,83
95CC09S2,1838,1486,65,287,93,83,0,10,11,10,1,0,13,5,0,8,128,101,9,18,17,9,1,7,53,36,7,10,119,98,7,14,99,77,6,16,7,6,0,1,72,57,5,10,77,62,4,11,1407,1145,38,224
95CC10W1,2495,2180,54,261,129,110,4,15,33,28,3,2,24,21,3,0,226,179,16,31,33,26,2,5,73,58,3,12,222,187,13,22,136,108,11,17,21,13,3,5,153,126,12,15,112,98,0,14,1824,1612,25,187
95CC11W1,1787,1141,201,445,116,76,20,20,49,25,10,14,36,16,9,11,249,158,45,46,48,15,10,23,109,42,31,36,191,122,34,35,173,98,38,37,36,17,9,10,107,69,16,22,77,44,18,15,1191,785,100,306
95CC12W1,2751,2480,71,200,120,110,5,5,35,33,1,1,29,24,1,4,238,216,8,14,41,34,2,5,90,70,5,15,232,202,14,16,198,178,9,11,31,26,3,2,119,109,2,8,131,109,10,12,2035,1848,36,151
95CC13W1,2474,2164,90,220,106,92,2,12,22,19,2,1,32,29,1,2,234,196,18,20,49,39,5,5,79,58,11,10,238,198,22,18,165,138,16,11,33,22,5,6,124,109,6,9,121,101,7,13,1785,1573,43,169
95CC14W1,3017,2541,92,384,144,121,8,15,27,21,3,3,43,28,5,10,284,211,31,42,49,29,9,11,132,93,9,30,274,216,22,36,205,167,16,22,46,32,3,11,156,133,10,13,138,118,4,16,2156,1845,32,279
95CC15W1,2893,2406,142,345,152,126,10,16,46,36,5,5,32,21,4,7,302,243,23,36,46,34,5,7,119,85,15,19,283,231,17,35,225,178,23,24,37,28,4,5,184,152,10,22,133,111,9,13,2065,1740,82,243
95CC16W1,2801,2041,226,534,162,129,6,27,43,22,7,14,45,29,3,13,323,213,52,58,68,34,4,30,145,81,26,38,276,192,33,51,234,161,30,43,41,18,9,14,182,131,23,28,151,113,14,24,1902,1404,121,377
95CC17W1,2724,2421,24,279,91,82,0,9,25,23,0,2,21,17,1,3,217,185,0,32,33,22,1,10,94,75,3,16,223,194,1,28,202,172,3,27,20,17,0,3,121,104,2,15,113,100,0,13,2031,1817,15,199
95CC18W1,2309,1627,264,418,96,77,13,6,38,27,7,4,41,16,15,10,261,160,59,42,41,19,17,5,111,51,41,19,226,144,50,32,168,108,29,31,29,13,11,5,165,122,26,17,109,80,14,15,1616,1160,134,322
95CC19W1,2720,2248,175,297,134,104,10,20,41,33,4,4,38,25,8,5,262,202,29,31,48,34,11,3,98,55,20,23,245,191,28,26,190,141,21,28,39,26,6,7,139,110,13,16,135,110,9,16,1986,1675,102,209
95CC20S1,1308,1117,41,150,78,72,3,3,11,11,0,0,13,11,0,2,105,84,11,10,14,11,0,3,55,44,3,8,119,95,13,11,84,73,2,9,17,13,2,2,87,75,3,9,51,44,4,3,949,813,20,116
95CC20S2,1658,1265,122,271,114,93,12,9,23,16,5,2,21,13,3,5,143,101,26,16,28,14,4,10,63,40,12,11,152,110,26,16,116,87,14,15,22,16,4,2,95,74,14,7,71,52,8,11,1201,922,68,211
95CC21W1,2925,2214,265,446,177,145,13,19,42,25,8,9,28,18,3,7,301,212,46,43,47,24,7,16,143,88,24,31,292,210,38,44,249,160,42,47,44,37,2,5,198,155,25,18,139,92,20,27,2033,1586,149,298
95CC22W1,1724,961,407,356,130,92,27,11,39,18,11,10,21,11,6,4,220,117,71,32,36,14,15,7,106,50,39,17,192,102,62,28,141,88,37,16,33,18,10,5,131,84,30,17,93,45,31,17,1147,645,237,265
95DD01W1,2031,1687,53,291,109,92,5,12,27,24,1,2,18,10,2,6,176,135,15,26,25,13,3,9,85,55,10,20,194,158,10,26,140,108,9,23,33,22,3,8,150,125,6,19,109,90,3,16,1422,1183,20,219
95DD02S1,1453,1110,200,143,99,58,26,15,24,12,8,4,17,11,5,1,168,93,49,26,19,15,2,2,67,30,29,8,137,76,40,21,130,76,37,17,20,9,8,3,91,57,23,11,63,40,14,9,1007,823,99,85
95DD02S2,2419,2065,31,323,96,84,6,6,20,16,2,2,15,13,0,2,176,146,11,19,27,22,0,5,83,58,6,19,177,147,10,20,162,134,5,23,20,14,2,4,121,103,5,13,112,92,7,13,1840,1584,12,244
95DD03W1,3474,2754,39,681,189,167,1,21,29,26,0,3,30,26,0,4,271,238,7,26,32,27,1,4,107,78,7,22,252,215,5,32,244,186,13,45,33,26,2,5,187,158,6,23,170,137,1,32,2543,1986,18,539
95DD04W1,1926,845,863,218,106,43,50,13,34,16,14,4,34,13,13,8,287,99,156,32,50,11,28,11,166,46,99,21,239,86,124,29,246,95,127,24,56,14,35,7,144,59,73,12,100,39,50,11,1237,572,524,141
95DD05W1,1739,917,648,174,65,35,22,8,21,10,10,1,21,7,10,4,179,90,74,15,44,19,22,3,117,38,65,14,184,91,76,17,158,75,67,16,30,10,19,1,107,52,41,14,99,53,32,14,1185,647,424,114
95DD06W1,2427,2111,16,300,132,123,0,9,38,36,0,2,16,14,1,1,208,186,1,21,24,21,1,2,68,60,3,5,211,188,1,22,155,131,4,20,22,22,0,0,194,177,3,14,122,108,2,12,1727,1482,10,235
95DD07S1,1596,1143,147,306,125,101,10,14,30,18,5,7,15,9,4,2,191,118,36,37,26,15,6,5,68,32,11,25,184,118,31,35,138,95,15,28,28,17,5,6,154,110,25,19,90,61,12,17,1021,751,71,199
95DD07S2,1767,1400,124,243,105,70,21,14,22,9,8,5,11,6,1,4,174,105,39,30,26,14,5,7,77,47,19,11,137,86,31,20,149,111,21,17,21,11,4,6,138,98,25,15,77,51,13,13,1223,1008,41,174
95DD08W1,2083,895,285,903,156,74,44,38,63,25,24,14,36,11,17,8,315,137,110,68,50,7,28,15,147,50,45,52,242,105,78,59,206,92,52,62,48,9,25,14,171,83,53,35,111,55,30,26,1315,547,81,687
95DD09W1,2572,2274,40,258,126,107,4,15,39,32,1,6,19,15,1,3,210,173,8,29,34,25,2,7,73,55,2,16,167,132,7,28,163,139,4,20,27,18,2,7,155,137,3,15,109,93,5,11,1892,1701,21,170
95DD10W1,2805,1983,450,372,142,92,37,13,38,23,15,0,37,17,10,10,305,170,91,44,51,27,12,12,148,72,37,39,250,148,72,30,225,143,51,31,44,24,12,8,217,153,44,20,135,87,28,20,1911,1414,245,252
95DD11W1,2363,1033,676,654,95,44,45,6,32,12,14,6,28,5,15,8,208,90,88,30,75,18,37,20,149,38,75,36,215,96,80,39,210,95,73,42,32,8,16,8,134,65,53,16,127,52,46,29,1642,729,400,513
95DD12W1,2582,2322,51,209,124,110,1,13,34,31,0,3,22,19,1,2,216,171,11,34,28,23,2,3,84,61,8,15,201,170,8,23,175,145,7,23,30,22,2,6,170,147,3,20,120,103,3,14,1868,1702,32,134
95DD13W1,1743,1106,239,398,92,71,8,13,24,19,4,1,24,14,4,6,185,118,38,29,44,25,10,9,94,44,32,18,162,95,39,28,158,100,28,30,28,16,8,4,111,75,21,15,89,59,11,19,1178,743,140,295
95DD14S1,1601,1311,63,227,63,52,5,6,26,16,8,2,9,7,1,1,159,127,14,18,19,10,0,9,62,43,4,15,131,102,12,17,106,78,9,19,9,5,0,4,89,73,4,12,93,75,10,8,1166,961,36,169
95DD14S2,1667,1524,23,120,72,69,0,3,23,21,0,2,12,10,1,1,93,79,9,5,15,14,0,1,41,31,6,4,102,89,7,6,91,80,4,7,9,7,1,1,93,83,4,6,69,62,2,5,1275,1173,9,93
95DD15W1,3451,2927,106,418,108,94,3,11,37,32,4,1,35,25,2,8,241,181,17,43,45,35,3,7,102,61,12,29,230,171,15,44,217,175,8,34,26,19,2,5,162,130,9,23,130,107,5,18,2693,2326,71,296
