GeographyCode,DC2250NI0001,DC2250NI0002,DC2250NI0003,DC2250NI0004,DC2250NI0005,DC2250NI0006,DC2250NI0007,DC2250NI0008,DC2250NI0009,DC2250NI0010,DC2250NI0011,DC2250NI0012,DC2250NI0013,DC2250NI0014,DC2250NI0015,DC2250NI0016,DC2250NI0017,DC2250NI0018,DC2250NI0019,DC2250NI0020,DC2250NI0021,DC2250NI0022,DC2250NI0023,DC2250NI0024,DC2250NI0025,DC2250NI0026,DC2250NI0027,DC2250NI0028,DC2250NI0029,DC2250NI0030,DC2250NI0031,DC2250NI0032,DC2250NI0033,DC2250NI0034,DC2250NI0035,DC2250NI0036,DC2250NI0037,DC2250NI0038,DC2250NI0039,DC2250NI0040,DC2250NI0041,DC2250NI0042,DC2250NI0043,DC2250NI0044,DC2250NI0045
95AA08W1,1698,757,761,14,166,495,214,226,0,55,1215,556,536,12,111,966,361,510,8,87,181,151,15,2,13,23,21,0,0,2,21,11,3,2,5,24,12,8,0,4,12,6,0,4,2
95AA09W1,2220,491,1466,28,235,459,73,326,4,56,1742,407,1147,14,174,1563,293,1102,13,155,119,67,40,1,11,42,40,0,0,2,4,4,0,0,0,14,3,5,0,6,38,14,7,10,7
95AA10W1,1953,806,939,25,183,393,178,161,2,52,1574,636,786,19,133,1326,436,752,19,119,200,162,33,0,5,27,26,0,0,1,10,7,0,0,3,11,5,1,0,5,10,2,4,4,0
95AA11S1,2800,955,1548,37,260,477,158,277,1,41,2333,807,1278,29,219,1913,517,1213,25,158,243,176,51,3,13,96,83,3,0,10,6,4,0,0,2,75,27,11,1,36,40,12,9,11,8
95AA11S2,2564,1130,1190,25,219,249,124,88,1,36,2322,1001,1117,21,183,1951,704,1071,18,158,290,236,38,1,15,32,31,0,0,1,13,13,0,0,0,36,17,8,2,9,59,43,7,4,5
95AA12W1,2775,197,2395,23,160,390,27,330,0,33,2425,170,2103,23,129,2286,124,2018,22,122,131,43,80,1,7,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,7,1,4,1,1
95AA13S1,1745,1201,456,7,81,266,160,90,2,14,1507,1065,369,5,68,1010,609,345,2,54,401,371,23,2,5,15,15,0,0,0,64,58,0,1,5,17,12,1,0,4,9,6,0,0,3
95AA13S2,1562,1081,412,3,66,295,182,94,0,19,1301,928,326,3,44,900,556,307,3,34,342,320,18,0,4,16,15,0,0,1,35,30,0,0,5,8,7,1,0,0,14,6,3,0,5
95AA14W1,2349,872,1373,13,91,477,167,290,7,13,1913,733,1099,6,75,1565,448,1041,6,70,342,280,57,0,5,3,3,0,0,0,0,0,0,0,0,3,2,1,0,0,12,4,5,0,3
95AA15S1,2641,1091,1226,62,262,330,149,132,1,48,2278,941,1085,39,213,1843,600,1045,37,161,247,202,32,1,12,97,84,0,0,13,31,26,0,0,5,60,29,8,1,22,81,30,23,22,6
95AA15S2,1545,665,652,44,184,354,153,139,3,59,1156,510,502,21,123,878,294,478,14,92,160,125,16,4,15,50,47,0,0,3,46,37,4,0,5,22,7,4,3,8,55,17,13,21,4
95AA16W1,1807,344,1276,14,173,413,62,308,1,42,1398,284,978,6,130,1210,165,937,5,103,67,30,34,0,3,56,54,1,0,1,10,7,0,0,3,55,28,6,1,20,15,2,5,7,1
95AA17W1,2142,813,1067,27,235,426,144,197,7,78,1716,670,868,19,159,1486,487,844,18,137,161,130,20,0,11,23,21,1,0,1,19,14,2,0,3,27,18,1,1,7,25,17,7,1,0
95AA18W1,2439,341,1891,37,170,299,35,240,4,20,2199,321,1706,21,151,1974,218,1605,17,134,200,85,97,3,15,6,6,0,0,0,0,0,0,0,0,19,12,4,1,2,32,4,7,13,8
95AA19W1,2687,2410,231,6,40,740,643,79,2,16,1990,1805,156,4,25,1047,902,125,2,18,920,882,30,2,6,19,18,1,0,0,1,1,0,0,0,3,2,0,0,1,35,31,3,0,1
95BB01S1,1574,255,1197,14,108,215,43,153,3,16,1371,217,1049,11,94,1262,146,1018,11,87,105,68,31,0,6,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,18,4,11,1,2
95BB01S2,2035,150,1697,11,177,301,20,244,0,37,1755,130,1474,11,140,1651,105,1418,8,120,91,23,53,3,12,0,0,0,0,0,2,2,0,0,0,11,0,3,0,8,16,1,12,0,3
95BB02W1,2347,224,1881,33,209,570,52,443,3,72,1811,171,1479,27,134,1638,112,1376,27,123,134,27,101,0,6,9,9,0,0,0,19,19,0,0,0,11,4,2,0,5,10,2,0,5,3
95BB03S1,2026,59,1781,22,164,413,8,367,4,34,1625,49,1428,18,130,1547,35,1373,17,122,66,4,55,1,6,9,9,0,0,0,0,0,0,0,0,3,1,0,0,2,14,2,10,1,1
95BB03S2,2193,174,1782,31,206,383,31,309,8,35,1833,144,1494,23,172,1720,114,1420,21,165,106,26,71,2,7,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,8,2,4,1,1
95BB04S1,1438,127,1150,19,142,208,14,161,2,31,1258,122,1010,15,111,1172,90,962,14,106,71,22,47,1,1,3,3,0,0,0,7,3,0,0,4,5,4,1,0,0,13,0,7,3,3
95BB04S2,1610,100,1388,5,117,165,6,144,0,15,1485,99,1279,5,102,1382,78,1203,5,96,95,18,72,0,5,3,3,0,0,0,0,0,0,0,0,5,0,4,0,1,5,1,2,0,2
95BB05S1,1490,54,1289,36,111,207,7,180,3,17,1304,48,1131,32,93,1205,31,1058,30,86,98,16,73,2,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,2,2,4,2
95BB05S2,1911,57,1658,18,178,336,7,284,2,43,1607,52,1403,16,136,1500,39,1316,16,129,102,10,85,0,7,1,1,0,0,0,0,0,0,0,0,4,2,2,0,0,9,1,7,0,1
95BB06W1,2870,335,2173,61,301,674,76,527,3,68,2197,263,1659,46,229,1993,179,1569,42,203,153,50,84,4,15,18,17,0,0,1,20,15,0,0,5,13,2,6,0,5,42,2,14,17,9
95BB07S1,1658,90,1367,21,180,345,9,291,3,42,1313,81,1082,12,138,1203,47,1029,12,115,75,17,50,0,8,13,11,0,0,2,2,1,0,0,1,20,5,3,0,12,27,3,13,6,5
95BB07S2,1295,28,1154,12,101,177,5,144,2,26,1126,23,1018,10,75,1089,18,988,9,74,33,4,27,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,10,0,9,1,0
95BB08S1,1331,90,1087,24,130,347,15,299,7,26,984,72,794,14,104,921,46,765,12,98,44,15,22,2,5,9,9,0,0,0,2,2,0,0,0,8,0,7,0,1,13,4,3,5,1
95BB08S2,1294,69,1116,11,98,151,7,130,1,13,1145,63,993,9,80,1086,37,965,8,76,38,8,28,1,1,1,1,0,0,0,12,12,0,0,0,8,5,0,0,3,7,0,1,1,5
95BB09S1,1325,56,1138,7,124,174,10,150,0,14,1163,41,1005,6,111,1088,26,962,6,94,59,7,42,0,10,7,6,0,0,1,4,0,0,0,4,5,2,1,0,2,25,9,7,1,8
95BB09S2,1618,74,1375,8,161,202,8,165,1,28,1440,67,1233,7,133,1367,35,1193,6,133,56,15,40,1,0,14,14,0,0,0,0,0,0,0,0,3,3,0,0,0,10,1,7,1,1
95BB10S1,1690,143,1347,27,173,273,12,222,4,35,1394,90,1140,25,139,1291,72,1077,19,123,89,14,57,6,12,1,1,0,0,0,3,3,0,0,0,10,0,6,0,4,66,43,21,2,0
95BB10S2,1637,107,1379,17,134,190,12,160,2,16,1513,96,1278,17,122,1380,73,1176,15,116,129,22,99,2,6,0,0,0,0,0,1,0,1,0,0,3,1,2,0,0,10,1,9,0,0
95BB11S1,1408,52,1214,17,125,338,8,277,3,50,1079,44,948,13,74,1035,35,914,13,73,39,9,30,0,0,0,0,0,0,0,2,0,2,0,0,3,0,2,0,1,5,0,1,3,1
95BB11S2,1547,88,1319,23,117,241,23,200,1,17,1323,66,1138,18,101,1231,41,1076,16,98,88,23,60,2,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,21,2,13,4,2
95BB12S1,1440,142,1039,39,220,413,25,311,10,67,1026,118,734,22,152,938,92,691,21,134,68,17,40,0,11,2,2,0,0,0,5,4,0,0,1,13,3,3,1,6,16,2,3,8,3
95BB12S2,1336,91,1107,16,122,191,7,165,1,18,1175,90,966,14,105,1081,61,907,11,102,88,24,58,3,3,4,4,0,0,0,1,1,0,0,0,1,0,1,0,0,6,2,3,1,0
95BB13S1,1392,82,1130,16,164,164,5,122,0,37,1244,81,1018,15,130,1175,64,979,15,117,60,15,39,0,6,0,0,0,0,0,0,0,0,0,0,9,2,0,0,7,5,0,3,1,1
95BB13S2,1472,128,1190,28,126,303,24,243,2,34,1184,113,954,24,93,1095,70,916,22,87,68,26,38,1,3,6,6,0,0,0,13,10,0,0,3,2,1,0,1,0,7,0,2,4,1
95BB13S3,1580,101,1281,9,189,178,5,133,0,40,1419,103,1159,7,150,1350,80,1130,6,134,54,19,26,1,8,1,1,0,0,0,0,0,0,0,0,14,3,3,0,8,14,1,11,2,0
95BB14S1,1510,81,1301,12,116,189,9,174,0,6,1356,78,1154,12,112,1271,62,1096,12,101,78,16,56,0,6,0,0,0,0,0,1,0,0,0,1,6,0,2,0,4,11,0,9,1,1
95BB14S2,1606,127,1306,18,155,175,15,145,2,13,1455,116,1181,14,144,1307,78,1105,9,115,119,33,72,5,9,0,0,0,0,0,3,1,0,0,2,26,4,4,0,18,19,3,5,3,8
95BB15S1,2005,1059,810,18,118,403,228,148,2,25,1629,847,673,15,94,1278,562,629,12,75,339,276,42,2,19,0,0,0,0,0,10,9,1,0,0,2,0,1,1,0,12,6,3,1,2
95BB15S2,1484,958,442,5,79,355,235,96,0,24,1142,733,349,5,55,896,508,333,4,51,226,208,16,1,1,1,1,0,0,0,0,0,0,0,0,19,16,0,0,3,14,14,0,0,0
95BB16S1,1533,67,1328,17,121,218,16,180,8,14,1341,53,1171,8,109,1273,42,1118,8,105,64,8,52,0,4,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,12,2,6,1,3
95BB16S2,1603,108,1338,14,143,222,11,187,2,22,1421,101,1184,12,124,1316,68,1123,10,115,95,24,61,2,8,4,4,0,0,0,3,3,0,0,0,3,2,0,0,1,7,0,6,1,0
95BB17S1,1793,122,1421,7,243,276,12,201,0,63,1527,113,1230,6,178,1448,82,1193,6,167,66,21,36,0,9,3,3,0,0,0,4,3,0,0,1,6,4,1,0,1,12,1,7,1,3
95BB17S2,1763,110,1394,19,240,332,5,266,3,58,1463,109,1154,16,184,1346,83,1079,14,170,102,18,74,1,9,4,0,0,0,4,5,5,0,0,0,6,3,1,1,1,8,0,5,0,3
95BB18S1,1688,45,1431,15,197,321,12,266,2,41,1374,32,1173,13,156,1308,26,1128,12,142,52,5,42,1,4,2,1,0,0,1,0,0,0,0,0,12,0,3,0,9,7,1,5,0,1
95BB18S2,2591,153,2119,13,306,347,20,283,1,43,2286,138,1866,12,270,2139,105,1776,10,248,140,29,88,2,21,0,0,0,0,0,0,0,0,0,0,7,4,2,0,1,16,3,12,0,1
95BB19S1,1613,166,1300,16,131,262,19,211,1,31,1363,147,1102,13,101,1265,100,1058,11,96,86,40,42,2,2,4,4,0,0,0,3,2,0,0,1,5,1,2,0,2,12,3,5,4,0
95BB19S2,1784,135,1436,11,202,161,21,108,0,32,1647,117,1349,11,170,1573,99,1302,11,161,65,15,44,0,6,2,2,0,0,0,0,0,0,0,0,7,1,3,0,3,14,1,8,0,5
95BB19S3,1391,109,1090,21,171,141,11,93,2,35,1265,100,1011,18,136,1194,82,974,18,120,62,18,32,0,12,1,0,0,0,1,0,0,0,0,0,8,0,5,0,3,10,0,5,1,4
95BB20S1,1889,1424,385,2,78,417,328,71,0,18,1522,1128,333,1,60,998,645,299,0,54,507,468,32,1,6,9,9,0,0,0,5,5,0,0,0,3,1,2,0,0,9,4,3,1,1
95BB20S2,1524,1277,185,7,55,419,370,37,1,11,1128,927,149,5,47,762,599,121,5,37,356,325,25,0,6,0,0,0,0,0,3,3,0,0,0,7,0,3,0,4,14,5,5,1,3
95BB21S1,2387,90,2091,28,178,466,14,406,1,45,1939,81,1697,27,134,1829,41,1642,26,120,71,15,48,1,7,18,16,1,0,1,15,9,5,0,1,6,0,1,0,5,10,0,9,0,1
95BB21S2,2332,498,1588,16,230,423,65,295,3,60,1936,449,1304,13,170,1717,315,1230,13,159,203,130,67,0,6,2,2,0,0,0,2,0,2,0,0,12,2,5,0,5,19,3,12,1,3
95BB22S1,1557,87,1253,7,210,293,23,230,0,40,1270,66,1027,7,170,1198,51,983,7,157,64,14,42,0,8,2,1,0,0,1,0,0,0,0,0,6,0,2,0,4,8,0,7,0,1
95BB22S2,1483,80,1196,7,200,363,16,271,0,76,1120,66,925,5,124,1044,39,886,5,114,53,15,36,0,2,8,8,0,0,0,3,3,0,0,0,12,1,3,0,8,9,0,6,3,0
95BB23S1,1540,204,1181,13,142,171,18,126,1,26,1402,192,1080,11,119,1235,118,1003,9,105,137,55,72,2,8,14,12,0,0,2,3,3,0,0,0,13,4,5,0,4,5,3,1,1,0
95BB23S2,1485,128,1220,28,109,188,12,151,1,24,1313,122,1081,22,88,1195,78,1023,19,75,105,36,55,3,11,2,2,0,0,0,5,5,0,0,0,6,1,3,0,2,17,1,10,5,1
95CC01W1,2558,2244,250,18,46,625,488,128,1,8,1956,1779,119,19,39,745,612,96,15,22,1056,1035,12,4,5,48,42,5,0,1,81,79,1,0,1,26,11,5,0,10,19,11,5,0,3
95CC02W1,2725,1908,773,3,41,537,328,204,0,5,2226,1616,569,3,38,1114,574,516,3,21,1097,1029,52,0,16,0,0,0,0,0,10,10,0,0,0,5,3,1,0,1,28,15,12,0,1
95CC03W1,2817,2417,233,27,140,671,605,54,2,10,2155,1830,174,23,128,806,606,136,10,54,1015,986,15,4,10,80,70,0,2,8,154,136,0,3,15,100,32,23,4,41,41,21,9,6,5
95CC04W1,2440,1715,689,5,31,642,404,230,0,8,1834,1339,467,5,23,793,360,420,4,9,1005,956,47,1,1,10,9,0,0,1,11,11,0,0,0,15,3,0,0,12,9,9,0,0,0
95CC05W1,2774,1814,878,18,64,600,349,231,2,18,2223,1500,661,16,46,1176,531,619,8,18,941,892,33,4,12,21,20,0,0,1,47,46,1,0,0,38,11,8,4,15,19,18,1,0,0
95CC06S1,1468,878,511,22,57,214,115,81,4,14,1286,789,436,17,44,770,318,408,14,30,464,431,24,0,9,20,20,0,0,0,19,13,1,3,2,13,7,3,0,3,8,4,1,1,2
95CC06S2,1308,664,609,4,31,189,77,103,1,8,1149,616,509,2,22,749,269,462,1,17,349,316,31,1,1,11,10,0,0,1,13,13,0,0,0,27,8,16,0,3,10,4,4,1,1
95CC07W1,3475,2819,611,10,35,730,560,163,1,6,2798,2312,451,8,27,1044,612,408,6,18,1712,1668,38,1,5,7,6,0,0,1,23,22,0,1,0,12,4,5,0,3,22,16,2,2,2
95CC08W1,2565,2331,182,8,44,583,532,46,1,4,2018,1847,129,4,38,794,671,100,3,20,1124,1099,19,0,6,18,17,0,0,1,55,52,1,0,2,27,8,9,1,9,31,14,10,3,4
95CC09S1,1496,186,1251,12,47,275,38,225,0,12,1242,150,1044,12,36,1099,62,994,12,31,135,84,50,0,1,2,2,0,0,0,1,1,0,0,0,5,1,0,0,4,9,0,9,0,0
95CC09S2,1858,111,1650,20,77,354,21,317,2,14,1516,91,1347,17,61,1386,25,1290,17,54,73,23,49,0,1,26,24,0,0,2,17,14,0,0,3,14,5,8,0,1,9,0,4,1,4
95CC10W1,2577,498,1976,17,86,466,79,362,4,21,2180,445,1655,13,67,1801,195,1549,12,45,334,228,101,1,4,10,6,0,0,4,12,9,2,0,1,23,7,3,0,13,12,2,10,0,0
95CC11W1,1795,1631,134,0,30,440,407,25,0,8,1379,1247,110,0,22,503,394,101,0,8,785,775,6,0,4,17,17,0,0,0,42,40,0,0,2,32,21,3,0,8,9,8,1,0,0
95CC12W1,2785,1325,1395,11,54,679,267,388,2,22,2132,1068,1021,9,34,1292,289,972,8,23,820,768,45,1,6,6,4,0,0,2,4,3,0,0,1,10,4,4,0,2,9,6,2,1,0
95CC13W1,2474,1288,1130,15,41,516,242,268,1,5,1979,1064,866,14,35,1188,350,802,13,23,763,703,58,1,1,4,3,0,0,1,3,3,0,0,0,21,5,6,0,10,14,7,5,1,1
95CC14W1,3035,313,2538,34,150,504,42,429,2,31,2568,282,2135,33,118,2334,165,2033,30,106,201,97,93,3,8,11,10,1,0,0,8,5,1,0,2,14,5,7,0,2,12,4,5,1,2
95CC15W1,2903,1135,1667,17,84,642,241,385,3,13,2294,915,1295,15,69,1669,370,1233,12,54,560,497,57,2,4,8,7,0,0,1,34,31,0,0,3,23,10,5,1,7,11,6,2,0,3
95CC16W1,2820,425,2260,14,121,685,96,547,4,38,2152,333,1725,9,85,1862,144,1643,8,67,222,141,70,1,10,33,29,0,0,4,10,9,0,0,1,25,10,12,0,3,15,3,10,1,1
95CC17W1,2730,1860,808,20,42,479,287,183,3,6,2303,1621,632,16,34,1119,503,592,7,17,1143,1088,40,5,10,19,17,0,0,2,10,10,0,0,0,12,3,0,4,5,20,11,1,2,6
95CC18W1,2342,1206,1024,28,84,324,123,182,1,18,2064,1116,865,18,65,1264,424,788,14,38,634,554,65,2,13,44,38,3,1,2,88,81,1,1,5,34,19,8,0,7,24,8,4,9,3
95CC19W1,2720,950,1669,7,94,636,175,433,0,28,2102,789,1239,7,67,1576,310,1207,6,53,492,452,30,1,9,21,19,2,0,0,1,1,0,0,0,12,7,0,0,5,23,11,11,0,1
95CC20S1,1308,70,1187,5,46,192,11,173,1,7,1136,65,1032,2,37,1031,31,964,2,34,76,17,58,0,1,6,6,0,0,0,12,9,2,0,1,11,2,8,0,1,7,0,3,2,2
95CC20S2,1702,132,1462,14,94,301,30,248,5,18,1409,102,1221,8,78,1258,29,1166,7,56,58,12,42,1,3,43,37,1,0,5,27,18,4,0,5,23,6,8,0,9,18,0,12,1,5
95CC21W1,2925,380,2368,11,166,562,59,438,4,61,2398,336,1952,7,103,2143,197,1853,7,86,203,114,81,0,8,21,19,1,0,1,2,2,0,0,0,29,4,17,0,8,13,2,7,0,4
95CC22W1,1740,398,1231,16,95,397,67,314,3,13,1346,346,913,10,77,1014,123,830,5,56,188,125,55,3,5,38,37,1,0,0,60,51,1,1,7,46,10,26,1,9,29,1,14,3,11
95DD01W1,2099,334,1648,21,96,322,56,227,5,34,1793,274,1444,14,61,1599,162,1371,13,53,118,68,46,1,3,18,18,0,0,0,5,5,0,0,0,53,21,27,0,5,28,10,14,3,1
95DD02S1,1453,54,1326,13,60,328,15,301,4,8,1119,38,1022,8,51,1096,31,1007,8,50,20,5,14,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,10,2,6,1,1
95DD02S2,2435,175,2139,14,107,446,31,377,1,37,2006,145,1781,12,68,1892,86,1727,12,67,102,53,48,0,1,5,5,0,0,0,0,0,0,0,0,7,1,6,0,0,12,3,5,1,3
95DD03W1,3503,590,2601,46,266,480,65,366,4,45,3052,533,2263,34,222,2649,315,2148,30,156,231,118,92,3,18,40,39,0,0,1,21,21,0,0,0,111,40,23,1,47,28,8,5,11,4
95DD04W1,1926,128,1635,22,141,613,37,519,4,53,1320,94,1121,18,87,1251,77,1080,14,80,55,16,35,2,2,3,0,1,0,2,0,0,0,0,0,11,1,5,2,3,6,0,4,1,1
95DD05W1,1739,100,1479,30,130,564,34,463,4,63,1164,65,1009,23,67,1138,59,998,20,61,21,4,11,3,3,1,1,0,0,0,0,0,0,0,0,4,1,0,0,3,14,1,10,3,0
95DD06W1,2588,536,1889,22,141,418,85,320,0,13,2217,464,1600,21,132,1945,312,1506,21,106,171,92,65,0,14,46,46,0,0,0,0,0,0,0,0,55,14,29,0,12,11,2,3,1,5
95DD07S1,1596,96,1388,7,105,367,14,323,4,26,1240,86,1075,2,77,1172,73,1032,1,66,58,13,41,0,4,1,0,0,0,1,0,0,0,0,0,9,0,2,1,6,14,0,11,1,2
95DD07S2,1767,87,1586,5,89,292,10,262,1,19,1487,78,1333,5,71,1394,58,1269,4,63,85,16,62,1,6,2,2,0,0,0,0,0,0,0,0,6,2,2,0,2,13,0,13,0,0
95DD08W1,2126,823,1123,29,151,487,144,319,2,22,1629,683,804,18,124,1114,329,698,12,75,170,126,33,4,7,157,146,1,0,10,0,0,0,0,0,188,82,72,2,32,46,17,13,9,7
95DD09W1,2590,169,2295,18,108,566,35,499,8,24,2039,138,1807,11,83,1923,93,1751,9,70,92,36,44,2,10,9,8,0,0,1,0,0,0,0,0,15,1,12,0,2,15,0,13,1,1
95DD10W1,2805,107,2494,37,167,712,14,643,11,44,2109,95,1861,25,128,1988,55,1798,23,112,73,10,51,1,11,17,15,1,0,1,2,2,0,0,0,29,13,11,1,4,13,1,10,2,0
95DD11W1,2363,1336,826,11,190,617,339,209,1,68,1768,1013,624,9,122,1294,603,584,8,99,248,212,31,1,4,170,163,0,0,7,10,8,0,0,2,46,27,9,0,10,15,10,3,1,1
95DD12W1,2610,407,2082,13,108,696,105,564,4,23,1947,315,1536,9,87,1697,154,1456,9,78,243,161,76,0,6,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,9,3,6,0,0
95DD13W1,1784,1001,654,15,114,417,206,176,7,28,1378,809,477,5,87,982,492,417,4,69,225,204,12,1,8,93,91,1,0,1,2,0,0,0,2,76,22,47,0,7,21,11,4,4,2
95DD14S1,1603,62,1422,20,99,328,13,294,3,18,1280,50,1134,17,79,1225,32,1104,14,75,45,11,30,3,1,0,0,0,0,0,0,0,0,0,0,10,7,0,0,3,16,2,11,0,3
95DD14S2,1674,177,1398,20,79,147,8,132,4,3,1569,181,1295,16,77,1444,129,1228,14,73,109,41,63,2,3,2,2,0,0,0,0,0,0,0,0,14,9,4,0,1,16,0,14,1,1
95DD15W1,3451,2087,1265,23,76,810,451,326,5,28,2699,1687,948,15,49,1940,972,914,14,40,742,699,34,1,8,13,13,0,0,0,0,0,0,0,0,4,3,0,0,1,14,8,2,4,0
95DD16W1,2981,372,2458,33,118,638,99,512,4,23,2370,282,1969,23,96,2162,166,1890,17,89,191,105,76,5,5,9,9,0,0,0,0,0,0,0,0,8,2,3,1,2,33,5,19,7,2
95DD17W1,3461,1380,1953,17,111,763,265,469,5,24,2753,1154,1498,12,89,2157,625,1445,11,76,592,527,52,1,12,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,17,5,8,2,2
95DD18W1,1885,164,1572,28,121,516,39,443,6,28,1361,117,1131,20,93,1234,53,1089,14,78,53,13,35,1,4,44,44,0,0,0,1,0,0,0,1,29,7,7,5,10,29,10,11,5,3
95DD19S1,1904,84,1709,8,103,395,11,355,4,25,1528,73,1370,3,82,1446,46,1322,3,75,60,6,47,0,7,21,21,0,0,0,0,0,0,0,0,1,0,1,0,0,8,3,3,2,0
95DD19S2,1460,93,1278,15,74,286,20,249,1,16,1200,74,1053,15,58,1121,46,1012,14,49,69,25,39,1,4,0,0,0,0,0,0,0,0,0,0,10,3,2,0,5,4,1,2,0,1
95DD20W1,1746,124,1486,12,124,478,26,409,6,37,1273,101,1080,6,86,1179,64,1029,6,80,67,23,42,0,2,5,5,0,0,0,0,0,0,0,0,22,9,9,0,4,6,1,4,0,1
95DD21W1,2139,744,1216,29,150,384,95,240,8,41,1772,657,988,18,109,1365,371,898,17,79,206,165,37,1,3,100,95,3,0,2,0,0,0,0,0,101,26,50,0,25,28,15,7,4,2
95DD22S1,1555,551,969,9,26,434,124,302,1,7,1148,442,677,6,23,909,241,645,6,17,232,194,32,0,6,2,2,0,0,0,0,0,0,0,0,5,5,0,0,0,11,5,3,3,0
95DD22S2,1581,551,988,5,37,466,146,317,0,3,1127,412,676,5,34,943,246,661,5,31,172,155,15,0,2,2,2,0,0,0,3,3,0,0,0,7,6,0,0,1,9,3,6,0,0
95DD23W1,2509,306,2052,15,136,553,61,454,4,34,1975,249,1612,11,103,1826,164,1556,11,95,138,82,51,0,5,0,0,0,0,0,0,0,0,0,0,11,3,5,0,3,6,0,6,0,0
95DD24W1,2711,1802,769,9,131,493,308,145,1,39,2237,1519,620,7,91,1539,901,570,6,62,565,523,30,0,12,82,77,1,0,4,3,2,0,0,1,48,16,19,1,12,28,11,9,1,7
95EE01W1,1895,1732,141,0,22,534,478,48,0,8,1382,1274,94,0,14,724,630,83,0,11,652,639,11,0,2,4,4,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,0,0,0
95EE02W1,2095,126,1839,10,120,529,18,487,4,20,1584,110,1368,6,100,1498,69,1328,6,95,85,41,39,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,5,0,0
95EE03W1,1999,335,1531,11,122,533,70,408,3,52,1484,269,1138,7,70,1336,178,1086,6,66,99,53,43,1,2,36,35,0,0,1,0,0,0,0,0,13,3,9,0,1,10,3,5,1,1
