GeographyCode,DC4103NI0001,DC4103NI0002,DC4103NI0003,DC4103NI0004,DC4103NI0005,DC4103NI0006,DC4103NI0007,DC4103NI0008,DC4103NI0009,DC4103NI0010,DC4103NI0011,DC4103NI0012,DC4103NI0013,DC4103NI0014,DC4103NI0015,DC4103NI0016,DC4103NI0017,DC4103NI0018,DC4103NI0019,DC4103NI0020,DC4103NI0021,DC4103NI0022,DC4103NI0023,DC4103NI0024,DC4103NI0025,DC4103NI0026,DC4103NI0027,DC4103NI0028,DC4103NI0029,DC4103NI0030,DC4103NI0031,DC4103NI0032,DC4103NI0033,DC4103NI0034,DC4103NI0035,DC4103NI0036,DC4103NI0037,DC4103NI0038,DC4103NI0039,DC4103NI0040,DC4103NI0041,DC4103NI0042,DC4103NI0043,DC4103NI0044,DC4103NI0045,DC4103NI0046,DC4103NI0047,DC4103NI0048,DC4103NI0049,DC4103NI0050,DC4103NI0051,DC4103NI0052,DC4103NI0053,DC4103NI0054,DC4103NI0055,DC4103NI0056,DC4103NI0057,DC4103NI0058,DC4103NI0059,DC4103NI0060,DC4103NI0061,DC4103NI0062,DC4103NI0063,DC4103NI0064,DC4103NI0065,DC4103NI0066,DC4103NI0067,DC4103NI0068,DC4103NI0069,DC4103NI0070,DC4103NI0071,DC4103NI0072,DC4103NI0073,DC4103NI0074,DC4103NI0075,DC4103NI0076,DC4103NI0077,DC4103NI0078,DC4103NI0079,DC4103NI0080,DC4103NI0081,DC4103NI0082,DC4103NI0083,DC4103NI0084,DC4103NI0085,DC4103NI0086,DC4103NI0087,DC4103NI0088,DC4103NI0089,DC4103NI0090,DC4103NI0091,DC4103NI0092,DC4103NI0093,DC4103NI0094,DC4103NI0095,DC4103NI0096
95BB07S2,496,42,207,182,48,17,88,20,65,3,0,0,47,13,34,0,0,0,41,7,31,3,0,0,395,22,136,175,46,16,59,3,39,17,0,0,95,1,32,56,5,1,122,3,22,69,22,6,61,2,11,22,18,8,30,8,19,2,1,0,28,5,13,9,0,1,13,0,6,4,2,1,6,0,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,6,0,2,3,1,0
95BB08S1,589,174,280,109,20,6,199,101,97,1,0,0,105,67,37,1,0,0,94,34,60,0,0,0,364,67,172,101,18,6,46,11,31,3,1,0,79,8,39,29,3,0,101,11,42,40,6,2,48,3,17,17,7,4,47,18,26,2,1,0,43,16,17,10,0,0,26,6,11,7,2,0,9,1,2,4,2,0,0,0,0,0,0,0,6,3,3,0,0,0,11,2,6,3,0,0
95BB08S2,479,22,195,204,47,11,80,16,60,4,0,0,25,10,14,1,0,0,55,6,46,3,0,0,372,3,127,190,42,10,32,0,24,7,0,1,102,1,45,51,3,2,141,1,25,100,15,0,64,0,9,26,23,6,23,1,18,3,1,0,10,0,6,3,0,1,27,3,8,10,5,1,13,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,4,6,2,0
95BB09S1,561,49,234,211,53,14,141,32,101,7,1,0,74,25,48,0,1,0,67,7,53,7,0,0,388,15,124,188,48,13,71,0,36,32,3,0,123,0,40,71,8,4,102,2,19,59,18,4,41,1,4,14,17,5,27,7,15,3,2,0,24,5,10,9,0,0,32,2,9,16,4,1,9,0,3,3,2,1,0,0,0,0,0,0,2,0,2,0,0,0,21,2,4,13,2,0
95BB09S2,692,63,302,245,54,28,199,46,145,5,3,0,67,24,42,0,1,0,132,22,103,5,2,0,473,16,148,234,48,27,47,2,34,11,0,0,143,2,53,82,4,2,147,4,25,94,17,7,77,1,7,26,25,18,28,3,18,6,1,0,31,4,11,15,1,0,20,1,9,6,3,1,9,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,4,1,0
95BB10S1,874,255,391,188,30,10,401,200,183,15,2,1,183,120,61,2,0,0,218,80,122,13,2,1,441,52,192,164,25,8,86,11,51,23,1,0,127,11,52,60,3,1,92,6,35,45,5,1,53,2,10,20,15,6,57,18,34,4,1,0,26,4,10,12,0,0,32,3,16,9,3,1,10,1,4,4,1,0,0,0,0,0,0,0,2,0,2,0,0,0,20,2,10,5,2,1
95BB10S2,635,34,176,308,85,32,114,20,78,12,2,2,64,16,39,7,2,0,50,4,39,5,0,2,490,12,91,283,78,26,95,3,33,55,3,1,147,3,22,104,14,4,151,1,14,92,36,8,56,1,5,21,18,11,25,3,12,6,3,1,16,1,5,5,4,1,31,2,7,13,5,4,12,0,1,5,4,2,0,0,0,0,0,0,5,1,2,2,0,0,14,1,4,6,1,2
95BB11S1,621,181,289,115,29,7,206,104,97,4,1,0,80,51,28,1,0,0,126,53,69,3,1,0,397,72,185,105,28,7,56,9,41,6,0,0,73,8,40,21,4,0,111,6,42,47,14,2,48,4,8,23,9,4,75,34,37,3,0,1,34,11,17,5,1,0,18,5,7,6,0,0,7,1,2,4,0,0,0,0,0,0,0,0,4,1,2,1,0,0,7,3,3,1,0,0
95BB11S2,717,136,346,190,35,10,271,101,161,9,0,0,155,73,82,0,0,0,116,28,79,9,0,0,425,33,175,176,31,10,88,8,60,20,0,0,105,7,46,49,3,0,103,2,19,64,13,5,54,0,15,22,13,4,36,6,24,5,0,1,39,10,11,16,2,0,21,2,10,5,4,0,6,1,2,3,0,0,0,0,0,0,0,0,5,1,3,1,0,0,10,0,5,1,4,0
95BB12S1,626,258,261,91,13,3,200,117,76,5,1,1,73,48,23,1,1,0,127,69,53,4,0,1,395,128,172,82,11,2,44,15,26,3,0,0,85,20,40,24,1,0,92,16,40,34,2,0,38,4,15,12,6,1,90,50,36,3,0,1,46,23,15,6,2,0,31,13,13,4,1,0,15,6,8,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,14,5,5,4,0,0
95BB12S2,504,53,175,206,52,18,91,24,60,6,1,0,52,10,38,3,1,0,39,14,22,3,0,0,384,23,107,190,47,17,63,0,30,30,2,1,77,3,16,53,4,1,134,5,27,80,16,6,58,3,7,18,21,9,37,9,23,4,1,0,15,3,4,5,3,0,29,6,8,10,4,1,14,4,2,5,2,1,0,0,0,0,0,0,4,1,2,1,0,0,11,1,4,4,2,0
95BB13S1,508,76,184,195,39,14,88,35,48,5,0,0,21,7,14,0,0,0,67,28,34,5,0,0,405,38,128,186,39,14,33,4,10,19,0,0,84,0,34,44,5,1,158,5,33,93,21,6,43,0,6,19,11,7,72,26,40,5,1,0,15,3,5,6,1,0,15,3,8,4,0,0,6,0,4,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,7,2,3,2,0,0
95BB13S2,603,147,282,136,31,7,142,80,59,3,0,0,58,43,15,0,0,0,84,37,44,3,0,0,430,60,206,129,29,6,76,6,61,8,1,0,95,14,47,32,0,2,104,6,32,50,14,2,68,3,24,27,13,1,59,25,26,6,1,1,28,6,16,6,0,0,31,7,17,4,2,1,16,4,9,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,14,2,8,2,2,0
95BB13S3,576,32,232,255,47,10,93,12,74,4,3,0,31,9,20,2,0,0,62,3,54,2,3,0,463,19,153,240,42,9,30,2,18,10,0,0,135,4,57,68,5,1,186,1,37,126,20,2,50,0,7,21,16,6,45,10,28,7,0,0,17,2,6,8,1,0,20,1,5,11,2,1,9,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,7,1,0
95BB14S1,551,21,147,240,92,51,97,14,72,9,1,1,50,12,31,5,1,1,47,2,41,4,0,0,419,6,67,222,83,41,62,1,25,32,3,1,115,3,16,77,12,7,140,0,11,88,30,11,69,0,3,17,29,20,16,1,9,3,2,1,17,1,3,5,7,1,35,1,8,9,8,9,17,0,2,5,6,4,0,0,0,0,0,0,3,0,3,0,0,0,15,1,3,4,2,5
95BB14S2,621,38,214,254,82,33,162,28,119,10,4,1,81,17,60,2,1,1,81,11,59,8,3,0,437,7,89,235,76,30,65,1,24,33,5,2,102,1,19,67,10,5,154,1,16,102,25,10,63,2,4,16,30,11,32,2,21,7,2,0,21,0,5,10,4,2,22,3,6,9,2,2,7,0,3,3,0,1,0,0,0,0,0,0,2,0,1,1,0,0,13,3,2,5,2,1
95BB15S1,706,48,260,286,70,42,134,32,88,11,3,0,69,22,40,6,1,0,65,10,48,5,2,0,519,14,157,249,59,40,54,1,34,16,2,1,129,2,41,73,10,3,213,3,39,132,27,12,59,1,6,14,16,22,35,5,20,9,0,1,29,2,17,5,4,1,53,2,15,26,8,2,20,0,3,11,4,2,0,0,0,0,0,0,8,2,4,1,1,0,25,0,8,14,3,0
95BB15S2,581,122,244,160,41,14,167,68,92,7,0,0,59,29,30,0,0,0,108,39,62,7,0,0,391,49,145,145,38,14,35,5,24,6,0,0,68,5,28,32,3,0,136,10,34,72,16,4,52,0,10,19,15,8,62,21,29,9,2,1,38,8,20,7,2,1,23,5,7,8,3,0,7,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,3,6,3,3,0
95BB16S1,562,35,148,236,100,43,98,23,60,11,3,1,54,20,29,4,0,1,44,3,31,7,3,0,428,11,80,211,93,33,67,2,27,33,5,0,103,0,23,66,13,1,145,2,9,83,36,15,79,3,6,18,35,17,14,3,8,3,0,0,20,1,7,8,4,0,36,1,8,14,4,9,14,0,2,6,1,5,0,0,0,0,0,0,2,0,2,0,0,0,20,1,4,8,3,4
95BB16S2,614,26,189,282,80,37,127,17,98,10,0,2,57,13,41,3,0,0,70,4,57,7,0,2,457,7,86,262,72,30,70,1,26,41,2,0,120,0,19,78,18,5,172,3,15,117,28,9,56,0,6,13,22,15,19,2,11,4,2,0,20,1,9,9,0,1,30,2,5,10,8,5,9,0,0,4,2,3,0,0,0,0,0,0,5,1,3,1,0,0,16,1,2,5,6,2
95BB17S1,727,99,361,224,33,10,188,53,126,6,1,2,56,29,26,0,0,1,132,24,100,6,1,1,506,44,221,205,28,8,27,2,22,3,0,0,144,5,69,65,4,1,189,7,57,112,12,1,40,0,8,16,10,6,81,21,55,5,0,0,25,9,10,4,2,0,33,2,14,13,4,0,18,1,6,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,14,1,7,4,2,0
95BB17S2,672,101,276,206,61,28,147,48,92,7,0,0,59,17,41,1,0,0,88,31,51,6,0,0,484,46,176,180,59,23,52,2,31,16,2,1,107,5,35,59,6,2,155,12,46,69,24,4,60,2,6,15,22,15,71,17,47,4,3,0,39,8,11,17,2,1,41,7,8,19,2,5,19,4,6,6,1,2,0,0,0,0,0,0,1,1,0,0,0,0,21,2,2,13,1,3
95BB18S1,726,148,349,187,28,14,216,99,111,6,0,0,82,45,35,2,0,0,134,54,76,4,0,0,469,40,223,169,24,13,63,6,48,7,1,1,129,8,42,75,3,1,136,4,51,61,15,5,40,0,14,16,4,6,70,16,50,4,0,0,31,6,18,6,1,0,41,9,15,12,4,1,15,2,5,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,25,6,10,5,3,1
95BB18S2,912,45,334,403,101,29,156,26,118,11,0,1,64,18,44,2,0,0,92,8,74,9,0,1,701,15,197,372,91,26,78,4,48,23,3,0,172,5,55,92,19,1,292,3,35,214,29,11,94,0,14,31,36,13,43,2,35,4,2,0,22,1,10,8,2,1,55,4,19,20,10,2,25,0,5,11,8,1,0,0,0,0,0,0,7,2,4,1,0,0,23,2,10,8,2,1
95BB19S1,641,112,290,189,41,9,161,62,95,4,0,0,73,43,28,2,0,0,88,19,67,2,0,0,453,49,184,175,38,7,45,9,26,10,0,0,123,5,63,53,1,1,138,6,46,67,17,2,64,3,9,30,19,3,50,19,29,1,1,0,33,7,11,14,0,1,27,1,11,10,3,2,12,1,5,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,14,0,5,6,2,1
