GeographyCode,DC4103NI0001,DC4103NI0002,DC4103NI0003,DC4103NI0004,DC4103NI0005,DC4103NI0006,DC4103NI0007,DC4103NI0008,DC4103NI0009,DC4103NI0010,DC4103NI0011,DC4103NI0012,DC4103NI0013,DC4103NI0014,DC4103NI0015,DC4103NI0016,DC4103NI0017,DC4103NI0018,DC4103NI0019,DC4103NI0020,DC4103NI0021,DC4103NI0022,DC4103NI0023,DC4103NI0024,DC4103NI0025,DC4103NI0026,DC4103NI0027,DC4103NI0028,DC4103NI0029,DC4103NI0030,DC4103NI0031,DC4103NI0032,DC4103NI0033,DC4103NI0034,DC4103NI0035,DC4103NI0036,DC4103NI0037,DC4103NI0038,DC4103NI0039,DC4103NI0040,DC4103NI0041,DC4103NI0042,DC4103NI0043,DC4103NI0044,DC4103NI0045,DC4103NI0046,DC4103NI0047,DC4103NI0048,DC4103NI0049,DC4103NI0050,DC4103NI0051,DC4103NI0052,DC4103NI0053,DC4103NI0054,DC4103NI0055,DC4103NI0056,DC4103NI0057,DC4103NI0058,DC4103NI0059,DC4103NI0060,DC4103NI0061,DC4103NI0062,DC4103NI0063,DC4103NI0064,DC4103NI0065,DC4103NI0066,DC4103NI0067,DC4103NI0068,DC4103NI0069,DC4103NI0070,DC4103NI0071,DC4103NI0072,DC4103NI0073,DC4103NI0074,DC4103NI0075,DC4103NI0076,DC4103NI0077,DC4103NI0078,DC4103NI0079,DC4103NI0080,DC4103NI0081,DC4103NI0082,DC4103NI0083,DC4103NI0084,DC4103NI0085,DC4103NI0086,DC4103NI0087,DC4103NI0088,DC4103NI0089,DC4103NI0090,DC4103NI0091,DC4103NI0092,DC4103NI0093,DC4103NI0094,DC4103NI0095,DC4103NI0096
95SS16S2,656,316,254,67,15,4,185,137,48,0,0,0,59,45,14,0,0,0,126,92,34,0,0,0,407,146,185,60,12,4,20,7,11,2,0,0,56,17,31,8,0,0,83,8,42,30,2,1,71,8,36,15,9,3,118,74,41,2,1,0,59,32,24,3,0,0,64,33,21,7,3,0,36,20,11,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,26,11,10,4,1,0
95SS17S1,1104,157,548,347,42,10,299,89,201,7,1,1,84,39,43,1,1,0,215,50,158,6,0,1,739,57,318,320,37,7,66,5,46,13,2,0,201,7,79,109,4,2,262,9,89,149,15,0,76,0,21,36,16,3,89,26,58,4,0,1,45,10,25,9,0,1,66,11,29,20,4,2,26,6,8,9,1,2,0,0,0,0,0,0,4,2,1,1,0,0,36,3,20,10,3,0
95SS17S2,645,141,345,134,18,7,196,82,110,3,1,0,77,46,31,0,0,0,119,36,79,3,1,0,413,56,218,117,16,6,31,3,23,5,0,0,101,8,60,31,2,0,124,6,63,46,5,4,47,0,16,23,6,2,65,24,37,4,0,0,45,15,19,8,3,0,36,3,17,14,1,1,16,2,5,7,1,1,0,0,0,0,0,0,2,0,2,0,0,0,18,1,10,7,0,0
95SS18S1,613,202,311,83,13,4,211,102,105,3,0,1,77,43,33,1,0,0,134,59,72,2,0,1,370,93,188,76,10,3,43,9,30,4,0,0,68,15,36,17,0,0,102,11,53,32,5,1,35,3,13,14,3,2,88,46,38,3,1,0,34,9,18,6,1,0,32,7,18,4,3,0,13,5,4,2,2,0,0,0,0,0,0,0,3,0,2,1,0,0,16,2,12,1,1,0
95SS18S2,729,285,307,115,17,5,306,187,115,3,1,0,170,123,47,0,0,0,136,64,68,3,1,0,380,84,176,102,15,3,54,18,30,6,0,0,78,9,39,30,0,0,109,11,47,41,9,1,42,5,14,15,6,2,61,28,30,3,0,0,36,13,16,7,0,0,43,14,16,10,1,2,14,4,3,6,0,1,0,0,0,0,0,0,6,3,3,0,0,0,23,7,10,4,1,1
95SS19S1,619,133,308,150,24,4,231,86,141,4,0,0,76,45,31,0,0,0,155,41,110,4,0,0,352,40,148,137,24,3,37,7,23,6,1,0,109,9,51,44,2,3,97,5,32,49,11,0,39,0,15,18,6,0,40,11,20,7,2,0,30,8,7,13,2,0,36,7,19,9,0,1,11,1,5,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,24,5,14,5,0,0
95SS19S2,617,186,295,113,16,7,205,88,112,4,0,1,77,41,35,1,0,0,128,47,77,3,0,1,381,89,168,103,15,6,47,14,30,3,0,0,64,5,29,27,3,0,109,9,44,49,5,2,37,4,13,10,6,4,82,39,39,4,0,0,42,18,13,10,1,0,31,9,15,6,1,0,14,5,7,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,15,4,7,4,0,0
95SS20W1,1096,138,559,319,68,12,284,101,173,7,2,1,176,74,99,3,0,0,108,27,74,4,2,1,768,29,372,294,62,11,169,7,127,33,2,0,181,2,94,78,6,1,179,5,60,98,13,3,131,2,29,59,34,7,44,3,32,6,3,0,64,10,30,20,4,0,44,8,14,18,4,0,15,1,4,9,1,0,0,0,0,0,0,0,10,5,4,1,0,0,19,2,6,8,3,0
95SS21S1,828,29,290,384,90,35,142,18,110,11,1,2,47,11,35,1,0,0,95,7,75,10,1,2,646,9,171,352,83,31,48,2,34,11,0,1,165,1,49,102,12,1,315,3,46,214,38,14,62,0,6,13,28,15,31,2,23,5,1,0,25,1,13,7,4,0,40,2,9,21,6,2,15,0,5,5,4,1,0,0,0,0,0,0,1,0,1,0,0,0,24,2,3,16,2,1
95SS21S2,828,39,236,387,114,52,111,19,82,7,3,0,42,10,30,2,0,0,69,9,52,5,3,0,669,16,143,362,103,45,84,3,36,38,4,3,167,1,35,104,23,4,262,4,30,167,41,20,86,1,6,32,30,17,25,3,18,2,1,1,45,4,18,19,4,0,48,4,11,18,8,7,17,1,3,8,2,3,1,1,0,0,0,0,4,1,3,0,0,0,26,1,5,10,6,4
95SS22S1,600,86,320,162,26,6,104,48,51,3,2,0,56,37,18,0,1,0,48,11,33,3,1,0,470,34,260,149,21,6,55,4,40,9,2,0,103,6,63,32,2,0,212,12,107,82,8,3,37,1,14,11,8,3,34,7,23,3,1,0,29,4,13,12,0,0,26,4,9,10,3,0,12,3,3,3,3,0,0,0,0,0,0,0,2,1,0,1,0,0,12,0,6,6,0,0
95SS22S2,654,56,303,237,43,15,151,34,114,2,0,1,91,25,65,1,0,0,60,9,49,1,0,1,481,16,184,229,40,12,84,6,52,25,1,0,132,2,51,73,4,2,149,2,38,93,10,6,64,1,9,28,22,4,32,2,26,4,0,0,20,3,8,6,3,0,22,6,5,6,3,2,11,2,2,3,2,2,1,0,1,0,0,0,1,1,0,0,0,0,9,3,2,3,1,0
95SS23S1,894,58,347,381,82,26,238,37,181,17,1,2,84,20,59,5,0,0,154,17,122,12,1,2,619,16,162,344,75,22,102,5,51,43,2,1,183,5,44,121,11,2,210,2,28,144,30,6,65,1,5,19,27,13,31,0,24,6,1,0,28,3,10,11,4,0,37,5,4,20,6,2,19,2,2,10,3,2,0,0,0,0,0,0,1,0,0,1,0,0,17,3,2,9,3,0
95SS23S2,638,65,239,245,63,26,156,43,107,5,0,1,57,19,37,1,0,0,99,24,70,4,0,1,447,21,125,223,54,24,37,3,18,15,1,0,108,2,33,65,6,2,170,0,29,112,21,8,66,2,9,20,22,13,45,13,26,4,2,0,21,1,10,7,2,1,35,1,7,17,9,1,12,1,2,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,22,0,4,13,4,1
95SS24S1,1025,72,371,444,98,40,221,43,169,6,3,0,82,33,48,1,0,0,139,10,121,5,3,0,759,23,196,417,86,37,66,4,43,17,2,0,185,3,41,129,11,1,332,3,55,227,30,17,90,0,8,23,40,19,54,7,40,6,1,0,32,6,9,15,2,0,45,6,6,21,9,3,15,1,0,8,4,2,0,0,0,0,0,0,3,1,0,2,0,0,27,4,6,11,5,1
95SS24S2,889,85,375,340,68,21,210,61,137,11,1,0,69,31,37,1,0,0,141,30,100,10,1,0,646,21,230,317,62,16,85,5,63,17,0,0,137,1,50,77,7,2,261,5,56,173,23,4,82,0,15,30,29,8,40,7,26,6,1,0,41,3,20,14,2,2,33,3,8,12,5,5,13,1,2,5,2,3,0,0,0,0,0,0,3,0,3,0,0,0,17,2,3,7,3,2
95SS25W1,1117,500,487,120,5,5,374,226,144,3,0,1,143,99,43,1,0,0,231,127,101,2,0,1,679,244,325,103,3,4,50,16,29,5,0,0,92,23,52,17,0,0,167,30,89,45,2,1,55,9,26,18,0,2,243,132,100,9,1,1,72,34,29,9,0,0,64,30,18,14,2,0,25,13,6,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,38,16,12,9,1,0
95SS26S1,708,319,327,47,10,5,141,88,52,1,0,0,33,23,10,0,0,0,108,65,42,1,0,0,500,200,246,43,7,4,9,3,6,0,0,0,63,16,43,4,0,0,86,15,49,15,4,3,65,11,34,18,1,1,219,131,85,1,2,0,58,24,29,5,0,0,67,31,29,3,3,1,41,18,16,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,25,13,12,0,0,0
95SS26S2,606,111,292,162,38,3,83,19,59,4,1,0,28,8,19,1,0,0,55,11,40,3,1,0,472,84,212,142,32,2,31,1,19,11,0,0,72,2,43,27,0,0,130,5,56,59,9,1,69,3,18,29,18,1,133,66,63,3,1,0,37,7,13,13,4,0,51,8,21,16,5,1,33,4,12,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,9,5,0,0
95SS27W1,1194,388,591,183,22,10,509,257,239,11,1,1,218,142,75,1,0,0,291,115,164,10,1,1,613,107,323,154,20,9,88,19,62,7,0,0,147,13,80,51,3,0,173,15,87,63,5,3,70,5,21,27,11,6,85,40,42,3,0,0,50,15,31,3,1,0,72,24,29,18,1,0,21,4,12,5,0,0,0,0,0,0,0,0,9,6,3,0,0,0,42,14,14,13,1,0
95SS28W1,1071,405,471,156,33,6,341,213,122,4,1,1,149,115,33,0,0,1,192,98,89,4,1,0,647,164,307,140,31,5,60,18,39,3,0,0,111,14,67,27,2,1,197,26,86,66,16,3,83,12,30,29,11,1,121,63,53,3,2,0,75,31,32,12,0,0,83,28,42,12,1,0,32,11,13,7,1,0,0,0,0,0,0,0,7,3,4,0,0,0,44,14,25,5,0,0
95SS29S1,459,219,179,52,8,1,105,66,38,1,0,0,26,20,6,0,0,0,79,46,32,1,0,0,295,125,117,45,7,1,20,6,14,0,0,0,28,5,18,5,0,0,60,13,28,17,1,1,31,6,10,11,4,0,121,80,38,3,0,0,35,15,9,9,2,0,59,28,24,6,1,0,28,13,13,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,29,13,11,4,1,0
95SS29S2,572,287,242,38,3,2,172,122,49,0,0,1,58,46,12,0,0,0,114,76,37,0,0,1,330,132,162,33,2,1,30,10,20,0,0,0,38,12,20,6,0,0,61,16,32,13,0,0,28,6,15,5,1,1,124,62,58,4,0,0,49,26,17,5,1,0,70,33,31,5,1,0,31,14,15,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,36,17,15,4,0,0
95SS30S1,266,38,127,80,15,6,74,26,44,3,0,1,44,19,24,1,0,0,30,7,20,2,0,1,180,11,78,74,13,4,34,2,21,11,0,0,45,1,17,25,2,0,53,1,21,23,7,1,24,3,5,10,3,3,12,2,9,1,0,0,12,2,5,4,1,0,12,1,5,3,2,1,6,1,1,1,2,1,0,0,0,0,0,0,3,0,3,0,0,0,3,0,1,2,0,0
95SS30S2,859,55,406,319,68,11,179,39,132,7,1,0,101,24,73,4,0,0,78,15,59,3,1,0,650,14,266,297,62,11,132,6,81,39,5,1,149,1,51,82,14,1,241,4,78,132,24,3,72,2,21,26,17,6,29,1,22,4,2,0,27,0,13,14,0,0,30,2,8,15,5,0,15,1,5,5,4,0,0,0,0,0,0,0,5,1,1,3,0,0,10,0,2,7,1,0
95TT01W1,838,61,269,313,132,63,157,43,106,7,1,0,84,27,54,3,0,0,73,16,52,4,1,0,605,15,143,286,107,54,48,1,32,12,2,1,75,4,16,50,3,2,292,2,45,176,47,22,113,0,15,28,47,23,28,6,17,2,1,2,49,2,18,18,7,4,76,3,20,20,24,9,38,1,5,11,18,3,0,0,0,0,0,0,8,1,7,0,0,0,30,1,8,9,6,6
95TT02W1,857,123,310,264,110,50,153,69,74,8,2,0,73,42,29,1,1,0,80,27,45,7,1,0,624,47,208,240,87,42,46,3,33,9,1,0,79,6,24,39,10,0,288,6,80,148,41,13,103,2,16,26,33,26,63,23,32,5,1,2,45,7,23,13,1,1,80,7,28,16,21,8,32,2,9,7,10,4,0,0,0,0,0,0,8,1,5,0,2,0,40,4,14,9,9,4
95TT03S1,601,111,251,194,31,14,132,57,70,5,0,0,58,34,22,2,0,0,74,23,48,3,0,0,426,49,164,175,28,10,37,6,26,5,0,0,100,6,36,56,2,0,151,8,44,83,14,2,45,2,9,18,9,7,59,16,34,7,2,0,34,11,15,6,1,1,43,5,17,14,3,4,9,2,2,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,33,3,14,10,2,4
95TT03S2,574,44,241,209,51,29,133,30,90,11,1,1,52,13,36,2,0,1,81,17,54,9,1,0,402,11,137,187,44,23,23,3,16,4,0,0,77,0,24,48,5,0,180,2,55,100,16,7,66,1,7,24,19,15,28,4,21,2,1,0,28,1,14,9,3,1,39,3,14,11,6,5,21,0,4,8,4,5,0,0,0,0,0,0,3,1,2,0,0,0,15,2,8,3,2,0
95TT04W1,1018,140,411,324,83,60,256,86,155,11,3,1,101,48,52,0,1,0,155,38,103,11,2,1,705,48,236,291,74,56,39,4,22,12,1,0,127,10,49,60,4,4,313,8,79,173,25,28,105,1,13,33,38,20,61,13,38,6,3,1,60,12,35,7,3,3,57,6,20,22,6,3,24,3,2,12,6,1,0,0,0,0,0,0,10,2,7,1,0,0,23,1,11,9,0,2
95TT05S1,611,72,239,221,53,26,126,44,77,5,0,0,42,16,26,0,0,0,84,28,51,5,0,0,435,20,146,199,47,23,40,0,25,15,0,0,84,3,32,46,2,1,194,7,50,101,24,12,45,1,3,17,15,9,47,9,26,9,2,1,25,0,10,11,4,0,50,8,16,17,6,3,22,2,6,10,2,2,0,0,0,0,0,0,4,1,2,0,1,0,24,5,8,7,3,1
95TT05S2,518,200,225,77,14,2,176,115,60,0,0,1,72,47,24,0,0,1,104,68,36,0,0,0,304,70,153,67,13,1,15,3,12,0,0,0,54,11,30,12,1,0,102,15,47,32,8,0,36,2,17,12,4,1,58,25,30,3,0,0,39,14,17,8,0,0,38,15,12,10,1,0,12,3,5,4,0,0,0,0,0,0,0,0,4,3,1,0,0,0,22,9,6,6,1,0
95TT06W1,886,110,285,340,93,58,185,73,96,13,1,2,98,48,46,3,1,0,87,25,50,10,0,2,641,31,171,308,84,47,48,2,29,15,2,0,96,3,30,59,3,1,274,5,49,168,43,9,129,6,18,41,30,34,44,8,27,5,2,2,50,7,18,20,4,1,60,6,18,19,8,9,27,1,6,11,4,5,0,0,0,0,0,0,3,1,1,1,0,0,30,4,11,7,4,4
95TT07W1,874,72,288,335,119,60,152,52,88,8,4,0,82,37,42,1,2,0,70,15,46,7,2,0,665,17,178,315,104,51,56,5,37,12,2,0,109,3,39,48,16,3,289,3,49,174,46,17,135,1,17,55,34,28,26,2,18,6,0,0,50,3,18,20,6,3,57,3,22,12,11,9,24,0,6,5,7,6,0,0,0,0,0,0,5,1,3,1,0,0,28,2,13,6,4,3
95TT08W1,851,73,260,316,113,89,138,46,84,5,1,2,71,33,35,2,1,0,67,13,49,3,0,2,658,21,164,287,104,82,48,2,24,19,1,2,95,0,31,55,9,0,304,9,50,162,49,34,136,3,17,36,38,42,29,2,23,3,0,1,46,5,19,12,7,3,55,6,12,24,8,5,25,1,3,13,5,3,0,0,0,0,0,0,8,3,2,3,0,0,22,2,7,8,3,2
95TT09S1,439,35,133,184,41,46,71,21,41,9,0,0,41,18,22,1,0,0,30,3,19,8,0,0,333,11,85,164,35,38,31,1,19,11,0,0,38,2,8,27,0,1,151,1,33,82,17,18,67,1,7,25,17,17,10,3,6,1,0,0,36,3,12,18,1,2,35,3,7,11,6,8,15,0,2,6,2,5,0,0,0,0,0,0,4,2,2,0,0,0,16,1,3,5,4,3
95TT09S2,435,35,134,163,57,46,70,25,40,4,1,0,39,17,20,1,1,0,31,8,20,3,0,0,328,8,88,145,44,43,21,2,14,5,0,0,40,1,12,24,3,0,153,1,33,88,16,15,77,1,8,21,22,25,11,0,9,1,1,0,26,3,12,6,2,3,37,2,6,14,12,3,18,0,5,5,6,2,0,0,0,0,0,0,1,0,0,1,0,0,18,2,1,8,6,1
95TT10W1,1056,271,439,273,50,23,235,142,84,8,1,0,103,69,34,0,0,0,132,73,50,8,1,0,715,105,311,236,42,21,50,8,35,7,0,0,137,11,70,52,3,1,241,16,97,107,14,7,108,6,26,43,21,12,124,50,60,12,2,0,55,14,23,15,2,1,106,24,44,29,7,2,41,9,19,10,2,1,0,0,0,0,0,0,3,2,1,0,0,0,62,13,24,19,5,1
95TT11S1,488,35,154,199,60,40,70,19,41,8,2,0,39,12,26,1,0,0,31,7,15,7,2,0,367,10,98,176,52,31,28,1,17,10,0,0,59,1,16,39,3,0,172,1,35,93,25,18,67,2,10,21,21,13,23,4,13,4,2,0,18,1,7,9,1,0,51,6,15,15,6,9,15,1,0,7,1,6,0,0,0,0,0,0,5,2,2,1,0,0,31,3,13,7,5,3
95TT11S2,457,40,145,170,58,44,74,28,41,5,0,0,39,19,18,2,0,0,35,9,23,3,0,0,351,8,100,154,53,36,27,1,17,9,0,0,46,0,21,25,0,0,175,2,37,93,28,15,69,1,6,19,22,21,14,1,13,0,0,0,20,3,6,8,3,0,32,4,4,11,5,8,17,2,1,6,3,5,0,0,0,0,0,0,4,1,2,1,0,0,11,1,1,4,2,3
95TT12W1,898,87,333,335,96,47,198,63,117,11,5,2,91,35,50,5,0,1,107,28,67,6,5,1,650,17,208,302,81,42,69,7,40,19,3,0,97,1,39,52,4,1,294,0,65,181,31,17,103,2,17,34,31,19,39,4,25,6,3,1,48,3,22,10,9,4,50,7,8,22,10,3,24,0,3,13,5,3,0,0,0,0,0,0,6,3,0,3,0,0,20,4,5,6,5,0
95TT13S1,552,88,221,183,43,17,123,46,69,7,0,1,36,21,12,3,0,0,87,25,57,4,0,1,391,35,139,167,35,15,26,1,21,4,0,0,77,3,27,44,3,0,148,7,44,81,10,6,61,0,13,23,17,8,52,17,25,6,3,1,27,7,9,9,2,0,38,7,13,9,8,1,15,3,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,23,4,11,5,3,0
95TT13S2,555,174,254,99,22,6,168,98,67,2,0,1,74,48,26,0,0,0,94,50,41,2,0,1,322,50,167,87,15,3,19,1,15,3,0,0,56,4,32,19,1,0,106,8,51,38,6,3,29,0,8,14,7,0,68,24,40,4,0,0,44,13,21,9,1,0,65,26,20,10,7,2,27,6,8,5,6,2,0,0,0,0,0,0,6,3,2,1,0,0,32,17,10,4,1,0
95TT14W1,830,166,338,237,67,22,210,100,106,3,1,0,85,53,32,0,0,0,125,47,74,3,1,0,550,57,208,208,58,19,65,5,45,15,0,0,100,6,40,50,3,1,184,9,56,91,22,6,82,4,15,29,24,10,63,24,34,2,3,0,56,9,18,21,6,2,70,9,24,26,8,3,29,1,9,12,5,2,0,0,0,0,0,0,2,1,1,0,0,0,39,7,14,14,3,1
95TT15W1,833,107,296,300,78,52,178,70,100,7,0,1,87,41,45,1,0,0,91,29,55,6,0,1,585,31,174,270,65,45,60,4,43,13,0,0,88,1,29,49,7,2,267,3,51,159,32,22,90,4,15,33,19,19,41,10,24,6,0,1,39,9,12,10,7,1,70,6,22,23,13,6,29,1,6,10,8,4,1,1,0,0,0,0,8,2,4,2,0,0,32,2,12,11,5,2
95TT16W1,866,108,285,319,87,67,169,61,96,11,0,1,78,39,35,3,0,1,91,22,61,8,0,0,637,40,173,287,78,59,59,10,31,18,0,0,90,4,29,51,5,1,286,5,57,159,40,25,105,3,14,30,28,30,48,12,25,8,1,2,49,6,17,21,4,1,60,7,16,21,9,7,28,2,4,11,6,5,0,0,0,0,0,0,5,1,3,1,0,0,27,4,9,9,3,2
95UU06W1,569,98,263,156,32,20,159,51,100,8,0,0,66,29,36,1,0,0,93,22,64,7,0,0,379,44,152,136,27,20,60,3,38,18,0,1,66,6,26,30,2,2,122,4,39,57,14,8,53,2,11,22,10,8,49,19,25,4,0,1,29,10,13,5,1,0,31,3,11,12,5,0,9,1,2,4,2,0,0,0,0,0,0,0,6,0,2,4,0,0,16,2,7,4,3,0
95UU09W1,594,71,259,194,43,27,141,41,91,9,0,0,54,19,34,1,0,0,87,22,57,8,0,0,413,26,158,168,38,23,30,2,24,3,1,0,79,7,36,34,2,0,161,1,46,89,16,9,66,2,6,30,17,11,46,8,33,2,1,2,31,6,13,10,1,1,40,4,10,17,5,4,19,1,3,11,2,2,1,0,0,1,0,0,3,1,0,2,0,0,17,2,7,3,3,2
95UU14W1,718,175,358,149,26,10,232,102,127,1,1,1,75,39,34,1,0,1,157,63,93,0,1,0,443,67,208,138,21,9,48,5,37,6,0,0,77,6,45,25,1,0,138,5,49,73,7,4,38,3,10,14,6,5,86,35,47,4,0,0,56,13,20,16,7,0,43,6,23,10,4,0,17,1,7,5,4,0,0,0,0,0,0,0,5,1,4,0,0,0,21,4,12,5,0,0
95UU99C1,744,125,295,236,59,29,182,76,96,8,2,0,71,33,37,1,0,0,111,43,59,7,2,0,507,42,183,208,48,26,38,5,26,6,1,0,103,4,41,52,5,1,190,9,58,98,16,9,89,2,16,32,23,16,50,16,30,2,2,0,37,6,12,18,1,0,55,7,16,20,9,3,22,3,4,8,6,1,0,0,0,0,0,0,7,1,5,1,0,0,26,3,7,11,3,2
95UU99C2,789,206,362,172,41,8,269,130,127,12,0,0,118,57,59,2,0,0,151,73,68,10,0,0,492,72,224,151,39,6,86,9,60,17,0,0,99,4,47,43,5,0,114,3,35,62,13,1,58,3,17,16,17,5,91,36,51,4,0,0,44,17,14,9,4,0,28,4,11,9,2,2,10,1,4,4,0,1,0,0,0,0,0,0,3,0,1,1,1,0,15,3,6,4,1,1
95UU99C3,736,125,306,205,67,33,252,93,145,10,4,0,130,57,68,3,2,0,122,36,77,7,2,0,428,21,150,178,53,26,69,1,43,24,1,0,98,6,28,55,8,1,134,6,28,66,21,13,69,1,15,27,16,10,23,4,16,0,3,0,35,3,20,6,4,2,56,11,11,17,10,7,17,0,2,6,3,6,1,1,0,0,0,0,7,2,4,0,1,0,31,8,5,11,6,1
95UU99C4,680,75,271,239,62,33,164,49,105,9,1,0,86,35,49,1,1,0,78,14,56,8,0,0,469,19,151,214,56,29,56,2,35,19,0,0,100,2,33,55,9,1,167,4,30,103,19,11,79,0,21,18,25,15,31,7,20,3,0,1,36,4,12,16,3,1,47,7,15,16,5,4,16,1,5,7,1,2,0,0,0,0,0,0,9,2,6,1,0,0,22,4,4,8,4,2
95UU99C5,881,136,359,257,84,45,255,85,151,17,0,2,118,39,73,6,0,0,137,46,78,11,0,2,564,43,186,221,74,40,71,4,44,17,4,2,76,5,26,38,4,3,196,9,48,103,21,15,116,2,18,41,38,17,46,14,26,4,0,2,59,9,24,18,7,1,62,8,22,19,10,3,24,2,7,9,6,0,0,0,0,0,0,0,7,0,3,3,1,0,31,6,12,7,3,3
95UU99C6,897,251,359,226,44,17,296,157,127,11,1,0,134,85,45,4,0,0,162,72,82,7,1,0,525,86,206,186,36,11,44,6,27,9,1,1,90,10,40,36,4,0,190,10,64,95,18,3,71,5,18,29,12,7,81,36,37,8,0,0,49,19,20,9,1,0,76,8,26,29,7,6,26,2,10,9,4,1,0,0,0,0,0,0,7,2,3,2,0,0,43,4,13,18,3,5
95VV01S1,563,74,195,190,55,49,125,55,68,1,0,1,74,37,37,0,0,0,51,18,31,1,0,1,403,14,121,177,48,43,42,2,26,12,2,0,81,2,26,43,6,4,147,3,29,78,21,16,77,3,8,32,15,19,35,3,24,4,2,2,21,1,8,8,2,2,35,5,6,12,7,5,20,2,3,7,6,2,0,0,0,0,0,0,1,1,0,0,0,0,14,2,3,5,1,3
95VV01S2,608,130,258,162,34,24,172,83,85,4,0,0,79,43,33,3,0,0,93,40,52,1,0,0,405,41,160,150,33,21,45,5,32,8,0,0,76,3,34,36,3,0,149,10,41,73,13,12,54,4,12,19,12,7,42,14,24,3,1,0,39,5,17,11,4,2,31,6,13,8,1,3,11,1,3,4,1,2,0,0,0,0,0,0,5,2,3,0,0,0,15,3,7,4,0,1
95VV02W1,985,460,390,99,27,9,393,258,126,5,1,3,171,126,42,1,0,2,222,132,84,4,1,1,503,173,224,81,22,3,52,15,29,7,0,1,72,27,31,13,1,0,135,25,77,25,7,1,60,8,19,22,11,0,120,69,44,4,2,1,64,29,24,10,1,0,89,29,40,13,4,3,34,7,16,6,3,2,0,0,0,0,0,0,4,2,2,0,0,0,51,20,22,7,1,1
95VV03W1,996,296,442,193,51,14,289,145,130,11,3,0,137,78,56,2,1,0,152,67,74,9,2,0,620,128,279,163,37,13,57,5,46,5,0,1,93,13,47,29,4,0,206,20,78,83,18,7,77,8,27,25,12,5,114,58,51,4,1,0,73,24,30,17,2,0,87,23,33,19,11,1,36,5,9,12,9,1,0,0,0,0,0,0,7,4,2,1,0,0,44,14,22,6,2,0
95VV04W1,1052,115,381,356,123,77,214,88,113,10,3,0,110,57,50,3,0,0,104,31,63,7,3,0,765,24,245,326,101,69,80,3,46,31,0,0,135,3,49,74,6,3,337,6,77,175,48,31,121,0,21,26,42,32,53,8,34,9,0,2,39,4,18,11,5,1,73,3,23,20,19,8,37,0,10,8,13,6,0,0,0,0,0,0,10,2,6,2,0,0,26,1,7,10,6,2
95VV05S1,611,62,203,237,79,30,108,30,74,3,1,0,54,19,34,1,0,0,54,11,40,2,1,0,451,24,116,216,69,26,21,1,13,7,0,0,69,2,22,39,3,3,221,8,36,130,30,17,78,2,13,28,30,5,28,9,18,0,1,0,34,2,14,12,5,1,52,8,13,18,9,4,16,0,2,5,7,2,1,1,0,0,0,0,8,3,3,2,0,0,27,4,8,11,2,2
95VV05S2,753,33,253,352,74,41,87,15,59,11,2,0,27,6,19,2,0,0,60,9,40,9,2,0,615,16,176,317,69,37,35,0,25,8,2,0,82,1,30,41,9,1,331,5,59,213,33,21,80,0,12,33,21,14,59,9,38,10,1,1,28,1,12,12,3,0,51,2,18,24,3,4,23,0,6,11,3,3,0,0,0,0,0,0,2,0,2,0,0,0,26,2,10,13,0,1
95VV06W1,1153,144,476,382,98,53,255,82,161,8,4,0,113,53,58,1,1,0,142,29,103,7,3,0,801,54,278,337,85,47,50,6,31,12,1,0,101,2,32,62,4,1,343,10,95,184,38,16,124,2,15,45,35,27,120,26,76,17,1,0,63,8,29,17,6,3,97,8,37,37,9,6,41,3,10,19,6,3,1,0,0,1,0,0,7,1,3,3,0,0,48,4,24,14,3,3
95VV07S1,877,258,413,161,33,12,319,150,158,10,0,1,101,51,47,2,0,1,218,99,111,8,0,0,503,88,237,135,32,11,50,8,32,10,0,0,83,11,42,29,1,0,140,16,58,50,13,3,76,5,21,27,16,7,111,36,66,8,1,0,43,12,18,11,1,1,55,20,18,16,1,0,11,4,5,2,0,0,0,0,0,0,0,0,5,3,1,1,0,0,39,13,12,13,1,0
95VV07S2,780,81,320,283,67,29,153,35,114,2,1,1,52,12,40,0,0,0,101,23,74,2,1,1,593,42,190,272,61,28,48,2,29,15,1,1,93,1,34,54,3,1,270,8,59,154,33,16,70,1,12,28,21,8,74,23,42,7,2,0,38,7,14,14,1,2,34,4,16,9,5,0,19,1,12,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,14,3,3,6,2,0
