GeographyCode,DC2120NI0001,DC2120NI0002,DC2120NI0003,DC2120NI0004,DC2120NI0005,DC2120NI0006,DC2120NI0007,DC2120NI0008,DC2120NI0009,DC2120NI0010,DC2120NI0011,DC2120NI0012,DC2120NI0013,DC2120NI0014,DC2120NI0015,DC2120NI0016,DC2120NI0017,DC2120NI0018,DC2120NI0019,DC2120NI0020,DC2120NI0021,DC2120NI0022,DC2120NI0023,DC2120NI0024,DC2120NI0025,DC2120NI0026,DC2120NI0027,DC2120NI0028,DC2120NI0029,DC2120NI0030,DC2120NI0031,DC2120NI0032,DC2120NI0033,DC2120NI0034,DC2120NI0035,DC2120NI0036,DC2120NI0037,DC2120NI0038,DC2120NI0039,DC2120NI0040,DC2120NI0041,DC2120NI0042,DC2120NI0043,DC2120NI0044,DC2120NI0045,DC2120NI0046,DC2120NI0047,DC2120NI0048,DC2120NI0049,DC2120NI0050,DC2120NI0051,DC2120NI0052,DC2120NI0053,DC2120NI0054,DC2120NI0055,DC2120NI0056,DC2120NI0057,DC2120NI0058,DC2120NI0059,DC2120NI0060,DC2120NI0061,DC2120NI0062,DC2120NI0063,DC2120NI0064,DC2120NI0065,DC2120NI0066,DC2120NI0067,DC2120NI0068,DC2120NI0069,DC2120NI0070,DC2120NI0071,DC2120NI0072,DC2120NI0073,DC2120NI0074,DC2120NI0075,DC2120NI0076,DC2120NI0077,DC2120NI0078,DC2120NI0079,DC2120NI0080,DC2120NI0081,DC2120NI0082,DC2120NI0083,DC2120NI0084,DC2120NI0085,DC2120NI0086,DC2120NI0087,DC2120NI0088,DC2120NI0089,DC2120NI0090,DC2120NI0091,DC2120NI0092,DC2120NI0093,DC2120NI0094,DC2120NI0095,DC2120NI0096,DC2120NI0097,DC2120NI0098,DC2120NI0099,DC2120NI0100,DC2120NI0101,DC2120NI0102,DC2120NI0103,DC2120NI0104,DC2120NI0105,DC2120NI0106,DC2120NI0107,DC2120NI0108,DC2120NI0109,DC2120NI0110
95AA08W1,699,305,336,5,53,215,91,110,0,14,67,23,43,0,1,148,68,67,0,13,436,190,207,5,34,48,15,33,0,0,189,77,91,5,16,50,17,28,0,5,75,30,32,4,9,64,30,31,1,2,51,24,20,0,7,18,10,7,0,1,28,13,9,0,6,5,1,4,0,0,148,74,63,0,11,100,53,38,0,9,48,21,25,0,2,48,24,19,0,5,21,12,7,0,2,0,0,0,0,0,2,1,1,0,0,25,11,11,0,3
95AA09W1,943,200,657,9,77,307,61,223,2,21,87,15,67,2,3,220,46,156,0,18,581,117,407,5,52,58,13,45,0,0,279,50,199,5,25,96,13,74,1,8,112,21,77,3,11,71,16,48,1,6,68,14,41,0,13,29,5,16,0,8,31,9,18,0,4,8,0,7,0,1,176,40,122,0,14,131,29,92,0,10,45,11,30,0,4,55,22,27,2,4,23,11,11,0,1,0,0,0,0,0,3,1,2,0,0,29,10,14,2,3
95AA10W1,792,335,406,9,42,199,86,100,2,11,64,18,40,2,4,135,68,60,0,7,542,220,287,5,30,69,15,52,1,1,276,98,155,3,20,94,35,53,1,5,113,35,66,1,11,69,28,36,1,4,47,19,24,0,4,17,5,10,0,2,25,11,12,0,2,5,3,2,0,0,150,88,56,1,5,94,54,35,1,4,56,34,21,0,1,51,29,19,2,1,28,19,7,2,0,0,0,0,0,0,3,1,2,0,0,20,9,10,0,1
95AA11S1,1123,401,622,13,87,330,121,188,3,18,115,28,84,1,2,215,93,104,2,16,707,238,406,7,56,68,21,45,0,2,424,140,250,6,28,140,45,81,4,10,224,76,131,1,16,60,19,38,1,2,99,33,48,1,17,52,17,23,1,11,41,13,22,0,6,6,3,3,0,0,116,44,63,0,9,76,32,38,0,6,40,12,25,0,3,86,42,28,3,13,32,17,12,2,1,0,0,0,0,0,3,1,2,0,0,51,24,14,1,12
95AA11S2,870,376,440,10,44,157,64,85,3,5,44,17,27,0,0,113,47,58,3,5,652,289,322,7,34,48,14,34,0,0,472,209,236,5,22,123,45,71,1,6,287,140,129,3,15,62,24,36,1,1,59,31,22,2,4,32,13,16,1,2,25,18,5,0,2,2,0,1,1,0,73,35,30,0,8,52,25,22,0,5,21,10,8,0,3,61,23,33,0,5,32,14,16,0,2,1,0,1,0,0,1,1,0,0,0,27,8,16,0,3
95AA12W1,971,62,873,8,28,180,16,160,1,3,92,5,86,1,0,88,11,74,0,3,733,43,660,7,23,65,0,64,0,1,568,30,514,6,18,154,9,136,1,8,322,18,292,3,9,92,3,86,2,1,41,5,32,0,4,24,3,20,0,1,14,2,9,0,3,3,0,3,0,0,59,8,50,1,0,33,7,25,1,0,26,1,25,0,0,58,3,53,0,2,27,3,24,0,0,0,0,0,0,0,5,0,5,0,0,26,0,24,0,2
95AA13S1,625,426,176,2,21,151,97,49,0,5,47,24,23,0,0,104,73,26,0,5,436,305,116,2,13,33,19,12,1,1,269,189,73,1,6,67,43,20,1,3,140,103,34,0,3,62,43,19,0,0,40,29,8,0,3,9,8,1,0,0,29,19,7,0,3,2,2,0,0,0,94,68,23,0,3,63,46,15,0,2,31,22,8,0,1,38,24,11,0,3,14,11,2,0,1,0,0,0,0,0,1,0,1,0,0,23,13,8,0,2
95AA13S2,614,382,211,3,18,175,80,87,0,8,78,22,54,0,2,97,58,33,0,6,400,275,114,3,8,39,22,17,0,0,234,173,53,3,5,62,44,16,1,1,131,100,25,2,4,41,29,12,0,0,47,27,18,0,2,22,13,8,0,1,22,13,8,0,1,3,1,2,0,0,80,53,26,0,1,55,37,17,0,1,25,16,9,0,0,39,27,10,0,2,16,12,4,0,0,0,0,0,0,0,3,1,2,0,0,20,14,4,0,2
95AA14W1,779,254,503,5,17,130,32,96,0,2,80,17,63,0,0,50,15,33,0,2,596,204,373,4,15,58,12,45,1,0,454,160,282,1,11,135,34,97,0,4,217,85,124,1,7,102,41,61,0,0,19,5,11,1,2,10,3,5,1,1,7,2,4,0,1,2,0,2,0,0,65,27,35,1,2,30,13,17,0,0,35,14,18,1,2,53,18,34,1,0,25,11,14,0,0,0,0,0,0,0,7,1,6,0,0,21,6,14,1,0
95AA15S1,1013,431,499,19,64,223,106,105,2,10,50,25,24,1,0,173,81,81,1,10,726,288,379,15,44,39,12,27,0,0,449,173,236,13,27,140,55,80,0,5,240,89,119,13,19,69,29,37,0,3,97,37,48,1,11,53,18,29,0,6,43,19,18,1,5,1,0,1,0,0,141,66,68,1,6,100,43,51,1,5,41,23,17,0,1,64,37,15,2,10,21,12,8,1,0,0,0,0,0,0,0,0,0,0,0,43,25,7,1,10
95AA15S2,582,263,264,13,42,172,87,70,1,14,28,14,14,0,0,144,73,56,1,14,365,150,180,12,23,11,3,8,0,0,185,66,100,11,8,53,18,31,2,2,104,36,55,8,5,28,12,14,1,1,52,25,22,1,4,23,13,8,0,2,26,11,12,1,2,3,1,2,0,0,117,56,50,0,11,93,44,41,0,8,24,12,9,0,3,45,26,14,0,5,24,12,10,0,2,0,0,0,0,0,1,1,0,0,0,20,13,4,0,3
95AA16W1,832,158,610,6,58,318,60,233,2,23,91,23,66,0,2,227,37,167,2,21,465,88,345,2,30,58,6,52,0,0,224,44,167,1,12,72,10,59,1,2,111,28,75,0,8,41,6,33,0,2,62,20,33,0,9,30,10,15,0,5,29,10,15,0,4,3,0,3,0,0,121,18,93,1,9,77,10,57,1,9,44,8,36,0,0,49,10,32,2,5,14,6,7,1,0,0,0,0,0,0,1,0,1,0,0,34,4,24,1,5
95AA17W1,855,319,466,12,58,237,76,144,4,13,71,24,43,2,2,166,52,101,2,11,571,226,299,8,38,44,16,27,1,0,310,127,162,2,19,96,42,49,1,4,131,50,71,1,9,83,35,42,0,6,62,24,30,1,7,21,8,9,0,4,36,15,17,1,3,5,1,4,0,0,155,59,80,4,12,106,38,55,3,10,49,21,25,1,2,47,17,23,0,7,27,11,14,0,2,1,1,0,0,0,0,0,0,0,0,19,5,9,0,5
95AA18W1,1004,124,821,18,41,257,32,204,8,13,121,9,108,1,3,136,23,96,7,10,693,81,579,9,24,145,5,137,0,3,426,61,347,5,13,174,20,146,3,5,166,31,126,1,8,86,10,75,1,0,52,10,33,2,7,33,7,19,1,6,18,3,13,1,1,1,0,1,0,0,70,5,62,2,1,42,4,35,2,1,28,1,27,0,0,54,11,38,1,4,19,3,14,1,1,2,2,0,0,0,3,0,3,0,0,30,6,21,0,3
95AA19W1,832,736,86,2,8,157,132,22,1,2,66,53,12,0,1,91,79,10,1,1,612,551,54,1,6,40,37,2,0,1,427,383,39,0,5,60,54,4,0,2,271,239,29,0,3,96,90,6,0,0,17,13,4,0,0,9,8,1,0,0,8,5,3,0,0,0,0,0,0,0,128,118,9,1,0,70,66,4,0,0,58,52,5,1,0,63,53,10,0,0,35,27,8,0,0,0,0,0,0,0,6,4,2,0,0,22,22,0,0,0
95BB01S1,548,89,432,7,20,105,16,85,2,2,51,11,39,0,1,54,5,46,2,1,400,58,320,4,18,41,10,27,2,2,290,35,245,1,9,71,9,61,0,1,158,16,134,1,7,61,10,50,0,1,22,3,14,1,4,9,1,7,0,1,7,0,3,1,3,6,2,4,0,0,47,10,34,0,3,29,4,22,0,3,18,6,12,0,0,43,15,27,1,0,15,5,10,0,0,0,0,0,0,0,3,1,2,0,0,25,9,15,1,0
95BB01S2,759,59,652,8,40,165,13,140,1,11,56,10,45,0,1,109,3,95,1,10,568,38,496,7,27,57,0,56,1,0,391,22,348,2,19,105,5,97,1,2,209,9,183,1,16,77,8,68,0,1,47,9,30,4,4,19,2,15,0,2,20,6,12,0,2,8,1,3,4,0,73,7,62,0,4,49,3,42,0,4,24,4,20,0,0,26,8,16,0,2,11,2,7,0,2,0,0,0,0,0,0,0,0,0,0,15,6,9,0,0
95BB02W1,1126,95,951,12,68,438,39,373,2,24,202,16,179,0,7,236,23,194,2,17,620,44,530,9,37,108,6,99,2,1,290,20,248,6,16,108,5,99,1,3,123,10,100,3,10,59,5,49,2,3,58,7,43,0,8,33,4,24,0,5,23,2,18,0,3,2,1,1,0,0,164,11,140,1,12,85,3,72,1,9,79,8,68,0,3,68,12,48,1,7,15,2,12,0,1,0,0,0,0,0,6,2,4,0,0,47,8,32,1,6
95BB03S1,877,25,800,8,44,263,2,246,2,13,134,0,130,0,4,129,2,116,2,9,567,19,514,6,28,79,0,79,0,0,314,11,287,4,12,105,5,96,0,4,159,6,144,3,6,50,0,47,1,2,67,5,55,0,7,35,2,29,0,4,30,3,24,0,3,2,0,2,0,0,107,3,93,2,9,69,2,56,2,9,38,1,37,0,0,47,4,40,0,3,13,0,13,0,0,0,0,0,0,0,2,0,2,0,0,32,4,25,0,3
95BB03S2,899,77,747,14,61,214,14,185,5,10,117,8,105,3,1,97,6,80,2,9,631,59,515,9,48,109,9,97,0,3,379,37,312,5,25,142,17,115,2,8,168,16,134,2,16,69,4,63,1,1,65,5,47,2,11,42,4,27,2,9,20,1,17,0,2,3,0,3,0,0,78,8,59,2,9,52,5,38,2,7,26,3,21,0,2,54,4,47,0,3,19,1,18,0,0,0,0,0,0,0,5,0,5,0,0,30,3,24,0,3
95BB04S1,638,55,528,11,44,192,15,162,3,12,80,4,75,0,1,112,11,87,3,11,405,34,337,6,28,82,9,70,2,1,233,14,200,3,16,104,4,92,2,6,81,5,69,1,6,48,5,39,0,4,26,4,17,0,5,11,1,8,0,2,12,3,6,0,3,3,0,3,0,0,64,7,50,1,6,36,4,27,1,4,28,3,23,0,2,41,6,29,2,4,15,4,9,0,2,0,0,0,0,0,3,0,2,0,1,23,2,18,2,1
95BB04S2,669,38,606,0,25,157,11,140,0,6,96,5,90,0,1,61,6,50,0,5,489,25,445,0,19,105,1,103,0,1,310,18,278,0,14,109,7,98,0,4,120,9,103,0,8,81,2,77,0,2,27,3,22,0,2,16,1,14,0,1,8,2,5,0,1,3,0,3,0,0,47,3,42,0,2,24,1,22,0,1,23,2,20,0,1,23,2,21,0,0,9,1,8,0,0,0,0,0,0,0,4,0,4,0,0,10,1,9,0,0
95BB05S1,564,25,508,8,23,107,4,93,1,9,54,0,50,1,3,53,4,43,0,6,423,19,383,7,14,65,1,62,1,1,295,15,267,4,9,102,6,95,0,1,131,9,112,3,7,62,0,60,1,1,24,2,16,2,4,13,1,9,2,1,10,1,6,0,3,1,0,1,0,0,39,1,38,0,0,24,1,23,0,0,15,0,15,0,0,34,2,32,0,0,12,1,11,0,0,0,0,0,0,0,5,0,5,0,0,17,1,16,0,0
95BB05S2,754,26,678,8,42,175,6,159,4,6,80,2,76,1,1,95,4,83,3,5,541,17,487,4,33,69,1,67,0,1,354,10,323,2,19,126,2,114,1,9,148,5,134,1,8,80,3,75,0,2,47,4,38,0,5,23,3,19,0,1,19,0,15,0,4,5,1,4,0,0,71,2,59,2,8,41,2,33,0,6,30,0,26,2,2,38,3,32,0,3,17,1,13,0,3,0,0,0,0,0,1,0,1,0,0,20,2,18,0,0
95BB06W1,1518,175,1204,32,107,680,73,555,19,33,296,29,255,8,4,384,44,300,11,29,740,84,586,11,59,92,5,84,0,3,324,41,262,7,14,151,16,125,2,8,105,18,79,5,3,68,7,58,0,3,105,14,73,2,16,73,7,51,2,13,26,7,16,0,3,6,0,6,0,0,219,24,167,2,26,141,15,102,2,22,78,9,65,0,4,98,18,63,2,15,23,7,15,1,0,0,0,0,0,0,9,0,9,0,0,66,11,39,1,15
95BB07S1,819,43,713,10,53,343,14,311,5,13,163,3,157,2,1,180,11,154,3,12,450,25,386,5,34,62,1,59,0,2,179,12,154,3,10,80,4,73,0,3,74,8,57,3,6,25,0,24,0,1,77,4,62,1,10,45,4,36,0,5,29,0,23,1,5,3,0,3,0,0,132,8,111,1,12,90,6,73,0,11,42,2,38,1,1,26,4,16,0,6,7,1,4,0,2,0,0,0,0,0,0,0,0,0,0,19,3,12,0,4
95BB07S2,496,12,455,6,23,88,5,78,1,4,47,3,43,0,1,41,2,35,1,3,395,5,367,4,19,59,0,58,1,0,250,4,234,2,10,83,2,79,0,2,110,0,105,0,5,57,2,50,2,3,28,0,24,1,3,12,0,11,1,0,12,0,9,0,3,4,0,4,0,0,58,1,51,0,6,30,1,25,0,4,28,0,26,0,2,13,2,10,1,0,6,1,4,1,0,0,0,0,0,0,1,0,1,0,0,6,1,5,0,0
95BB08S1,589,38,508,13,30,199,7,183,5,4,105,4,99,2,0,94,3,84,3,4,364,24,306,8,26,46,0,46,0,0,196,14,165,5,12,66,3,60,0,3,85,8,65,4,8,45,3,40,1,1,32,4,22,1,5,13,2,8,1,2,16,1,12,0,3,3,1,2,0,0,90,6,73,2,9,47,4,37,1,5,43,2,36,1,4,26,7,19,0,0,9,2,7,0,0,0,0,0,0,0,6,1,5,0,0,11,4,7,0,0
95BB08S2,479,30,422,2,25,80,6,70,1,3,25,1,24,0,0,55,5,46,1,3,372,21,333,0,18,32,0,31,0,1,285,16,258,0,11,86,2,79,0,5,135,10,121,0,4,64,4,58,0,2,22,4,15,0,3,16,4,10,0,2,6,0,5,0,1,0,0,0,0,0,33,1,29,0,3,23,1,20,0,2,10,0,9,0,1,27,3,19,1,4,13,3,8,1,1,0,0,0,0,0,0,0,0,0,0,14,0,11,0,3
95BB09S1,561,21,498,2,40,141,5,126,0,10,74,3,68,0,3,67,2,58,0,7,388,12,352,2,22,71,1,69,1,0,240,7,218,1,14,106,3,100,1,2,94,4,79,0,11,40,0,39,0,1,26,2,19,0,5,17,2,12,0,3,8,0,6,0,2,1,0,1,0,0,51,2,46,0,3,27,1,23,0,3,24,1,23,0,0,32,4,20,0,8,9,2,6,0,1,0,0,0,0,0,2,0,2,0,0,21,2,12,0,7
95BB09S2,692,35,599,3,55,199,9,171,2,17,67,1,63,1,2,132,8,108,1,15,473,22,414,1,36,47,1,45,0,1,325,13,291,0,21,114,3,107,0,4,137,10,112,0,15,74,0,72,0,2,42,3,31,0,8,29,2,20,0,7,10,1,8,0,1,3,0,3,0,0,59,5,47,1,6,28,2,20,0,6,31,3,27,1,0,20,4,14,0,2,9,0,8,0,1,0,0,0,0,0,0,0,0,0,0,11,4,6,0,1
95BB10S1,874,63,729,14,68,401,29,338,5,29,183,7,172,3,1,218,22,166,2,28,441,28,370,8,35,86,0,82,1,3,221,21,186,2,12,96,5,85,1,5,76,15,55,1,5,49,1,46,0,2,51,3,37,3,8,31,2,24,0,5,16,1,9,3,3,4,0,4,0,0,83,4,65,2,12,57,3,43,1,10,26,1,22,1,2,32,6,21,1,4,10,2,6,0,2,0,0,0,0,0,2,0,2,0,0,20,4,13,1,2
95BB10S2,635,37,561,5,32,114,7,97,0,10,64,1,60,0,3,50,6,37,0,7,490,27,438,4,21,95,2,91,1,1,328,19,293,1,15,132,4,123,1,4,141,12,119,0,10,55,3,51,0,1,26,2,19,1,4,15,1,11,1,2,10,1,7,0,2,1,0,1,0,0,41,4,35,1,1,25,3,21,0,1,16,1,14,1,0,31,3,26,1,1,12,1,10,0,1,0,0,0,0,0,5,0,5,0,0,14,2,11,1,0
95BB11S1,621,25,557,6,33,206,9,183,2,12,80,4,74,1,1,126,5,109,1,11,397,15,359,3,20,56,1,55,0,0,195,6,176,1,12,55,0,49,0,6,95,4,84,1,6,45,2,43,0,0,37,2,33,0,2,18,0,18,0,0,16,1,13,0,2,3,1,2,0,0,109,6,95,2,6,75,4,65,0,6,34,2,30,2,0,18,1,15,1,1,7,0,5,1,1,0,0,0,0,0,4,0,4,0,0,7,1,6,0,0
95BB11S2,717,44,629,8,36,271,15,240,2,14,155,8,142,0,5,116,7,98,2,9,425,28,370,6,21,88,2,86,0,0,240,17,200,6,17,94,9,75,1,9,94,7,78,2,7,52,1,47,3,1,22,3,17,0,2,11,2,8,0,1,9,1,7,0,1,2,0,2,0,0,75,6,67,0,2,36,2,32,0,2,39,4,35,0,0,21,1,19,0,1,6,1,5,0,0,0,0,0,0,0,5,0,5,0,0,10,0,9,0,1
95BB12S1,626,81,484,11,50,200,28,155,4,13,73,15,56,0,2,127,13,99,4,11,395,48,310,6,31,44,2,42,0,0,159,16,131,4,8,54,6,47,1,0,72,6,56,3,7,33,4,28,0,1,56,11,34,0,11,31,8,18,0,5,20,2,12,0,6,5,1,4,0,0,136,19,103,2,12,90,12,67,1,10,46,7,36,1,2,31,5,19,1,6,15,1,9,1,4,0,0,0,0,0,2,0,2,0,0,14,4,8,0,2
95BB12S2,504,35,436,7,26,91,3,80,2,6,52,1,50,0,1,39,2,30,2,5,384,29,332,4,19,63,2,59,0,2,244,18,210,3,13,72,7,61,0,4,116,5,100,2,9,56,6,49,1,0,25,4,19,1,1,5,0,4,1,0,18,4,13,0,1,2,0,2,0,0,52,5,44,0,3,37,5,30,0,2,15,0,14,0,1,29,3,24,1,1,14,2,11,0,1,0,0,0,0,0,4,0,4,0,0,11,1,9,1,0
95BB13S1,508,34,422,7,45,88,7,72,3,6,21,2,19,0,0,67,5,53,3,6,405,25,339,3,38,33,0,33,0,0,256,18,222,2,14,69,6,58,1,4,145,8,126,1,10,42,4,38,0,0,29,2,21,0,6,15,1,11,0,3,13,1,9,0,3,1,0,1,0,0,87,5,63,1,18,72,5,48,1,18,15,0,15,0,0,15,2,11,1,1,6,1,5,0,0,0,0,0,0,0,2,1,1,0,0,7,0,5,1,1
95BB13S2,603,52,511,11,29,142,14,123,3,2,58,2,54,2,0,84,12,69,1,2,430,35,363,6,26,76,4,71,0,1,227,17,196,5,9,76,4,68,1,3,92,7,77,3,5,59,6,51,1,1,40,1,30,0,9,19,0,15,0,4,12,0,8,0,4,9,1,7,0,1,87,13,66,1,7,59,7,45,1,6,28,6,21,0,1,31,3,25,2,1,16,1,12,2,1,0,0,0,0,0,1,0,1,0,0,14,2,12,0,0
95BB13S3,576,33,491,5,47,93,6,79,1,7,31,2,29,0,0,62,4,50,1,7,463,27,394,3,39,30,1,27,1,1,328,15,286,2,25,107,4,98,0,5,172,9,142,2,19,49,2,46,0,1,43,10,27,0,6,28,8,16,0,4,14,2,10,0,2,1,0,1,0,0,62,1,54,0,7,45,1,37,0,7,17,0,17,0,0,20,0,18,1,1,9,0,7,1,1,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0
95BB14S1,551,29,481,7,34,97,5,85,0,7,50,2,48,0,0,47,3,37,0,7,419,24,364,7,24,62,6,54,1,1,295,13,258,5,19,95,4,82,3,6,132,9,112,1,10,68,0,64,1,3,29,3,23,0,3,20,2,16,0,2,8,1,6,0,1,1,0,1,0,0,33,2,29,1,1,16,1,14,0,1,17,1,15,1,0,35,0,32,0,3,17,0,17,0,0,0,0,0,0,0,3,0,3,0,0,15,0,12,0,3
95BB14S2,621,35,534,10,42,162,7,145,2,8,81,3,75,1,2,81,4,70,1,6,437,26,374,8,29,65,3,57,4,1,286,16,249,4,17,85,5,72,2,6,138,11,116,0,11,63,0,61,2,0,33,2,23,0,8,17,2,12,0,3,16,0,11,0,5,0,0,0,0,0,53,5,45,0,3,32,4,25,0,3,21,1,20,0,0,22,2,15,0,5,7,2,5,0,0,0,0,0,0,0,2,0,2,0,0,13,0,8,0,5
