GeographyCode,DC2120NI0001,DC2120NI0002,DC2120NI0003,DC2120NI0004,DC2120NI0005,DC2120NI0006,DC2120NI0007,DC2120NI0008,DC2120NI0009,DC2120NI0010,DC2120NI0011,DC2120NI0012,DC2120NI0013,DC2120NI0014,DC2120NI0015,DC2120NI0016,DC2120NI0017,DC2120NI0018,DC2120NI0019,DC2120NI0020,DC2120NI0021,DC2120NI0022,DC2120NI0023,DC2120NI0024,DC2120NI0025,DC2120NI0026,DC2120NI0027,DC2120NI0028,DC2120NI0029,DC2120NI0030,DC2120NI0031,DC2120NI0032,DC2120NI0033,DC2120NI0034,DC2120NI0035,DC2120NI0036,DC2120NI0037,DC2120NI0038,DC2120NI0039,DC2120NI0040,DC2120NI0041,DC2120NI0042,DC2120NI0043,DC2120NI0044,DC2120NI0045,DC2120NI0046,DC2120NI0047,DC2120NI0048,DC2120NI0049,DC2120NI0050,DC2120NI0051,DC2120NI0052,DC2120NI0053,DC2120NI0054,DC2120NI0055,DC2120NI0056,DC2120NI0057,DC2120NI0058,DC2120NI0059,DC2120NI0060,DC2120NI0061,DC2120NI0062,DC2120NI0063,DC2120NI0064,DC2120NI0065,DC2120NI0066,DC2120NI0067,DC2120NI0068,DC2120NI0069,DC2120NI0070,DC2120NI0071,DC2120NI0072,DC2120NI0073,DC2120NI0074,DC2120NI0075,DC2120NI0076,DC2120NI0077,DC2120NI0078,DC2120NI0079,DC2120NI0080,DC2120NI0081,DC2120NI0082,DC2120NI0083,DC2120NI0084,DC2120NI0085,DC2120NI0086,DC2120NI0087,DC2120NI0088,DC2120NI0089,DC2120NI0090,DC2120NI0091,DC2120NI0092,DC2120NI0093,DC2120NI0094,DC2120NI0095,DC2120NI0096,DC2120NI0097,DC2120NI0098,DC2120NI0099,DC2120NI0100,DC2120NI0101,DC2120NI0102,DC2120NI0103,DC2120NI0104,DC2120NI0105,DC2120NI0106,DC2120NI0107,DC2120NI0108,DC2120NI0109,DC2120NI0110
95LL24S2,608,235,355,2,16,124,54,62,0,8,50,29,21,0,0,74,25,41,0,8,438,157,272,2,7,41,13,27,0,1,281,97,180,1,3,59,10,46,1,2,150,59,90,0,1,72,28,44,0,0,28,11,16,0,1,16,8,8,0,0,10,2,7,0,1,2,1,1,0,0,88,36,49,1,2,51,20,28,1,2,37,16,21,0,0,46,24,21,0,1,13,7,5,0,1,0,0,0,0,0,8,4,4,0,0,25,13,12,0,0
95LL25S1,1007,100,863,11,33,244,22,212,1,9,95,7,87,0,1,149,15,125,1,8,727,73,623,10,21,75,1,72,1,1,462,43,400,7,12,132,16,112,2,2,249,22,217,4,6,81,5,71,1,4,89,14,71,1,3,49,9,39,1,0,38,4,31,0,3,2,1,1,0,0,101,15,80,1,5,60,10,46,0,4,41,5,34,1,1,36,5,28,0,3,13,2,9,0,2,0,0,0,0,0,1,0,1,0,0,22,3,18,0,1
95LL25S2,732,56,646,11,19,141,14,122,2,3,53,4,49,0,0,88,10,73,2,3,561,37,500,8,16,71,1,69,1,0,394,25,350,5,14,118,10,102,1,5,206,11,184,3,8,70,4,64,1,1,39,3,34,1,1,19,2,16,0,1,18,1,16,1,0,2,0,2,0,0,57,8,47,1,1,40,7,32,0,1,17,1,15,1,0,30,5,24,1,0,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,18,4,13,1,0
95LL26S1,761,672,61,7,21,348,305,29,5,9,66,62,3,1,0,282,243,26,4,9,358,322,26,2,8,34,34,0,0,0,160,140,15,2,3,53,45,5,1,2,67,57,8,1,1,40,38,2,0,0,64,55,4,0,5,33,30,0,0,3,24,20,2,0,2,7,5,2,0,0,100,93,7,0,0,68,62,6,0,0,32,31,1,0,0,55,45,6,0,4,11,8,2,0,1,0,0,0,0,0,2,2,0,0,0,42,35,4,0,3
95LL26S2,729,677,39,4,9,136,116,15,2,3,56,46,9,1,0,80,70,6,1,3,556,527,21,2,6,43,40,3,0,0,382,364,12,1,5,71,68,1,0,2,211,199,9,1,2,100,97,2,0,1,31,28,3,0,0,15,15,0,0,0,14,12,2,0,0,2,1,1,0,0,100,95,3,1,1,64,62,1,0,1,36,33,2,1,0,37,34,3,0,0,22,19,3,0,0,0,0,0,0,0,1,1,0,0,0,14,14,0,0,0
95MM01S1,603,266,325,3,9,188,96,88,0,4,58,23,35,0,0,130,73,53,0,4,365,148,209,3,5,32,9,23,0,0,159,62,91,3,3,55,16,37,1,1,64,29,31,2,2,40,17,23,0,0,21,9,11,0,1,9,5,4,0,0,11,4,6,0,1,1,0,1,0,0,153,68,84,0,1,106,54,51,0,1,47,14,33,0,0,50,22,28,0,0,19,12,7,0,0,0,0,0,0,0,0,0,0,0,0,31,10,21,0,0
95MM01S2,651,416,208,12,15,128,78,48,1,1,24,11,13,0,0,104,67,35,1,1,464,300,142,10,12,34,15,18,0,1,260,165,79,7,9,76,47,24,1,4,148,98,40,6,4,36,20,15,0,1,60,45,13,0,2,36,29,7,0,0,24,16,6,0,2,0,0,0,0,0,110,75,32,3,0,95,67,25,3,0,15,8,7,0,0,59,38,18,1,2,25,17,7,1,0,0,0,0,0,0,0,0,0,0,0,34,21,11,0,2
95MM01S3,643,90,531,8,14,160,33,121,0,6,42,4,38,0,0,118,29,83,0,6,447,43,388,8,8,40,1,39,0,0,309,28,270,5,6,97,12,79,3,3,142,12,126,1,3,70,4,65,1,0,24,1,20,2,1,17,1,14,2,0,5,0,4,0,1,2,0,2,0,0,74,13,59,1,1,49,8,39,1,1,25,5,20,0,0,36,14,22,0,0,12,3,9,0,0,1,1,0,0,0,0,0,0,0,0,23,10,13,0,0
95MM02S1,598,562,29,4,3,160,151,8,0,1,89,85,4,0,0,71,66,4,0,1,377,356,16,3,2,60,57,2,0,1,227,215,8,3,1,62,58,2,1,1,78,76,1,1,0,87,81,5,1,0,14,13,1,0,0,6,6,0,0,0,5,5,0,0,0,3,2,1,0,0,76,71,5,0,0,30,27,3,0,0,46,44,2,0,0,61,55,5,1,0,27,24,2,1,0,0,0,0,0,0,3,2,1,0,0,31,29,2,0,0
95MM02S2,546,514,25,3,4,85,79,5,0,1,37,35,2,0,0,48,44,3,0,1,403,382,16,2,3,29,28,1,0,0,311,296,12,1,2,53,51,1,0,1,164,155,8,1,0,94,90,3,0,1,14,10,2,1,1,7,5,2,0,0,7,5,0,1,1,0,0,0,0,0,49,48,1,0,0,18,17,1,0,0,31,31,0,0,0,58,53,4,1,0,29,25,3,1,0,1,1,0,0,0,6,6,0,0,0,22,21,1,0,0
95MM03W1,1155,758,371,9,17,238,159,73,0,6,96,63,31,0,2,142,96,42,0,4,848,556,272,9,11,58,35,22,1,0,601,397,188,7,9,89,50,38,1,0,358,245,98,6,9,154,102,52,0,0,59,30,26,1,2,26,14,11,1,0,32,15,15,0,2,1,1,0,0,0,130,94,36,0,0,62,42,20,0,0,68,52,16,0,0,69,43,26,0,0,30,18,12,0,0,0,0,0,0,0,6,4,2,0,0,33,21,12,0,0
95MM04W1,890,839,35,3,13,302,282,13,2,5,126,120,3,1,2,176,162,10,1,3,498,472,18,1,7,48,48,0,0,0,244,233,7,1,3,58,56,1,0,1,91,87,2,0,2,95,90,4,1,0,32,24,5,0,3,16,11,3,0,2,11,8,2,0,1,5,5,0,0,0,174,167,6,0,1,85,81,3,0,1,89,86,3,0,0,90,85,4,0,1,48,48,0,0,0,0,0,0,0,0,8,7,1,0,0,34,30,3,0,1
95MM05W1,1062,1007,49,2,4,426,399,22,2,3,146,141,3,0,2,280,258,19,2,1,528,508,19,0,1,28,28,0,0,0,191,186,5,0,0,45,44,1,0,0,95,92,3,0,0,51,50,1,0,0,27,26,1,0,0,14,13,1,0,0,12,12,0,0,0,1,1,0,0,0,282,268,13,0,1,195,186,8,0,1,87,82,5,0,0,108,100,8,0,0,51,49,2,0,0,1,1,0,0,0,3,3,0,0,0,53,47,6,0,0
95MM06S1,489,466,17,1,5,122,116,4,0,2,43,41,1,0,1,79,75,3,0,1,304,292,10,1,1,21,21,0,0,0,145,138,5,1,1,24,22,0,1,1,68,65,3,0,0,53,51,2,0,0,11,11,0,0,0,1,1,0,0,0,8,8,0,0,0,2,2,0,0,0,127,122,5,0,0,80,75,5,0,0,47,47,0,0,0,63,58,3,0,2,46,42,3,0,1,0,0,0,0,0,3,2,0,0,1,14,14,0,0,0
95MM06S2,460,435,22,2,1,124,118,6,0,0,37,36,1,0,0,87,82,5,0,0,288,271,14,2,1,18,18,0,0,0,109,104,5,0,0,24,23,1,0,0,47,43,4,0,0,38,38,0,0,0,19,15,3,1,0,7,6,1,0,0,12,9,2,1,0,0,0,0,0,0,142,134,6,1,1,107,103,4,0,0,35,31,2,1,1,48,46,2,0,0,30,29,1,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,0,0
95MM07W1,1201,194,962,12,33,460,74,371,5,10,194,19,171,3,1,266,55,200,2,9,678,110,542,6,20,77,12,65,0,0,318,61,250,3,4,104,19,83,1,1,140,29,106,2,3,74,13,61,0,0,43,12,26,0,5,24,9,11,0,4,17,3,13,0,1,2,0,2,0,0,240,25,201,3,11,171,17,141,2,11,69,8,60,1,0,63,10,49,1,3,17,1,15,0,1,0,0,0,0,0,12,3,8,1,0,34,6,26,0,2
95MM08S1,562,454,102,2,4,223,168,52,1,2,81,54,26,0,1,142,114,26,1,1,294,247,44,1,2,31,21,10,0,0,128,109,17,1,1,22,14,7,0,1,62,55,6,1,0,44,40,4,0,0,18,12,5,0,1,8,5,2,0,1,10,7,3,0,0,0,0,0,0,0,117,105,12,0,0,93,87,6,0,0,24,18,6,0,0,45,39,6,0,0,24,20,4,0,0,0,0,0,0,0,2,1,1,0,0,19,18,1,0,0
95MM08S2,676,336,330,4,6,206,102,102,1,1,115,44,71,0,0,91,58,31,1,1,435,220,207,3,5,61,29,31,0,1,271,138,129,1,3,72,31,40,0,1,121,64,56,1,0,78,43,33,0,2,28,14,12,1,1,18,9,8,0,1,9,5,3,1,0,1,0,1,0,0,75,39,35,1,0,44,26,18,0,0,31,13,17,1,0,35,14,21,0,0,13,4,9,0,0,0,0,0,0,0,2,0,2,0,0,20,10,10,0,0
95MM09S1,584,424,151,2,7,141,103,36,1,1,52,37,15,0,0,89,66,21,1,1,399,289,104,0,6,26,16,10,0,0,243,175,65,0,3,61,42,18,0,1,137,105,30,0,2,45,28,17,0,0,19,17,1,0,1,13,11,1,0,1,6,6,0,0,0,0,0,0,0,0,111,81,28,0,2,74,51,21,0,2,37,30,7,0,0,44,32,11,1,0,20,15,5,0,0,0,0,0,0,0,3,2,1,0,0,21,15,5,1,0
95MM09S2,636,442,187,3,4,126,89,35,0,2,47,34,13,0,0,79,55,22,0,2,437,300,132,3,2,31,16,15,0,0,319,227,88,2,2,57,36,19,1,1,187,136,49,1,1,75,55,20,0,0,20,12,7,1,0,4,1,2,1,0,12,8,4,0,0,4,3,1,0,0,67,45,22,0,0,37,22,15,0,0,30,23,7,0,0,73,53,20,0,0,29,21,8,0,0,0,0,0,0,0,4,4,0,0,0,40,28,12,0,0
95MM10S1,495,480,13,0,2,107,106,1,0,0,32,32,0,0,0,75,74,1,0,0,328,318,8,0,2,6,6,0,0,0,101,96,4,0,1,11,11,0,0,0,61,57,3,0,1,29,28,1,0,0,16,15,1,0,0,4,4,0,0,0,10,9,1,0,0,2,2,0,0,0,205,201,3,0,1,171,167,3,0,1,34,34,0,0,0,60,56,4,0,0,30,28,2,0,0,0,0,0,0,0,3,3,0,0,0,27,25,2,0,0
95MM10S2,492,469,14,0,9,133,126,3,0,4,23,21,1,0,1,110,105,2,0,3,312,302,5,0,5,10,10,0,0,0,145,140,2,0,3,41,39,1,0,1,60,57,1,0,2,44,44,0,0,0,21,21,0,0,0,13,13,0,0,0,8,8,0,0,0,0,0,0,0,0,136,131,3,0,2,95,90,3,0,2,41,41,0,0,0,47,41,6,0,0,20,16,4,0,0,0,0,0,0,0,3,3,0,0,0,24,22,2,0,0
95MM11W1,855,823,26,0,6,217,208,8,0,1,61,60,1,0,0,156,148,7,0,1,517,504,10,0,3,37,37,0,0,0,170,166,3,0,1,27,27,0,0,0,75,72,2,0,1,68,67,1,0,0,21,16,3,0,2,9,6,2,0,1,11,9,1,0,1,1,1,0,0,0,289,285,4,0,0,199,197,2,0,0,90,88,2,0,0,121,111,8,0,2,73,68,4,0,1,1,0,1,0,0,2,2,0,0,0,45,41,3,0,1
95MM12S1,662,542,110,3,7,99,76,21,0,2,28,17,11,0,0,71,59,10,0,2,503,413,82,3,5,26,12,13,0,1,272,223,44,3,2,45,28,16,0,1,158,136,21,0,1,69,59,7,3,0,23,18,4,0,1,12,8,3,0,1,10,9,1,0,0,1,1,0,0,0,182,160,21,0,1,140,126,13,0,1,42,34,8,0,0,60,53,7,0,0,34,31,3,0,0,0,0,0,0,0,5,5,0,0,0,21,17,4,0,0
95MM12S2,499,481,16,1,1,142,138,4,0,0,14,14,0,0,0,128,124,4,0,0,303,290,11,1,1,8,7,0,0,1,86,81,5,0,0,21,19,2,0,0,43,42,1,0,0,22,20,2,0,0,15,15,0,0,0,4,4,0,0,0,10,10,0,0,0,1,1,0,0,0,194,187,6,1,0,145,140,4,1,0,49,47,2,0,0,54,53,1,0,0,33,32,1,0,0,0,0,0,0,0,2,2,0,0,0,19,19,0,0,0
95MM12S3,815,768,34,5,8,140,136,2,0,2,22,22,0,0,0,118,114,2,0,2,581,546,25,5,5,7,7,0,0,0,284,268,11,3,2,35,32,2,0,1,193,181,9,2,1,56,55,0,1,0,39,33,4,0,2,11,10,1,0,0,26,22,2,0,2,2,1,1,0,0,251,238,10,2,1,205,193,10,2,0,46,45,0,0,1,94,86,7,0,1,57,54,2,0,1,1,1,0,0,0,0,0,0,0,0,36,31,5,0,0
95MM13S1,401,340,55,2,4,59,42,14,2,1,24,13,11,0,0,35,29,3,2,1,312,271,38,0,3,27,20,7,0,0,215,191,21,0,3,48,40,8,0,0,111,98,10,0,3,56,53,3,0,0,15,13,2,0,0,10,9,1,0,0,5,4,1,0,0,0,0,0,0,0,55,47,8,0,0,39,35,4,0,0,16,12,4,0,0,30,27,3,0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0
95MM13S2,493,469,20,1,3,150,145,4,1,0,29,29,0,0,0,121,116,4,1,0,300,284,13,0,3,9,8,1,0,0,114,107,5,0,2,36,33,2,0,1,48,45,2,0,1,30,29,1,0,0,9,7,2,0,0,3,2,1,0,0,6,5,1,0,0,0,0,0,0,0,168,162,5,0,1,134,129,4,0,1,34,33,1,0,0,43,40,3,0,0,26,25,1,0,0,0,0,0,0,0,2,2,0,0,0,15,13,2,0,0
95MM13S3,551,526,19,2,4,105,99,3,1,2,17,15,1,0,1,88,84,2,1,1,392,375,15,1,1,14,14,0,0,0,152,152,0,0,0,25,25,0,0,0,86,86,0,0,0,41,41,0,0,0,26,23,3,0,0,12,11,1,0,0,13,11,2,0,0,1,1,0,0,0,200,186,12,1,1,151,139,10,1,1,49,47,2,0,0,54,52,1,0,1,25,25,0,0,0,0,0,0,0,0,2,2,0,0,0,27,25,1,0,1
95MM13S4,849,805,37,1,6,153,145,7,0,1,60,56,4,0,0,93,89,3,0,1,613,586,22,0,5,50,49,1,0,0,317,303,13,0,1,56,55,1,0,0,234,224,9,0,1,27,24,3,0,0,37,35,1,0,1,8,7,0,0,1,28,27,1,0,0,1,1,0,0,0,209,199,7,0,3,187,178,6,0,3,22,21,1,0,0,83,74,8,1,0,46,41,4,1,0,0,0,0,0,0,6,6,0,0,0,31,27,4,0,0
95MM13S5,696,618,67,4,7,100,79,20,0,1,26,15,10,0,1,74,64,10,0,0,554,502,43,4,5,13,12,1,0,0,412,375,30,3,4,55,51,3,0,1,297,276,17,2,2,60,48,10,1,1,30,26,3,0,1,14,11,3,0,0,14,13,0,0,1,2,2,0,0,0,99,89,9,1,0,83,77,5,1,0,16,12,4,0,0,42,37,4,0,1,32,30,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2,0,1
95MM14S1,371,127,229,5,10,169,51,111,1,6,88,30,58,0,0,81,21,53,1,6,176,63,105,4,4,31,11,18,0,2,95,39,52,2,2,32,7,23,1,1,45,23,20,1,1,18,9,9,0,0,9,3,6,0,0,3,1,2,0,0,6,2,4,0,0,0,0,0,0,0,41,10,29,2,0,24,7,15,2,0,17,3,14,0,0,26,13,13,0,0,6,2,4,0,0,0,0,0,0,0,6,3,3,0,0,14,8,6,0,0
95MM14S2,805,399,373,15,18,348,173,161,5,9,115,54,61,0,0,233,119,100,5,9,384,182,188,7,7,36,11,25,0,0,131,55,68,3,5,31,14,14,1,2,74,34,35,2,3,26,7,19,0,0,51,29,20,2,0,23,16,5,2,0,26,11,15,0,0,2,2,0,0,0,166,87,75,2,2,109,62,43,2,2,57,25,32,0,0,73,44,24,3,2,21,15,5,1,0,0,0,0,0,0,6,3,3,0,0,46,26,16,2,2
95MM15S1,656,319,325,2,10,174,102,71,0,1,75,38,37,0,0,99,64,34,0,1,449,199,239,2,9,54,14,39,0,1,304,137,163,1,3,78,32,45,0,1,157,77,77,1,2,69,28,41,0,0,24,10,12,0,2,7,2,4,0,1,15,8,6,0,1,2,0,2,0,0,67,38,25,1,3,27,13,12,0,2,40,25,13,1,1,33,18,15,0,0,17,8,9,0,0,0,0,0,0,0,3,3,0,0,0,13,7,6,0,0
95MM15S2,914,475,408,6,25,179,81,89,1,8,65,22,42,1,0,114,59,47,0,8,681,364,298,5,14,42,16,26,0,0,447,235,199,5,8,94,47,44,0,3,279,161,109,4,5,74,27,46,1,0,44,24,15,0,5,21,10,10,0,1,23,14,5,0,4,0,0,0,0,0,148,89,58,0,1,110,69,40,0,1,38,20,18,0,0,54,30,21,0,3,24,12,11,0,1,0,0,0,0,0,4,1,3,0,0,26,17,7,0,2
95MM16S1,913,725,159,7,22,241,188,48,1,4,60,43,17,0,0,181,145,31,1,4,605,484,102,6,13,27,13,13,1,0,300,237,53,5,5,63,52,9,1,1,190,149,34,3,4,47,36,10,1,0,70,59,8,0,3,34,27,4,0,3,35,31,4,0,0,1,1,0,0,0,208,175,28,0,5,157,133,20,0,4,51,42,8,0,1,67,53,9,0,5,35,28,4,0,3,0,0,0,0,0,3,2,1,0,0,29,23,4,0,2
95MM16S2,1166,626,469,27,44,227,112,101,4,10,54,13,40,1,0,173,99,61,3,10,853,458,343,22,30,63,20,42,1,0,567,294,233,19,21,148,72,68,4,4,341,191,120,15,15,78,31,45,0,2,85,53,28,1,3,51,31,17,0,3,33,22,10,1,0,1,0,1,0,0,138,91,40,1,6,107,71,32,0,4,31,20,8,1,2,86,56,25,1,4,48,31,13,1,3,0,0,0,0,0,4,2,2,0,0,34,23,10,0,1
95MM17S1,610,581,22,2,5,77,73,4,0,0,19,18,1,0,0,58,55,3,0,0,488,467,15,2,4,20,19,1,0,0,346,334,7,2,3,65,64,0,1,0,187,178,5,1,3,94,92,2,0,0,25,24,1,0,0,10,9,1,0,0,12,12,0,0,0,3,3,0,0,0,97,90,6,0,1,65,61,3,0,1,32,29,3,0,0,45,41,3,0,1,25,23,2,0,0,0,0,0,0,0,1,1,0,0,0,19,17,1,0,1
95MM17S2,737,629,93,4,11,237,185,43,2,7,70,52,17,1,0,167,133,26,1,7,425,386,35,2,2,41,35,6,0,0,203,187,15,1,0,45,40,5,0,0,91,84,6,1,0,67,63,4,0,0,27,23,4,0,0,16,13,3,0,0,9,9,0,0,0,2,1,1,0,0,154,141,10,1,2,97,88,7,0,2,57,53,3,1,0,75,58,15,0,2,37,28,9,0,0,1,1,0,0,0,1,1,0,0,0,36,28,6,0,2
95MM18S1,784,475,299,3,7,168,100,64,2,2,51,21,29,1,0,117,79,35,1,2,551,338,207,1,5,36,19,16,1,0,359,210,147,0,2,75,34,40,0,1,198,120,78,0,0,86,56,29,0,1,42,20,22,0,0,17,8,9,0,0,23,11,12,0,0,2,1,1,0,0,114,89,22,0,3,63,49,12,0,2,51,40,10,0,1,65,37,28,0,0,32,21,11,0,0,0,0,0,0,0,1,0,1,0,0,32,16,16,0,0
95MM18S2,982,660,290,10,22,191,125,62,1,3,42,25,16,1,0,149,100,46,0,3,724,485,212,9,18,33,21,12,0,0,487,320,147,6,14,88,55,27,1,5,312,200,101,4,7,87,65,19,1,2,44,32,12,0,0,29,19,10,0,0,14,13,1,0,0,1,0,1,0,0,160,112,41,3,4,126,92,29,2,3,34,20,12,1,1,67,50,16,0,1,31,22,9,0,0,1,1,0,0,0,1,0,1,0,0,34,27,6,0,1
95MM19S1,634,189,423,9,13,165,47,113,3,2,66,14,50,2,0,99,33,63,1,2,424,128,282,3,11,48,16,32,0,0,266,69,188,3,6,86,19,61,1,5,87,27,57,2,1,93,23,70,0,0,31,18,12,0,1,19,11,8,0,0,10,6,3,0,1,2,1,1,0,0,79,25,50,0,4,45,18,25,0,2,34,7,25,0,2,45,14,28,3,0,16,6,9,1,0,0,0,0,0,0,2,1,1,0,0,27,7,18,2,0
95MM19S2,635,259,346,6,24,224,84,124,1,15,30,7,21,0,2,194,77,103,1,13,366,157,198,3,8,18,4,13,0,1,200,81,112,3,4,45,15,28,0,2,122,56,62,3,1,33,10,22,0,1,66,36,30,0,0,42,25,17,0,0,24,11,13,0,0,0,0,0,0,0,82,36,43,0,3,60,30,27,0,3,22,6,16,0,0,45,18,24,2,1,14,6,6,2,0,0,0,0,0,0,0,0,0,0,0,31,12,18,0,1
95MM20S1,716,149,541,6,20,242,53,180,3,6,115,17,97,1,0,127,36,83,2,6,443,90,339,3,11,67,13,52,1,1,234,40,186,2,6,73,8,62,1,2,112,25,82,1,4,49,7,42,0,0,35,11,23,0,1,17,6,11,0,0,15,4,10,0,1,3,1,2,0,0,107,26,78,0,3,66,18,46,0,2,41,8,32,0,1,31,6,22,0,3,7,0,7,0,0,0,0,0,0,0,5,1,4,0,0,19,5,11,0,3
95MM20S2,753,151,579,6,17,238,47,186,0,5,125,21,103,0,1,113,26,83,0,4,471,96,358,6,11,72,9,63,0,0,248,49,187,6,6,67,15,46,2,4,104,27,73,3,1,77,7,68,1,1,46,13,32,0,1,25,8,17,0,0,14,2,11,0,1,7,3,4,0,0,105,25,76,0,4,70,21,45,0,4,35,4,31,0,0,44,8,35,0,1,18,6,11,0,1,0,0,0,0,0,8,0,8,0,0,18,2,16,0,0
95MM21S1,611,56,547,2,6,143,18,123,0,2,48,5,43,0,0,95,13,80,0,2,435,34,395,2,4,32,2,30,0,0,269,21,244,1,3,70,3,65,0,2,134,15,118,0,1,65,3,61,1,0,24,1,23,0,0,10,0,10,0,0,13,1,12,0,0,1,0,1,0,0,110,10,98,1,1,78,7,70,1,0,32,3,28,0,1,33,4,29,0,0,15,3,12,0,0,0,0,0,0,0,0,0,0,0,0,18,1,17,0,0
95MM21S2,643,397,227,5,14,124,76,46,0,2,53,31,22,0,0,71,45,24,0,2,482,298,170,5,9,57,35,22,0,0,318,197,108,5,8,90,43,44,1,2,148,102,36,4,6,80,52,28,0,0,23,12,11,0,0,11,8,3,0,0,11,3,8,0,0,1,1,0,0,0,84,54,29,0,1,47,33,13,0,1,37,21,16,0,0,37,23,11,0,3,15,8,5,0,2,0,0,0,0,0,2,2,0,0,0,20,13,6,0,1
95MM22S1,477,448,21,4,4,135,124,7,2,2,62,57,5,0,0,73,67,2,2,2,308,292,12,2,2,51,51,0,0,0,155,148,5,1,1,31,31,0,0,0,71,66,3,1,1,53,51,2,0,0,20,19,1,0,0,12,11,1,0,0,7,7,0,0,0,1,1,0,0,0,82,74,6,1,1,47,43,3,0,1,35,31,3,1,0,34,32,2,0,0,19,19,0,0,0,0,0,0,0,0,3,2,1,0,0,12,11,1,0,0
95MM22S2,496,463,24,3,6,140,133,7,0,0,91,88,3,0,0,49,45,4,0,0,310,286,15,3,6,62,61,1,0,0,187,170,10,2,5,42,36,5,0,1,67,60,4,0,3,78,74,1,2,1,15,13,1,1,0,8,7,0,1,0,5,4,1,0,0,2,2,0,0,0,46,42,3,0,1,21,19,2,0,0,25,23,1,0,1,46,44,2,0,0,25,25,0,0,0,0,0,0,0,0,3,3,0,0,0,18,16,2,0,0
95MM23W1,1074,936,94,12,32,379,334,35,3,7,98,87,11,0,0,281,247,24,3,7,492,437,36,9,10,36,32,4,0,0,208,186,15,6,1,55,50,4,1,0,85,73,7,4,1,68,63,4,1,0,68,57,6,1,4,49,42,4,0,3,18,14,2,1,1,1,1,0,0,0,180,162,11,2,5,106,97,3,2,4,74,65,8,0,1,203,165,23,0,15,51,43,6,0,2,11,7,3,0,1,9,8,1,0,0,132,107,13,0,12
95MM24W1,892,864,23,3,2,187,179,5,2,1,73,71,2,0,0,114,108,3,2,1,590,572,16,1,1,52,52,0,0,0,231,225,6,0,0,38,38,0,0,0,102,97,5,0,0,91,90,1,0,0,25,22,3,0,0,10,8,2,0,0,14,13,1,0,0,1,1,0,0,0,282,273,7,1,1,190,184,4,1,1,92,89,3,0,0,115,113,2,0,0,68,66,2,0,0,0,0,0,0,0,2,2,0,0,0,45,45,0,0,0
95MM25S1,474,457,14,1,2,120,114,4,1,1,20,19,1,0,0,100,95,3,1,1,305,294,10,0,1,10,10,0,0,0,99,99,0,0,0,19,19,0,0,0,44,44,0,0,0,36,36,0,0,0,20,18,1,0,1,4,4,0,0,0,13,11,1,0,1,3,3,0,0,0,176,167,9,0,0,139,134,5,0,0,37,33,4,0,0,49,49,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0
95MM25S2,504,486,12,2,4,97,93,2,0,2,18,17,0,0,1,79,76,2,0,1,352,341,7,2,2,10,10,0,0,0,120,116,3,1,0,21,21,0,0,0,58,55,2,1,0,41,40,1,0,0,15,15,0,0,0,4,4,0,0,0,11,11,0,0,0,0,0,0,0,0,207,200,4,1,2,170,164,3,1,2,37,36,1,0,0,55,52,3,0,0,34,32,2,0,0,0,0,0,0,0,1,1,0,0,0,20,19,1,0,0
95MM25S3,528,500,19,3,6,102,96,2,2,2,12,11,1,0,0,90,85,1,2,2,361,343,13,1,4,6,5,1,0,0,131,119,10,1,1,18,17,1,0,0,86,77,7,1,1,27,25,2,0,0,26,25,0,0,1,11,11,0,0,0,15,14,0,0,1,0,0,0,0,0,198,194,2,0,2,173,171,1,0,1,25,23,1,0,1,65,61,4,0,0,37,33,4,0,0,0,0,0,0,0,3,3,0,0,0,25,25,0,0,0
95MM25S4,682,651,21,6,4,135,130,5,0,0,41,40,1,0,0,94,90,4,0,0,495,470,15,6,4,10,10,0,0,0,274,257,10,4,3,43,39,2,1,1,176,164,7,3,2,55,54,1,0,0,27,26,0,0,1,11,11,0,0,0,16,15,0,0,1,0,0,0,0,0,184,177,5,2,0,146,141,3,2,0,38,36,2,0,0,52,51,1,0,0,35,34,1,0,0,1,1,0,0,0,1,1,0,0,0,15,15,0,0,0
95MM26S1,597,580,11,1,5,122,121,0,0,1,30,30,0,0,0,92,91,0,0,1,395,382,9,1,3,13,13,0,0,0,204,200,2,1,1,37,37,0,0,0,101,100,0,1,0,66,63,2,0,1,21,20,0,0,1,9,9,0,0,0,12,11,0,0,1,0,0,0,0,0,157,149,7,0,1,116,109,6,0,1,41,40,1,0,0,80,77,2,0,1,40,38,1,0,1,1,1,0,0,0,2,2,0,0,0,37,36,1,0,0
95MM26S2,459,441,11,2,5,74,71,2,0,1,26,26,0,0,0,48,45,2,0,1,347,332,9,2,4,28,28,0,0,0,246,232,9,2,3,63,59,4,0,0,113,107,2,1,3,70,66,3,1,0,12,11,0,0,1,7,7,0,0,0,3,2,0,0,1,2,2,0,0,0,61,61,0,0,0,35,35,0,0,0,26,26,0,0,0,38,38,0,0,0,21,21,0,0,0,0,0,0,0,0,2,2,0,0,0,15,15,0,0,0
