GeographyCode,DC6202NI0001,DC6202NI0002,DC6202NI0003,DC6202NI0004,DC6202NI0005,DC6202NI0006,DC6202NI0007,DC6202NI0008,DC6202NI0009,DC6202NI0010,DC6202NI0011,DC6202NI0012,DC6202NI0013,DC6202NI0014,DC6202NI0015
95CC11W1,1482,146,1336,1347,128,1219,113,18,95,0,0,0,22,0,22
95CC12W1,2119,331,1788,984,149,835,1096,175,921,11,2,9,28,5,23
95CC13W1,1923,312,1611,995,152,843,892,156,736,13,4,9,23,0,23
95CC14W1,2328,339,1989,244,35,209,1975,291,1684,30,5,25,79,8,71
95CC15W1,2228,357,1871,884,126,758,1284,220,1064,15,7,8,45,4,41
95CC16W1,2155,321,1834,337,33,304,1745,282,1463,14,2,12,59,4,55
95CC17W1,2117,357,1760,1409,237,1172,665,113,552,16,3,13,27,4,23
95CC18W1,1899,331,1568,975,155,820,846,160,686,24,4,20,54,12,42
95CC19W1,2070,344,1726,709,113,596,1297,222,1075,7,3,4,57,6,51
95CC20S1,997,176,821,54,10,44,905,160,745,4,2,2,34,4,30
95CC20S2,1345,185,1160,108,2,106,1169,179,990,14,0,14,54,4,50
95CC21W1,2289,353,1936,312,30,282,1884,313,1571,10,1,9,83,9,74
95CC22W1,1466,180,1286,330,42,288,1053,124,929,15,3,12,68,11,57
95DD01W1,1765,316,1449,267,36,231,1429,265,1164,19,5,14,50,10,40
95DD02S1,1182,139,1043,37,2,35,1091,130,961,12,1,11,42,6,36
95DD02S2,1859,298,1561,147,18,129,1650,268,1382,11,5,6,51,7,44
95DD03W1,2779,515,2264,448,62,386,2126,430,1696,38,7,31,167,16,151
95DD04W1,1512,135,1377,108,9,99,1296,116,1180,20,2,18,88,8,80
95DD05W1,1330,114,1216,87,10,77,1153,94,1059,19,6,13,71,4,67
95DD06W1,2216,358,1858,436,56,380,1673,287,1386,22,2,20,85,13,72
95DD07S1,1320,237,1083,77,10,67,1174,217,957,7,2,5,62,8,54
95DD07S2,1390,244,1146,67,11,56,1269,228,1041,4,3,1,50,2,48
95DD08W1,1842,173,1669,719,70,649,990,93,897,21,2,19,112,8,104
95DD09W1,2059,364,1695,128,15,113,1858,344,1514,13,3,10,60,2,58
95DD10W1,2297,285,2012,93,9,84,2075,262,1813,29,8,21,100,6,94
95DD11W1,1718,167,1551,945,91,854,674,69,605,9,0,9,90,7,83
95DD12W1,2069,352,1717,285,58,227,1701,283,1418,13,2,11,70,9,61
95DD13W1,1435,158,1277,812,103,709,553,48,505,10,1,9,60,6,54
95DD14S1,1252,203,1049,51,5,46,1137,184,953,16,3,13,48,11,37
95DD14S2,1348,312,1036,134,23,111,1156,285,871,15,1,14,43,3,40
95DD15W1,2606,467,2139,1523,278,1245,1023,175,848,17,6,11,43,8,35
95DD16W1,2368,382,1986,293,43,250,1983,325,1658,23,3,20,69,11,58
95DD17W1,2658,474,2184,1033,197,836,1545,261,1284,15,2,13,65,14,51
95DD18W1,1635,220,1415,137,13,124,1392,196,1196,23,1,22,83,10,73
95DD19S1,1472,157,1315,70,8,62,1348,142,1206,7,2,5,47,5,42
95DD19S2,1189,187,1002,78,16,62,1055,158,897,13,4,9,43,9,34
95DD20W1,1442,139,1303,110,9,101,1248,123,1125,8,0,8,76,7,69
95DD21W1,1744,222,1522,590,76,514,1037,138,899,19,3,16,98,5,93
95DD22S1,1275,205,1070,455,70,385,792,131,661,9,3,6,19,1,18
95DD22S2,1244,189,1055,405,63,342,814,121,693,5,1,4,20,4,16
95DD23W1,2027,335,1692,261,38,223,1674,282,1392,14,5,9,78,10,68
95DD24W1,2152,293,1859,1413,206,1207,659,79,580,8,1,7,72,7,65
95EE01W1,1421,196,1225,1288,176,1112,119,20,99,0,0,0,14,0,14
95EE02W1,1644,235,1409,105,13,92,1472,212,1260,10,1,9,57,9,48
95EE03W1,1605,212,1393,269,32,237,1252,170,1082,11,5,6,73,5,68
95EE04W1,1602,226,1376,619,76,543,935,141,794,6,2,4,42,7,35
95EE05W1,1243,174,1069,126,17,109,1061,153,908,12,0,12,44,4,40
95EE06W1,1700,245,1455,1386,198,1188,294,46,248,4,0,4,16,1,15
95EE07W1,1407,155,1252,239,25,214,1095,122,973,16,1,15,57,7,50
95EE08W1,1457,231,1226,227,23,204,1152,194,958,19,6,13,59,8,51
95EE09W1,1500,265,1235,518,67,451,913,181,732,10,4,6,59,13,46
95EE10W1,1388,159,1229,802,88,714,557,66,491,11,4,7,18,1,17
95EE11W1,1339,214,1125,443,55,388,847,151,696,9,0,9,40,8,32
95EE12W1,1968,206,1762,254,15,239,1617,183,1434,11,2,9,86,6,80
95EE13W1,1280,179,1101,292,34,258,928,140,788,15,1,14,45,4,41
95EE14W1,2083,288,1795,275,41,234,1702,236,1466,17,3,14,89,8,81
95EE15W1,1357,228,1129,274,43,231,1020,171,849,6,2,4,57,12,45
95EE16W1,1614,226,1388,439,42,397,1126,177,949,12,2,10,37,5,32
95FF01S1,1671,262,1409,452,67,385,1123,175,948,18,6,12,78,14,64
95FF01S2,1989,333,1656,654,106,548,1229,215,1014,13,2,11,93,10,83
95FF02W1,2105,355,1750,1186,182,1004,860,163,697,5,1,4,54,9,45
95FF03W1,2304,287,2017,889,114,775,1299,161,1138,18,2,16,98,10,88
95FF04W1,2038,378,1660,725,130,595,1240,241,999,14,2,12,59,5,54
95FF05W1,2045,265,1780,380,34,346,1544,213,1331,25,2,23,96,16,80
95FF06S1,1586,213,1373,242,26,216,1216,171,1045,18,2,16,110,14,96
95FF06S2,1507,303,1204,202,36,166,1232,257,975,16,4,12,57,6,51
95FF07W1,2091,218,1873,993,90,903,1005,115,890,9,4,5,84,9,75
95FF08W1,1941,256,1685,543,60,483,1321,189,1132,12,1,11,65,6,59
95FF09W1,1935,230,1705,747,81,666,1094,137,957,19,3,16,75,9,66
95FF10W1,2625,413,2212,369,70,299,2118,330,1788,13,2,11,125,11,114
95FF11W1,2014,323,1691,587,91,496,1344,221,1123,21,3,18,62,8,54
95FF12W1,2184,325,1859,1162,172,990,946,147,799,19,0,19,57,6,51
95FF13W1,2087,366,1721,709,113,596,1303,236,1067,11,3,8,64,14,50
95FF14W1,1917,390,1527,259,35,224,1567,340,1227,20,4,16,71,11,60
95FF15W1,2144,265,1879,792,82,710,1272,174,1098,17,5,12,63,4,59
95FF16W1,1910,319,1591,420,51,369,1411,261,1150,11,1,10,68,6,62
95FF17W1,1434,135,1299,511,47,464,836,79,757,16,2,14,71,7,64
95GG01S1,1507,172,1335,1438,160,1278,56,11,45,2,0,2,11,1,10
95GG01S2,1293,146,1147,1229,139,1090,48,3,45,1,0,1,15,4,11
95GG01S3,1351,181,1170,1276,168,1108,49,6,43,6,0,6,20,7,13
95GG02S1,1326,121,1205,1234,108,1126,77,9,68,3,0,3,12,4,8
95GG02S2,1469,124,1345,1337,111,1226,92,7,85,5,1,4,35,5,30
95GG02S3,1659,134,1525,1556,116,1440,69,13,56,5,0,5,29,5,24
95GG03S1,1603,368,1235,304,59,245,1142,274,868,27,7,20,130,28,102
95GG03S2,1520,374,1146,248,58,190,1096,270,826,38,15,23,138,31,107
95GG03S3,1774,335,1439,260,46,214,1285,247,1038,27,5,22,202,37,165
95GG04S1,1356,131,1225,830,78,752,440,41,399,30,3,27,56,9,47
95GG04S2,1151,102,1049,883,78,805,236,20,216,6,1,5,26,3,23
95GG04S3,1355,107,1248,180,22,158,1037,71,966,19,4,15,119,10,109
95GG05S1,1514,302,1212,1011,211,800,358,69,289,35,4,31,110,18,92
95GG05S2,1721,352,1369,1006,202,804,500,106,394,34,8,26,181,36,145
95GG05S3,1808,349,1459,902,181,721,590,107,483,59,11,48,257,50,207
95GG06S1,1529,121,1408,92,15,77,1323,98,1225,14,1,13,100,7,93
95GG06S2,1486,160,1326,129,15,114,1262,131,1131,18,0,18,77,14,63
95GG06S3,1488,202,1286,119,18,101,1271,169,1102,19,7,12,79,8,71
95GG07S1,1487,170,1317,1342,150,1192,114,13,101,6,1,5,25,6,19
95GG07S2,1399,124,1275,1270,111,1159,80,11,69,14,1,13,35,1,34
95GG07S3,1356,90,1266,1260,79,1181,71,7,64,7,1,6,18,3,15
95GG08S1,1113,167,946,857,129,728,218,30,188,12,2,10,26,6,20
95GG08S2,1371,131,1240,842,83,759,456,29,427,14,4,10,59,15,44
95GG08S3,1386,183,1203,752,101,651,529,66,463,23,5,18,82,11,71
95GG09S1,1721,405,1316,138,25,113,1458,357,1101,16,3,13,109,20,89
95GG09S2,1635,239,1396,143,17,126,1351,205,1146,15,1,14,126,16,110
95GG09S3,1662,206,1456,154,23,131,1360,164,1196,12,1,11,136,18,118
95GG10S1,1568,185,1383,234,36,198,1135,122,1013,22,8,14,177,19,158
95GG10S2,1820,269,1551,253,51,202,1344,185,1159,44,8,36,179,25,154
95GG11S1,1562,180,1382,252,37,215,1106,115,991,19,5,14,185,23,162
95GG11S2,1370,305,1065,186,33,153,1065,244,821,23,5,18,96,23,73
95GG11S3,1612,218,1394,294,42,252,1131,155,976,29,5,24,158,16,142
95GG12S1,1453,420,1033,677,201,476,495,153,342,62,8,54,219,58,161
95GG12S2,1855,502,1353,1116,309,807,489,133,356,72,11,61,178,49,129
95GG12S3,1394,348,1046,926,217,709,286,86,200,34,8,26,148,37,111
95GG12S4,1636,466,1170,864,229,635,432,141,291,82,21,61,258,75,183
95GG12S5,1733,255,1478,1313,181,1132,259,46,213,44,12,32,117,16,101
95GG13S1,1089,123,966,200,36,164,787,80,707,23,2,21,79,5,74
95GG13S2,1360,267,1093,859,196,663,443,62,381,18,5,13,40,4,36
95GG13S3,1371,166,1205,329,51,278,961,103,858,13,1,12,68,11,57
95GG14S1,1292,245,1047,605,115,490,639,121,518,10,2,8,38,7,31
95GG14S2,1294,297,997,994,225,769,240,66,174,15,3,12,45,3,42
95GG14S3,1304,283,1021,538,141,397,712,135,577,13,2,11,41,5,36
95GG15S1,1610,386,1224,212,50,162,1291,318,973,12,3,9,95,15,80
95GG15S2,1677,329,1348,261,44,217,1267,262,1005,13,1,12,136,22,114
95GG15S3,1614,249,1365,186,24,162,1304,203,1101,16,6,10,108,16,92
95GG16S1,1596,244,1352,1255,191,1064,229,30,199,23,9,14,89,14,75
95GG16S2,1581,254,1327,1282,200,1082,207,29,178,16,3,13,76,22,54
95GG16S3,1166,218,948,707,151,556,359,50,309,28,4,24,72,13,59
95GG17S1,1450,166,1284,1289,145,1144,95,9,86,19,3,16,47,9,38
95GG17S2,1328,189,1139,1029,145,884,262,40,222,6,0,6,31,4,27
95GG17S3,1270,107,1163,539,55,484,670,46,624,4,2,2,57,4,53
95GG18S1,1905,145,1760,1739,131,1608,114,7,107,13,1,12,39,6,33
95GG18S2,1936,206,1730,1745,174,1571,137,24,113,15,2,13,39,6,33
95GG19S1,1695,56,1639,93,5,88,1528,48,1480,13,0,13,61,3,58
95GG19S2,1924,128,1796,256,23,233,1557,96,1461,10,0,10,101,9,92
95GG20S1,2375,260,2115,627,100,527,1455,122,1333,61,9,52,232,29,203
95GG20S2,1617,145,1472,291,29,262,1192,106,1086,27,2,25,107,8,99
95GG21S1,1212,92,1120,1106,78,1028,90,14,76,2,0,2,14,0,14
95GG21S2,1305,102,1203,1187,92,1095,100,10,90,4,0,4,14,0,14
95GG21S3,1617,145,1472,1329,111,1218,126,15,111,91,8,83,71,11,60
95GG22S1,1393,208,1185,1300,195,1105,53,5,48,12,4,8,28,4,24
95GG22S2,1620,172,1448,1547,157,1390,52,9,43,9,3,6,12,3,9
95GG22S3,1387,158,1229,1320,152,1168,47,5,42,8,1,7,12,0,12
95GG23S1,1160,200,960,380,76,304,692,107,585,33,6,27,55,11,44
95GG23S2,1269,261,1008,929,198,731,287,55,232,17,1,16,36,7,29
95GG23S3,1337,233,1104,454,79,375,771,137,634,37,10,27,75,7,68
95GG24S1,1186,201,985,656,134,522,464,56,408,22,6,16,44,5,39
95GG24S2,1279,163,1116,166,20,146,1008,128,880,7,0,7,98,15,83
95GG24S3,1291,206,1085,673,134,539,538,59,479,11,3,8,69,10,59
95GG25S1,1742,196,1546,1656,182,1474,60,10,50,14,3,11,12,1,11
95GG25S2,1509,190,1319,1446,184,1262,43,2,41,5,1,4,15,3,12
95GG25S3,1232,159,1073,1175,149,1026,32,5,27,7,1,6,18,4,14
95GG26S1,1560,138,1422,116,12,104,1346,112,1234,15,3,12,83,11,72
95GG26S2,1430,123,1307,410,44,366,951,70,881,16,4,12,53,5,48
95GG27S1,1150,137,1013,1051,126,925,81,6,75,5,3,2,13,2,11
95GG27S2,1207,105,1102,1144,96,1048,54,8,46,0,0,0,9,1,8
95GG27S3,1413,142,1271,1342,136,1206,50,4,46,3,1,2,18,1,17
95GG27S4,1287,103,1184,1170,96,1074,94,3,91,4,0,4,19,4,15
95GG28S1,1651,164,1487,78,3,75,1454,155,1299,10,1,9,109,5,104
95GG28S2,1393,145,1248,227,23,204,1090,116,974,18,2,16,58,4,54
95GG28S3,1349,91,1258,113,13,100,1173,72,1101,12,1,11,51,5,46
95GG29S1,1754,163,1591,218,32,186,1260,103,1157,110,10,100,166,18,148
95GG29S2,2238,324,1914,342,55,287,1610,223,1387,62,9,53,224,37,187
95GG30S1,1315,175,1140,90,16,74,1096,145,951,21,4,17,108,10,98
95GG30S2,1347,295,1052,185,45,140,1027,222,805,16,2,14,119,26,93
95GG30S3,1285,188,1097,54,9,45,1150,172,978,15,0,15,66,7,59
95GG31S1,1760,234,1526,1660,212,1448,64,16,48,8,1,7,28,5,23
95GG31S2,1652,195,1457,1184,145,1039,398,43,355,16,2,14,54,5,49
95GG31S3,1703,174,1529,1532,155,1377,130,17,113,7,0,7,34,2,32
95GG32S1,2308,241,2067,1562,158,1404,635,71,564,18,5,13,93,7,86
95GG32S2,1250,114,1136,204,20,184,972,88,884,9,0,9,65,6,59
95GG32S3,1357,189,1168,429,72,357,858,106,752,9,1,8,61,10,51
95GG33S1,1595,429,1166,1067,253,814,449,156,293,26,6,20,53,14,39
95GG33S2,1338,323,1015,792,170,622,453,134,319,36,8,28,57,11,46
95GG33S3,1601,405,1196,829,190,639,595,160,435,47,16,31,130,39,91
95GG34S1,1150,157,993,200,30,170,858,112,746,35,8,27,57,7,50
95GG34S2,1334,230,1104,1257,218,1039,56,8,48,10,4,6,11,0,11
95GG34S3,1573,282,1291,992,175,817,494,92,402,18,4,14,69,11,58
95GG35S1,1606,127,1479,1390,104,1286,164,16,148,9,0,9,43,7,36
95GG35S2,1206,102,1104,1122,88,1034,65,10,55,8,1,7,11,3,8
95GG35S3,1119,91,1028,998,67,931,79,14,65,17,4,13,25,6,19
95GG36S1,1481,229,1252,226,28,198,1098,172,926,23,7,16,134,22,112
95GG36S2,1582,302,1280,151,21,130,1309,261,1048,20,1,19,102,19,83
95GG36S3,1562,260,1302,135,22,113,1296,219,1077,18,4,14,113,15,98
95GG37S1,1714,437,1277,838,204,634,699,191,508,18,3,15,159,39,120
95GG37S2,1545,296,1249,418,73,345,939,180,759,39,12,27,149,31,118
95GG37S3,1859,295,1564,729,109,620,927,147,780,41,6,35,162,33,129
95GG38S1,2633,594,2039,1459,357,1102,907,179,728,67,19,48,200,39,161
95GG38S2,1591,306,1285,873,173,700,584,107,477,26,6,20,108,20,88
95GG38S3,1287,254,1033,876,188,688,336,55,281,11,1,10,64,10,54
95GG39S1,2034,267,1767,1145,133,1012,492,74,418,245,34,211,152,26,126
95GG39S2,2327,300,2027,765,104,661,1178,150,1028,68,11,57,316,35,281
95GG39S3,1773,266,1507,244,45,199,1289,171,1118,79,19,60,161,31,130
95GG40S1,1294,69,1225,81,5,76,1139,56,1083,11,3,8,63,5,58
95GG40S2,1726,107,1619,137,6,131,1482,93,1389,13,5,8,94,3,91
95GG41S1,1619,428,1191,138,26,112,1379,389,990,12,2,10,90,11,79
95GG41S2,1246,376,870,152,46,106,1001,311,690,12,1,11,81,18,63
95GG41S3,1658,363,1295,280,64,216,1201,266,935,26,6,20,151,27,124
95GG42S1,1472,356,1116,691,154,537,641,170,471,39,11,28,101,21,80
95GG42S2,1708,721,987,816,328,488,602,274,328,75,29,46,215,90,125
95GG42S3,2062,678,1384,904,246,658,901,360,541,37,13,24,220,59,161
95GG42S4,1878,434,1444,866,200,666,775,185,590,61,18,43,176,31,145
95GG43S1,1259,141,1118,113,12,101,968,106,862,29,9,20,149,14,135
95GG43S2,1396,177,1219,115,11,104,1130,146,984,21,7,14,130,13,117
95GG43S3,1432,195,1237,156,24,132,1113,149,964,23,6,17,140,16,124
95GG44S1,2316,207,2109,372,42,330,1623,137,1486,34,4,30,287,24,263
95GG44S2,2168,236,1932,355,46,309,1531,158,1373,27,10,17,255,22,233
95GG45S1,1408,336,1072,623,165,458,669,147,522,54,10,44,62,14,48
95GG45S2,1226,121,1105,123,12,111,1022,100,922,10,4,6,71,5,66
95GG45S3,1322,242,1080,417,95,322,766,129,637,32,7,25,107,11,96
95GG46S1,1348,133,1215,1269,116,1153,61,15,46,1,0,1,17,2,15
95GG46S2,1418,134,1284,1329,124,1205,68,6,62,5,1,4,16,3,13
95GG46S3,1326,116,1210,1247,106,1141,51,5,46,5,0,5,23,5,18
95GG47S1,1831,218,1613,1579,172,1407,160,27,133,21,7,14,71,12,59
95GG47S2,1373,163,1210,1252,137,1115,83,20,63,8,3,5,30,3,27
95GG47S3,1425,208,1217,1236,176,1060,104,15,89,12,5,7,73,12,61
95GG48S1,1222,93,1129,1123,77,1046,68,11,57,6,1,5,25,4,21
95GG48S2,1661,122,1539,1564,107,1457,68,9,59,3,1,2,26,5,21
95GG48S3,1259,95,1164,1164,81,1083,72,12,60,3,0,3,20,2,18
95GG49S1,1441,336,1105,743,182,561,547,127,420,35,6,29,116,21,95
95GG49S2,2123,597,1526,941,236,705,807,275,532,120,24,96,255,62,193
95GG49S3,1976,512,1464,652,140,512,957,305,652,156,21,135,211,46,165
95GG49S4,1935,523,1412,764,177,587,851,269,582,82,18,64,238,59,179
95GG50S1,1275,177,1098,244,45,199,842,101,741,31,5,26,158,26,132
95GG50S2,1637,181,1456,319,35,284,1095,118,977,48,12,36,175,16,159
95GG50S3,1565,177,1388,336,52,284,988,100,888,44,7,37,197,18,179
95GG51S1,1081,94,987,79,10,69,920,74,846,13,1,12,69,9,60
95GG51S2,1143,78,1065,48,4,44,1049,72,977,8,1,7,38,1,37
95GG51S3,1095,78,1017,48,5,43,1000,67,933,1,0,1,46,6,40
95HH01W1,1711,283,1428,262,41,221,1300,205,1095,14,4,10,135,33,102
95HH02S1,1088,197,891,77,20,57,921,164,757,10,2,8,80,11,69
95HH02S2,1205,207,998,69,6,63,1047,185,862,7,3,4,82,13,69
95HH03W1,1404,259,1145,147,35,112,1183,213,970,7,1,6,67,10,57
95HH04S1,1378,197,1181,130,19,111,1123,165,958,16,3,13,109,10,99
95HH04S2,1153,174,979,54,5,49,1037,161,876,9,1,8,53,7,46
95HH05W1,1630,136,1494,102,7,95,1364,114,1250,8,0,8,156,15,141
95HH06S1,1655,260,1395,103,12,91,1423,227,1196,17,6,11,112,15,97
95HH06S2,1956,302,1654,144,24,120,1631,255,1376,23,10,13,158,13,145
95HH07W1,1234,139,1095,89,6,83,1034,118,916,12,1,11,99,14,85
95HH08W1,2169,410,1759,334,64,270,1647,324,1323,18,1,17,170,21,149
95HH09W1,2301,300,2001,339,43,296,1702,216,1486,40,8,32,220,33,187
95HH10W1,1923,396,1527,207,33,174,1570,344,1226,17,2,15,129,17,112
95HH11W1,1143,87,1056,81,6,75,955,75,880,10,0,10,97,6,91
95HH12W1,1252,168,1084,73,11,62,1048,141,907,10,0,10,121,16,105
95HH13W1,1052,94,958,57,6,51,893,82,811,5,0,5,97,6,91
95HH14W1,1281,141,1140,128,18,110,1045,110,935,11,0,11,97,13,84
95HH15W1,2154,279,1875,207,26,181,1782,240,1542,31,3,28,134,10,124
95HH16W1,1767,333,1434,333,49,284,1249,250,999,31,7,24,154,27,127
95HH17W1,1953,315,1638,126,12,114,1693,281,1412,16,1,15,118,21,97
95II01S1,1282,208,1074,71,12,59,1091,175,916,11,4,7,109,17,92
95II01S2,1313,306,1007,52,11,41,1182,286,896,17,3,14,62,6,56
95II02S1,1385,253,1132,650,141,509,629,93,536,29,4,25,77,15,62
95II02S2,1309,212,1097,366,64,302,829,131,698,29,4,25,85,13,72
95II02S3,1283,226,1057,206,50,156,973,158,815,23,5,18,81,13,68
95II03S1,1290,242,1048,616,117,499,567,111,456,20,1,19,87,13,74
95II03S2,1462,219,1243,595,76,519,744,125,619,25,5,20,98,13,85
95II04S1,1838,300,1538,95,14,81,1608,272,1336,14,5,9,121,9,112
95II04S2,1528,173,1355,58,4,54,1329,147,1182,20,5,15,121,17,104
95II05S1,1324,284,1040,803,189,614,456,83,373,14,2,12,51,10,41
95II05S2,1530,220,1310,522,76,446,912,135,777,24,3,21,72,6,66
95II06S1,1169,219,950,523,88,435,575,116,459,20,6,14,51,9,42
