GeographyCode,DC2122NI0001,DC2122NI0002,DC2122NI0003,DC2122NI0004,DC2122NI0005,DC2122NI0006,DC2122NI0007,DC2122NI0008,DC2122NI0009,DC2122NI0010,DC2122NI0011,DC2122NI0012,DC2122NI0013,DC2122NI0014,DC2122NI0015,DC2122NI0016,DC2122NI0017,DC2122NI0018,DC2122NI0019,DC2122NI0020,DC2122NI0021,DC2122NI0022,DC2122NI0023,DC2122NI0024,DC2122NI0025,DC2122NI0026,DC2122NI0027,DC2122NI0028,DC2122NI0029,DC2122NI0030,DC2122NI0031,DC2122NI0032,DC2122NI0033,DC2122NI0034,DC2122NI0035,DC2122NI0036,DC2122NI0037,DC2122NI0038,DC2122NI0039,DC2122NI0040,DC2122NI0041,DC2122NI0042,DC2122NI0043,DC2122NI0044,DC2122NI0045,DC2122NI0046,DC2122NI0047,DC2122NI0048,DC2122NI0049,DC2122NI0050,DC2122NI0051,DC2122NI0052,DC2122NI0053,DC2122NI0054,DC2122NI0055,DC2122NI0056,DC2122NI0057,DC2122NI0058,DC2122NI0059,DC2122NI0060,DC2122NI0061,DC2122NI0062,DC2122NI0063,DC2122NI0064,DC2122NI0065,DC2122NI0066,DC2122NI0067,DC2122NI0068,DC2122NI0069,DC2122NI0070,DC2122NI0071,DC2122NI0072,DC2122NI0073,DC2122NI0074,DC2122NI0075,DC2122NI0076,DC2122NI0077,DC2122NI0078,DC2122NI0079,DC2122NI0080,DC2122NI0081,DC2122NI0082,DC2122NI0083,DC2122NI0084,DC2122NI0085,DC2122NI0086,DC2122NI0087,DC2122NI0088,DC2122NI0089,DC2122NI0090,DC2122NI0091,DC2122NI0092,DC2122NI0093,DC2122NI0094,DC2122NI0095,DC2122NI0096,DC2122NI0097,DC2122NI0098,DC2122NI0099,DC2122NI0100,DC2122NI0101,DC2122NI0102,DC2122NI0103,DC2122NI0104,DC2122NI0105,DC2122NI0106,DC2122NI0107,DC2122NI0108,DC2122NI0109,DC2122NI0110,DC2122NI0111,DC2122NI0112,DC2122NI0113,DC2122NI0114,DC2122NI0115,DC2122NI0116,DC2122NI0117,DC2122NI0118,DC2122NI0119,DC2122NI0120,DC2122NI0121,DC2122NI0122,DC2122NI0123,DC2122NI0124,DC2122NI0125,DC2122NI0126,DC2122NI0127,DC2122NI0128,DC2122NI0129,DC2122NI0130,DC2122NI0131,DC2122NI0132,DC2122NI0133,DC2122NI0134,DC2122NI0135,DC2122NI0136,DC2122NI0137,DC2122NI0138,DC2122NI0139,DC2122NI0140,DC2122NI0141,DC2122NI0142,DC2122NI0143,DC2122NI0144,DC2122NI0145,DC2122NI0146,DC2122NI0147,DC2122NI0148,DC2122NI0149,DC2122NI0150
WELB,225842,151194,69757,1282,3609,111009,73330,34880,670,2129,114833,77864,34877,612,1480,114556,73086,39044,742,1684,57246,35940,19903,390,1013,57310,37146,19141,352,671,103254,65812,35557,681,1204,51639,32386,18145,357,751,51615,33426,17412,324,453,11302,7274,3487,61,480,5607,3554,1758,33,262,5695,3720,1729,28,218,111286,78108,30713,540,1925,53763,37390,14977,280,1116,57523,40718,15736,260,809,77534,55771,19989,317,1457,42247,29767,11417,197,866,35287,26004,8572,120,591,2714,1820,764,42,88,1416,949,381,22,64,1298,871,383,20,24,8303,6293,1868,42,100,3147,2302,777,16,52,5156,3991,1091,26,48,9319,5941,3092,90,196,3796,2387,1280,36,93,5523,3554,1812,54,103,13416,8283,5000,49,84,3157,1985,1122,9,41,10259,6298,3878,40,43
UKN01,224006,107452,99184,3766,13604,106551,50030,46546,2127,7848,117455,57422,52638,1639,5756,92136,40765,44314,1906,5151,46243,19836,22463,992,2952,45893,20929,21851,914,2199,75410,33323,37447,1641,2999,37737,16207,18940,849,1741,37673,17116,18507,792,1258,16726,7442,6867,265,2152,8506,3629,3523,143,1211,8220,3813,3344,122,941,131870,66687,54870,1860,8453,60308,30194,24083,1135,4896,71562,36493,30787,725,3557,90726,47945,34477,1213,7091,46122,23754,17369,776,4223,44604,24191,17108,437,2868,2602,1245,928,202,227,1437,650,478,163,146,1165,595,450,39,81,10773,6048,4194,160,371,4073,2201,1602,97,173,6700,3847,2592,63,198,12050,4948,6377,174,551,5022,2056,2606,81,279,7028,2892,3771,93,272,15719,6501,8894,111,213,3654,1533,2028,18,75,12065,4968,6866,93,138
UKN02,305528,68695,213417,3220,20196,145219,31474,100749,1608,11388,160309,37221,112668,1612,8808,176662,38332,126650,1920,9760,88335,18105,63533,1004,5693,88327,20227,63117,916,4067,155730,32543,114408,1738,7041,77869,15372,57441,905,4151,77861,17171,56967,833,2890,20932,5789,12242,182,2719,10466,2733,6092,99,1542,10466,3056,6150,83,1177,128866,30363,86767,1300,10436,56884,13369,37216,604,5695,71982,16994,49551,696,4741,81516,21476,50889,704,8447,42034,10629,26206,376,4823,39482,10847,24683,328,3624,2711,643,1780,80,208,1319,322,838,47,112,1392,321,942,33,96,9842,2754,6360,130,598,3600,823,2447,58,272,6242,1931,3913,72,326,14880,2751,11084,210,835,5439,952,4025,83,379,9441,1799,7059,127,456,19917,2739,16654,176,348,4492,643,3700,40,109,15425,2096,12954,136,239
UKN03,342075,119136,204076,2915,15948,166518,57383,98614,1457,9064,175557,61753,105462,1458,6884,196867,64173,123327,1718,7649,98323,31141,61926,873,4383,98544,33032,61401,845,3266,174626,55748,111916,1556,5406,87312,27134,56252,794,3132,87314,28614,55664,762,2274,22241,8425,11411,162,2243,11011,4007,5674,79,1251,11230,4418,5737,83,992,145208,54963,80749,1197,8299,68195,26242,36688,584,4681,77013,28721,44061,613,3618,95180,38524,49355,661,6640,51429,20587,26586,371,3885,43751,17937,22769,290,2755,3150,1257,1619,80,194,1615,651,782,50,132,1535,606,837,30,62,10673,4265,5819,112,477,4283,1664,2368,54,197,6390,2601,3451,58,280,15442,4796,9735,179,732,6113,1892,3784,71,366,9329,2904,5951,108,366,20763,6121,14221,165,256,4755,1448,3168,38,101,16008,4673,11053,127,155
UKN04,222904,123751,92588,1451,5114,108779,59573,45489,760,2957,114125,64178,47099,691,2157,113859,58902,51897,828,2232,56877,28872,26266,427,1312,56982,30030,25631,401,920,101908,52756,46803,745,1604,50954,25923,23694,379,958,50954,26833,23109,366,646,11951,6146,5094,83,628,5923,2949,2572,48,354,6028,3197,2522,35,274,109045,64849,40691,623,2882,51902,30701,19223,333,1645,57143,34148,21468,290,1237,74665,46127,25917,347,2274,39942,24135,14237,224,1346,34723,21992,11680,123,928,2621,1480,987,46,108,1334,767,468,31,68,1287,713,519,15,40,8177,5425,2552,49,151,3130,1973,1070,15,72,5047,3452,1482,34,79,10319,5311,4650,112,246,4241,2155,1922,50,114,6078,3156,2728,62,132,13263,6506,6585,69,103,3255,1671,1526,13,45,10008,4835,5059,56,58
UKN05,314855,203423,103777,1765,5890,156333,100334,51694,914,3391,158522,103089,52083,851,2499,170723,106528,60312,994,2889,85324,52647,30512,509,1656,85399,53881,29800,485,1233,155136,96605,55686,896,1949,77574,47771,28194,454,1155,77562,48834,27492,442,794,15587,9923,4626,98,940,7750,4876,2318,55,501,7837,5047,2308,43,439,144132,96895,43465,771,3001,71009,47687,21182,405,1735,73123,49208,22283,366,1266,101491,70197,28525,494,2275,56641,38592,16400,289,1360,44850,31605,12125,205,915,4068,2775,1073,63,157,2183,1504,540,34,105,1885,1271,533,29,52,8768,6131,2417,46,174,3477,2363,1016,17,81,5291,3768,1401,29,93,10910,6677,3851,99,283,4564,2764,1614,49,137,6346,3913,2237,50,146,18895,11115,7599,69,112,4144,2464,1612,16,52,14751,8651,5987,53,60
95AA,40598,16352,21670,378,2198,19691,7771,10503,190,1227,20907,8581,11167,188,971,23715,9208,13112,248,1147,11842,4452,6628,126,636,11873,4756,6484,122,511,20924,8043,11806,222,853,10463,3893,5973,114,483,10461,4150,5833,108,370,2791,1165,1306,26,294,1379,559,655,12,153,1412,606,651,14,141,16883,7144,8558,130,1051,7849,3319,3875,64,591,9034,3825,4683,66,460,11247,5057,5249,79,862,5966,2622,2812,42,490,5281,2435,2437,37,372,369,158,170,7,34,187,80,84,4,19,182,78,86,3,15,1357,609,693,12,43,510,219,260,8,23,847,390,433,4,20,1745,599,1050,15,81,688,231,405,6,46,1057,368,645,9,35,2165,721,1396,17,31,498,167,314,4,13,1667,554,1082,13,18
95BB,62222,7884,49439,658,4241,30020,3745,23562,309,2404,32202,4139,25877,349,1837,37586,4473,30622,399,2092,18785,2128,15264,187,1206,18801,2345,15358,212,886,33530,3917,27743,349,1521,16770,1870,13835,166,899,16760,2047,13908,183,622,4056,556,2879,50,571,2015,258,1429,21,307,2041,298,1450,29,264,24636,3411,18817,259,2149,11235,1617,8298,122,1198,13401,1794,10519,137,951,15267,2318,11106,131,1712,8149,1237,5849,72,991,7118,1081,5257,59,721,518,82,380,18,38,261,45,181,10,25,257,37,199,8,13,1755,255,1340,28,132,699,112,525,11,51,1056,143,815,17,81,3080,298,2539,43,200,1189,119,950,18,102,1891,179,1589,25,98,4016,458,3452,39,67,937,104,793,11,29,3079,354,2659,28,38
95CC,45501,21840,22240,305,1116,22525,10722,11022,148,633,22976,11118,11218,157,483,25358,11407,13183,196,572,12665,5630,6623,98,314,12693,5777,6560,98,258,23100,10269,12275,180,376,11552,5078,6167,90,217,11548,5191,6108,90,159,2258,1138,908,16,196,1113,552,456,8,97,1145,586,452,8,99,20143,10433,9057,109,544,9860,5092,4399,50,319,10283,5341,4658,59,225,13839,7430,5914,82,413,7750,4055,3404,42,249,6089,3375,2510,40,164,516,302,183,7,24,266,161,86,2,17,250,141,97,5,7,1305,765,501,4,35,499,279,203,2,15,806,486,298,2,20,1605,701,841,10,53,693,307,353,3,30,912,394,488,7,23,2878,1235,1618,6,19,652,290,353,1,8,2226,945,1265,5,11
95DD,50553,11099,37069,432,1953,24686,5380,17993,217,1096,25867,5719,19076,215,857,29163,6077,21964,242,880,14578,2939,10999,126,514,14585,3138,10965,116,366,26186,5242,20137,216,591,13094,2560,10079,108,347,13092,2682,10058,108,244,2977,835,1827,26,289,1484,379,920,18,167,1493,456,907,8,122,21390,5022,15105,190,1073,10108,2441,6994,91,582,11282,2581,8111,99,491,14024,3555,9483,114,872,7629,1926,5161,62,480,6395,1629,4322,52,392,500,145,317,18,20,246,71,148,11,16,254,74,169,7,4,1537,357,1096,12,72,638,147,453,7,31,899,210,643,5,41,2188,448,1621,26,93,883,180,649,6,48,1305,268,972,20,45,3141,517,2588,20,16,712,117,583,5,7,2429,400,2005,15,9
95EE,24438,7530,15951,168,789,12066,3723,7813,93,437,12372,3807,8138,75,352,14169,4216,9489,94,370,7064,2071,4730,50,213,7105,2145,4759,44,157,12566,3736,8494,77,259,6283,1851,4248,39,145,6283,1885,4246,38,114,1603,480,995,17,111,781,220,482,11,68,822,260,513,6,43,10269,3314,6462,74,419,5002,1652,3083,43,224,5267,1662,3379,31,195,7013,2492,4148,38,335,3899,1360,2323,28,188,3114,1132,1825,10,147,281,105,154,7,15,131,51,67,6,7,150,54,87,1,8,563,154,382,5,22,236,63,165,2,6,327,91,217,3,16,972,207,724,11,30,426,97,304,7,18,546,110,420,4,12,1440,356,1054,13,17,310,81,224,0,5,1130,275,830,13,12
95FF,37233,11764,23732,292,1445,18378,5710,11688,151,829,18855,6054,12044,141,616,22071,6526,14680,169,696,11012,3137,7390,84,401,11059,3389,7290,85,295,19788,5691,13459,163,475,9891,2746,6790,83,272,9897,2945,6669,80,203,2283,835,1221,6,221,1121,391,600,1,129,1162,444,621,5,92,15162,5238,9052,123,749,7366,2573,4298,67,428,7796,2665,4754,56,321,10156,3664,5819,65,608,5621,2015,3203,40,363,4535,1649,2616,25,245,323,137,166,5,15,170,75,77,4,14,153,62,89,1,1,1017,370,595,11,41,441,158,260,8,15,576,212,335,3,26,1522,446,990,17,69,650,185,420,9,36,872,261,570,8,33,2144,621,1482,25,16,484,140,338,6,0,1660,481,1144,19,16
95GG,224006,107452,99184,3766,13604,106551,50030,46546,2127,7848,117455,57422,52638,1639,5756,92136,40765,44314,1906,5151,46243,19836,22463,992,2952,45893,20929,21851,914,2199,75410,33323,37447,1641,2999,37737,16207,18940,849,1741,37673,17116,18507,792,1258,16726,7442,6867,265,2152,8506,3629,3523,143,1211,8220,3813,3344,122,941,131870,66687,54870,1860,8453,60308,30194,24083,1135,4896,71562,36493,30787,725,3557,90726,47945,34477,1213,7091,46122,23754,17369,776,4223,44604,24191,17108,437,2868,2602,1245,928,202,227,1437,650,478,163,146,1165,595,450,39,81,10773,6048,4194,160,371,4073,2201,1602,97,173,6700,3847,2592,63,198,12050,4948,6377,174,551,5022,2056,2606,81,279,7028,2892,3771,93,272,15719,6501,8894,111,213,3654,1533,2028,18,75,12065,4968,6866,93,138
95HH,31084,3029,25364,311,2380,14849,1378,11968,152,1351,16235,1651,13396,159,1029,17906,1732,14935,168,1071,8967,779,7478,86,624,8939,953,7457,82,447,15868,1428,13468,156,816,7940,635,6740,81,484,7928,793,6728,75,332,2038,304,1467,12,255,1027,144,738,5,140,1011,160,729,7,115,13178,1297,10429,143,1309,5882,599,4490,66,727,7296,698,5939,77,582,8088,789,6173,68,1058,4237,429,3142,37,629,3851,360,3031,31,429,211,28,166,4,13,102,18,76,1,7,109,10,90,3,6,1140,129,913,10,88,454,44,366,4,40,686,85,547,6,48,1631,160,1339,35,97,604,66,479,15,44,1027,94,860,20,53,2108,191,1838,26,53,485,42,427,9,7,1623,149,1411,17,46
95II,53662,11113,38380,660,3509,25358,5028,18022,317,1991,28304,6085,20358,343,1518,31172,7011,22064,392,1705,15624,3289,11118,201,1016,15548,3722,10946,191,689,27606,6007,19982,359,1258,13803,2789,10087,183,744,13803,3218,9895,176,514,3566,1004,2082,33,447,1821,500,1031,18,272,1745,504,1051,15,175,22490,4102,16316,268,1804,9734,1739,6904,116,975,12756,2363,9412,152,829,14174,3091,9484,152,1447,7176,1454,4838,74,810,6998,1637,4646,78,637,466,90,310,16,50,219,38,139,13,29,247,52,171,3,21,1451,234,1097,28,92,545,74,416,11,44,906,160,681,17,48,2520,334,2020,35,131,919,98,744,9,68,1601,236,1276,26,63,3879,353,3405,37,84,875,75,767,9,24,3004,278,2638,28,60
95JJ,46325,12566,31416,424,1919,22358,6002,15058,208,1090,23967,6564,16358,216,829,25392,6590,17748,226,828,12689,3169,8936,109,475,12703,3421,8812,117,353,22534,5731,16009,202,592,11260,2773,8045,96,346,11274,2958,7964,106,246,2858,859,1739,24,236,1429,396,891,13,129,1429,463,848,11,107,20933,5976,13668,198,1091,9669,2833,6122,99,615,11264,3143,7546,99,476,13713,4255,8471,107,880,7201,2211,4402,66,522,6512,2044,4069,41,358,582,198,348,9,27,311,119,173,6,13,271,79,175,3,14,1273,355,845,17,56,527,152,342,3,30,746,203,503,14,26,2362,547,1680,38,97,949,207,682,19,41,1413,340,998,19,56,3003,621,2324,27,31,681,144,523,5,9,2322,477,1801,22,22
95KK,28427,16468,11223,149,587,14065,8081,5554,84,346,14362,8387,5669,65,241,15548,8686,6490,85,287,7766,4290,3279,45,152,7782,4396,3211,40,135,14198,7920,5996,79,203,7100,3921,3026,42,111,7098,3999,2970,37,92,1350,766,494,6,84,666,369,253,3,41,684,397,241,3,43,12879,7782,4733,64,300,6299,3791,2275,39,194,6580,3991,2458,25,106,9148,5779,3098,40,231,5024,3097,1742,28,157,4124,2682,1356,12,74,357,217,115,11,14,182,108,58,3,13,175,109,57,8,1,780,473,282,4,21,328,194,119,2,13,452,279,163,2,8,978,483,462,7,26,430,227,192,5,6,548,256,270,2,20,1616,830,776,2,8,335,165,164,1,5,1281,665,612,1,3
95LL,71997,32454,35928,664,2951,35051,15772,17241,350,1688,36946,16682,18687,314,1263,40075,17064,21257,382,1372,20015,8374,10662,198,781,20060,8690,10595,184,591,34842,14431,19150,355,906,17417,7114,9604,186,513,17425,7317,9546,169,393,5233,2633,2107,27,466,2598,1260,1058,12,268,2635,1373,1049,15,198,31922,15390,14671,282,1579,15036,7398,6579,152,907,16886,7992,8092,130,672,21019,10764,8873,161,1221,11394,5779,4780,97,738,9625,4985,4093,64,483,680,346,254,26,54,363,186,121,19,37,317,160,133,7,17,2480,1274,1084,29,93,986,482,449,14,41,1494,792,635,15,52,3442,1379,1878,32,153,1337,551,703,15,68,2105,828,1175,17,85,4301,1627,2582,34,58,956,400,526,7,23,3345,1227,2056,27,35
