GeographyCode,DC2503NI0001,DC2503NI0002,DC2503NI0003,DC2503NI0004,DC2503NI0005,DC2503NI0006,DC2503NI0007,DC2503NI0008,DC2503NI0009,DC2503NI0010,DC2503NI0011,DC2503NI0012,DC2503NI0013,DC2503NI0014,DC2503NI0015,DC2503NI0016,DC2503NI0017,DC2503NI0018,DC2503NI0019,DC2503NI0020,DC2503NI0021,DC2503NI0022,DC2503NI0023,DC2503NI0024,DC2503NI0025,DC2503NI0026,DC2503NI0027,DC2503NI0028,DC2503NI0029,DC2503NI0030,DC2503NI0031,DC2503NI0032,DC2503NI0033,DC2503NI0034,DC2503NI0035,DC2503NI0036,DC2503NI0037,DC2503NI0038,DC2503NI0039,DC2503NI0040,DC2503NI0041,DC2503NI0042,DC2503NI0043,DC2503NI0044,DC2503NI0045,DC2503NI0046,DC2503NI0047,DC2503NI0048,DC2503NI0049,DC2503NI0050,DC2503NI0051,DC2503NI0052,DC2503NI0053,DC2503NI0054,DC2503NI0055,DC2503NI0056,DC2503NI0057,DC2503NI0058,DC2503NI0059,DC2503NI0060,DC2503NI0061,DC2503NI0062,DC2503NI0063,DC2503NI0064,DC2503NI0065,DC2503NI0066,DC2503NI0067,DC2503NI0068,DC2503NI0069,DC2503NI0070,DC2503NI0071,DC2503NI0072
95BB,62813,16755,8030,10318,3507,7747,14010,2446,56478,15440,7257,9391,3296,7057,12181,1856,2870,583,397,486,93,348,871,92,730,189,89,113,35,79,195,30,148,30,30,14,6,16,46,6,752,232,48,74,21,62,239,76,326,42,48,70,12,49,70,35,498,71,37,33,10,30,99,218,1011,168,124,137,34,106,309,133
95CC,46195,14021,5139,7072,1977,5411,10267,2308,40311,12536,4608,6415,1807,4839,8839,1267,1510,345,192,256,63,189,401,64,294,73,34,48,13,30,84,12,74,8,9,5,1,18,29,4,1681,607,119,147,46,148,414,200,158,16,20,16,4,19,60,23,1584,346,107,122,26,102,216,665,583,90,50,63,17,66,224,73
95DD,51185,16116,5540,7595,2357,5914,11263,2400,45895,14981,4995,6958,2205,5402,9911,1443,1577,330,223,255,60,189,458,62,542,165,52,70,21,68,151,15,67,12,6,10,2,11,22,4,486,148,39,41,13,42,154,49,236,58,26,36,5,35,44,32,1668,282,139,148,41,97,261,700,714,140,60,77,10,70,262,95
95EE,24608,8229,2914,3987,1165,2886,4521,906,22703,7769,2685,3713,1097,2694,4083,662,849,211,122,145,31,106,196,38,234,55,36,35,9,24,64,11,40,8,6,7,2,6,6,5,252,84,21,23,13,16,76,19,73,7,13,10,3,11,19,10,269,67,14,22,3,13,21,129,188,28,17,32,7,16,56,32
95FF,37527,10440,4525,5855,1689,4630,8924,1464,34021,9799,4121,5422,1601,4217,7822,1039,1428,258,229,213,32,191,454,51,328,67,59,37,11,41,100,13,60,16,3,10,1,6,20,4,571,142,30,59,17,62,202,59,157,17,14,27,7,25,51,16,434,58,26,34,8,32,75,201,528,83,43,53,12,56,200,81
95GG,228679,69498,24585,28773,7444,30052,59536,8791,196963,64568,22233,25674,6911,26295,46499,4783,7899,1439,778,1066,151,1383,2873,209,2050,504,221,234,75,248,707,61,337,68,30,37,4,53,136,9,5133,922,246,415,76,536,2602,336,1849,184,127,162,40,223,855,258,5288,674,356,456,73,451,1541,1737,9160,1139,594,729,114,863,4323,1398
95HH,31409,7992,4037,5074,1741,4108,7325,1132,28062,7358,3635,4613,1606,3729,6260,861,1478,305,210,245,64,183,420,51,475,115,65,54,26,51,148,16,66,11,9,9,4,7,21,5,310,96,15,21,11,23,126,18,191,16,25,34,4,29,57,26,216,21,17,18,3,16,58,83,611,70,61,80,23,70,235,72
95II,54400,12918,6086,7991,2553,6598,16304,1950,48463,11930,5535,7360,2392,6001,13878,1367,1901,338,232,250,77,248,691,65,580,130,70,77,35,48,197,23,99,19,9,9,2,17,39,4,898,182,47,68,8,67,473,53,298,42,33,33,8,40,108,34,499,65,39,37,7,36,135,180,1662,212,121,157,24,141,783,224
95JJ,47617,13612,5347,7116,1734,6189,11646,1973,41741,12476,4766,6403,1607,5516,9723,1250,2183,460,298,353,61,296,650,65,601,147,71,77,27,72,191,16,98,18,10,8,4,15,37,6,921,212,45,84,9,105,346,120,269,27,31,39,3,37,106,26,860,153,54,59,9,48,162,375,944,119,72,93,14,100,431,115
95KK,28719,9667,3364,4359,1165,3356,5421,1387,25979,8976,3063,4028,1085,3115,4903,809,823,227,123,147,31,91,177,27,174,62,26,21,9,18,30,8,29,6,4,4,2,2,11,0,389,121,27,51,14,32,109,35,231,68,23,24,3,14,20,79,757,143,61,54,8,46,97,348,337,64,37,30,13,38,74,81
95LL,72503,22178,8503,11358,2767,8334,15311,4052,62731,19835,7473,10254,2533,7540,13218,1878,2488,675,384,413,83,262,586,85,550,164,76,76,25,58,137,14,94,19,13,22,1,6,29,4,1032,367,80,97,29,95,282,82,855,176,88,108,16,58,131,278,3213,640,250,236,40,199,446,1402,1540,302,139,152,40,116,482,309
95MM,83663,27285,9795,12316,2946,10294,18272,2755,72604,24148,8819,11027,2644,9119,15111,1736,3219,793,412,562,115,451,785,101,888,309,104,110,34,92,209,30,94,24,13,15,0,10,32,0,4270,1586,277,348,121,405,1185,348,423,57,44,61,12,39,143,67,666,154,40,61,6,30,112,263,1499,214,86,132,14,148,695,210
95NN,54746,14199,6077,8802,2825,7006,13749,2088,48790,13069,5443,7935,2649,6321,11854,1519,2638,485,347,499,94,322,795,96,458,122,56,65,9,56,134,16,95,21,8,8,4,12,38,4,1037,239,66,101,27,118,396,90,200,32,25,25,6,21,69,22,637,121,51,64,10,49,116,226,891,110,81,105,26,107,347,115
95OO,44467,13813,4769,6390,1617,5053,9415,3410,36859,11846,4130,5640,1483,4438,8060,1262,1222,270,157,208,37,164,333,53,220,69,28,31,11,21,53,7,31,10,4,2,3,5,6,1,1210,475,73,107,36,99,304,116,460,118,43,51,8,36,50,154,3184,688,203,236,26,167,387,1477,1281,337,131,115,13,123,222,340
95PP,48664,15733,5725,7320,1714,5213,10353,2606,39896,13305,4894,6242,1448,4389,8244,1374,2511,563,364,452,98,324,627,83,372,111,51,53,12,36,91,18,55,16,5,7,1,8,16,2,3886,1429,263,398,117,324,866,489,214,25,15,20,10,22,86,36,1154,187,101,89,16,69,182,510,576,97,32,59,12,41,241,94
95QQ,25999,7257,3247,4109,1574,3341,5422,1049,23658,6745,2965,3774,1467,3087,4754,866,1113,236,147,185,56,137,311,41,430,106,62,60,25,45,110,22,43,13,5,7,0,2,12,4,243,73,22,17,10,19,82,20,123,22,9,18,5,7,33,29,103,13,3,11,4,6,28,38,286,49,34,37,7,38,92,29
95RR,26293,9067,3079,4016,1131,3235,4753,1012,23909,8504,2798,3678,1040,2948,4184,757,1001,194,142,192,41,146,238,48,295,88,51,30,14,29,75,8,46,13,6,8,2,6,7,4,509,192,36,54,19,49,107,52,96,19,13,15,5,16,21,7,172,20,11,10,3,12,20,96,265,37,22,29,7,29,101,40
95SS,93625,23658,11398,14760,4051,11629,24633,3496,82691,21886,10136,13212,3759,10381,20930,2387,4405,738,645,772,134,613,1343,160,1006,186,140,156,29,115,331,49,203,41,24,41,6,19,61,11,1583,373,100,129,46,168,645,122,594,66,70,99,20,89,197,53,1155,153,105,103,20,77,240,457,1988,215,178,248,37,167,886,257
95TT,34461,10871,3824,5198,1551,4152,7467,1398,31712,10266,3551,4861,1468,3877,6787,902,813,193,108,140,29,107,207,29,215,68,23,27,12,22,60,3,27,2,5,5,0,3,12,0,449,112,30,45,10,52,160,40,68,11,9,9,2,7,21,9,849,160,76,74,19,56,107,357,328,59,22,37,11,28,113,58
95UU,13603,4254,1629,2058,622,1491,2997,552,12218,3958,1467,1865,580,1345,2573,430,590,118,96,96,23,69,172,16,221,68,26,31,11,23,55,7,33,7,3,3,2,3,15,0,243,59,15,31,3,24,90,21,48,6,7,5,0,4,16,10,83,10,2,5,0,3,16,47,167,28,13,22,3,20,60,21
95VV,75962,22655,8476,11239,3883,9143,16483,4083,64155,19718,7439,9860,3465,7969,13616,2088,2992,766,375,499,148,385,712,107,479,138,63,64,20,54,124,16,97,26,11,14,4,10,29,3,3998,1351,300,400,144,374,970,459,282,39,13,28,17,31,93,61,2872,449,185,245,60,204,525,1204,1087,168,90,129,25,116,414,145
95WW,67792,17636,8451,10525,3271,9160,16248,2501,61273,16538,7810,9685,3099,8333,14047,1761,2371,466,305,414,92,320,693,81,570,155,66,87,16,64,161,21,108,25,11,17,2,19,28,6,804,143,48,63,19,129,314,88,315,39,26,50,8,46,109,37,675,83,50,67,9,55,155,256,1676,187,135,142,26,194,741,251
95XX,64422,12963,7395,10323,2877,8370,20087,2407,54513,11405,6276,8940,2558,7176,16517,1641,4584,725,638,784,160,592,1543,142,1130,229,125,157,54,145,377,43,210,36,22,31,10,29,73,9,1144,234,67,106,33,105,496,103,517,63,61,68,12,61,189,63,535,62,35,43,5,43,150,197,1789,209,171,194,45,219,742,209
95YY,39689,12560,4178,5900,1458,4419,9318,1856,35215,11445,3791,5343,1336,3989,8204,1107,1303,297,151,221,50,175,372,37,298,113,40,39,13,21,57,15,40,11,4,6,1,5,11,2,1109,392,61,104,24,91,336,101,129,23,11,17,6,20,38,14,1071,208,74,97,17,64,115,496,524,71,46,73,11,54,185,84
95ZZ,31020,12570,3588,4253,970,3400,4991,1248,27047,10954,3247,3797,862,3062,4308,817,916,258,135,157,28,120,178,40,425,205,39,53,19,35,62,12,30,9,5,7,1,3,4,1,2069,1040,123,185,50,149,316,206,42,10,4,6,0,4,15,3,276,51,14,23,5,9,43,131,215,43,21,25,5,18,65,38
