GeographyCode,DC4402NI0001,DC4402NI0002,DC4402NI0003,DC4402NI0004,DC4402NI0005,DC4402NI0006,DC4402NI0007,DC4402NI0008,DC4402NI0009,DC4402NI0010,DC4402NI0011,DC4402NI0012,DC4402NI0013,DC4402NI0014,DC4402NI0015,DC4402NI0016,DC4402NI0017,DC4402NI0018,DC4402NI0019,DC4402NI0020,DC4402NI0021,DC4402NI0022,DC4402NI0023,DC4402NI0024,DC4402NI0025,DC4402NI0026,DC4402NI0027,DC4402NI0028,DC4402NI0029,DC4402NI0030,DC4402NI0031,DC4402NI0032,DC4402NI0033,DC4402NI0034,DC4402NI0035,DC4402NI0036,DC4402NI0037,DC4402NI0038,DC4402NI0039,DC4402NI0040,DC4402NI0041,DC4402NI0042,DC4402NI0043,DC4402NI0044,DC4402NI0045,DC4402NI0046,DC4402NI0047,DC4402NI0048,DC4402NI0049,DC4402NI0050,DC4402NI0051,DC4402NI0052,DC4402NI0053,DC4402NI0054,DC4402NI0055,DC4402NI0056,DC4402NI0057,DC4402NI0058,DC4402NI0059,DC4402NI0060,DC4402NI0061,DC4402NI0062,DC4402NI0063,DC4402NI0064,DC4402NI0065,DC4402NI0066,DC4402NI0067,DC4402NI0068,DC4402NI0069,DC4402NI0070,DC4402NI0071,DC4402NI0072,DC4402NI0073,DC4402NI0074,DC4402NI0075,DC4402NI0076,DC4402NI0077,DC4402NI0078,DC4402NI0079,DC4402NI0080,DC4402NI0081,DC4402NI0082,DC4402NI0083,DC4402NI0084,DC4402NI0085,DC4402NI0086,DC4402NI0087,DC4402NI0088,DC4402NI0089,DC4402NI0090,DC4402NI0091,DC4402NI0092,DC4402NI0093,DC4402NI0094,DC4402NI0095,DC4402NI0096,DC4402NI0097,DC4402NI0098,DC4402NI0099,DC4402NI0100,DC4402NI0101,DC4402NI0102,DC4402NI0103,DC4402NI0104,DC4402NI0105,DC4402NI0106,DC4402NI0107,DC4402NI0108,DC4402NI0109,DC4402NI0110,DC4402NI0111,DC4402NI0112,DC4402NI0113,DC4402NI0114,DC4402NI0115,DC4402NI0116,DC4402NI0117,DC4402NI0118,DC4402NI0119,DC4402NI0120,DC4402NI0121,DC4402NI0122,DC4402NI0123,DC4402NI0124,DC4402NI0125,DC4402NI0126,DC4402NI0127,DC4402NI0128,DC4402NI0129,DC4402NI0130,DC4402NI0131,DC4402NI0132
WELB,109206,36094,34831,464,13352,3797,15807,90,1432,266,3073,109173,36094,34831,464,13350,3781,15794,90,1431,265,3073,102638,35679,34354,444,11611,2549,13513,75,1366,209,2838,49368,23324,18136,92,1295,334,4169,36,579,69,1334,29560,7115,9961,235,4026,1535,5356,19,450,80,783,23710,5240,6257,117,6290,680,3988,20,337,60,721,6411,331,463,19,1738,1232,2270,15,62,55,226,5564,274,414,16,1688,1172,1694,11,48,47,200,587,28,28,2,46,50,400,2,9,5,17,260,29,21,1,4,10,176,2,5,3,9,124,84,14,1,1,0,11,0,3,1,9,33,0,0,0,2,16,13,0,1,1,0
UKN01,120595,27904,34397,718,20794,10024,21854,100,1242,436,3126,120500,27900,34394,718,20788,10005,21794,100,1242,435,3124,99097,26137,32018,574,16492,5704,14519,31,1000,238,2384,13470,5583,4945,21,1057,422,977,14,65,31,355,34960,10975,13884,211,3352,1883,3577,6,310,79,683,50667,9579,13189,342,12083,3399,9965,11,625,128,1346,21383,1756,2375,144,4294,4297,7271,69,242,197,738,18430,1621,2150,122,4129,4045,5246,56,210,175,676,2666,111,193,20,136,235,1874,5,25,18,49,287,24,32,2,29,17,151,8,7,4,13,20,7,1,0,2,4,4,0,0,0,2,95,4,3,0,6,19,60,0,0,1,2
UKN02,156882,50083,64265,1364,17040,4512,14561,466,1240,364,2987,156853,50081,64265,1364,17040,4506,14543,466,1240,361,2987,139579,47693,61661,1186,11418,2307,11184,414,1043,272,2401,53063,24757,23898,71,720,227,2133,144,220,75,818,50809,15024,24471,622,3184,1390,4637,198,419,113,751,35707,7912,13292,493,7514,690,4414,72,404,84,832,17144,2275,2599,177,5621,2199,3359,52,197,87,578,16203,2169,2463,173,5519,2147,2890,45,173,83,541,706,85,106,4,85,44,342,2,14,3,21,235,21,30,0,17,8,127,5,10,1,16,130,113,5,1,1,0,0,0,0,2,8,29,2,0,0,0,6,18,0,0,3,0
UKN03,170132,57394,62897,1049,16551,3221,22026,391,1892,412,4299,170119,57392,62895,1049,16548,3219,22023,391,1892,412,4298,159145,56233,61809,960,13141,1582,19120,362,1766,300,3872,73207,34260,30519,95,1095,191,4614,95,576,87,1675,44522,11916,18747,499,3856,659,6876,218,561,149,1041,41416,10057,12543,366,8190,732,7630,49,629,64,1156,10696,955,1053,89,3404,1637,2889,29,123,112,405,9569,844,967,80,3318,1566,2217,22,97,96,362,724,62,55,5,56,62,418,5,20,15,26,403,49,31,4,30,9,254,2,6,1,17,278,204,33,0,3,0,14,0,3,0,21,13,2,2,0,3,2,3,0,0,0,1
UKN04,109318,34217,35043,588,14888,3840,16022,84,1448,254,2934,109286,34217,35042,588,14886,3828,16008,84,1447,252,2934,101717,33635,34454,564,12836,2414,13534,69,1366,183,2662,44421,20067,16854,121,1414,307,3874,32,512,55,1185,32767,8321,11152,315,4593,1382,5592,22,500,67,823,24529,5247,6448,128,6829,725,4068,15,354,61,654,7478,514,580,23,2049,1414,2468,15,80,69,266,6535,437,528,19,1980,1341,1859,10,66,61,234,660,45,35,3,58,65,422,0,11,3,18,283,32,17,1,11,8,187,5,3,5,14,91,68,8,1,1,0,6,0,1,0,6,32,0,1,0,2,12,14,0,1,2,0
UKN05,146348,56247,48060,525,11617,2398,20752,175,1962,335,4277,146339,56247,48060,525,11617,2390,20752,175,1962,335,4276,140242,55513,47650,480,10214,1494,18596,145,1877,268,4005,80146,39867,29370,119,1100,228,6232,53,880,109,2188,37519,9817,12728,257,4071,927,7925,65,601,111,1017,22577,5829,5552,104,5043,339,4439,27,396,48,800,5685,457,371,44,1381,896,2137,30,69,62,238,4720,346,311,33,1331,846,1560,19,48,45,181,584,48,27,11,38,41,353,8,11,12,35,381,63,33,0,12,9,224,3,10,5,22,412,277,39,1,22,0,19,0,16,5,33,9,0,0,0,0,8,0,0,0,0,1
95AA,20064,6211,8032,129,2147,238,2288,222,205,102,490,20063,6211,8032,129,2147,238,2287,222,205,102,490,18660,6081,7857,116,1629,133,1910,213,190,88,443,8291,3699,3694,9,111,18,432,49,56,23,200,4844,1161,2165,53,355,70,682,152,61,56,89,5525,1221,1998,54,1163,45,796,12,73,9,154,1369,105,171,13,516,105,376,9,15,14,45,1272,95,162,12,505,102,323,8,11,12,42,64,5,6,0,11,2,31,1,3,2,3,33,5,3,1,0,1,22,0,1,0,0,34,25,4,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
95BB,31514,10957,12107,239,3436,658,3006,26,300,44,741,31514,10957,12107,239,3436,658,3006,26,300,44,741,29380,10678,11838,218,2791,320,2563,23,268,29,652,12491,6157,5158,17,199,27,609,7,70,10,237,9233,2674,4187,106,936,173,839,6,87,13,212,7656,1847,2493,95,1656,120,1115,10,111,6,203,2082,233,267,21,645,338,443,3,32,15,85,1888,202,235,19,634,332,350,3,25,12,76,120,19,20,2,7,4,56,0,6,3,3,74,12,12,0,4,2,37,0,1,0,6,52,46,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
95CC,21594,8380,7487,61,1718,311,2692,25,258,54,608,21594,8380,7487,61,1718,311,2692,25,258,54,608,20720,8262,7436,52,1462,187,2436,22,246,46,571,11731,5701,4566,10,129,37,802,14,104,24,344,5282,1466,1881,32,586,88,1012,7,75,15,120,3707,1095,989,10,747,62,622,1,67,7,107,811,68,47,8,256,124,255,3,9,8,33,661,50,40,8,250,111,166,0,7,2,27,83,6,2,0,5,13,50,1,0,4,2,67,12,5,0,1,0,39,2,2,2,4,63,50,4,1,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
95DD,24817,9550,8172,122,2376,402,3155,21,265,48,706,24817,9550,8172,122,2376,402,3155,21,265,48,706,23048,9374,8002,107,1824,127,2683,19,245,31,636,11963,6142,4334,16,209,27,796,11,100,13,315,6092,2026,2324,43,513,70,854,6,73,10,173,4993,1206,1344,48,1102,30,1033,2,72,8,148,1733,155,162,15,552,275,469,2,20,17,66,1574,147,155,12,542,269,354,2,18,16,59,107,6,6,2,5,6,76,0,1,1,4,52,2,1,1,5,0,39,0,1,0,3,36,21,8,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
95EE,11508,4087,3967,66,1329,108,1449,1,152,19,330,11507,4087,3967,66,1329,107,1449,1,152,19,330,11120,4060,3940,65,1217,42,1323,1,152,14,306,5963,2773,2306,20,142,13,474,0,67,5,163,3964,1053,1368,37,633,22,666,1,62,6,116,1193,234,266,8,442,7,183,0,23,3,27,367,13,23,1,111,65,126,0,0,5,23,311,9,19,1,101,61,99,0,0,3,18,35,4,4,0,8,4,12,0,0,0,3,21,0,0,0,2,0,15,0,0,2,2,20,14,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
95FF,18303,6216,7250,79,1524,282,2153,15,198,26,560,18301,6216,7250,79,1524,280,2153,15,198,26,560,17454,6109,7171,66,1291,140,1953,11,186,19,508,9133,4155,4067,7,102,17,469,6,71,6,233,4328,1028,1787,31,473,83,730,4,46,9,137,3993,926,1317,28,716,40,754,1,69,4,138,799,75,72,13,233,140,199,4,12,7,44,713,68,66,11,230,135,144,4,9,6,40,46,4,4,0,2,5,26,0,2,0,3,40,3,2,2,1,0,29,0,1,1,1,48,32,7,0,0,0,1,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0
95GG,120595,27904,34397,718,20794,10024,21854,100,1242,436,3126,120500,27900,34394,718,20788,10005,21794,100,1242,435,3124,99097,26137,32018,574,16492,5704,14519,31,1000,238,2384,13470,5583,4945,21,1057,422,977,14,65,31,355,34960,10975,13884,211,3352,1883,3577,6,310,79,683,50667,9579,13189,342,12083,3399,9965,11,625,128,1346,21383,1756,2375,144,4294,4297,7271,69,242,197,738,18430,1621,2150,122,4129,4045,5246,56,210,175,676,2666,111,193,20,136,235,1874,5,25,18,49,287,24,32,2,29,17,151,8,7,4,13,20,7,1,0,2,4,4,0,0,0,2,95,4,3,0,6,19,60,0,0,1,2
95HH,16200,4804,6824,119,1758,456,1736,12,158,17,316,16200,4804,6824,119,1758,456,1736,12,158,17,316,14237,4470,6551,110,1226,193,1285,4,133,12,253,5807,2398,2945,12,89,17,249,0,23,3,71,4246,1141,2099,47,313,125,399,3,37,3,79,4184,931,1507,51,824,51,637,1,73,6,103,1956,329,271,9,532,263,451,8,25,5,63,1827,313,259,7,525,260,375,5,21,3,59,89,12,9,2,7,3,50,0,3,1,2,40,4,3,0,0,0,26,3,1,1,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95II,27733,9356,11339,201,3308,574,2145,31,232,28,519,27730,9356,11339,201,3308,573,2145,31,232,26,519,24379,8997,10814,173,1827,241,1693,11,192,19,412,7412,3515,3330,7,89,22,270,8,34,8,129,11240,4039,5297,84,463,147,982,2,91,5,130,5727,1443,2187,82,1275,72,441,1,67,6,153,3346,354,525,28,1481,332,452,20,40,7,107,3243,348,504,28,1458,326,413,19,37,7,103,76,3,12,0,19,6,32,0,2,0,2,27,3,9,0,4,0,7,1,1,0,2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0
95JJ,23508,8477,6949,159,2769,466,3622,31,329,45,661,23504,8477,6948,159,2769,464,3622,31,329,44,661,21455,8201,6767,151,2265,186,2946,25,301,24,589,10791,5341,3764,33,233,27,989,9,110,10,275,6135,1852,1989,89,691,82,1137,8,112,8,167,4529,1008,1014,29,1341,77,820,8,79,6,147,2035,265,180,8,504,278,674,6,28,20,72,1792,229,167,6,487,263,533,4,25,19,59,161,21,8,2,11,15,97,0,1,1,5,82,15,5,0,6,0,44,2,2,0,8,14,11,1,0,0,0,2,0,0,0,0,4,0,1,0,0,2,0,0,0,1,0
95KK,12904,5081,4325,70,930,122,1825,11,178,18,344,12902,5081,4325,70,930,121,1825,11,178,18,343,12462,5035,4294,69,813,68,1672,11,167,11,322,7455,3794,2683,14,77,14,578,3,87,7,198,2894,754,1052,40,250,39,643,5,48,2,61,2113,487,559,15,486,15,451,3,32,2,63,393,22,24,1,115,53,152,0,5,7,14,325,16,17,1,113,53,107,0,3,6,9,30,2,1,0,1,0,23,0,1,0,2,38,4,6,0,1,0,22,0,1,1,3,47,24,7,0,2,0,1,0,6,0,7,2,0,0,0,0,1,0,0,0,0,1
95LL,35931,10523,13134,272,3750,960,5977,36,378,77,824,35929,10523,13134,272,3750,960,5975,36,378,77,824,33838,10391,13006,264,3051,542,5392,30,368,41,753,13047,5364,5933,27,239,58,1020,12,104,12,278,10532,2568,4349,161,779,129,2178,14,129,13,212,10259,2459,2724,76,2033,355,2194,4,135,16,263,2057,105,122,8,699,418,582,6,10,36,71,1812,86,115,7,673,386,435,3,8,35,64,168,10,5,1,19,27,95,3,2,1,5,77,9,2,0,7,5,52,0,0,0,2,34,27,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
95MM,40779,9840,13534,226,6766,2505,6346,22,472,140,928,40753,9840,13534,226,6764,2496,6333,22,471,139,928,36667,9660,13212,214,5576,1665,4994,17,436,104,789,10675,4061,4633,26,551,165,878,8,109,17,227,13233,3017,4866,119,1759,970,2027,6,161,41,267,12759,2582,3713,69,3266,530,2089,3,166,46,295,4075,172,322,11,1188,831,1339,5,35,35,137,3622,156,300,10,1154,787,1018,3,28,32,134,369,14,16,0,32,37,259,0,6,2,3,84,2,6,1,2,7,62,2,1,1,0,11,8,0,1,0,0,0,0,0,0,2,26,0,0,0,2,9,13,0,1,1,0
95NN,26206,9166,9409,131,2134,441,3709,66,389,88,673,26203,9166,9407,131,2134,441,3709,66,389,88,672,24535,8943,9232,123,1781,218,3127,62,358,72,619,13279,6267,5309,12,187,34,997,10,141,12,310,6071,1419,2439,81,558,118,1111,35,109,43,158,5185,1257,1484,30,1036,66,1019,17,108,17,151,1613,184,170,8,353,223,574,4,29,16,52,1360,159,153,8,340,214,412,1,23,9,41,154,12,11,0,8,8,96,1,5,7,6,99,13,6,0,5,1,66,2,1,0,5,55,39,5,0,0,0,8,0,2,0,1,3,0,2,0,0,0,0,0,0,0,1
95OO,20270,7460,6489,79,1662,421,3184,41,272,63,599,20270,7460,6489,79,1662,421,3184,41,272,63,599,19400,7384,6460,62,1444,279,2860,33,269,53,556,10566,5191,3802,15,177,29,896,12,126,14,304,5842,1503,2001,31,531,152,1337,18,94,25,150,2992,690,657,16,736,98,627,3,49,14,102,790,35,24,17,199,142,321,8,2,7,35,644,26,21,9,187,132,230,7,2,5,25,97,4,1,8,8,4,62,1,0,2,7,49,5,2,0,4,6,29,0,0,0,3,80,41,5,0,19,0,3,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0
95PP,23069,9847,6866,69,1752,418,2986,27,302,46,756,23067,9847,6866,69,1752,416,2986,27,302,46,756,22182,9724,6795,65,1627,287,2613,24,291,40,716,14138,7622,4526,18,193,39,1168,11,145,18,398,4947,1284,1537,30,638,219,936,5,95,17,186,3097,818,732,17,796,29,509,8,51,5,132,831,91,62,4,124,129,367,3,9,6,36,666,74,49,2,117,125,256,3,7,5,28,94,8,5,2,6,3,63,0,1,1,5,71,9,8,0,1,1,48,0,1,0,3,54,32,9,0,1,0,6,0,2,0,4,2,0,0,0,0,2,0,0,0,0,0
95QQ,13297,4771,4793,77,1184,240,1738,5,157,27,305,13292,4769,4793,77,1181,240,1738,5,157,27,305,12230,4657,4703,66,774,102,1492,4,151,20,261,5003,2476,2024,7,48,10,291,0,34,11,102,3422,1040,1496,24,242,16,482,1,56,5,60,3805,1141,1183,35,484,76,719,3,61,4,99,1043,98,89,11,406,138,246,1,5,7,42,950,87,81,11,394,128,199,1,3,6,40,65,6,3,0,4,10,38,0,1,1,2,28,5,5,0,8,0,9,0,1,0,0,19,14,1,0,1,0,0,0,1,0,2,5,2,0,0,3,0,0,0,0,0,0
95RR,12098,4025,4305,62,1308,249,1641,15,178,19,296,12098,4025,4305,62,1308,249,1641,15,178,19,296,11690,4001,4286,61,1167,167,1529,12,172,14,281,5996,2599,2420,13,153,22,549,7,68,8,157,3543,909,1249,37,466,118,613,1,66,4,80,2151,493,617,11,548,27,367,4,38,2,44,393,13,18,1,141,82,111,3,6,5,13,342,9,17,1,139,80,75,3,6,3,9,24,2,1,0,2,2,15,0,0,0,2,27,2,0,0,0,0,21,0,0,2,2,15,11,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
95SS,45723,13718,18604,364,5764,1935,3641,272,290,142,993,45718,13718,18604,364,5764,1935,3636,272,290,142,993,41741,13271,17991,318,4367,1308,3012,268,262,116,828,16915,7768,7475,27,325,109,673,106,72,34,326,13632,3270,6328,145,1340,816,1166,154,94,66,253,11194,2233,4188,146,2702,383,1173,8,96,16,249,3929,407,613,46,1396,627,624,4,28,24,160,3728,391,584,46,1354,608,548,2,25,23,147,138,11,24,0,33,14,46,1,2,1,6,63,5,5,0,9,5,30,1,1,0,7,48,40,0,0,1,0,0,0,0,2,5,5,0,0,0,0,0,5,0,0,0,0
95TT,15037,5987,5064,55,1133,145,1938,22,186,25,482,15037,5987,5064,55,1133,145,1938,22,186,25,482,14613,5926,5028,55,1033,80,1819,15,183,18,456,8769,4363,3267,10,143,18,631,4,80,8,245,3541,929,1175,29,420,39,748,8,62,10,121,2303,634,586,16,470,23,440,3,41,0,90,376,25,31,0,100,65,118,7,2,7,21,302,12,30,0,96,60,78,6,0,6,14,36,5,0,0,3,5,16,1,1,0,5,38,8,1,0,1,0,24,0,1,1,2,48,36,5,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
95UU,6608,2679,1774,24,762,128,915,7,114,6,199,6607,2679,1774,24,762,128,914,7,114,6,199,6357,2644,1754,22,731,61,836,6,105,5,193,3531,1843,1065,9,95,6,341,3,51,2,116,1915,569,515,11,335,41,350,3,38,2,51,911,232,174,2,301,14,145,0,16,1,26,244,29,20,2,31,67,78,1,9,1,6,179,23,12,1,29,64,39,0,6,1,4,33,2,4,1,2,3,17,0,3,0,1,32,4,4,0,0,0,22,1,0,0,1,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
