GeographyCode,DC4403NI0001,DC4403NI0002,DC4403NI0003,DC4403NI0004,DC4403NI0005,DC4403NI0006,DC4403NI0007,DC4403NI0008,DC4403NI0009,DC4403NI0010,DC4403NI0011,DC4403NI0012,DC4403NI0013,DC4403NI0014,DC4403NI0015,DC4403NI0016,DC4403NI0017,DC4403NI0018,DC4403NI0019,DC4403NI0020,DC4403NI0021,DC4403NI0022,DC4403NI0023,DC4403NI0024,DC4403NI0025,DC4403NI0026,DC4403NI0027,DC4403NI0028,DC4403NI0029,DC4403NI0030,DC4403NI0031,DC4403NI0032,DC4403NI0033,DC4403NI0034,DC4403NI0035,DC4403NI0036,DC4403NI0037,DC4403NI0038,DC4403NI0039,DC4403NI0040,DC4403NI0041,DC4403NI0042,DC4403NI0043,DC4403NI0044,DC4403NI0045,DC4403NI0046,DC4403NI0047,DC4403NI0048,DC4403NI0049,DC4403NI0050,DC4403NI0051,DC4403NI0052,DC4403NI0053,DC4403NI0054,DC4403NI0055,DC4403NI0056,DC4403NI0057,DC4403NI0058,DC4403NI0059,DC4403NI0060,DC4403NI0061,DC4403NI0062,DC4403NI0063,DC4403NI0064,DC4403NI0065,DC4403NI0066,DC4403NI0067,DC4403NI0068,DC4403NI0069,DC4403NI0070,DC4403NI0071,DC4403NI0072,DC4403NI0073,DC4403NI0074,DC4403NI0075,DC4403NI0076,DC4403NI0077,DC4403NI0078,DC4403NI0079,DC4403NI0080,DC4403NI0081,DC4403NI0082,DC4403NI0083,DC4403NI0084,DC4403NI0085,DC4403NI0086,DC4403NI0087,DC4403NI0088,DC4403NI0089,DC4403NI0090,DC4403NI0091,DC4403NI0092,DC4403NI0093,DC4403NI0094,DC4403NI0095,DC4403NI0096,DC4403NI0097,DC4403NI0098,DC4403NI0099,DC4403NI0100,DC4403NI0101,DC4403NI0102,DC4403NI0103,DC4403NI0104,DC4403NI0105,DC4403NI0106,DC4403NI0107,DC4403NI0108,DC4403NI0109,DC4403NI0110,DC4403NI0111,DC4403NI0112,DC4403NI0113,DC4403NI0114,DC4403NI0115,DC4403NI0116,DC4403NI0117,DC4403NI0118,DC4403NI0119,DC4403NI0120,DC4403NI0121,DC4403NI0122,DC4403NI0123,DC4403NI0124,DC4403NI0125,DC4403NI0126,DC4403NI0127,DC4403NI0128,DC4403NI0129,DC4403NI0130,DC4403NI0131,DC4403NI0132
95CC,58638,20388,25373,143,3361,644,6813,82,586,136,1112,58638,20388,25373,143,3361,644,6813,82,586,136,1112,57151,20143,25267,112,3002,490,6319,72,563,123,1060,35311,14874,16781,19,242,117,2260,43,234,64,677,13316,3123,5667,75,1129,248,2604,25,194,49,202,8524,2146,2819,18,1631,125,1455,4,135,10,181,1320,119,86,24,359,154,493,10,17,13,45,1041,75,68,24,352,138,334,0,11,3,36,163,14,3,0,5,16,112,4,0,6,3,116,30,15,0,2,0,47,6,6,4,6,167,126,20,7,0,0,1,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0
95DD,63403,22054,25719,302,4952,605,7815,53,541,103,1259,63403,22054,25719,302,4952,605,7815,53,541,103,1259,60712,21793,25422,278,4199,286,6956,50,510,72,1146,33883,15252,14933,43,455,63,2222,30,230,29,626,15087,4175,6845,118,1080,155,2237,17,147,24,289,11742,2366,3644,117,2664,68,2497,3,133,19,231,2600,217,272,24,753,319,852,3,31,31,98,2341,206,262,18,730,313,668,3,28,28,85,183,8,8,4,15,6,131,0,1,3,7,76,3,2,2,8,0,53,0,2,0,6,91,44,25,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
95EE,31054,10137,13078,178,2880,150,3681,1,334,36,579,31053,10137,13078,178,2880,149,3681,1,334,36,579,30475,10072,13023,177,2724,74,3487,1,334,31,552,17724,7278,8182,60,323,25,1360,0,151,7,338,9940,2324,4088,99,1369,37,1709,1,133,13,167,2811,470,753,18,1032,12,418,0,50,11,47,524,30,42,1,151,75,194,0,0,5,26,445,22,38,1,136,70,155,0,0,3,20,47,8,4,0,12,5,15,0,0,0,3,32,0,0,0,3,0,24,0,0,2,3,54,35,13,0,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
95FF,48045,14808,23062,188,2916,546,5009,48,414,55,999,48043,14808,23062,188,2916,544,5009,48,414,55,999,46810,14622,22923,173,2627,372,4691,42,392,39,929,27321,10676,14381,31,191,52,1311,29,163,13,474,10523,2114,5142,77,857,209,1762,11,102,17,232,8966,1832,3400,65,1579,111,1618,2,127,9,223,1113,102,118,15,289,172,316,6,22,16,57,964,91,102,13,285,154,234,6,15,15,49,86,5,10,0,2,18,43,0,2,0,6,63,6,6,2,2,0,39,0,5,1,2,120,84,21,0,0,0,2,0,0,0,13,2,0,0,0,0,2,0,0,0,0,0
95GG,276141,55026,95352,1649,44637,20851,49622,237,2610,875,5282,275996,55022,95348,1649,44631,20832,49515,237,2610,874,5278,241320,52586,91546,1396,38148,15155,35391,69,2202,569,4258,36730,12461,17033,52,2386,1053,2722,35,140,81,767,87519,21940,41014,543,7735,5182,9010,12,708,185,1190,117071,18185,33499,801,28027,8920,23659,22,1354,303,2301,34629,2420,3795,253,6478,5670,14118,168,408,305,1014,29054,2206,3403,205,6190,5298,10091,139,356,256,910,5070,173,323,46,225,343,3778,13,42,40,87,505,41,69,2,63,29,249,16,10,9,17,47,16,7,0,5,7,6,0,0,0,6,145,4,4,0,6,19,107,0,0,1,4
95HH,38785,9732,19944,293,3331,679,3938,28,319,27,494,38785,9732,19944,293,3331,679,3938,28,319,27,494,35972,9249,19531,275,2611,367,3209,8,280,21,421,16244,5345,9702,33,183,38,736,0,52,4,151,10396,2234,6010,118,577,234,999,7,93,7,117,9332,1670,3819,124,1851,95,1474,1,135,10,153,2800,476,407,18,720,312,729,20,39,6,73,2585,440,387,15,709,307,606,17,33,3,68,160,30,17,3,11,5,86,0,4,1,3,55,6,3,0,0,0,37,3,2,2,2,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95II,66502,18547,33341,475,6371,963,5357,72,453,51,872,66499,18547,33341,475,6371,962,5357,72,453,49,872,61551,18069,32482,432,4254,568,4555,28,392,42,729,20659,7712,11460,14,235,42,808,20,80,16,272,27314,7700,15121,195,967,319,2615,6,179,13,199,13578,2657,5901,223,3052,207,1132,2,133,13,258,4931,461,859,43,2117,394,802,44,61,7,143,4743,452,821,43,2079,388,717,42,56,7,138,140,3,18,0,32,6,74,0,4,0,3,48,6,20,0,6,0,11,2,1,0,2,17,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0
95JJ,57761,18474,21294,348,5839,788,8985,91,667,89,1186,57753,18474,21289,348,5839,786,8985,91,667,88,1186,54657,18056,21013,337,5158,473,7773,80,627,50,1090,29159,12323,12479,78,520,68,2826,29,236,18,582,14772,3757,5672,192,1438,207,2930,25,249,17,285,10726,1976,2862,67,3200,198,2017,26,142,15,223,3067,393,275,11,681,313,1209,11,40,38,96,2647,337,252,8,647,296,955,8,37,37,70,269,31,17,3,22,17,169,0,1,1,8,151,25,6,0,12,0,85,3,2,0,18,29,25,1,0,0,0,3,0,0,0,0,8,0,5,0,0,2,0,0,0,1,0
95KK,36711,13187,15350,178,1971,229,4669,31,425,34,637,36709,13187,15350,178,1971,228,4669,31,425,34,636,35950,13084,15272,176,1796,169,4383,31,413,22,604,23292,10449,10303,38,178,41,1645,6,231,15,386,7698,1625,3372,111,536,101,1716,18,111,4,104,4960,1010,1597,27,1082,27,1022,7,71,3,114,660,49,58,2,172,59,285,0,5,12,18,539,33,40,2,170,59,211,0,3,10,11,60,8,1,0,1,0,47,0,1,0,2,61,8,17,0,1,0,27,0,1,2,5,99,54,20,0,3,0,1,0,7,0,14,2,0,0,0,0,1,0,0,0,0,1
95LL,92513,23489,41558,688,7757,1708,14920,113,762,131,1387,92511,23489,41558,688,7757,1708,14918,113,762,131,1387,89332,23267,41338,668,6853,1161,13810,102,749,89,1295,38660,13146,20903,60,537,159,3004,40,251,21,539,27080,5343,12935,421,1578,295,5804,51,250,40,363,23592,4778,7500,187,4738,707,5002,11,248,28,393,3090,152,203,20,904,547,1106,11,13,42,92,2659,115,186,17,862,506,838,4,11,41,79,322,23,15,3,31,34,195,7,2,1,11,109,14,2,0,11,7,73,0,0,0,2,89,70,17,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
95MM,106500,23194,43704,557,15678,5772,14356,60,1035,388,1756,106460,23194,43704,557,15676,5762,14339,60,1033,379,1756,100415,22922,43125,542,13881,4739,12296,51,976,323,1560,32189,10451,16594,81,1364,448,2451,30,254,42,474,35777,6785,15497,287,4250,2809,5080,12,379,167,511,32449,5686,11034,174,8267,1482,4765,9,343,114,575,6019,250,579,13,1795,1023,2043,9,57,56,194,5300,224,526,11,1740,958,1552,6,45,49,189,610,21,47,0,53,55,415,0,11,3,5,109,5,6,2,2,10,76,3,1,4,0,26,22,0,2,0,0,0,0,0,0,2,40,0,0,0,2,10,17,0,2,9,0
95NN,68714,21041,30822,344,4509,993,8593,201,809,266,1136,68711,21041,30820,344,4509,993,8593,201,809,266,1135,66115,20649,30500,330,4002,692,7723,189,766,215,1049,38093,15192,18790,32,379,95,2639,32,334,31,569,15906,3006,7529,229,1193,406,2833,112,233,132,233,12116,2451,4181,69,2430,191,2251,45,199,52,247,2469,292,308,14,507,301,858,12,41,51,85,2005,238,260,14,491,272,612,1,33,19,65,292,30,27,0,10,28,148,2,7,32,8,172,24,21,0,6,1,98,9,1,0,12,127,100,12,0,0,0,12,0,2,0,1,3,0,2,0,0,0,0,0,0,0,1
95OO,57462,18856,22787,214,3605,930,9034,132,618,160,1126,57462,18856,22787,214,3605,930,9034,132,618,160,1126,55779,18704,22729,178,3254,761,8237,113,611,145,1047,32924,14105,14577,38,417,84,2689,55,297,42,620,15800,3225,6267,105,1216,427,3963,48,208,66,275,7055,1374,1885,35,1621,250,1585,10,106,37,152,1491,64,46,36,287,169,791,19,4,10,65,1143,40,42,15,264,157,560,18,4,7,36,252,7,2,21,17,5,173,1,0,3,23,96,17,2,0,6,7,58,0,0,0,6,192,88,12,0,64,0,6,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0
95PP,61064,24060,23076,146,3531,845,7249,90,655,111,1301,61062,24060,23076,146,3531,843,7249,90,655,111,1301,59664,23850,22917,137,3363,694,6656,74,637,95,1241,40731,19446,16354,34,438,101,3186,40,335,45,752,12004,2760,4508,71,1272,529,2322,12,202,41,287,6929,1644,2055,32,1653,64,1148,22,100,9,202,1279,138,133,9,167,149,585,16,13,16,53,989,97,95,4,145,144,421,16,10,15,42,176,20,15,5,21,4,100,0,2,1,8,114,21,23,0,1,1,64,0,1,0,3,119,72,26,0,1,0,8,0,5,0,7,2,0,0,0,0,2,0,0,0,0,0
95QQ,31914,10180,14246,163,2231,357,3824,7,335,39,532,31905,10175,14246,163,2227,357,3824,7,335,39,532,30442,10001,14099,146,1685,207,3460,5,329,32,478,13741,5871,6666,16,97,34,762,0,83,16,196,8382,2033,4253,50,515,37,1245,2,120,10,117,8319,2097,3180,80,1073,136,1453,3,126,6,165,1423,145,146,17,540,150,364,2,5,7,47,1285,125,128,17,521,140,298,2,3,6,45,90,12,3,0,8,10,53,0,1,1,2,48,8,15,0,11,0,13,0,1,0,0,40,29,1,0,2,0,0,0,1,0,7,9,5,0,0,4,0,0,0,0,0,0
95RR,32850,9929,14311,154,2786,511,4081,40,427,39,572,32850,9929,14311,154,2786,511,4081,40,427,39,572,32285,9882,14278,152,2612,405,3921,33,417,33,552,18093,6846,8716,33,353,53,1535,20,183,22,332,9022,1988,3837,97,964,292,1539,4,157,6,138,5170,1048,1725,22,1295,60,847,9,77,5,82,528,20,29,2,174,106,158,7,10,6,16,450,10,25,2,172,102,109,7,10,3,10,44,5,4,0,2,4,25,0,0,0,4,34,5,0,0,0,0,24,0,0,3,2,37,27,4,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
95SS,118525,30191,57162,853,13094,4717,8819,877,601,372,1839,118520,30191,57162,853,13094,4717,8814,877,601,372,1839,112549,29551,56166,784,11072,3903,7709,870,558,337,1599,48966,18565,26003,53,798,281,1930,358,166,100,712,36105,6649,18946,364,3281,2475,3041,490,210,193,456,27478,4337,11217,367,6993,1147,2738,22,182,44,431,5867,554,996,69,2020,814,1105,7,43,33,226,5500,530,935,69,1941,772,975,2,38,32,206,250,17,54,0,55,30,80,3,4,1,6,117,7,7,0,24,12,50,2,1,0,14,104,86,0,0,2,0,0,0,0,2,14,5,0,0,0,0,0,5,0,0,0,0
95TT,44822,16350,18889,156,2633,237,5131,67,419,49,891,44822,16350,18889,156,2633,237,5131,67,419,49,891,44070,16203,18809,156,2491,160,4895,47,414,37,858,28635,12597,13056,33,324,51,1847,15,186,17,509,9566,2185,3896,90,943,67,2002,22,143,20,198,5869,1421,1857,33,1224,42,1046,10,85,0,151,619,39,63,0,142,77,235,20,4,12,27,495,18,60,0,133,71,169,17,0,11,16,70,6,0,0,8,6,37,3,1,0,9,54,15,3,0,1,0,29,0,3,1,2,133,108,17,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
