GeographyCode,DC2126NI0001,DC2126NI0002,DC2126NI0003,DC2126NI0004,DC2126NI0005,DC2126NI0006,DC2126NI0007,DC2126NI0008,DC2126NI0009,DC2126NI0010,DC2126NI0011,DC2126NI0012,DC2126NI0013,DC2126NI0014,DC2126NI0015,DC2126NI0016,DC2126NI0017,DC2126NI0018,DC2126NI0019,DC2126NI0020,DC2126NI0021,DC2126NI0022,DC2126NI0023,DC2126NI0024,DC2126NI0025,DC2126NI0026,DC2126NI0027,DC2126NI0028,DC2126NI0029,DC2126NI0030,DC2126NI0031,DC2126NI0032,DC2126NI0033,DC2126NI0034,DC2126NI0035,DC2126NI0036,DC2126NI0037,DC2126NI0038,DC2126NI0039,DC2126NI0040,DC2126NI0041,DC2126NI0042,DC2126NI0043,DC2126NI0044,DC2126NI0045,DC2126NI0046,DC2126NI0047,DC2126NI0048,DC2126NI0049,DC2126NI0050,DC2126NI0051,DC2126NI0052,DC2126NI0053,DC2126NI0054,DC2126NI0055,DC2126NI0056,DC2126NI0057,DC2126NI0058,DC2126NI0059,DC2126NI0060,DC2126NI0061,DC2126NI0062,DC2126NI0063,DC2126NI0064,DC2126NI0065,DC2126NI0066,DC2126NI0067,DC2126NI0068,DC2126NI0069,DC2126NI0070,DC2126NI0071,DC2126NI0072,DC2126NI0073,DC2126NI0074,DC2126NI0075,DC2126NI0076,DC2126NI0077,DC2126NI0078,DC2126NI0079,DC2126NI0080,DC2126NI0081,DC2126NI0082,DC2126NI0083,DC2126NI0084,DC2126NI0085,DC2126NI0086,DC2126NI0087,DC2126NI0088,DC2126NI0089,DC2126NI0090,DC2126NI0091,DC2126NI0092,DC2126NI0093,DC2126NI0094,DC2126NI0095,DC2126NI0096,DC2126NI0097,DC2126NI0098,DC2126NI0099,DC2126NI0100,DC2126NI0101,DC2126NI0102,DC2126NI0103,DC2126NI0104,DC2126NI0105,DC2126NI0106,DC2126NI0107,DC2126NI0108,DC2126NI0109,DC2126NI0110,DC2126NI0111,DC2126NI0112,DC2126NI0113,DC2126NI0114,DC2126NI0115,DC2126NI0116,DC2126NI0117,DC2126NI0118,DC2126NI0119,DC2126NI0120,DC2126NI0121,DC2126NI0122,DC2126NI0123,DC2126NI0124,DC2126NI0125,DC2126NI0126,DC2126NI0127,DC2126NI0128,DC2126NI0129,DC2126NI0130,DC2126NI0131,DC2126NI0132,DC2126NI0133,DC2126NI0134,DC2126NI0135,DC2126NI0136,DC2126NI0137,DC2126NI0138,DC2126NI0139,DC2126NI0140,DC2126NI0141,DC2126NI0142,DC2126NI0143,DC2126NI0144,DC2126NI0145,DC2126NI0146,DC2126NI0147,DC2126NI0148,DC2126NI0149,DC2126NI0150
WELB,294417,199299,87582,1640,5896,65088,46172,16427,309,2180,37228,26369,9863,132,864,39254,27828,10220,302,904,42073,28403,12511,327,832,40372,26921,12659,235,557,31789,20616,10697,149,327,22101,13515,8303,127,156,12301,7152,5044,45,60,4211,2323,1858,14,16,146051,97796,44089,847,3319,33366,23522,8582,143,1119,19052,13358,5154,80,460,19285,13493,5126,153,513,20743,13768,6297,172,506,20225,13157,6589,127,352,15979,10167,5519,75,218,10744,6494,4074,71,105,5351,3148,2140,23,40,1306,689,608,3,6,148366,101503,43493,793,2577,31722,22650,7845,166,1061,18176,13011,4709,52,404,19969,14335,5094,149,391,21330,14635,6214,155,326,20147,13764,6070,108,205,15810,10449,5178,74,109,11357,7021,4229,56,51,6950,4004,2904,22,20,2905,1634,1250,11,10
UKN01,280962,136497,118856,4825,20784,52283,27337,17240,927,6779,43173,22323,16112,619,4119,44992,23129,15874,1417,4572,36478,17938,15154,878,2508,36457,17940,16698,430,1389,26688,12080,13543,239,826,20821,8533,11789,161,338,14447,5457,8699,111,180,5623,1760,3747,43,73,135077,64636,56198,2653,11590,26696,13896,8795,465,3540,20904,10689,7605,343,2267,22183,11164,7659,765,2595,18000,8442,7413,570,1575,17529,8384,8098,243,804,13219,5740,6859,126,494,9435,3783,5373,88,191,5516,2046,3336,42,92,1595,492,1060,11,32,145885,71861,62658,2172,9194,25587,13441,8445,462,3239,22269,11634,8507,276,1852,22809,11965,8215,652,1977,18478,9496,7741,308,933,18928,9556,8600,187,585,13469,6340,6684,113,332,11386,4750,6416,73,147,8931,3411,5363,69,88,4028,1268,2687,32,41
UKN02,390597,92393,259368,4128,34708,78949,22178,42061,785,13925,45257,11955,26991,335,5976,48873,14310,28620,745,5198,55199,14564,35703,716,4216,56306,13387,39465,608,2846,43700,8118,33656,427,1499,33883,4677,28202,305,699,20810,2479,17912,163,256,7620,725,6758,44,93,188838,43720,123881,2084,19153,40613,11449,21429,393,7342,23350,6079,13767,181,3323,23168,6419,13559,395,2795,26479,6565,17081,354,2479,27168,6075,19077,316,1700,21306,3761,16433,208,904,15952,2152,13213,147,440,8506,1015,7279,79,133,2296,205,2043,11,37,201759,48673,135487,2044,15555,38336,10729,20632,392,6583,21907,5876,13224,154,2653,25705,7891,15061,350,2403,28720,7999,18622,362,1737,29138,7312,20388,292,1146,22394,4357,17223,219,595,17931,2525,14989,158,259,12304,1464,10633,84,123,5324,520,4715,33,56
UKN03,438823,156162,251695,3668,27298,92571,35972,44765,710,11124,50571,19884,25705,333,4649,56023,23238,28337,541,3907,62917,22701,36179,609,3428,61080,21197,37129,532,2222,49457,15588,32229,449,1191,37495,10340,26311,304,540,21108,5521,15264,141,182,7601,1721,5776,49,55,215591,76154,122471,1851,15115,47395,18318,22846,371,5860,26187,10163,13288,175,2561,27156,11200,13557,277,2122,30778,10862,17602,322,1992,30406,10359,18422,260,1365,24492,7508,16020,215,749,17902,4887,12520,154,341,8883,2301,6425,58,99,2392,556,1791,19,26,223232,80008,129224,1817,12183,45176,17654,21919,339,5264,24384,9721,12417,158,2088,28867,12038,14780,264,1785,32139,11839,18577,287,1436,30674,10838,18707,272,857,24965,8080,16209,234,442,19593,5453,13791,150,199,12225,3220,8839,83,83,5209,1165,3985,30,29
UKN04,288597,163249,114709,1853,8786,61793,37646,20343,344,3460,37402,22489,13199,173,1541,36986,22471,12947,333,1235,41204,23583,16208,332,1081,40020,22003,16985,280,752,31056,16409,14040,191,416,23171,11185,11664,115,207,12734,5721,6863,71,79,4231,1742,2460,14,15,142146,79611,56703,957,4875,31592,19144,10500,159,1789,18816,11190,6692,110,824,18148,10826,6427,183,712,20125,11378,7943,167,637,19934,10726,8605,152,451,15549,8012,7176,94,267,11112,5304,5615,56,137,5533,2521,2929,32,51,1337,510,816,4,7,146451,83638,58006,896,3911,30201,18502,9843,185,1671,18586,11299,6507,63,717,18838,11645,6520,150,523,21079,12205,8265,165,444,20086,11277,8380,128,301,15507,8397,6864,97,149,12059,5881,6049,59,70,7201,3200,3934,39,28,2894,1232,1644,10,8
UKN05,411884,269084,131089,2118,9593,93727,63911,25848,330,3638,51231,34750,14847,208,1426,57064,39620,15520,341,1583,58310,38279,18372,340,1319,54715,35156,18377,323,859,42661,26621,15317,251,472,30230,17520,12302,205,203,17625,9853,7608,94,70,6321,3374,2898,26,23,205671,133774,65515,1072,5310,48096,32751,13319,149,1877,26532,17928,7725,112,767,28350,19483,7836,170,861,29308,19048,9272,181,807,27790,17588,9507,172,523,21416,13238,7767,126,285,14675,8532,5901,103,139,7513,4198,3222,50,43,1991,1008,966,9,8,206213,135310,65574,1046,4283,45631,31160,12529,181,1761,24699,16822,7122,96,659,28714,20137,7684,171,722,29002,19231,9100,159,512,26925,17568,8870,151,336,21245,13383,7550,125,187,15555,8988,6401,102,64,10112,5655,4386,44,27,4330,2366,1932,17,15
95AA,53428,22010,26970,498,3950,11949,5425,4774,104,1646,6186,2737,2761,57,631,7231,3366,3078,102,685,8025,3359,4113,79,474,7292,3021,3928,62,281,5674,2052,3431,52,139,4189,1233,2863,30,63,2151,620,1500,8,23,731,197,522,4,8,26310,10688,13155,260,2207,6136,2792,2398,60,886,3182,1375,1432,29,346,3501,1590,1495,48,368,3904,1575,2007,41,281,3633,1487,1936,35,175,2814,981,1719,28,86,1965,572,1335,13,45,938,256,663,4,15,237,60,170,2,5,27118,11322,13815,238,1743,5813,2633,2376,44,760,3004,1362,1329,28,285,3730,1776,1583,54,317,4121,1784,2106,38,193,3659,1534,1992,27,106,2860,1071,1712,24,53,2224,661,1528,17,18,1213,364,837,4,8,494,137,352,2,3
95BB,78078,9904,60054,819,7301,15265,1949,10110,156,3050,8201,1074,5868,64,1195,8892,1455,6308,121,1008,10963,1527,8374,140,922,11397,1441,9250,119,587,10094,1150,8535,100,309,7743,791,6722,77,153,4018,376,3557,30,55,1505,141,1330,12,22,38086,4757,28918,388,4023,7915,991,5233,76,1615,4224,540,2991,37,656,4250,690,2960,56,544,5246,731,3950,65,500,5549,692,4432,57,368,4950,535,4177,40,198,3813,391,3280,39,103,1669,141,1486,13,29,470,46,409,5,10,39992,5147,31136,431,3278,7350,958,4877,80,1435,3977,534,2877,27,539,4642,765,3348,65,464,5717,796,4424,75,422,5848,749,4818,62,219,5144,615,4358,60,111,3930,400,3442,38,50,2349,235,2071,17,26,1035,95,921,7,12
95CC,59340,28698,28486,356,1800,13145,6548,5875,49,673,7323,3771,3213,40,299,7822,4188,3282,58,294,8281,3969,4005,55,252,7997,3834,3954,52,157,6350,2919,3313,41,77,4771,2021,2681,38,31,2696,1092,1568,20,16,955,356,595,3,1,29509,14242,14112,171,984,6709,3377,2968,21,343,3888,1999,1714,13,162,3834,2007,1653,28,146,4135,1944,2012,25,154,4052,1932,1993,27,100,3142,1431,1642,22,47,2340,997,1299,20,24,1111,448,643,12,8,298,107,188,3,0,29831,14456,14374,185,816,6436,3171,2907,28,330,3435,1772,1499,27,137,3988,2181,1629,30,148,4146,2025,1993,30,98,3945,1902,1961,25,57,3208,1488,1671,19,30,2431,1024,1382,18,7,1585,644,925,8,8,657,249,407,0,1
95DD,64044,14440,45700,546,3358,12859,3231,8125,107,1396,7159,1749,4787,45,578,7947,2249,5160,75,463,9350,2215,6611,81,443,8557,1857,6344,81,275,7518,1541,5785,65,127,5806,954,4750,49,53,3604,514,3038,36,16,1244,130,1100,7,7,31398,7012,22264,283,1839,6508,1583,4123,65,737,3785,913,2556,21,295,3894,1124,2482,44,244,4596,1064,3222,39,271,4261,893,3160,39,169,3735,754,2867,34,80,2720,444,2221,25,30,1512,198,1289,15,10,387,39,344,1,3,32646,7428,23436,263,1519,6351,1648,4002,42,659,3374,836,2231,24,283,4053,1125,2678,31,219,4754,1151,3389,42,172,4296,964,3184,42,106,3783,787,2918,31,47,3086,510,2529,24,23,2092,316,1749,21,6,857,91,756,6,4
95EE,31224,9928,19687,191,1418,6616,2372,3597,22,625,3713,1361,2100,13,239,4098,1453,2439,30,176,4617,1455,2974,23,165,4361,1290,2922,36,113,3167,850,2222,28,67,2602,662,1898,19,23,1550,380,1145,18,7,500,105,390,2,3,15442,4940,9642,102,758,3326,1207,1791,9,319,1930,680,1114,10,126,2018,704,1197,21,96,2282,751,1433,14,84,2245,675,1481,21,68,1584,423,1110,9,42,1239,310,900,11,18,642,156,476,7,3,176,34,140,0,2,15782,4988,10045,89,660,3290,1165,1806,13,306,1783,681,986,3,113,2080,749,1242,9,80,2335,704,1541,9,81,2116,615,1441,15,45,1583,427,1112,19,25,1363,352,998,8,5,908,224,669,11,4,324,71,250,2,1
95FF,48339,15479,29979,361,2520,10812,3657,6019,66,1070,5387,1838,3093,30,426,6338,2434,3556,37,311,7295,2314,4600,54,327,6847,2091,4490,49,217,4964,1458,3331,55,120,3724,955,2696,37,36,2170,558,1580,20,12,802,174,614,13,1,23976,7623,14804,183,1366,5517,1896,3056,31,534,2863,983,1619,21,240,3043,1166,1698,16,163,3632,1120,2287,28,197,3464,1005,2302,24,133,2495,712,1684,28,71,1783,454,1283,21,25,918,225,683,7,3,261,62,192,7,0,24363,7856,15175,178,1154,5295,1761,2963,35,536,2524,855,1474,9,186,3295,1268,1858,21,148,3663,1194,2313,26,130,3383,1086,2188,25,84,2469,746,1647,27,49,1941,501,1413,16,11,1252,333,897,13,9,541,112,422,6,1
95GG,280962,136497,118856,4825,20784,52283,27337,17240,927,6779,43173,22323,16112,619,4119,44992,23129,15874,1417,4572,36478,17938,15154,878,2508,36457,17940,16698,430,1389,26688,12080,13543,239,826,20821,8533,11789,161,338,14447,5457,8699,111,180,5623,1760,3747,43,73,135077,64636,56198,2653,11590,26696,13896,8795,465,3540,20904,10689,7605,343,2267,22183,11164,7659,765,2595,18000,8442,7413,570,1575,17529,8384,8098,243,804,13219,5740,6859,126,494,9435,3783,5373,88,191,5516,2046,3336,42,92,1595,492,1060,11,32,145885,71861,62658,2172,9194,25587,13441,8445,462,3239,22269,11634,8507,276,1852,22809,11965,8215,652,1977,18478,9496,7741,308,933,18928,9556,8600,187,585,13469,6340,6684,113,332,11386,4750,6416,73,147,8931,3411,5363,69,88,4028,1268,2687,32,41
95HH,39114,3738,31005,357,4014,7705,676,5358,45,1626,4561,388,3440,29,704,4469,539,3331,51,548,5632,666,4450,60,456,6007,602,4983,70,352,4487,389,3864,45,189,3501,243,3127,38,93,2040,179,1807,15,39,712,56,645,4,7,18851,1711,14777,173,2190,3902,321,2725,21,835,2360,204,1742,14,400,2043,230,1495,26,292,2687,307,2080,32,268,2943,274,2430,33,206,2186,177,1869,21,119,1686,109,1508,20,49,847,74,749,5,19,197,15,179,1,2,20263,2027,16228,184,1824,3803,355,2633,24,791,2201,184,1698,15,304,2426,309,1836,25,256,2945,359,2370,28,188,3064,328,2553,37,146,2301,212,1995,24,70,1815,134,1619,18,44,1193,105,1058,10,20,515,41,466,3,5
95II,67242,14955,45669,842,5776,12842,3642,6782,173,2245,7335,1641,4730,65,899,7897,2243,4617,155,882,9767,2650,6166,160,791,10497,2572,7326,116,483,7090,1064,5683,83,260,5965,641,5147,51,126,4305,390,3822,33,60,1544,112,1396,6,30,32287,7044,21635,397,3211,6614,1895,3438,72,1209,3752,854,2387,35,476,3710,997,2165,84,464,4793,1224,3010,68,491,5005,1142,3513,57,293,3468,460,2814,39,155,2709,272,2328,24,85,1717,165,1509,15,28,519,35,471,3,10,34955,7911,24034,445,2565,6228,1747,3344,101,1036,3583,787,2343,30,423,4187,1246,2452,71,418,4974,1426,3156,92,300,5492,1430,3813,59,190,3622,604,2869,44,105,3256,369,2819,27,41,2588,225,2313,18,32,1025,77,925,3,20
95JJ,59067,16552,38560,541,3414,11450,3564,6411,98,1377,7843,2431,4684,65,663,6603,2330,3739,69,465,7907,2392,5076,76,363,8554,2259,5907,89,299,6821,1679,4923,74,145,5549,1110,4329,34,76,3194,568,2576,27,23,1146,219,915,9,3,28742,7989,18602,265,1886,5908,1822,3305,49,732,3809,1156,2256,44,353,3262,1122,1840,30,270,3804,1164,2390,30,220,4209,1105,2896,43,165,3398,822,2449,42,85,2599,505,2037,12,45,1374,229,1118,12,15,379,64,311,3,1,30325,8563,19958,276,1528,5542,1742,3106,49,645,4034,1275,2428,21,310,3341,1208,1899,39,195,4103,1228,2686,46,143,4345,1154,3011,46,134,3423,857,2474,32,60,2950,605,2292,22,31,1820,339,1458,15,8,767,155,604,6,2
95KK,37013,21933,13982,177,921,8294,5320,2620,27,327,4912,3069,1653,23,167,5430,3444,1803,18,165,5201,3119,1937,29,116,4780,2750,1915,26,89,3638,1960,1622,21,35,2684,1320,1326,24,14,1510,683,811,9,7,564,268,295,0,1,18465,10914,6943,97,511,4291,2770,1347,13,161,2482,1532,830,16,104,2740,1725,910,14,91,2606,1560,963,13,70,2422,1358,995,16,53,1789,940,822,9,18,1284,643,622,12,7,679,313,356,4,6,172,73,98,0,1,18548,11019,7039,80,410,4003,2550,1273,14,166,2430,1537,823,7,63,2690,1719,893,4,74,2595,1559,974,16,46,2358,1392,920,10,36,1849,1020,800,12,17,1400,677,704,12,7,831,370,455,5,1,392,195,197,0,0
95LL,93023,42735,44686,851,4751,20520,10126,8413,187,1794,11358,5829,4635,81,813,13513,6816,5751,135,811,13373,6171,6435,150,617,12303,5579,6208,114,402,9339,3830,5236,84,189,7175,2617,4398,67,93,4063,1393,2618,24,28,1379,374,992,9,4,45776,20996,21679,446,2655,10566,5172,4335,96,963,5814,2966,2366,42,440,6584,3313,2753,69,449,6660,3008,3194,95,363,6132,2769,3057,56,250,4599,1855,2586,37,121,3336,1220,2027,36,53,1669,580,1064,11,14,416,113,297,4,2,47247,21739,23007,405,2096,9954,4954,4078,91,831,5544,2863,2269,39,373,6929,3503,2998,66,362,6713,3163,3241,55,254,6171,2810,3151,58,152,4740,1975,2650,47,68,3839,1397,2371,31,40,2394,813,1554,13,14,963,261,695,5,2
