GeographyCode,DC2251NI0001,DC2251NI0002,DC2251NI0003,DC2251NI0004,DC2251NI0005,DC2251NI0006,DC2251NI0007,DC2251NI0008,DC2251NI0009,DC2251NI0010,DC2251NI0011,DC2251NI0012,DC2251NI0013,DC2251NI0014,DC2251NI0015,DC2251NI0016,DC2251NI0017,DC2251NI0018,DC2251NI0019,DC2251NI0020,DC2251NI0021,DC2251NI0022,DC2251NI0023,DC2251NI0024,DC2251NI0025,DC2251NI0026,DC2251NI0027,DC2251NI0028,DC2251NI0029,DC2251NI0030,DC2251NI0031,DC2251NI0032,DC2251NI0033,DC2251NI0034,DC2251NI0035,DC2251NI0036,DC2251NI0037,DC2251NI0038,DC2251NI0039,DC2251NI0040,DC2251NI0041,DC2251NI0042,DC2251NI0043,DC2251NI0044,DC2251NI0045,DC2251NI0046,DC2251NI0047,DC2251NI0048,DC2251NI0049,DC2251NI0050,DC2251NI0051,DC2251NI0052,DC2251NI0053,DC2251NI0054,DC2251NI0055,DC2251NI0056,DC2251NI0057,DC2251NI0058,DC2251NI0059,DC2251NI0060,DC2251NI0061,DC2251NI0062,DC2251NI0063,DC2251NI0064,DC2251NI0065,DC2251NI0066,DC2251NI0067,DC2251NI0068,DC2251NI0069,DC2251NI0070,DC2251NI0071,DC2251NI0072,DC2251NI0073,DC2251NI0074,DC2251NI0075,DC2251NI0076,DC2251NI0077,DC2251NI0078,DC2251NI0079,DC2251NI0080,DC2251NI0081,DC2251NI0082,DC2251NI0083,DC2251NI0084,DC2251NI0085,DC2251NI0086,DC2251NI0087,DC2251NI0088,DC2251NI0089,DC2251NI0090
95EE,31224,9252,17717,10897,3974,202,2644,173,2519,1563,8383,2420,4834,3067,1138,46,583,33,653,443,18792,3696,12399,7608,2735,148,1908,122,1668,907,3271,2700,298,148,75,6,69,5,96,172,323,156,105,55,23,2,25,0,39,23,28,2,19,10,0,0,9,0,7,0,8,4,4,2,0,0,2,0,0,0,350,255,36,4,3,0,29,0,41,18,69,19,22,3,0,0,19,13,15,0
95FF,48339,14235,26715,13623,8060,888,4144,321,4657,2411,9473,2795,5309,2813,1590,153,753,44,803,522,31993,6586,20336,10404,6153,677,3102,205,3309,1557,5249,4070,600,237,203,39,121,21,303,255,714,305,283,128,81,8,66,14,78,34,105,18,56,16,12,4,24,8,21,2,30,19,3,0,2,0,1,0,7,1,554,378,53,9,6,4,34,1,91,31,221,64,75,16,13,3,43,28,45,9
95GG,280962,117712,95919,40463,32035,10334,13087,4258,37239,25834,45310,19011,16528,7130,5803,1702,1893,358,4988,4425,155913,42511,73909,31702,24845,8187,9175,1621,23254,14618,60408,48084,2424,861,776,279,508,305,4371,5224,5805,2991,1363,537,459,94,273,50,894,507,913,209,258,87,51,8,112,98,268,80,430,205,65,10,9,5,41,26,118,16,6810,3682,538,44,21,9,464,145,1844,601,5373,1019,834,92,71,50,621,1655,1502,363
95HH,39114,2958,26284,11668,7423,3192,4001,319,7296,2257,5898,440,3898,1727,1067,457,647,28,1128,404,30631,1719,21382,9608,6076,2626,3072,223,5630,1677,1335,459,496,187,155,62,92,20,244,116,507,70,298,109,91,28,70,7,115,17,132,16,64,24,15,6,19,7,41,4,25,10,4,1,2,0,1,6,4,1,338,177,59,4,5,1,49,0,75,27,248,67,83,8,12,12,51,28,59,11
95II,67242,13101,38517,16922,11120,4319,6156,767,11002,3855,8240,1094,5199,2373,1517,565,744,56,1359,532,49463,6259,31656,13992,9136,3603,4925,460,8311,2777,6494,4568,852,292,296,87,177,46,646,382,1282,481,464,200,122,51,91,15,223,99,248,43,101,30,18,9,44,30,66,8,78,42,9,1,2,0,6,9,12,6,737,403,72,12,13,1,46,10,227,25,700,211,164,22,16,3,123,141,158,26
95JJ,59067,14774,33524,16384,12540,835,3765,491,6575,3703,12508,3046,7370,3583,3003,122,662,53,1207,832,38407,6632,24610,12196,9065,639,2710,272,4460,2433,5470,3858,838,363,315,34,126,45,416,313,867,293,402,195,115,28,64,8,120,44,172,27,79,28,13,7,31,17,45,4,53,22,13,2,3,0,8,3,14,1,1114,786,80,3,8,0,69,12,178,58,476,110,132,14,18,5,95,81,135,18
95KK,37013,20379,12568,4853,5473,469,1773,155,1592,2319,9009,4839,3177,1160,1440,135,442,30,350,613,18547,7571,8925,3540,3869,319,1197,84,814,1153,7617,6737,272,96,112,9,55,11,160,437,539,383,92,43,34,5,10,2,26,36,58,28,14,3,7,0,4,4,8,4,31,27,1,0,0,0,1,0,2,1,1082,736,66,6,9,0,51,6,205,69,130,58,21,5,2,1,13,18,27,6
95LL,93023,39138,39190,9731,18432,3989,7038,777,7876,6042,17255,7268,7226,1646,3638,765,1177,69,1476,1216,52310,13667,30198,7729,14174,3076,5219,442,4636,3367,16496,14039,878,218,375,74,211,48,601,930,1355,710,427,96,172,53,106,31,116,71,198,44,85,16,28,8,33,25,36,8,77,53,5,0,2,0,3,3,8,8,4652,3135,211,14,19,4,174,36,879,391,680,222,160,12,24,9,115,123,124,51
95MM,107877,72748,20959,9955,8394,810,1800,728,4885,8557,20685,13844,4258,2049,1817,155,237,24,750,1809,38114,17138,15145,7360,6051,602,1132,325,2407,3099,45323,39421,1112,435,435,36,206,87,1305,3398,1582,1177,189,77,67,15,30,9,94,113,127,45,42,12,11,0,19,15,17,8,195,144,10,2,2,0,6,4,26,11,994,700,74,1,5,0,68,13,138,69,857,279,129,19,6,2,102,251,148,50
95NN,69731,40068,18910,9300,5887,574,3149,346,6272,4135,13953,8436,3604,1926,1114,105,459,48,961,904,38706,17770,14243,6994,4440,410,2399,197,4206,2290,14186,12193,547,205,201,30,111,34,636,776,1443,890,311,148,106,9,48,18,147,77,153,60,34,12,10,2,10,5,43,11,92,63,2,0,0,0,2,2,22,3,784,512,50,3,7,0,40,0,168,54,414,144,119,12,9,18,80,42,89,20
95OO,57852,33981,17238,5724,8141,920,2453,281,2242,4110,12543,6785,4344,1484,2165,218,477,42,402,970,24082,9425,11853,3976,5602,661,1614,127,1053,1624,15023,13133,600,208,276,33,83,32,240,1018,864,630,133,40,66,6,21,1,31,69,71,26,16,4,8,0,4,7,14,8,110,87,14,2,3,1,8,1,2,6,4849,3753,210,6,12,1,191,44,454,388,310,142,68,4,9,0,55,27,46,27
95PP,61805,33951,21186,1878,14228,2736,2344,328,3005,3335,15364,8405,5440,352,3849,749,490,46,576,897,27585,10076,14298,1359,9580,1836,1523,159,1592,1460,16132,13789,1020,128,636,117,139,43,470,810,786,475,197,31,109,24,33,3,68,43,93,30,43,3,13,9,18,4,9,7,98,73,14,0,9,1,4,4,3,4,1443,951,130,2,17,0,111,17,241,104,304,152,44,3,15,0,26,52,46,10
95QQ,32180,7009,19206,11958,3845,1336,2067,163,3871,1931,6661,1535,3964,2563,760,264,377,29,700,433,22786,3934,14611,9111,2938,1017,1545,111,2863,1267,1908,1256,303,147,83,34,39,8,141,200,428,147,200,105,51,16,28,2,57,22,81,17,40,13,10,2,15,2,18,4,16,10,4,2,1,1,0,0,1,1,198,77,47,11,1,1,34,1,72,1,102,33,37,6,1,1,29,10,19,3
95RR,33536,18784,11489,6123,4329,203,834,92,1615,1556,8551,4953,2752,1393,1171,46,142,12,362,472,17707,7544,8313,4568,3013,151,581,49,1027,774,6400,5686,301,128,117,5,51,8,131,274,393,285,69,28,24,0,17,1,26,12,38,16,4,0,1,1,2,1,17,0,42,34,1,0,0,0,1,0,3,4,245,177,18,2,2,0,14,11,25,14,160,89,31,4,1,0,26,10,24,6
95SS,120165,39402,57606,22348,22000,4518,8740,926,14554,7677,18624,6196,8761,3390,3602,664,1105,77,2237,1353,77922,16123,45879,18051,17434,3635,6759,565,10516,4839,18407,14764,1397,459,560,110,268,79,956,1211,2313,1005,904,354,301,77,172,13,262,129,326,57,157,43,48,3,63,30,72,10,120,70,25,6,5,6,8,4,16,5,1581,925,204,11,17,2,174,25,348,79,872,262,279,34,33,21,191,133,147,51
95TT,45038,28088,12767,5526,4662,218,2361,179,1781,2223,12085,7048,3973,1761,1572,64,576,21,394,649,19500,9077,8281,3621,2930,144,1586,120,1043,979,11450,10465,334,91,115,9,119,6,161,484,785,623,100,38,39,1,22,5,33,24,55,33,12,4,4,0,4,2,8,0,90,83,1,0,0,0,1,1,1,4,928,676,45,2,1,0,42,4,123,80,145,83,21,9,1,0,11,20,18,3
95UU,17050,9267,5514,2633,2393,36,452,73,1066,1130,4669,2220,1867,868,877,6,116,16,259,307,8303,3688,3421,1679,1413,29,300,27,610,557,3539,3020,154,65,75,0,14,6,130,229,301,220,41,16,19,1,5,4,18,18,16,7,2,1,0,0,1,0,5,2,17,12,1,0,1,0,0,1,3,0,119,71,9,2,1,0,6,2,21,16,86,29,19,2,7,0,10,17,20,1
95VV,99480,71686,15151,8666,3711,365,2409,405,3828,8410,18523,12569,3539,2210,824,77,428,39,664,1712,36326,20451,10489,6085,2583,262,1559,132,1706,3548,38570,34312,629,245,213,19,152,63,863,2703,1813,1409,186,103,56,2,25,11,79,128,122,60,28,8,8,0,12,7,17,10,262,211,12,1,4,0,7,2,23,14,3295,2420,202,9,14,4,175,32,385,256,569,254,66,5,9,1,51,119,91,39
95WW,85139,16968,49211,24086,12423,5978,6724,921,12986,5053,12277,1981,7527,3719,1879,911,1018,72,1916,781,62407,8622,39910,19664,10133,4871,5242,482,9681,3712,7141,5065,986,407,264,125,190,74,614,402,1222,454,478,215,119,48,96,16,195,79,232,36,90,38,15,8,29,21,74,11,64,24,15,4,0,4,7,5,18,2,969,650,64,7,4,4,49,7,214,34,827,136,141,32,9,7,93,244,274,32
95XX,78937,8814,47637,23118,13859,4103,6557,824,16832,4830,9233,822,5538,2735,1604,481,718,66,2107,700,61814,5323,39236,19302,11415,3378,5141,521,13009,3725,4045,1708,1285,542,418,104,221,42,792,218,1820,304,1040,435,332,104,169,23,359,94,354,29,132,46,45,10,31,33,145,15,80,30,20,2,8,3,7,4,24,2,787,363,139,19,18,7,95,12,221,52,804,235,247,37,19,16,175,123,175,24
95YY,51356,33569,12734,5120,5563,634,1417,220,1733,3100,12586,8038,3262,1211,1557,173,321,37,313,936,22451,11349,8780,3688,3769,425,898,114,889,1319,13805,12299,473,165,199,22,87,26,277,730,790,629,92,42,29,11,10,3,32,34,97,56,18,7,4,0,7,4,16,3,143,120,4,0,0,0,4,3,9,7,1255,942,79,3,4,0,72,7,164,63,229,136,26,4,1,3,18,26,33,8
95ZZ,39843,23944,12251,6277,4640,517,817,107,961,2580,10571,6171,3429,1652,1474,129,174,10,231,730,16972,7203,8087,4312,2891,361,523,37,495,1150,11319,9910,579,255,233,24,67,19,158,653,439,313,87,45,32,2,8,4,14,21,50,21,15,7,3,1,4,2,9,3,36,23,3,2,0,0,1,5,5,0,333,244,33,2,7,0,24,1,38,17,123,59,18,2,0,0,16,29,11,6
