GeographyCode,DC2230NI0001,DC2230NI0002,DC2230NI0003,DC2230NI0004,DC2230NI0005,DC2230NI0006,DC2230NI0007,DC2230NI0008,DC2230NI0009,DC2230NI0010,DC2230NI0011,DC2230NI0012,DC2230NI0013,DC2230NI0014,DC2230NI0015,DC2230NI0016,DC2230NI0017,DC2230NI0018,DC2230NI0019,DC2230NI0020,DC2230NI0021,DC2230NI0022,DC2230NI0023,DC2230NI0024,DC2230NI0025,DC2230NI0026,DC2230NI0027,DC2230NI0028,DC2230NI0029,DC2230NI0030,DC2230NI0031,DC2230NI0032,DC2230NI0033,DC2230NI0034,DC2230NI0035,DC2230NI0036,DC2230NI0037,DC2230NI0038,DC2230NI0039,DC2230NI0040,DC2230NI0041,DC2230NI0042,DC2230NI0043,DC2230NI0044,DC2230NI0045,DC2230NI0046,DC2230NI0047,DC2230NI0048,DC2230NI0049,DC2230NI0050,DC2230NI0051,DC2230NI0052,DC2230NI0053,DC2230NI0054,DC2230NI0055,DC2230NI0056,DC2230NI0057,DC2230NI0058,DC2230NI0059,DC2230NI0060,DC2230NI0061,DC2230NI0062,DC2230NI0063,DC2230NI0064,DC2230NI0065,DC2230NI0066,DC2230NI0067,DC2230NI0068,DC2230NI0069,DC2230NI0070,DC2230NI0071,DC2230NI0072
WELB,282102,9705,869,616,1888,1482,14560,267542,59522,1704,158,79,445,249,2635,56887,225102,8194,725,549,1456,1277,12201,212901,125349,6215,576,442,994,957,9184,116165,95662,1920,124,97,435,304,2880,92782,1941,31,14,9,21,11,86,1855,564,2,8,0,3,1,14,550,1586,26,3,1,3,4,37,1549,2430,30,0,4,16,11,61,2369
UKN01,269804,9272,739,499,1918,1753,14181,255623,39344,1093,105,40,357,168,1763,37581,231347,8397,644,476,1564,1635,12716,218631,159583,6698,492,387,1238,1301,10116,149467,65147,1485,109,77,270,306,2247,62900,3448,113,32,10,33,10,198,3250,260,11,3,0,1,0,15,245,2909,90,8,2,22,18,140,2769,6314,130,15,3,47,34,229,6085
UKN02,374966,19802,1462,1163,3210,3085,28722,346244,45825,2326,234,141,488,318,3507,42318,333205,17930,1269,1066,2747,2839,25851,307354,285267,16225,1133,960,2486,2531,23335,261932,43667,1562,112,97,227,295,2293,41374,2021,82,16,4,15,3,120,1901,421,12,3,0,11,2,28,393,1829,49,5,5,8,8,75,1754,4786,128,13,7,47,33,228,4558
UKN03,420580,30379,3684,2996,4982,4234,46275,374305,72950,4999,847,598,1133,720,8297,64653,352183,25968,2887,2469,3913,3605,38842,313341,283992,23413,2601,2254,3470,3237,34975,249017,58579,2242,215,197,351,324,3329,55250,4095,146,32,10,46,22,256,3839,1728,33,12,4,18,4,71,1657,3789,134,27,4,28,18,211,3578,3745,130,13,7,47,31,228,3517
UKN04,277050,19399,3308,2192,3777,2564,31240,245810,57734,3721,906,408,913,456,6404,51330,221636,16030,2430,1812,2903,2156,25331,196305,140560,13445,2215,1624,2366,1793,21443,119117,78063,2488,197,182,499,349,3715,74348,1782,51,15,4,32,7,109,1673,145,0,1,0,2,2,5,140,1086,46,2,2,4,5,59,1027,2413,73,4,3,17,30,127,2286
UKN05,393311,13188,1072,951,2486,2089,19786,373525,80008,2312,208,169,645,387,3721,76287,318161,11150,888,803,1871,1747,16459,301702,182286,8883,687,657,1339,1396,12962,169324,121780,2097,135,122,437,316,3107,118673,5148,65,29,10,41,12,157,4991,4107,40,17,4,22,11,94,4013,4840,65,20,10,32,12,139,4701,3150,67,1,5,16,8,97,3053
95AA,51042,3391,304,262,511,418,4886,46156,8058,488,62,36,101,60,747,7311,43431,2975,246,233,415,368,4237,39194,34481,2645,217,210,360,325,3757,30724,7629,284,19,18,40,38,399,7230,547,23,7,2,13,4,49,498,297,6,1,3,1,1,12,285,477,17,2,0,1,0,20,457,637,19,1,2,10,4,36,601
95BB,75313,6640,802,659,945,945,9991,65322,11702,1057,174,126,227,144,1728,9974,64503,5722,642,554,729,820,8467,56036,58960,5316,580,506,666,778,7846,51114,4881,387,55,47,58,39,586,4295,173,11,3,1,0,0,15,158,158,2,1,0,4,1,8,150,331,6,3,0,1,2,12,319,614,36,8,1,6,9,60,554
95CC,56792,2225,156,157,370,405,3313,53479,10552,369,30,28,80,77,584,9968,46986,1901,132,129,293,333,2788,44198,30028,1612,100,112,221,299,2344,27684,15174,270,21,15,61,33,400,14774,495,11,6,0,3,0,20,475,709,5,2,0,4,0,11,698,580,3,3,2,4,1,13,567,404,8,0,1,3,0,12,392
95DD,61601,8542,1365,1131,1458,1146,13642,47959,12495,1559,366,274,326,245,2770,9725,49643,7113,1012,880,1157,920,11082,38561,42892,6551,929,819,1062,845,10206,32686,5047,469,64,59,75,64,731,4316,788,39,10,1,13,8,71,717,44,1,0,0,2,0,3,41,872,53,9,1,5,3,71,801,458,32,1,2,11,7,53,405
95EE,29937,4959,1384,851,1054,563,8811,21126,7470,1113,412,196,270,129,2120,5350,22732,3882,979,663,793,439,6756,15976,18864,3572,933,624,733,399,6261,12603,3540,291,44,38,53,40,466,3074,215,8,2,0,5,0,15,200,6,0,0,0,0,0,0,6,107,11,0,1,2,0,14,93,101,8,3,2,0,4,17,84
95FF,46112,2439,181,192,424,389,3625,42487,8066,402,30,30,89,74,625,7441,38581,2071,154,164,336,331,3056,35525,32196,1892,146,151,298,302,2789,29407,5852,159,7,12,34,23,235,5617,287,13,1,0,3,0,17,270,89,0,0,0,0,0,0,89,157,7,0,1,1,6,15,142,337,8,0,1,6,1,16,321
95GG,269804,9272,739,499,1918,1753,14181,255623,39344,1093,105,40,357,168,1763,37581,231347,8397,644,476,1564,1635,12716,218631,159583,6698,492,387,1238,1301,10116,149467,65147,1485,109,77,270,306,2247,62900,3448,113,32,10,33,10,198,3250,260,11,3,0,1,0,15,245,2909,90,8,2,22,18,140,2769,6314,130,15,3,47,34,229,6085
95HH,37739,2387,206,148,413,389,3543,34196,5134,329,39,31,52,34,485,4649,32897,2102,170,123,361,361,3117,29780,30736,1960,157,111,342,333,2903,27833,1830,132,10,11,19,26,198,1632,157,9,2,1,0,1,13,144,19,0,0,0,0,0,0,19,155,1,1,0,0,1,3,152,380,12,1,2,5,4,24,356
95II,64756,3231,196,133,479,551,4590,60166,6967,346,27,17,67,47,504,6463,58440,2953,178,121,417,520,4189,54251,50116,2634,158,106,378,457,3733,46383,7604,289,19,14,34,60,416,7188,360,19,0,1,4,1,25,335,48,0,0,0,1,0,1,47,312,11,1,0,0,2,14,298,965,20,1,4,9,3,37,928
95JJ,56990,6001,769,583,878,847,9078,47912,11177,1038,213,86,206,136,1679,9498,46264,5091,563,504,688,724,7570,38694,38924,4600,523,462,613,660,6858,32066,6276,456,32,40,63,59,650,5626,738,19,6,2,12,4,43,695,21,0,0,0,0,0,0,21,305,16,2,0,0,1,19,286,658,37,1,0,4,17,59,599
95KK,35320,1533,113,104,255,238,2243,33077,7836,296,23,15,84,53,471,7365,27907,1267,93,95,176,186,1817,26090,18856,1073,75,78,143,157,1526,17330,8011,183,12,17,29,27,268,7743,241,3,3,0,1,1,8,233,140,2,0,0,1,0,3,137,659,6,3,0,2,1,12,647,209,9,0,0,0,1,10,199
95LL,88565,2981,229,160,626,513,4509,84056,14589,380,47,29,148,84,688,13901,74694,2659,185,134,482,434,3894,70800,52839,2272,135,104,372,366,3249,49590,17424,290,16,22,70,52,450,16974,1955,43,11,5,15,8,82,1873,993,24,10,1,11,2,48,945,1483,30,13,2,14,6,65,1418,892,16,2,1,5,6,30,862
95MM,103341,3098,232,184,656,465,4635,98706,17887,433,43,13,119,71,679,17208,86253,2745,194,177,534,414,4064,82189,39160,1858,139,126,296,263,2682,36478,46138,861,51,50,229,147,1338,44800,480,20,4,0,7,1,32,448,64,0,0,0,2,0,2,62,411,6,0,1,0,3,10,401,1111,14,0,1,11,7,33,1078
95NN,66882,2552,174,171,367,394,3658,63224,12110,388,24,27,98,59,596,11514,55854,2247,152,153,275,351,3178,52676,39670,1806,131,130,238,271,2576,37094,15422,423,21,22,37,78,581,14841,309,15,0,1,0,1,17,292,137,0,0,0,0,0,0,137,316,3,0,0,0,1,4,312,622,12,1,0,6,3,22,600
95OO,55075,1755,131,117,356,290,2649,52426,10827,276,18,16,82,54,446,10381,44827,1506,112,104,274,246,2242,42585,24615,1154,77,78,184,189,1682,22933,15588,292,12,13,48,41,406,15182,1208,14,7,2,11,2,36,1172,1817,23,7,3,13,6,52,1765,1599,23,9,8,18,8,66,1533,465,10,1,0,1,1,13,452
95PP,59282,1544,130,99,289,311,2373,56909,13637,274,24,18,75,60,451,13186,46188,1304,108,81,219,261,1973,44215,28055,1035,81,61,146,206,1529,26526,16744,252,16,13,64,48,393,16351,603,5,1,7,8,6,27,576,345,0,7,0,1,1,9,336,441,12,3,0,0,0,15,426,445,5,0,3,3,0,11,434
95QQ,31065,3834,629,421,651,429,5964,25101,5930,725,144,76,144,54,1143,4787,25477,3181,496,351,519,381,4928,20549,22954,2931,463,334,474,350,4552,18402,2324,230,33,17,37,30,347,1977,36,2,0,0,2,1,5,31,10,0,0,0,0,0,0,10,153,18,0,0,6,0,24,129,185,7,0,0,3,1,11,174
95RR,32150,1656,191,119,312,241,2519,29631,7570,289,37,14,82,37,459,7111,24830,1394,156,108,235,208,2101,22729,17885,1146,139,94,207,176,1762,16123,6707,244,15,12,26,31,328,6379,132,1,1,2,2,1,7,125,26,0,1,0,0,0,1,25,80,3,0,0,0,0,3,77,231,2,0,0,0,0,2,229
95SS,114825,5028,305,237,771,734,7075,107750,15669,614,43,19,114,89,879,14790,100706,4565,271,226,665,665,6392,94314,78998,4038,223,199,577,575,5612,73386,20209,476,37,24,72,87,696,19513,646,24,7,0,4,1,36,610,283,10,3,0,10,2,25,258,570,17,1,3,2,0,23,547,1218,25,6,0,11,7,49,1169
95TT,42883,2155,190,214,447,295,3301,39582,10536,473,55,51,127,55,761,9775,32997,1730,138,168,323,245,2604,30393,20026,1395,112,139,242,194,2082,17944,12076,326,24,29,70,47,496,11580,399,2,1,0,3,1,7,392,228,0,0,0,2,2,4,224,268,7,1,0,6,1,15,253,283,10,0,0,3,2,15,268
95UU,16423,1956,554,325,516,215,3566,12857,4239,464,174,76,140,42,896,3343,12411,1542,385,253,384,176,2740,9671,8503,1200,353,226,327,139,2245,6258,3795,333,32,27,54,34,480,3315,45,0,0,0,3,0,3,42,16,0,0,0,0,2,2,14,52,9,0,0,0,1,10,42,113,11,0,0,2,1,14,99
95VV,94839,2298,214,176,499,318,3505,91334,15583,300,31,30,124,48,533,15050,80571,2067,191,150,387,277,3072,77499,37681,1507,153,120,248,195,2223,35458,39721,514,31,28,123,80,776,38945,1648,28,5,1,14,0,48,1600,751,8,1,1,1,2,13,738,770,10,1,0,1,0,12,758,900,17,0,1,4,1,23,877
95WW,81578,4878,512,395,935,724,7444,74134,10307,633,97,49,168,89,1036,9271,71713,4301,424,354,776,637,6492,65221,62595,3955,397,334,711,581,5978,56617,8190,322,23,18,62,56,481,7709,584,18,4,2,2,0,26,558,35,0,0,0,0,0,0,35,309,6,0,0,1,0,7,302,1074,39,4,0,13,13,69,1005
95XX,76068,4278,243,250,612,687,6070,69998,7748,404,28,25,87,59,603,7145,69449,4009,226,242,528,656,5661,63788,62822,3638,198,210,478,585,5109,57713,5834,343,23,30,40,66,502,5332,274,12,3,0,5,0,20,254,36,2,0,0,0,0,2,34,483,14,2,2,5,5,28,455,1149,32,1,1,9,6,49,1100
95YY,49120,1678,138,84,270,232,2402,46718,11037,324,27,11,73,40,475,10562,38685,1375,114,76,199,199,1963,36722,23025,1107,89,69,155,156,1576,21449,14466,260,19,7,42,40,368,14098,554,2,6,0,1,2,11,543,117,2,0,0,0,0,2,115,523,4,0,0,1,1,6,517,444,8,0,0,2,3,13,431
95ZZ,38209,1729,178,130,361,233,2631,35578,9391,384,27,23,96,41,571,8820,29146,1376,153,107,269,195,2100,27046,17224,1069,128,92,190,156,1635,15589,11607,303,23,15,74,38,453,11154,172,3,2,0,3,1,9,163,12,0,0,0,0,0,0,12,131,1,0,0,2,0,3,128,199,1,0,0,0,1,2,197
