GeographyCode,DC2252NI0001,DC2252NI0002,DC2252NI0003,DC2252NI0004,DC2252NI0005,DC2252NI0006,DC2252NI0007,DC2252NI0008,DC2252NI0009,DC2252NI0010,DC2252NI0011,DC2252NI0012,DC2252NI0013,DC2252NI0014,DC2252NI0015,DC2252NI0016,DC2252NI0017,DC2252NI0018,DC2252NI0019,DC2252NI0020,DC2252NI0021,DC2252NI0022,DC2252NI0023,DC2252NI0024,DC2252NI0025,DC2252NI0026,DC2252NI0027,DC2252NI0028,DC2252NI0029,DC2252NI0030,DC2252NI0031,DC2252NI0032,DC2252NI0033,DC2252NI0034,DC2252NI0035,DC2252NI0036,DC2252NI0037,DC2252NI0038,DC2252NI0039,DC2252NI0040,DC2252NI0041,DC2252NI0042,DC2252NI0043,DC2252NI0044,DC2252NI0045
95NN,69731,43591,22372,409,3359,13953,9122,4095,55,681,38706,19433,16906,236,2131,14186,13172,711,40,263,1443,987,402,19,35,153,69,53,6,25,92,70,5,4,13,784,576,64,2,142,414,162,136,47,69
95OO,57852,37087,19111,324,1330,12543,7438,4762,46,297,24082,10307,13146,146,483,15023,14210,688,36,89,864,697,155,1,11,71,31,21,7,12,110,95,14,1,0,4849,4140,250,58,401,310,169,75,29,37
95PP,61805,36563,23350,353,1539,15364,9019,5924,52,369,27585,10964,15700,174,747,16132,14707,1217,44,164,786,526,243,4,13,93,38,46,4,5,98,77,15,4,2,1443,1070,149,18,206,304,162,56,53,33
95QQ,32180,8003,21934,184,2059,6661,1760,4401,32,468,22786,4450,16784,125,1427,1908,1465,369,9,65,428,168,231,2,27,81,22,49,2,8,16,11,4,0,1,198,93,53,1,51,102,34,43,13,12
95RR,33536,20014,12625,103,794,8551,5319,2985,15,232,17707,8049,9138,53,467,6400,5997,353,8,42,393,305,82,1,5,38,18,9,1,10,42,37,3,0,2,245,196,22,13,14,160,93,33,12,22
95SS,120165,43815,67197,1009,8144,18624,6866,10014,84,1660,77922,18153,53564,620,5585,18407,16217,1716,86,388,2313,1119,1099,13,82,326,64,177,34,51,120,75,31,5,9,1581,1033,263,25,260,872,288,333,142,109
95TT,45038,29728,14179,212,919,12085,7447,4343,37,258,19500,9660,9232,134,474,11450,11000,385,6,59,785,661,114,6,4,55,35,13,2,5,90,86,2,1,1,928,752,67,5,104,145,87,23,21,14
95UU,17050,10155,6310,78,507,4669,2409,2080,16,164,8303,4087,3921,30,265,3539,3279,210,7,43,301,242,49,4,6,16,9,4,0,3,17,13,1,1,2,119,83,22,2,12,86,33,23,18,12
95VV,99480,78953,17901,452,2174,18523,13889,4083,45,506,36326,22796,12447,154,929,38570,37412,784,68,306,1813,1557,222,11,23,122,72,32,7,11,262,230,18,3,11,3295,2707,231,34,323,569,290,84,130,65
95WW,85139,19204,57688,1006,7241,12277,2237,8644,82,1314,62407,9942,46838,540,5087,7141,5570,1207,78,286,1222,511,619,16,76,232,45,115,22,50,64,30,19,5,10,969,716,86,7,160,827,153,160,256,258
95XX,78937,10681,57809,914,9533,9233,1015,6564,73,1581,61814,6537,47624,580,7073,4045,1996,1638,46,365,1820,356,1297,23,144,354,47,183,36,88,80,34,24,5,17,787,438,182,12,155,804,258,297,139,110
95YY,51356,36122,14080,244,910,12586,8688,3615,41,242,22451,12292,9643,125,391,13805,13123,569,27,86,790,677,104,6,3,97,60,21,6,10,143,134,4,3,2,1255,1001,92,10,152,229,147,32,26,24
95ZZ,39843,25871,13422,117,433,10571,6707,3709,10,145,16972,7849,8888,39,196,11319,10603,650,22,44,439,338,94,4,3,50,26,17,4,3,36,23,3,5,5,333,264,40,1,28,123,61,21,32,9
