GeographyCode,DC2108NI0001,DC2108NI0002,DC2108NI0003,DC2108NI0004,DC2108NI0005,DC2108NI0006,DC2108NI0007,DC2108NI0008,DC2108NI0009,DC2108NI0010,DC2108NI0011,DC2108NI0012,DC2108NI0013,DC2108NI0014,DC2108NI0015,DC2108NI0016,DC2108NI0017,DC2108NI0018,DC2108NI0019,DC2108NI0020,DC2108NI0021,DC2108NI0022,DC2108NI0023,DC2108NI0024,DC2108NI0025,DC2108NI0026,DC2108NI0027,DC2108NI0028,DC2108NI0029,DC2108NI0030,DC2108NI0031,DC2108NI0032,DC2108NI0033,DC2108NI0034,DC2108NI0035,DC2108NI0036,DC2108NI0037,DC2108NI0038,DC2108NI0039,DC2108NI0040,DC2108NI0041,DC2108NI0042,DC2108NI0043,DC2108NI0044,DC2108NI0045,DC2108NI0046,DC2108NI0047,DC2108NI0048,DC2108NI0049,DC2108NI0050,DC2108NI0051,DC2108NI0052,DC2108NI0053,DC2108NI0054,DC2108NI0055,DC2108NI0056,DC2108NI0057,DC2108NI0058,DC2108NI0059,DC2108NI0060,DC2108NI0061,DC2108NI0062,DC2108NI0063,DC2108NI0064,DC2108NI0065,DC2108NI0066,DC2108NI0067,DC2108NI0068,DC2108NI0069,DC2108NI0070,DC2108NI0071,DC2108NI0072,DC2108NI0073,DC2108NI0074,DC2108NI0075,DC2108NI0076,DC2108NI0077,DC2108NI0078,DC2108NI0079,DC2108NI0080,DC2108NI0081,DC2108NI0082,DC2108NI0083,DC2108NI0084,DC2108NI0085,DC2108NI0086,DC2108NI0087,DC2108NI0088,DC2108NI0089,DC2108NI0090
WELB,225842,195762,8807,2235,261,11591,877,3322,2987,114556,96689,4983,1283,161,7047,443,2053,1897,103254,87859,4326,1118,141,6485,308,1325,1692,11302,8830,657,165,20,562,135,728,205,111286,99073,3824,952,100,4544,434,1269,1090,77534,70688,2416,429,53,2040,327,876,705,2714,2106,97,24,1,190,20,166,110,8303,7151,368,147,14,484,20,49,70,9319,7874,537,170,9,452,40,137,100,13416,11254,406,182,23,1378,27,41,105
UKN01,224006,193216,7596,2006,328,4926,1811,5246,8877,92136,76895,3495,1005,160,2089,740,2766,4986,75410,64149,2629,727,121,1590,431,1555,4208,16726,12746,866,278,39,499,309,1211,778,131870,116321,4101,1001,168,2837,1071,2480,3891,90726,79708,2874,610,98,1989,870,1876,2701,2602,1757,93,22,7,77,36,201,409,10773,9738,339,104,17,137,63,111,264,12050,10651,449,145,20,166,66,244,309,15719,14467,346,120,26,468,36,48,208
UKN02,305528,270561,13881,3645,657,4495,1824,3056,7409,176662,153644,9110,2439,462,2898,1079,1930,5100,155730,136303,7801,2045,407,2549,807,1237,4581,20932,17341,1309,394,55,349,272,693,519,128866,116917,4771,1206,195,1597,745,1126,2309,81516,75057,2547,550,84,638,503,764,1373,2711,2122,143,31,11,54,20,131,199,9842,8763,492,117,15,114,69,58,214,14880,13158,792,225,40,152,98,143,272,19917,17817,797,283,45,639,55,30,251
UKN03,342075,303621,14017,3484,592,4612,2135,7695,5919,196867,172303,9182,2284,413,2962,1161,4546,4016,174626,154748,7874,1963,359,2668,783,2661,3570,22241,17555,1308,321,54,294,378,1885,446,145208,131318,4835,1200,179,1650,974,3149,1903,95180,87257,2632,557,80,675,636,2222,1121,3150,2385,125,33,13,56,28,333,177,10673,9432,532,131,22,150,102,122,182,15442,13422,843,211,34,173,147,382,230,20763,18822,703,268,30,596,61,90,193
UKN04,222904,196957,8584,2632,336,8025,931,2308,3131,113859,98545,4954,1552,210,4645,487,1451,2015,101908,88671,4280,1357,181,4251,355,1019,1794,11951,9874,674,195,29,394,132,432,221,109045,98412,3630,1080,126,3380,444,857,1116,74665,68697,2239,498,61,1582,326,561,701,2621,2124,83,21,4,133,17,121,118,8177,7174,340,145,15,354,27,42,80,10319,8971,542,191,19,352,44,100,100,13263,11446,426,225,27,959,30,33,117
UKN05,314855,271276,11089,2015,346,12497,1514,11461,4657,170723,144349,6668,1230,207,8069,846,6723,2631,155136,133618,5844,1070,178,7469,576,4103,2278,15587,10731,824,160,29,600,270,2620,353,144132,126927,4421,785,139,4428,668,4738,2026,101491,91333,2772,377,65,1950,461,3164,1369,4068,2829,141,19,4,191,36,593,255,8768,7381,416,105,18,440,40,260,108,10910,8946,587,134,23,422,84,552,162,18895,16438,505,150,29,1425,47,169,132
95AA,40598,34869,2172,481,91,582,249,1148,1006,23715,19874,1517,309,67,400,145,678,725,20924,17757,1317,268,57,350,109,403,663,2791,2117,200,41,10,50,36,275,62,16883,14995,655,172,24,182,104,470,281,11247,10132,377,73,11,78,62,344,170,369,254,25,4,1,6,2,48,29,1357,1185,81,17,3,16,18,13,24,1745,1482,100,30,5,21,19,59,29,2165,1942,72,48,4,61,3,6,29
95BB,62222,55959,2839,723,147,727,326,498,1003,37586,33389,1953,488,113,474,194,274,701,33530,29998,1670,408,99,429,139,163,624,4056,3391,283,80,14,45,55,111,77,24636,22570,886,235,34,253,132,224,302,15267,14246,427,100,18,83,86,158,149,518,416,19,11,1,12,3,28,28,1755,1555,87,32,5,19,13,12,32,3080,2731,177,37,7,31,18,20,59,4016,3622,176,55,3,108,12,6,34
95CC,45501,39675,1503,289,74,1651,155,1581,573,25358,21712,938,195,47,1080,103,909,374,23100,20109,828,167,40,1004,84,531,337,2258,1603,110,28,7,76,19,378,37,20143,17963,565,94,27,571,52,672,199,13839,12614,330,50,12,248,35,416,134,516,354,16,0,1,28,0,96,21,1305,1115,62,6,3,53,2,51,13,1605,1346,75,20,9,55,6,80,14,2878,2534,82,18,2,187,9,29,17
95DD,50553,45315,1561,537,67,465,231,1666,711,29163,25883,1024,343,47,295,124,983,464,26186,23637,883,304,41,273,90,543,415,2977,2246,141,39,6,22,34,440,49,21390,19432,537,194,20,170,107,683,247,14024,12866,306,93,10,66,68,479,136,500,377,13,2,2,3,1,81,21,1537,1356,74,24,2,20,13,20,28,2188,1931,78,29,4,18,15,83,30,3141,2902,66,46,2,63,10,20,32
95EE,24438,22541,848,233,39,248,72,269,188,14169,12903,571,151,28,161,47,172,136,12566,11512,482,128,23,147,40,111,123,1603,1391,89,23,5,14,7,61,13,10269,9638,277,82,11,87,25,97,52,7013,6661,164,46,3,31,17,65,26,281,249,6,1,1,4,0,11,9,563,525,16,5,1,6,4,4,2,972,884,49,13,3,6,2,10,5,1440,1319,42,17,3,40,2,7,10
95FF,37233,33739,1422,324,60,569,157,434,528,22071,19831,930,222,37,373,93,248,337,19788,17924,789,181,34,322,63,177,298,2283,1907,141,41,3,51,30,71,39,15162,13908,492,102,23,196,64,186,191,10156,9450,278,55,11,82,44,113,123,323,249,13,4,1,10,1,31,14,1017,894,58,9,3,20,4,13,16,1522,1345,80,19,4,18,13,24,19,2144,1970,63,15,4,66,2,5,19
95GG,224006,193216,7596,2006,328,4926,1811,5246,8877,92136,76895,3495,1005,160,2089,740,2766,4986,75410,64149,2629,727,121,1590,431,1555,4208,16726,12746,866,278,39,499,309,1211,778,131870,116321,4101,1001,168,2837,1071,2480,3891,90726,79708,2874,610,98,1989,870,1876,2701,2602,1757,93,22,7,77,36,201,409,10773,9738,339,104,17,137,63,111,264,12050,10651,449,145,20,166,66,244,309,15719,14467,346,120,26,468,36,48,208
95HH,31084,27751,1473,470,66,309,191,216,608,17906,15816,932,291,52,188,107,126,394,15868,14080,794,252,44,162,83,101,352,2038,1736,138,39,8,26,24,25,42,13178,11935,541,179,14,121,84,90,214,8088,7445,253,90,7,40,54,63,136,211,166,22,4,1,2,1,5,10,1140,1004,66,20,1,11,11,5,22,1631,1449,91,27,1,12,14,13,24,2108,1871,109,38,4,56,4,4,22
95II,53662,47791,1880,572,99,877,296,490,1657,31172,27200,1211,380,74,581,176,344,1206,27606,24265,1005,331,66,492,123,215,1109,3566,2935,206,49,8,89,53,129,97,22490,20591,669,192,25,296,120,146,451,14174,13155,343,75,13,131,84,105,268,466,366,17,8,1,11,3,15,45,1451,1295,66,19,1,9,9,9,43,2520,2272,113,34,2,21,14,15,49,3879,3503,130,56,8,124,10,2,46
95JJ,46325,40665,2123,596,96,850,259,856,880,25392,21944,1267,370,55,473,155,576,552,22534,19615,1090,322,45,434,127,407,494,2858,2329,177,48,10,39,28,169,58,20933,18721,856,226,41,377,104,280,328,13713,12400,518,109,19,208,70,180,209,582,459,22,5,3,8,5,51,29,1273,1101,69,26,3,16,10,18,30,2362,2100,123,35,7,32,11,26,28,3003,2661,124,51,9,113,8,5,32
95KK,28427,25705,817,174,29,382,230,756,334,15548,13942,491,108,16,238,135,439,179,14198,12963,422,91,15,217,79,257,154,1350,979,69,17,1,21,56,182,25,12879,11763,326,66,13,144,95,317,155,9148,8462,206,28,6,56,68,223,99,357,276,12,1,1,10,7,35,15,780,688,38,16,2,10,7,11,8,978,840,46,7,2,13,10,34,26,1616,1497,24,14,2,55,3,14,7
95LL,71997,62265,2469,548,94,1020,852,3213,1536,40075,34152,1485,363,60,620,424,1942,1029,34842,30374,1265,307,51,566,248,1120,911,5233,3778,220,56,9,54,176,822,118,31922,28113,984,185,34,400,428,1271,507,21019,18752,508,84,16,173,276,893,317,680,442,25,8,3,8,17,119,58,2480,2164,119,17,3,33,45,56,43,3442,2880,191,44,6,47,66,160,48,4301,3875,141,32,6,139,24,43,41
95MM,82296,71507,3149,874,93,4155,415,665,1438,37562,31663,1629,475,57,2268,175,382,913,33564,28420,1402,411,52,2078,111,280,810,3998,3243,227,64,5,190,64,102,103,44734,39844,1520,399,36,1887,240,283,525,30926,28092,972,187,25,936,188,195,331,975,767,31,6,0,71,8,33,59,4107,3604,171,68,5,201,11,10,37,4147,3589,205,60,4,184,22,34,49,4579,3792,141,78,2,495,11,11,49
95NN,53737,48051,2451,448,90,1016,197,635,849,29693,26074,1558,299,61,651,119,358,573,26550,23486,1344,267,53,593,88,215,504,3143,2588,214,32,8,58,31,143,69,24044,21977,893,149,29,365,78,277,276,16356,15137,530,86,11,164,55,207,166,564,470,23,4,5,16,3,22,21,1665,1498,78,7,3,37,5,7,30,2218,1951,145,14,4,30,11,31,32,3241,2921,117,38,6,118,4,10,27
95OO,44105,36566,1212,216,31,1182,457,3184,1257,23710,19376,709,130,16,758,236,1910,575,21362,18120,628,114,13,698,144,1198,447,2348,1256,81,16,3,60,92,712,128,20395,17190,503,86,15,424,221,1274,682,14418,12421,330,40,9,176,142,813,487,673,345,16,2,0,20,9,167,114,1220,993,47,9,4,41,16,77,33,1486,1142,60,17,0,32,41,166,28,2598,2289,50,18,2,155,13,51,20
95PP,47951,39297,2492,362,53,3811,212,1152,572,26180,20758,1440,222,35,2520,118,718,369,23490,18850,1250,185,29,2330,93,429,324,2690,1908,190,37,6,190,25,289,45,21771,18539,1052,140,18,1291,94,434,203,14985,13205,664,58,5,552,68,312,121,685,496,40,8,0,63,7,46,25,1295,1026,82,27,3,123,4,17,13,1617,1264,147,22,3,108,6,44,23,3189,2548,119,25,7,445,9,15,21
95QQ,25735,23423,1103,423,43,233,123,101,286,14564,13100,715,260,28,149,62,63,187,12806,11572,606,228,24,135,46,40,155,1758,1528,109,32,4,14,16,23,32,11171,10323,388,163,15,84,61,38,99,7111,6674,206,66,3,29,45,28,60,196,177,7,0,0,1,1,4,6,862,780,35,25,3,5,4,1,9,1247,1102,72,38,4,8,5,5,13,1755,1590,68,34,5,41,6,0,11
95RR,25607,23319,966,289,45,486,95,160,247,14066,12583,618,178,29,323,62,107,166,12508,11246,538,157,23,281,43,78,142,1558,1337,80,21,6,42,19,29,24,11541,10736,348,111,16,163,33,53,81,8196,7758,203,53,7,71,26,28,50,223,191,9,3,0,2,1,9,8,736,663,31,10,2,20,1,5,4,989,867,53,29,1,18,3,8,10,1397,1257,52,16,6,52,2,3,9
95SS,91990,81583,4068,946,191,1531,577,1149,1945,52216,45285,2741,683,136,971,335,707,1358,45976,40094,2378,560,124,861,250,464,1245,6240,5191,363,123,12,110,85,243,113,39774,36298,1327,263,55,560,242,442,587,26302,24315,743,125,19,261,173,312,354,904,724,48,5,3,26,7,45,46,3199,2884,147,31,7,42,21,22,45,4079,3605,208,41,14,55,23,53,80,5290,4770,181,61,12,176,18,10,62
95TT,34248,31510,808,215,27,443,68,849,328,19079,17356,514,134,15,298,36,517,209,17602,16240,436,122,13,276,24,305,186,1477,1116,78,12,2,22,12,212,23,15169,14154,294,81,12,145,32,332,119,11081,10464,186,29,5,80,24,222,71,404,324,8,1,0,5,0,53,13,800,725,23,12,1,8,2,22,7,969,855,39,24,5,6,4,29,7,1915,1786,38,15,1,46,2,6,21
95UU,13465,12093,586,217,33,241,48,82,165,7086,6251,349,133,23,152,24,48,106,6472,5743,312,118,22,137,16,30,94,614,508,37,15,1,15,8,18,12,6379,5842,237,84,10,89,24,34,59,4281,3995,131,36,3,41,16,21,38,191,163,9,1,0,4,2,4,8,424,380,18,10,2,10,0,2,2,573,494,49,11,3,4,1,6,5,910,810,30,26,2,30,5,1,6
95VV,75408,63716,2969,472,92,3934,279,2870,1076,39684,32721,1800,278,56,2507,154,1550,618,35956,30128,1600,247,47,2322,109,958,545,3728,2593,200,31,9,185,45,592,73,35724,30995,1169,194,36,1427,125,1320,458,25129,22325,730,108,16,652,88,909,301,971,677,38,5,1,55,10,131,54,2277,1877,115,19,3,166,6,68,23,2965,2382,151,28,4,174,13,164,49,4382,3734,135,34,12,380,8,48,31
95WW,65799,59767,2273,563,103,673,270,675,1475,37719,33768,1472,370,70,443,168,441,987,33144,29862,1251,305,58,384,124,289,871,4575,3906,221,65,12,59,44,152,116,28080,25999,801,193,33,230,102,234,488,17757,16628,434,88,18,94,68,143,284,622,472,25,6,2,11,3,46,57,2257,2062,79,20,2,20,11,12,51,3090,2834,113,36,9,12,13,27,46,4354,4003,150,43,2,93,7,6,50
95XX,62993,53669,4187,1094,198,1105,490,526,1724,37649,31575,2754,715,130,715,293,312,1155,33136,28002,2373,597,115,650,227,168,1004,4513,3573,381,118,15,65,66,144,151,25344,22094,1433,379,68,390,197,214,569,15195,13514,774,172,27,112,124,141,331,508,394,31,8,4,4,6,20,41,1795,1518,134,27,4,32,17,10,53,3560,2998,267,87,14,52,34,35,73,4286,3670,227,85,19,190,16,8,71
95YY,39215,34807,1288,287,40,1094,113,1069,517,21164,18484,776,163,22,668,64,680,307,19428,17208,680,144,21,622,43,425,285,1736,1276,96,19,1,46,21,255,22,18051,16323,512,124,18,426,49,389,210,12891,11842,326,64,12,186,36,269,156,462,357,11,2,1,10,3,65,13,1091,957,49,16,2,39,3,14,11,1290,1117,69,16,0,34,4,35,15,2317,2050,57,26,3,157,3,6,15
95ZZ,30773,26832,912,423,30,2045,42,276,213,15584,13201,520,245,18,1268,24,166,142,14264,12135,456,221,16,1174,18,113,131,1320,1066,64,24,2,94,6,53,11,15189,13631,392,178,12,777,18,110,71,10536,9791,251,67,4,295,9,72,47,369,295,6,5,0,44,1,13,5,1074,901,35,26,2,101,1,3,5,1276,1037,63,43,1,108,5,16,3,1934,1607,37,37,5,229,2,6,11
