GeographyCode,DC6116NI0001,DC6116NI0002,DC6116NI0003,DC6116NI0004,DC6116NI0005,DC6116NI0006,DC6116NI0007,DC6116NI0008,DC6116NI0009,DC6116NI0010,DC6116NI0011,DC6116NI0012,DC6116NI0013,DC6116NI0014,DC6116NI0015,DC6116NI0016,DC6116NI0017,DC6116NI0018,DC6116NI0019,DC6116NI0020,DC6116NI0021,DC6116NI0022,DC6116NI0023,DC6116NI0024,DC6116NI0025,DC6116NI0026,DC6116NI0027,DC6116NI0028,DC6116NI0029,DC6116NI0030,DC6116NI0031,DC6116NI0032,DC6116NI0033,DC6116NI0034,DC6116NI0035,DC6116NI0036,DC6116NI0037,DC6116NI0038,DC6116NI0039,DC6116NI0040,DC6116NI0041,DC6116NI0042,DC6116NI0043,DC6116NI0044,DC6116NI0045,DC6116NI0046,DC6116NI0047,DC6116NI0048,DC6116NI0049,DC6116NI0050,DC6116NI0051,DC6116NI0052,DC6116NI0053,DC6116NI0054,DC6116NI0055,DC6116NI0056,DC6116NI0057,DC6116NI0058,DC6116NI0059,DC6116NI0060,DC6116NI0061,DC6116NI0062,DC6116NI0063,DC6116NI0064,DC6116NI0065,DC6116NI0066,DC6116NI0067,DC6116NI0068,DC6116NI0069,DC6116NI0070,DC6116NI0071,DC6116NI0072
WELB,229329,33593,195736,37228,6951,30277,39254,4894,34360,42073,6198,35875,40372,6800,33572,31789,4848,26941,22101,2817,19284,16512,1085,15427,112685,15391,97294,19052,2951,16101,19285,2221,17064,20743,2815,17928,20225,3224,17001,15979,2318,13661,10744,1366,9378,6657,496,6161,116644,18202,98442,18176,4000,14176,19969,2673,17296,21330,3383,17947,20147,3576,16571,15810,2530,13280,11357,1451,9906,9855,589,9266
UKN01,228679,34407,194272,43173,9236,33937,44992,7021,37971,36478,5190,31288,36457,5306,31151,26688,3778,22910,20821,2441,18380,20070,1435,18635,108381,15476,92905,20904,3853,17051,22183,3318,18865,18000,2378,15622,17529,2504,15025,13219,1810,11409,9435,1005,8430,7111,608,6503,120298,18931,101367,22269,5383,16886,22809,3703,19106,18478,2812,15666,18928,2802,16126,13469,1968,11501,11386,1436,9950,12959,827,12132
UKN02,311648,48632,263016,45257,8992,36265,48873,6833,42040,55199,8404,46795,56306,9700,46606,43700,7272,36428,33883,5174,28709,28430,2257,26173,148225,21803,126422,23350,3966,19384,23168,3015,20153,26479,3609,22870,27168,4373,22795,21306,3349,17957,15952,2381,13571,10802,1110,9692,163423,26829,136594,21907,5026,16881,25705,3818,21887,28720,4795,23925,29138,5327,23811,22394,3923,18471,17931,2793,15138,17628,1147,16481
UKN03,346252,50184,296068,50571,8828,41743,56023,7091,48932,62917,9271,53646,61080,10044,51036,49457,7763,41694,37495,5224,32271,28709,1963,26746,168196,22599,145597,26187,3792,22395,27156,3192,23964,30778,3981,26797,30406,4695,25711,24492,3575,20917,17902,2425,15477,11275,939,10336,178056,27585,150471,24384,5036,19348,28867,3899,24968,32139,5290,26849,30674,5349,25325,24965,4188,20777,19593,2799,16794,17434,1024,16410
UKN04,226804,32457,194347,37402,6931,30471,36986,4553,32433,41204,5850,35354,40020,6383,33637,31056,4676,26380,23171,2924,20247,16965,1140,15825,110554,14827,95727,18816,2946,15870,18148,2053,16095,20125,2680,17445,19934,2981,16953,15549,2231,13318,11112,1409,9703,6870,527,6343,116250,17630,98620,18586,3985,14601,18838,2500,16338,21079,3170,17909,20086,3402,16684,15507,2445,13062,12059,1515,10544,10095,613,9482
UKN05,318157,48171,269986,51231,9297,41934,57064,7317,49747,58310,9080,49230,54715,9755,44960,42661,7003,35658,30230,4176,26054,23946,1543,22403,157575,22080,135495,26532,3825,22707,28350,3440,24910,29308,4140,25168,27790,4669,23121,21416,3328,18088,14675,1947,12728,9504,731,8773,160582,26091,134491,24699,5472,19227,28714,3877,24837,29002,4940,24062,26925,5086,21839,21245,3675,17570,15555,2229,13326,14442,812,13630
95AA,41479,5784,35695,6186,985,5201,7231,898,6333,8025,1114,6911,7292,1154,6138,5674,884,4790,4189,557,3632,2882,192,2690,20174,2510,17664,3182,452,2730,3501,379,3122,3904,440,3464,3633,529,3104,2814,378,2436,1965,230,1735,1175,102,1073,21305,3274,18031,3004,533,2471,3730,519,3211,4121,674,3447,3659,625,3034,2860,506,2354,2224,327,1897,1707,90,1617
95BB,62813,9075,53738,8201,1418,6783,8892,1216,7676,10963,1589,9374,11397,1874,9523,10094,1530,8564,7743,1078,6665,5523,370,5153,30171,4064,26107,4224,583,3641,4250,547,3703,5246,656,4590,5549,840,4709,4950,738,4212,3813,525,3288,2139,175,1964,32642,5011,27631,3977,835,3142,4642,669,3973,5717,933,4784,5848,1034,4814,5144,792,4352,3930,553,3377,3384,195,3189
95CC,46195,7049,39146,7323,1344,5979,7822,1061,6761,8281,1304,6977,7997,1339,6658,6350,1022,5328,4771,729,4042,3651,250,3401,22800,3276,19524,3888,578,3310,3834,503,3331,4135,596,3539,4052,640,3412,3142,475,2667,2340,361,1979,1409,123,1286,23395,3773,19622,3435,766,2669,3988,558,3430,4146,708,3438,3945,699,3246,3208,547,2661,2431,368,2063,2242,127,2115
95DD,51185,7640,43545,7159,1318,5841,7947,1093,6854,9350,1484,7866,8557,1484,7073,7518,1186,6332,5806,752,5054,4848,323,4525,24890,3484,21406,3785,597,3188,3894,499,3395,4596,651,3945,4261,672,3589,3735,552,3183,2720,356,2364,1899,157,1742,26295,4156,22139,3374,721,2653,4053,594,3459,4754,833,3921,4296,812,3484,3783,634,3149,3086,396,2690,2949,166,2783
95EE,24608,3439,21169,3713,637,3076,4098,533,3565,4617,689,3928,4361,705,3656,3167,472,2695,2602,292,2310,2050,111,1939,12116,1586,10530,1930,290,1640,2018,222,1796,2282,306,1976,2245,337,1908,1584,237,1347,1239,144,1095,818,50,768,12492,1853,10639,1783,347,1436,2080,311,1769,2335,383,1952,2116,368,1748,1583,235,1348,1363,148,1215,1232,61,1171
95FF,37527,5636,31891,5387,967,4420,6338,807,5531,7295,1149,6146,6847,1231,5616,4964,788,4176,3724,515,3209,2972,179,2793,18459,2611,15848,2863,427,2436,3043,365,2678,3632,511,3121,3464,596,2868,2495,386,2109,1783,233,1550,1179,93,1086,19068,3025,16043,2524,540,1984,3295,442,2853,3663,638,3025,3383,635,2748,2469,402,2067,1941,282,1659,1793,86,1707
95GG,228679,34407,194272,43173,9236,33937,44992,7021,37971,36478,5190,31288,36457,5306,31151,26688,3778,22910,20821,2441,18380,20070,1435,18635,108381,15476,92905,20904,3853,17051,22183,3318,18865,18000,2378,15622,17529,2504,15025,13219,1810,11409,9435,1005,8430,7111,608,6503,120298,18931,101367,22269,5383,16886,22809,3703,19106,18478,2812,15666,18928,2802,16126,13469,1968,11501,11386,1436,9950,12959,827,12132
95HH,31409,4677,26732,4561,889,3672,4469,593,3876,5632,856,4776,6007,938,5069,4487,708,3779,3501,497,3004,2752,196,2556,14949,2062,12887,2360,389,1971,2043,241,1802,2687,358,2329,2943,433,2510,2186,314,1872,1686,241,1445,1044,86,958,16460,2615,13845,2201,500,1701,2426,352,2074,2945,498,2447,3064,505,2559,2301,394,1907,1815,256,1559,1708,110,1598
95II,54400,8751,45649,7335,1616,5719,7897,1200,6697,9767,1492,8275,10497,1944,8553,7090,1156,5934,5965,904,5061,5849,439,5410,25673,3930,21743,3752,696,3056,3710,522,3188,4793,669,4124,5005,874,4131,3468,533,2935,2709,412,2297,2236,224,2012,28727,4821,23906,3583,920,2663,4187,678,3509,4974,823,4151,5492,1070,4422,3622,623,2999,3256,492,2764,3613,215,3398
95JJ,47617,7967,39650,7843,1723,6120,6603,877,5726,7907,1288,6619,8554,1576,6978,6821,1240,5581,5549,914,4635,4340,349,3991,22834,3568,19266,3809,707,3102,3262,410,2852,3804,590,3214,4209,705,3504,3398,585,2813,2599,419,2180,1753,152,1601,24783,4399,20384,4034,1016,3018,3341,467,2874,4103,698,3405,4345,871,3474,3423,655,2768,2950,495,2455,2587,197,2390
95KK,28719,3822,24897,4912,823,4089,5430,614,4816,5201,714,4487,4780,737,4043,3638,521,3117,2684,298,2386,2074,115,1959,14174,1770,12404,2482,323,2159,2740,304,2436,2606,329,2277,2422,362,2060,1789,266,1523,1284,128,1156,851,58,793,14545,2052,12493,2430,500,1930,2690,310,2380,2595,385,2210,2358,375,1983,1849,255,1594,1400,170,1230,1223,57,1166
95LL,72503,9629,62874,11358,1932,9426,13513,1550,11963,13373,1760,11613,12303,1744,10559,9339,1359,7980,7175,931,6244,5442,353,5089,35210,4403,30807,5814,811,5003,6584,715,5869,6660,824,5836,6132,844,5288,4599,597,4002,3336,448,2888,2085,164,1921,37293,5226,32067,5544,1121,4423,6929,835,6094,6713,936,5777,6171,900,5271,4740,762,3978,3839,483,3356,3357,189,3168
95MM,83663,11510,72153,14706,2714,11992,14848,1803,13045,15285,2056,13229,14859,2153,12706,11113,1519,9594,7598,872,6726,5254,393,4861,40278,5235,35043,7285,1125,6160,7187,794,6393,7382,956,6426,7161,1025,6136,5505,725,4780,3658,427,3231,2100,183,1917,43385,6275,37110,7421,1589,5832,7661,1009,6652,7903,1100,6803,7698,1128,6570,5608,794,4814,3940,445,3495,3154,210,2944
95NN,54746,8779,45967,8694,1595,7099,8554,1073,7481,9478,1530,7948,9721,1804,7917,7883,1410,6473,5808,960,4848,4608,407,4201,26731,3962,22769,4495,679,3816,4201,485,3716,4615,647,3968,4833,852,3981,3925,679,3246,2810,439,2371,1852,181,1671,28015,4817,23198,4199,916,3283,4353,588,3765,4863,883,3980,4888,952,3936,3958,731,3227,2998,521,2477,2756,226,2530
95OO,44467,6266,38201,7353,1178,6175,8678,1032,7646,8353,1268,7085,7366,1209,6157,5545,845,4700,4020,529,3491,3152,205,2947,22163,2824,19339,3761,480,3281,4381,472,3909,4267,569,3698,3780,570,3210,2783,390,2393,1972,252,1720,1219,91,1128,22304,3442,18862,3592,698,2894,4297,560,3737,4086,699,3387,3586,639,2947,2762,455,2307,2048,277,1771,1933,114,1819
95PP,48664,8164,40500,7063,1304,5759,7942,1121,6821,8611,1558,7053,8569,1767,6802,7255,1354,5901,5025,784,4241,4199,276,3923,24188,3754,20434,3768,587,3181,3965,528,3437,4309,690,3619,4348,819,3529,3635,638,2997,2483,376,2107,1680,116,1564,24476,4410,20066,3295,717,2578,3977,593,3384,4302,868,3434,4221,948,3273,3620,716,2904,2542,408,2134,2519,160,2359
95QQ,25999,3641,22358,3586,613,2973,3548,454,3094,4433,645,3788,4963,753,4210,3985,606,3379,3050,431,2619,2434,139,2295,12561,1565,10996,1824,243,1581,1683,202,1481,2125,252,1873,2534,362,2172,1974,245,1729,1475,194,1281,946,67,879,13438,2076,11362,1762,370,1392,1865,252,1613,2308,393,1915,2429,391,2038,2011,361,1650,1575,237,1338,1488,72,1416
95RR,26293,3363,22930,4293,723,3570,4480,493,3987,5158,664,4494,4501,634,3867,3626,485,3141,2552,270,2282,1683,94,1589,13222,1557,11665,2261,303,1958,2261,241,2020,2586,298,2288,2345,300,2045,1844,226,1618,1261,139,1122,664,50,614,13071,1806,11265,2032,420,1612,2219,252,1967,2572,366,2206,2156,334,1822,1782,259,1523,1291,131,1160,1019,44,975
95SS,93625,14276,79349,14602,2659,11943,15919,2109,13810,16922,2546,14376,16834,2852,13982,12689,2113,10576,9405,1406,7999,7254,591,6663,44972,6574,38398,7565,1207,6358,7722,987,6735,8049,1095,6954,8179,1353,6826,6223,1004,5219,4439,637,3802,2795,291,2504,48653,7702,40951,7037,1452,5585,8197,1122,7075,8873,1451,7422,8655,1499,7156,6466,1109,5357,4966,769,4197,4459,300,4159
95TT,34461,4976,29485,5844,1034,4810,6304,790,5514,6510,932,5578,5773,1001,4772,4401,701,3700,3127,374,2753,2502,144,2358,17172,2285,14887,2998,407,2591,3195,383,2812,3308,439,2869,2918,485,2433,2231,329,1902,1488,169,1319,1034,73,961,17289,2691,14598,2846,627,2219,3109,407,2702,3202,493,2709,2855,516,2339,2170,372,1798,1639,205,1434,1468,71,1397
95UU,13603,2188,11415,1982,338,1644,1879,254,1625,2332,381,1951,2397,470,1927,2092,419,1673,1693,247,1446,1228,79,1149,6798,1012,5786,1038,147,891,944,126,818,1180,169,1011,1201,216,985,1088,201,887,813,109,704,534,44,490,6805,1176,5629,944,191,753,935,128,807,1152,212,940,1196,254,942,1004,218,786,880,138,742,694,35,659
95VV,75962,11328,64634,12435,2200,10235,13982,1815,12167,14240,2156,12084,13135,2301,10834,9914,1611,8303,6854,900,5954,5402,345,5057,37387,5195,32192,6390,888,5502,6839,852,5987,7108,1007,6101,6672,1111,5561,4971,758,4213,3308,408,2900,2099,171,1928,38575,6133,32442,6045,1312,4733,7143,963,6180,7132,1149,5983,6463,1190,5273,4943,853,4090,3546,492,3054,3303,174,3129
95WW,67792,9841,57951,10579,2056,8523,11093,1519,9574,12047,1730,10317,11751,1860,9891,9207,1362,7845,7114,895,6219,6001,419,5582,32113,4369,27744,5403,903,4500,5146,643,4503,5761,760,5001,5694,820,4874,4468,626,3842,3351,402,2949,2290,215,2075,35679,5472,30207,5176,1153,4023,5947,876,5071,6286,970,5316,6057,1040,5017,4739,736,4003,3763,493,3270,3711,204,3507
95XX,64422,11087,53335,8180,1772,6408,9495,1412,8083,10831,1780,9051,11217,2106,9111,10227,1933,8294,7898,1472,6426,6574,612,5962,30518,4868,25650,4270,771,3499,4547,622,3925,5189,727,4462,5347,893,4454,4961,872,4089,3767,689,3078,2437,294,2143,33904,6219,27685,3910,1001,2909,4948,790,4158,5642,1053,4589,5870,1213,4657,5266,1061,4205,4131,783,3348,4137,318,3819
95YY,39689,6566,33123,6301,1414,4887,6906,884,6022,7114,1148,5966,7095,1401,5694,5558,949,4609,3749,562,3187,2966,208,2758,19691,2976,16715,3245,562,2683,3396,398,2998,3575,510,3065,3598,682,2916,2865,472,2393,1800,253,1547,1212,99,1113,19998,3590,16408,3056,852,2204,3510,486,3024,3539,638,2901,3497,719,2778,2693,477,2216,1949,309,1640,1754,109,1645
95ZZ,31020,3990,27030,4865,796,4069,5078,593,4485,5905,772,5133,5348,845,4503,4237,541,3696,3177,329,2848,2410,114,2296,15306,1869,13437,2493,374,2119,2476,260,2216,2891,361,2530,2773,398,2375,2130,257,1873,1542,171,1371,1001,48,953,15714,2121,13593,2372,422,1950,2602,333,2269,3014,411,2603,2575,447,2128,2107,284,1823,1635,158,1477,1409,66,1343
