GeographyCode,DC2228NI0001,DC2228NI0002,DC2228NI0003,DC2228NI0004,DC2228NI0005,DC2228NI0006,DC2228NI0007,DC2228NI0008,DC2228NI0009,DC2228NI0010,DC2228NI0011,DC2228NI0012,DC2228NI0013,DC2228NI0014,DC2228NI0015,DC2228NI0016,DC2228NI0017,DC2228NI0018,DC2228NI0019,DC2228NI0020,DC2228NI0021,DC2228NI0022,DC2228NI0023,DC2228NI0024,DC2228NI0025,DC2228NI0026,DC2228NI0027,DC2228NI0028,DC2228NI0029,DC2228NI0030,DC2228NI0031,DC2228NI0032,DC2228NI0033,DC2228NI0034,DC2228NI0035,DC2228NI0036,DC2228NI0037,DC2228NI0038,DC2228NI0039,DC2228NI0040,DC2228NI0041,DC2228NI0042,DC2228NI0043,DC2228NI0044,DC2228NI0045,DC2228NI0046,DC2228NI0047,DC2228NI0048,DC2228NI0049,DC2228NI0050,DC2228NI0051,DC2228NI0052,DC2228NI0053,DC2228NI0054,DC2228NI0055,DC2228NI0056,DC2228NI0057,DC2228NI0058,DC2228NI0059,DC2228NI0060,DC2228NI0061,DC2228NI0062,DC2228NI0063,DC2228NI0064,DC2228NI0065,DC2228NI0066,DC2228NI0067,DC2228NI0068,DC2228NI0069,DC2228NI0070,DC2228NI0071,DC2228NI0072
WELB,282102,14840,5089,1532,13370,3902,38733,243369,59522,2064,810,202,1765,523,5364,54158,225102,13103,4375,1371,11863,3479,34191,190911,125349,4395,1213,360,2819,1050,9837,115512,95662,8617,3123,1002,8994,2395,24131,71531,1941,55,28,4,28,13,128,1813,564,12,1,0,4,3,20,544,1586,24,10,5,18,18,75,1511,2430,103,32,12,98,28,273,2157
UKN01,269804,12777,5198,1345,14141,3376,36837,232967,39344,1333,581,106,1343,293,3656,35688,231347,11837,4763,1297,13162,3158,34217,197130,159583,4822,1614,407,3518,1061,11422,148161,65147,6826,3061,870,9535,2044,22336,42811,3448,126,59,14,54,19,272,3176,260,6,0,0,5,0,11,249,2909,57,29,6,50,34,176,2733,6314,168,46,18,157,61,450,5864
UKN02,374966,8137,2712,778,6987,1933,20547,354419,45825,704,256,56,624,163,1803,44022,333205,7705,2570,745,6547,1835,19402,313803,285267,4005,1135,300,2334,812,8586,276681,43667,3574,1385,424,4128,1005,10516,33151,2021,90,33,9,55,8,195,1826,421,12,8,1,9,1,31,390,1829,24,9,11,21,9,74,1755,4786,102,34,12,79,33,260,4526
UKN03,420580,12529,3921,1327,9934,2776,30487,390093,72950,1574,499,163,1319,381,3936,69014,352183,11361,3538,1211,8860,2466,27436,324747,283992,5694,1494,482,3313,1112,12095,271897,58579,5304,1913,679,5359,1281,14536,44043,4095,181,74,25,90,39,409,3686,1728,52,24,12,34,11,133,1595,3789,130,33,13,64,23,263,3526,3745,85,31,7,86,27,236,3509
UKN04,277050,11861,4252,1243,11186,3088,31630,245420,57734,1692,654,165,1524,444,4479,53255,221636,10449,3691,1112,9862,2727,27841,193795,140560,3917,1095,315,2505,904,8736,131824,78063,6447,2531,784,7295,1804,18861,59202,1782,66,53,9,51,9,188,1594,145,5,0,0,2,2,9,136,1086,14,12,4,9,8,47,1039,2413,69,21,13,84,14,201,2212
UKN05,393311,25197,8594,2721,22599,6286,65397,327914,80008,3236,1353,331,2936,790,8646,71362,318161,22672,7437,2480,20201,5682,58472,259689,182286,7902,2306,753,5327,1781,18069,164217,121780,14445,4977,1687,14648,3793,39550,82230,5148,115,66,14,79,28,302,4846,4107,95,47,9,68,38,257,3850,4840,115,41,17,79,42,294,4546,3150,155,68,12,162,49,446,2704
95AA,51042,1737,598,181,1404,363,4283,46759,8058,175,63,21,145,39,443,7615,43431,1621,545,167,1303,336,3972,39459,34481,838,226,72,485,165,1786,32695,7629,735,298,90,799,161,2083,5546,547,30,17,4,14,5,70,477,297,7,4,1,4,4,20,277,477,11,0,0,1,1,13,464,637,25,7,1,21,3,57,580
95BB,75313,1097,241,87,676,227,2328,72985,11702,179,28,17,134,46,404,11298,64503,953,218,70,549,188,1978,62525,58960,632,135,42,318,99,1226,57734,4881,301,78,27,220,89,715,4166,173,9,2,0,2,0,13,160,158,2,1,1,6,0,10,148,331,9,2,0,3,0,14,317,614,4,12,1,14,3,34,580
95CC,56792,2969,913,318,2738,778,7716,49076,10552,318,131,43,376,91,959,9593,46986,2734,816,282,2431,711,6974,40012,30028,811,210,85,578,194,1878,28150,15174,1880,581,191,1812,503,4967,10207,495,11,7,3,15,5,41,454,709,22,11,2,18,6,59,650,580,10,7,1,8,3,29,551,404,11,4,0,13,2,30,374
95DD,61601,1505,431,142,900,283,3261,58340,12495,248,75,18,133,34,508,11987,49643,1308,372,130,786,253,2849,46794,42892,743,166,59,362,116,1446,41446,5047,476,179,54,385,121,1215,3832,788,51,17,10,22,6,106,682,44,1,0,0,0,0,1,43,872,37,10,7,17,10,81,791,458,7,0,1,9,3,20,438
95EE,29937,951,351,87,710,227,2326,27611,7470,193,61,11,141,45,451,7019,22732,781,299,78,582,186,1926,20806,18864,456,128,30,219,85,918,17946,3540,317,163,47,356,100,983,2557,215,6,8,1,6,1,22,193,6,0,0,0,0,0,0,6,107,2,0,0,1,0,3,104,101,4,0,1,4,0,9,92
95FF,46112,1239,348,141,1005,294,3027,43085,8066,143,41,15,124,57,380,7686,38581,1135,312,129,914,244,2734,35847,32196,564,144,51,373,120,1252,30944,5852,542,166,74,534,122,1438,4414,287,21,2,1,4,1,29,258,89,2,0,2,1,1,6,83,157,6,0,1,2,0,9,148,337,4,4,0,5,1,14,323
95GG,269804,12777,5198,1345,14141,3376,36837,232967,39344,1333,581,106,1343,293,3656,35688,231347,11837,4763,1297,13162,3158,34217,197130,159583,4822,1614,407,3518,1061,11422,148161,65147,6826,3061,870,9535,2044,22336,42811,3448,126,59,14,54,19,272,3176,260,6,0,0,5,0,11,249,2909,57,29,6,50,34,176,2733,6314,168,46,18,157,61,450,5864
95HH,37739,378,94,32,253,84,841,36898,5134,59,20,1,30,9,119,5015,32897,326,75,32,227,74,734,32163,30736,224,39,15,123,43,444,30292,1830,90,29,15,100,30,264,1566,157,6,5,2,4,1,18,139,19,0,0,0,0,0,0,19,155,6,2,0,0,0,8,147,380,7,1,0,4,4,16,364
95II,64756,1381,409,129,1185,388,3492,61264,6967,76,25,8,61,22,192,6775,58440,1359,407,129,1154,379,3428,55012,50116,701,183,52,418,164,1518,48598,7604,638,218,74,723,210,1863,5741,360,17,2,1,5,2,27,333,48,0,1,0,0,0,1,47,312,3,3,2,8,3,19,293,965,15,5,1,16,6,43,922
95JJ,56990,1450,501,153,1197,356,3657,53333,11177,224,77,20,154,50,525,10652,46264,1272,444,135,1061,315,3227,43037,38924,668,196,50,379,156,1449,37475,6276,570,208,78,650,152,1658,4618,738,30,35,7,29,7,108,630,21,2,0,0,0,0,2,19,305,2,5,0,3,0,10,295,658,16,6,2,9,1,34,624
95KK,35320,2036,766,193,1677,460,5132,30188,7836,291,130,23,249,76,769,7067,27907,1802,658,177,1479,397,4513,23394,18856,813,266,61,552,159,1851,17005,8011,968,380,112,920,231,2611,5400,241,5,2,1,2,3,13,228,140,0,7,1,0,1,9,131,659,16,3,2,5,3,29,630,209,13,0,1,9,2,25,184
95LL,88565,3378,1156,410,3268,804,9016,79549,14589,353,133,38,398,96,1018,13571,74694,3132,1054,385,2926,724,8221,66473,52839,1320,370,144,899,278,3011,49828,17424,1662,619,222,1928,408,4839,12585,1955,56,30,9,39,22,156,1799,993,37,16,6,23,6,88,905,1483,57,19,4,37,10,127,1356,892,14,4,3,25,10,56,836
95MM,103341,5152,1913,582,5547,1411,14605,88736,17887,565,233,66,640,167,1671,16216,86253,4713,1717,531,4997,1285,13243,73010,39160,1277,364,115,862,282,2900,36260,46138,3407,1344,411,4123,998,10283,35855,480,22,7,1,5,1,36,444,64,1,0,0,2,0,3,61,411,6,2,4,5,4,21,390,1111,32,10,9,39,6,96,1015
95NN,66882,2921,980,323,2307,676,7207,59675,12110,343,134,45,335,89,946,11164,55854,2667,885,293,2044,607,6496,49358,39670,1243,373,96,724,258,2694,36976,15422,1404,503,194,1313,342,3756,11666,309,14,4,1,6,5,30,279,137,3,3,2,0,0,8,129,316,3,2,0,1,2,8,308,622,26,3,1,11,6,47,575
95OO,55075,3629,1330,472,3696,923,10050,45025,10827,464,198,58,489,119,1328,9499,44827,3264,1162,432,3285,843,8986,35841,24615,1217,340,145,867,257,2826,21789,15588,1919,766,267,2334,539,5825,9763,1208,27,15,3,19,6,70,1138,1817,53,20,5,35,21,134,1683,1599,48,21,12,30,20,131,1468,465,20,8,3,29,2,62,403
95PP,59282,3049,1011,322,2498,886,7766,51516,13637,459,174,35,340,101,1109,12528,46188,2650,861,294,2189,806,6800,39388,28055,849,255,63,544,237,1948,26107,16744,1775,597,231,1633,550,4786,11958,603,8,5,0,4,7,24,579,345,8,1,0,0,3,12,333,441,10,3,0,8,9,30,411,445,18,6,0,16,7,47,398
95QQ,31065,652,167,43,374,129,1365,29700,5930,133,25,9,50,20,237,5693,25477,545,152,37,338,114,1186,24291,22954,354,80,18,152,76,680,22274,2324,184,70,18,180,38,490,1834,36,0,2,0,3,0,5,31,10,0,0,0,0,0,0,10,153,7,0,1,3,0,11,142,185,5,1,0,1,1,8,177
95RR,32150,1352,441,150,996,331,3270,28880,7570,209,84,23,173,57,546,7024,24830,1161,366,130,849,282,2788,22042,17885,526,137,44,293,120,1120,16765,6707,632,227,86,553,158,1656,5051,132,0,0,0,3,0,3,129,26,2,0,0,0,0,2,24,80,1,2,0,0,4,7,73,231,3,2,1,13,4,23,208
95SS,114825,3538,1394,307,3380,792,9411,105414,15669,322,143,24,329,93,911,14758,100706,3347,1315,287,3147,725,8821,91885,78998,1479,503,108,917,273,3280,75718,20209,1828,791,172,2202,448,5441,14768,646,27,12,4,15,2,60,586,283,7,7,1,7,1,23,260,570,6,2,2,6,1,17,553,1218,29,10,2,14,8,63,1155
95TT,42883,3087,1127,308,2739,663,7924,34959,10536,536,235,31,478,118,1398,9138,32997,2673,924,286,2321,567,6771,26226,20026,1096,298,103,684,201,2382,17644,12076,1555,612,183,1624,364,4338,7738,399,7,6,0,6,0,19,380,228,2,5,0,3,0,10,218,268,13,3,0,4,2,22,246,283,12,12,1,27,7,59,224
95UU,16423,1014,373,83,958,245,2673,13750,4239,166,72,16,157,37,448,3791,12411,881,310,72,819,218,2300,10111,8503,386,106,35,307,105,939,7564,3795,490,203,37,511,111,1352,2443,45,2,0,0,1,0,3,42,16,0,0,0,0,2,2,14,52,3,1,0,0,0,4,48,113,4,1,0,9,1,15,98
95VV,94839,7082,2396,818,6700,1820,18816,76023,15583,672,293,92,651,175,1883,13700,80571,6611,2140,759,6222,1693,17425,63146,37681,1977,644,199,1427,478,4725,32956,39721,4576,1472,554,4742,1202,12546,27175,1648,38,18,4,24,2,86,1562,751,9,3,1,10,7,30,721,770,11,3,1,19,4,38,732,900,41,26,5,48,20,140,760
95WW,81578,1683,566,207,1501,404,4361,77217,10307,140,49,16,147,27,379,9928,71713,1588,530,194,1391,388,4091,67622,62595,882,271,77,558,190,1978,60617,8190,677,249,113,816,194,2049,6141,584,27,10,2,17,3,59,525,35,2,0,0,0,0,2,33,309,0,0,2,0,1,3,306,1074,19,9,6,24,8,66,1008
95XX,76068,1157,249,103,668,265,2442,73626,7748,107,19,7,57,12,202,7546,69449,1085,243,103,628,269,2328,67121,62822,719,139,48,318,142,1366,61456,5834,341,98,50,287,123,899,4935,274,13,4,0,14,0,31,243,36,3,0,0,2,0,5,31,483,9,2,5,7,4,27,456,1149,32,9,3,21,7,72,1077
95YY,49120,3345,1051,290,2551,756,7993,41127,11037,496,192,49,353,110,1200,9837,38685,2938,876,250,2274,665,7003,31682,23025,1139,293,97,675,255,2459,20566,14466,1772,569,149,1583,404,4477,9989,554,19,13,3,9,5,49,505,117,1,0,0,2,0,3,114,523,7,1,1,5,1,15,508,444,40,12,2,20,9,83,361
95ZZ,38209,1942,673,188,1778,518,5099,33110,9391,335,127,29,259,88,838,8553,29146,1641,555,166,1554,441,4357,24789,17224,604,164,41,445,156,1410,15814,11607,1031,386,125,1102,285,2929,8678,172,6,3,0,7,0,16,156,12,0,0,0,0,0,0,12,131,0,2,0,0,0,2,129,199,10,2,0,10,2,24,175
