GeographyCode,DC2249NI0001,DC2249NI0002,DC2249NI0003,DC2249NI0004,DC2249NI0005,DC2249NI0006,DC2249NI0007,DC2249NI0008,DC2249NI0009,DC2249NI0010,DC2249NI0011,DC2249NI0012,DC2249NI0013,DC2249NI0014,DC2249NI0015,DC2249NI0016,DC2249NI0017,DC2249NI0018,DC2249NI0019,DC2249NI0020,DC2249NI0021,DC2249NI0022,DC2249NI0023,DC2249NI0024,DC2249NI0025,DC2249NI0026,DC2249NI0027,DC2249NI0028,DC2249NI0029,DC2249NI0030,DC2249NI0031,DC2249NI0032,DC2249NI0033,DC2249NI0034,DC2249NI0035,DC2249NI0036,DC2249NI0037,DC2249NI0038,DC2249NI0039,DC2249NI0040,DC2249NI0041,DC2249NI0042,DC2249NI0043,DC2249NI0044,DC2249NI0045,DC2249NI0046,DC2249NI0047,DC2249NI0048,DC2249NI0049,DC2249NI0050,DC2249NI0051,DC2249NI0052,DC2249NI0053,DC2249NI0054,DC2249NI0055,DC2249NI0056,DC2249NI0057,DC2249NI0058,DC2249NI0059,DC2249NI0060,DC2249NI0061,DC2249NI0062,DC2249NI0063,DC2249NI0064,DC2249NI0065,DC2249NI0066,DC2249NI0067,DC2249NI0068,DC2249NI0069,DC2249NI0070,DC2249NI0071,DC2249NI0072,DC2249NI0073,DC2249NI0074,DC2249NI0075,DC2249NI0076,DC2249NI0077,DC2249NI0078,DC2249NI0079,DC2249NI0080,DC2249NI0081,DC2249NI0082,DC2249NI0083,DC2249NI0084,DC2249NI0085,DC2249NI0086,DC2249NI0087,DC2249NI0088,DC2249NI0089,DC2249NI0090
WELB,294417,182996,78619,29353,37154,4900,7212,1475,12199,19128,67757,41411,19141,6657,9868,1252,1364,129,2232,4844,229133,143834,59891,22889,27534,3696,5772,1004,9967,14437,127275,56387,55385,21539,25600,3438,4808,732,6723,8048,97534,84408,4157,1338,1895,257,667,221,2632,6116,2095,1865,45,1,6,0,38,9,88,88,596,410,36,2,1,0,33,6,98,46,1633,764,268,9,32,1,226,36,426,139,2538,1252,387,63,62,16,246,408,370,121
UKN01,280962,117712,95919,40463,32035,10334,13087,4258,37239,25834,45310,19011,16528,7130,5803,1702,1893,358,4988,4425,236374,100743,79997,33787,26635,8685,10890,2313,31736,21585,162711,45731,75545,32328,25360,8292,9565,1775,24446,15214,66716,51300,3867,1410,1249,381,827,387,5409,5753,3697,2812,106,8,0,1,97,43,482,254,271,152,16,1,0,0,15,3,83,17,2979,748,463,40,26,11,386,105,1316,347,6570,1403,1109,184,125,60,740,1773,1846,439
UKN02,390597,81243,219255,98142,66825,22110,32178,3757,62670,23672,54272,10533,30923,13944,9669,3078,4232,299,8747,3770,340339,72180,190720,85401,58077,19284,27958,2884,54361,20194,290763,40559,181822,82116,55315,18458,25933,2455,48726,17201,45023,29072,8304,3219,2690,810,1585,372,4507,2768,2195,1762,88,13,12,0,63,8,253,84,456,285,21,4,0,0,17,5,124,21,1902,502,485,49,60,16,360,44,751,120,4966,1236,1475,315,232,107,821,814,1241,200
UKN03,438823,142092,218755,112743,61428,12451,32133,3305,48312,26359,84126,27683,42072,22813,11565,2185,5509,404,8375,5592,359248,116710,178637,91032,50559,10376,26670,2564,40338,20999,289090,64897,170447,87725,48252,9850,24620,2196,34742,16808,60031,45410,7319,3212,2250,509,1348,295,3599,3408,4423,3745,47,3,7,1,36,9,332,290,1817,1244,55,8,7,2,38,8,331,179,3887,1414,769,84,43,14,628,56,1334,314,3879,1189,1208,288,192,83,645,517,758,207
UKN04,288597,148769,101454,52269,36270,2603,10312,1664,17621,19089,65367,32654,24510,12612,9480,504,1914,148,3462,4593,225517,118043,77521,40031,27051,2144,8295,1148,14156,14649,142688,48490,73041,38197,25481,1988,7375,896,11092,9169,79633,67305,4219,1818,1541,154,706,212,2610,5287,1932,1711,29,2,7,0,20,5,106,81,148,98,7,1,0,0,6,3,23,17,1116,439,225,13,22,2,188,32,325,95,2510,927,533,108,63,14,348,448,489,113
UKN05,411884,248217,117172,41484,52263,6755,16670,1875,17322,27298,92353,52912,29323,10415,13716,1660,3532,258,3253,6607,324395,199257,88661,31416,38948,5167,13130,1371,14116,20990,185161,79831,82540,29768,36589,4822,11361,990,9339,12461,124423,108690,5191,1606,2276,337,972,250,2886,7406,5493,4780,85,6,7,1,71,19,233,376,4331,3474,127,5,17,0,105,15,413,302,4987,2482,718,31,59,7,621,97,1245,445,3242,1776,518,87,119,18,294,326,447,175
95AA,53428,20050,23101,13343,5958,765,3035,446,6515,3316,9467,3393,4209,2573,1063,110,463,34,1170,661,44392,16940,19073,10905,4961,653,2554,311,5377,2691,35149,9819,18223,10516,4716,621,2370,268,4654,2185,7833,6194,766,379,240,31,116,27,450,396,606,503,5,0,2,0,3,0,51,47,317,242,11,0,1,0,10,5,38,21,487,182,68,10,2,1,55,11,184,42,664,249,166,38,31,9,88,114,115,20
95BB,78078,8521,51102,28715,12390,3524,6473,760,13175,4520,13301,1672,8561,5111,1934,506,1010,87,2090,891,65673,6983,43149,23928,10644,3063,5514,616,11261,3664,59992,4649,41126,22954,10123,2887,5162,558,10344,3315,4999,2005,1927,944,513,171,299,55,694,318,182,152,1,1,0,0,0,0,25,4,162,112,7,5,1,0,1,0,33,10,338,65,88,24,7,5,52,3,165,17,632,111,249,93,32,18,106,92,148,32
95CC,59340,26563,25528,9717,10485,1413,3913,307,3141,3801,12243,5228,5588,2237,2309,244,798,43,554,830,47845,21832,20160,7558,8269,1196,3137,245,2598,3010,30530,7458,18975,7173,7876,1117,2809,197,1891,2009,15450,13163,1009,373,373,77,186,29,398,851,524,438,8,1,1,0,6,2,42,34,744,625,10,1,2,0,7,6,54,49,597,148,158,10,17,2,129,11,213,67,421,164,117,27,28,3,59,27,86,27
95DD,64044,13071,40531,26073,6856,1375,6227,492,5946,4004,14016,2584,9199,6181,1466,282,1270,93,1175,965,50560,10708,31609,20083,5461,1104,4961,354,4814,3075,43624,6259,30253,19476,5236,1060,4481,309,4207,2596,5153,3434,1042,596,218,43,185,31,332,314,842,748,1,0,0,1,0,0,36,57,47,21,0,0,0,0,0,0,8,18,894,246,313,11,7,0,295,14,231,90,480,112,190,59,21,9,101,65,79,34
95EE,31224,9252,17717,10897,3974,202,2644,173,2519,1563,8383,2420,4834,3067,1138,46,583,33,653,443,23108,6981,12966,7882,2859,158,2067,127,1891,1143,19149,3860,12523,7673,2758,150,1942,122,1714,930,3608,2866,407,205,98,8,96,5,135,195,232,220,0,0,0,0,0,0,4,8,6,6,0,0,0,0,0,0,0,0,113,29,36,4,3,0,29,0,38,10,104,25,45,15,0,0,30,13,21,0
95FF,48339,14235,26715,13623,8060,888,4144,321,4657,2411,9473,2795,5309,2813,1590,153,753,44,803,522,39408,11701,21637,10936,6542,740,3419,263,3889,1918,32833,6917,20686,10555,6248,689,3194,227,3408,1595,6014,4402,897,372,288,47,190,35,388,292,305,263,2,1,0,0,1,0,25,15,94,80,5,0,0,0,5,1,8,0,162,39,47,8,6,4,29,0,60,16,349,97,133,32,27,7,67,36,71,12
95GG,280962,117712,95919,40463,32035,10334,13087,4258,37239,25834,45310,19011,16528,7130,5803,1702,1893,358,4988,4425,236374,100743,79997,33787,26635,8685,10890,2313,31736,21585,162711,45731,75545,32328,25360,8292,9565,1775,24446,15214,66716,51300,3867,1410,1249,381,827,387,5409,5753,3697,2812,106,8,0,1,97,43,482,254,271,152,16,1,0,0,15,3,83,17,2979,748,463,40,26,11,386,105,1316,347,6570,1403,1109,184,125,60,740,1773,1846,439
95HH,39114,2958,26284,11668,7423,3192,4001,319,7296,2257,5898,440,3898,1727,1067,457,647,28,1128,404,33503,2527,22615,10042,6445,2754,3374,272,6230,1859,31279,1806,21748,9741,6185,2661,3161,238,5789,1698,1876,540,802,297,251,91,163,34,366,134,169,126,11,3,1,0,7,0,18,14,20,15,2,1,0,0,1,0,3,0,159,40,52,0,8,2,42,0,54,13,395,89,145,33,25,17,70,41,104,16
95II,67242,13101,38517,16922,11120,4319,6156,767,11002,3855,8240,1094,5199,2373,1517,565,744,56,1359,532,59646,12295,33640,14731,9718,3802,5389,591,9722,3398,51008,6786,32226,14223,9279,3663,5061,508,8604,2884,7869,5094,1330,494,423,138,275,73,885,487,397,301,16,0,5,0,11,3,62,15,51,27,4,1,0,0,3,0,20,0,321,87,64,13,11,1,39,7,151,12,994,284,262,51,33,12,166,180,230,38
95JJ,59067,14774,33524,16384,12540,835,3765,491,6575,3703,12508,3046,7370,3583,3003,122,662,53,1207,832,47006,11921,26449,12984,9640,740,3085,366,5370,2900,39465,6956,25100,12419,9196,675,2810,297,4630,2482,6407,4177,1262,560,436,63,203,56,553,359,799,701,7,1,1,0,5,1,53,37,22,13,2,0,0,0,2,1,3,3,313,74,78,4,7,2,65,11,131,19,679,157,217,42,34,10,131,100,183,22
95KK,37013,20379,12568,4853,5473,469,1773,155,1592,2319,9009,4839,3177,1160,1440,135,442,30,350,613,28430,15878,9465,3731,4067,338,1329,109,1241,1737,19149,7987,9031,3586,3910,324,1211,90,848,1193,8192,7152,365,139,146,14,66,13,188,474,257,221,5,0,2,0,3,1,16,14,150,119,6,2,0,0,4,0,11,14,682,399,58,4,9,0,45,5,178,42,212,110,33,8,7,1,17,22,37,10
95LL,93023,39138,39190,9731,18432,3989,7038,777,7876,6042,17255,7268,7226,1646,3638,765,1177,69,1476,1216,76486,32379,32244,8169,14945,3268,5862,617,6400,4846,53871,14423,30714,7841,14374,3137,5362,498,4790,3446,17935,14804,1314,314,549,127,324,82,726,1009,2111,1739,35,1,5,0,29,9,177,151,1045,686,23,2,2,2,17,2,220,114,1524,727,158,11,15,2,130,26,487,126,925,302,244,28,51,17,148,150,162,67
95MM,107877,72748,20959,9955,8394,810,1800,728,4885,8557,20685,13844,4258,2049,1817,155,237,24,750,1809,87961,59834,16764,7964,6641,668,1491,464,4088,6811,39838,18371,15376,7449,6129,617,1181,350,2521,3220,47115,40753,1311,514,504,51,242,101,1428,3522,522,451,15,0,2,0,13,3,27,26,65,41,1,0,0,0,1,0,12,11,421,218,61,1,6,0,54,10,100,32,1165,458,178,33,16,2,127,270,190,69
95NN,69731,40068,18910,9300,5887,574,3149,346,6272,4135,13953,8436,3604,1926,1114,105,459,48,961,904,56863,32405,15507,7513,4871,460,2663,276,5387,3288,40321,18731,14590,7154,4556,421,2459,221,4401,2378,15740,13157,862,353,307,39,163,55,810,856,339,307,3,0,0,0,3,0,14,15,142,96,9,1,3,0,5,0,21,16,321,114,43,5,5,0,33,0,141,23,641,262,150,21,18,20,91,49,146,34
95OO,57852,33981,17238,5724,8141,920,2453,281,2242,4110,12543,6785,4344,1484,2165,218,477,42,402,970,45896,27700,12966,4276,6038,708,1944,213,1833,3184,25027,10086,12003,4020,5677,667,1639,135,1102,1701,16005,13855,748,250,346,40,112,34,275,1093,1301,1157,13,0,1,0,12,7,27,97,1913,1563,44,1,10,0,33,1,163,142,1650,1039,158,5,4,1,148,36,266,151,474,249,93,10,17,1,65,35,58,39
95PP,61805,33951,21186,1878,14228,2736,2344,328,3005,3335,15364,8405,5440,352,3849,749,490,46,576,897,46968,25891,15908,1554,10478,2012,1864,235,2455,2479,28475,10587,14541,1393,9704,1869,1575,166,1670,1511,17027,14343,1234,159,756,142,177,50,542,858,644,545,23,1,0,0,22,4,30,42,369,239,29,0,0,0,29,4,69,28,453,177,81,1,18,1,61,11,144,40,472,245,98,6,36,9,47,58,56,15
95QQ,32180,7009,19206,11958,3845,1336,2067,163,3871,1931,6661,1535,3964,2563,760,264,377,29,700,433,25866,5594,15418,9498,3135,1088,1697,127,3210,1517,23300,4099,14855,9229,2999,1035,1592,115,2938,1293,2357,1414,511,254,135,51,71,10,199,223,38,33,0,0,0,0,0,0,4,1,10,7,0,0,0,0,0,0,3,0,161,41,52,15,1,2,34,2,66,0,188,56,76,17,12,3,44,11,37,8
95RR,33536,18784,11489,6123,4329,203,834,92,1615,1556,8551,4953,2752,1393,1171,46,142,12,362,472,25234,14032,8777,4754,3183,157,683,71,1264,1090,18145,7847,8387,4596,3039,152,600,51,1074,786,6842,6007,372,156,142,5,69,9,164,290,140,129,0,0,0,0,0,0,6,5,26,17,3,1,0,0,2,2,3,1,81,32,15,1,2,0,12,9,17,8,238,138,36,4,2,1,29,11,43,10
95SS,120165,39402,57606,22348,22000,4518,8740,926,14554,7677,18624,6196,8761,3390,3602,664,1105,77,2237,1353,103081,33969,49510,19284,18679,3910,7637,739,12450,6413,80594,17191,46952,18450,17788,3715,6999,613,10856,4982,20873,15845,2338,821,871,193,453,101,1240,1349,698,564,36,3,4,0,29,3,67,28,309,195,12,0,0,0,12,5,84,13,607,174,172,10,16,2,144,17,203,41,1283,380,445,81,83,30,251,167,228,63
95TT,45038,28088,12767,5526,4662,218,2361,179,1781,2223,12085,7048,3973,1761,1572,64,576,21,394,649,33601,21588,8873,3794,3128,155,1796,143,1402,1595,20343,9736,8393,3663,2973,145,1612,127,1084,1003,12328,11174,435,129,154,10,142,12,195,512,420,362,2,0,0,0,2,0,16,40,238,185,9,0,1,0,8,3,24,17,272,131,34,2,0,0,32,1,83,23,288,197,34,13,5,0,16,23,27,7
95UU,17050,9267,5514,2633,2393,36,452,73,1066,1130,4669,2220,1867,868,877,6,116,16,259,307,12610,7242,3673,1779,1530,31,333,48,807,840,8626,3916,3466,1696,1433,30,307,33,634,577,3863,3253,198,81,96,1,20,13,152,247,52,44,1,1,0,0,0,1,4,2,17,12,0,0,0,0,0,0,3,2,52,17,8,1,1,0,6,1,14,12,117,46,22,3,8,0,11,18,28,3
95VV,99480,71686,15151,8666,3711,365,2409,405,3828,8410,18523,12569,3539,2210,824,77,428,39,664,1712,82283,60324,11739,6554,2934,289,1962,264,3163,6793,38285,21935,10705,6196,2647,264,1598,153,1805,3687,40669,35947,829,349,273,21,186,79,968,2846,1745,1483,33,4,3,1,25,3,89,137,793,639,27,0,3,0,24,1,80,46,791,320,145,5,8,3,129,28,221,77,919,503,103,14,21,1,67,128,126,59
95WW,85139,16968,49211,24086,12423,5978,6724,921,12986,5053,12277,1981,7527,3719,1879,911,1018,72,1916,781,73293,15310,42037,20557,10658,5108,5714,621,11003,4322,63870,9113,40481,19918,10269,4927,5367,519,9954,3803,8436,5544,1482,627,385,177,293,95,831,484,636,537,12,1,1,0,10,0,73,14,36,21,0,0,0,0,0,0,12,3,315,95,62,11,3,4,44,7,133,18,1105,193,236,69,24,19,124,270,362,44
95XX,78937,8814,47637,23118,13859,4103,6557,824,16832,4830,9233,822,5538,2735,1604,481,718,66,2107,700,70816,8079,42918,20787,12577,3710,5844,661,14956,4202,64012,5663,40415,19784,11794,3492,5345,577,13523,3834,5969,2049,2352,980,760,211,401,69,1185,314,295,234,13,6,1,0,6,2,33,13,40,27,3,2,0,0,1,0,5,5,500,106,135,15,22,7,91,13,210,36,1189,290,387,81,67,29,210,156,317,39
95YY,51356,33569,12734,5120,5563,634,1417,220,1733,3100,12586,8038,3262,1211,1557,173,321,37,313,936,39372,26044,9550,3949,4034,469,1098,162,1424,2192,23352,12042,8892,3737,3802,436,917,122,939,1357,14752,13056,571,207,228,33,103,33,320,772,602,574,1,0,0,0,1,2,13,12,124,104,2,1,1,0,0,0,12,6,542,268,84,4,3,0,77,5,140,45,456,308,40,9,5,3,23,33,57,18
95ZZ,39843,23944,12251,6277,4640,517,817,107,961,2580,10571,6171,3429,1652,1474,129,174,10,231,730,29598,18033,8892,4668,3198,390,636,72,736,1865,17465,7540,8189,4364,2926,364,535,43,519,1174,11798,10249,669,302,265,26,76,28,178,674,187,166,6,0,4,0,2,0,12,3,12,9,1,0,0,0,1,0,2,0,136,69,27,2,3,0,22,1,25,14,207,103,35,11,3,1,20,36,24,9
