GeographyCode,DC2506NI0001,DC2506NI0002,DC2506NI0003,DC2506NI0004,DC2506NI0005,DC2506NI0006,DC2506NI0007,DC2506NI0008,DC2506NI0009,DC2506NI0010,DC2506NI0011,DC2506NI0012,DC2506NI0013,DC2506NI0014,DC2506NI0015,DC2506NI0016,DC2506NI0017,DC2506NI0018,DC2506NI0019,DC2506NI0020,DC2506NI0021,DC2506NI0022,DC2506NI0023,DC2506NI0024,DC2506NI0025,DC2506NI0026,DC2506NI0027,DC2506NI0028,DC2506NI0029,DC2506NI0030,DC2506NI0031,DC2506NI0032,DC2506NI0033,DC2506NI0034,DC2506NI0035,DC2506NI0036,DC2506NI0037,DC2506NI0038,DC2506NI0039,DC2506NI0040,DC2506NI0041,DC2506NI0042,DC2506NI0043,DC2506NI0044,DC2506NI0045,DC2506NI0046,DC2506NI0047,DC2506NI0048,DC2506NI0049,DC2506NI0050,DC2506NI0051,DC2506NI0052,DC2506NI0053,DC2506NI0054,DC2506NI0055,DC2506NI0056,DC2506NI0057,DC2506NI0058,DC2506NI0059,DC2506NI0060,DC2506NI0061,DC2506NI0062,DC2506NI0063,DC2506NI0064,DC2506NI0065,DC2506NI0066,DC2506NI0067,DC2506NI0068,DC2506NI0069,DC2506NI0070,DC2506NI0071,DC2506NI0072,DC2506NI0073,DC2506NI0074,DC2506NI0075,DC2506NI0076,DC2506NI0077,DC2506NI0078,DC2506NI0079,DC2506NI0080,DC2506NI0081,DC2506NI0082,DC2506NI0083,DC2506NI0084,DC2506NI0085,DC2506NI0086,DC2506NI0087,DC2506NI0088,DC2506NI0089,DC2506NI0090,DC2506NI0091,DC2506NI0092,DC2506NI0093,DC2506NI0094,DC2506NI0095,DC2506NI0096,DC2506NI0097,DC2506NI0098,DC2506NI0099,DC2506NI0100,DC2506NI0101,DC2506NI0102,DC2506NI0103,DC2506NI0104,DC2506NI0105,DC2506NI0106,DC2506NI0107,DC2506NI0108,DC2506NI0109,DC2506NI0110,DC2506NI0111,DC2506NI0112
WELB,229329,224395,1670,439,496,54,134,152,143,128,146,124,252,1196,77215,76320,307,87,101,17,29,52,5,26,13,1,35,222,26365,26071,96,33,44,9,9,12,9,12,3,3,16,48,33805,33434,114,34,76,3,10,4,12,12,5,13,10,78,8219,8148,16,4,13,0,2,2,0,1,1,1,9,22,26561,26261,75,21,76,3,7,6,7,3,7,9,13,73,47687,46511,219,61,167,6,16,48,75,12,19,76,17,460,9477,7650,843,199,19,16,61,28,35,62,98,21,152,293
UKN01,228679,217573,3190,211,1136,148,481,868,611,76,132,223,206,3824,69498,67916,384,34,200,12,101,260,18,7,12,3,11,540,24585,23866,183,11,130,10,30,66,26,4,3,13,20,223,28773,27938,240,17,193,17,28,45,24,3,4,13,16,235,7444,7292,48,2,33,2,5,1,3,0,0,0,2,56,30052,29146,215,17,195,9,48,56,23,6,3,22,30,282,59536,55405,872,66,368,61,99,243,397,21,78,145,54,1727,8791,6010,1248,64,17,37,170,197,120,35,32,27,73,761
UKN02,311648,305154,1722,323,378,101,147,493,406,79,143,262,80,2360,75167,74252,172,69,55,9,25,150,18,14,11,1,7,384,37367,36880,113,25,50,10,10,46,16,9,5,13,5,185,48673,48184,116,31,58,15,9,24,29,11,7,14,14,161,14493,14405,23,0,12,0,4,3,2,0,1,1,2,40,39865,39390,120,12,59,6,6,32,23,3,8,9,4,193,84597,82390,414,52,138,28,21,129,236,6,68,181,19,915,11486,9653,764,134,6,33,72,109,82,36,43,43,29,482
UKN03,346252,335957,3613,1371,267,750,684,249,279,268,169,190,159,2296,97849,95872,614,323,54,182,126,97,12,48,26,5,10,480,41019,40260,234,100,22,56,45,28,14,17,12,12,16,203,54900,54170,246,93,39,67,50,7,17,17,13,7,14,160,16592,16438,38,16,10,14,17,1,0,1,0,3,2,52,41951,41405,186,61,28,26,30,14,9,10,6,8,11,157,78507,76498,542,165,106,68,66,39,160,46,48,132,29,608,15434,11314,1753,613,8,337,350,63,67,129,64,23,77,636
UKN04,226804,222723,1539,108,435,45,47,216,116,52,92,111,66,1254,75017,74267,326,15,79,11,9,59,4,7,6,0,13,221,26352,26122,70,8,38,9,6,10,9,2,4,3,4,67,33746,33453,93,6,68,2,4,8,10,5,1,11,3,82,8568,8521,15,1,10,0,0,2,0,1,0,1,1,16,27495,27232,56,9,74,3,2,11,7,2,4,6,2,87,47180,46060,222,13,147,5,6,73,56,4,20,69,4,501,8446,7068,757,56,19,15,20,53,30,31,57,21,39,280
UKN05,318157,304386,4500,3183,696,844,659,218,130,578,498,103,382,1980,99320,96564,762,726,133,251,127,78,1,122,84,1,39,432,35475,34546,272,206,70,75,58,19,5,34,26,6,22,136,47478,46519,278,212,93,60,47,10,11,39,29,8,32,140,13365,13182,60,21,28,8,11,0,1,4,2,0,13,35,36747,35952,238,149,89,40,31,20,4,26,27,5,21,145,68724,66422,692,335,266,51,57,54,73,61,103,68,36,506,17048,11201,2198,1534,17,359,328,37,35,292,227,15,219,586
95AA,41479,39960,490,235,54,30,168,24,51,12,12,68,70,305,10904,10666,83,51,8,10,21,3,1,2,0,1,4,54,5097,5000,32,12,4,3,8,1,2,2,0,1,10,22,6863,6757,32,17,12,1,6,0,2,1,0,3,8,24,1873,1853,6,1,2,1,2,0,0,0,0,1,0,7,4979,4895,27,6,5,1,9,2,3,2,0,5,3,21,9828,9491,57,28,23,5,21,5,28,0,5,51,15,99,1935,1298,253,120,0,9,101,13,15,5,7,6,30,78
95BB,62813,61977,146,130,3,16,26,42,46,33,47,11,13,323,16755,16599,19,21,0,4,1,11,3,4,9,2,0,82,8030,7956,9,6,0,0,1,11,4,0,2,2,0,39,10318,10258,7,8,0,3,0,2,5,1,3,0,0,31,3507,3491,0,3,0,0,4,1,0,0,0,1,1,6,7747,7704,7,4,0,0,0,2,0,0,3,1,2,24,14010,13842,35,14,2,2,3,3,23,8,10,4,3,61,2446,2127,69,74,1,7,17,12,11,20,20,1,7,80
95CC,46195,44456,428,563,79,23,36,30,12,147,67,23,41,290,14021,13644,90,150,9,3,5,10,0,27,17,0,0,66,5139,5032,26,28,4,0,3,3,1,12,2,3,4,21,7072,6950,18,28,15,0,5,0,0,11,2,1,12,30,1977,1954,8,4,3,0,2,0,0,2,0,0,1,3,5411,5315,18,30,15,1,3,1,1,4,2,0,0,21,10267,9963,45,62,32,10,7,14,7,14,17,13,3,80,2308,1598,223,261,1,9,11,2,3,77,27,6,21,69
95DD,51185,49395,727,40,15,18,311,41,38,26,13,12,5,544,16116,15768,136,5,5,7,64,25,4,2,0,0,2,98,5540,5412,43,4,1,1,20,2,0,2,2,0,0,53,7595,7455,52,4,2,1,31,2,3,3,2,1,0,39,2357,2323,7,3,0,0,9,0,0,1,0,1,0,13,5914,5832,25,7,2,0,11,1,1,0,0,0,0,35,11263,10949,101,7,5,1,32,8,19,5,4,7,1,124,2400,1656,363,10,0,8,144,3,11,13,5,3,2,182
95EE,24608,24270,177,4,9,9,7,5,2,12,17,4,4,88,8229,8147,51,0,2,1,1,5,0,2,0,0,2,18,2914,2891,7,0,1,3,1,0,0,0,0,0,0,11,3987,3968,10,1,1,0,0,0,0,1,0,0,0,6,1165,1158,2,0,1,0,0,0,0,0,0,0,0,4,2886,2874,6,0,1,0,1,0,0,0,0,0,0,4,4521,4471,10,0,3,1,0,0,1,0,7,3,1,24,906,761,91,3,0,4,4,0,1,9,10,1,1,21
95FF,37527,36927,257,68,21,7,8,17,11,13,6,6,6,180,10440,10348,33,14,3,3,0,7,0,1,1,0,0,30,4525,4480,15,5,2,0,0,2,1,1,1,0,1,17,5855,5820,16,3,3,0,3,0,0,3,0,0,1,6,1689,1678,4,0,1,1,0,0,0,0,0,0,0,5,4630,4589,14,3,1,0,2,1,2,1,0,0,0,17,8924,8780,36,16,10,2,2,3,7,2,3,5,0,58,1464,1232,139,27,1,1,1,4,1,5,1,1,4,47
95GG,228679,217573,3190,211,1136,148,481,868,611,76,132,223,206,3824,69498,67916,384,34,200,12,101,260,18,7,12,3,11,540,24585,23866,183,11,130,10,30,66,26,4,3,13,20,223,28773,27938,240,17,193,17,28,45,24,3,4,13,16,235,7444,7292,48,2,33,2,5,1,3,0,0,0,2,56,30052,29146,215,17,195,9,48,56,23,6,3,22,30,282,59536,55405,872,66,368,61,99,243,397,21,78,145,54,1727,8791,6010,1248,64,17,37,170,197,120,35,32,27,73,761
95HH,31409,30960,130,17,5,14,19,29,7,3,10,20,3,192,7992,7932,16,2,0,2,1,9,0,0,0,0,0,30,4037,4010,7,2,0,0,2,0,0,0,0,1,0,15,5074,5040,5,1,0,3,4,3,0,1,0,1,1,15,1741,1734,2,0,0,0,0,0,0,0,0,0,0,5,4108,4072,8,2,2,0,1,1,1,1,1,0,0,19,7325,7172,38,1,3,3,4,10,4,0,7,13,0,70,1132,1000,54,9,0,6,7,6,2,1,2,5,2,38
95II,54400,53084,295,37,41,12,27,119,182,4,27,47,11,514,12918,12713,35,8,6,1,4,58,5,0,2,1,0,85,6086,5990,16,4,3,1,0,13,5,0,0,3,0,51,7991,7899,20,4,4,3,1,7,18,0,0,2,1,32,2553,2540,5,0,1,0,0,0,0,0,1,0,0,6,6598,6510,23,1,8,1,0,6,3,0,3,1,0,42,16304,15808,87,4,19,3,2,19,120,1,12,34,4,191,1950,1624,109,16,0,3,20,16,31,3,9,6,6,107
95JJ,47617,46341,639,19,61,9,22,91,29,10,15,10,5,366,13612,13396,123,0,10,1,6,18,0,1,1,0,0,56,5347,5279,28,2,5,0,3,2,3,0,4,0,0,21,7116,7044,32,2,7,1,2,4,1,0,0,1,0,22,1734,1725,5,0,3,0,0,0,0,0,0,0,0,1,6189,6108,25,6,12,2,0,5,1,1,0,0,0,29,11646,11286,108,3,20,1,2,32,13,2,7,8,1,163,1973,1503,318,6,4,4,9,30,11,6,3,1,4,74
95KK,28719,27700,189,111,32,189,234,28,3,30,56,6,25,116,9667,9440,39,13,10,68,51,11,0,4,5,0,4,22,3364,3283,14,9,1,12,26,4,0,0,2,0,0,13,4359,4303,8,12,3,11,11,0,0,2,0,0,2,7,1165,1153,3,0,2,1,2,0,0,1,0,0,0,3,3356,3302,8,11,4,9,8,0,0,1,4,0,0,9,5421,5306,27,15,12,3,13,2,2,2,12,5,4,18,1387,913,90,51,0,85,123,11,1,20,33,1,15,44
95LL,72503,68106,1689,791,73,637,131,77,114,120,69,40,44,612,22178,21245,303,201,22,147,34,30,3,16,15,2,2,158,8503,8175,119,63,3,50,10,9,7,9,5,4,5,44,11358,11065,113,50,7,58,5,2,7,7,5,1,2,36,2767,2711,18,9,4,10,0,0,0,0,0,0,1,14,8334,8112,95,38,8,22,7,2,3,4,1,0,6,36,15311,14582,242,90,25,53,6,12,71,26,18,29,5,152,4052,2216,799,340,4,297,69,22,23,58,25,4,23,172
95MM,83663,82069,419,49,243,19,14,81,51,8,27,74,11,598,27285,26989,103,11,40,7,1,21,1,3,2,0,0,107,9795,9719,21,4,18,4,2,4,4,0,0,1,1,17,12316,12181,36,3,46,1,1,1,6,0,0,6,1,34,2946,2929,3,0,3,0,0,1,0,0,0,1,0,9,10294,10177,13,3,43,1,0,4,5,0,3,5,0,40,18272,17737,57,9,86,1,4,40,24,1,3,45,2,263,2755,2337,186,19,7,5,6,10,11,4,19,16,7,128
95NN,54746,53805,277,97,90,13,28,32,17,55,17,45,18,252,14199,14027,39,26,14,5,6,14,0,23,1,0,1,43,6077,5999,16,10,11,0,6,1,0,3,1,4,0,26,8802,8722,23,11,14,1,2,1,0,2,3,1,3,19,2825,2816,2,0,3,0,0,0,0,0,0,0,0,4,7006,6940,16,3,10,3,1,3,0,3,1,2,0,24,13749,13494,61,8,37,4,1,7,12,3,5,31,4,82,2088,1807,120,39,1,0,12,6,5,21,6,7,10,54
95OO,44467,40262,1052,1394,121,531,115,22,18,134,166,20,62,570,13813,12824,191,354,28,161,23,6,0,29,39,0,3,155,4769,4466,66,75,17,54,12,3,1,2,13,2,4,54,6390,6099,63,90,14,40,13,5,2,6,15,1,7,35,1617,1584,7,4,6,6,2,0,0,0,1,0,2,5,5053,4834,57,51,14,25,2,2,1,3,11,0,4,49,9415,8924,151,130,40,23,5,3,9,15,28,16,7,64,3410,1531,517,690,2,222,58,3,5,79,59,1,35,208
95PP,48664,47275,503,266,79,13,23,25,27,73,43,31,28,278,15733,15500,58,55,23,3,9,16,0,16,3,0,2,48,5725,5637,37,18,9,1,1,2,0,6,2,1,4,7,7320,7235,31,13,9,0,0,0,1,5,0,3,3,20,1714,1694,4,2,3,0,1,0,0,0,1,0,1,8,5213,5138,25,14,10,1,1,0,1,1,2,2,4,14,10353,10053,78,37,24,2,3,3,14,7,8,21,1,102,2606,2018,270,127,1,6,8,4,11,38,27,4,13,79
95QQ,25999,25787,27,10,11,29,12,16,2,9,5,8,3,80,7257,7219,1,5,2,6,0,7,1,0,0,0,1,15,3247,3238,0,0,1,2,0,2,0,0,1,1,0,2,4109,4093,3,0,1,3,3,0,0,0,0,1,0,5,1574,1566,1,0,0,2,2,0,0,0,0,0,0,3,3341,3333,2,0,2,0,0,3,0,0,1,0,0,0,5422,5360,10,2,4,1,1,1,0,2,3,5,1,32,1049,978,10,3,1,15,6,3,1,7,0,1,1,23
95RR,26293,26002,111,20,13,4,2,14,26,12,12,2,1,74,9067,9032,11,1,3,2,1,2,2,1,2,0,0,10,3079,3058,7,2,1,0,0,1,1,2,0,0,1,6,4016,3995,4,0,1,0,0,2,2,3,1,1,0,7,1131,1125,4,0,0,0,0,1,0,0,0,0,0,1,3235,3212,10,0,2,0,0,2,1,1,1,0,0,6,4753,4697,12,1,5,1,0,0,15,1,1,1,0,19,1012,883,63,16,1,1,1,6,5,4,7,0,0,25
95SS,93625,91575,558,211,247,36,35,79,91,32,57,81,37,586,23658,23373,52,44,34,3,7,24,8,6,7,0,3,97,11398,11234,43,15,36,5,1,7,4,4,4,5,4,36,14760,14578,37,18,43,7,1,3,5,6,2,3,8,49,4051,4014,10,0,7,0,0,0,0,0,0,0,1,19,11629,11479,39,8,41,1,0,8,4,1,1,3,2,42,24633,24013,108,36,82,12,6,22,48,2,19,54,8,223,3496,2884,269,90,4,8,20,15,22,13,24,16,11,120
95TT,34461,33486,366,163,120,12,74,9,12,47,34,1,8,129,10871,10669,77,29,22,2,10,3,0,12,8,0,1,38,3824,3745,30,15,15,1,5,0,0,2,2,0,0,9,5198,5122,20,16,14,2,7,0,1,1,4,0,0,11,1551,1539,4,3,1,0,1,0,0,1,0,0,1,1,4152,4090,12,8,20,0,5,1,0,4,3,0,0,9,7467,7297,45,12,45,1,8,2,10,7,3,0,2,35,1398,1024,178,80,3,6,38,3,1,20,14,1,4,26
95UU,13603,13436,40,9,35,2,1,14,0,1,7,12,0,46,4254,4221,8,0,7,0,0,10,0,0,0,0,0,8,1629,1617,1,0,4,0,0,2,0,0,0,1,0,4,2058,2044,1,0,4,0,0,0,0,0,0,2,0,7,622,621,0,0,1,0,0,0,0,0,0,0,0,0,1491,1483,0,0,3,0,1,0,0,0,0,1,0,3,2997,2958,5,0,14,1,0,0,0,0,1,6,0,12,552,492,25,9,2,1,0,2,0,1,6,2,0,12
95VV,75962,72763,1478,589,178,60,83,83,27,121,82,14,51,433,22655,22170,202,108,23,9,11,22,0,28,7,0,7,68,8476,8284,74,52,17,5,5,3,0,8,4,0,2,22,11239,11008,105,35,27,5,3,5,5,11,4,1,4,26,3883,3821,30,7,8,1,2,0,1,0,0,0,1,12,9143,8917,93,31,18,3,6,16,1,12,4,1,6,35,16483,15766,304,65,80,10,12,26,12,13,29,10,5,151,4083,2797,670,291,5,27,44,11,8,49,34,2,26,119
95WW,67792,66258,475,28,63,14,29,192,56,13,31,56,8,569,17636,17439,49,8,8,1,4,32,1,0,2,0,0,92,8451,8337,30,2,9,1,5,18,6,2,1,2,1,37,10525,10417,37,5,10,1,2,6,3,3,3,4,3,31,3271,3250,2,0,4,0,3,3,2,0,0,0,1,6,9160,9047,28,0,6,4,4,13,4,0,2,2,1,49,16248,15703,115,5,24,5,2,56,28,3,21,43,1,242,2501,2065,214,8,2,2,9,64,12,5,2,5,1,112
95XX,64422,63277,264,30,22,25,37,74,70,27,18,58,21,499,12963,12795,20,7,7,2,9,27,4,8,0,0,4,80,7395,7309,17,2,2,3,2,8,1,3,0,2,0,46,10323,10250,17,3,1,1,1,5,3,1,2,4,1,34,2877,2867,4,0,0,0,1,0,0,0,0,1,0,4,8370,8282,22,1,2,0,1,4,11,1,1,3,1,41,20087,19694,66,6,10,5,7,22,36,0,9,37,6,189,2407,2080,118,11,0,14,16,8,15,14,6,11,9,105
95YY,39689,38444,484,97,87,16,94,21,31,26,50,8,167,164,12560,12317,105,17,18,5,18,10,1,6,5,1,22,35,4178,4099,25,9,7,2,6,4,3,4,1,0,8,10,5900,5802,33,18,11,2,8,0,2,3,4,2,4,11,1458,1437,4,1,5,0,1,0,0,0,0,0,7,3,4419,4356,25,4,8,1,6,0,0,1,1,2,7,8,9318,9113,42,14,33,2,9,4,19,3,6,3,14,56,1856,1320,250,34,5,4,46,3,6,9,33,0,105,41
95ZZ,31020,30605,153,7,74,2,1,11,8,9,14,9,45,82,12570,12482,30,3,17,0,0,3,1,0,1,0,11,22,3588,3558,6,0,9,2,0,1,1,0,0,1,2,8,4253,4221,10,0,9,0,1,1,1,1,0,1,2,6,970,963,1,1,2,0,0,0,0,1,0,0,1,1,3400,3378,2,0,13,0,0,0,0,0,0,0,2,5,4991,4911,30,0,19,0,0,1,3,0,1,6,0,20,1248,1092,74,3,5,0,0,5,2,7,12,1,27,20
