GeographyCode,DC6302NI0001,DC6302NI0002,DC6302NI0003,DC6302NI0004,DC6302NI0005,DC6302NI0006,DC6302NI0007,DC6302NI0008,DC6302NI0009,DC6302NI0010,DC6302NI0011,DC6302NI0012,DC6302NI0013,DC6302NI0014,DC6302NI0015,DC6302NI0016,DC6302NI0017,DC6302NI0018,DC6302NI0019,DC6302NI0020,DC6302NI0021,DC6302NI0022,DC6302NI0023,DC6302NI0024,DC6302NI0025,DC6302NI0026,DC6302NI0027,DC6302NI0028,DC6302NI0029,DC6302NI0030,DC6302NI0031,DC6302NI0032,DC6302NI0033,DC6302NI0034,DC6302NI0035,DC6302NI0036,DC6302NI0037,DC6302NI0038,DC6302NI0039,DC6302NI0040,DC6302NI0041,DC6302NI0042,DC6302NI0043,DC6302NI0044,DC6302NI0045,DC6302NI0046,DC6302NI0047,DC6302NI0048,DC6302NI0049,DC6302NI0050,DC6302NI0051,DC6302NI0052,DC6302NI0053,DC6302NI0054,DC6302NI0055,DC6302NI0056,DC6302NI0057,DC6302NI0058,DC6302NI0059,DC6302NI0060,DC6302NI0061,DC6302NI0062,DC6302NI0063,DC6302NI0064,DC6302NI0065,DC6302NI0066,DC6302NI0067,DC6302NI0068,DC6302NI0069,DC6302NI0070,DC6302NI0071,DC6302NI0072
WELB,229329,33593,195736,91620,16684,74936,76454,12202,64252,43837,3988,39849,13795,607,13188,3623,112,3511,36539,1957,34582,543,80,463,3107,322,2785,17507,991,16516,11948,472,11476,3434,92,3342,24384,3226,21158,1011,218,793,7508,1355,6153,14368,1548,12820,1405,99,1306,92,6,86,168406,28410,139996,90066,16386,73680,65839,10525,55314,11962,1449,10513,442,36,406,97,14,83
UKN01,228679,34407,194272,88813,17750,71063,74504,12046,62458,42994,3768,39226,17260,714,16546,5108,129,4979,39502,1817,37685,485,75,410,2972,273,2699,16296,830,15466,14891,525,14366,4858,114,4744,23633,2999,20634,954,229,725,7217,1272,5945,13483,1349,12134,1862,145,1717,117,4,113,165544,29591,135953,87374,17446,69928,64315,10501,53814,13215,1589,11626,507,44,463,133,11,122
UKN02,311648,48632,263016,125955,24053,101902,113311,18287,95024,53356,5440,47916,15081,732,14349,3945,120,3825,39942,2424,37518,640,95,545,3865,424,3441,18610,1239,17371,13060,564,12496,3767,102,3665,32020,4617,27403,1469,349,1120,11080,2040,9040,17811,2095,15716,1593,129,1464,67,4,63,239686,41591,198095,123846,23609,100237,98366,15823,82543,16935,2106,14829,428,39,389,111,14,97
UKN03,346252,50184,296068,137092,24653,112439,125316,18647,106669,62215,5913,56302,17266,850,16416,4363,121,4242,46991,2669,44322,677,88,589,4481,404,4077,22626,1406,21220,15063,661,14402,4144,110,4034,36325,4972,31353,1591,350,1241,12255,2146,10109,20666,2323,18343,1713,152,1561,100,1,99,262936,42543,220393,134824,24215,110609,108580,16097,92483,18923,2184,16739,490,37,453,119,10,109
UKN04,226804,32457,194347,89044,15954,73090,77917,11934,65983,42864,3904,38960,13473,562,12911,3506,103,3403,35169,1840,33329,497,66,431,3120,295,2825,16540,956,15584,11691,438,11253,3321,85,3236,24036,3079,20957,1062,234,828,7500,1270,6230,14023,1475,12548,1365,93,1272,86,7,79,167599,27538,140061,87485,15654,71831,67297,10369,56928,12301,1473,10828,417,31,386,99,11,88
UKN05,318157,48171,269986,132584,24483,108101,108366,17386,90980,57002,5436,51566,15990,732,15258,4215,134,4081,44909,2539,42370,743,94,649,4056,430,3626,22371,1335,21036,13759,566,13193,3980,114,3866,32095,4423,27672,1367,295,1072,10258,1892,8366,18696,2116,16580,1667,116,1551,107,4,103,241153,41209,199944,130474,24094,106380,94052,15064,78988,15935,1985,13950,564,50,514,128,16,112
95AA,41479,5784,35695,17224,2813,14411,15079,2210,12869,6859,660,6199,1832,92,1740,485,9,476,5121,268,4853,88,10,78,529,36,493,2470,151,2319,1566,63,1503,468,8,460,3999,565,3434,182,41,141,1363,245,1118,2245,255,1990,204,23,181,5,1,4,32359,4951,27408,16954,2762,14192,13187,1929,11258,2144,254,1890,62,6,56,12,0,12
95BB,62813,9075,53738,23448,4216,19232,23621,3552,20069,11733,1125,10608,3193,160,3033,818,22,796,8620,504,8116,109,13,96,851,83,768,4058,253,3805,2821,134,2687,781,21,760,7163,934,6229,314,70,244,2465,412,2053,4068,432,3636,295,20,275,21,0,21,47030,7637,39393,23025,4133,18892,20305,3057,17248,3607,440,3167,77,6,71,16,1,15
95CC,46195,7049,39146,19514,3609,15905,15821,2550,13271,8154,777,7377,2187,96,2091,519,17,502,6337,343,5994,120,15,105,642,53,589,3188,190,2998,1899,71,1828,488,14,474,4623,673,3950,205,44,161,1555,310,1245,2648,303,2345,200,16,184,15,0,15,35235,6033,29202,19189,3550,15639,13624,2187,11437,2318,284,2034,88,9,79,16,3,13
95DD,51185,7640,43545,20458,3948,16510,19041,2752,16289,9043,811,8232,2148,113,2035,495,16,479,6343,358,5985,84,13,71,658,54,604,3267,189,3078,1881,91,1790,453,11,442,5281,711,4570,213,39,174,1880,324,1556,2965,329,2636,205,19,186,18,0,18,39561,6571,32990,20161,3896,16265,16503,2374,14129,2811,293,2518,62,3,59,24,5,19
95EE,24608,3439,21169,9663,1733,7930,8970,1263,7707,4432,394,4038,1247,35,1212,296,14,282,3458,168,3290,54,6,48,355,29,326,1670,93,1577,1098,29,1069,281,11,270,2522,306,2216,113,25,88,794,125,669,1493,150,1343,116,4,112,6,2,4,18628,2965,15663,9496,1702,7794,7821,1109,6712,1269,151,1118,33,2,31,9,1,8
95FF,37527,5636,31891,15573,2914,12659,13207,2013,11194,6424,614,5810,1844,80,1764,479,15,464,5032,272,4760,99,14,85,455,37,418,2404,143,2261,1615,64,1551,459,14,445,3696,493,3203,171,41,130,1244,205,1039,2091,233,1858,185,14,171,5,0,5,28799,4871,23928,15303,2859,12444,11508,1771,9737,1929,238,1691,44,2,42,15,1,14
95GG,228679,34407,194272,88813,17750,71063,74504,12046,62458,42994,3768,39226,17260,714,16546,5108,129,4979,39502,1817,37685,485,75,410,2972,273,2699,16296,830,15466,14891,525,14366,4858,114,4744,23633,2999,20634,954,229,725,7217,1272,5945,13483,1349,12134,1862,145,1717,117,4,113,165544,29591,135953,87374,17446,69928,64315,10501,53814,13215,1589,11626,507,44,463,133,11,122
95HH,31409,4677,26732,11779,2153,9626,11732,1837,9895,5846,590,5256,1669,80,1589,383,17,366,4263,273,3990,61,9,52,387,48,339,2008,139,1869,1443,63,1380,364,14,350,3509,497,3012,141,29,112,1185,206,979,1996,247,1749,179,14,165,8,1,7,23637,3907,19730,11577,2115,9462,10160,1583,8577,1842,204,1638,47,3,44,11,2,9
95II,54400,8751,45649,22024,4466,17558,19475,3149,16326,9524,975,8549,2694,139,2555,683,22,661,7123,451,6672,123,21,102,689,71,618,3305,231,3074,2356,110,2246,650,18,632,5674,785,4889,242,66,176,1950,352,1598,3208,348,2860,260,18,242,14,1,13,41603,7515,34088,21659,4379,17280,16836,2726,14110,3011,396,2615,78,11,67,19,3,16
95JJ,47617,7967,39650,18729,3877,14852,17735,3037,14698,8529,940,7589,2121,102,2019,503,11,492,5943,374,5569,67,10,57,594,67,527,2970,210,2760,1840,78,1762,472,9,463,5150,764,4386,257,63,194,1781,315,1466,2886,367,2519,218,19,199,8,0,8,36524,6829,29695,18405,3804,14601,15360,2655,12705,2673,363,2310,63,5,58,23,2,21
95KK,28719,3822,24897,11176,1780,9396,9761,1449,8312,5646,496,5150,1667,77,1590,469,20,449,4395,252,4143,58,6,52,299,29,270,2178,140,2038,1418,59,1359,442,18,424,3017,358,2659,113,23,90,881,140,741,1816,180,1636,199,15,184,8,0,8,21307,3212,18095,11005,1751,9254,8581,1280,7301,1652,176,1476,50,3,47,19,2,17
95LL,72503,9629,62874,28261,4734,23527,25309,3478,21831,13512,1207,12305,4321,183,4138,1100,27,1073,10813,588,10225,161,14,147,895,86,809,4969,317,4652,3740,146,3594,1048,25,1023,7414,932,6482,302,57,245,2293,393,1900,4346,453,3893,446,29,417,27,0,27,54276,8109,46167,27798,4663,23135,22121,2999,19122,4197,437,3760,135,8,127,25,2,23
95MM,83663,11510,72153,33599,5709,27890,27108,4062,23046,15641,1449,14192,5712,243,5469,1603,47,1556,14241,756,13485,205,27,178,1182,111,1071,6340,382,5958,4983,195,4788,1531,41,1490,8581,1097,7484,382,84,298,2642,439,2203,4959,536,4423,560,35,525,38,3,35,60841,9657,51184,33012,5598,27414,23284,3512,19772,4342,531,3811,169,13,156,34,3,31
95NN,54746,8779,45967,22451,4356,18095,19245,3211,16034,9696,1031,8665,2664,157,2507,690,24,666,7630,478,7152,102,17,85,772,78,694,3759,248,3511,2343,112,2231,654,23,631,5840,944,4896,286,58,228,2045,411,1634,3242,438,2804,250,37,213,17,0,17,41276,7357,33919,22063,4281,17782,16428,2722,13706,2695,345,2350,71,8,63,19,1,18
95OO,44467,6266,38201,18360,3163,15197,15583,2264,13319,7725,715,7010,2227,105,2122,572,19,553,6105,343,5762,98,10,88,547,58,489,3020,174,2846,1895,83,1812,545,18,527,4298,581,3717,197,37,160,1337,247,1090,2503,281,2222,247,15,232,14,1,13,34064,5342,28722,18065,3116,14949,13699,1959,11740,2202,260,1942,85,7,78,13,0,13
95PP,48664,8164,40500,20220,4026,16194,17043,3084,13959,8802,924,7878,2064,109,1955,535,21,514,6512,413,6099,103,16,87,633,75,558,3481,218,3263,1787,91,1696,508,13,495,5175,784,4391,215,52,163,1731,353,1378,3009,366,2643,208,12,196,12,1,11,36977,6967,30010,19902,3958,15944,14679,2656,12023,2312,340,1972,69,6,63,15,7,8
95QQ,25999,3641,22358,9677,1672,8005,9814,1431,8383,4948,465,4483,1264,65,1199,296,8,288,3432,201,3231,34,7,27,321,30,291,1699,105,1594,1097,51,1046,281,8,273,2932,393,2539,123,44,79,965,156,809,1709,183,1526,128,10,118,7,0,7,19635,3047,16588,9520,1621,7899,8528,1245,7283,1540,177,1363,39,4,35,8,0,8
95RR,26293,3363,22930,10353,1638,8715,9200,1309,7891,4882,353,4529,1519,54,1465,339,9,330,3849,179,3670,66,9,57,360,47,313,1809,78,1731,1302,39,1263,312,6,306,2778,297,2481,107,22,85,877,124,753,1618,138,1480,165,11,154,11,2,9,19666,2887,16779,10180,1607,8573,7963,1138,6825,1455,137,1318,52,4,48,16,1,15
95SS,93625,14276,79349,39250,7203,32047,32875,5263,27612,15530,1555,13975,4709,224,4485,1261,31,1230,12177,701,11476,195,23,172,1186,135,1051,5529,344,5185,4064,173,3891,1203,26,1177,9089,1318,7771,437,97,340,3050,561,2489,5078,619,4459,506,41,465,18,0,18,72359,12257,60102,38618,7083,31535,28639,4567,24072,4923,592,4331,139,10,129,40,5,35
95TT,34461,4976,29485,14571,2556,12015,11868,1788,10080,6040,552,5488,1548,66,1482,434,14,420,4265,213,4052,51,2,49,402,39,363,2097,111,1986,1305,48,1257,410,13,397,3538,440,3098,142,27,115,1058,187,871,2146,213,1933,182,13,169,10,0,10,26658,4323,22335,14378,2527,11851,10408,1562,8846,1797,228,1569,61,5,56,14,1,13
95UU,13603,2188,11415,5265,1054,4211,4888,840,4048,2616,255,2361,635,34,601,199,5,194,1987,104,1883,33,2,31,214,14,200,1003,58,945,550,28,522,187,2,185,1477,220,1257,76,22,54,453,93,360,868,99,769,75,6,69,5,0,5,10139,1864,8275,5156,1030,4126,4221,733,3488,745,98,647,10,0,10,7,3,4
95VV,75962,11328,64634,32730,5981,26749,25203,3927,21276,12887,1223,11664,4036,172,3864,1106,25,1081,11049,625,10424,216,29,187,1016,114,902,5278,324,4954,3497,136,3361,1042,22,1020,7122,934,6188,315,70,245,2391,390,2001,3991,450,3541,390,22,368,35,2,33,57791,9769,48022,32199,5882,26317,21796,3423,18373,3618,449,3169,149,14,135,29,1,28
95WW,67792,9841,57951,26789,4861,21928,24866,3721,21145,11810,1098,10712,3410,137,3273,917,24,893,8869,480,8389,106,18,88,807,81,726,4101,247,3854,2969,110,2859,886,24,862,6887,928,5959,296,69,227,2339,416,1923,3880,420,3460,356,23,333,16,0,16,52036,8433,43603,26387,4774,21613,21720,3224,18496,3829,431,3398,85,4,81,15,0,15
95XX,64422,11087,53335,26113,5370,20743,24363,4317,20046,10646,1222,9424,2599,152,2447,701,26,675,7510,519,6991,155,24,131,796,89,707,3667,278,3389,2228,108,2120,664,20,644,6861,1089,5772,353,88,265,2556,505,2051,3649,461,3188,292,33,259,11,2,9,50051,9479,40572,25605,5258,20347,21011,3723,17288,3330,483,2847,79,11,68,26,4,22
95YY,39689,6566,33123,16013,3368,12645,13087,2324,10763,7748,749,6999,2261,107,2154,580,18,562,6246,350,5896,97,16,81,517,62,455,3129,178,2951,1958,78,1880,545,16,529,4322,653,3669,180,42,138,1305,265,1040,2583,323,2260,241,23,218,13,0,13,29121,5563,23558,15736,3310,12426,11265,1997,9268,2036,248,1788,62,6,56,22,2,20
95ZZ,31020,3990,27030,11435,1943,9492,10016,1423,8593,6764,513,6251,2239,94,2145,566,17,549,5691,259,5432,72,12,60,415,27,388,2748,135,2613,1918,69,1849,538,16,522,3528,395,3133,127,18,109,953,174,779,2199,185,2014,231,18,213,18,0,18,21801,3336,18465,11236,1913,9323,8648,1222,7426,1817,193,1624,90,7,83,10,1,9
